MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/push-wall-v1/NumTrajs,MetaTest/push-wall-v1/SuccessRate,MetaTest/push-wall-v1/StdReturn,TotalEnvSteps,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/push-wall-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/push-wall-v1/MinReturn,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-wall-v1/AverageReturn
3646477.5,-115.39841993772798,11.286230669331674,0.0,10,0.0,11.286230669331674,464000,0.0,10,0.0,10,-127.58766581766187,-91.92154909801621,-10.673467,-115.39841993772798,-91.92154909801621,102554.28,10,-16763.033,-127.58766581766187,nan,-115.39841993772798,-115.39841993772798
8677757.0,352.0185043234941,1078.0836745842644,0.0,10,0.0,1078.0836745842644,488000,0.0,10,0.0,11,-49.70447961883928,3577.503412682123,-10.142501,352.01850432349386,3577.503412682123,175807.88,11,-41913.387,-49.70447961883928,nan,352.01850432349386,352.0185043234941
14354164.0,-101.66094221852794,14.395833541978417,0.0,10,0.0,14.395833541978417,512000,0.0,10,0.0,12,-116.82894236485377,-65.59442402539649,-9.546918,-101.66094221852794,-65.59442402539649,132971.64,12,-40179.145,-116.82894236485377,nan,-101.66094221852794,-101.66094221852794
21026154.0,-80.18254607899179,28.656115056271304,0.0,10,0.0,28.656115056271304,536000,0.0,10,0.0,13,-103.03745925852674,-12.902093496767302,-10.803931,-80.18254607899179,-12.902093496767302,113745.25,13,-35043.33,-103.03745925852674,nan,-80.18254607899179,-80.18254607899179
44074188.0,-44.44282240148404,20.915510587103494,0.0,10,0.0,20.915510587103494,560000,0.0,10,0.0,14,-96.04168226231025,-20.878601907691703,-12.461878,-44.44282240148404,-20.878601907691703,105380.87,14,-47634.367,-96.04168226231025,nan,-44.44282240148404,-44.44282240148404
81431690.0,846.494514065548,2793.018979499581,0.1,10,0.1,2793.018979499581,584000,0.0,10,0.0,15,-118.0326327772466,9225.194143728697,-19.825108,846.4945140655469,9225.194143728697,68988.53,15,-78457.23,-118.0326327772466,nan,846.4945140655469,846.494514065548
140908690.0,-85.138677306097,25.02309751361615,0.0,10,0.0,25.02309751361615,608000,0.0,10,0.0,16,-107.57720186646843,-38.121266698678355,-28.013273,-85.13867730609707,-38.121266698678355,189060.77,16,-134318.6,-107.57720186646843,nan,-85.13867730609707,-85.138677306097
153366540.0,-73.08157468688296,14.792172309920087,0.0,10,0.0,14.792172309920087,632000,0.0,10,0.0,17,-94.14269985889521,-40.77861350582703,-27.281553,-73.08157468688297,-40.77861350582703,313513.4,17,-156115.44,-94.14269985889521,nan,-73.08157468688297,-73.08157468688296
267421710.0,-66.46755151961291,17.1989714264291,0.0,10,0.0,17.1989714264291,656000,0.0,10,0.0,18,-105.98721465517076,-46.747187338796564,-30.042604,-66.4675515196129,-46.747187338796564,133431.97,18,-243940.75,-105.98721465517076,nan,-66.4675515196129,-66.46755151961291
339384200.0,-43.53906318704371,8.184034060403553,0.0,10,0.0,8.184034060403553,680000,0.0,10,0.0,19,-56.013711126499985,-29.856480699840144,-30.822847,-43.5390631870437,-29.856480699840144,238780.88,19,-313674.12,-56.013711126499985,nan,-43.5390631870437,-43.53906318704371
596042700.0,-48.92634681639465,21.443029092410807,0.0,10,0.0,21.443029092410807,704000,0.0,10,0.0,20,-78.80178736697937,-15.96442424981378,-31.63964,-48.92634681639468,-15.96442424981378,380390.28,20,-497819.28,-78.80178736697937,nan,-48.92634681639468,-48.92634681639465
855034940.0,152.94315721251095,645.327533887096,0.0,10,0.0,645.327533887096,728000,0.0,10,0.0,21,-85.35015452793944,2088.1046294667735,-34.07779,152.9431572125109,2088.1046294667735,43708.74,21,-732919.25,-85.35015452793944,nan,152.9431572125109,152.94315721251095
992490300.0,2793.344116130985,8567.094485637155,0.1,10,0.1,8567.094485637155,752000,0.0,10,0.0,22,-100.62370886201438,28494.516226119325,-32.362682,2793.344116130985,28494.516226119325,285619.12,22,-729049.5,-100.62370886201438,nan,2793.344116130985,2793.344116130985
1333050600.0,-49.70928954579095,17.27628496686374,0.0,10,0.0,17.27628496686374,776000,0.0,10,0.0,23,-88.83853972762323,-27.20461644229826,-33.860203,-49.709289545790945,-27.20461644229826,172407.14,23,-764671.1,-88.83853972762323,nan,-49.709289545790945,-49.70928954579095
1775860600.0,4635.635868924352,13188.567279389574,0.1,10,0.1,13188.567279389574,800000,0.0,10,0.0,24,-94.18909412647714,44129.901152773775,-36.297306,4635.635868924353,44129.901152773775,307852.72,24,-705266.44,-94.18909412647714,nan,4635.635868924353,4635.635868924352
2486162200.0,-64.914918944253,29.433033245273805,0.0,10,0.0,29.433033245273805,824000,0.0,10,0.0,25,-101.5383442372654,-14.688978498535635,-36.871906,-64.91491894425299,-14.688978498535635,25498.18,25,-749548.8,-101.5383442372654,nan,-64.91491894425299,-64.914918944253
3070914000.0,-58.19759714343254,20.31990957703119,0.0,10,0.0,20.31990957703119,848000,0.0,10,0.0,26,-94.05650926377852,-28.604412025110296,-35.38539,-58.19759714343254,-28.604412025110296,89712.32,26,-761512.56,-94.05650926377852,nan,-58.19759714343254,-58.19759714343254
3009548300.0,-92.0158316796521,6.183770845045911,0.0,10,0.0,6.183770845045911,872000,0.0,10,0.0,27,-102.01237801459274,-84.16609708443711,-38.355927,-92.01583167965205,-84.16609708443711,563622.56,27,-155602.3,-102.01237801459274,nan,-92.01583167965205,-92.0158316796521
479922750.0,-115.49124231760273,2.5131230922567354,0.0,10,0.0,2.5131230922567354,896000,0.0,10,0.0,28,-119.10721587518007,-111.04229865207377,-37.602554,-115.49124231760266,-111.04229865207377,921268.44,28,147173.34,-119.10721587518007,nan,-115.49124231760266,-115.49124231760273
429842750.0,-126.35772922689048,3.1975845249803934,0.0,10,0.0,3.1975845249803934,920000,0.0,10,0.0,29,-132.99018377415388,-122.32571103066738,-37.546555,-126.35772922689054,-122.32571103066738,760923.7,29,70860.32,-132.99018377415388,nan,-126.35772922689054,-126.35772922689048
134438610.0,-125.5289671995087,4.140107241565757,0.0,10,0.0,4.140107241565757,944000,0.0,10,0.0,30,-132.58635071746912,-120.94917432688325,-37.623592,-125.52896719950863,-120.94917432688325,626474.3,30,101473.42,-132.58635071746912,nan,-125.52896719950863,-125.5289671995087
10413708.0,-126.05713705287424,1.7589622149240203,0.0,10,0.0,1.7589622149240203,968000,0.0,10,0.0,31,-129.24167775419338,-122.579828294364,-37.586857,-126.05713705287413,-122.579828294364,147311.58,31,78429.04,-129.24167775419338,nan,-126.05713705287413,-126.05713705287424
5074945.0,-127.2397448305621,3.341334366896221,0.0,10,0.0,3.341334366896221,992000,0.0,10,0.0,32,-130.99631149548227,-120.42394437424207,-37.58672,-127.23974483056216,-120.42394437424207,78637.54,32,53951.52,-130.99631149548227,nan,-127.23974483056216,-127.2397448305621
68646230.0,-96.19014528529256,4.747977843397599,0.0,10,0.0,4.747977843397599,1016000,0.0,10,0.0,33,-105.24406597497703,-91.22037576188525,-37.5941,-96.19014528529252,-91.22037576188525,44517.61,33,39065.324,-105.24406597497703,nan,-96.19014528529252,-96.19014528529256
1384908.6,-95.35327357430785,5.6352236348483355,0.0,10,0.0,5.6352236348483355,1040000,0.0,10,0.0,34,-105.7794207060995,-88.69475925599188,-37.586296,-95.35327357430783,-88.69475925599188,36976.344,34,47381.906,-105.7794207060995,nan,-95.35327357430783,-95.35327357430785
858016.25,-96.82911105707537,4.616765630920848,0.0,10,0.0,4.616765630920848,1064000,0.0,10,0.0,35,-102.57168971269293,-88.69582846201678,-37.58639,-96.82911105707532,-88.69582846201678,8240.541,35,32300.225,-102.57168971269293,nan,-96.82911105707532,-96.82911105707537
45630630.0,-103.65354199431131,10.760282729889447,0.0,10,0.0,10.760282729889447,1088000,0.0,10,0.0,36,-132.6447321251158,-90.92534222057895,-37.70811,-103.65354199431133,-90.92534222057895,3666.1494,36,19185.488,-132.6447321251158,nan,-103.65354199431133,-103.65354199431131
312445440.0,-87.31134067816495,17.387048533915,0.0,10,0.0,17.387048533915,1112000,0.0,10,0.0,37,-105.49361452675886,-55.35243189630608,-37.602566,-87.31134067816501,-55.35243189630608,50284.457,37,-20924.297,-105.49361452675886,nan,-87.31134067816501,-87.31134067816495
270929660.0,-93.89102594720964,5.218095047482226,0.0,10,0.0,5.218095047482226,1136000,0.0,10,0.0,38,-104.39628407242783,-87.58951473569314,-37.22859,-93.89102594720964,-87.58951473569314,67313.016,38,5119.1587,-104.39628407242783,nan,-93.89102594720964,-93.89102594720964
44884730.0,-124.99972578524432,2.8147314988078715,0.0,10,0.0,2.8147314988078715,1160000,0.0,10,0.0,39,-130.62542015802023,-121.91928291539544,-37.596016,-124.99972578524424,-121.91928291539544,161149.4,39,38031.316,-130.62542015802023,nan,-124.99972578524424,-124.99972578524432
1851870.8,-127.8342046455344,4.575216241458644,0.0,10,0.0,4.575216241458644,1184000,0.0,10,0.0,40,-135.313204530929,-121.47794475581046,-37.58626,-127.83420464553424,-121.47794475581046,81148.05,40,17694.965,-135.313204530929,nan,-127.83420464553424,-127.8342046455344
905081.8,-127.70180601624209,3.8340539507708393,0.0,10,0.0,3.8340539507708393,1208000,0.0,10,0.0,41,-134.48142309314585,-123.16537505012471,-37.58622,-127.70180601624206,-123.16537505012471,21666.838,41,6918.231,-134.48142309314585,nan,-127.70180601624206,-127.70180601624209
965260.7,-127.05557762989311,3.761258988862971,0.0,10,0.0,3.761258988862971,1232000,0.0,10,0.0,42,-131.8841929174108,-121.21716879717887,-37.586113,-127.05557762989304,-121.21716879717887,11322.056,42,4928.6816,-131.8841929174108,nan,-127.05557762989304,-127.05557762989311
3583225.0,-128.33922300374562,4.209015259687807,0.0,10,0.0,4.209015259687807,1256000,0.0,10,0.0,43,-134.24504815364816,-122.96448199600935,-37.587524,-128.33922300374562,-122.96448199600935,11374.494,43,8426.708,-134.24504815364816,nan,-128.33922300374562,-128.33922300374562
716947.0,-127.77346560166185,4.551962146613245,0.0,10,0.0,4.551962146613245,1280000,0.0,10,0.0,44,-133.79136971156458,-120.63224298356538,-37.585587,-127.773465601662,-120.63224298356538,11367.528,44,11749.649,-133.79136971156458,nan,-127.773465601662,-127.77346560166185
732521.94,-128.16864036614697,3.8926049423181945,0.0,10,0.0,3.8926049423181945,1304000,0.0,10,0.0,45,-133.29856751265606,-121.59106540191073,-37.586277,-128.16864036614697,-121.59106540191073,8647.711,45,11140.33,-133.29856751265606,nan,-128.16864036614697,-128.16864036614697
687264.44,-127.13888357201874,3.5990732877475184,0.0,10,0.0,3.5990732877475184,1328000,0.0,10,0.0,46,-131.19861534786534,-120.81594966590878,-37.58633,-127.13888357201866,-120.81594966590878,4823.744,46,9509.526,-131.19861534786534,nan,-127.13888357201866,-127.13888357201874
2001628.1,-129.5813539688739,3.207314431975894,0.0,10,0.0,3.207314431975894,1352000,0.0,10,0.0,47,-134.6250583652694,-123.97601324342169,-37.586494,-129.58135396887386,-123.97601324342169,34263.395,47,36162.133,-134.6250583652694,nan,-129.58135396887386,-129.5813539688739
608982.8,-128.09258906791825,3.294581036700306,0.0,10,0.0,3.294581036700306,1376000,0.0,10,0.0,48,-133.88522246446064,-122.74400259687515,-37.586685,-128.09258906791834,-122.74400259687515,8350.369,48,23594.797,-133.88522246446064,nan,-128.09258906791834,-128.09258906791825
588344.44,-128.31292936188441,4.368660254682643,0.0,10,0.0,4.368660254682643,1400000,0.0,10,0.0,49,-134.25108874258797,-121.75488259414168,-37.586197,-128.31292936188444,-121.75488259414168,3942.5496,49,16907.145,-134.25108874258797,nan,-128.31292936188444,-128.31292936188441
543293.3,-127.23243956755593,3.9302127145370367,0.0,10,0.0,3.9302127145370367,1424000,0.0,10,0.0,50,-134.34361541225127,-121.68468141361822,-37.586372,-127.23243956755591,-121.68468141361822,1716.2145,50,12282.058,-134.34361541225127,nan,-127.23243956755591,-127.23243956755593
550207.1,-127.68614175264834,4.434634601343086,0.0,10,0.0,4.434634601343086,1448000,0.0,10,0.0,51,-133.4104997990895,-120.62460700200063,-37.58624,-127.68614175264847,-120.62460700200063,4262.458,51,11221.303,-133.4104997990895,nan,-127.68614175264847,-127.68614175264834
529960.25,-127.88289609002337,4.530653999477405,0.0,10,0.0,4.530653999477405,1472000,0.0,10,0.0,52,-135.5527736164416,-120.87180371359305,-37.58604,-127.88289609002345,-120.87180371359305,2099.493,52,6321.984,-135.5527736164416,nan,-127.88289609002345,-127.88289609002337
632221.3,-127.42664800588423,4.107003769184998,0.0,10,0.0,4.107003769184998,1496000,0.0,10,0.0,53,-134.0389358398421,-120.65336398432868,-37.58587,-127.42664800588425,-120.65336398432868,9551.638,53,12025.432,-134.0389358398421,nan,-127.42664800588425,-127.42664800588423
1473029.6,-129.89918332655873,2.9134839889095847,0.0,10,0.0,2.9134839889095847,1520000,0.0,10,0.0,54,-133.7627766830314,-124.55826488873632,-37.586178,-129.89918332655893,-124.55826488873632,3154.9805,54,11314.135,-133.7627766830314,nan,-129.89918332655893,-129.89918332655873
474349.88,-127.78192038892489,4.167096876016683,0.0,10,0.0,4.167096876016683,1544000,0.0,10,0.0,55,-134.10551334990555,-122.64862689596947,-37.5864,-127.78192038892487,-122.64862689596947,3646.088,55,25476.227,-134.10551334990555,nan,-127.78192038892487,-127.78192038892489
400789.72,-129.3828838723442,2.922402600171386,0.0,10,0.0,2.922402600171386,1568000,0.0,10,0.0,56,-132.73402100289783,-122.11037333730054,-37.586433,-129.38288387234434,-122.11037333730054,2256.0974,56,18984.297,-132.73402100289783,nan,-129.38288387234434,-129.3828838723442
302094.88,-126.50002742958877,3.0950946368651695,0.0,10,0.0,3.0950946368651695,1592000,0.0,10,0.0,57,-131.30639592105,-123.15605614785107,-37.5865,-126.50002742958884,-123.15605614785107,1981.4597,57,13786.224,-131.30639592105,nan,-126.50002742958884,-126.50002742958877
243846.39,-128.6037921258995,4.663323065212025,0.0,10,0.0,4.663323065212025,1616000,0.0,10,0.0,58,-135.65819080893772,-121.18446970016248,-37.5867,-128.6037921258995,-121.18446970016248,1174.7046,58,9519.689,-135.65819080893772,nan,-128.6037921258995,-128.6037921258995
2098140.8,-127.33464306218316,2.9462062210399664,0.0,10,0.0,2.9462062210399664,1640000,0.0,10,0.0,59,-131.72537206299123,-122.73861260462796,-37.586094,-127.33464306218313,-122.73861260462796,8555.06,59,11761.552,-131.72537206299123,nan,-127.33464306218313,-127.33464306218316
437660.53,-128.5762771484421,2.203791859116825,0.0,10,0.0,2.203791859116825,1664000,0.0,10,0.0,60,-131.50258630127388,-123.5179415966821,-37.586353,-128.57627714844202,-123.5179415966821,4846.7583,60,8635.942,-131.50258630127388,nan,-128.57627714844202,-128.5762771484421
359063.66,-127.35183692032408,2.7419451583882104,0.0,10,0.0,2.7419451583882104,1688000,0.0,10,0.0,61,-132.062651380964,-123.81313878517498,-37.585976,-127.35183692032417,-123.81313878517498,2034.5541,61,8200.972,-132.062651380964,nan,-127.35183692032417,-127.35183692032408
279595.78,-126.89154234245402,3.6666114030943766,0.0,10,0.0,3.6666114030943766,1712000,0.0,10,0.0,62,-132.89065342123519,-121.23255521847211,-37.586155,-126.89154234245404,-121.23255521847211,1608.354,62,7576.434,-132.89065342123519,nan,-126.89154234245404,-126.89154234245402
270862.62,-127.67086614018244,3.725486032572313,0.0,10,0.0,3.725486032572313,1736000,0.0,10,0.0,63,-132.51470892566041,-122.68175673725676,-37.586594,-127.67086614018237,-122.68175673725676,1424.105,63,6880.108,-132.51470892566041,nan,-127.67086614018237,-127.67086614018244
40424530.0,-127.14589061695438,2.8434636362478347,0.0,10,0.0,2.8434636362478347,1760000,0.0,10,0.0,64,-131.706064590525,-121.85671206436973,-37.58582,-127.14589061695426,-121.85671206436973,31585.996,64,17221.96,-131.706064590525,nan,-127.14589061695426,-127.14589061695438
495003.84,-129.1408470618541,3.8062264785091444,0.0,10,0.0,3.8062264785091444,1784000,0.0,10,0.0,65,-134.0051908523558,-122.52201358617535,-37.58576,-129.14084706185432,-122.52201358617535,6513.29,65,16242.401,-134.0051908523558,nan,-129.14084706185432,-129.1408470618541
398254.12,-127.39165943979916,2.9875876346206933,0.0,10,0.0,2.9875876346206933,1808000,0.0,10,0.0,66,-132.6726862614413,-123.24767132540934,-37.586494,-127.3916594397991,-123.24767132540934,2948.9478,66,11242.948,-132.6726862614413,nan,-127.3916594397991,-127.39165943979916
350670.28,-126.7009819138068,4.6554580138084205,0.0,10,0.0,4.6554580138084205,1832000,0.0,10,0.0,67,-134.7364094265594,-120.32654968599596,-37.58608,-126.70098191380698,-120.32654968599596,2007.8817,67,9689.669,-134.7364094265594,nan,-126.70098191380698,-126.7009819138068
449177.7,-128.88895188420432,2.9478689833605545,0.0,10,0.0,2.9478689833605545,1856000,0.0,10,0.0,68,-131.93954473995228,-122.96526469798154,-37.5865,-128.88895188420432,-122.96526469798154,4400.9414,68,11069.313,-131.93954473995228,nan,-128.88895188420432,-128.88895188420432
21801148.0,-128.46409040000236,2.533300817126903,0.0,10,0.0,2.533300817126903,1880000,0.0,10,0.0,69,-133.287575029816,-124.09532510114563,-37.585903,-128.46409040000248,-124.09532510114563,32818.715,69,17375.414,-133.287575029816,nan,-128.46409040000248,-128.46409040000236
817269.5,-126.45704709399172,2.998375549292678,0.0,10,0.0,2.998375549292678,1904000,0.0,10,0.0,70,-130.84346902227745,-121.83186276303665,-37.585976,-126.45704709399168,-121.83186276303665,110775.6,70,43334.67,-130.84346902227745,nan,-126.45704709399168,-126.45704709399172
491747.6,-126.78937794230687,4.4344638257661995,0.0,10,0.0,4.4344638257661995,1928000,0.0,10,0.0,71,-133.88880637001762,-120.60484839114721,-37.586163,-126.78937794230683,-120.60484839114721,15109.825,71,17023.473,-133.88880637001762,nan,-126.78937794230683,-126.78937794230687
617058.94,-129.1932905936872,3.884673502858906,0.0,10,0.0,3.884673502858906,1952000,0.0,10,0.0,72,-133.9561642366871,-121.76243680847546,-37.586147,-129.19329059368744,-121.76243680847546,12935.801,72,15511.226,-133.9561642366871,nan,-129.19329059368744,-129.1932905936872
647548.44,-125.47258421895363,2.6866813104534244,0.0,10,0.0,2.6866813104534244,1976000,0.0,10,0.0,73,-129.87876722423965,-121.76870420367098,-37.58598,-125.47258421895353,-121.76870420367098,29327.387,73,15329.854,-129.87876722423965,nan,-125.47258421895353,-125.47258421895363
359402.94,-129.85631489586385,2.9956457035385426,0.0,10,0.0,2.9956457035385426,2000000,0.0,10,0.0,74,-133.05514638195848,-122.98580657659896,-37.586136,-129.8563148958638,-122.98580657659896,3921.3635,74,11033.028,-133.05514638195848,nan,-129.8563148958638,-129.85631489586385
391957.25,-127.22121439552113,3.79620920658868,0.0,10,0.0,3.79620920658868,2024000,0.0,10,0.0,75,-132.56502023903494,-120.20368598757213,-37.586533,-127.22121439552113,-120.20368598757213,2751.668,75,11708.763,-132.56502023903494,nan,-127.22121439552113,-127.22121439552113
424846.16,-127.30886841294178,3.246179867849776,0.0,10,0.0,3.246179867849776,2048000,0.0,10,0.0,76,-131.99999205471946,-122.2980975888448,-37.586197,-127.30886841294202,-122.2980975888448,6217.823,76,12082.153,-131.99999205471946,nan,-127.30886841294202,-127.30886841294178
9489073.0,-128.37897102942526,2.5814216203553926,0.0,10,0.0,2.5814216203553926,2072000,0.0,10,0.0,77,-133.7678725650645,-124.32906562797194,-37.586254,-128.37897102942523,-124.32906562797194,24314.998,77,25211.658,-133.7678725650645,nan,-128.37897102942523,-128.37897102942526
329863.25,-126.4483420421678,2.824170938668209,0.0,10,0.0,2.824170938668209,2096000,0.0,10,0.0,78,-130.7423448026108,-121.66452633047847,-37.585842,-126.44834204216791,-121.66452633047847,3732.6086,78,14482.402,-130.7423448026108,nan,-126.44834204216791,-126.4483420421678
285948.4,-128.45883702177767,3.656436356377892,0.0,10,0.0,3.656436356377892,2120000,0.0,10,0.0,79,-134.61113745414053,-123.28453559543065,-37.586277,-128.45883702177767,-123.28453559543065,2667.0916,79,11999.029,-134.61113745414053,nan,-128.45883702177767,-128.45883702177767
292880.2,-125.39073988247591,4.092613304136019,0.0,10,0.0,4.092613304136019,2144000,0.0,10,0.0,80,-134.31625722171552,-121.51859979311588,-37.585922,-125.39073988247594,-121.51859979311588,2529.759,80,13417.613,-134.31625722171552,nan,-125.39073988247594,-125.39073988247591
397269.56,-128.36673507554832,3.322561480890351,0.0,10,0.0,3.322561480890351,2168000,0.0,10,0.0,81,-134.42506912892887,-123.51777030211687,-37.586166,-128.36673507554826,-123.51777030211687,3857.5403,81,16251.969,-134.42506912892887,nan,-128.36673507554826,-128.36673507554832
332828.34,-127.63274171168469,4.865204164108825,0.0,10,0.0,4.865204164108825,2192000,0.0,10,0.0,82,-135.090310399997,-121.97370141391822,-37.586483,-127.63274171168464,-121.97370141391822,4715.0825,82,17692.445,-135.090310399997,nan,-127.63274171168464,-127.63274171168469
241310.14,-127.41293043233695,3.0591172943984026,0.0,10,0.0,3.0591172943984026,2216000,0.0,10,0.0,83,-131.6234673739335,-121.94819483398622,-37.586235,-127.41293043233713,-121.94819483398622,2627.672,83,16747.902,-131.6234673739335,nan,-127.41293043233713,-127.41293043233695
251363.33,-128.4717720374852,4.3777237746412805,0.0,10,0.0,4.3777237746412805,2240000,0.0,10,0.0,84,-134.96634512049266,-122.03983224051758,-37.58559,-128.47177203748515,-122.03983224051758,4012.7402,84,16625.037,-134.96634512049266,nan,-128.47177203748515,-128.4717720374852
336296.16,-129.25560485791573,3.198514947081632,0.0,10,0.0,3.198514947081632,2264000,0.0,10,0.0,85,-133.51062927508184,-124.32182981748458,-37.585976,-129.25560485791578,-124.32182981748458,6061.127,85,16548.102,-133.51062927508184,nan,-129.25560485791578,-129.25560485791573
6401891.0,-97.43303583527195,4.451575512007586,0.0,10,0.0,4.451575512007586,2288000,0.0,10,0.0,86,-104.87209858987094,-88.83273754143262,-37.585094,-97.43303583527185,-88.83273754143262,25237.932,86,22560.877,-104.87209858987094,nan,-97.43303583527185,-97.43303583527195
388348.1,-96.99574723449822,4.168177328343314,0.0,10,0.0,4.168177328343314,2312000,0.0,10,0.0,87,-102.121475188832,-89.70747957248471,-37.585648,-96.99574723449818,-89.70747957248471,7264.697,87,17264.115,-102.121475188832,nan,-96.99574723449818,-96.99574723449822
16597310.0,-98.05143438527332,4.1491944770392015,0.0,10,0.0,4.1491944770392015,2336000,0.0,10,0.0,88,-106.60512940537502,-91.8317922796901,-37.5868,-98.05143438527337,-91.8317922796901,18211.955,88,27963.455,-106.60512940537502,nan,-98.05143438527337,-98.05143438527332
8069769.0,-95.18843502700433,5.453315524755502,0.0,10,0.0,5.453315524755502,2360000,0.0,10,0.0,89,-106.15753034186247,-87.56941350352486,-37.58583,-95.18843502700432,-87.56941350352486,75042.62,89,55068.426,-106.15753034186247,nan,-95.18843502700432,-95.18843502700433
399663.56,-98.41022853515686,4.21286078738071,0.0,10,0.0,4.21286078738071,2384000,0.0,10,0.0,90,-104.82367931981268,-91.78639778305096,-37.586437,-98.41022853515692,-91.78639778305096,27681.29,90,69774.03,-104.82367931981268,nan,-98.41022853515692,-98.41022853515686
748059.5,-99.25277835984258,5.413611732019953,0.0,10,0.0,5.413611732019953,2408000,0.0,10,0.0,91,-107.2285830718849,-91.33931541875398,-37.586624,-99.25277835984261,-91.33931541875398,8633.288,91,37414.492,-107.2285830718849,nan,-99.25277835984261,-99.25277835984258
636157.1,-94.94979560960172,5.492768827007532,0.0,10,0.0,5.492768827007532,2432000,0.0,10,0.0,92,-105.03729246362518,-87.6631011125621,-37.586567,-94.94979560960164,-87.6631011125621,7908.4536,92,16137.692,-105.03729246362518,nan,-94.94979560960164,-94.94979560960172
