MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/Average/StdReturn,MetaTest/window-open-v1/NumEpisodes,TotalEnvSteps,MetaTest/window-open-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/window-open-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/MaxReturn,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/AverageReturn
0.0,10,-77.68629127842223,0.0,0.0,8.447078,7.039716935945114,10,608000,92,-86.41115040501968,11490988.0,0.0,92,3.2440536,-103.31843021195259,13208.694,-26113.32,7.039716935945114,-86.41115040501965,-86.41115040501968,-77.68629127842223,-103.31843021195259,-86.41115040501965
0.0,10,-20.840890324695746,0.0,0.0,8.232417,17.003366260252985,10,614000,93,-67.45678189589452,14514129.0,0.0,93,0.62432504,-83.94205929680277,7034.758,-32278.814,17.003366260252985,-67.45678189589452,-67.45678189589452,-20.840890324695746,-83.94205929680277,-67.45678189589452
0.0,10,-60.95424465617633,0.0,0.0,8.200827,10.279206558893817,10,620000,94,-76.49231837121553,13344139.0,0.0,94,2.2347353,-93.46918362008523,5479.738,-31295.883,10.279206558893817,-76.49231837121557,-76.49231837121553,-60.95424465617633,-93.46918362008523,-76.49231837121557
0.0,10,-56.958522281528275,0.0,0.0,7.930594,10.733698527176745,10,626000,95,-71.77454305131336,6283916.5,0.0,95,-0.9603911,-94.20829860618977,8267.588,-22327.549,10.733698527176745,-71.77454305131336,-71.77454305131336,-56.958522281528275,-94.20829860618977,-71.77454305131336
0.0,10,-53.53017420820039,0.0,0.0,8.146951,7.010391072737832,10,632000,96,-61.68427198602565,10724841.0,0.0,96,-3.6856005,-75.49504309109376,5232.961,-27634.074,7.010391072737832,-61.68427198602566,-61.68427198602565,-53.53017420820039,-75.49504309109376,-61.68427198602566
0.0,10,1033.6925976889595,0.0,0.0,8.377354,396.8429451782639,10,638000,97,125.2341571459713,11409009.0,0.0,97,-0.7843309,-81.6122896207998,33129.324,-26267.96,396.8429451782639,125.23415714597122,125.2341571459713,1033.6925976889595,-81.6122896207998,125.23415714597122
0.0,10,-21.620731207168312,0.0,0.0,8.616356,13.778719750479208,10,644000,98,-46.57750955868924,15433137.0,0.0,98,-6.8125587,-69.00238579020922,26551.66,-33096.08,13.778719750479208,-46.57750955868924,-46.57750955868924,-21.620731207168312,-69.00238579020922,-46.57750955868924
0.0,10,45887.65723377301,0.1,0.0,9.668981,13789.34205330382,10,650000,99,4519.657372362724,14819305.0,0.1,99,-23.880669,-101.3733752036898,60422.4,-50708.793,13789.34205330382,4519.657372362725,4519.657372362724,45887.65723377301,-101.3733752036898,4519.657372362725
0.0,10,941.2522480279523,0.0,0.0,11.460373,301.6366591810786,10,656000,100,38.28638864239123,19073326.0,0.0,100,-44.84296,-89.5903744505801,25897.65,-85188.54,301.6366591810786,38.28638864239124,38.28638864239123,941.2522480279523,-89.5903744505801,38.28638864239124
0.0,10,443.1543582306046,0.0,0.0,13.605257,156.53684594020086,10,662000,101,-24.57462400976496,21512026.0,0.0,101,-52.50957,-97.00246742303815,6264.0903,-105358.53,156.53684594020086,-24.574624009765028,-24.57462400976496,443.1543582306046,-97.00246742303815,-24.574624009765028
0.0,10,163615.63097405678,0.2,0.0,15.393807,49807.69359768019,10,668000,102,21437.073878008414,21308270.0,0.2,102,-32.25673,-84.3346867331027,45104.35,-92186.95,49807.69359768019,21437.073878008407,21437.073878008414,163615.63097405678,-84.3346867331027,21437.073878008407
0.0,10,2499.5843951973275,0.0,0.0,17.736574,770.5594173382437,10,674000,103,188.674631715227,21794500.0,0.0,103,-51.391796,-94.35546505790478,6220.341,-127631.766,770.5594173382437,188.674631715227,188.674631715227,2499.5843951973275,-94.35546505790478,188.674631715227
0.0,10,-42.14914521722099,0.0,0.0,18.929628,18.859240781549815,10,680000,104,-65.15987531536392,20534996.0,0.0,104,-10.80801,-102.1606398603987,13550.806,-94417.92,18.859240781549815,-65.1598753153639,-65.15987531536392,-42.14914521722099,-102.1606398603987,-65.1598753153639
0.0,10,84829.1631792121,0.1,0.0,21.077942,25397.525146959502,10,686000,105,8661.963923039822,25402504.0,0.1,105,-48.704773,-67.95817000246271,6053.32,-133421.56,25397.525146959502,8661.963923039824,8661.963923039822,84829.1631792121,-67.95817000246271,8661.963923039824
0.0,10,-47.04290121248284,0.0,0.0,22.615286,6.511958968610794,10,692000,106,-56.43513119905475,20328882.0,0.0,106,-5.9239564,-66.2037700680086,66709.984,-100249.96,6.511958968610794,-56.43513119905474,-56.43513119905475,-47.04290121248284,-66.2037700680086,-56.43513119905474
0.0,10,-37.83731972655945,0.0,0.0,24.148457,11.438084734700578,10,698000,107,-51.43209362087433,25875910.0,0.0,107,-28.268991,-73.81504542912458,72011.484,-113790.42,11.438084734700578,-51.43209362087433,-51.43209362087433,-37.83731972655945,-73.81504542912458,-51.43209362087433
0.0,10,13773.534916580493,0.0,0.0,27.178312,4151.709326466589,10,704000,108,1708.1782302266827,23693776.0,0.0,108,-58.068726,-111.14614869978703,194512.97,-157975.33,4151.709326466589,1708.178230226682,1708.1782302266827,13773.534916580493,-111.14614869978703,1708.178230226682
0.0,10,88039.17132440375,0.3,0.0,32.803455,31674.725082560853,10,710000,109,15633.633708409849,28598336.0,0.3,109,-91.36018,-107.13999483475223,27106.51,-213526.53,31674.725082560853,15633.633708409838,15633.633708409849,88039.17132440375,-107.13999483475223,15633.633708409838
0.0,10,112974.19820070293,0.2,0.0,38.001774,41157.25353717203,10,716000,110,20510.10604335799,27778748.0,0.2,110,-67.96975,-104.3697287159609,3784.638,-214444.14,41157.25353717203,20510.10604335799,20510.10604335799,112974.19820070293,-104.3697287159609,20510.10604335799
0.0,10,103959.31902480552,0.1,0.0,42.13148,30920.30470238384,10,722000,111,11267.326690244698,33102454.0,0.1,111,-33.328476,-88.74951958274418,3086.4263,-210817.28,30920.30470238384,11267.326690244705,11267.326690244698,103959.31902480552,-88.74951958274418,11267.326690244705
0.0,10,39792.652215378635,0.0,0.0,43.404163,13977.003119732559,10,728000,112,6808.793476767853,32619066.0,0.0,112,-10.440323,-95.73009372939947,7176.3335,-192668.89,13977.003119732559,6808.793476767853,6808.793476767853,39792.652215378635,-95.73009372939947,6808.793476767853
0.0,10,156906.5631815703,0.3,0.0,44.824265,51856.46152843025,10,734000,113,38313.009889811554,32834452.0,0.3,113,-12.051631,-122.59859409261716,35393.06,-179649.98,51856.46152843025,38313.009889811554,38313.009889811554,156906.5631815703,-122.59859409261716,38313.009889811554
0.0,10,107670.72840317151,0.3,0.0,47.640694,32710.864084095472,10,740000,114,14045.842532054328,26845394.0,0.3,114,-32.383026,-71.41519750087039,3491.797,-193448.39,32710.864084095472,14045.842532054317,14045.842532054328,107670.72840317151,-71.41519750087039,14045.842532054317
0.0,10,1059.1705657016835,0.1,0.0,50.659527,334.5369855126407,10,746000,115,57.531013217554005,26415828.0,0.1,115,-4.551245,-92.19698513119552,3016.1375,-204296.9,334.5369855126407,57.531013217553834,57.531013217554005,1059.1705657016835,-92.19698513119552,57.531013217553834
0.0,10,140367.3171805403,0.2,0.0,50.592896,41528.2323559769,10,752000,116,17761.57864513621,26878980.0,0.2,116,4.5207896,-102.5716856500711,3797.7896,-209395.81,41528.2323559769,17761.578645136215,17761.57864513621,140367.3171805403,-102.5716856500711,17761.578645136215
0.0,10,77957.59529936727,0.1,0.0,48.111206,25597.793885255025,10,758000,117,12178.3247621031,23089770.0,0.1,117,18.036179,-99.95834480311655,3253.5754,-173699.42,25597.793885255025,12178.324762103099,12178.3247621031,77957.59529936727,-99.95834480311655,12178.324762103099
0.0,10,88990.64599400431,0.2,0.0,47.06229,26670.85103101908,10,764000,118,8988.346929006477,32712904.0,0.2,118,7.6776357,-102.875523464418,3250.163,-180728.31,26670.85103101908,8988.346929006477,8988.346929006477,88990.64599400431,-102.875523464418,8988.346929006477
0.0,10,129936.269366005,0.1,0.0,44.48756,38572.55592312157,10,770000,119,16825.75114770073,30531350.0,0.1,119,22.476198,-83.28816068769275,7006.511,-172725.47,38572.55592312157,16825.751147700714,16825.75114770073,129936.269366005,-83.28816068769275,16825.751147700714
0.0,10,82859.2863163385,0.2,0.0,43.167187,24969.537354728986,10,776000,120,10400.820805790278,38342316.0,0.2,120,8.167259,-100.391952481041,123308.3,-189937.94,24969.537354728986,10400.820805790281,10400.820805790278,82859.2863163385,-100.391952481041,10400.820805790281
0.0,10,40542.206695820576,0.0,0.0,43.530663,12175.325580878944,10,782000,121,4017.190701165361,39464836.0,0.0,121,-20.921719,-93.54444110644582,72944.305,-217310.98,12175.325580878944,4017.19070116536,4017.190701165361,40542.206695820576,-93.54444110644582,4017.19070116536
0.0,10,34996.382620239536,0.1,0.0,45.45723,10525.418897625774,10,788000,122,3420.234012469444,29139970.0,0.1,122,-3.9520605,-130.05234066514473,27423.602,-197326.75,10525.418897625774,3420.234012469452,3420.234012469444,34996.382620239536,-130.05234066514473,3420.234012469452
0.0,10,-56.79440383704336,0.0,0.0,41.47646,12.052647924031179,10,794000,123,-77.5906961343221,27443400.0,0.0,123,132.93704,-98.76759212182803,89450.305,-110205.47,12.052647924031179,-77.59069613432212,-77.5906961343221,-56.79440383704336,-98.76759212182803,-77.59069613432212
0.0,10,274.491754490829,0.0,0.0,34.71989,99.68284645691217,10,800000,124,-21.979421404719268,21785764.0,0.0,124,122.07174,-70.49643554961742,53211.77,-84641.4,99.68284645691217,-21.979421404719243,-21.979421404719268,274.491754490829,-70.49643554961742,-21.979421404719243
0.0,10,-14.279674903265512,0.0,0.0,30.708809,24.181016280308416,10,806000,125,-63.856168002048754,35055330.0,0.0,125,84.245125,-88.33616134371762,96889.13,-96049.73,24.181016280308416,-63.85616800204873,-63.856168002048754,-14.279674903265512,-88.33616134371762,-63.85616800204873
0.0,10,-51.16838489730136,0.0,0.0,30.169004,17.019196209581317,10,812000,126,-86.23976955728293,4452676600.0,0.0,126,-18.316216,-109.05845937791122,239141.33,-91153.7,17.019196209581317,-86.23976955728293,-86.23976955728293,-51.16838489730136,-109.05845937791122,-86.23976955728293
0.0,10,-44.45154118851963,0.0,0.0,28.477304,18.793881534307072,10,818000,127,-92.99649542968966,16400293.0,0.0,127,79.312454,-108.87963312655309,56598.637,-37421.027,18.793881534307072,-92.99649542968965,-92.99649542968966,-44.45154118851963,-108.87963312655309,-92.99649542968965
0.0,10,164258.5107949912,0.2,0.0,27.152,53798.82419207735,10,824000,128,25754.11070000768,32178228.0,0.2,128,0.940458,-88.05896815655609,27992.152,-89006.93,53798.82419207735,25754.110700007688,25754.11070000768,164258.5107949912,-88.05896815655609,25754.110700007688
0.0,10,66633.21384111431,0.2,0.0,28.367579,21108.42885864313,10,830000,129,9936.629766076685,36554796.0,0.2,129,-26.755587,-90.59169967473301,18079.324,-147322.02,21108.42885864313,9936.629766076676,9936.629766076685,66633.21384111431,-90.59169967473301,9936.629766076676
0.0,10,4628.521928874154,0.1,0.0,30.339386,1458.0954527474996,10,836000,130,624.0497522223388,38697600.0,0.1,130,-42.243298,-88.58261251935414,17768.508,-173278.47,1458.0954527474996,624.049752222339,624.0497522223388,4628.521928874154,-88.58261251935414,624.049752222339
0.0,10,58549.48451070558,0.1,0.0,32.89047,22150.025634079768,10,842000,131,11704.89365722849,28663482.0,0.1,131,-13.101573,-97.4286985079791,77777.805,-136313.19,22150.025634079768,11704.893657228495,11704.89365722849,58549.48451070558,-97.4286985079791,11704.893657228495
0.0,10,152079.80246597945,0.3,0.0,33.1749,44467.18938668384,10,848000,132,29240.2884340722,26899638.0,0.3,132,11.027748,-97.1993424242349,19371.232,-130882.055,44467.18938668384,29240.288434072183,29240.2884340722,152079.80246597945,-97.1993424242349,29240.288434072183
0.0,10,96878.99707484283,0.1,0.0,31.603601,30993.26886038507,10,854000,133,15372.65244121914,26146348.0,0.1,133,5.7064643,-84.15538454426705,18609.424,-119584.76,30993.26886038507,15372.652441219141,15372.65244121914,96878.99707484283,-84.15538454426705,15372.652441219141
0.0,10,3105.5845871900583,0.0,0.0,31.058628,960.4097372451646,10,860000,134,369.9347865156682,27086180.0,0.0,134,8.804514,-73.58956699788172,17081.488,-120478.11,960.4097372451646,369.9347865156683,369.9347865156682,3105.5845871900583,-73.58956699788172,369.9347865156683
0.0,10,13150.395733603085,0.0,0.0,31.243313,3930.7535243893512,10,866000,135,1557.1945916274694,31698060.0,0.0,135,-10.356228,-49.443722198119914,10263.415,-144172.0,3930.7535243893512,1557.1945916274688,1557.1945916274694,13150.395733603085,-49.443722198119914,1557.1945916274688
0.0,10,137243.5300413066,0.3,0.0,31.791391,46034.06040147368,10,872000,136,25782.12985468593,38295812.0,0.3,136,-1.012078,-93.81155408887768,11147.392,-143230.53,46034.06040147368,25782.12985468591,25782.12985468593,137243.5300413066,-93.81155408887768,25782.12985468591
0.0,10,113814.77734343975,0.2,0.0,32.685295,34221.7582100563,10,878000,137,16337.761240248536,39793076.0,0.2,137,-6.584757,-82.96075657454732,8633.195,-141599.55,34221.7582100563,16337.761240248525,16337.761240248536,113814.77734343975,-82.96075657454732,16337.761240248525
0.0,10,120253.90499422725,0.1,0.0,32.707603,35795.50739254464,10,884000,138,16426.12901219303,35939796.0,0.1,138,5.812372,-108.61826645303671,4253.289,-126768.05,35795.50739254464,16426.129012193036,16426.12901219303,120253.90499422725,-108.61826645303671,16426.129012193036
0.0,10,78987.8533288724,0.2,0.0,31.83312,30438.74978518352,10,890000,139,15616.851154720931,39589988.0,0.2,139,-6.576361,-75.87107103258974,3344.77,-146156.53,30438.74978518352,15616.851154720935,15616.851154720931,78987.8533288724,-75.87107103258974,15616.851154720935
0.0,10,87771.21934484712,0.1,0.0,31.333494,26576.777057884665,10,896000,140,11423.08730523559,41459836.0,0.1,140,29.386543,-93.94603094323865,18292.336,-104938.4,26576.777057884665,11423.087305235586,11423.08730523559,87771.21934484712,-93.94603094323865,11423.087305235586
0.0,10,68779.21889341148,0.1,0.0,30.279856,20515.655345710908,10,902000,141,7654.64737395337,41497436.0,0.1,141,-13.717462,-89.87147625236776,5435.464,-135222.52,20515.655345710908,7654.6473739533685,7654.64737395337,68779.21889341148,-89.87147625236776,7654.6473739533685
0.0,10,34125.94160032417,0.1,0.0,32.962917,11562.632642113858,10,908000,142,5566.4309746155795,55247308.0,0.1,142,-12.0819435,-113.51607225675349,10953.112,-144389.89,11562.632642113858,5566.430974615582,5566.4309746155795,34125.94160032417,-113.51607225675349,5566.430974615582
0.0,10,8444.063510774347,0.1,0.0,33.763924,2545.0339597532065,10,914000,143,1215.2671231464162,47387484.0,0.1,143,-16.148127,-70.18610233646149,2444.8694,-177346.53,2545.0339597532065,1215.2671231464158,1215.2671231464162,8444.063510774347,-70.18610233646149,1215.2671231464158
0.0,10,54770.860421147554,0.2,0.0,35.77968,22724.489748447133,10,920000,144,14695.077901270244,49823468.0,0.2,144,-21.573664,-77.67616193506639,1649.5205,-180619.52,22724.489748447133,14695.077901270251,14695.077901270244,54770.860421147554,-77.67616193506639,14695.077901270251
0.0,10,247.60446072108363,0.0,0.0,37.83548,85.45238927280977,10,926000,145,-6.296888991607447,53200804.0,0.0,145,8.833168,-58.89019195990576,58211.617,-162029.33,85.45238927280977,-6.296888991607458,-6.296888991607447,247.60446072108363,-58.89019195990576,-6.296888991607458
0.0,10,116258.02399563593,0.3,0.0,36.56007,34873.38999872583,10,932000,146,11639.516864834035,44726956.0,0.3,146,-4.162656,-96.50615040249615,37941.24,-145697.81,34873.38999872583,11639.516864834035,11639.516864834035,116258.02399563593,-96.50615040249615,11639.516864834035
0.0,10,56838.84768989982,0.3,0.0,37.067837,18301.399405047276,10,938000,147,9218.219508742612,72062910.0,0.3,147,32.98857,-108.04261660049288,54946.457,-142728.47,18301.399405047276,9218.219508742612,9218.219508742612,56838.84768989982,-108.04261660049288,9218.219508742612
0.0,10,11590.924812415196,0.0,0.0,31.966444,3536.591500910991,10,944000,148,1523.5872973638575,32690684.0,0.0,148,44.787212,-107.1257295666472,55453.754,-112986.15,3536.591500910991,1523.5872973638575,1523.5872973638575,11590.924812415196,-107.1257295666472,1523.5872973638575
0.0,10,94237.4611175558,0.2,0.0,29.840591,31750.24900160805,10,950000,149,15348.688915998206,35580536.0,0.2,149,27.985628,-79.6865926500831,46066.277,-106445.34,31750.24900160805,15348.688915998204,15348.688915998206,94237.4611175558,-79.6865926500831,15348.688915998204
0.0,10,185831.04153821582,0.2,0.0,27.720087,65015.11254352668,10,956000,150,35942.43692703898,32025086.0,0.2,150,15.6095495,-98.97370094139117,16567.795,-108888.05,65015.11254352668,35942.436927038965,35942.43692703898,185831.04153821582,-98.97370094139117,35942.436927038965
0.0,10,33057.73465013671,0.0,0.0,26.764402,10547.761361196895,10,962000,151,4884.359795754586,39503910.0,0.0,151,4.8312097,-93.72185911358301,16593.035,-123435.586,10547.761361196895,4884.359795754584,4884.359795754586,33057.73465013671,-93.72185911358301,4884.359795754584
0.0,10,108337.86081799635,0.3,0.0,28.360687,41064.8321877072,10,968000,152,30462.778934656304,52711092.0,0.3,152,-32.251423,-38.1846808384647,5807.1387,-165953.06,41064.8321877072,30462.778934656304,30462.778934656304,108337.86081799635,-38.1846808384647,30462.778934656304
0.0,10,127564.6853877582,0.1,0.0,32.65873,38140.17011747097,10,974000,153,23245.353445245615,50963060.0,0.1,153,-37.824272,-50.2135232177098,6692.4297,-178150.88,38140.17011747097,23245.353445245615,23245.353445245615,127564.6853877582,-50.2135232177098,23245.353445245615
0.0,10,14112.746127759143,0.0,0.0,35.103832,4247.131273463506,10,980000,154,1371.764152267851,46997412.0,0.0,154,-4.8102775,-120.05103797355089,223264.78,-149345.72,4247.131273463506,1371.7641522678516,1371.764152267851,14112.746127759143,-120.05103797355089,1371.7641522678516
0.0,10,100909.45936961385,0.4,0.0,36.87826,30719.579806329493,10,986000,155,17624.5112844812,51235280.0,0.4,155,-18.698105,-75.9024207789404,53288.273,-172401.89,30719.579806329493,17624.5112844812,17624.5112844812,100909.45936961385,-75.9024207789404,17624.5112844812
0.0,10,112627.45192780333,0.3,0.0,36.779392,39845.681195111014,10,992000,156,19951.45716338252,63304536.0,0.3,156,23.94255,-43.46810059815177,85408.39,-143717.03,39845.681195111014,19951.457163382518,19951.45716338252,112627.45192780333,-43.46810059815177,19951.457163382518
0.0,10,95283.67223351594,0.1,0.0,35.313778,29677.937624722963,10,998000,157,17143.30398779827,42128636.0,0.1,157,0.34379885,-49.81168823517361,27701.229,-134362.4,29677.937624722963,17143.30398779827,17143.30398779827,95283.67223351594,-49.81168823517361,17143.30398779827
0.0,10,51226.43743048355,0.0,0.0,35.142868,15279.35803107673,10,1004000,158,7357.877060172417,46803696.0,0.0,158,3.6867993,-42.111368486820425,5159.2363,-139612.95,15279.35803107673,7357.877060172417,7357.877060172417,51226.43743048355,-42.111368486820425,7357.877060172417
0.0,10,-16.24076530723744,0.1,0.0,35.149406,22.214766799363808,10,1010000,159,-38.90047415082121,47645320.0,0.1,159,0.55223,-79.04176977130732,3975.977,-135634.02,22.214766799363808,-38.90047415082121,-38.90047415082121,-16.24076530723744,-79.04176977130732,-38.90047415082121
0.0,10,110673.45602157731,0.4,0.0,37.136177,45729.33276685925,10,1016000,160,36411.098705837954,54557450.0,0.4,160,-20.530077,-48.1676509363696,3908.858,-160188.39,45729.33276685925,36411.098705837954,36411.098705837954,110673.45602157731,-48.1676509363696,36411.098705837954
0.0,10,103262.22878234471,0.4,0.0,40.509186,42550.31977867786,10,1022000,161,31420.983611034775,54145320.0,0.4,161,-19.253954,-39.80012543879651,2982.7915,-158594.02,42550.31977867786,31420.983611034775,31420.983611034775,103262.22878234471,-39.80012543879651,31420.983611034775
0.0,10,101176.60615502944,0.2,0.0,43.756363,40193.11508108154,10,1028000,162,20180.71303060326,56537470.0,0.2,162,-15.205572,-38.62600639960204,3080.1023,-167427.84,40193.11508108154,20180.713030603256,20180.71303060326,101176.60615502944,-38.62600639960204,20180.713030603256
0.0,10,118999.22486620744,0.3,0.0,46.31819,38831.00588935225,10,1034000,163,18447.920194277696,52142970.0,0.3,163,-8.564021,-43.85108479577009,3032.414,-161527.78,38831.00588935225,18447.920194277704,18447.920194277696,118999.22486620744,-43.85108479577009,18447.920194277704
0.0,10,162935.50371706765,0.6,0.0,49.360554,57397.109109178484,10,1040000,164,50937.28160568911,67725256.0,0.6,164,-22.392736,-32.44868475538902,18125.18,-191200.84,57397.109109178484,50937.28160568911,50937.28160568911,162935.50371706765,-32.44868475538902,50937.28160568911
0.0,10,131499.5154919669,0.6,0.0,53.268837,54302.37368219877,10,1046000,165,48435.339242066584,59354290.0,0.6,165,-10.687395,-34.59568619020665,3542.533,-183644.11,54302.37368219877,48435.33924206657,48435.339242066584,131499.5154919669,-34.59568619020665,48435.33924206657
0.0,10,119852.04418482076,0.3,0.0,55.833412,51444.35776880974,10,1052000,166,33527.55085974047,60345908.0,0.3,166,-16.761478,-32.97960043629742,3508.546,-179456.95,51444.35776880974,33527.55085974046,33527.55085974047,119852.04418482076,-32.97960043629742,33527.55085974046
0.0,10,139839.4829924247,0.3,0.0,56.418392,51144.1638596865,10,1058000,167,32183.893186120287,87116104.0,0.3,167,21.225437,-58.12335201311809,66690.414,-186190.98,51144.1638596865,32183.893186120295,32183.893186120287,139839.4829924247,-58.12335201311809,32183.893186120295
0.0,10,10724.9122994708,0.2,0.0,55.896744,3751.296515151489,10,1064000,168,2532.5866717273216,76358010.0,0.2,168,-9.187536,-50.49397411271512,7465.518,-206547.61,3751.296515151489,2532.5866717273225,2532.5866717273216,10724.9122994708,-50.49397411271512,2532.5866717273225
0.0,10,137409.58621951475,0.4,0.0,57.703094,40770.83149010251,10,1070000,169,15622.56911869984,66300970.0,0.4,169,-18.581364,-37.94636015824577,5399.644,-201362.72,40770.83149010251,15622.569118699827,15622.56911869984,137409.58621951475,-37.94636015824577,15622.569118699827
0.0,10,113244.91517597299,0.3,0.0,61.18472,44062.95475531424,10,1076000,170,35748.50642434686,63803430.0,0.3,170,-13.075085,-39.51587738037396,5731.4443,-203825.48,44062.95475531424,35748.50642434686,35748.50642434686,113244.91517597299,-39.51587738037396,35748.50642434686
0.0,10,146105.51742758637,0.4,0.0,62.850105,47316.61105689944,10,1082000,171,22360.941032165945,61428270.0,0.4,171,2.3802536,-34.77421750584398,4593.638,-204789.94,47316.61105689944,22360.94103216593,22360.941032165945,146105.51742758637,-34.77421750584398,22360.94103216593
0.0,10,87003.99690309647,0.5,0.0,57.678516,38362.70405286979,10,1088000,172,25553.668054133403,136539840.0,0.5,172,43.53802,-70.68207300822586,310268.47,-188561.95,38362.70405286979,25553.668054133428,25553.668054133403,87003.99690309647,-70.68207300822586,25553.668054133428
0.0,10,133079.46612487454,0.4,0.0,51.158375,45898.5438470503,10,1094000,173,29053.45648159068,59408750.0,0.4,173,49.987648,-46.92557428356391,15952.182,-164373.47,45898.5438470503,29053.45648159067,29053.45648159068,133079.46612487454,-46.92557428356391,29053.45648159067
0.0,10,75460.62443423166,0.3,0.0,48.631336,27795.762720276238,10,1100000,174,13793.233881544442,50784004.0,0.3,174,13.059843,-65.58190911528156,16611.486,-163762.61,27795.762720276238,13793.233881544447,13793.233881544442,75460.62443423166,-65.58190911528156,13793.233881544447
0.0,10,124781.89311126481,0.4,0.0,49.289436,45168.2971541953,10,1106000,175,29154.009808186034,53357516.0,0.4,175,-20.288567,-48.28165358318031,13486.193,-182948.39,45168.2971541953,29154.009808186034,29154.009808186034,124781.89311126481,-48.28165358318031,29154.009808186034
0.0,10,59301.62549069791,0.3,0.0,51.288258,21743.36791968721,10,1112000,176,12180.44862039382,53647612.0,0.3,176,-10.099895,-39.35826530324319,11563.042,-179713.45,21743.36791968721,12180.448620393818,12180.44862039382,59301.62549069791,-39.35826530324319,12180.448620393818
0.0,10,152411.5934345723,0.3,0.0,51.302494,55860.095606727926,10,1118000,177,28548.764921259466,61817576.0,0.3,177,41.021797,-60.65878132864198,10886.734,-152887.58,55860.095606727926,28548.764921259466,28548.764921259466,152411.5934345723,-60.65878132864198,28548.764921259466
0.0,10,101618.65893057018,0.3,0.0,46.741383,38548.61348722054,10,1124000,178,24900.556552244678,50702856.0,0.3,178,13.346302,-48.747411387386826,8793.644,-144540.06,38548.61348722054,24900.55655224468,24900.556552244678,101618.65893057018,-48.747411387386826,24900.55655224468
0.0,10,158766.65167416222,0.4,0.0,46.370712,58457.85838769266,10,1130000,179,42679.8425039433,52874980.0,0.4,179,5.852642,-43.75073695794248,9126.406,-150851.78,58457.85838769266,42679.84250394331,42679.8425039433,158766.65167416222,-43.75073695794248,42679.84250394331
0.0,10,140661.9990396189,0.2,0.0,42.224953,42185.98599788137,10,1136000,180,14105.567564668421,80859920.0,0.2,180,81.35091,-65.92887861552451,111003.14,-117016.45,42185.98599788137,14105.56756466842,14105.567564668421,140661.9990396189,-65.92887861552451,14105.56756466842
0.0,10,92147.27934120555,0.3,0.0,37.876995,36867.96996085358,10,1142000,181,23787.492764581602,45776320.0,0.3,181,14.015868,-37.69488952664317,36858.93,-127033.97,36867.96996085358,23787.49276458161,23787.492764581602,92147.27934120555,-37.69488952664317,23787.49276458161
0.0,10,123803.7952250111,0.3,0.0,38.274483,49955.446912548905,10,1148000,182,32496.931035755762,53844320.0,0.3,182,-25.239855,-35.204987016876956,7676.4966,-149438.77,49955.446912548905,32496.931035755762,32496.931035755762,123803.7952250111,-35.204987016876956,32496.931035755762
0.0,10,157209.6791111476,0.8,0.0,43.47282,52405.70302070884,10,1154000,183,81373.5718905966,60669296.0,0.8,183,-34.85997,-39.40656471516217,9353.774,-168587.89,52405.70302070884,81373.57189059658,81373.5718905966,157209.6791111476,-39.40656471516217,81373.57189059658
0.0,10,132689.05890397105,0.5,0.0,48.46617,52560.14702757263,10,1160000,184,41500.7262133723,67398130.0,0.5,184,-40.992416,-44.425670180079486,8323.09,-187980.3,52560.14702757263,41500.726213372305,41500.7262133723,132689.05890397105,-44.425670180079486,41500.726213372305
0.0,10,141152.15501691148,0.6,0.0,51.599052,52612.122464065535,10,1166000,185,60653.95079045871,71359430.0,0.6,185,24.60398,-39.33124423757963,6781.9355,-163546.56,52612.122464065535,60653.95079045873,60653.95079045871,141152.15501691148,-39.33124423757963,60653.95079045873
0.0,10,50615.07991940117,0.0,0.0,50.38627,15201.81457658395,10,1172000,186,5009.683644010767,99306930.0,0.0,186,-6.7716475,-96.35573608071365,16550.602,-172166.22,15201.81457658395,5009.683644010771,5009.683644010767,50615.07991940117,-96.35573608071365,5009.683644010771
0.0,10,133049.2397274791,0.2,0.0,50.147713,50037.28589059507,10,1178000,187,30424.806010431348,77328420.0,0.2,187,16.02066,-81.99092636284612,22038.44,-174434.8,50037.28589059507,30424.806010431348,30424.806010431348,133049.2397274791,-81.99092636284612,30424.806010431348
0.0,10,152974.70420057815,0.3,0.0,49.363728,47565.18123858506,10,1184000,188,28361.4249572128,63487070.0,0.3,188,-12.707902,-54.502323307599696,10353.922,-177034.58,47565.18123858506,28361.42495721279,28361.4249572128,152974.70420057815,-54.502323307599696,28361.42495721279
0.0,10,139182.9018862623,0.3,0.0,52.146763,41115.55851121336,10,1190000,189,16735.722534361274,70692810.0,0.3,189,-15.573943,-74.73241515219166,9651.04,-193016.36,41115.55851121336,16735.722534361274,16735.722534361274,139182.9018862623,-74.73241515219166,16735.722534361274
