MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/Average/StdReturn,MetaTest/window-open-v1/NumEpisodes,TotalEnvSteps,MetaTest/window-open-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/window-open-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/MaxReturn,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/AverageReturn
0.0,10,24.021848446638103,0.0,0.0,3.12681,28.706623206108294,10,290000,39,-42.226781569418364,684711.75,0.0,39,-10.697523,-78.85116301767603,9834.998,-10678.17,28.706623206108294,-42.22678156941837,-42.226781569418364,24.021848446638103,-78.85116301767603,-42.22678156941837
0.0,10,-11.817517206744231,0.0,0.0,3.3460088,23.898114201689992,10,296000,40,-78.7358191462789,928004.94,0.0,40,-4.1035075,-99.82951289989268,10646.169,-11934.484,23.898114201689992,-78.73581914627889,-78.7358191462789,-11.817517206744231,-99.82951289989268,-78.73581914627889
0.0,10,-79.81470400654112,0.0,0.0,3.4418752,8.086775918380445,10,302000,41,-91.1795482788505,1738425.5,0.0,41,-1.9373136,-104.53795466579797,8683.068,-10291.744,8.086775918380445,-91.17954827885049,-91.1795482788505,-79.81470400654112,-104.53795466579797,-91.17954827885049
0.0,10,3286.29850314101,0.0,0.0,3.3517342,1183.7659280113419,10,308000,42,874.725346923321,1144007.1,0.0,42,7.391566,-37.35961076750478,8812.25,-9097.454,1183.7659280113419,874.7253469233212,874.725346923321,3286.29850314101,-37.35961076750478,874.7253469233212
0.0,10,-12.653920437900693,0.0,0.0,2.8908582,12.42753341482799,10,314000,43,-32.49966151124487,1692102.2,0.0,43,14.2758,-49.99757757916341,9241.033,-4101.9233,12.42753341482799,-32.49966151124486,-32.49966151124487,-12.653920437900693,-49.99757757916341,-32.49966151124486
0.0,10,-12.8227924618663,0.0,0.0,2.4593291,15.495168787010908,10,320000,44,-49.33589372616084,1328342.8,0.0,44,12.473039,-72.67655739847491,12361.242,-1552.28,15.495168787010908,-49.33589372616085,-49.33589372616084,-12.8227924618663,-72.67655739847491,-49.33589372616085
0.0,10,1925.9237574828303,0.0,0.0,2.1410766,584.0086580158486,10,326000,45,217.39632029518413,695047.75,0.0,45,11.417865,-26.812362248281342,11846.637,-202.34953,584.0086580158486,217.39632029518413,217.39632029518413,1925.9237574828303,-26.812362248281342,217.39632029518413
0.0,10,5176.799171201432,0.0,0.0,1.9155407,1571.3047914203491,10,332000,46,463.07664127746756,1976990.2,0.0,46,5.5684037,-82.05581983557244,7561.6797,-3981.8528,1571.3047914203491,463.0766412774677,463.07664127746756,5176.799171201432,-82.05581983557244,463.0766412774677
0.0,10,2230.7470241712012,0.0,0.0,1.756086,690.4136481836681,10,338000,47,159.78575816976954,1671108.1,0.0,47,5.8839493,-86.66237603067813,5470.032,-4160.3223,690.4136481836681,159.78575816976954,159.78575816976954,2230.7470241712012,-86.66237603067813,159.78575816976954
0.0,10,-41.16785231663754,0.0,0.0,1.6474488,27.139076788540233,10,344000,48,-98.44255559621647,1666560.0,0.0,48,-0.6277756,-128.37136099629387,5436.9585,-10583.848,27.139076788540233,-98.44255559621651,-98.44255559621647,-41.16785231663754,-128.37136099629387,-98.44255559621651
0.0,10,-23.482512921195784,0.0,0.0,1.8277078,32.03291808843797,10,350000,49,-82.37743427568246,1453148.4,0.0,49,-9.054156,-117.80832754977283,6282.821,-17732.754,32.03291808843797,-82.37743427568248,-82.37743427568246,-23.482512921195784,-117.80832754977283,-82.37743427568248
0.0,10,-57.113311116646535,0.0,0.0,2.1666305,8.619672367239067,10,356000,50,-65.56419922775243,1398398.6,0.0,50,-13.354824,-82.83955941076209,2334.8877,-24643.78,8.619672367239067,-65.56419922775245,-65.56419922775243,-57.113311116646535,-82.83955941076209,-65.56419922775245
0.0,10,2590.3080387331233,0.0,0.0,2.5695505,1039.4343331885566,10,362000,51,493.082734681975,34800470.0,0.0,51,-17.198378,-39.38953631170817,38817.43,-50519.438,1039.4343331885566,493.08273468197484,493.082734681975,2590.3080387331233,-39.38953631170817,493.08273468197484
0.0,10,1109.1654010267737,0.0,0.0,2.6829169,339.678366228859,10,368000,52,90.37622580782362,2492660.2,0.0,52,0.98338586,-34.83554312773025,40478.113,-34882.246,339.678366228859,90.37622580782354,90.37622580782362,1109.1654010267737,-34.83554312773025,90.37622580782354
0.0,10,2195.727944302517,0.0,0.0,2.5946422,783.802119904048,10,374000,53,525.5462947660027,2264389.0,0.0,53,4.3726053,-52.29250981070876,38842.492,-34340.12,783.802119904048,525.5462947660028,525.5462947660027,2195.727944302517,-52.29250981070876,525.5462947660028
0.0,10,2832.3899230220054,0.0,0.0,2.433086,1093.1103745132534,10,380000,54,794.7980149054374,2771932.5,0.0,54,4.875131,-32.906295735701796,28930.848,-30635.418,1093.1103745132534,794.7980149054371,794.7980149054374,2832.3899230220054,-32.906295735701796,794.7980149054371
0.0,10,1008.2293787935093,0.0,0.0,2.2678442,311.38888478209935,10,386000,55,74.4948397074975,3322789.0,0.0,55,4.1815886,-45.630374609429175,26902.195,-22228.201,311.38888478209935,74.4948397074975,74.4948397074975,1008.2293787935093,-45.630374609429175,74.4948397074975
0.0,10,2548.1494092878265,0.0,0.0,1.994528,1030.9932369722608,10,392000,56,485.5386878355456,1448718.1,0.0,56,10.561311,-45.848391700023406,104841.875,-3330.6606,1030.9932369722608,485.5386878355456,485.5386878355456,2548.1494092878265,-45.848391700023406,485.5386878355456
0.0,10,17.905696551004127,0.0,0.0,1.7087442,21.725172329671167,10,398000,57,-45.60032236527072,6730943.0,0.0,57,8.953832,-62.83862060816058,410955.2,-7349.1006,21.725172329671167,-45.60032236527072,-45.60032236527072,17.905696551004127,-62.83862060816058,-45.60032236527072
0.0,10,-53.35744898941543,0.0,0.0,1.4905927,13.580247893264444,10,404000,58,-77.08249050346566,1193459.2,0.0,58,7.521457,-96.1544477785713,728755.06,-6042.5503,13.580247893264444,-77.08249050346566,-77.08249050346566,-53.35744898941543,-96.1544477785713,-77.08249050346566
0.0,10,-78.55079545219404,0.0,0.0,1.3586531,16.2827592037807,10,410000,59,-105.59723846531122,1095377.1,0.0,59,4.374374,-133.86881460381545,266616.0,-376.5691,16.2827592037807,-105.59723846531116,-105.59723846531122,-78.55079545219404,-133.86881460381545,-105.59723846531116
0.0,10,-111.01983869974505,0.0,0.0,1.2455385,8.437491890686449,10,416000,60,-127.0165260771907,974156.94,0.0,60,2.5481164,-137.16246805884467,79180.33,-465.43463,8.437491890686449,-127.01652607719075,-127.0165260771907,-111.01983869974505,-137.16246805884467,-127.01652607719075
0.0,10,-102.36565690588468,0.0,0.0,1.2336084,9.072003292490741,10,422000,61,-122.92266423216718,1935416.1,0.0,61,-1.471166,-132.00126102225983,510214.66,605.3744,9.072003292490741,-122.92266423216718,-122.92266423216718,-102.36565690588468,-132.00126102225983,-122.92266423216718
0.0,10,-87.50854672605396,0.0,0.0,1.3664432,10.106058302808034,10,428000,62,-103.10346122483664,1319665.1,0.0,62,-3.5559442,-118.69780410912678,172452.31,476.83932,10.106058302808034,-103.10346122483664,-103.10346122483664,-87.50854672605396,-118.69780410912678,-103.10346122483664
0.0,10,-103.28742585618846,0.0,0.0,1.5581745,9.875990511816363,10,434000,63,-114.721772529442,1421519.5,0.0,63,-3.6464615,-137.8884319128711,274794.1,-2227.9624,9.875990511816363,-114.72177252944198,-114.721772529442,-103.28742585618846,-137.8884319128711,-114.72177252944198
0.0,10,-100.77245564300881,0.0,0.0,1.77524,12.600897248356457,10,440000,64,-116.30283545452019,2344649.2,0.0,64,-3.3522055,-146.28687583311728,516156.44,-3278.4294,12.600897248356457,-116.3028354545202,-116.30283545452019,-100.77245564300881,-146.28687583311728,-116.3028354545202
0.0,10,-100.964963501526,0.0,0.0,2.0905302,10.715700901242302,10,446000,65,-120.99015667207786,2234631.5,0.0,65,-8.480664,-132.05988088766108,196453.8,-7756.759,10.715700901242302,-120.99015667207789,-120.99015667207786,-100.964963501526,-132.05988088766108,-120.99015667207789
0.0,10,-79.2468154627787,0.0,0.0,2.333764,18.75610960898518,10,452000,66,-118.11168142653109,1670678.0,0.0,66,-5.16422,-138.21385849962243,182050.62,-7043.533,18.75610960898518,-118.11168142653109,-118.11168142653109,-79.2468154627787,-138.21385849962243,-118.11168142653109
0.0,10,-100.17157268844352,0.0,0.0,2.6245704,16.025530145063897,10,458000,67,-120.43517038686358,1606348.2,0.0,67,-6.4602766,-147.54497674452884,156565.62,-7866.423,16.025530145063897,-120.43517038686358,-120.43517038686358,-100.17157268844352,-147.54497674452884,-120.43517038686358
0.0,10,-92.80066675582391,0.0,0.0,3.0505936,14.10059076846709,10,464000,68,-122.38925872496127,4060412.0,0.0,68,-13.594182,-143.69630937746206,124076.8,-19796.816,14.10059076846709,-122.3892587249613,-122.38925872496127,-92.80066675582391,-143.69630937746206,-122.3892587249613
0.0,10,-85.07595679152656,0.0,0.0,3.5292695,10.803449691275494,10,470000,69,-97.93903282635416,2833332.0,0.0,69,-7.661457,-116.08085971383761,154142.62,-18560.027,10.803449691275494,-97.93903282635416,-97.93903282635416,-85.07595679152656,-116.08085971383761,-97.93903282635416
0.0,10,-86.47117283568961,0.0,0.0,3.841015,6.916356026585214,10,476000,70,-98.01018795960915,2876691.5,0.0,70,-7.8393545,-109.79085029511849,206109.62,-21724.143,6.916356026585214,-98.01018795960917,-98.01018795960915,-86.47117283568961,-109.79085029511849,-98.01018795960917
0.0,10,-85.48328433189148,0.0,0.0,4.3398876,9.69906620903986,10,482000,71,-101.3608372958285,2933971.0,0.0,71,-12.60602,-114.82137653561735,61772.555,-22862.102,9.69906620903986,-101.36083729582847,-101.3608372958285,-85.48328433189148,-114.82137653561735,-101.36083729582847
0.0,10,-21.16403794951354,0.0,0.0,5.203786,22.880837730389175,10,488000,72,-51.35065012421031,64111480.0,0.0,72,-40.003212,-103.99200298564728,545530.8,-38338.383,22.880837730389175,-51.350650124210304,-51.35065012421031,-21.16403794951354,-103.99200298564728,-51.350650124210304
0.0,10,-105.2801945355674,0.0,0.0,6.7090235,13.071552931706282,10,494000,73,-119.66050198671323,6479723.5,0.0,73,-93.29638,-143.4905639751734,50699.617,-74937.336,13.071552931706282,-119.66050198671321,-119.66050198671323,-105.2801945355674,-143.4905639751734,-119.66050198671321
0.0,10,-88.0537386192798,0.0,0.0,7.2438016,7.576585619115065,10,500000,74,-98.18327599671423,2963716.8,0.0,74,5.33192,-112.47960287567263,20636.623,-12907.984,7.576585619115065,-98.18327599671423,-98.18327599671423,-88.0537386192798,-112.47960287567263,-98.18327599671423
0.0,10,-79.08720190814176,0.0,0.0,6.9282055,10.65791552875857,10,506000,75,-96.15203212090447,1657908.8,0.0,75,16.078176,-108.25461845242543,23277.068,-2646.3518,10.65791552875857,-96.15203212090447,-96.15203212090447,-79.08720190814176,-108.25461845242543,-96.15203212090447
0.0,10,53836.713311279746,0.1,0.0,6.5012617,16180.972256842217,10,512000,76,5293.820673888045,2580325.8,0.1,76,10.879545,-114.46187416630653,62761.1,-4281.12,16180.972256842217,5293.820673888049,5293.820673888045,53836.713311279746,-114.46187416630653,5293.820673888049
0.0,10,-59.124937727585845,0.0,0.0,6.3886476,15.26154526248072,10,518000,77,-91.50204551640851,3002404.2,0.0,77,-8.223366,-112.8477750778162,90341.63,-9036.602,15.26154526248072,-91.50204551640847,-91.50204551640851,-59.124937727585845,-112.8477750778162,-91.50204551640847
0.0,10,3811.5685331924424,0.0,0.0,7.049203,1170.6573960721473,10,524000,78,299.981690787586,4092284.5,0.0,78,-11.525735,-110.94268627245636,105485.336,-17704.816,1170.6573960721473,299.98169078758576,299.981690787586,3811.5685331924424,-110.94268627245636,299.98169078758576
0.0,10,-11.231451347320366,0.1,0.0,8.09177,28.677794902539496,10,530000,79,-55.49245359121791,3842393.8,0.1,79,-33.85518,-94.13461798978221,49240.508,-25169.867,28.677794902539496,-55.49245359121791,-55.49245359121791,-11.231451347320366,-94.13461798978221,-55.49245359121791
0.0,10,-78.99606254484469,0.0,0.0,9.224688,10.377226846080065,10,536000,80,-98.04275078043892,3433378.2,0.0,80,-21.287066,-112.73822230414942,18192.47,-23979.7,10.377226846080065,-98.04275078043892,-98.04275078043892,-78.99606254484469,-112.73822230414942,-98.04275078043892
0.0,10,1271.8220734481104,0.0,0.0,10.0246,408.00249546804343,10,542000,81,49.804344093043035,5904708.5,0.0,81,-12.830131,-109.75835342617293,1532.5272,-22009.4,408.00249546804343,49.80434409304296,49.804344093043035,1271.8220734481104,-109.75835342617293,49.80434409304296
0.0,10,421.0473479062568,0.0,0.0,10.549167,154.14053447146935,10,548000,82,-40.89445252608823,7359294.5,0.0,82,-1.0343763,-109.17063876988429,1672.0159,-22354.977,154.14053447146935,-40.89445252608823,-40.89445252608823,421.0473479062568,-109.17063876988429,-40.89445252608823
0.0,10,-82.57678209909872,0.0,0.0,10.308961,6.545275495034432,10,554000,83,-94.70159436619683,2906179.0,0.0,83,2.8613825,-106.65580871624933,80847.17,-18326.857,6.545275495034432,-94.70159436619684,-94.70159436619683,-82.57678209909872,-106.65580871624933,-94.70159436619684
0.0,10,-82.67186738177011,0.0,0.0,9.854417,9.982119252736766,10,560000,84,-97.40406052533748,18005800.0,0.0,84,7.6663237,-110.37832146699475,69546.83,-21271.473,9.982119252736766,-97.40406052533751,-97.40406052533748,-82.67186738177011,-110.37832146699475,-97.40406052533751
0.0,10,-82.05082456734216,0.0,0.0,8.949834,8.270788655913274,10,566000,85,-89.85287812716093,7090737.5,0.0,85,7.2400646,-106.93986042983573,49167.938,-16390.867,8.270788655913274,-89.85287812716095,-89.85287812716093,-82.05082456734216,-106.93986042983573,-89.85287812716095
0.0,10,-77.34318525132467,0.0,0.0,8.43485,12.080665116149225,10,572000,86,-94.64684340021101,7924567.0,0.0,86,1.1223766,-110.99790677357154,32457.408,-22346.217,12.080665116149225,-94.646843400211,-94.64684340021101,-77.34318525132467,-110.99790677357154,-94.646843400211
0.0,10,-81.51701963723889,0.0,0.0,8.613175,8.834585724716824,10,578000,87,-93.38186408578137,10789351.0,0.0,87,-0.7682287,-108.41265465539088,12326.78,-28936.12,8.834585724716824,-93.38186408578139,-93.38186408578137,-81.51701963723889,-108.41265465539088,-93.38186408578139
0.0,10,-84.80150254390787,0.0,0.0,9.086532,6.351511346555878,10,584000,88,-96.05597212329783,10968786.0,0.0,88,-10.062595,-106.26251591760301,71939.74,-38712.895,6.351511346555878,-96.05597212329783,-96.05597212329783,-84.80150254390787,-106.26251591760301,-96.05597212329783
0.0,10,-81.90262554843555,0.0,0.0,9.351664,8.943034982211687,10,590000,89,-94.48767571148795,10958648.0,0.0,89,2.9714751,-106.42352381065994,27695.432,-27147.855,8.943034982211687,-94.48767571148794,-94.48767571148795,-81.90262554843555,-106.42352381065994,-94.48767571148794
0.0,10,-82.3396615467219,0.0,0.0,9.033609,5.7557146764366856,10,596000,90,-88.99368920963244,9498186.0,0.0,90,3.891296,-97.35576669570905,32893.758,-26058.229,5.7557146764366856,-88.99368920963241,-88.99368920963244,-82.3396615467219,-97.35576669570905,-88.99368920963241
0.0,10,-78.62252136214282,0.0,0.0,8.64725,6.196547122271211,10,602000,91,-86.46137840927517,11083337.0,0.0,91,2.794152,-96.77990764123743,18900.072,-26766.885,6.196547122271211,-86.4613784092752,-86.46137840927517,-78.62252136214282,-96.77990764123743,-86.4613784092752
