TotalEnvSteps,Average/TerminationRate,MetaTest/push-v1/SuccessRate,Average/MinReturn,MetaTest/Average/MaxReturn,GaussianMLPPolicy/Entropy,push-v1/NumEpisodes,Average/AverageDiscountedReturn,push-v1/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/NumEpisodes,Average/NumEpisodes,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/Iteration,MetaTest/push-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,push-v1/AverageDiscountedReturn,push-v1/MinReturn,Average/MaxReturn,Average/StdReturn,push-v1/TerminationRate,push-v1/StdReturn,push-v1/SuccessRate,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/AverageReturn,Iteration,GaussianMLPPolicy/dLoss,MetaTest/push-v1/MaxReturn,push-v1/AverageReturn,Average/AverageReturn,push-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/MinReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/LossBefore,Average/SuccessRate
5200000,0.0,,-25.263586463408203,,5.537415027618408,200,3340.775209576046,64,-9.565136679157149e-06,,,200,5.7809527788776904e-05,,,,,3340.775209576046,-25.263586463408203,117278.92899076208,20144.880901440207,0.0,20144.880901440207,0.095,64,,,,,0.0,,64,8.199458534363657e-08,,11371.380449329568,11371.380449329568,117278.92899076208,,,,,-9.483142093813512e-06,0.095
5280000,0.0,,-22.22831076001987,,5.541280269622803,200,4486.89377162689,65,3.447067456363584e-06,,,200,2.1427789761219174e-05,,,,,4486.89377162689,-22.22831076001987,92195.27310764632,20552.15457284281,0.0,20552.15457284281,0.15,65,,,,,0.0,,65,3.033824214071501e-08,,14461.703049658188,14461.703049658188,92195.27310764632,,,,,3.477405698504299e-06,0.15
5360000,0.0,,-38.65974677727066,,5.538318157196045,200,4531.228304076151,66,-2.9193074624345172e-06,,,200,1.7114103684434667e-05,,,,,4531.228304076151,-38.65974677727066,158173.75438108988,24976.489282188973,0.0,24976.489282188973,0.14,66,,,,,0.0,,66,2.4210976334870793e-08,,15331.190924856743,15331.190924856743,158173.75438108988,,,,,-2.8950964860996464e-06,0.14
5440000,0.0,,-19.581228154822046,,5.538205623626709,200,3694.1114631553046,67,-4.843547003474669e-07,,,200,8.130265996442176e-06,,,,,3694.1114631553046,-19.581228154822046,107909.57229776557,21212.366338332748,0.0,21212.366338332748,0.12,67,,,,,0.0,,67,1.1496410934341839e-08,,12794.457752874676,12794.457752874676,107909.57229776557,,,,,-4.72858289413125e-07,0.12
5520000,0.0,,-24.567806328245887,,5.5383710861206055,200,3188.8050231691695,68,7.249716418300522e-07,,,200,9.346883416583296e-06,,,,,3188.8050231691695,-24.567806328245887,117311.25977583014,18472.943919129433,0.0,18472.943919129433,0.085,68,,,,,0.0,,68,1.321438958257204e-08,,10855.230677033102,10855.230677033102,117311.25977583014,,,,,7.381860314126243e-07,0.085
5600000,0.0,,-22.250602005446517,,5.5380682945251465,200,3983.4440935680113,69,-1.296121354243951e-06,,,200,9.699439033283852e-06,,,,,3983.4440935680113,-22.250602005446517,107172.99819102696,19583.48393408209,0.0,19583.48393408209,0.12,69,,,,,0.0,,69,1.3718022273678798e-08,,12583.943248443607,12583.943248443607,107172.99819102696,,,,,-1.2824033319702721e-06,0.12
5680000,0.0,0.06,-19.894802765485004,65768.35623097314,5.537918567657471,200,5440.88033843953,70,-4.979386858394719e-07,0.0,50,200,1.1326906133035664e-05,7,12629.128153355554,0.0,12629.128153355554,5440.88033843953,-19.894802765485004,190239.6041889077,27637.455350933713,0.0,27637.455350933713,0.15,70,7792.912308805694,7,-17.75488988367251,7792.912308805696,0.0,7792.912308805696,70,1.6000626601453405e-08,65768.35623097314,17795.381978028498,17795.381978028498,190239.6041889077,0.06,7792.912308805694,-17.75488988367251,50,-4.819380592380185e-07,0.15
5760000,0.0,,-35.91542717446526,,5.534325122833252,200,4143.411402659482,71,-2.9512934816011693e-06,,,200,3.847013431368396e-05,,,,,4143.411402659482,-35.91542717446526,129005.18991275287,22836.13725291502,0.0,22836.13725291502,0.105,71,,,,,0.0,,71,5.4488737077917904e-08,,13702.836732608399,13702.836732608399,129005.18991275287,,,,,-2.8968047445232514e-06,0.105
5840000,0.0,,-24.126161593072183,,5.5336689949035645,200,3815.22266285997,72,-1.5633613656973466e-06,,,200,8.454725502815563e-06,,,,,3815.22266285997,-24.126161593072183,134123.4251614799,21350.932116591935,0.0,21350.932116591935,0.09,72,,,,,0.0,,72,1.1949282452405896e-08,,12615.93012162909,12615.93012162909,134123.4251614799,,,,,-1.5514120832449407e-06,0.09
5920000,0.0,,-28.122476910213148,,5.533755302429199,200,4404.507138005362,73,2.465346256030898e-07,,,200,6.938671958778286e-06,,,,,4404.507138005362,-28.122476910213148,149738.12433152573,24350.269271549183,0.0,24350.269271549183,0.145,73,,,,,0.0,,73,9.789999921849812e-09,,14576.392937782173,14576.392937782173,149738.12433152573,,,,,2.563246255249396e-07,0.145
6000000,0.0,,-27.830314425041333,,5.525418758392334,200,3808.1298609146706,74,-6.661590305157006e-06,,,200,4.565279959933832e-05,,,,,3808.1298609146706,-27.830314425041333,107838.48759973951,20092.044342310444,0.0,20092.044342310444,0.12,74,,,,,0.0,,74,6.464551915996708e-08,,12446.314384329837,12446.314384329837,107838.48759973951,,,,,-6.596944785997039e-06,0.12
6080000,0.0,,-21.038206598174103,,5.525477409362793,200,3941.6360210009734,75,1.6319253859364835e-07,,,200,7.021858436928596e-06,,,,,3941.6360210009734,-21.038206598174103,119792.48578704706,24501.562344340473,0.0,24501.562344340473,0.1,75,,,,,0.0,,75,9.916817589328275e-09,,13641.568512335984,13641.568512335984,119792.48578704706,,,,,1.7310935618297663e-07,0.1
6160000,0.0,,-29.969022098186798,,5.524141311645508,200,3805.6636609216816,76,-1.1489179314594367e-06,,,200,2.0586045138770714e-05,,,,,3805.6636609216816,-29.969022098186798,109770.26032564287,19933.217007916195,0.0,19933.217007916195,0.085,76,,,,,0.0,,76,2.911053798015928e-08,,12481.200465540294,12481.200465540294,109770.26032564287,,,,,-1.1198073934792774e-06,0.085
6240000,0.0,,-28.066156017790934,,5.529559135437012,200,4443.029243173904,77,3.574271204342949e-06,,,200,3.504160122247413e-05,,,,,4443.029243173904,-28.066156017790934,133327.96653389398,24162.314437981593,0.0,24162.314437981593,0.115,77,,,,,0.0,,77,4.9821892389445566e-08,,14530.587283143284,14530.587283143284,133327.96653389398,,,,,3.6240930967323948e-06,0.115
6320000,0.0,,-20.41069584438721,,5.522927284240723,200,3810.1400452362104,78,-5.043597411713563e-06,,,200,3.2910909794736654e-05,,,,,3810.1400452362104,-20.41069584438721,126278.38592289918,20144.67853817459,0.0,20144.67853817459,0.095,78,,,,,0.0,,78,4.660705599235371e-08,,12484.065203284654,12484.065203284654,126278.38592289918,,,,,-4.996990355721209e-06,0.095
6400000,0.0,,-22.403330120003723,,5.522490978240967,200,4211.912048757315,79,-1.7346632148473873e-06,,,200,4.346213700046064e-06,,,,,4211.912048757315,-22.403330120003723,111479.87176061537,23635.039551609894,0.0,23635.039551609894,0.17,79,,,,,0.0,,79,6.157279131002724e-09,,14574.555074687638,14574.555074687638,111479.87176061537,,,,,-1.7285059357163846e-06,0.17
6480000,0.0,0.06,-31.438875077952307,46122.649096248955,5.522178649902344,200,4955.4062669599425,80,-1.3126184512657346e-06,0.0,50,200,1.3444262549455743e-05,8,10636.067555372638,0.0,10636.067555372638,4955.4062669599425,-31.438875077952307,211752.90377869812,30017.824466444206,0.0,30017.824466444206,0.145,80,7372.256143336801,8,-23.491294325860036,7372.256143336801,0.0,7372.256143336801,80,1.900912138808053e-08,46122.649096248955,16861.211300542756,16861.211300542756,211752.90377869812,0.06,7372.256143336801,-23.491294325860036,50,-1.293609329877654e-06,0.145
6560000,0.0,,-19.05703119365523,,5.5220184326171875,200,4486.776590974678,81,-3.72540625903639e-07,,,200,0.0001533111062599346,,,,,4486.776590974678,-19.05703119365523,177095.3312189811,25847.277539678213,0.0,25847.277539678213,0.12,81,,,,,0.0,,81,2.185789185205067e-07,,14655.826876459549,14655.826876459549,177095.3312189811,,,,,-1.539617073831323e-07,0.12
6640000,0.0,,-26.84407866215493,,5.522324562072754,200,4352.611057156657,82,1.2604199355337187e-06,,,200,8.652632459416054e-06,,,,,4352.611057156657,-26.84407866215493,145362.58886610056,25268.272601878612,0.0,25268.272601878612,0.13,82,,,,,0.0,,82,1.2236682778166141e-08,,15073.482119406692,15073.482119406692,145362.58886610056,,,,,1.2726566183118848e-06,0.13
6720000,0.0,,-21.33732687630111,,5.522224426269531,200,4664.622609490269,83,-4.548158472061914e-07,,,200,1.403147052769782e-05,,,,,4664.622609490269,-21.33732687630111,195754.61306344732,25375.480622889434,0.0,25375.480622889434,0.155,83,,,,,0.0,,83,1.9823318098133313e-08,,15832.599142184497,15832.599142184497,195754.61306344732,,,,,-4.349925291080581e-07,0.155
6800000,0.0,,-20.231128706324142,,5.524294376373291,200,4849.479987557887,84,2.1907778773311293e-06,,,200,0.00011175899999216199,,,,,4849.479987557887,-20.231128706324142,124252.21452186882,25163.20119157808,0.0,25163.20119157808,0.14,84,,,,,0.0,,84,1.590888132341206e-07,,15699.51402386106,15699.51402386106,124252.21452186882,,,,,2.34986669056525e-06,0.14
6880000,0.0,,-30.92408546840753,,5.523556709289551,200,5113.695512977457,85,-1.3642048770634574e-06,,,200,2.9680827537958976e-06,,,,,5113.695512977457,-30.92408546840753,143152.24887063846,23767.19278147413,0.0,23767.19278147413,0.155,85,,,,,0.0,,85,4.196181180304848e-09,,16939.250815449046,16939.250815449046,143152.24887063846,,,,,-1.3600086958831525e-06,0.155
6960000,0.0,,-42.25163432160545,,5.525481700897217,200,3524.2600395467584,86,1.5890570921328617e-06,,,200,3.7227840948617086e-05,,,,,3524.2600395467584,-42.25163432160545,124536.57543813724,19854.972592046033,0.0,19854.972592046033,0.075,86,,,,,0.0,,86,5.271090230962727e-08,,11523.168754701339,11523.168754701339,124536.57543813724,,,,,1.641767994442489e-06,0.075
7040000,0.0,,-23.66172631385827,,5.525530815124512,200,4004.605893642743,87,2.0920933252455143e-07,,,200,6.597957508347463e-06,,,,,4004.605893642743,-23.66172631385827,157828.78782074165,23397.757045902898,0.0,23397.757045902898,0.085,87,,,,,0.0,,87,9.317233207184472e-09,,12722.832409932505,12722.832409932505,157828.78782074165,,,,,2.185265657317359e-07,0.085
7120000,0.0,,-22.693783998939992,,5.524672508239746,200,4047.979947019479,88,-2.3750035325065255e-06,,,200,5.213025815464789e-06,,,,,4047.979947019479,-22.693783998939992,107574.52787036684,21820.886537624596,0.0,21820.886537624596,0.11,88,,,,,0.0,,88,7.3509909270796925e-09,,13258.190864487058,13258.190864487058,107574.52787036684,,,,,-2.367652541579446e-06,0.11
7200000,0.0,,-19.226261862023104,,5.524319648742676,200,4677.041872699165,89,-8.251345207099803e-07,,,200,6.911753644089913e-06,,,,,4677.041872699165,-19.226261862023104,113668.68562672556,21538.70524355781,0.0,21538.70524355781,0.12,89,,,,,0.0,,89,9.756490726431366e-09,,14732.849773121075,14732.849773121075,113668.68562672556,,,,,-8.153780299835489e-07,0.12
7280000,0.0,0.04,-29.97605056176106,121659.2927531577,5.52531623840332,200,4234.481680693753,90,1.0022722563007846e-06,0.0,50,200,7.29883904568851e-05,9,20211.84120506704,0.0,20211.84120506704,4234.481680693753,-29.97605056176106,147283.15864103907,23024.68762783928,0.0,23024.68762783928,0.12,90,12694.498401470197,9,-18.03105767927451,12694.498401470199,0.0,12694.498401470199,90,1.0365897651354317e-07,121659.2927531577,14158.283311002504,14158.283311002504,147283.15864103907,0.04,12694.498401470197,-18.03105767927451,50,1.1059312328143278e-06,0.12
7360000,0.0,,-53.8786814903314,,5.525641441345215,200,4598.606047087538,91,9.270272016692616e-07,,,200,7.305308713512204e-07,,,,,4598.606047087538,-53.8786814903314,241981.50718510489,25954.42565654886,0.0,25954.42565654886,0.11,91,,,,,0.0,,91,1.0308554010407533e-09,,14996.030756578757,14996.030756578757,241981.50718510489,,,,,9.280580570703023e-07,0.11
7440000,0.0,,-19.71270321344233,,5.524962902069092,200,3841.293944493778,92,-2.325117975487956e-06,,,200,7.566241492895642e-06,,,,,3841.293944493778,-19.71270321344233,152347.9554545532,21021.883878129265,0.0,21021.883878129265,0.105,92,,,,,0.0,,92,1.0705889508244582e-08,,13053.547082308336,13053.547082308336,152347.9554545532,,,,,-2.3144120859797113e-06,0.105
7520000,0.0,,-27.64922527247879,,5.5246195793151855,200,5729.624295625103,93,-1.1584215826587752e-06,,,200,3.1698232305643614e-06,,,,,5729.624295625103,-27.64922527247879,167530.9366763111,28815.24840117505,0.0,28815.24840117505,0.2,93,,,,,0.0,,93,4.475168680073693e-09,,19603.33611436117,19603.33611436117,167530.9366763111,,,,,-1.1539464139787015e-06,0.2
7600000,0.0,,-23.199334373949103,,5.522981643676758,200,4541.75093906539,94,-4.359716058388585e-06,,,200,7.201865628303494e-06,,,,,4541.75093906539,-23.199334373949103,171452.87670022686,26689.296257989132,0.0,26689.296257989132,0.115,94,,,,,0.0,,94,1.0177245712839067e-08,,14813.93238803532,14813.93238803532,171452.87670022686,,,,,-4.349538812675746e-06,0.115
7680000,0.0,,-19.767903354662614,,5.522550106048584,200,4601.641698948357,95,-1.7165187955470174e-06,,,200,2.8799663596146274e-06,,,,,4601.641698948357,-19.767903354662614,140362.19837130362,23435.788245398635,0.0,23435.788245398635,0.135,95,,,,,0.0,,95,4.08306277677184e-09,,14577.007988217958,14577.007988217958,140362.19837130362,,,,,-1.7124357327702455e-06,0.135
7760000,0.0,,-25.65716942784748,,5.522693157196045,200,4254.69628851813,96,6.123850084804872e-07,,,200,2.3682034679950448e-06,,,,,4254.69628851813,-25.65716942784748,151928.61224997835,22824.26668889179,0.0,22824.26668889179,0.145,96,,,,,0.0,,96,3.363197720318567e-09,,14338.088592860198,14338.088592860198,151928.61224997835,,,,,6.157482062008057e-07,0.145
7840000,0.0,,-23.389081794984282,,5.521965026855469,200,4988.896826124279,97,-2.046665485977428e-06,,,200,2.822636815835722e-06,,,,,4988.896826124279,-23.389081794984282,162353.75372112592,28545.198648133035,0.0,28545.198648133035,0.135,97,,,,,0.0,,97,3.946297510992736e-09,,17063.86512511183,17063.86512511183,162353.75372112592,,,,,-2.0427191884664353e-06,0.135
7920000,0.0,,-27.05016788089871,,5.522646427154541,200,4338.640377924666,98,2.606625002954388e-06,,,200,1.666686512180604e-05,,,,,4338.640377924666,-27.05016788089871,199183.84251232902,29728.982734292113,0.0,29728.982734292113,0.125,98,,,,,0.0,,98,2.357751327508595e-08,,14918.345036385208,14918.345036385208,199183.84251232902,,,,,2.630202516229474e-06,0.125
8000000,0.0,,-21.372272996421323,,5.519086837768555,200,5064.70102057418,99,-3.0003568554093363e-06,,,200,4.853724931308534e-06,,,,,5064.70102057418,-21.372272996421323,153180.153224292,24389.849783188376,0.0,24389.849783188376,0.12,99,,,,,0.0,,99,6.868731361464597e-09,,15781.932825625718,15781.932825625718,153180.153224292,,,,,-2.9934881240478717e-06,0.12
8080000,0.0,0.12,-46.21705680642991,95565.89396129608,5.519486904144287,200,4473.796567008211,100,1.6179207023014897e-06,0.0,50,200,7.324527359742206e-06,10,23915.665672478248,0.0,23915.665672478248,4473.796567008211,-46.21705680642991,168445.96432852925,25016.155005265497,0.0,25016.155005265497,0.11,100,11628.409207208008,10,-16.305725429167936,11628.40920720801,0.0,11628.40920720801,100,1.0348344403610099e-08,95565.89396129608,14372.485184617084,14372.485184617084,168445.96432852925,0.12,11628.409207208008,-16.305725429167936,50,1.6282690467050998e-06,0.11
8160000,0.0,,-43.94046744281452,,5.51953649520874,200,5787.797209051073,101,1.299595595583014e-07,,,200,5.298058567859698e-06,,,,,5787.797209051073,-43.94046744281452,265598.11529236275,35124.3855643314,0.0,35124.3855643314,0.18,101,,,,,0.0,,101,7.487557240892784e-09,,19486.465171759653,19486.465171759653,265598.11529236275,,,,,1.374471167991942e-07,0.18
8240000,0.0,,-20.31452317024791,,5.5138468742370605,200,4481.389490902449,102,-4.939885911880992e-06,,,200,3.3628311939537525e-05,,,,,4481.389490902449,-20.31452317024791,208451.65051839285,30574.5049765334,0.0,30574.5049765334,0.125,102,,,,,0.0,,102,4.764751793118194e-08,,15034.772284271392,15034.772284271392,208451.65051839285,,,,,-4.89223839394981e-06,0.125
8320000,0.0,,-24.997161867533585,,5.513293266296387,200,5028.5735478413435,103,-2.1989330889482517e-06,,,200,8.755759154155385e-06,,,,,5028.5735478413435,-24.997161867533585,154924.7915660924,26573.55868434511,0.0,26573.55868434511,0.17,103,,,,,0.0,,103,1.2364807844278403e-08,,16043.03213139707,16043.03213139707,154924.7915660924,,,,,-2.1865682811039733e-06,0.17
8400000,0.0,,-20.574470069650097,,5.5150556564331055,200,3383.8761063741463,104,1.6043746882132837e-06,,,200,2.1972760805510916e-05,,,,,3383.8761063741463,-20.574470069650097,245233.09070511258,23940.40900659997,0.0,23940.40900659997,0.065,104,,,,,0.0,,104,3.1059585126058664e-08,,10585.547215042154,10585.547215042154,245233.09070511258,,,,,1.6354342733393423e-06,0.065
8480000,0.0,,-25.94676811435111,,5.515775203704834,200,5066.292635786028,105,2.3983466235222295e-06,,,200,4.534261279331986e-06,,,,,5066.292635786028,-25.94676811435111,129093.88194082957,24940.85320963837,0.0,24940.85320963837,0.115,105,,,,,0.0,,105,6.408299668692052e-09,,16646.98928453374,16646.98928453374,129093.88194082957,,,,,2.4047549231909215e-06,0.115
8560000,0.0,,-24.153898689001473,,5.522369384765625,200,4989.662399863122,106,4.970035206497414e-06,,,200,3.098337765550241e-05,,,,,4989.662399863122,-24.153898689001473,162454.48306208008,29140.857544523562,0.0,29140.857544523562,0.125,106,,,,,0.0,,106,4.3918134906562045e-08,,16645.794126853958,16645.794126853958,162454.48306208008,,,,,5.013953341403976e-06,0.125
8640000,0.0,,-25.56866157858366,,5.52202844619751,200,5389.001589482628,107,-5.509240281753591e-07,,,200,5.1177294153603725e-06,,,,,5389.001589482628,-25.56866157858366,141878.73767093554,29695.161873768062,0.0,29695.161873768062,0.185,107,,,,,0.0,,107,7.2358261604676954e-09,,18286.197948947167,18286.197948947167,141878.73767093554,,,,,-5.436882020148914e-07,0.185
8720000,0.0,,-23.224096293463543,,5.52353048324585,200,4863.86800463325,108,2.274285861858516e-06,,,200,4.6257000576588325e-06,,,,,4863.86800463325,-23.224096293463543,152541.69475758512,24718.584363266742,0.0,24718.584363266742,0.155,108,,,,,0.0,,108,6.536538421642035e-09,,16322.905783759428,16322.905783759428,152541.69475758512,,,,,2.280822400280158e-06,0.155
8800000,0.0,,-28.850557264657017,,5.521969318389893,200,4734.736463022037,109,-1.6334861356881447e-06,,,200,4.903285298496485e-05,,,,,4734.736463022037,-28.850557264657017,167204.34099136587,25544.405762045004,0.0,25544.405762045004,0.165,109,,,,,0.0,,109,6.936227237019921e-08,,16193.114921684906,16193.114921684906,167204.34099136587,,,,,-1.5641238633179455e-06,0.165
8880000,0.0,0.08,-19.784999522213866,72492.99359163779,5.521615982055664,200,4493.281026894176,110,-6.501746838694089e-07,0.0,50,200,5.407373464549892e-06,11,18119.584810703876,0.0,18119.584810703876,4493.281026894176,-19.784999522213866,182532.73551462192,23674.134151899798,0.0,23674.134151899798,0.135,110,11010.998763872625,11,-17.853592141496332,11010.998763872627,0.0,11010.998763872627,110,7.651578926015645e-09,72492.99359163779,14942.155808735844,14942.155808735844,182532.73551462192,0.08,11010.998763872625,-17.853592141496332,50,-6.425231049433933e-07,0.135
8960000,0.0,,-21.210309821149004,,5.5131754875183105,200,4869.148019870664,111,-7.641326192242559e-06,,,200,5.493541175383143e-05,,,,,4869.148019870664,-21.210309821149004,185088.12702102028,25838.88862248403,0.0,25838.88862248403,0.14,111,,,,,0.0,,111,7.790777090121992e-08,,15697.196194365522,15697.196194365522,185088.12702102028,,,,,-7.563418421341339e-06,0.14
9040000,0.0,,-20.0682695126706,,5.512540340423584,200,3981.006911577881,112,-2.6386178433313034e-06,,,200,1.4125833331490867e-05,,,,,3981.006911577881,-20.0682695126706,149744.96107568027,23667.913946448247,0.0,23667.913946448247,0.115,112,,,,,0.0,,112,1.9959998098784126e-08,,13252.07542679504,13252.07542679504,149744.96107568027,,,,,-2.6186578452325193e-06,0.115
9120000,0.0,,-25.301119289043942,,5.513969421386719,200,4545.37251733911,113,2.406970679658116e-06,,,200,6.954851414775476e-06,,,,,4545.37251733911,-25.301119289043942,185469.3099688642,24662.77076934988,0.0,24662.77076934988,0.145,113,,,,,0.0,,113,9.831410352489911e-09,,14349.03091959295,14349.03091959295,185469.3099688642,,,,,2.4168020900106058e-06,0.145
9200000,0.0,,-19.850052726047345,,5.5136847496032715,200,4304.234360772283,114,-8.79841422829486e-07,,,200,7.382955573120853e-06,,,,,4304.234360772283,-19.850052726047345,140112.90838147516,23096.38284983308,0.0,23096.38284983308,0.105,114,,,,,0.0,,114,1.0405869943497237e-08,,14515.944894542583,14515.944894542583,140112.90838147516,,,,,-8.694355528859887e-07,0.105
9280000,0.0,,-19.783628072772494,,5.5127410888671875,200,4226.8354912866835,115,-1.0736581543824286e-06,,,200,7.031565473880619e-06,,,,,4226.8354912866835,-19.783628072772494,169627.28827323933,24473.704863418137,0.0,24473.704863418137,0.11,115,,,,,0.0,,115,9.949303603207227e-09,,13519.076805404295,13519.076805404295,169627.28827323933,,,,,-1.0637088507792214e-06,0.11
9360000,0.0,,-24.057057152264107,,5.512612342834473,200,5729.674155846545,116,-2.589133600849891e-07,,,200,6.199973540788051e-06,,,,,5729.674155846545,-24.057057152264107,160956.97411365958,29638.735912485816,0.0,29638.735912485816,0.17,116,,,,,0.0,,116,8.735412393434672e-09,,19500.745906599197,19500.745906599197,160956.97411365958,,,,,-2.5017794769155444e-07,0.17
9440000,0.0,,-18.952654836347595,,5.508734703063965,200,4598.964516666997,117,-3.3300402719760314e-06,,,200,1.5675595932407305e-05,,,,,4598.964516666997,-18.952654836347595,137391.83003190858,23817.532292536413,0.0,23817.532292536413,0.11,117,,,,,0.0,,117,2.2192807591636665e-08,,14973.926801388163,14973.926801388163,137391.83003190858,,,,,-3.3078474643843947e-06,0.11
9520000,0.0,,-19.704638717649342,,5.509594440460205,200,4183.678525888202,118,3.404222979952465e-06,,,200,7.433086466335226e-06,,,,,4183.678525888202,-19.704638717649342,140393.05404052994,25698.18693665888,0.0,25698.18693665888,0.11,118,,,,,0.0,,118,1.0488747648196295e-08,,14249.173622656986,14249.173622656986,140393.05404052994,,,,,3.414711727600661e-06,0.11
9600000,0.0,,-23.49789569302458,,5.509644031524658,200,5635.045434547707,119,5.133951930247349e-08,,,200,2.681069645404932e-06,,,,,5635.045434547707,-23.49789569302458,174647.87953493133,27403.738485803628,0.0,27403.738485803628,0.155,119,,,,,0.0,,119,3.786318814036349e-09,,18469.9882525044,18469.9882525044,174647.87953493133,,,,,5.512583811650984e-08,0.155
9680000,0.0,0.1,-69.67912313330758,74577.0906227,5.508912086486816,200,4471.328953742412,120,-2.5429058041481767e-06,0.0,50,200,6.071417374187149e-06,12,17737.983767935162,0.0,17737.983767935162,4471.328953742412,-69.67912313330758,143264.56370911823,24692.361841357426,0.0,24692.361841357426,0.11,120,10232.315039611578,12,-20.037144471130546,10232.315039611578,0.0,10232.315039611578,120,8.58267412695568e-09,74577.0906227,14694.798332054004,14694.798332054004,143264.56370911823,0.1,10232.315039611578,-20.037144471130546,50,-2.534323130021221e-06,0.11
9760000,0.0,,-23.516362215388316,,5.508331775665283,200,4124.655456183877,121,-4.797769861397683e-07,,,200,6.929926166776568e-05,,,,,4124.655456183877,-23.516362215388316,184831.96387380606,24106.720461844692,0.0,24106.720461844692,0.09,121,,,,,0.0,,121,9.810861456571729e-08,,14047.675731281983,14047.675731281983,184831.96387380606,,,,,-3.81668371574051e-07,0.09
9840000,0.0,,-36.53770905938287,,5.507424354553223,200,5229.572600887726,122,-2.8407707759470213e-06,,,200,4.034325684187934e-06,,,,,5229.572600887726,-36.53770905938287,163232.3235668118,29089.145972708684,0.0,29089.145972708684,0.155,122,,,,,0.0,,122,5.69548319617752e-09,,17120.11086240193,17120.11086240193,163232.3235668118,,,,,-2.835075292750844e-06,0.155
9920000,0.0,,-22.7294313221151,,5.507437705993652,200,5097.831906763587,123,3.216056398969158e-08,,,200,3.448890083745937e-06,,,,,5097.831906763587,-22.7294313221151,145357.46591608625,25449.567091004792,0.0,25449.567091004792,0.16,123,,,,,0.0,,123,4.874436854152009e-09,,16984.95584908871,16984.95584908871,145357.46591608625,,,,,3.703500084384359e-08,0.16
10000000,0.0,,-24.739750605115184,,5.508500576019287,200,4629.769085799497,124,3.934039796149591e-06,,,200,1.15808552436647e-05,,,,,4629.769085799497,-24.739750605115184,113210.51490048194,24897.295057080082,0.0,24897.295057080082,0.155,124,,,,,0.0,,124,1.6364992916351184e-08,,16260.47955778742,16260.47955778742,113210.51490048194,,,,,3.950404789065942e-06,0.155
10080000,0.0,,-27.805532023209846,,5.50739049911499,200,5487.337038230275,125,-1.7494114672444994e-06,,,200,2.6270679882145487e-05,,,,,5487.337038230275,-27.805532023209846,213253.07054625085,28101.933124120787,0.0,28101.933124120787,0.175,125,,,,,0.0,,125,3.7153313314775005e-08,,17911.83422716732,17911.83422716732,213253.07054625085,,,,,-1.7122581539297244e-06,0.175
10160000,0.0,,-23.974760277732553,,5.510100841522217,200,4860.247003658276,126,2.5380750230397098e-06,,,200,3.0476663596346043e-05,,,,,4860.247003658276,-23.974760277732553,174711.5162536257,26903.327709804456,0.0,26903.327709804456,0.185,126,,,,,0.0,,126,4.303410605643876e-08,,16463.266087284912,16463.266087284912,174711.5162536257,,,,,2.5811091290961485e-06,0.185
10240000,0.0,,-33.75466374155495,,5.510268688201904,200,5882.279538723475,127,6.209903631315683e-07,,,200,2.39486871578265e-06,,,,,5882.279538723475,-33.75466374155495,169620.0392168658,31374.77089272801,0.0,31374.77089272801,0.15,127,,,,,0.0,,127,3.3819560485426337e-09,,19812.32277018141,19812.32277018141,169620.0392168658,,,,,6.243723191801109e-07,0.15
10320000,0.0,,-23.167037681890122,,5.509936809539795,200,4746.321866689375,128,-8.921660992200486e-07,,,200,3.2304465094057377e-06,,,,,4746.321866689375,-23.167037681890122,219262.08018185102,26861.38816538904,0.0,26861.38816538904,0.1,128,,,,,0.0,,128,4.540027020993875e-09,,15677.633095501671,15677.633095501671,219262.08018185102,,,,,-8.876260721990548e-07,0.1
10400000,0.0,,-25.255062265461195,,5.509218692779541,200,4676.515679109027,129,-8.488265166306519e-07,,,200,3.4410775697324425e-05,,,,,4676.515679109027,-25.255062265461195,128218.56165411539,25350.38842644329,0.0,25350.38842644329,0.15,129,,,,,0.0,,129,4.870793191003031e-08,,14882.731076843698,14882.731076843698,128218.56165411539,,,,,-8.001185847206216e-07,0.15
10480000,0.0,0.04,-55.59373772111709,100410.91850358198,5.50934362411499,200,4805.725076640815,130,5.03009516705788e-07,0.0,50,200,7.975582775543444e-06,13,17121.540634231078,0.0,17121.540634231078,4805.725076640815,-55.59373772111709,162580.59413603638,25309.64509843748,0.0,25309.64509843748,0.145,130,9671.206751337406,13,-18.77550322522654,9671.206751337406,0.0,9671.206751337406,130,1.1271310995653039e-08,100410.91850358198,15810.834750825952,15810.834750825952,162580.59413603638,0.04,9671.206751337406,-18.77550322522654,50,5.14280827701441e-07,0.145
