button-press-wall-v1/AverageReturn,Average/MinReturn,GaussianMLPPolicy/KLAfter,Iteration,MetaTest/button-press-wall-v1/MinReturn,button-press-wall-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/button-press-wall-v1/SuccessRate,button-press-wall-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/button-press-wall-v1/StdReturn,button-press-wall-v1/MinReturn,GaussianMLPPolicy/LossAfter,Average/StdReturn,MetaTest/button-press-wall-v1/Iteration,MetaTest/button-press-wall-v1/TerminationRate,GaussianMLPPolicy/KLBefore,button-press-wall-v1/NumEpisodes,button-press-wall-v1/AverageDiscountedReturn,MetaTest/button-press-wall-v1/MaxReturn,MetaTest/Average/AverageReturn,button-press-wall-v1/SuccessRate,MetaTest/button-press-wall-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,button-press-wall-v1/Iteration,GaussianMLPPolicy/Entropy,MetaTest/Average/SuccessRate,Average/AverageReturn,GaussianMLPPolicy/dLoss,MetaTest/button-press-wall-v1/AverageDiscountedReturn,Average/SuccessRate,TotalEnvSteps,MetaTest/Average/NumEpisodes,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,button-press-wall-v1/StdReturn,MetaTest/button-press-wall-v1/AverageReturn,MetaTest/Average/Iteration,Average/TerminationRate,MetaTest/Average/StdReturn,Average/AverageDiscountedReturn,Average/Iteration,Average/NumEpisodes
21467.746196618024,-40.31923870052325,0.00010680892592063174,10,-26.696802517474275,0.0,-26.696802517474275,0.0,227082.15546707425,-15.284284660937322,4.114254339817814,-40.31923870052325,-4.817032277060207e-06,47794.9782376368,1,0.0,0.0,200,8074.529669084298,-15.284284660937322,-22.125278447134672,0.03,10,-4.665194410335971e-06,10,5.775487422943115,0.0,21467.746196618024,1.5183786672423594e-07,-22.12527844713467,0.03,880000,10,227082.15546707425,-22.12527844713467,0.0,47794.9782376368,-22.125278447134672,1,0.0,4.114254339817814,8074.529669084298,10,200
22836.670530216143,-35.03545172954202,0.007177428342401981,11,,0.0,,,250527.0962726692,,,-35.03545172954202,-0.0008080099942162633,49179.776855969896,,,0.0,200,8968.607456958105,,,0.025,,-0.0006593068828806281,11,5.699243068695068,,22836.670530216143,0.00014870311133563519,,0.025,960000,,250527.0962726692,,,49179.776855969896,,,0.0,,8968.607456958105,11,200
27641.026910866756,-57.38677352353592,5.416086878540227e-06,12,,0.0,,,240546.08758953708,,,-57.38677352353592,-4.729963620775379e-07,57525.38604099277,,,0.0,200,9385.74809983594,,,0.04,,-4.653446126212657e-07,12,5.698708534240723,,27641.026910866756,7.651749456272228e-09,,0.04,1040000,,240546.08758953708,,,57525.38604099277,,,0.0,,9385.74809983594,12,200
19943.12406804274,-60.30725365614769,0.0066628181375563145,13,,0.0,,,242331.66928479896,,,-60.30725365614769,-6.563499482581392e-05,45875.98374408211,,,0.0,200,7349.3122806688225,,,0.01,,8.757384057389572e-05,13,5.709746837615967,,19943.12406804274,0.00015320883539970964,,0.01,1120000,,242331.66928479896,,,45875.98374408211,,,0.0,,7349.3122806688225,13,200
25062.93401317545,-59.52909289865659,0.006941619329154491,14,,0.0,,,233734.64784601252,,,-59.52909289865659,-0.0005373799940571189,55057.786495374654,,,0.0,200,9075.487865638272,,,0.03,,-0.0001914294552989304,14,5.70067834854126,,25062.93401317545,0.0003459505387581885,,0.03,1200000,,233734.64784601252,,,55057.786495374654,,,0.0,,9075.487865638272,14,200
32101.431313822475,-50.928772850203096,0.007017381489276886,15,,0.0,,,307861.6334208785,,,-50.928772850203096,-0.0002536796673666686,63570.599514839814,,,0.0,200,11836.477942042957,,,0.07,,6.387099710991606e-05,15,5.703475475311279,,32101.431313822475,0.00031755066447658464,,0.07,1280000,,307861.6334208785,,,63570.599514839814,,,0.0,,11836.477942042957,15,200
42632.361969617865,-35.064594525956416,3.409810744869901e-07,16,,0.0,,,276283.1303578223,,,-35.064594525956416,-6.906200269440887e-07,71913.96515142106,,,0.0,200,16045.310287762128,,,0.17,,-6.901565825501166e-07,16,5.7030534744262695,,42632.361969617865,4.6344439397216775e-10,,0.17,1360000,,276283.1303578223,,,71913.96515142106,,,0.0,,16045.310287762128,16,200
33347.97083727946,-32.923112911125585,5.48548541701166e-07,17,,0.0,,,294193.46243136696,,,-32.923112911125585,-4.468686398695354e-08,62388.11203380763,,,0.0,200,13062.389261350794,,,0.14,,-4.3876195121583805e-08,17,5.703041076660156,,33347.97083727946,8.106688653697347e-10,,0.14,1440000,,294193.46243136696,,,62388.11203380763,,,0.0,,13062.389261350794,17,200
32576.3177408701,-37.65196869703965,6.089151725063857e-07,18,,0.0,,,271707.9118636224,,,-37.65196869703965,-7.786105129525822e-07,62377.17928158828,,,0.0,200,13071.00152292136,,,0.145,,-7.777337600600731e-07,18,5.7027997970581055,,32576.3177408701,8.767528925091028e-10,,0.145,1520000,,271707.9118636224,,,62377.17928158828,,,0.0,,13071.00152292136,18,200
29659.10805243137,-44.471348472067774,1.667843207542319e-05,19,,0.0,,,245175.2191903226,,,-44.471348472067774,1.635057778059945e-08,56512.25370321937,,,0.0,200,11711.555360139575,,,0.1,,3.996242270432049e-08,19,5.702817916870117,,29659.10805243137,2.3611844923721037e-08,,0.1,1600000,,245175.2191903226,,,56512.25370321937,,,0.0,,11711.555360139575,19,200
40298.93190674319,-49.468257675730186,3.5171233321307227e-06,20,-40.67454532543716,0.0,-40.67454532543716,0.0,276901.05383579416,141164.86880445338,53296.422870150505,-49.468257675730186,-1.6432857137260726e-06,71039.1021067358,2,0.0,0.0,200,14710.099468787723,141164.86880445338,28375.944286675505,0.14,10,-1.6383166894229362e-06,20,5.702012062072754,0.0,40298.93190674319,4.9690243031363934e-09,28375.9442866755,0.14,1680000,10,276901.05383579416,28375.9442866755,0.0,71039.1021067358,28375.944286675505,2,0.0,53296.422870150505,14710.099468787723,20,200
36374.581844267406,-32.81186237677853,1.3581432085629785e-06,21,,0.0,,,303446.98491021234,,,-32.81186237677853,-3.6382149914970796e-07,68897.17102351248,,,0.0,200,14060.411643556108,,,0.19,,-3.6186634133628104e-07,21,5.7019147872924805,,36374.581844267406,1.955157813426922e-09,,0.19,1760000,,303446.98491021234,,,68897.17102351248,,,0.0,,14060.411643556108,21,200
40462.78901100217,-45.64999722879621,0.00014399211795534939,22,,0.0,,,276480.9426270498,,,-45.64999722879621,-5.924668471379846e-07,67125.10869109556,,,0.0,200,15214.569213050432,,,0.125,,-3.870950990858546e-07,22,5.7014970779418945,,40462.78901100217,2.0537174805213e-07,,0.125,1840000,,276480.9426270498,,,67125.10869109556,,,0.0,,15214.569213050432,22,200
39575.23446591694,-40.87812282575258,3.491675784061954e-07,23,,0.0,,,307410.95897818625,,,-40.87812282575258,6.199740028023371e-07,72653.10293181625,,,0.0,200,14491.47217089468,,,0.125,,6.204743954185687e-07,23,5.7017693519592285,,39575.23446591694,5.00392616231693e-10,,0.125,1920000,,307410.95897818625,,,72653.10293181625,,,0.0,,14491.47217089468,23,200
40558.507388129576,-37.036131624072205,3.432377866374736e-07,24,,0.0,,,293992.5466164895,,,-37.036131624072205,1.537603395718179e-07,75169.70527418375,,,0.0,200,15056.505445554858,,,0.19,,1.542231728990373e-07,24,5.701848983764648,,40558.507388129576,4.6283332721941406e-10,,0.19,2000000,,293992.5466164895,,,75169.70527418375,,,0.0,,15056.505445554858,24,200
32375.946124349703,-31.052712834268778,7.784457238813047e-07,25,,0.0,,,277857.294127935,,,-31.052712834268778,7.706281621722155e-07,60748.033723077315,,,0.0,200,12390.358955002706,,,0.155,,7.717496259829204e-07,25,5.702286720275879,,32375.946124349703,1.1214638107048813e-09,,0.155,2080000,,277857.294127935,,,60748.033723077315,,,0.0,,12390.358955002706,25,200
33800.94816081044,-34.69545079360186,1.048409444592835e-06,26,,0.0,,,265484.6618255217,,,-34.69545079360186,1.112250856749597e-06,62490.04893318277,,,0.0,200,13180.636314328303,,,0.175,,1.1137283308926271e-06,26,5.70265531539917,,33800.94816081044,1.477474143030122e-09,,0.175,2160000,,265484.6618255217,,,62490.04893318277,,,0.0,,13180.636314328303,26,200
41204.52859854551,-34.2299302610554,9.000681529869325e-06,27,,0.0,,,318722.2382024349,,,-34.2299302610554,3.3735384477040498e-06,69641.09534344827,,,0.0,200,16060.003611060707,,,0.13,,3.3862911550386343e-06,27,5.703825950622559,,41204.52859854551,1.2752707334584557e-08,,0.13,2240000,,318722.2382024349,,,69641.09534344827,,,0.0,,16060.003611060707,27,200
34331.01495854028,-46.22541863739738,7.833204290363938e-05,28,,0.0,,,288885.11957827746,,,-46.22541863739738,6.28203736141586e-07,67486.65257602374,,,0.0,200,13047.310094999983,,,0.19,,7.394984322672826e-07,28,5.704543590545654,,34331.01495854028,1.1129469612569665e-07,,0.19,2320000,,288885.11957827746,,,67486.65257602374,,,0.0,,13047.310094999983,28,200
28142.00463636104,-43.53564771854609,0.002198823494836688,29,,0.0,,,297049.7459137959,,,-43.53564771854609,3.9804431253287476e-06,58986.41584900655,,,0.0,200,11364.639054368954,,,0.16,,7.334914698731154e-06,29,5.713553428649902,,28142.00463636104,3.3544715734024066e-06,,0.16,2400000,,297049.7459137959,,,58986.41584900655,,,0.0,,11364.639054368954,29,200
31940.37118137829,-32.18351543990863,1.3790921002510004e-05,30,-25.110369397907796,0.0,-25.110369397907796,0.1,313331.76029299194,148924.34801043966,44263.090041472,-32.18351543990863,4.814793101104442e-06,68801.75189328221,3,0.0,0.0,200,11792.241726800019,148924.34801043966,38734.87686764462,0.21,10,4.834319042856805e-06,30,5.717131614685059,0.1,31940.37118137829,1.9525941752362996e-08,38734.87686764462,0.21,2480000,10,313331.76029299194,38734.87686764462,0.0,68801.75189328221,38734.87686764462,3,0.0,44263.090041472,11792.241726800019,30,200
39534.69722669853,-26.24464885392567,5.359253236747463e-07,31,,0.0,,,291846.57164267113,,,-26.24464885392567,-9.496041286638501e-08,71725.74965464974,,,0.0,200,15498.695666461615,,,0.19,,-9.41702182899462e-08,31,5.717080593109131,,39534.69722669853,7.901945764388074e-10,,0.19,2560000,,291846.57164267113,,,71725.74965464974,,,0.0,,15498.695666461615,31,200
34914.7630478282,-30.240540062320278,1.8382595499133458e-06,32,,0.0,,,300251.8880498238,,,-30.240540062320278,1.208746738257105e-07,66644.5651850899,,,0.0,200,14178.28532326094,,,0.215,,1.2348714051313436e-07,32,5.71711540222168,,34914.7630478282,2.6124666874238756e-09,,0.215,2640000,,300251.8880498238,,,66644.5651850899,,,0.0,,14178.28532326094,32,200
48006.80517980566,-36.75497424792272,7.129382311177324e-07,33,,0.0,,,320069.045375359,,,-36.75497424792272,-1.0345867167416145e-06,79403.5985698152,,,0.0,200,17742.359167984534,,,0.245,,-1.0336138984712306e-06,33,5.71660041809082,,48006.80517980566,9.728182703838684e-10,,0.245,2720000,,320069.045375359,,,79403.5985698152,,,0.0,,17742.359167984534,33,200
35925.834548120794,-37.174284882034115,8.407485438510776e-06,34,,0.0,,,320663.96359567886,,,-37.174284882034115,1.6791246082448197e-07,69206.19964874761,,,0.0,200,13606.078232281281,,,0.17,,1.798119626528205e-07,34,5.7166900634765625,,35925.834548120794,1.1899501828338543e-08,,0.17,2800000,,320663.96359567886,,,69206.19964874761,,,0.0,,13606.078232281281,34,200
36152.99548327346,-47.39342408461557,1.563234661716706e-07,35,,0.0,,,294291.9366860022,,,-47.39342408461557,4.148260757119715e-07,67690.969558958,,,0.0,200,13981.580054581074,,,0.155,,4.1504367231937067e-07,35,5.716856956481934,,36152.99548327346,2.1759660739917308e-10,,0.155,2880000,,294291.9366860022,,,67690.969558958,,,0.0,,13981.580054581074,35,200
43053.92601670363,-27.713036971147574,1.0525857305765385e-06,36,,0.0,,,287715.00433398894,,,-27.713036971147574,6.043592293281108e-07,71430.80649427464,,,0.0,200,16439.001486584177,,,0.17,,6.058725148250232e-07,36,5.7170562744140625,,43053.92601670363,1.513285496912431e-09,,0.17,2960000,,287715.00433398894,,,71430.80649427464,,,0.0,,16439.001486584177,36,200
38330.97075381376,-30.83345202390039,2.221385386746988e-07,37,,0.0,,,269920.45912833174,,,-30.83345202390039,2.9850971827727335e-07,65999.51445588027,,,0.0,200,14948.337066906024,,,0.17,,2.988331857523008e-07,37,5.71729040145874,,38330.97075381376,3.23467475027428e-10,,0.17,3040000,,269920.45912833174,,,65999.51445588027,,,0.0,,14948.337066906024,37,200
42594.10131733758,-49.61375602915714,5.99649297328142e-07,38,,0.0,,,290102.1525242673,,,-49.61375602915714,5.80868231736531e-07,73318.9103884174,,,0.0,200,16333.034159297462,,,0.18,,5.817146870867873e-07,38,5.717606067657471,,42594.10131733758,8.464553502562921e-10,,0.18,3120000,,290102.1525242673,,,73318.9103884174,,,0.0,,16333.034159297462,38,200
45443.51808901051,-41.40254188863548,1.5455719903911813e-06,39,,0.0,,,271757.9990211198,,,-41.40254188863548,-1.401580504989397e-07,74820.82303412753,,,0.0,200,16766.046856561665,,,0.145,,-1.37938172883878e-07,39,5.7175679206848145,,45443.51808901051,2.219877615061705e-09,,0.145,3200000,,271757.9990211198,,,74820.82303412753,,,0.0,,16766.046856561665,39,200
34328.65689922085,-30.145116677089288,9.422676157555543e-06,40,-25.07531811769533,0.0,-25.07531811769533,0.2,311195.3343880497,158476.1099101742,46485.80857218817,-30.145116677089288,1.0938910008917446e-06,71941.25139443528,4,0.0,0.0,200,12992.48467803773,158476.1099101742,21165.21850374124,0.155,10,1.107227376451192e-06,40,5.7183685302734375,0.2,34328.65689922085,1.3336375559447333e-08,21165.21850374122,0.155,3280000,10,311195.3343880497,21165.21850374122,0.0,71941.25139443528,21165.21850374124,4,0.0,46485.80857218817,12992.48467803773,40,200
48441.31337166643,-43.93461816536059,4.26137330578058e-06,41,,0.0,,,314858.49619502237,,,-43.93461816536059,-1.2270245406398317e-06,85209.47417167327,,,0.0,200,18344.244563139222,,,0.19,,-1.2209601436552475e-06,41,5.717994213104248,,48441.31337166643,6.064396984584164e-09,,0.19,3360000,,314858.49619502237,,,85209.47417167327,,,0.0,,18344.244563139222,41,200
36111.55205039305,-29.701736797188527,2.508619672880741e-06,42,,0.0,,,271129.83508036437,,,-29.701736797188527,-1.5631491123713204e-06,63853.975420748124,,,0.0,200,14491.404824076551,,,0.19,,-1.5596148159602308e-06,42,5.717392921447754,,36111.55205039305,3.534296411089599e-09,,0.19,3440000,,271129.83508036437,,,63853.975420748124,,,0.0,,14491.404824076551,42,200
33725.45460853733,-31.162902169596922,1.5136183719732799e-05,43,,0.0,,,312722.5030058217,,,-31.162902169596922,2.431158236504416e-06,68813.8863428917,,,0.0,200,13317.272769479287,,,0.15,,2.452588887535967e-06,43,5.718118190765381,,33725.45460853733,2.143065103155095e-08,,0.15,3520000,,312722.5030058217,,,68813.8863428917,,,0.0,,13317.272769479287,43,200
35011.9913250597,-28.090522526343097,1.4156350516714156e-05,44,,0.0,,,260891.8425422331,,,-28.090522526343097,-1.0745081908680731e-06,62172.35127366396,,,0.0,200,13865.003254367788,,,0.14,,-1.0544790711719543e-06,44,5.7176899909973145,,35011.9913250597,2.002911969611887e-08,,0.14,3600000,,260891.8425422331,,,62172.35127366396,,,0.0,,13865.003254367788,44,200
36451.72455879651,-47.552816262568584,0.009882022626698017,45,,0.0,,,322075.73644188914,,,-47.552816262568584,-0.0011557089164853096,73973.85641997309,,,0.0,200,13891.281364775012,,,0.19,,-0.0009035050170496106,45,5.6697001457214355,,36451.72455879651,0.000252203899435699,,0.19,3680000,,322075.73644188914,,,73973.85641997309,,,0.0,,13891.281364775012,45,200
29449.93613702491,-43.08697136618188,1.2452432201826014e-05,46,,0.0,,,319112.09489530226,,,-43.08697136618188,2.211129640272702e-06,58944.29748003352,,,0.0,200,11982.935449265935,,,0.23,,2.2287458705250174e-06,46,5.670875549316406,,29449.93613702491,1.761623025231529e-08,,0.23,3760000,,319112.09489530226,,,58944.29748003352,,,0.0,,11982.935449265935,46,200
37203.241272921114,-31.329738593588974,7.130006270017475e-05,47,,0.0,,,289170.3585985058,,,-31.329738593588974,1.723838749967399e-06,71917.07673789749,,,0.0,200,14082.899280207697,,,0.14,,1.8250542552777915e-06,47,5.672172546386719,,37203.241272921114,1.0121550531039247e-07,,0.14,3840000,,289170.3585985058,,,71917.07673789749,,,0.0,,14082.899280207697,47,200
39146.203494941175,-40.17560533000868,5.867241839041526e-07,48,,0.0,,,297071.80240132223,,,-40.17560533000868,-5.285169280000446e-08,74496.50740215078,,,0.0,200,14415.16059216246,,,0.19,,-5.196840291432636e-08,48,5.672159671783447,,39146.203494941175,8.832898856780957e-10,,0.19,3920000,,297071.80240132223,,,74496.50740215078,,,0.0,,14415.16059216246,48,200
40517.4879936029,-38.594033023538884,5.017790840611269e-07,49,,0.0,,,310654.46299884963,,,-38.594033023538884,4.93077664032171e-07,72875.36450943063,,,0.0,200,15128.234635831537,,,0.17,,4.937995754517033e-07,49,5.672271728515625,,40517.4879936029,7.219114195322618e-10,,0.17,4000000,,310654.46299884963,,,72875.36450943063,,,0.0,,15128.234635831537,49,200
33146.514198156394,-45.62024188597282,1.140964968726621e-06,50,-22.94162134455997,0.0,-22.94162134455997,0.2,304439.9019491617,195310.4982197853,71094.59425882755,-45.62024188597282,-9.66430548032804e-07,65428.40983119601,5,0.0,0.0,200,13209.338942902536,195310.4982197853,47614.6876985171,0.18,10,-9.648214245316922e-07,50,5.672030448913574,0.2,33146.514198156394,1.6091235011117533e-09,47614.68769851708,0.18,4080000,10,304439.9019491617,47614.68769851708,0.0,65428.40983119601,47614.6876985171,5,0.0,71094.59425882755,13209.338942902536,50,200
43765.930218784306,-30.554777398281512,2.038097591139376e-06,51,,0.0,,,296321.1772526275,,,-30.554777398281512,5.578803552452882e-07,75111.82024084039,,,0.0,200,16273.47944652565,,,0.18,,5.607681714536739e-07,51,5.6722493171691895,,43765.930218784306,2.8878162083856296e-09,,0.18,4160000,,296321.1772526275,,,75111.82024084039,,,0.0,,16273.47944652565,51,200
57374.28175189511,-37.90591244270157,1.841847705463806e-07,52,,0.0,,,294429.2450889589,,,-37.90591244270157,-3.409286408739831e-09,84356.4654796913,,,0.0,200,20552.15789292807,,,0.245,,-3.1514275633526267e-09,52,5.67224645614624,,57374.28175189511,2.578588453872044e-10,,0.245,4240000,,294429.2450889589,,,84356.4654796913,,,0.0,,20552.15789292807,52,200
40606.1377032258,-47.467184431327574,7.925926865937072e-07,53,,0.0,,,300723.559514086,,,-47.467184431327574,-5.491439765137329e-07,75611.82540863616,,,0.0,200,15194.017719799185,,,0.175,,-5.480366667143244e-07,53,5.672012805938721,,40606.1377032258,1.1073097994085401e-09,,0.175,4320000,,300723.559514086,,,75611.82540863616,,,0.0,,15194.017719799185,53,200
42498.92812989722,-27.90528210628758,5.991771558910841e-06,54,,0.0,,,280698.652446523,,,-27.90528210628758,-3.1372957209896413e-07,72656.72702898638,,,0.0,200,15594.755529861484,,,0.205,,-3.052347494758578e-07,54,5.671940803527832,,42498.92812989722,8.494822623106302e-09,,0.205,4400000,,280698.652446523,,,72656.72702898638,,,0.0,,15594.755529861484,54,200
43422.94825022658,-39.565957733558264,3.034279529856576e-07,55,,0.0,,,278998.3849275393,,,-39.565957733558264,1.9224121672323236e-07,74713.86073077132,,,0.0,200,16006.091493094475,,,0.22,,1.9267208983819728e-07,55,5.672027111053467,,43422.94825022658,4.3087311496492475e-10,,0.22,4480000,,278998.3849275393,,,74713.86073077132,,,0.0,,16006.091493094475,55,200
34167.001231031005,-41.44255122821201,9.297605174651835e-07,56,,0.0,,,289174.20455036603,,,-41.44255122821201,-6.819992677264963e-07,67123.91140980386,,,0.0,200,13109.903183133989,,,0.155,,-6.806458827668393e-07,56,5.671671390533447,,34167.001231031005,1.353384959656978e-09,,0.155,4560000,,289174.20455036603,,,67123.91140980386,,,0.0,,13109.903183133989,56,200
49460.13955929436,-39.75210641792138,1.2891652545476973e-07,57,,0.0,,,300321.65642943076,,,-39.75210641792138,-1.3146259902896418e-07,79754.8719362899,,,0.0,200,17896.5363100506,,,0.21,,-1.3126155806730821e-07,57,5.671631336212158,,49460.13955929436,2.0104096165596275e-10,,0.21,4640000,,300321.65642943076,,,79754.8719362899,,,0.0,,17896.5363100506,57,200
48045.341669743735,-34.166122787947906,1.306493004449294e-06,58,,0.0,,,303898.80296342133,,,-34.166122787947906,-2.308327538003141e-07,78922.57993336067,,,0.0,200,18101.066175851356,,,0.235,,-2.2897638984886726e-07,58,5.6715779304504395,,48045.341669743735,1.8563639514468377e-09,,0.235,4720000,,303898.80296342133,,,78922.57993336067,,,0.0,,18101.066175851356,58,200
39751.942910129175,-52.30999678203657,9.573662964612595e-07,59,,0.0,,,287842.2056127274,,,-52.30999678203657,6.324920036604453e-07,69995.29716341375,,,0.0,200,15061.072386774576,,,0.14,,6.33868808108673e-07,59,5.671838283538818,,39751.942910129175,1.376804448227631e-09,,0.14,4800000,,287842.2056127274,,,69995.29716341375,,,0.0,,15061.072386774576,59,200
30573.409752881376,-43.319822838013394,0.008652707561850548,60,-24.38643379401797,0.0,-24.38643379401797,0.0,275932.6451920159,36224.38777271798,11000.934646498243,-43.319822838013394,0.00039789703441783786,61167.13568699002,6,0.0,0.0,200,11813.157357515594,36224.38777271798,9126.654255582536,0.225,10,0.0007358353468589485,60,5.709193229675293,0.0,30573.409752881376,0.0003379383124411106,9126.654255582534,0.225,4880000,10,275932.6451920159,9126.654255582534,0.0,61167.13568699002,9126.654255582536,6,0.0,11000.934646498243,11813.157357515594,60,200
30464.186962734246,-49.323816465856616,0.009916114620864391,61,,0.0,,,300935.24813430966,,,-49.323816465856616,-0.0004780050949193537,62841.30590036175,,,0.0,200,11681.95836111846,,,0.14,,-0.00018523738253861666,61,5.691386699676514,,30464.186962734246,0.00029276771238073707,,0.14,4960000,,300935.24813430966,,,62841.30590036175,,,0.0,,11681.95836111846,61,200
31663.803700501427,-32.753569096519094,5.491240813171316e-07,62,,0.0,,,261433.67759691307,,,-32.753569096519094,-5.709441097678791e-07,61287.30310115532,,,0.0,200,12856.195962755959,,,0.22,,-5.701211875930312e-07,62,5.691230773925781,,31663.803700501427,8.229221748479176e-10,,0.22,5040000,,261433.67759691307,,,61287.30310115532,,,0.0,,12856.195962755959,62,200
