push-back-v1/MaxReturn,MetaTest/Average/AverageReturn,Average/MaxReturn,Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/Entropy,Iteration,push-back-v1/SuccessRate,MetaTest/push-back-v1/MinReturn,MetaTest/Average/TerminationRate,Average/NumEpisodes,push-back-v1/TerminationRate,Average/AverageReturn,Average/AverageDiscountedReturn,push-back-v1/AverageReturn,MetaTest/push-back-v1/AverageDiscountedReturn,Average/StdReturn,GaussianMLPPolicy/KLAfter,Average/SuccessRate,push-back-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/push-back-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/push-back-v1/Iteration,MetaTest/push-back-v1/SuccessRate,MetaTest/Average/Iteration,push-back-v1/MinReturn,MetaTest/push-back-v1/AverageReturn,push-back-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,push-back-v1/Iteration,Average/Iteration,MetaTest/Average/NumEpisodes,push-back-v1/NumEpisodes,MetaTest/push-back-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/push-back-v1/TerminationRate,Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-back-v1/StdReturn,MetaTest/Average/StdReturn
-19.788119634985843,,-19.788119634985843,-28.033294151653926,-0.004777258262038231,0.002814813517034054,5.1444783210754395,63,0.0,,,200,0.0,-23.744173604118455,-11.527604413479603,-23.744173604118455,,1.6749818268288197,0.006385792978107929,0.0,-11.527604413479603,5120000,,-0.001962444745004177,,,,-28.033294151653926,,1.6749818268288197,,,63,63,,200,,,,0.0,,0.0,,
-20.213344154984686,,-20.213344154984686,-29.699854850593912,-0.001923797419294715,0.002791717881336808,5.176399230957031,64,0.0,,,200,0.0,-23.67862869985921,-11.601275398307312,-23.67862869985921,,1.7856510312824434,0.009112818166613579,0.0,-11.601275398307312,5200000,,0.0008679204620420933,,,,-29.699854850593912,,1.7856510312824434,,,64,64,,200,,,,0.0,,0.0,,
-19.79317578651653,,-19.79317578651653,-34.39724764137188,-0.0038277923595160246,0.002032596617937088,5.159217357635498,65,0.0,,,200,0.0,-24.263091776926125,-11.684705958641427,-24.263091776926125,,2.2667531017474376,0.006482716649770737,0.0,-11.684705958641427,5280000,,-0.0017951957415789366,,,,-34.39724764137188,,2.2667531017474376,,,65,65,,200,,,,0.0,,0.0,,
-18.93154392480703,,-18.93154392480703,-33.75730560540862,-0.006653983145952225,0.004332328913733363,5.126250743865967,66,0.0,,,200,0.0,-23.60107377884793,-11.55659683658153,-23.60107377884793,,1.7018781783069428,0.009883315302431583,0.0,-11.55659683658153,5360000,,-0.0023216542322188616,,,,-33.75730560540862,,1.7018781783069428,,,66,66,,200,,,,0.0,,0.0,,
-20.207299201454752,,-20.207299201454752,-28.866651588264773,-0.006778430193662643,0.002458159811794758,5.083444595336914,67,0.0,,,200,0.0,-23.575174508842682,-11.422715673188755,-23.575174508842682,,1.528059540286232,0.006836994085460901,0.0,-11.422715673188755,5440000,,-0.004320270381867886,,,,-28.866651588264773,,1.528059540286232,,,67,67,,200,,,,0.0,,0.0,,
-19.573099759665794,,-19.573099759665794,-27.901971189442566,-0.005720778368413448,0.0022914553992450237,5.038086891174316,68,0.0,,,200,0.0,-23.22860390986234,-11.412755009345073,-23.22860390986234,,1.723911873871476,0.009915314614772797,0.0,-11.412755009345073,5520000,,-0.0034293229691684246,,,,-27.901971189442566,,1.723911873871476,,,68,68,,200,,,,0.0,,0.0,,
-19.48851430438412,,-19.48851430438412,-29.328440296741885,-0.007783432956784964,0.003115654457360506,4.98508882522583,69,0.0,,,200,0.0,-22.940480836372465,-11.158569444757727,-22.940480836372465,,1.523878224882285,0.00786943081766367,0.0,-11.158569444757727,5600000,,-0.0046677784994244576,,,,-29.328440296741885,,1.523878224882285,,,69,69,,200,,,,0.0,,0.0,,
-19.262945224997278,-23.24807126609137,-19.262945224997278,-29.26012399336163,-0.012117418460547924,0.0022509219124913216,4.8884358406066895,70,0.0,-28.442303258351995,0.0,200,0.0,-23.219621706048937,-11.280413183560297,-23.219621706048937,-23.248071266091372,1.9352049614659312,0.006862209644168615,0.0,-11.280413183560297,5680000,50,-0.009866496548056602,7,0.0,7,-29.26012399336163,-23.24807126609137,1.9352049614659312,0.0,-28.442303258351995,70,70,50,200,-19.153226250814278,-19.153226250814278,0.0,0.0,-23.248071266091372,0.0,1.916879736464501,1.916879736464501
-20.052774321028313,,-20.052774321028313,-32.388773256907655,-0.004520378541201353,0.0018133632838726044,4.866306781768799,71,0.0,,,200,0.0,-23.9079126043817,-11.594476291969858,-23.9079126043817,,2.4114979171849797,0.006880315486341715,0.0,-11.594476291969858,5760000,,-0.0027070152573287487,,,,-32.388773256907655,,2.4114979171849797,,,71,71,,200,,,,0.0,,0.0,,
-19.528537469343597,,-19.528537469343597,-29.6171180290822,-0.00335242273285985,0.002031637355685234,4.86201810836792,72,0.0,,,200,0.0,-22.854323726691074,-11.091995433657488,-22.854323726691074,,1.4824199619533158,0.009515567682683468,0.0,-11.091995433657488,5840000,,-0.0013207853771746159,,,,-29.6171180290822,,1.4824199619533158,,,72,72,,200,,,,0.0,,0.0,,
-19.748520500904394,,-19.748520500904394,-27.29723154959988,-0.004486368037760258,0.0026053847977891564,4.855881214141846,73,0.0,,,200,0.0,-23.000011263996413,-11.280991352819978,-23.000011263996413,,1.4743451507082528,0.007706712931394577,0.0,-11.280991352819978,5920000,,-0.0018809832399711013,,,,-27.29723154959988,,1.4743451507082528,,,73,73,,200,,,,0.0,,0.0,,
-19.274381000388537,,-19.274381000388537,-29.249982457094134,-0.004566667135804892,0.0019244947470724583,4.810234069824219,74,0.0,,,200,0.0,-22.708137847294747,-11.068407941931543,-22.708137847294747,,1.7161713914049521,0.006473454646766186,0.0,-11.068407941931543,6000000,,-0.0026421723887324333,,,,-29.249982457094134,,1.7161713914049521,,,74,74,,200,,,,0.0,,0.0,,
-19.483186007767326,,-19.483186007767326,-30.615251217971732,-0.005569245666265488,0.0033396114595234394,4.7631940841674805,75,0.0,,,200,0.0,-23.57815940312894,-11.470672444825569,-23.57815940312894,,2.011483333945993,0.009259888902306557,0.0,-11.470672444825569,6080000,,-0.0022296342067420483,,,,-30.615251217971732,,2.011483333945993,,,75,75,,200,,,,0.0,,0.0,,
-18.85102900998587,,-18.85102900998587,-28.207145812955666,-0.005329064093530178,0.002148330444470048,4.722687721252441,76,0.0,,,200,0.0,-23.19788618699612,-11.333676677744107,-23.19788618699612,,1.794356060786165,0.006860213819891214,0.0,-11.333676677744107,6160000,,-0.00318073364906013,,,,-28.207145812955666,,1.794356060786165,,,76,76,,200,,,,0.0,,0.0,,
-18.841980480816993,,-18.841980480816993,-30.999894142725967,-0.00551152927801013,0.003924014512449503,4.714563369750977,77,0.0,,,200,0.0,-22.778933596452102,-11.101873816977559,-22.778933596452102,,1.8687757500047764,0.009893172420561314,0.0,-11.101873816977559,6240000,,-0.001587514765560627,,,,-30.999894142725967,,1.8687757500047764,,,77,77,,200,,,,0.0,,0.0,,
-19.076443394567164,,-19.076443394567164,-27.510038472615047,-0.0060644554905593395,0.0054965532617643476,4.715031623840332,78,0.0,,,200,0.0,-22.618729903495165,-11.095547345552296,-22.618729903495165,,1.5995304131898296,0.009681269526481628,0.0,-11.095547345552296,6320000,,-0.000567902228794992,,,,-27.510038472615047,,1.5995304131898296,,,78,78,,200,,,,0.0,,0.0,,
-20.234279027002597,,-20.234279027002597,-29.86655324233228,-0.008217244409024715,0.0035454966127872467,4.64866304397583,79,0.0,,,200,0.0,-22.777848176485268,-11.18231187975384,-22.777848176485268,,1.4782040947456132,0.009765230119228363,0.0,-11.18231187975384,6400000,,-0.004671747796237469,,,,-29.86655324233228,,1.4782040947456132,,,79,79,,200,,,,0.0,,0.0,,
-19.482102469672846,-22.900116200059298,-19.482102469672846,-28.605776366845763,-0.006863046437501907,0.0022407756187021732,4.611900329589844,80,0.0,-26.76594741200749,0.0,200,0.0,-23.2084857903813,-11.422972546061352,-23.2084857903813,-22.90011620005929,1.7947460614620203,0.006721469108015299,0.0,-11.422972546061352,6480000,50,-0.004622270818799734,8,0.0,8,-28.605776366845763,-22.900116200059298,1.7947460614620203,0.0,-26.76594741200749,80,80,50,200,-20.551326974134692,-20.551326974134692,0.0,0.0,-22.90011620005929,0.0,1.5306902119981496,1.5306902119981496
-19.619913570233134,,-19.619913570233134,-27.510647631102216,-0.005281392019242048,0.00305335596203804,4.595776557922363,81,0.0,,,200,0.0,-23.00766307618606,-11.294372987774741,-23.00766307618606,,1.6698017827646219,0.006829445715993643,0.0,-11.294372987774741,6560000,,-0.002228036057204008,,,,-27.510647631102216,,1.6698017827646219,,,81,81,,200,,,,0.0,,0.0,,
-19.31205080640034,,-19.31205080640034,-27.848443670339194,-0.0025498312897980213,0.0021937940327916294,4.579704761505127,82,0.0,,,200,0.0,-22.621689060143137,-11.138938289200713,-22.621689060143137,,1.474945117168921,0.00641068909317255,0.0,-11.138938289200713,6640000,,-0.0003560372570063919,,,,-27.848443670339194,,1.474945117168921,,,82,82,,200,,,,0.0,,0.0,,
-19.76117660746334,,-19.76117660746334,-28.193515175563316,-0.002452218672260642,0.0011089267209172249,4.566101551055908,83,0.0,,,200,0.0,-22.950991169460604,-11.286876775729333,-22.950991169460604,,1.736479711677392,0.0064607770182192326,0.0,-11.286876775729333,6720000,,-0.0013432919513434172,,,,-28.193515175563316,,1.736479711677392,,,83,83,,200,,,,0.0,,0.0,,
-19.23879157056135,,-19.23879157056135,-28.3468228450599,-0.0019303122535347939,0.002084619365632534,4.579253673553467,84,0.0,,,200,0.0,-22.894511326025285,-11.118375886555212,-22.894511326025285,,1.6388546634884407,0.0065074702724814415,0.0,-11.118375886555212,6800000,,0.00015430711209774017,,,,-28.3468228450599,,1.6388546634884407,,,84,84,,200,,,,0.0,,0.0,,
-20.22736930873232,,-20.22736930873232,-26.15345019412259,-0.0002168820210499689,0.002704969883779995,4.610931873321533,85,0.0,,,200,0.0,-23.08516772657521,-11.22667117769446,-23.08516772657521,,1.2634140429745475,0.009275870397686958,0.0,-11.22667117769446,6880000,,0.0024880878627300262,,,,-26.15345019412259,,1.2634140429745475,,,85,85,,200,,,,0.0,,0.0,,
-19.161866422488732,,-19.161866422488732,-32.03832266120334,-0.004416704643517733,0.002975864103063941,4.606255531311035,86,0.0,,,200,0.0,-24.182491314989974,-11.674898937158332,-24.182491314989974,,2.726856923586028,0.0072294315323233604,0.0,-11.674898937158332,6960000,,-0.0014408405404537916,,,,-32.03832266120334,,2.726856923586028,,,86,86,,200,,,,0.0,,0.0,,
-20.773265593543666,,-20.773265593543666,-30.36460258358193,-0.006813989486545324,0.0027052261866629124,4.552018165588379,87,0.0,,,200,0.0,-24.541849939062942,-11.776807624329788,-24.541849939062942,,2.0823657144302348,0.006677891127765179,0.0,-11.776807624329788,7040000,,-0.004108763299882412,,,,-30.36460258358193,,2.0823657144302348,,,87,87,,200,,,,0.0,,0.0,,
-20.686124498892614,,-20.686124498892614,-32.97387429903355,-0.0052108922973275185,0.0028578953351825476,4.533267974853516,88,0.0,,,200,0.0,-26.43265608387373,-12.490556819361878,-26.43265608387373,,2.6220736089417103,0.006600695662200451,0.0,-12.490556819361878,7120000,,-0.002352996962144971,,,,-32.97387429903355,,2.6220736089417103,,,88,88,,200,,,,0.0,,0.0,,
-19.17745374920621,,-19.17745374920621,-33.60663389033537,-0.005956676322966814,0.004062696592882276,4.511256694793701,89,0.0,,,200,0.0,-25.253073500642166,-12.075035247743731,-25.253073500642166,,2.670191622892918,0.00929957814514637,0.0,-12.075035247743731,7200000,,-0.0018939797300845385,,,,-33.60663389033537,,2.670191622892918,,,89,89,,200,,,,0.0,,0.0,,
-19.22151571073015,-22.67116379666023,-19.22151571073015,-28.016325231447794,-0.0045317234471440315,0.0051296945894137025,4.520215034484863,90,0.0,-27.06483542769169,0.0,200,0.0,-22.985364648308977,-11.231116005614798,-22.985364648308977,-22.67116379666023,1.6788938436148764,0.009675400331616402,0.0,-11.231116005614798,7280000,50,0.000597971142269671,9,0.0,9,-28.016325231447794,-22.67116379666023,1.6788938436148764,0.0,-27.06483542769169,90,90,50,200,-19.348039005394455,-19.348039005394455,0.0,0.0,-22.67116379666023,0.0,1.648449463654332,1.648449463654332
-19.462826691236284,,-19.462826691236284,-29.75560009955917,-0.004110538400709629,0.002343294210731983,4.515289783477783,91,0.0,,,200,0.0,-22.833967055483598,-11.18386352983179,-22.833967055483598,,1.7959656423048995,0.006400112994015217,0.0,-11.18386352983179,7360000,,-0.0017672441899776459,,,,-29.75560009955917,,1.7959656423048995,,,91,91,,200,,,,0.0,,0.0,,
-19.70545003814713,,-19.70545003814713,-29.01612340215729,-0.002580317435786128,0.0028562223888002336,4.532733917236328,92,0.0,,,200,0.0,-22.699599582173345,-11.218417886514466,-22.699599582173345,,1.942477929617108,0.006650671362876892,0.0,-11.218417886514466,7440000,,0.00027590495301410556,,,,-29.01612340215729,,1.942477929617108,,,92,92,,200,,,,0.0,,0.0,,
-19.484162281784148,,-19.484162281784148,-28.12211510166996,-0.0002827041898854077,0.0021222683717496693,4.542541980743408,93,0.0,,,200,0.0,-22.907558802097956,-11.306156999899882,-22.907558802097956,,1.4375055762993763,0.007748546544462442,0.0,-11.306156999899882,7520000,,0.0018395641818642616,,,,-28.12211510166996,,1.4375055762993763,,,93,93,,200,,,,0.0,,0.0,,
-19.26199089730692,,-19.26199089730692,-28.631729822169206,-0.0020002443343400955,0.0019121245932183228,4.552447319030762,94,0.0,,,200,0.0,-23.08481598072676,-11.33337540086104,-23.08481598072676,,1.6260843365539184,0.009229372255504131,0.0,-11.33337540086104,7600000,,-8.811974112177268e-05,,,,-28.631729822169206,,1.6260843365539184,,,94,94,,200,,,,0.0,,0.0,,
-18.34837102049421,,-18.34837102049421,-31.120174725992143,-0.008166479878127575,0.002059376798570156,4.490844249725342,95,0.0,,,200,0.0,-24.813631831923267,-11.945267236058585,-24.813631831923267,,2.3251432745547023,0.00993893388658762,0.0,-11.945267236058585,7680000,,-0.006107103079557419,,,,-31.120174725992143,,2.3251432745547023,,,95,95,,200,,,,0.0,,0.0,,
-18.66498798294522,,-18.66498798294522,-29.454579264898,-0.008347819559276104,0.0023560873232781887,4.437587738037109,96,0.0,,,200,0.0,-22.351822152327646,-11.04546284589513,-22.351822152327646,,1.6921849007205445,0.00713961198925972,0.0,-11.04546284589513,7760000,,-0.005991732235997915,,,,-29.454579264898,,1.6921849007205445,,,96,96,,200,,,,0.0,,0.0,,
-19.607404428170582,,-19.607404428170582,-28.148424885644364,0.0012696754420176148,0.0020316828740760684,4.479236602783203,97,0.0,,,200,0.0,-23.135752343365024,-11.342742757004157,-23.135752343365024,,1.7699673987969706,0.007647702936083078,0.0,-11.342742757004157,7840000,,0.0033013583160936832,,,,-28.148424885644364,,1.7699673987969706,,,97,97,,200,,,,0.0,,0.0,,
-20.0122414848679,,-20.0122414848679,-32.11830649298672,-0.0032216738909482956,0.002693257119972259,4.479575157165527,98,0.0,,,200,0.0,-23.86858238254722,-11.67672216087514,-23.86858238254722,,2.456619908411316,0.0072163790464401245,0.0,-11.67672216087514,7920000,,-0.0005284167709760368,,,,-32.11830649298672,,2.456619908411316,,,98,98,,200,,,,0.0,,0.0,,
-19.106253614247677,,-19.106253614247677,-30.21515734915751,-0.0059388685040175915,0.0028637314680963755,4.461704730987549,99,0.0,,,200,0.0,-23.310356987318627,-11.534704335039837,-23.310356987318627,,1.8966113923856696,0.0067516835406422615,0.0,-11.534704335039837,8000000,,-0.003075137035921216,,,,-30.21515734915751,,1.8966113923856696,,,99,99,,200,,,,0.0,,0.0,,
-19.513038027893955,-23.38600345109934,-19.513038027893955,-30.388170397229956,-0.003287335392087698,0.0019871286349371076,4.44686222076416,100,0.0,-27.54618918000997,0.0,200,0.0,-22.692014298987374,-11.190838531657032,-22.692014298987374,-23.38600345109934,1.7851004874754681,0.009789561852812767,0.0,-11.190838531657032,8080000,50,-0.0013002067571505904,10,0.0,10,-30.388170397229956,-23.38600345109934,1.7851004874754681,0.0,-27.54618918000997,100,100,50,200,-20.543149407180238,-20.543149407180238,0.0,0.0,-23.38600345109934,0.0,1.5337599676993037,1.5337599676993037
-19.79569732602954,,-19.79569732602954,-28.55370843637366,-0.0033503547310829163,0.0012422050349414349,4.431786060333252,101,0.0,,,200,0.0,-23.048858367048897,-11.376142137014504,-23.048858367048897,,1.8386177326129165,0.00766029953956604,0.0,-11.376142137014504,8160000,,-0.0021081496961414814,,,,-28.55370843637366,,1.8386177326129165,,,101,101,,200,,,,0.0,,0.0,,
-20.084216295783268,,-20.084216295783268,-29.071965786249123,-0.006081531755626202,0.004550783662125468,4.423118591308594,102,0.0,,,200,0.0,-23.567528112731058,-11.502706718117762,-23.567528112731058,,1.6125122623664052,0.00702933082357049,0.0,-11.502706718117762,8240000,,-0.0015307480935007334,,,,-29.071965786249123,,1.6125122623664052,,,102,102,,200,,,,0.0,,0.0,,
-19.43485015090648,,-19.43485015090648,-30.962326347317834,-0.002719943644478917,0.001899806666187942,4.416937828063965,103,0.0,,,200,0.0,-23.304551449161476,-11.44099237051744,-23.304551449161476,,1.9712727481035488,0.009750225581228733,0.0,-11.44099237051744,8320000,,-0.0008201369782909751,,,,-30.962326347317834,,1.9712727481035488,,,103,103,,200,,,,0.0,,0.0,,
-19.971144181573155,,-19.971144181573155,-28.247738866104193,-0.001553571899421513,0.0017784985975595191,4.42132568359375,104,0.0,,,200,0.0,-23.667807856080508,-11.552852097021132,-23.667807856080508,,1.6139439970432192,0.009505697526037693,0.0,-11.552852097021132,8400000,,0.00022492669813800603,,,,-28.247738866104193,,1.6139439970432192,,,104,104,,200,,,,0.0,,0.0,,
-18.878974305389807,,-18.878974305389807,-29.208497908508328,-0.005456849001348019,0.003109315875917673,4.402618885040283,105,0.0,,,200,0.0,-24.074315819366912,-11.744633175946841,-24.074315819366912,,2.1598702342591833,0.007324730046093464,0.0,-11.744633175946841,8480000,,-0.0023475331254303455,,,,-29.208497908508328,,2.1598702342591833,,,105,105,,200,,,,0.0,,0.0,,
-20.709089116602755,,-20.709089116602755,-30.479082047922674,-0.00953139178454876,0.0019860481843352318,4.324073314666748,106,0.0,,,200,0.0,-24.915191259812378,-12.01064096666255,-24.915191259812378,,2.005959329181857,0.006710845977067947,0.0,-12.01064096666255,8560000,,-0.007545343600213528,,,,-30.479082047922674,,2.005959329181857,,,106,106,,200,,,,0.0,,0.0,,
-21.53396692323349,,-21.53396692323349,-31.614385768961835,-0.0005046434816904366,0.002653645642567426,4.342742443084717,107,0.0,,,200,0.0,-25.890937447650106,-12.414542972948711,-25.890937447650106,,2.326400996812726,0.006619710475206375,0.0,-12.414542972948711,8640000,,0.0021490021608769894,,,,-31.614385768961835,,2.326400996812726,,,107,107,,200,,,,0.0,,0.0,,
-22.337094281496206,,-22.337094281496206,-31.040806452103833,-0.004364384338259697,0.003581540484447032,4.3372111320495605,108,0.0,,,200,0.0,-27.231698989519227,-12.941968329669853,-27.231698989519227,,1.7248265009840134,0.009741022251546383,0.0,-12.941968329669853,8720000,,-0.0007828438538126647,,,,-31.040806452103833,,1.7248265009840134,,,108,108,,200,,,,0.0,,0.0,,
-24.071067287133808,,-24.071067287133808,-33.911265865189485,0.0004242949071340263,0.0013191059115342796,4.355858325958252,109,0.0,,,200,0.0,-27.83313596877893,-13.059830563376362,-27.83313596877893,,2.0142363851267526,0.006640883628278971,0.0,-13.059830563376362,8800000,,0.0017434008186683059,,,,-33.911265865189485,,2.0142363851267526,,,109,109,,200,,,,0.0,,0.0,,
-19.899413937676258,-24.48691406587315,-19.899413937676258,-32.0322117799309,-0.001231993781402707,0.0032702316530048847,4.393653392791748,110,0.0,-31.591172045142237,0.0,200,0.0,-24.592122196080552,-11.819775495696845,-24.592122196080552,-24.486914065873147,2.29612428107553,0.009653343819081783,0.0,-11.819775495696845,8880000,50,0.0020382378716021776,11,0.0,11,-32.0322117799309,-24.48691406587315,2.29612428107553,0.0,-31.591172045142237,110,110,50,200,-20.837773459293846,-20.837773459293846,0.0,0.0,-24.486914065873147,0.0,2.5416164494118445,2.5416164494118445
-19.544275288860916,,-19.544275288860916,-32.85820938829002,-0.004674139432609081,0.0010634283535182476,4.34230899810791,111,0.0,,,200,0.0,-25.1030405798699,-12.008533729524688,-25.1030405798699,,2.8689343689841924,0.006543704774230719,0.0,-12.008533729524688,8960000,,-0.0036107110790908337,,,,-32.85820938829002,,2.8689343689841924,,,111,111,,200,,,,0.0,,0.0,,
-20.102928086463027,,-20.102928086463027,-28.91246438137951,-0.0054219672456383705,0.0032181718852370977,4.334492206573486,112,0.0,,,200,0.0,-23.639197686011276,-11.525286722234592,-23.639197686011276,,1.906933586096793,0.006950301118195057,0.0,-11.525286722234592,9040000,,-0.0022037953604012728,,,,-28.91246438137951,,1.906933586096793,,,112,112,,200,,,,0.0,,0.0,,
-18.76335245346828,,-18.76335245346828,-30.407953504828903,-0.006889066193252802,0.0026833503507077694,4.293460845947266,113,0.0,,,200,0.0,-22.857531752586507,-11.194012336329756,-22.857531752586507,,2.020585613459362,0.006827361881732941,0.0,-11.194012336329756,9120000,,-0.0042057158425450325,,,,-30.407953504828903,,2.020585613459362,,,113,113,,200,,,,0.0,,0.0,,
-19.037797109177994,,-19.037797109177994,-31.523370615409466,-0.004424390848726034,0.0015197345055639744,4.2677154541015625,114,0.0,,,200,0.0,-23.35490110256452,-11.435980813628149,-23.35490110256452,,2.1963517684168994,0.006471958942711353,0.0,-11.435980813628149,9200000,,-0.00290465634316206,,,,-31.523370615409466,,2.1963517684168994,,,114,114,,200,,,,0.0,,0.0,,
-19.016423289727992,,-19.016423289727992,-27.965414776844884,-0.0017475259955972433,0.0022382037132047117,4.283008098602295,115,0.0,,,200,0.0,-22.82963515265475,-11.305100813700236,-22.82963515265475,,1.8975229454715106,0.00849741231650114,0.0,-11.305100813700236,9280000,,0.0004906777176074684,,,,-27.965414776844884,,1.8975229454715106,,,115,115,,200,,,,0.0,,0.0,,
-19.420293898756416,,-19.420293898756416,-33.33893182436105,-0.0003703470283653587,0.00314091015025042,4.327351093292236,116,0.0,,,200,0.0,-23.755267064037785,-11.572545445670162,-23.755267064037785,,2.054956030332457,0.006762365810573101,0.0,-11.572545445670162,9360000,,0.0027705631218850613,,,,-33.33893182436105,,2.054956030332457,,,116,116,,200,,,,0.0,,0.0,,
-19.320192742469203,,-19.320192742469203,-31.1734329353993,-0.00419731717556715,0.003139415173791349,4.315311431884766,117,0.0,,,200,0.0,-23.673948751075258,-11.528981608782,-23.673948751075258,,1.9998883593174155,0.00742553174495697,0.0,-11.528981608782,9440000,,-0.0010579020017758012,,,,-31.1734329353993,,1.9998883593174155,,,117,117,,200,,,,0.0,,0.0,,
-18.87080016578699,,-18.87080016578699,-33.295204559912335,-0.0024775476194918156,0.0014270899118855596,4.3036346435546875,118,0.0,,,200,0.0,-25.67780420968218,-12.193312653833425,-25.67780420968218,,2.8878445920355578,0.0066324928775429726,0.0,-12.193312653833425,9520000,,-0.001050457707606256,,,,-33.295204559912335,,2.8878445920355578,,,118,118,,200,,,,0.0,,0.0,,
-19.60218895533854,,-19.60218895533854,-29.731264635003416,-0.0052704112604260445,0.0017698893789201975,4.252841949462891,119,0.0,,,200,0.0,-24.52263963485401,-11.794699372854698,-24.52263963485401,,2.0129536736269,0.009874735958874226,0.0,-11.794699372854698,9600000,,-0.003500521881505847,,,,-29.731264635003416,,2.0129536736269,,,119,119,,200,,,,0.0,,0.0,,
-19.556784408394336,-27.14923072239471,-19.556784408394336,-32.42070688706545,-0.0033074181992560625,0.0026498398510739207,4.252242565155029,120,0.0,-29.690213045881233,0.0,200,0.0,-23.490343825379032,-11.37527230857331,-23.490343825379032,-27.14923072239471,2.485903467342051,0.007834205403923988,0.0,-11.37527230857331,9680000,50,-0.0006575783481821418,12,0.0,12,-32.42070688706545,-27.14923072239471,2.485903467342051,0.0,-29.690213045881233,120,120,50,200,-23.5024660050584,-23.5024660050584,0.0,0.0,-27.14923072239471,0.0,1.6020312589994228,1.6020312589994228
-21.757860958953298,,-21.757860958953298,-30.389260744106327,-0.002105599269270897,0.003978187800385058,4.282829761505127,121,0.0,,,200,0.0,-26.93869190762643,-12.726441594392195,-26.93869190762643,,1.743841274775881,0.008726355619728565,0.0,-12.726441594392195,9760000,,0.001872588531114161,,,,-30.389260744106327,,1.743841274775881,,,121,121,,200,,,,0.0,,0.0,,
-21.837192382123618,,-21.837192382123618,-30.812235186406422,-0.001026225509122014,0.0014722772466484457,4.292369842529297,122,0.0,,,200,0.0,-26.497729436110667,-12.622311023742613,-26.497729436110667,,1.8771321540427441,0.007780945394188166,0.0,-12.622311023742613,9840000,,0.0004460517375264317,,,,-30.812235186406422,,1.8771321540427441,,,122,122,,200,,,,0.0,,0.0,,
-20.667376330450438,,-20.667376330450438,-31.747515416553902,-0.001043409574776888,0.0015890608774498105,4.305984020233154,123,0.0,,,200,0.0,-26.402676516332853,-12.527374437097729,-26.402676516332853,,2.2157308273501966,0.007071281783282757,0.0,-12.527374437097729,9920000,,0.0005456513026729226,,,,-31.747515416553902,,2.2157308273501966,,,123,123,,200,,,,0.0,,0.0,,
-22.499004929681696,,-22.499004929681696,-30.762501672002664,-0.0040872180834412575,0.0018197591416537762,4.267501354217529,124,0.0,,,200,0.0,-27.307779132479208,-12.851858962456566,-27.307779132479208,,1.7494974148747906,0.006558381952345371,0.0,-12.851858962456566,10000000,,-0.0022674589417874813,,,,-30.762501672002664,,1.7494974148747906,,,124,124,,200,,,,0.0,,0.0,,
-22.71365390956473,,-22.71365390956473,-31.638388429600575,-0.0030207594390958548,0.0029885870389989577,4.2672810554504395,125,0.0,,,200,0.0,-27.15481258026664,-12.861527136085273,-27.15481258026664,,2.0940958621962595,0.007100834045559168,0.0,-12.861527136085273,10080000,,-3.2172400096897036e-05,,,,-31.638388429600575,,2.0940958621962595,,,125,125,,200,,,,0.0,,0.0,,
-22.89375304785842,,-22.89375304785842,-31.220189863992374,-0.00020260454039089382,0.0020600143761839718,4.2999653816223145,126,0.0,,,200,0.0,-27.579724607326295,-12.964236169154907,-27.579724607326295,,1.5564070466495212,0.00665647629648447,0.0,-12.964236169154907,10160000,,0.001857409835793078,,,,-31.220189863992374,,1.5564070466495212,,,126,126,,200,,,,0.0,,0.0,,
-21.211791531150084,,-21.211791531150084,-30.500217240661897,-0.002100057201460004,0.002167898135667201,4.302436351776123,127,0.0,,,200,0.0,-26.432653356952816,-12.571077976856332,-26.432653356952816,,1.8797860807661388,0.006957273930311203,0.0,-12.571077976856332,10240000,,6.784093420719728e-05,,,,-30.500217240661897,,1.8797860807661388,,,127,127,,200,,,,0.0,,0.0,,
-23.861347912261078,,-23.861347912261078,-30.79648499043304,-0.006635052617639303,0.002333791460841894,4.248652935028076,128,0.0,,,200,0.0,-26.94779109909824,-12.802332215805688,-26.94779109909824,,1.5750451381413277,0.006527182646095753,0.0,-12.802332215805688,10320000,,-0.004301261156797409,,,,-30.79648499043304,,1.5750451381413277,,,128,128,,200,,,,0.0,,0.0,,
-20.452302246377783,,-20.452302246377783,-28.35999634413167,0.0007628515595570207,0.002354486263357103,4.292453289031982,129,0.0,,,200,0.0,-25.406102924849375,-12.15884967810463,-25.406102924849375,,1.3788946072044976,0.006575464271008968,0.0,-12.15884967810463,10400000,,0.0031173378229141235,,,,-28.35999634413167,,1.3788946072044976,,,129,129,,200,,,,0.0,,0.0,,
