push-back-v1/MaxReturn,MetaTest/Average/AverageReturn,Average/MaxReturn,Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/Entropy,Iteration,push-back-v1/SuccessRate,MetaTest/push-back-v1/MinReturn,MetaTest/Average/TerminationRate,Average/NumEpisodes,push-back-v1/TerminationRate,Average/AverageReturn,Average/AverageDiscountedReturn,push-back-v1/AverageReturn,MetaTest/push-back-v1/AverageDiscountedReturn,Average/StdReturn,GaussianMLPPolicy/KLAfter,Average/SuccessRate,push-back-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/push-back-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/push-back-v1/Iteration,MetaTest/push-back-v1/SuccessRate,MetaTest/Average/Iteration,push-back-v1/MinReturn,MetaTest/push-back-v1/AverageReturn,push-back-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,push-back-v1/Iteration,Average/Iteration,MetaTest/Average/NumEpisodes,push-back-v1/NumEpisodes,MetaTest/push-back-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/push-back-v1/TerminationRate,Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-back-v1/StdReturn,MetaTest/Average/StdReturn
-23.868479655565345,,-23.868479655565345,-34.90206811052805,-0.0038496474735438824,0.0016224461141973734,5.577972888946533,11,0.0,,,200,0.0,-29.003042209672866,-13.823575277555056,-29.003042209672866,,2.517283075024976,0.007044077850878239,0.0,-13.823575277555056,960000,,-0.002227201359346509,,,,-34.90206811052805,,2.517283075024976,,,11,11,,200,,,,0.0,,0.0,,
-23.906325588924872,,-23.906325588924872,-38.07395093090875,-0.001689960598014295,0.0014590589271392673,5.575691223144531,12,0.0,,,200,0.0,-29.20874957084933,-13.728476651446627,-29.20874957084933,,2.286455620288735,0.006761522032320499,0.0,-13.728476651446627,1040000,,-0.00023090167087502778,,,,-38.07395093090875,,2.286455620288735,,,12,12,,200,,,,0.0,,0.0,,
-23.287750157092077,,-23.287750157092077,-41.15831616642776,-0.0013933706795796752,0.00117996490735095,5.571671485900879,13,0.0,,,200,0.0,-29.123310948123503,-13.699076054798137,-29.123310948123503,,2.7754495846288685,0.006536030676215887,0.0,-13.699076054798137,1120000,,-0.00021340577222872525,,,,-41.15831616642776,,2.7754495846288685,,,13,13,,200,,,,0.0,,0.0,,
-23.051293986056255,,-23.051293986056255,-35.83309745147861,-0.0008723948267288506,0.001094593753805384,5.5752339363098145,14,0.0,,,200,0.0,-28.672114149784193,-13.60762639115296,-28.672114149784193,,2.306020792866317,0.009490610100328922,0.0,-13.60762639115296,1200000,,0.00022219892707653344,,,,-35.83309745147861,,2.306020792866317,,,14,14,,200,,,,0.0,,0.0,,
-22.653445458368473,,-22.653445458368473,-35.79714925599146,-0.003863763529807329,0.0011269403621554375,5.532374382019043,15,0.0,,,200,0.0,-28.399910478877054,-13.446141927892485,-28.399910478877054,,2.311554694883905,0.009808543138206005,0.0,-13.446141927892485,1280000,,-0.0027368231676518917,,,,-35.79714925599146,,2.311554694883905,,,15,15,,200,,,,0.0,,0.0,,
-22.013588604584946,,-22.013588604584946,-34.28106156672623,-0.006302695721387863,0.002434873953461647,5.479287147521973,16,0.0,,,200,0.0,-27.91322954550334,-13.23901973057661,-27.91322954550334,,2.2597944170763253,0.006874071899801493,0.0,-13.23901973057661,1360000,,-0.003867821767926216,,,,-34.28106156672623,,2.2597944170763253,,,16,16,,200,,,,0.0,,0.0,,
-22.775667915580087,,-22.775667915580087,-35.277221536399615,-0.0026007983833551407,0.0024933134191087447,5.478936672210693,17,0.0,,,200,0.0,-27.510443212715874,-13.08559143231501,-27.510443212715874,,2.368522577825801,0.006986028049141169,0.0,-13.08559143231501,1440000,,-0.00010748496424639598,,,,-35.277221536399615,,2.368522577825801,,,17,17,,200,,,,0.0,,0.0,,
-21.784481806735574,,-21.784481806735574,-32.974945506110345,-0.0007191760232672095,0.0021022185683250427,5.5026960372924805,18,0.0,,,200,0.0,-26.929807286866353,-12.979287575109975,-26.929807286866353,,2.095015381918667,0.006846570875495672,0.0,-12.979287575109975,1520000,,0.0013830425450578332,,,,-32.974945506110345,,2.095015381918667,,,18,18,,200,,,,0.0,,0.0,,
-22.204095108062933,,-22.204095108062933,-33.9150930137548,-0.004631142597645521,0.0013030245900154114,5.459808826446533,19,0.0,,,200,0.0,-27.538668104715615,-13.040143989065928,-27.538668104715615,,2.2516140135842257,0.006841147784143686,0.0,-13.040143989065928,1600000,,-0.00332811800763011,,,,-33.9150930137548,,2.2516140135842257,,,19,19,,200,,,,0.0,,0.0,,
-20.18189678722125,-26.117296066736476,-20.18189678722125,-32.90446760993999,-0.004269371274858713,0.0031586954137310386,5.450512886047363,20,0.0,-30.175615983369717,0.0,200,0.0,-26.71548596645336,-12.79927533373967,-26.71548596645336,-26.117296066736476,2.364612043435475,0.008128613233566284,0.0,-12.79927533373967,1680000,50,-0.0011106758611276746,2,0.0,2,-32.90446760993999,-26.117296066736476,2.364612043435475,0.0,-30.175615983369717,20,20,50,200,-21.970917892039672,-21.970917892039672,0.0,0.0,-26.117296066736476,0.0,1.9413367752593638,1.9413367752593638
-21.938715645959093,,-21.938715645959093,-32.412615087508925,-0.0007279390119947493,0.0023454882320947945,5.476264953613281,21,0.0,,,200,0.0,-26.544475865390332,-12.677016591459548,-26.544475865390332,,2.0897180460001668,0.009447812102735043,0.0,-12.677016591459548,1760000,,0.0016175492201000452,,,,-32.412615087508925,,2.0897180460001668,,,21,21,,200,,,,0.0,,0.0,,
-21.001598454071207,,-21.001598454071207,-36.17681037268577,-0.0012540791649371386,0.0009705240372568369,5.475493907928467,22,0.0,,,200,0.0,-26.21809474062085,-12.53220395488504,-26.21809474062085,,2.3322613346924213,0.006438410375267267,0.0,-12.53220395488504,1840000,,-0.00028355512768030167,,,,-36.17681037268577,,2.3322613346924213,,,22,22,,200,,,,0.0,,0.0,,
-20.60250807760054,,-20.60250807760054,-34.351486308133545,-0.005906563717871904,0.0013818154111504555,5.418797492980957,23,0.0,,,200,0.0,-26.06723238374996,-12.405901968430364,-26.06723238374996,,2.0421661128373265,0.006668259389698505,0.0,-12.405901968430364,1920000,,-0.004524748306721449,,,,-34.351486308133545,,2.0421661128373265,,,23,23,,200,,,,0.0,,0.0,,
-21.956222171302198,,-21.956222171302198,-34.69150525311377,-0.002420325530692935,0.002736980328336358,5.4232177734375,24,0.0,,,200,0.0,-26.115365938918693,-12.612567969936867,-26.115365938918693,,2.1499461769945882,0.006969374604523182,0.0,-12.612567969936867,2000000,,0.0003166547976434231,,,,-34.69150525311377,,2.1499461769945882,,,24,24,,200,,,,0.0,,0.0,,
-21.172258109277287,,-21.172258109277287,-32.68482439244198,0.0005576022085733712,0.0018324150587432086,5.472259044647217,25,0.0,,,200,0.0,-25.712932691510968,-12.313923721806816,-25.712932691510968,,2.0021944139503396,0.009532906115055084,0.0,-12.313923721806816,2080000,,0.00239001726731658,,,,-32.68482439244198,,2.0021944139503396,,,25,25,,200,,,,0.0,,0.0,,
-20.7827778946714,,-20.7827778946714,-29.813107447114046,-0.0005996424588374794,0.002430219028610736,5.495619297027588,26,0.0,,,200,0.0,-25.40562458198061,-12.30323462625775,-25.40562458198061,,1.9681495140403875,0.006655539385974407,0.0,-12.30323462625775,2160000,,0.0018305765697732568,,,,-29.813107447114046,,1.9681495140403875,,,26,26,,200,,,,0.0,,0.0,,
-21.189045113433714,,-21.189045113433714,-33.252759231238336,-0.0023911104071885347,0.001387254218570888,5.487267971038818,27,0.0,,,200,0.0,-26.135541814023426,-12.485235899075317,-26.135541814023426,,2.1726542500121955,0.006762291304767132,0.0,-12.485235899075317,2240000,,-0.0010038561886176467,,,,-33.252759231238336,,2.1726542500121955,,,27,27,,200,,,,0.0,,0.0,,
-20.644099438373487,,-20.644099438373487,-33.82305654705976,-0.005075019784271717,0.002383957616984844,5.4526567459106445,28,0.0,,,200,0.0,-25.373262917530965,-12.26003347471177,-25.373262917530965,,2.34848858365741,0.0072834850288927555,0.0,-12.26003347471177,2320000,,-0.002691062167286873,,,,-33.82305654705976,,2.34848858365741,,,28,28,,200,,,,0.0,,0.0,,
-20.661938263926682,,-20.661938263926682,-33.09385088698923,-0.004792532417923212,0.0013908524997532368,5.402306079864502,29,0.0,,,200,0.0,-25.232917334914347,-12.103889646406847,-25.232917334914347,,1.851730360206856,0.00911784078925848,0.0,-12.103889646406847,2400000,,-0.0034016799181699753,,,,-33.09385088698923,,1.851730360206856,,,29,29,,200,,,,0.0,,0.0,,
-21.020833613347413,-25.30657121263996,-21.020833613347413,-34.55593144007834,-0.0035515776835381985,0.0018228254048153758,5.383053779602051,30,0.0,-34.80286862162535,0.0,200,0.0,-25.099670687698428,-12.044729017433935,-25.099670687698428,-25.306571212639955,2.1062681678706685,0.006840205285698175,0.0,-12.044729017433935,2480000,50,-0.0017287522787228227,3,0.0,3,-34.55593144007834,-25.30657121263996,2.1062681678706685,0.0,-34.80286862162535,30,30,50,200,-22.024436125116186,-22.024436125116186,0.0,0.0,-25.306571212639955,0.0,2.396195690717013,2.396195690717013
-20.828601465269067,,-20.828601465269067,-29.910372258102,-0.005742634180933237,0.003259991528466344,5.357209205627441,31,0.0,,,200,0.0,-25.01905966512527,-12.07080167039158,-25.01905966512527,,2.0414605730345285,0.006778461392968893,0.0,-12.07080167039158,2560000,,-0.002482642652466893,,,,-29.910372258102,,2.0414605730345285,,,31,31,,200,,,,0.0,,0.0,,
-20.610099228952148,,-20.610099228952148,-31.342901330621583,0.0004215051303617656,0.002149646228644997,5.3978681564331055,32,0.0,,,200,0.0,-25.543292321560397,-12.142669192162462,-25.543292321560397,,2.1296641265238434,0.009547211229801178,0.0,-12.142669192162462,2640000,,0.0025711513590067625,,,,-31.342901330621583,,2.1296641265238434,,,32,32,,200,,,,0.0,,0.0,,
-20.852787959900684,,-20.852787959900684,-29.104473602470282,-0.00790510792285204,0.0032545384019613266,5.319462299346924,33,0.0,,,200,0.0,-24.67523949567562,-12.015092253650439,-24.67523949567562,,1.6229327660830675,0.009940305724740028,0.0,-12.015092253650439,2720000,,-0.004650569520890713,,,,-29.104473602470282,,1.6229327660830675,,,33,33,,200,,,,0.0,,0.0,,
-20.2672452748202,,-20.2672452748202,-33.46658171625839,-0.006415197160094976,0.001907838974148035,5.264853477478027,34,0.0,,,200,0.0,-25.04826044151818,-12.131190555187708,-25.04826044151818,,2.2264465227678256,0.007602386176586151,0.0,-12.131190555187708,2800000,,-0.004507358185946941,,,,-33.46658171625839,,2.2264465227678256,,,34,34,,200,,,,0.0,,0.0,,
-20.85684246072124,,-20.85684246072124,-31.505316772936794,-0.004918876104056835,0.0023018221836537123,5.221068859100342,35,0.0,,,200,0.0,-24.439190582069923,-11.845667553691888,-24.439190582069923,,1.8887386670928983,0.006753517780452967,0.0,-11.845667553691888,2880000,,-0.002617053920403123,,,,-31.505316772936794,,1.8887386670928983,,,35,35,,200,,,,0.0,,0.0,,
-20.58502151917065,,-20.58502151917065,-31.468583367855004,-0.0016902685165405273,0.0031576836481690407,5.242047309875488,36,0.0,,,200,0.0,-24.5972271906037,-12.046968503018622,-24.5972271906037,,1.9026017379264615,0.007355957292020321,0.0,-12.046968503018622,2960000,,0.0014674151316285133,,,,-31.468583367855004,,1.9026017379264615,,,36,36,,200,,,,0.0,,0.0,,
-20.215783104040614,,-20.215783104040614,-32.38898370957998,-0.0007493254379369318,0.0015347116277553141,5.259086608886719,37,0.0,,,200,0.0,-24.878549405106277,-12.06893961696108,-24.878549405106277,,2.0798141422475585,0.006648337934166193,0.0,-12.06893961696108,3040000,,0.0007853861898183823,,,,-32.38898370957998,,2.0798141422475585,,,37,37,,200,,,,0.0,,0.0,,
-19.629721556597907,,-19.629721556597907,-30.31008237685802,-0.0043362765572965145,0.0038734155823476613,5.2602152824401855,38,0.0,,,200,0.0,-24.948561426893043,-12.172959358541332,-24.948561426893043,,2.0583466753956703,0.007989907637238503,0.0,-12.172959358541332,3120000,,-0.00046286097494885325,,,,-30.31008237685802,,2.0583466753956703,,,38,38,,200,,,,0.0,,0.0,,
-20.057110228482458,,-20.057110228482458,-31.022052136964504,-0.0015886358451098204,0.001336985791567713,5.258209705352783,39,0.0,,,200,0.0,-24.813143345466962,-12.010496712406093,-24.813143345466962,,2.173817213430127,0.006560822017490864,0.0,-12.010496712406093,3200000,,-0.00025165005354210734,,,,-31.022052136964504,,2.173817213430127,,,39,39,,200,,,,0.0,,0.0,,
-19.97614220324434,-25.952882032838165,-19.97614220324434,-30.99242205670079,-0.004512296058237553,0.0025751867797225714,5.233401775360107,40,0.0,-32.793654972497116,0.0,200,0.0,-25.781927890406628,-12.395114445663046,-25.781927890406628,-25.952882032838158,1.9183091652891788,0.006852533668279648,0.0,-12.395114445663046,3280000,50,-0.0019371092785149813,4,0.0,4,-30.99242205670079,-25.952882032838165,1.9183091652891788,0.0,-32.793654972497116,40,40,50,200,-21.372641986702686,-21.372641986702686,0.0,0.0,-25.952882032838158,0.0,2.2705187667014397,2.2705187667014397
-19.775810300175998,,-19.775810300175998,-30.73789429283092,-0.005723508540540934,0.004277883213944733,5.222443580627441,41,0.0,,,200,0.0,-25.623954623790823,-12.458178189618252,-25.623954623790823,,2.0722915843969396,0.007826087065041065,0.0,-12.458178189618252,3360000,,-0.0014456253265962005,,,,-30.73789429283092,,2.0722915843969396,,,41,41,,200,,,,0.0,,0.0,,
-20.604562404892402,,-20.604562404892402,-31.073660260309055,0.0019301706925034523,0.002118712291121483,5.279074192047119,42,0.0,,,200,0.0,-25.90974002699163,-12.431345453844278,-25.90974002699163,,2.00427183478303,0.006935921497642994,0.0,-12.431345453844278,3440000,,0.004048882983624935,,,,-31.073660260309055,,2.00427183478303,,,42,42,,200,,,,0.0,,0.0,,
-20.181460928568534,,-20.181460928568534,-31.373120439634526,-0.001702860346995294,0.003278532181866467,5.306993007659912,43,0.0,,,200,0.0,-26.035931969487415,-12.53720188068138,-26.035931969487415,,2.4551605392900053,0.007517470978200436,0.0,-12.53720188068138,3520000,,0.001575671834871173,,,,-31.373120439634526,,2.4551605392900053,,,43,43,,200,,,,0.0,,0.0,,
-20.153468304868564,,-20.153468304868564,-34.680877881286285,-0.0002663211489561945,0.0015288270369637758,5.3206658363342285,44,0.0,,,200,0.0,-26.3162810277418,-12.579849438285805,-26.3162810277418,,2.6979139687691003,0.006517606321722269,0.0,-12.579849438285805,3600000,,0.0012625058880075812,,,,-34.680877881286285,,2.6979139687691003,,,44,44,,200,,,,0.0,,0.0,,
-20.079314544916596,,-20.079314544916596,-32.826337567866,-0.006433142814785242,0.0017828447744250298,5.255002498626709,45,0.0,,,200,0.0,-24.73553033889424,-11.929354353900976,-24.73553033889424,,1.9360377996491775,0.007056242786347866,0.0,-11.929354353900976,3680000,,-0.004650298040360212,,,,-32.826337567866,,1.9360377996491775,,,45,45,,200,,,,0.0,,0.0,,
-20.968883996387287,,-20.968883996387287,-30.68456828921507,-0.004901033826172352,0.002862736117094755,5.240225791931152,46,0.0,,,200,0.0,-24.721454026705207,-12.034095933681492,-24.721454026705207,,2.189133561876486,0.007090813480317593,0.0,-12.034095933681492,3760000,,-0.0020382977090775967,,,,-30.68456828921507,,2.189133561876486,,,46,46,,200,,,,0.0,,0.0,,
-20.11785866936601,,-20.11785866936601,-31.34439782730692,-0.0024724050890654325,0.003324488119687885,5.256014823913574,47,0.0,,,200,0.0,-24.58758626615022,-11.934726832944333,-24.58758626615022,,1.8242815948782116,0.009993466548621655,0.0,-11.934726832944333,3840000,,0.0008520830306224525,,,,-31.34439782730692,,1.8242815948782116,,,47,47,,200,,,,0.0,,0.0,,
-20.621856557668185,,-20.621856557668185,-28.623287338790824,-0.003626416902989149,0.0030222770874388516,5.254018306732178,48,0.0,,,200,0.0,-24.324278586003402,-11.830562423238812,-24.324278586003402,,1.6692851898350327,0.007338027004152536,0.0,-11.830562423238812,3920000,,-0.0006041398155502975,,,,-28.623287338790824,,1.6692851898350327,,,48,48,,200,,,,0.0,,0.0,,
-20.429737416105063,,-20.429737416105063,-32.507539737379844,0.0018616238376125693,0.0017410385189577937,5.302536964416504,49,0.0,,,200,0.0,-25.533573032270894,-12.173133365415675,-25.533573032270894,,2.1994451618758313,0.009928666986525059,0.0,-12.173133365415675,4000000,,0.003602662356570363,,,,-32.507539737379844,,2.1994451618758313,,,49,49,,200,,,,0.0,,0.0,,
-20.635330833694425,-24.176063793013782,-20.635330833694425,-29.46364587484671,-0.00631331792101264,0.0037268279120326042,5.293793201446533,50,0.0,-27.867477786382956,0.0,200,0.0,-24.536849734050293,-11.949780492650811,-24.536849734050293,-24.176063793013782,1.693840549883853,0.006390648894011974,0.0,-11.949780492650811,4080000,50,-0.0025864900089800358,5,0.0,5,-29.46364587484671,-24.176063793013782,1.693840549883853,0.0,-27.867477786382956,50,50,50,200,-19.084217817692775,-19.084217817692775,0.0,0.0,-24.176063793013782,0.0,1.774623772051847,1.774623772051847
-20.208384788025736,,-20.208384788025736,-29.42817273955978,-0.001121441018767655,0.003408320131711662,5.339880466461182,51,0.0,,,200,0.0,-24.256911749188117,-11.756751352339199,-24.256911749188117,,1.5874235852764063,0.009865919128060341,0.0,-11.756751352339199,4160000,,0.002286879112944007,,,,-29.42817273955978,,1.5874235852764063,,,51,51,,200,,,,0.0,,0.0,,
-19.414434673563076,,-19.414434673563076,-29.134612091044964,-0.0009122606134042144,0.0012485052575357258,5.346756458282471,52,0.0,,,200,0.0,-24.659058699054164,-11.849343242629436,-24.659058699054164,,1.68330834461687,0.009426225908100605,0.0,-11.849343242629436,4240000,,0.00033624464413151145,,,,-29.134612091044964,,1.68330834461687,,,52,52,,200,,,,0.0,,0.0,,
-20.261789318722922,,-20.261789318722922,-29.574612452587417,-0.005611608270555735,0.0032885547261685133,5.330237865447998,53,0.0,,,200,0.0,-24.300569506898892,-11.75330684507407,-24.300569506898892,,1.590084489618816,0.007473234087228775,0.0,-11.75330684507407,4320000,,-0.0023230535443872213,,,,-29.574612452587417,,1.590084489618816,,,53,53,,200,,,,0.0,,0.0,,
-21.028647961344706,,-21.028647961344706,-31.978124966768547,-0.005685114301741123,0.002626922680065036,5.299727916717529,54,0.0,,,200,0.0,-24.308349621713152,-11.796496957192957,-24.308349621713152,,1.7647278957299344,0.0071456944569945335,0.0,-11.796496957192957,4400000,,-0.0030581916216760874,,,,-31.978124966768547,,1.7647278957299344,,,54,54,,200,,,,0.0,,0.0,,
-20.52560213432888,,-20.52560213432888,-29.669429628628798,-0.006214125547558069,0.0028299731202423573,5.271378040313721,55,0.0,,,200,0.0,-24.46637555929322,-11.92622176444625,-24.46637555929322,,1.5999586682622242,0.009141774848103523,0.0,-11.92622176444625,4480000,,-0.003384152427315712,,,,-29.669429628628798,,1.5999586682622242,,,55,55,,200,,,,0.0,,0.0,,
-20.10576037963009,,-20.10576037963009,-29.805387006213365,-0.003916068002581596,0.002554630395025015,5.260615348815918,56,0.0,,,200,0.0,-24.466895113203172,-11.962813067874182,-24.466895113203172,,1.706746459607739,0.006696580443531275,0.0,-11.962813067874182,4560000,,-0.0013614376075565815,,,,-29.805387006213365,,1.706746459607739,,,56,56,,200,,,,0.0,,0.0,,
-20.484409363406684,,-20.484409363406684,-31.192258182339824,-0.005759319290518761,0.0032190189231187105,5.236671447753906,57,0.0,,,200,0.0,-24.361276213523052,-11.787236292888798,-24.361276213523052,,1.811343187172312,0.0065567465499043465,0.0,-11.787236292888798,4640000,,-0.00254030036740005,,,,-31.192258182339824,,1.811343187172312,,,57,57,,200,,,,0.0,,0.0,,
-20.29268703551166,,-20.29268703551166,-28.469216594039516,-0.009793136268854141,0.002553895115852356,5.167930603027344,58,0.0,,,200,0.0,-23.926087189917634,-11.67206375849077,-23.926087189917634,,1.4925980349606298,0.0064978571608662605,0.0,-11.67206375849077,4720000,,-0.007239241153001785,,,,-28.469216594039516,,1.4925980349606298,,,58,58,,200,,,,0.0,,0.0,,
-20.040438712890708,,-20.040438712890708,-28.251883388336495,-0.004267688374966383,0.0010391816031187773,5.1302876472473145,59,0.0,,,200,0.0,-24.124070554734807,-11.845453509921,-24.124070554734807,,1.6618632674665952,0.006493899971246719,0.0,-11.845453509921,4800000,,-0.0032285067718476057,,,,-28.251883388336495,,1.6618632674665952,,,59,59,,200,,,,0.0,,0.0,,
-20.203736997648935,-24.26561625504365,-20.203736997648935,-30.65215653113617,-0.004148310981690884,0.003406817850191146,5.118790149688721,60,0.0,-29.1128403088079,0.0,200,0.0,-23.747382538278142,-11.548206176486383,-23.747382538278142,-24.26561625504365,1.9274567061832595,0.009981699287891388,0.0,-11.548206176486383,4880000,50,-0.0007414931314997375,6,0.0,6,-30.65215653113617,-24.26561625504365,1.9274567061832595,0.0,-29.1128403088079,60,60,50,200,-20.491268351938654,-20.491268351938654,0.0,0.0,-24.26561625504365,0.0,1.6933123837061261,1.6933123837061261
-19.772997061482442,,-19.772997061482442,-29.185146398298606,-0.0019695390947163105,0.001685677852947265,5.118034839630127,61,0.0,,,200,0.0,-24.26451084803065,-11.89157455294655,-24.26451084803065,,1.6849183699256276,0.0072408197447657585,0.0,-11.89157455294655,4960000,,-0.0002838612417690456,,,,-29.185146398298606,,1.6849183699256276,,,61,61,,200,,,,0.0,,0.0,,
-19.36918946212751,,-19.36918946212751,-28.55393583817531,-0.0004273735103197396,0.0022964594536460936,5.165909290313721,62,0.0,,,200,0.0,-23.790804884511573,-11.646105223331038,-23.790804884511573,,1.5887275935020142,0.009997239336371422,0.0,-11.646105223331038,5040000,,0.001869085943326354,,,,-28.55393583817531,,1.5887275935020142,,,62,62,,200,,,,0.0,,0.0,,
