MetaTest/Average/StdReturn,MetaTest/stick-push-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/stick-push-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/stick-push-v1/TerminationRate,MetaTest/stick-push-v1/StdReturn,MetaTest/stick-push-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-push-v1/MaxReturn,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTest/stick-push-v1/MinReturn,MetaTest/stick-push-v1/Iteration
1.5782881422518136,-18.967081404795714,-16.231307561029897,10,-21.778195605658595,0.0,0.0,0.0,1.5782881422518136,0.0,10,-18.967081404795714,-18.96708140479572,-16.231307561029897,0,224000,-18.96708140479572,-21.778195605658595,0
1.5631697369591797,-22.280801392835617,-19.998677347337804,10,-24.491038679617326,0.0,0.0,0.0,1.5631697369591797,0.0,10,-22.280801392835617,-22.280801392835617,-19.998677347337804,1,248000,-22.280801392835617,-24.491038679617326,1
1.1143820845706744,-10.851208603677112,-9.402021889512705,10,-13.009754510861239,0.0,0.0,0.0,1.1143820845706744,0.0,10,-10.851208603677112,-10.851208603677112,-9.402021889512705,2,272000,-10.851208603677112,-13.009754510861239,2
1.3999743449678468,-9.782942029353837,-8.320154111082331,10,-13.29132900138652,0.0,0.0,0.0,1.3999743449678468,0.0,10,-9.782942029353837,-9.782942029353837,-8.320154111082331,3,296000,-9.782942029353837,-13.29132900138652,3
0.7741740470775897,-7.407414535396834,-6.142607183151081,10,-8.615700463206906,0.0,0.0,0.0,0.7741740470775897,0.0,10,-7.407414535396834,-7.407414535396832,-6.142607183151081,4,320000,-7.407414535396832,-8.615700463206906,4
1.1202417163946476,-7.510378248382899,-5.820541074545466,10,-9.59390472129663,0.0,0.0,0.0,1.1202417163946476,0.0,10,-7.510378248382899,-7.510378248382899,-5.820541074545466,5,344000,-7.510378248382899,-9.59390472129663,5
1.2656728611332986,-10.819047976019519,-8.735222671201496,10,-12.182719495556823,0.0,0.0,0.0,1.2656728611332986,0.0,10,-10.819047976019519,-10.81904797601952,-8.735222671201496,6,368000,-10.81904797601952,-12.182719495556823,6
0.8138949541584964,-8.35138673541486,-7.400797433529401,10,-9.988372922828301,0.0,0.0,0.0,0.8138949541584964,0.0,10,-8.35138673541486,-8.351386735414861,-7.400797433529401,7,392000,-8.351386735414861,-9.988372922828301,7
1.394110554623999,-16.38319537560144,-14.262955662660724,10,-18.068657328553364,0.0,0.0,0.0,1.394110554623999,0.0,10,-16.38319537560144,-16.38319537560144,-14.262955662660724,8,416000,-16.38319537560144,-18.068657328553364,8
4.071500063313646,-13.383070674222918,-9.770798880008273,10,-20.171887543109836,0.0,0.0,0.0,4.071500063313646,0.0,10,-13.383070674222918,-13.383070674222921,-9.770798880008273,9,440000,-13.383070674222921,-20.171887543109836,9
