MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/dissassemble-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/dissassemble-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/Alpha,MetaTest/dissassemble-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/dissassemble-v1/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/dissassemble-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/dissassemble-v1/MinReturn,MetaTest/dissassemble-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/dissassemble-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/dissassemble-v1/NumTrajs
-17.866225231550956,0.0,0.0,48.11295,15,-29.02946463840014,-23.212280360047842,0.0,nan,3.251907770000685,7.6600485,-23.212280360047842,6.186145,0.0,15,10,-29.02946463840014,-17.866225231550956,3.251907770000685,-23.21228036004785,584000,-23.21228036004785,34.23927,10
-19.608436644327657,0.0,0.0,47.632027,16,-29.126155613054678,-23.64373874538494,0.0,nan,2.9179189634154015,7.64439,-23.64373874538494,6.1930633,0.0,16,10,-29.126155613054678,-19.608436644327657,2.9179189634154015,-23.643738745384937,608000,-23.643738745384937,26.642866,10
-20.204021125383292,0.0,0.0,46.410633,17,-26.04854687580651,-22.433897184451656,0.0,nan,1.7906439457203833,7.63425,-22.433897184451656,6.200303,0.0,17,10,-26.04854687580651,-20.204021125383292,1.7906439457203833,-22.433897184451656,632000,-22.433897184451656,19.294273,10
-22.05774598890175,0.0,0.0,45.48263,18,-28.273283768057507,-26.087729550659333,0.0,nan,1.836759890171231,7.6318126,-26.087729550659333,6.2104025,0.0,18,10,-28.273283768057507,-22.05774598890175,1.836759890171231,-26.087729550659333,656000,-26.087729550659333,13.14793,10
-17.613176754610134,0.0,0.0,44.67514,19,-28.134518279026768,-23.328425597647477,0.0,nan,3.140290327134875,7.6313896,-23.328425597647477,6.2169414,0.0,19,10,-28.134518279026768,-17.613176754610134,3.140290327134875,-23.328425597647474,680000,-23.328425597647474,8.161177,10
-19.938127892645706,0.0,0.0,43.948727,20,-28.225303832238442,-22.63863575706302,0.0,nan,2.4976194924839255,7.624633,-22.63863575706302,6.2208066,0.0,20,10,-28.225303832238442,-19.938127892645706,2.4976194924839255,-22.63863575706302,704000,-22.63863575706302,3.5984461,10
-21.21264774317113,0.0,0.0,43.1786,21,-30.992751010610377,-25.819685469180854,0.0,nan,2.6913457886048815,7.624632,-25.819685469180854,6.2287173,0.0,21,10,-30.992751010610377,-21.21264774317113,2.6913457886048815,-25.819685469180843,728000,-25.819685469180843,-1.3036686,10
-16.68150212467349,0.0,0.0,41.932102,22,-28.72499680673629,-23.24397165975663,0.0,nan,4.002502222568301,7.624632,-23.24397165975663,6.2371383,0.0,22,10,-28.72499680673629,-16.68150212467349,4.002502222568301,-23.243971659756625,752000,-23.243971659756625,-7.1049604,10
-19.984671399441623,0.0,0.0,41.25957,23,-26.241254386271358,-23.578363678031245,0.0,nan,2.1497338045724446,7.624632,-23.578363678031245,6.2494326,0.0,23,10,-26.241254386271358,-19.984671399441623,2.1497338045724446,-23.578363678031245,776000,-23.578363678031245,-11.746129,10
-20.517049619048226,0.0,0.0,40.47304,24,-28.617498016311192,-25.036689100245464,0.0,nan,2.7250639000267394,7.624632,-25.036689100245464,6.2536016,0.0,24,10,-28.617498016311192,-20.517049619048226,2.7250639000267394,-25.036689100245464,800000,-25.036689100245464,-15.114686,10
-20.130614684020063,0.0,0.0,39.83942,25,-29.22820382419326,-24.577799399312333,0.0,nan,3.05781605042484,7.624632,-24.577799399312333,6.2612104,0.0,25,10,-29.22820382419326,-20.130614684020063,3.05781605042484,-24.577799399312333,824000,-24.577799399312333,-18.979998,10
-18.311866530879865,0.0,0.0,39.098694,26,-27.417359275644884,-24.273990292312373,0.0,nan,2.9988373235055295,7.624632,-24.273990292312373,6.2676277,0.0,26,10,-27.417359275644884,-18.311866530879865,2.9988373235055295,-24.273990292312376,848000,-24.273990292312376,-22.359846,10
-18.93656784763051,0.0,0.0,38.497623,27,-26.5731431507731,-22.7436559773419,0.0,nan,2.578986713726744,7.624632,-22.7436559773419,6.273518,0.0,27,10,-26.5731431507731,-18.93656784763051,2.578986713726744,-22.743655977341895,872000,-22.743655977341895,-25.347826,10
-19.552691346623217,0.0,0.0,37.868164,28,-27.509513040710363,-24.518558281809796,0.0,nan,2.7743354471715715,7.624632,-24.518558281809796,6.2794833,0.0,28,10,-27.509513040710363,-19.552691346623217,2.7743354471715715,-24.518558281809796,896000,-24.518558281809796,-28.344376,10
-19.297970134870408,0.0,0.0,37.07727,29,-28.222833696979233,-23.606012679134952,0.0,nan,3.4671377147845157,7.624632,-23.606012679134952,6.285613,0.0,29,10,-28.222833696979233,-19.297970134870408,3.4671377147845157,-23.606012679134956,920000,-23.606012679134956,-31.1209,10
-19.87022556901087,0.0,0.0,36.734417,30,-27.578788591658565,-23.05826408091759,0.0,nan,2.9332044614861434,7.624632,-23.05826408091759,6.2895136,0.0,30,10,-27.578788591658565,-19.87022556901087,2.9332044614861434,-23.05826408091759,944000,-23.05826408091759,-33.930412,10
-18.81205541918745,0.0,0.0,36.02605,31,-27.69889692170899,-23.674384612779562,0.0,nan,2.6188867093480113,7.624632,-23.674384612779562,6.2983317,0.0,31,10,-27.69889692170899,-18.81205541918745,2.6188867093480113,-23.67438461277957,968000,-23.67438461277957,-36.360275,10
-18.61983984320941,0.0,0.0,35.5091,32,-25.93480614087689,-22.18377956687845,0.0,nan,2.496084604522409,7.624632,-22.18377956687845,6.302097,0.0,32,10,-25.93480614087689,-18.61983984320941,2.496084604522409,-22.183779566878453,992000,-22.183779566878453,-38.640186,10
-17.39622406291606,0.0,0.0,35.049953,33,-28.503977882737352,-22.97625296359815,0.0,nan,3.506063622179402,7.624632,-22.97625296359815,6.307807,0.0,33,10,-28.503977882737352,-17.39622406291606,3.506063622179402,-22.97625296359815,1016000,-22.97625296359815,-41.35709,10
-21.292189673255542,0.0,0.0,34.52209,34,-26.663325666817062,-24.031929713114977,0.0,nan,1.6495887688546376,7.624632,-24.031929713114977,6.311658,0.0,34,10,-26.663325666817062,-21.292189673255542,1.6495887688546376,-24.03192971311497,1040000,-24.03192971311497,-43.547287,10
-18.351458712464158,0.0,0.0,33.80776,35,-27.301633050512248,-23.035638136422726,0.0,nan,2.6560891680413894,7.624632,-23.035638136422726,6.317405,0.0,35,10,-27.301633050512248,-18.351458712464158,2.6560891680413894,-23.035638136422726,1064000,-23.035638136422726,-45.911842,10
-18.894045521042663,0.0,0.0,33.414623,36,-27.18226966300417,-22.6857513869631,0.0,nan,3.0681335721364307,7.624632,-22.6857513869631,6.32477,0.0,36,10,-27.18226966300417,-18.894045521042663,3.0681335721364307,-22.685751386963105,1088000,-22.685751386963105,-48.176334,10
-17.42212602280878,0.0,0.0,33.135674,37,-27.05820256494664,-21.735711352573915,0.0,nan,2.798293259198436,7.624632,-21.735711352573915,6.3264346,0.0,37,10,-27.05820256494664,-17.42212602280878,2.798293259198436,-21.73571135257392,1112000,-21.73571135257392,-49.781258,10
-19.250862295231492,0.0,0.0,32.64339,38,-25.795722914232904,-22.29646427995123,0.0,nan,2.3731600722360935,7.624632,-22.29646427995123,6.3298974,0.0,38,10,-25.795722914232904,-19.250862295231492,2.3731600722360935,-22.296464279951227,1136000,-22.296464279951227,-51.778008,10
-19.636535820039118,0.0,0.0,32.085434,39,-27.642700436391635,-23.896271890698323,0.0,nan,2.4296648930214717,7.624632,-23.896271890698323,6.336415,0.0,39,10,-27.642700436391635,-19.636535820039118,2.4296648930214717,-23.896271890698337,1160000,-23.896271890698337,-53.796425,10
-17.863302579792315,0.0,0.0,31.610323,40,-27.699658155861172,-22.588383243521804,0.0,nan,3.447002317745862,7.624632,-22.588383243521804,6.341357,0.0,40,10,-27.699658155861172,-17.863302579792315,3.447002317745862,-22.5883832435218,1184000,-22.5883832435218,-55.84004,10
-19.167139581440345,0.0,0.0,31.117723,41,-28.137956045134597,-22.805421450040328,0.0,nan,3.5172122776203865,7.624632,-22.805421450040328,6.345538,0.0,41,10,-28.137956045134597,-19.167139581440345,3.5172122776203865,-22.805421450040328,1208000,-22.805421450040328,-57.9495,10
-17.345491489133995,0.0,0.0,30.555428,42,-27.578973440457506,-22.08581902220724,0.0,nan,3.2926878857285775,7.624632,-22.08581902220724,6.349896,0.0,42,10,-27.578973440457506,-17.345491489133995,3.2926878857285775,-22.08581902220724,1232000,-22.08581902220724,-60.178677,10
-18.268928015215696,0.0,0.0,30.18732,43,-28.70928599341085,-23.174729484509136,0.0,nan,3.080079964710115,7.624632,-23.174729484509136,6.355768,0.0,43,10,-28.70928599341085,-18.268928015215696,3.080079964710115,-23.174729484509136,1256000,-23.174729484509136,-61.972458,10
-18.135829222817794,0.0,0.0,29.889812,44,-26.73472905803076,-21.364569881780202,0.0,nan,3.2078324122373334,7.624632,-21.364569881780202,6.3603215,0.0,44,10,-26.73472905803076,-18.135829222817794,3.2078324122373334,-21.3645698817802,1280000,-21.3645698817802,-63.58687,10
-17.33140072176263,0.0,0.0,29.594177,45,-26.743207115935622,-22.962341581172993,0.0,nan,2.962921072747364,7.624632,-22.962341581172993,6.3634267,0.0,45,10,-26.743207115935622,-17.33140072176263,2.962921072747364,-22.962341581172996,1304000,-22.962341581172996,-65.36372,10
-16.08928892727879,0.0,0.0,29.17961,46,-24.80595639732896,-20.908420217995726,0.0,nan,2.6998178405159274,7.624632,-20.908420217995726,6.3658104,0.0,46,10,-24.80595639732896,-16.08928892727879,2.6998178405159274,-20.908420217995726,1328000,-20.908420217995726,-66.91771,10
-16.919109094555633,0.0,0.0,28.742235,47,-27.554160493341975,-20.11846422068438,0.0,nan,3.2615664729981217,7.624632,-20.11846422068438,6.37223,0.0,47,10,-27.554160493341975,-16.919109094555633,3.2615664729981217,-20.11846422068439,1352000,-20.11846422068439,-68.30638,10
-17.690407049432217,0.0,0.0,28.514856,48,-28.024295523392365,-22.18729164438897,0.0,nan,3.447086155810478,7.624632,-22.18729164438897,6.374981,0.0,48,10,-28.024295523392365,-17.690407049432217,3.447086155810478,-22.187291644388974,1376000,-22.187291644388974,-69.82673,10
-18.017063104849562,0.0,0.0,28.248125,49,-25.95833313524576,-22.051423123340363,0.0,nan,2.568533915826787,7.624632,-22.051423123340363,6.3771276,0.0,49,10,-25.95833313524576,-18.017063104849562,2.568533915826787,-22.051423123340363,1400000,-22.051423123340363,-71.09809,10
-19.030343306468854,0.0,0.0,27.938644,50,-25.853049593530155,-22.51865475109023,0.0,nan,2.391986725567149,7.624632,-22.51865475109023,6.3802996,0.0,50,10,-25.853049593530155,-19.030343306468854,2.391986725567149,-22.51865475109023,1424000,-22.51865475109023,-72.41772,10
-18.12341673517181,0.0,0.0,27.588789,51,-27.308604689880813,-21.799362743547494,0.0,nan,2.809145811691071,7.624632,-21.799362743547494,6.384873,0.0,51,10,-27.308604689880813,-18.12341673517181,2.809145811691071,-21.799362743547494,1448000,-21.799362743547494,-73.999794,10
-18.840485861112207,0.0,0.0,27.240265,52,-26.3580452824372,-21.206993566408382,0.0,nan,2.0584840293315243,7.624632,-21.206993566408382,6.384812,0.0,52,10,-26.3580452824372,-18.840485861112207,2.0584840293315243,-21.206993566408386,1472000,-21.206993566408386,-75.385056,10
-16.760714507629633,0.0,0.0,27.182644,53,-27.545026104436776,-23.974002514618977,0.0,nan,3.5796281706479096,7.624632,-23.974002514618977,6.3905196,0.0,53,10,-27.545026104436776,-16.760714507629633,3.5796281706479096,-23.97400251461898,1496000,-23.97400251461898,-76.49989,10
-20.093373396610925,0.0,0.0,26.835457,54,-23.907307447498464,-21.97667438592344,0.0,nan,1.2166751136535834,7.624632,-21.97667438592344,6.3942323,0.0,54,10,-23.907307447498464,-20.093373396610925,1.2166751136535834,-21.976674385923435,1520000,-21.976674385923435,-77.628265,10
-18.257910202004982,0.0,0.0,26.7459,55,-27.366626051337605,-22.186071930058414,0.0,nan,3.4750131131488127,7.624632,-22.186071930058414,6.391825,0.0,55,10,-27.366626051337605,-18.257910202004982,3.4750131131488127,-22.186071930058414,1544000,-22.186071930058414,-78.541214,10
-16.89117011903185,0.0,0.0,26.406773,56,-27.47902780822964,-22.44959519883069,0.0,nan,4.046513941466758,7.624632,-22.44959519883069,6.3977675,0.0,56,10,-27.47902780822964,-16.89117011903185,4.046513941466758,-22.449595198830693,1568000,-22.449595198830693,-79.8273,10
-18.265940982153055,0.0,0.0,26.153732,57,-27.775250740693505,-22.772740927558385,0.0,nan,3.333764574165346,7.624632,-22.772740927558385,6.3981767,0.0,57,10,-27.775250740693505,-18.265940982153055,3.333764574165346,-22.77274092755838,1592000,-22.77274092755838,-80.92119,10
-18.2098961115591,0.0,0.0,25.658531,58,-27.34466873169408,-23.50389994663393,0.0,nan,2.763837056321933,7.624632,-23.50389994663393,6.3990197,0.0,58,10,-27.34466873169408,-18.2098961115591,2.763837056321933,-23.50389994663393,1616000,-23.50389994663393,-82.212944,10
-17.449693297843318,0.0,0.0,25.229248,59,-26.190520379667188,-21.97715379996691,0.0,nan,2.9011513154449724,7.624632,-21.97715379996691,6.404339,0.0,59,10,-26.190520379667188,-17.449693297843318,2.9011513154449724,-21.977153799966914,1640000,-21.977153799966914,-83.215416,10
-18.091613279550206,0.0,0.0,25.176485,60,-25.904926518025427,-22.169355351648505,0.0,nan,3.152618268368749,7.624632,-22.169355351648505,6.4071665,0.0,60,10,-25.904926518025427,-18.091613279550206,3.152618268368749,-22.169355351648502,1664000,-22.169355351648502,-84.14174,10
-18.299237326305448,0.0,0.0,25.032778,61,-25.92351408052763,-22.657339627289065,0.0,nan,2.350843221177534,7.624632,-22.657339627289065,6.40905,0.0,61,10,-25.92351408052763,-18.299237326305448,2.350843221177534,-22.657339627289073,1688000,-22.657339627289073,-85.0334,10
-19.096565706997495,0.0,0.0,24.757605,62,-26.45735860262629,-22.463370488614647,0.0,nan,2.556216416611568,7.624632,-22.463370488614647,6.4104795,0.0,62,10,-26.45735860262629,-19.096565706997495,2.556216416611568,-22.46337048861465,1712000,-22.46337048861465,-86.09224,10
-19.406905899242805,0.0,0.0,24.65695,63,-24.66810984772633,-21.96431306716579,0.0,nan,1.6820600931812364,7.624632,-21.96431306716579,6.4102893,0.0,63,10,-24.66810984772633,-19.406905899242805,1.6820600931812364,-21.964313067165797,1736000,-21.964313067165797,-86.85203,10
-17.717562158186738,0.0,0.0,24.318493,64,-26.283669805528874,-23.540853385111042,0.0,nan,2.624987287436383,7.624632,-23.540853385111042,6.410833,0.0,64,10,-26.283669805528874,-17.717562158186738,2.624987287436383,-23.540853385111042,1760000,-23.540853385111042,-87.77203,10
-18.32255865419679,0.0,0.0,24.032097,65,-27.35059430403949,-22.173960213789037,0.0,nan,3.4948516742934057,7.624632,-22.173960213789037,6.417726,0.0,65,10,-27.35059430403949,-18.32255865419679,3.4948516742934057,-22.173960213789037,1784000,-22.173960213789037,-88.788284,10
-17.73960523382933,0.0,0.0,23.814564,66,-25.502126705546818,-22.103233767082408,0.0,nan,2.588909613855905,7.624632,-22.103233767082408,6.4163213,0.0,66,10,-25.502126705546818,-17.73960523382933,2.588909613855905,-22.103233767082408,1808000,-22.103233767082408,-89.60949,10
-19.45313245644025,0.0,0.0,23.702894,67,-26.044890445388013,-22.807834581287306,0.0,nan,2.3275160218747706,7.624632,-22.807834581287306,6.4197836,0.0,67,10,-26.044890445388013,-19.45313245644025,2.3275160218747706,-22.80783458128731,1832000,-22.80783458128731,-90.25563,10
-17.23042229232894,0.0,0.0,23.556023,68,-24.60086889351323,-21.15777202233171,0.0,nan,2.4595418793310238,7.624632,-21.15777202233171,6.4227657,0.0,68,10,-24.60086889351323,-17.23042229232894,2.4595418793310238,-21.157772022331716,1856000,-21.157772022331716,-91.20655,10
-18.69629826874056,0.0,0.0,23.291992,69,-26.325751048737512,-21.453821376674078,0.0,nan,2.5277742878357587,7.624632,-21.453821376674078,6.4243464,0.0,69,10,-26.325751048737512,-18.69629826874056,2.5277742878357587,-21.453821376674075,1880000,-21.453821376674075,-92.18688,10
-18.235761757878514,0.0,0.0,23.122635,70,-26.860635106208285,-21.60771447317071,0.0,nan,3.004763132895732,7.624632,-21.60771447317071,6.424921,0.0,70,10,-26.860635106208285,-18.235761757878514,3.004763132895732,-21.60771447317071,1904000,-21.60771447317071,-92.930565,10
-20.113379899645963,0.0,0.0,22.866758,71,-26.864858227236734,-24.16430028047157,0.0,nan,2.465393741574426,7.624632,-24.16430028047157,6.424796,0.0,71,10,-26.864858227236734,-20.113379899645963,2.465393741574426,-24.16430028047156,1928000,-24.16430028047156,-93.53113,10
-18.476850236972357,0.0,0.0,22.804058,72,-26.651201201467064,-23.603040043703785,0.0,nan,2.409439602009093,7.624632,-23.603040043703785,6.4297476,0.0,72,10,-26.651201201467064,-18.476850236972357,2.409439602009093,-23.603040043703782,1952000,-23.603040043703782,-94.191315,10
-18.09249449623588,0.0,0.0,22.588324,73,-27.03126937729364,-22.952521037271957,0.0,nan,2.618725371613805,7.624632,-22.952521037271957,6.4294577,0.0,73,10,-27.03126937729364,-18.09249449623588,2.618725371613805,-22.952521037271953,1976000,-22.952521037271953,-95.025406,10
-19.201988967489097,0.0,0.0,22.407934,74,-25.728694254545303,-23.090291539406127,0.0,nan,2.2469118934570296,7.624632,-23.090291539406127,6.4318943,0.0,74,10,-25.728694254545303,-19.201988967489097,2.2469118934570296,-23.09029153940613,2000000,-23.09029153940613,-95.81451,10
-18.70840066683865,0.0,0.0,22.211367,75,-22.25118887156208,-21.039223911750177,0.0,nan,1.051195063588493,7.624632,-21.039223911750177,6.4357157,0.0,75,10,-22.25118887156208,-18.70840066683865,1.051195063588493,-21.039223911750177,2024000,-21.039223911750177,-96.50714,10
-19.149063198772065,0.0,0.0,22.040407,76,-25.37707305235629,-22.544602812686513,0.0,nan,2.214437700340209,7.624632,-22.544602812686513,6.4403315,0.0,76,10,-25.37707305235629,-19.149063198772065,2.214437700340209,-22.544602812686502,2048000,-22.544602812686502,-97.00189,10
-17.5997566702859,0.0,0.0,22.011574,77,-26.408305994710183,-21.593492424684097,0.0,nan,3.2611366284487184,7.624632,-21.593492424684097,6.4392977,0.0,77,10,-26.408305994710183,-17.5997566702859,3.2611366284487184,-21.593492424684094,2072000,-21.593492424684094,-97.68713,10
-18.505725079693683,0.0,0.0,21.919378,78,-26.394013075760483,-22.350035424410482,0.0,nan,2.5506821219384856,7.624632,-22.350035424410482,6.4414334,0.0,78,10,-26.394013075760483,-18.505725079693683,2.5506821219384856,-22.350035424410486,2096000,-22.350035424410486,-98.374985,10
-18.115784560815165,0.0,0.0,21.643528,79,-23.272132745993076,-20.95782246468215,0.0,nan,1.7508540567819622,7.624632,-20.95782246468215,6.440373,0.0,79,10,-23.272132745993076,-18.115784560815165,1.7508540567819622,-20.957822464682145,2120000,-20.957822464682145,-98.893936,10
-17.270709238471667,0.0,0.0,21.629831,80,-23.97708453447154,-21.68080645472324,0.0,nan,2.029889331862785,7.624632,-21.68080645472324,6.4460034,0.0,80,10,-23.97708453447154,-17.270709238471667,2.029889331862785,-21.68080645472324,2144000,-21.68080645472324,-99.64067,10
-17.73384008580182,0.0,0.0,21.295832,81,-25.181769781205688,-21.660425057020404,0.0,nan,2.273200726544333,7.624632,-21.660425057020404,6.4458203,0.0,81,10,-25.181769781205688,-17.73384008580182,2.273200726544333,-21.660425057020404,2168000,-21.660425057020404,-100.10704,10
-16.82664400388196,0.0,0.0,21.22871,82,-24.751595100319822,-20.458644143221456,0.0,nan,2.4582327911628474,7.624632,-20.458644143221456,6.4460106,0.0,82,10,-24.751595100319822,-16.82664400388196,2.4582327911628474,-20.458644143221456,2192000,-20.458644143221456,-100.69564,10
-17.592314268911338,0.0,0.0,21.060484,83,-24.739629374383036,-21.605544818605715,0.0,nan,2.1940262284837826,7.624632,-21.605544818605715,6.446303,0.0,83,10,-24.739629374383036,-17.592314268911338,2.1940262284837826,-21.605544818605715,2216000,-21.605544818605715,-101.29731,10
-18.94047416351636,0.0,0.0,20.72607,84,-25.041238919245696,-21.5663661481912,0.0,nan,1.92081956556699,7.624632,-21.5663661481912,6.44839,0.0,84,10,-25.041238919245696,-18.94047416351636,1.92081956556699,-21.566366148191204,2240000,-21.566366148191204,-101.82146,10
-17.770543476854687,0.0,0.0,20.739653,85,-24.35987494387762,-21.065036490232337,0.0,nan,1.8626370336845492,7.624632,-21.065036490232337,6.451618,0.0,85,10,-24.35987494387762,-17.770543476854687,1.8626370336845492,-21.065036490232348,2264000,-21.065036490232348,-102.39306,10
-18.696355149333083,0.0,0.0,20.681946,86,-25.533374901031113,-22.584996499620978,0.0,nan,2.404619866170588,7.624632,-22.584996499620978,6.4521008,0.0,86,10,-25.533374901031113,-18.696355149333083,2.404619866170588,-22.584996499620985,2288000,-22.584996499620985,-102.85978,10
-16.150655716657564,0.0,0.0,20.463789,87,-24.48762932905091,-21.448028999139332,0.0,nan,2.4488382871853966,7.624632,-21.448028999139332,6.453128,0.0,87,10,-24.48762932905091,-16.150655716657564,2.4488382871853966,-21.448028999139332,2312000,-21.448028999139332,-103.38284,10
-17.032723821091476,0.0,0.0,20.480501,88,-22.283258445183108,-20.086145092326923,0.0,nan,1.5743423479288663,7.624632,-20.086145092326923,6.452784,0.0,88,10,-22.283258445183108,-17.032723821091476,1.5743423479288663,-20.086145092326923,2336000,-20.086145092326923,-103.76336,10
-17.412586410726565,0.0,0.0,20.374784,89,-25.665249499754147,-21.92557707202214,0.0,nan,2.660739333709054,7.624632,-21.92557707202214,6.4559026,0.0,89,10,-25.665249499754147,-17.412586410726565,2.660739333709054,-21.925577072022133,2360000,-21.925577072022133,-104.30002,10
-17.500824819497435,0.0,0.0,20.205353,90,-23.7286496217294,-19.470263277178546,0.0,nan,1.981915585082404,7.624632,-19.470263277178546,6.4544387,0.0,90,10,-23.7286496217294,-17.500824819497435,1.981915585082404,-19.47026327717855,2384000,-19.47026327717855,-104.6953,10
-18.304396244459163,0.0,0.0,20.15537,91,-25.656580624726093,-23.295874984501964,0.0,nan,2.506437034477269,7.624632,-23.295874984501964,6.4565215,0.0,91,10,-25.656580624726093,-18.304396244459163,2.506437034477269,-23.295874984501967,2408000,-23.295874984501967,-105.15969,10
