MetaTest/button-press-topdown-wall-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate
41234.7246470569,10,102290.19414075324,102290.19414075324,341357.47774564015,41234.72464705689,-94.35855741540263,41234.72464705689,10,0.0,0.2,341357.47774564015,35,-94.35855741540263,0.0,1064000,35,41234.7246470569,0.2
35677.08315553033,10,99312.326992976,99312.326992976,332934.8961712335,35677.08315553035,-89.12210324608093,35677.08315553035,10,0.0,0.1,332934.8961712335,36,-89.12210324608093,0.0,1088000,36,35677.08315553033,0.1
-114.25229015671832,10,25.219748108485703,25.219748108485703,-84.97677150032189,-114.2522901567183,-147.42624677109853,-114.2522901567183,10,0.0,0.0,-84.97677150032189,37,-147.42624677109853,0.0,1112000,37,-114.25229015671832,0.0
15452.549084690758,10,46507.14678431185,46507.14678431185,154973.96181666787,15452.54908469074,-90.32844698012619,15452.54908469074,10,0.0,0.1,154973.96181666787,38,-90.32844698012619,0.0,1136000,38,15452.549084690758,0.1
33244.71093741446,10,99954.69897247296,99954.69897247296,333108.79887470166,33244.710937414464,-111.86358933904854,33244.710937414464,10,0.0,0.1,333108.79887470166,39,-111.86358933904854,0.0,1160000,39,33244.71093741446,0.1
65011.51050866649,10,130206.29298676983,130206.29298676983,330099.751873374,65011.51050866653,-116.94221462523952,65011.51050866653,10,0.0,0.3,330099.751873374,40,-116.94221462523952,0.0,1184000,40,65011.51050866649,0.3
51572.97728802885,10,64622.50662153401,64622.50662153401,143708.21519726943,51572.97728802885,-89.34013449893064,51572.97728802885,10,0.0,0.0,143708.21519726943,41,-89.34013449893064,0.0,1208000,41,51572.97728802885,0.0
93728.3066168154,10,144237.10706773953,144237.10706773953,336307.83626315714,93728.30661681539,-83.01736063713578,93728.30661681539,10,0.0,0.3,336307.83626315714,42,-83.01736063713578,0.0,1232000,42,93728.3066168154,0.3
138.9179933302705,10,583.1222660585864,583.1222660585864,1886.211606482314,138.91799333027058,-89.23668719761797,138.91799333027058,10,0.0,0.0,1886.211606482314,43,-89.23668719761797,0.0,1256000,43,138.9179933302705,0.0
71165.55440753323,10,93809.33553561644,93809.33553561644,262405.67258640705,71165.55440753323,-85.11918127804026,71165.55440753323,10,0.0,0.4,262405.67258640705,44,-85.11918127804026,0.0,1280000,44,71165.55440753323,0.4
39685.50453155568,10,100382.90746033049,100382.90746033049,335744.058770081,39685.50453155571,-89.9219272850453,39685.50453155571,10,0.0,0.4,335744.058770081,45,-89.9219272850453,0.0,1304000,45,39685.50453155568,0.4
47995.65247528891,10,61473.43821007533,61473.43821007533,137117.73930041594,47995.65247528891,-82.66611837131452,47995.65247528891,10,0.0,0.0,137117.73930041594,46,-82.66611837131452,0.0,1328000,46,47995.65247528891,0.0
6315.970943112736,10,17418.570322823838,17418.570322823838,58364.56553196741,6315.970943112732,-93.83689956380776,6315.970943112732,10,0.0,0.1,58364.56553196741,47,-93.83689956380776,0.0,1352000,47,6315.970943112736,0.1
88448.63015245552,10,97526.23122121366,97526.23122121366,284781.8597842542,88448.63015245547,-86.09463336933169,88448.63015245547,10,0.0,0.2,284781.8597842542,48,-86.09463336933169,0.0,1376000,48,88448.63015245552,0.2
68820.10469105304,10,99124.45077910258,99124.45077910258,324021.0837183688,68820.10469105301,-92.68392017861447,68820.10469105301,10,0.0,0.3,324021.0837183688,49,-92.68392017861447,0.0,1400000,49,68820.10469105304,0.3
66779.11119673648,10,133663.15018433216,133663.15018433216,338549.9928062046,66779.11119673654,-91.46223729764603,66779.11119673654,10,0.0,0.3,338549.9928062046,50,-91.46223729764603,0.0,1424000,50,66779.11119673648,0.3
31012.808020667802,10,57099.73903454209,57099.73903454209,147062.66959853677,31012.808020667802,-92.31345636989714,31012.808020667802,10,0.0,0.0,147062.66959853677,51,-92.31345636989714,0.0,1448000,51,31012.808020667802,0.0
19857.173878630987,10,39926.66209438358,39926.66209438358,126776.13433887996,19857.173878630994,-95.36322637234626,19857.173878630994,10,0.0,0.0,126776.13433887996,52,-95.36322637234626,0.0,1472000,52,19857.173878630987,0.0
65442.073565357656,10,131018.7034821968,131018.7034821968,328730.4661332806,65442.073565357656,-92.51689110351481,65442.073565357656,10,0.0,0.3,328730.4661332806,53,-92.51689110351481,0.0,1496000,53,65442.073565357656,0.3
32957.31344668019,10,55131.58534098052,55131.58534098052,148993.83355606874,32957.313446680186,-87.64067777084489,32957.313446680186,10,0.0,0.0,148993.83355606874,54,-87.64067777084489,0.0,1520000,54,32957.31344668019,0.0
95532.52350245044,10,116151.64684843061,116151.64684843061,321552.429972309,95532.5235024504,-95.11155559431694,95532.5235024504,10,0.0,0.1,321552.429972309,55,-95.11155559431694,0.0,1544000,55,95532.52350245044,0.1
152312.14308518113,10,153192.92685658133,153192.92685658133,321733.1684254272,152312.14308518113,-92.179038116428,152312.14308518113,10,0.0,0.5,321733.1684254272,56,-92.179038116428,0.0,1568000,56,152312.14308518113,0.5
39946.38382700666,10,82353.47724881751,82353.47724881751,250622.68782737196,39946.38382700666,-89.01798066541936,39946.38382700666,10,0.0,0.1,250622.68782737196,57,-89.01798066541936,0.0,1592000,57,39946.38382700666,0.1
124839.55326403887,10,136316.13695476876,136316.13695476876,333103.2882314249,124839.55326403891,-99.84716801530034,124839.55326403891,10,0.0,0.5,333103.2882314249,58,-99.84716801530034,0.0,1616000,58,124839.55326403887,0.5
99136.82339068849,10,151501.86324237773,151501.86324237773,334151.4185484102,99136.82339068844,-67.83426324412873,99136.82339068844,10,0.0,0.4,334151.4185484102,59,-67.83426324412873,0.0,1640000,59,99136.82339068849,0.4
87279.63397369832,10,115193.85943934858,115193.85943934858,329940.71705264517,87279.63397369828,-83.31067381370018,87279.63397369828,10,0.0,0.1,329940.71705264517,60,-83.31067381370018,0.0,1664000,60,87279.63397369832,0.1
85721.7072454541,10,109376.09810693133,109376.09810693133,310891.3143608979,85721.70724545405,-82.29848593844481,85721.70724545405,10,0.0,0.1,310891.3143608979,61,-82.29848593844481,0.0,1688000,61,85721.7072454541,0.1
8958.828140792264,10,26999.887240669337,26999.887240669337,89958.47299449852,8958.82814079226,-72.81655110023428,8958.82814079226,10,0.0,0.0,89958.47299449852,62,-72.81655110023428,0.0,1712000,62,8958.828140792264,0.0
104538.15478506408,10,116209.75406256349,116209.75406256349,331031.56855555635,104538.15478506409,-82.09486447426436,104538.15478506409,10,0.0,0.3,331031.56855555635,63,-82.09486447426436,0.0,1736000,63,104538.15478506408,0.3
151358.56005262496,10,153122.12690807963,153122.12690807963,328365.732839447,151358.56005262505,-62.90045199467717,151358.56005262505,10,0.0,0.4,328365.732839447,64,-62.90045199467717,0.0,1760000,64,151358.56005262496,0.4
112372.15180932482,10,149002.75488873318,149002.75488873318,336058.88072590786,112372.15180932489,-84.3139007017694,112372.15180932489,10,0.0,0.4,336058.88072590786,65,-84.3139007017694,0.0,1784000,65,112372.15180932482,0.4
80606.19553352869,10,110739.18853988026,110739.18853988026,311836.70868713356,80606.19553352863,-112.81133758179364,80606.19553352863,10,0.0,0.4,311836.70868713356,66,-112.81133758179364,0.0,1808000,66,80606.19553352869,0.4
139611.31184305012,10,146440.27161685133,146440.27161685133,331202.90585503954,139611.31184305024,-141.3493532038662,139611.31184305024,10,0.0,0.5,331202.90585503954,67,-141.3493532038662,0.0,1832000,67,139611.31184305012,0.5
32099.441856312973,10,74162.5104892994,74162.5104892994,250049.10090199576,32099.441856312955,-95.7048334378376,32099.441856312955,10,0.0,0.2,250049.10090199576,68,-95.7048334378376,0.0,1856000,68,32099.441856312973,0.2
54859.24679090716,10,71670.06540651053,71670.06540651053,198808.43238238737,54859.24679090716,-81.40594677936221,54859.24679090716,10,0.0,0.0,198808.43238238737,69,-81.40594677936221,0.0,1880000,69,54859.24679090716,0.0
82547.78797224491,10,132690.83056364878,132690.83056364878,345463.30394382705,82547.78797224491,-94.54552833997963,82547.78797224491,10,0.0,0.3,345463.30394382705,70,-94.54552833997963,0.0,1904000,70,82547.78797224491,0.3
161286.99181243015,10,142494.55271599902,142494.55271599902,337829.48994079325,161286.99181243015,-27.513918147345212,161286.99181243015,10,0.0,0.6,337829.48994079325,71,-27.513918147345212,0.0,1928000,71,161286.99181243015,0.6
128730.33230389867,10,132521.92483724738,132521.92483724738,331779.5540906721,128730.33230389867,-28.119346059936625,128730.33230389867,10,0.0,0.5,331779.5540906721,72,-28.119346059936625,0.0,1952000,72,128730.33230389867,0.5
79788.92773073554,10,105073.45623645834,105073.45623645834,335311.28482178086,79788.92773073557,-65.91221606171241,79788.92773073557,10,0.0,0.4,335311.28482178086,73,-65.91221606171241,0.0,1976000,73,79788.92773073554,0.4
65902.25117989739,10,124676.45977207311,124676.45977207311,344920.28350379417,65902.25117989743,-108.6971310885482,65902.25117989743,10,0.0,0.5,344920.28350379417,74,-108.6971310885482,0.0,2000000,74,65902.25117989739,0.5
116658.06447542153,10,149269.74574404518,149269.74574404518,342432.41555639927,116658.06447542153,-62.568299266593534,116658.06447542153,10,0.0,0.5,342432.41555639927,75,-62.568299266593534,0.0,2024000,75,116658.06447542153,0.5
116557.72262358654,10,126790.51407209475,126790.51407209475,337362.4609286362,116557.72262358654,-53.34814762710635,116557.72262358654,10,0.0,0.5,337362.4609286362,76,-53.34814762710635,0.0,2048000,76,116557.72262358654,0.5
107401.13838557084,10,147773.9138710254,147773.9138710254,333641.151660195,107401.13838557084,-22.375312778814514,107401.13838557084,10,0.0,0.5,333641.151660195,77,-22.375312778814514,0.0,2072000,77,107401.13838557084,0.5
9303.234494620589,10,25472.640251604513,25472.640251604513,85366.12875504445,9303.234494620585,-91.11540108179665,9303.234494620585,10,0.0,0.1,85366.12875504445,78,-91.11540108179665,0.0,2096000,78,9303.234494620589,0.1
150461.8395652917,10,151331.70349648493,151331.70349648493,338545.45649561594,150461.83956529165,-60.629279866152224,150461.83956529165,10,0.0,0.5,338545.45649561594,79,-60.629279866152224,0.0,2120000,79,150461.8395652917,0.5
145153.21334249648,10,152483.1792342051,152483.1792342051,338838.81456070254,145153.21334249646,-48.33916184210935,145153.21334249646,10,0.0,0.5,338838.81456070254,80,-48.33916184210935,0.0,2144000,80,145153.21334249648,0.5
-103.35674483102567,10,6.3392037604408715,6.3392037604408715,-93.3787790185067,-103.35674483102567,-112.46140638949522,-103.35674483102567,10,0.0,0.0,-93.3787790185067,81,-112.46140638949522,0.0,2168000,81,-103.35674483102567,0.0
144482.25219052917,10,117942.12301814838,117942.12301814838,342049.67378415057,144482.25219052917,-19.480044436745853,144482.25219052917,10,0.0,0.5,342049.67378415057,82,-19.480044436745853,0.0,2192000,82,144482.25219052917,0.5
128021.30237313399,10,140665.41104025874,140665.41104025874,332736.0426247547,128021.30237313399,-53.18742357023596,128021.30237313399,10,0.0,0.5,332736.0426247547,83,-53.18742357023596,0.0,2216000,83,128021.30237313399,0.5
117576.27745892476,10,130102.79245683731,130102.79245683731,315780.73636117886,117576.27745892471,-84.60073634361206,117576.27745892471,10,0.0,0.4,315780.73636117886,84,-84.60073634361206,0.0,2240000,84,117576.27745892476,0.4
33714.4651651314,10,101380.91843380014,101380.91843380014,337857.1774164291,33714.465165131405,-153.21128205342416,33714.465165131405,10,0.0,0.2,337857.1774164291,85,-153.21128205342416,0.0,2264000,85,33714.4651651314,0.2
89453.6579453031,10,110574.17230040349,110574.17230040349,315246.57580636046,89453.65794530313,-153.96906375869725,89453.65794530313,10,0.0,0.2,315246.57580636046,86,-153.96906375869725,0.0,2288000,86,89453.6579453031,0.2
119389.04767538249,10,148224.56043809015,148224.56043809015,329641.1316636172,119389.04767538246,-155.9583628065598,119389.04767538246,10,0.0,0.4,329641.1316636172,87,-155.9583628065598,0.0,2312000,87,119389.04767538249,0.4
110753.63312655636,10,138907.8973456815,138907.8973456815,319456.58958438237,110753.63312655636,-91.81247419545676,110753.63312655636,10,0.0,0.4,319456.58958438237,88,-91.81247419545676,0.0,2336000,88,110753.63312655636,0.4
53426.21977470367,10,89349.2336499658,89349.2336499658,271297.8438708762,53426.219774703684,-107.05125200970535,53426.219774703684,10,0.0,0.2,271297.8438708762,89,-107.05125200970535,0.0,2360000,89,53426.21977470367,0.2
135109.268408862,10,141258.62526324135,141258.62526324135,343340.51899160456,135109.268408862,-137.5853928584671,135109.268408862,10,0.0,0.5,343340.51899160456,90,-137.5853928584671,0.0,2384000,90,135109.268408862,0.5
138149.98458578408,10,147878.05586574014,147878.05586574014,340752.1492935936,138149.9845857841,-59.00728660885126,138149.9845857841,10,0.0,0.4,340752.1492935936,91,-59.00728660885126,0.0,2408000,91,138149.98458578408,0.4
137157.63452403646,10,141287.31333979638,141287.31333979638,337301.9849968877,137157.6345240365,-58.509123878571835,137157.6345240365,10,0.0,0.4,337301.9849968877,92,-58.509123878571835,0.0,2432000,92,137157.63452403646,0.4
99223.04869599808,10,127349.90967873979,127349.90967873979,319102.6144787804,99223.04869599812,-158.8815988269076,99223.04869599812,10,0.0,0.3,319102.6144787804,93,-158.8815988269076,0.0,2456000,93,99223.04869599808,0.3
108202.95023106512,10,133872.713884745,133872.713884745,327235.64848350023,108202.95023106509,-99.45032874092028,108202.95023106509,10,0.0,0.5,327235.64848350023,94,-99.45032874092028,0.0,2480000,94,108202.95023106512,0.5
79838.80959416131,10,125443.99440928463,125443.99440928463,315055.1274652189,79838.80959416134,-99.0276682687807,79838.80959416134,10,0.0,0.3,315055.1274652189,95,-99.0276682687807,0.0,2504000,95,79838.80959416131,0.3
50206.76741076302,10,105025.61932501712,105025.61932501712,319053.4564903454,50206.76741076303,-156.10940770346613,50206.76741076303,10,0.0,0.2,319053.4564903454,96,-156.10940770346613,0.0,2528000,96,50206.76741076302,0.2
56633.13800563479,10,115597.97582115786,115597.97582115786,333490.111524695,56633.13800563477,-154.51353960546902,56633.13800563477,10,0.0,0.2,333490.111524695,97,-154.51353960546902,0.0,2552000,97,56633.13800563479,0.2
141614.13335695275,10,144699.7817060552,144699.7817060552,329754.0357792045,141614.13335695275,-103.00800466430563,141614.13335695275,10,0.0,0.4,329754.0357792045,98,-103.00800466430563,0.0,2576000,98,141614.13335695275,0.4
80854.58356230664,10,93777.51931689346,93777.51931689346,224254.16245810868,80854.58356230662,-92.58096820650772,80854.58356230662,10,0.0,0.3,224254.16245810868,99,-92.58096820650772,0.0,2600000,99,80854.58356230664,0.3
92746.2358160899,10,138193.50371949436,138193.50371949436,335093.76406162407,92746.23581608987,-148.98569282632633,92746.23581608987,10,0.0,0.4,335093.76406162407,100,-148.98569282632633,0.0,2624000,100,92746.2358160899,0.4
96069.56404723265,10,146989.8862013828,146989.8862013828,332224.39252067567,96069.5640472327,-152.1655277354942,96069.5640472327,10,0.0,0.4,332224.39252067567,101,-152.1655277354942,0.0,2648000,101,96069.56404723265,0.4
75606.77962832319,10,121002.74999609587,121002.74999609587,302278.12823019223,75606.77962832316,-147.53079503193757,75606.77962832316,10,0.0,0.2,302278.12823019223,102,-147.53079503193757,0.0,2672000,102,75606.77962832319,0.2
54315.6034264666,10,78053.91664990634,78053.91664990634,203519.73647488662,54315.603426466616,-146.03134810821012,54315.603426466616,10,0.0,0.2,203519.73647488662,103,-146.03134810821012,0.0,2696000,103,54315.6034264666,0.2
55264.01530818333,10,108476.13975227963,108476.13975227963,331210.94122829987,55264.01530818334,-144.8068486936131,55264.01530818334,10,0.0,0.3,331210.94122829987,104,-144.8068486936131,0.0,2720000,104,55264.01530818333,0.3
106037.9737812313,10,134963.04546806053,134963.04546806053,327502.2922595652,106037.9737812313,-148.43120739377264,106037.9737812313,10,0.0,0.3,327502.2922595652,105,-148.43120739377264,0.0,2744000,105,106037.9737812313,0.3
100273.95987562247,10,153287.40567696272,153287.40567696272,340075.2178785829,100273.9598756225,-89.18374474720488,100273.9598756225,10,0.0,0.3,340075.2178785829,106,-89.18374474720488,0.0,2768000,106,100273.95987562247,0.3
115823.11829128482,10,142850.66094053347,142850.66094053347,327709.53789413086,115823.11829128482,-36.91857150345893,115823.11829128482,10,0.0,0.5,327709.53789413086,107,-36.91857150345893,0.0,2792000,107,115823.11829128482,0.5
109286.89970850086,10,137263.80312951977,137263.80312951977,326406.7626101071,109286.89970850086,-91.4023347415444,109286.89970850086,10,0.0,0.5,326406.7626101071,108,-91.4023347415444,0.0,2816000,108,109286.89970850086,0.5
129096.9393418758,10,140077.87145849096,140077.87145849096,327357.6988991298,129096.93934187581,-94.20333433263372,129096.93934187581,10,0.0,0.5,327357.6988991298,109,-94.20333433263372,0.0,2840000,109,129096.9393418758,0.5
145153.850438016,10,154493.53584696475,154493.53584696475,337253.3018924658,145153.85043801597,-98.20181082542253,145153.85043801597,10,0.0,0.5,337253.3018924658,110,-98.20181082542253,0.0,2864000,110,145153.850438016,0.5
127016.38041842247,10,149972.73473180484,149972.73473180484,342111.32572100806,127016.38041842254,-87.9573853983747,127016.38041842254,10,0.0,0.5,342111.32572100806,111,-87.9573853983747,0.0,2888000,111,127016.38041842247,0.5
95305.45980728573,10,113029.47146981696,113029.47146981696,290091.2896618618,95305.45980728576,-141.88829465210563,95305.45980728576,10,0.0,0.5,290091.2896618618,112,-141.88829465210563,0.0,2912000,112,95305.45980728573,0.5
119286.31589066001,10,150430.97227294603,150430.97227294603,341268.37952455063,119286.31589066004,-84.73077280876905,119286.31589066004,10,0.0,0.4,341268.37952455063,113,-84.73077280876905,0.0,2936000,113,119286.31589066001,0.4
136277.3861292985,10,143324.70040667255,143324.70040667255,339423.77377412654,136277.38612929854,-86.88640732851466,136277.38612929854,10,0.0,0.5,339423.77377412654,114,-86.88640732851466,0.0,2960000,114,136277.3861292985,0.5
35994.76357389867,10,94503.03730897472,94503.03730897472,317622.09129004256,35994.76357389863,-87.59151967249167,35994.76357389863,10,0.0,0.2,317622.09129004256,115,-87.59151967249167,0.0,2984000,115,35994.76357389867,0.2
92882.17527877902,10,128905.99188442044,128905.99188442044,325238.7366228904,92882.17527877903,-85.77670062770062,92882.17527877903,10,0.0,0.5,325238.7366228904,116,-85.77670062770062,0.0,3008000,116,92882.17527877902,0.5
97641.24579851048,10,124388.21917520344,124388.21917520344,322961.45187886426,97641.24579851048,-88.23958532427092,97641.24579851048,10,0.0,0.5,322961.45187886426,117,-88.23958532427092,0.0,3032000,117,97641.24579851048,0.5
73024.93731042449,10,105212.12829522048,105212.12829522048,305426.4521301957,73024.93731042446,-90.23004492105392,73024.93731042446,10,0.0,0.5,305426.4521301957,118,-90.23004492105392,0.0,3056000,118,73024.93731042449,0.5
