MetaTrain/Average/ContrastiveLoss,MetaTest/coffee-push-v1/NumTrajs,MetaTest/coffee-push-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTest/coffee-push-v1/MaxReturn,MetaTest/coffee-push-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/coffee-push-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/coffee-push-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/NumTrajs,MetaTest/coffee-push-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/coffee-push-v1/Iteration,MetaTest/coffee-push-v1/MinReturn,MetaTest/Average/SuccessRate
9.215082,10,0.0,787.0063646421376,0.0,84.65276727655129,-79.31384,nan,787.0063646421376,84.65276727655129,224000,340.7005589106408,-93.77824009254073,0.0,84.65276727655127,0,340.7005589106408,5.3003664,10,84.65276727655127,11736.458,0,-93.77824009254073,0.0
86.94461,10,0.0,-42.24263476166394,0.0,-77.55091270595219,-388.47653,nan,-42.24263476166394,-77.55091270595219,248000,21.607797960382445,-99.92456703694087,0.0,-77.55091270595216,1,21.607797960382445,0.54084146,10,-77.55091270595216,12616.008,1,-99.92456703694087,0.0
149.9913,10,0.0,178.8534182672255,0.0,-9.80865981032562,-1283.9412,nan,178.8534182672255,-9.80865981032562,272000,63.791180441846606,-50.20204503055288,0.0,-9.808659810325603,2,63.791180441846606,-4.501843,10,-9.808659810325603,24312.252,2,-50.20204503055288,0.0
1164.1305,10,0.0,667.5356494040709,0.0,44.384681770678746,-1803.7236,nan,667.5356494040709,44.384681770678746,296000,232.36197135615,-121.0833166650016,0.0,44.38468177067875,3,232.36197135615,-2.2292402,10,44.38468177067875,77376.91,3,-121.0833166650016,0.0
1722.787,10,0.0,-29.423948930193287,0.0,-37.98594412961872,-9712.798,nan,-29.423948930193287,-37.98594412961872,320000,8.301617533236621,-52.3100393121242,0.0,-37.985944129618716,4,8.301617533236621,-5.862618,10,-37.985944129618716,458238.94,4,-52.3100393121242,0.0
1569.4597,10,0.0,-29.53508516433652,0.0,-80.07512410636038,-37108.543,nan,-29.53508516433652,-80.07512410636038,344000,47.60815258573236,-135.32259702198536,0.0,-80.07512410636036,5,47.60815258573236,-15.407368,10,-80.07512410636036,5768909.0,5,-135.32259702198536,0.0
23447.703,10,0.0,-16.602638444642526,0.0,-44.40023064971409,-10944.178,nan,-16.602638444642526,-44.40023064971409,368000,10.581583304077457,-56.79367620425081,0.0,-44.40023064971408,6,10.581583304077457,-2.84604,10,-44.40023064971408,637969.0,6,-56.79367620425081,0.0
32808.74,10,0.0,-69.74026812723791,0.0,-104.10420611615095,-21364.8,nan,-69.74026812723791,-104.10420611615095,392000,11.818072151538981,-113.56656607324759,0.0,-104.1042061161509,7,11.818072151538981,-6.0644116,10,-104.1042061161509,871160.8,7,-113.56656607324759,0.0
27031.078,10,0.0,-41.83611711641829,0.0,-97.37886626575093,-10532.666,nan,-41.83611711641829,-97.37886626575093,416000,20.156552981197756,-117.12622599513618,0.0,-97.37886626575093,8,20.156552981197756,-2.8420556,10,-97.37886626575093,838612.9,8,-117.12622599513618,0.0
88436.52,10,0.0,18.26921033050923,0.0,-57.889602604475,-22384.568,nan,18.26921033050923,-57.889602604475,440000,42.32930691510538,-125.33587151180782,0.0,-57.889602604475,9,42.32930691510538,-5.498507,10,-57.889602604475,1805327.4,9,-125.33587151180782,0.0
21570.053,10,0.0,-64.76827330709662,0.0,-77.85615114383266,-22760.86,nan,-64.76827330709662,-77.85615114383266,464000,8.663774205032094,-88.57984506123238,0.0,-77.85615114383268,10,8.663774205032094,-5.6025157,10,-77.85615114383268,1233857.2,10,-88.57984506123238,0.0
10690.513,10,0.0,29.92861739256554,0.0,-47.63704215785616,-25.2685,nan,29.92861739256554,-47.63704215785616,488000,26.95341631993434,-65.19550009468907,0.0,-47.63704215785617,11,26.95341631993434,1.2289572,10,-47.63704215785617,605439.9,11,-65.19550009468907,0.0
34881.52,10,0.0,17.286345340014442,0.0,-52.03965994101882,-122.17961,nan,17.286345340014442,-52.03965994101882,512000,26.655601830634158,-86.54168545318862,0.0,-52.03965994101884,12,26.655601830634158,0.95425826,10,-52.03965994101884,636893.06,12,-86.54168545318862,0.0
18090.516,10,0.0,3907.1159001238307,0.0,419.60827692012197,-116.06937,nan,3907.1159001238307,419.60827692012197,536000,1172.9141505482846,-35.08965922094782,0.0,419.6082769201218,13,1172.9141505482846,2.4984248,10,419.6082769201218,451314.3,13,-35.08965922094782,0.0
15023.408,10,0.0,58926.513804166665,0.0,5921.211014819459,-6730.4507,nan,58926.513804166665,5921.211014819459,560000,17669.85791049019,-79.20751978293448,0.0,5921.2110148194615,14,17669.85791049019,-1.9370097,10,5921.2110148194615,948278.0,14,-79.20751978293448,0.0
39712.0,10,0.1,629.7778707007267,0.0,101.97772105105044,-45717.0,nan,629.7778707007267,101.97772105105044,584000,234.6182492332452,-69.48753455143718,0.0,101.97772105105041,15,234.6182492332452,-12.428262,10,101.97772105105041,1957039.0,15,-69.48753455143718,0.1
99059.94,10,0.0,-69.54610615864374,0.0,-84.67408827824926,-9964.779,nan,-69.54610615864374,-84.67408827824926,608000,10.841767728173707,-102.46270127003828,0.0,-84.67408827824924,16,10.841767728173707,-3.2734892,10,-84.67408827824924,3204169.2,16,-102.46270127003828,0.0
63368.402,10,0.0,52464.378794335906,0.0,5229.741272474392,-16938.547,nan,52464.378794335906,5229.741272474392,632000,15745.021488245357,-72.5068731744909,0.0,5229.741272474394,17,15745.021488245357,-4.3905063,10,5229.741272474394,2559461.5,17,-72.5068731744909,0.0
15110.166,10,0.1,46644.40605337143,0.0,5045.703143017284,-31326.344,nan,46644.40605337143,5045.703143017284,656000,13896.077560929712,-90.65407187016761,0.0,5045.70314301729,18,13896.077560929712,-7.2671394,10,5045.70314301729,3001665.2,18,-90.65407187016761,0.1
23430.018,10,0.0,1727.8585881694771,0.0,230.06109123515844,-40250.523,nan,1727.8585881694771,230.06109123515844,680000,572.2903408835637,-94.06898920661902,0.0,230.06109123515853,19,572.2903408835637,-9.834485,10,230.06109123515853,3825970.5,19,-94.06898920661902,0.0
12748.492,10,0.3,17908.871869287657,0.0,4187.7599508578205,-57231.27,nan,17908.871869287657,4187.7599508578205,704000,6678.821343146806,-52.323702056757725,0.0,4187.759950857819,20,6678.821343146806,-12.711426,10,4187.759950857819,5210021.0,20,-52.323702056757725,0.3
36437.79,10,0.3,22686.314175812036,0.0,4295.127597400935,-59280.68,nan,22686.314175812036,4295.127597400935,728000,7754.614618742797,-75.34009173797247,0.0,4295.127597400933,21,7754.614618742797,-13.604882,10,4295.127597400933,6391964.0,21,-75.34009173797247,0.3
25578.871,10,0.4,236922.90355514895,0.0,33456.88348943954,-70714.414,nan,236922.90355514895,33456.88348943954,752000,69980.52598371975,-72.29137830135998,0.0,33456.88348943954,22,69980.52598371975,-13.3341055,10,33456.88348943954,8759050.0,22,-72.29137830135998,0.4
149892.03,10,0.5,121379.56888055733,0.0,44979.18594707916,-93992.7,nan,121379.56888055733,44979.18594707916,776000,45406.93985631242,1163.7458495860196,0.0,44979.18594707915,23,45406.93985631242,-15.887447,10,44979.18594707915,13163964.0,23,1163.7458495860196,0.5
41498.285,10,0.2,166942.975017915,0.0,38862.92771190816,-117536.03,nan,166942.975017915,38862.92771190816,800000,52132.833141573785,-47.219204433024544,0.0,38862.92771190818,24,52132.833141573785,-17.794378,10,38862.92771190818,17668280.0,24,-47.219204433024544,0.2
32253.451,10,0.8,159715.64436355536,0.0,99310.76292628933,-103162.49,nan,159715.64436355536,99310.76292628933,824000,46281.380629808096,11587.33602811558,0.0,99310.76292628927,25,46281.380629808096,-15.755591,10,99310.76292628927,17101428.0,25,11587.33602811558,0.8
118476.305,10,0.4,165431.626395543,0.0,76699.70319635887,-102130.81,nan,165431.626395543,76699.70319635887,848000,60805.72344769135,-104.95823439570229,0.0,76699.7031963589,26,60805.72344769135,-16.445084,10,76699.7031963589,18130378.0,26,-104.95823439570229,0.4
17805.965,10,0.2,78690.5234143573,0.0,16039.635562196549,-135144.17,nan,78690.5234143573,16039.635562196549,872000,24407.941205180257,563.936359070206,0.0,16039.635562196549,27,24407.941205180257,-20.223515,10,16039.635562196549,24316662.0,27,563.936359070206,0.2
25807.11,10,0.7,200239.49063526618,0.0,97620.8134423149,-141509.95,nan,200239.49063526618,97620.8134423149,896000,46837.83545235472,4131.096048372458,0.0,97620.81344231493,28,46837.83545235472,-21.509607,10,97620.81344231493,27159140.0,28,4131.096048372458,0.7
