reach-wall-v1/MaxReturn,reach-wall-v1/NumEpisodes,Average/AverageDiscountedReturn,Average/MinReturn,policy/LossBefore,policy/LossAfter,reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,MetaTest/reach-wall-v1/MaxReturn,MetaTest/Average/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/reach-wall-v1/Iteration,policy/KLBefore,policy/dLoss,Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/Iteration,policy/Entropy,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/reach-wall-v1/StdReturn,MetaTest/reach-wall-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/reach-wall-v1/TerminationRate,reach-wall-v1/AverageReturn,reach-wall-v1/StdReturn,reach-wall-v1/MinReturn,Average/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/reach-wall-v1/MinReturn,MetaTest/reach-wall-v1/NumEpisodes,policy/KL,MetaTest/Average/StdReturn,TotalEnvSteps,Average/StdReturn,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn
233463.79133719712,100,45149.5363624318,37879.066076985786,4.407469,-58.186073,45149.5363624318,0.0,100,112039.75599242006,,,0.33,,,0.0,62.593544,0.0,,,71,4.7804494,,0.33,0.37758569167351597,,,,,112039.75599242006,41541.6977339037,37879.066076985786,233463.79133719712,,,,0.009625216,,1440000,41541.6977339037,,71,,
224741.94206527807,100,48755.61108157424,30551.152082345063,39.225445,22.457624,48755.61108157424,0.0,100,120071.90031168681,,,0.36,,,0.0,16.76782,0.0,,,72,4.761512,,0.36,0.46495045911927724,,,,,120071.90031168681,40338.19675589769,30551.152082345063,224741.94206527807,,,,0.010474971,,1460000,40338.19675589769,,72,,
237331.23498389832,100,45739.48275759303,35499.078789988904,56.6063,44.512676,45739.48275759303,0.0,100,118335.496142934,,,0.38,,,0.0,12.093624,0.0,,,73,4.7627234,,0.38,0.2801174810332413,,,,,118335.496142934,41822.79800821192,35499.078789988904,237331.23498389832,,,,0.005581579,,1480000,41822.79800821192,,73,,
226409.73496783213,100,43311.162223890824,16873.15892629851,-2.467539,-44.00103,43311.162223890824,0.0,100,110207.87271817865,,,0.26,,,0.0,41.53349,0.0,,,74,4.7615733,,0.26,0.3761864462595934,,,,,110207.87271817865,44296.03745185006,16873.15892629851,226409.73496783213,,,,0.0075329826,,1500000,44296.03745185006,,74,,
210796.84702568565,100,42075.22202349966,39220.935661734744,36.554974,7.3635373,42075.22202349966,0.0,100,103376.86531110466,,,0.21,,,0.0,29.191437,0.0,,,75,4.740199,,0.21,0.31876737905835273,,,,,103376.86531110466,32418.507589271292,39220.935661734744,210796.84702568565,,,,0.0052586524,,1520000,32418.507589271292,,75,,
205769.01446539394,100,44910.27751540097,41141.2668708058,12.05315,-15.016819,44910.27751540097,0.0,100,114201.27892878372,,,0.35,,,0.0,27.06997,0.0,,,76,4.7204676,,0.35,0.4655407167098371,,,,,114201.27892878372,35544.38240241458,41141.2668708058,205769.01446539394,,,,0.0043599345,,1540000,35544.38240241458,,76,,
252950.01393283842,100,47457.8162215203,24928.57047056768,79.940926,30.403563,47457.8162215203,0.0,100,119914.58641270702,,,0.39,,,0.0,49.53736,0.0,,,77,4.707925,,0.39,0.35929214883886984,,,,,119914.58641270702,47987.04652525087,24928.57047056768,252950.01393283842,,,,0.0139588695,,1560000,47987.04652525087,,77,,
205786.24135783355,100,44523.718067649825,33506.51793403721,22.391476,-14.957,44523.718067649825,0.0,100,112184.16770345072,,,0.32,,,0.0,37.348476,0.0,,,78,4.6987658,,0.32,0.3646522638673052,,,,,112184.16770345072,41507.64966874592,33506.51793403721,205786.24135783355,,,,0.0035874078,,1580000,41507.64966874592,,78,,
248529.1955177442,100,48048.549367065454,43099.70962143217,9.149113,-6.11345,48048.549367065454,0.0,100,125035.3652973181,,,0.35,,,0.0,15.262563,0.0,,,79,4.6949415,,0.35,0.3729931332852716,,,,,125035.3652973181,45410.60635573793,43099.70962143217,248529.1955177442,,,,0.0050262576,,1600000,45410.60635573793,,79,,
230194.29304742525,100,49936.836204871826,35737.765733117834,10.555537,-56.16706,49936.836204871826,0.0,100,126534.96028986019,220913.35246180368,0.0,0.46,0.5,8,0.0,66.722595,0.0,8,120014.00153450816,80,4.7090116,120014.00153450815,0.46,0.4070982862794005,56368.50658450284,0.5,10,0.0,126534.96028986019,47464.054326758815,35737.765733117834,230194.29304742525,220913.35246180368,52739.69031506342,10,0.0077516716,56368.50658450284,1620000,47464.054326758815,120014.00153450816,80,52739.69031506342,120014.00153450815
236575.12068166083,100,44852.18657862415,40253.7685682525,58.5539,35.750187,44852.18657862415,0.0,100,110301.72138877513,,,0.3,,,0.0,22.803715,0.0,,,81,4.7038493,,0.3,0.24235409150976928,,,,,110301.72138877513,42661.6950697406,40253.7685682525,236575.12068166083,,,,0.004326742,,1640000,42661.6950697406,,81,,
226873.6914199502,100,45846.100584208725,41579.43806886273,13.887494,-0.93976873,45846.100584208725,0.0,100,114017.81967949845,,,0.35,,,0.0,14.827263,0.0,,,82,4.6827087,,0.35,0.4023345380129655,,,,,114017.81967949845,39619.92071318898,41579.43806886273,226873.6914199502,,,,0.0068011917,,1660000,39619.92071318898,,82,,
244882.6378597194,100,42426.58823461641,18408.534899253616,66.852776,15.940787,42426.58823461641,0.0,100,103234.37723798462,,,0.29,,,0.0,50.911987,0.0,,,83,4.66301,,0.29,0.4384922235028288,,,,,103234.37723798462,50378.46652071973,18408.534899253616,244882.6378597194,,,,0.011190923,,1680000,50378.46652071973,,83,,
250459.3705226225,100,47074.016366505806,43886.430488380814,43.26826,23.821438,47074.016366505806,0.0,100,119743.47935008765,,,0.37,,,0.0,19.446823,0.0,,,84,4.6404943,,0.37,0.3528725678139658,,,,,119743.47935008765,39379.265264033274,43886.430488380814,250459.3705226225,,,,0.006590001,,1700000,39379.265264033274,,84,,
238330.74248056137,100,43552.19841880861,9247.015153462751,39.930717,-2.954225,43552.19841880861,0.0,100,109022.3423659219,,,0.32,,,0.0,42.88494,0.0,,,85,4.6261253,,0.32,0.3969079024250932,,,,,109022.3423659219,50043.34843053891,9247.015153462751,238330.74248056137,,,,0.006760033,,1720000,50043.34843053891,,85,,
257632.417226639,100,46940.20011767708,29670.57685835259,32.15542,14.658856,46940.20011767708,0.0,100,121146.79489278115,,,0.45,,,0.0,17.496563,0.0,,,86,4.605447,,0.45,0.26474447713751037,,,,,121146.79489278115,45831.96361919226,29670.57685835259,257632.417226639,,,,0.004857753,,1740000,45831.96361919226,,86,,
241623.51376484908,100,43349.91799023843,31736.1699631581,-21.7389,-63.65204,43349.91799023843,0.0,100,109612.68869765161,,,0.3,,,0.0,41.91314,0.0,,,87,4.591293,,0.3,0.35180288564966344,,,,,109612.68869765161,41015.98381054056,31736.1699631581,241623.51376484908,,,,0.00969457,,1760000,41015.98381054056,,87,,
214078.99683822214,100,51890.30596374138,18394.34272008079,31.754131,12.8498125,51890.30596374138,0.0,100,129557.63401286305,,,0.56,,,0.0,18.90432,0.0,,,88,4.5916185,,0.56,0.3320446932801059,,,,,129557.63401286305,40103.83410003044,18394.34272008079,214078.99683822214,,,,0.00505053,,1780000,40103.83410003044,,88,,
240039.75554088497,100,44393.4760100884,17110.89465592223,9.673138,-19.935238,44393.4760100884,0.0,100,111839.73563445423,,,0.36,,,0.0,29.608376,0.0,,,89,4.57763,,0.36,0.46067708468688007,,,,,111839.73563445423,51305.46683262998,17110.89465592223,240039.75554088497,,,,0.008448768,,1800000,51305.46683262998,,89,,
226499.55073499595,100,46980.26465133796,24479.85765825786,58.476574,18.904425,46980.26465133796,0.0,100,118766.77272872253,202730.39355823683,0.0,0.41,0.6,9,0.0,39.57215,0.0,9,132716.7768718963,90,4.558304,132716.77687189623,0.41,0.32152478042141297,49257.50067620375,0.6,10,0.0,118766.77272872253,43985.34038142305,24479.85765825786,226499.55073499595,202730.39355823683,46108.70077498154,10,0.010710889,49257.50067620375,1820000,43985.34038142305,132716.7768718963,90,46108.70077498154,132716.77687189623
209317.87350510122,100,43284.99922982481,8783.788351302414,32.876125,-8.82935,43284.99922982481,0.0,100,105885.78570430628,,,0.36,,,0.0,41.705475,0.0,,,91,4.545493,,0.36,0.3646658029434573,,,,,105885.78570430628,52656.234709722376,8783.788351302414,209317.87350510122,,,,0.0103033185,,1840000,52656.234709722376,,91,,
223013.33944826547,100,43663.80887255296,16805.702235114542,21.434748,-3.9928796,43663.80887255296,0.0,100,110201.49163274888,,,0.28,,,0.0,25.427628,0.0,,,92,4.5275383,,0.28,0.46690048395032724,,,,,110201.49163274888,46961.801478320434,16805.702235114542,223013.33944826547,,,,0.005914772,,1860000,46961.801478320434,,92,,
197899.10069720505,100,41735.60574562513,31247.349850662045,43.2085,8.0975065,41735.60574562513,0.0,100,106213.86518284364,,,0.29,,,0.0,35.110992,0.0,,,93,4.5177317,,0.29,0.3949833348922398,,,,,106213.86518284364,37866.70906600291,31247.349850662045,197899.10069720505,,,,0.003246991,,1880000,37866.70906600291,,93,,
228249.44629021455,100,46605.570636462944,9140.307267951946,1.808125,-19.534588,46605.570636462944,0.0,100,121734.44135755343,,,0.47,,,0.0,21.342712,0.0,,,94,4.5213933,,0.47,0.4168066250269361,,,,,121734.44135755343,45494.08481755132,9140.307267951946,228249.44629021455,,,,0.0030258393,,1900000,45494.08481755132,,94,,
271209.7186844748,100,47767.74812688265,31520.678608812916,-11.5608,-58.973,47767.74812688265,0.0,100,123446.70439667074,,,0.45,,,0.0,47.4122,0.0,,,95,4.5126567,,0.45,0.37915158413845995,,,,,123446.70439667074,48382.69644599209,31520.678608812916,271209.7186844748,,,,0.008451552,,1920000,48382.69644599209,,95,,
205160.13674178076,100,35839.44009105346,17167.782335338263,-11.178713,-61.380325,35839.44009105346,0.0,100,84901.09115974452,,,0.17,,,0.0,50.201614,0.0,,,96,4.5081015,,0.17,0.5547731474025641,,,,,84901.09115974452,46308.366727845445,17167.782335338263,205160.13674178076,,,,0.00622924,,1940000,46308.366727845445,,96,,
256232.98585724307,100,49399.97903320557,36785.16976186017,34.444542,9.714731,49399.97903320557,0.0,100,125011.31543014271,,,0.4,,,0.0,24.72981,0.0,,,97,4.502727,,0.4,0.3878132795108775,,,,,125011.31543014271,42594.621152960746,36785.16976186017,256232.98585724307,,,,0.009541119,,1960000,42594.621152960746,,97,,
220752.23534346695,100,47057.133386169284,36372.57126915249,21.879074,-10.410538,47057.133386169284,0.0,100,118362.18947737639,,,0.37,,,0.0,32.28961,0.0,,,98,4.479835,,0.37,0.35857496825732416,,,,,118362.18947737639,40942.39391499847,36372.57126915249,220752.23534346695,,,,0.003610115,,1980000,40942.39391499847,,98,,
221350.04045962705,100,47746.26577250194,37972.34559124513,25.899763,4.7103314,47746.26577250194,0.0,100,122287.96615395058,,,0.43,,,0.0,21.189432,0.0,,,99,4.4565167,,0.43,0.2582949663896905,,,,,122287.96615395058,46084.11062777269,37972.34559124513,221350.04045962705,,,,0.0025269971,,2000000,46084.11062777269,,99,,
