reach-wall-v1/MaxReturn,reach-wall-v1/NumEpisodes,Average/AverageDiscountedReturn,Average/MinReturn,policy/LossBefore,policy/LossAfter,reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,MetaTest/reach-wall-v1/MaxReturn,MetaTest/Average/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/reach-wall-v1/Iteration,policy/KLBefore,policy/dLoss,Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/Iteration,policy/Entropy,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/reach-wall-v1/StdReturn,MetaTest/reach-wall-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/reach-wall-v1/TerminationRate,reach-wall-v1/AverageReturn,reach-wall-v1/StdReturn,reach-wall-v1/MinReturn,Average/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/reach-wall-v1/MinReturn,MetaTest/reach-wall-v1/NumEpisodes,policy/KL,MetaTest/Average/StdReturn,TotalEnvSteps,Average/StdReturn,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn
54484.8930316218,100,16454.74477610477,8736.332285501932,1.2302562,-14.223297,16454.74477610477,0.0,100,27639.44532556454,45959.257392541156,0.0,0.0,0.0,2,0.0,15.453553,0.0,2,32833.559718479795,20,5.5051885,32833.55971847979,0.0,0.6733296893062466,8815.2245512537,0.0,10,0.0,27639.44532556454,9262.353284111572,8736.332285501932,54484.8930316218,45959.257392541156,20423.359376756132,10,0.018450262,8815.2245512537,420000,9262.353284111572,32833.559718479795,20,20423.359376756132,32833.55971847979
77029.40429081641,100,18602.04238048299,11548.450532947607,2.0321374,-16.927876,18602.04238048299,0.0,100,33849.0824618472,,,0.07,,,0.0,18.960012,0.0,,,21,5.4682155,,0.07,0.5099346020398356,,,,,33849.0824618472,13078.466175172216,11548.450532947607,77029.40429081641,,,,0.013189545,,440000,13078.466175172216,,21,,
87333.43380721759,100,22779.667146579774,12562.784028324446,-21.058525,-38.991913,22779.667146579774,0.0,100,42656.108682963466,,,0.11,,,0.0,17.933388,0.0,,,22,5.4478827,,0.11,0.54391149656849,,,,,42656.108682963466,15445.743622608261,12562.784028324446,87333.43380721759,,,,0.013564966,,460000,15445.743622608261,,22,,
115432.35227423532,100,23872.994682166696,10962.16654147899,-8.773538,-25.715635,23872.994682166696,0.0,100,46805.911996464856,,,0.11,,,0.0,16.942097,0.0,,,23,5.4280524,,0.11,0.46466002247264127,,,,,46805.911996464856,17330.37332193264,10962.16654147899,115432.35227423532,,,,0.011344484,,480000,17330.37332193264,,23,,
111802.11263573791,100,26366.943586975904,22554.81697331877,-6.010811,-18.265087,26366.943586975904,0.0,100,52918.40638875323,,,0.17,,,0.0,12.254276,0.0,,,24,5.4092336,,0.17,0.44218761374022564,,,,,52918.40638875323,16164.325124018043,22554.81697331877,111802.11263573791,,,,0.005644038,,500000,16164.325124018043,,24,,
101106.4620066312,100,24608.385266680485,18228.806091310933,-12.372728,-27.33235,24608.385266680485,0.0,100,49541.287188426795,,,0.1,,,0.0,14.959621,0.0,,,25,5.391,,0.1,0.4822044916847863,,,,,49541.287188426795,14830.558812219542,18228.806091310933,101106.4620066312,,,,0.009499855,,520000,14830.558812219542,,25,,
116340.72284170781,100,31574.202516572917,25602.917024193957,11.013775,-2.6898532,31574.202516572917,0.0,100,65659.61153401005,,,0.26,,,0.0,13.703629,0.0,,,26,5.3939977,,0.26,0.5164677610449397,,,,,65659.61153401005,15869.012111287053,25602.917024193957,116340.72284170781,,,,0.005271398,,540000,15869.012111287053,,26,,
111876.97423862318,100,30171.306245316766,23609.726916626554,17.971262,5.1693625,30171.306245316766,0.0,100,63367.831264266686,,,0.23,,,0.0,12.801899,0.0,,,27,5.3991976,,0.23,0.4094105557879192,,,,,63367.831264266686,16599.29582699106,23609.726916626554,111876.97423862318,,,,0.012329104,,560000,16599.29582699106,,27,,
116369.1705681114,100,33701.686555418244,8029.927352769315,42.200882,23.78851,33701.686555418244,0.0,100,72835.7418838901,,,0.19,,,0.0,18.412373,0.0,,,28,5.389936,,0.19,0.5102750063730177,,,,,72835.7418838901,18622.772747100054,8029.927352769315,116369.1705681114,,,,0.005469555,,580000,18622.772747100054,,28,,
127604.98698219411,100,36468.115721553586,18755.58330192038,41.176037,24.173431,36468.115721553586,0.0,100,78802.4197930628,,,0.33,,,0.0,17.002605,0.0,,,29,5.386335,,0.33,0.46513704457847305,,,,,78802.4197930628,21733.965042107022,18755.58330192038,127604.98698219411,,,,0.005555576,,600000,21733.965042107022,,29,,
180997.84091830032,100,31415.68839668799,14051.116194879238,19.608194,-8.598787,31415.68839668799,0.0,100,69232.37926264475,139987.69238483545,0.0,0.24,0.4,3,0.0,28.206982,0.0,3,75939.49171875636,30,5.3581514,75939.49171875636,0.24,0.5317819546744784,36095.00933371882,0.4,10,0.0,69232.37926264475,38341.63632547757,14051.116194879238,180997.84091830032,139987.69238483545,21136.492022868104,10,0.011833079,36095.00933371882,620000,38341.63632547757,75939.49171875636,30,21136.492022868104,75939.49171875636
170506.64305035907,100,38812.378731946555,25133.081284731652,15.6265,-3.2905126,38812.378731946555,0.0,100,86728.53974980349,,,0.3,,,0.0,18.917013,0.0,,,31,5.330132,,0.3,0.5359206117022157,,,,,86728.53974980349,28855.059396502525,25133.081284731652,170506.64305035907,,,,0.006548773,,640000,28855.059396502525,,31,,
172553.76959892438,100,36743.237301807276,15878.095532196414,10.498125,-11.078463,36743.237301807276,0.0,100,83120.8830434095,,,0.29,,,0.0,21.576588,0.0,,,32,5.307342,,0.29,0.4463814975225687,,,,,83120.8830434095,35407.24736915174,15878.095532196414,172553.76959892438,,,,0.0055458085,,660000,35407.24736915174,,32,,
203514.76877956104,100,35586.242934654656,25666.11724150784,-5.6026626,-34.0322,35586.242934654656,0.0,100,82644.40594145398,,,0.2,,,0.0,28.429537,0.0,,,33,5.3138504,,0.2,0.3871284481254298,,,,,82644.40594145398,41897.03275044761,25666.11724150784,203514.76877956104,,,,0.007751822,,680000,41897.03275044761,,33,,
233080.84554307992,100,41424.59613025365,27822.753873005142,4.6993313,-23.710526,41424.59613025365,0.0,100,97915.63951020267,,,0.27,,,0.0,28.409857,0.0,,,34,5.2974367,,0.27,0.3806027921723497,,,,,97915.63951020267,47195.62886225738,27822.753873005142,233080.84554307992,,,,0.005059787,,700000,47195.62886225738,,34,,
216063.75818802026,100,39198.75007165979,28456.467653491272,18.156925,1.8398125,39198.75007165979,0.0,100,92651.99486782847,,,0.24,,,0.0,16.317112,0.0,,,35,5.2945857,,0.24,0.36904596797393174,,,,,92651.99486782847,44765.62296460547,28456.467653491272,216063.75818802026,,,,0.0031504214,,720000,44765.62296460547,,35,,
186000.94868518313,100,38614.87503123334,28163.921254900837,-8.150975,-31.67175,38614.87503123334,0.0,100,89488.13624077963,,,0.17,,,0.0,23.520775,0.0,,,36,5.306582,,0.17,0.35459711501954283,,,,,89488.13624077963,43212.23808721752,28163.921254900837,186000.94868518313,,,,0.004728118,,740000,43212.23808721752,,36,,
196765.46431672073,100,35472.153016399716,22764.415413153354,11.4543,-23.8825,35472.153016399716,0.0,100,84960.36670752836,,,0.19,,,0.0,35.3368,0.0,,,37,5.310897,,0.19,0.30739142059420266,,,,,84960.36670752836,41444.84996640963,22764.415413153354,196765.46431672073,,,,0.009907982,,760000,41444.84996640963,,37,,
230643.9665009926,100,37634.30955050327,25691.998604373784,-22.438387,-39.19005,37634.30955050327,0.0,100,93402.90339813406,,,0.29,,,0.0,16.751661,0.0,,,38,5.2798166,,0.29,0.3941397028388708,,,,,93402.90339813406,53819.79412004575,25691.998604373784,230643.9665009926,,,,0.0037592168,,780000,53819.79412004575,,38,,
179504.53711347352,100,30632.399793230234,29614.57329582102,-5.3381124,-38.474926,30632.399793230234,0.0,100,74452.75984067086,,,0.08,,,0.0,33.136814,0.0,,,39,5.2527385,,0.08,0.4221491948833711,,,,,74452.75984067086,36922.88688857394,29614.57329582102,179504.53711347352,,,,0.01126082,,800000,36922.88688857394,,39,,
203885.29666409496,100,43778.37341938584,34231.28364203508,11.6184,-1.3336,43778.37341938584,0.0,100,107608.96219805184,139313.1403395644,0.0,0.28,0.1,4,0.0,12.952,0.0,4,105179.80380876204,40,5.234374,105179.803808762,0.28,0.290504954117522,16930.601025599688,0.1,10,0.0,107608.96219805184,40604.95046025563,34231.28364203508,203885.29666409496,139313.1403395644,88766.00506433149,10,0.0031062204,16930.601025599688,820000,40604.95046025563,105179.80380876204,40,88766.00506433149,105179.803808762
232982.89508661456,100,35773.06068075761,29422.499724367055,4.4282937,-25.716793,35773.06068075761,0.0,100,88177.15677970427,,,0.19,,,0.0,30.145086,0.0,,,41,5.209613,,0.19,0.4046351071293487,,,,,88177.15677970427,41807.97627782814,29422.499724367055,232982.89508661456,,,,0.008593591,,840000,41807.97627782814,,41,,
241155.30500414895,100,39836.14555038892,31219.929029935116,65.98134,51.772614,39836.14555038892,0.0,100,100552.972790561,,,0.26,,,0.0,14.208725,0.0,,,42,5.1819124,,0.26,0.3464097172830365,,,,,100552.972790561,42895.28540433996,31219.929029935116,241155.30500414895,,,,0.0031291242,,860000,42895.28540433996,,42,,
226712.48502193665,100,42408.6590456291,34830.726604333286,-9.726237,-41.832626,42408.6590456291,0.0,100,105509.54012493357,,,0.37,,,0.0,32.106388,0.0,,,43,5.146432,,0.37,0.3644961458703173,,,,,105509.54012493357,46786.626010503496,34830.726604333286,226712.48502193665,,,,0.011909007,,880000,46786.626010503496,,43,,
217849.37100233303,100,36709.856038780206,27588.052041302588,25.951012,-11.5650625,36709.856038780206,0.0,100,87320.62971920513,,,0.23,,,0.0,37.516075,0.0,,,44,5.135987,,0.23,0.43957654180346295,,,,,87320.62971920513,39090.50362180674,27588.052041302588,217849.37100233303,,,,0.011676664,,900000,39090.50362180674,,44,,
191742.24991725248,100,39616.22574905553,38710.442607062316,27.954937,9.092719,39616.22574905553,0.0,100,100659.7822634246,,,0.28,,,0.0,18.862217,0.0,,,45,5.12777,,0.28,0.3566613923943932,,,,,100659.7822634246,34328.66753520056,38710.442607062316,191742.24991725248,,,,0.0044710245,,920000,34328.66753520056,,45,,
212776.40986891187,100,36074.68726211894,11870.553213687928,34.887737,1.9518938,36074.68726211894,0.0,100,88408.02355069449,,,0.18,,,0.0,32.935844,0.0,,,46,5.114466,,0.18,0.46504535487641785,,,,,88408.02355069449,43845.15726763121,11870.553213687928,212776.40986891187,,,,0.0056306566,,940000,43845.15726763121,,46,,
209312.65442886087,100,41468.82204904651,36116.564456094944,28.19015,5.9467373,41468.82204904651,0.0,100,106634.34572173635,,,0.32,,,0.0,22.243412,0.0,,,47,5.0921392,,0.32,0.31119276782995997,,,,,106634.34572173635,36193.603177675155,36116.564456094944,209312.65442886087,,,,0.0044878083,,960000,36193.603177675155,,47,,
240796.84494200192,100,41239.61541653111,38786.302122716756,9.29975,-4.51795,41239.61541653111,0.0,100,103411.62822312681,,,0.33,,,0.0,13.8177,0.0,,,48,5.0834374,,0.33,0.42940089645054336,,,,,103411.62822312681,40725.37063590603,38786.302122716756,240796.84494200192,,,,0.0026553068,,980000,40725.37063590603,,48,,
225067.8836463033,100,42283.192420710606,33808.4481628103,12.938075,-0.886925,42283.192420710606,0.0,100,105692.14386506639,,,0.36,,,0.0,13.825,0.0,,,49,5.0671873,,0.36,0.39698900337823784,,,,,105692.14386506639,40876.38251887781,33808.4481628103,225067.8836463033,,,,0.005310674,,1000000,40876.38251887781,,49,,
223967.5932261856,100,43232.260736113734,31017.779977178354,31.6206,5.62845,43232.260736113734,0.0,100,109142.41861384017,155242.53842607947,0.0,0.31,0.2,5,0.0,25.99215,0.0,5,90701.77085402005,50,5.046414,90701.77085402005,0.31,0.33545639258880755,33586.11267436575,0.2,10,0.0,109142.41861384017,42441.65249707827,31017.779977178354,223967.5932261856,155242.53842607947,45706.472537975795,10,0.0070274943,33586.11267436575,1020000,42441.65249707827,90701.77085402005,50,45706.472537975795,90701.77085402005
224377.58464851827,100,43345.93609062313,35511.60861586026,31.233637,-0.13065,43345.93609062313,0.0,100,109616.40822883011,,,0.31,,,0.0,31.364286,0.0,,,51,5.0187464,,0.31,0.4709531466348963,,,,,109616.40822883011,43006.12271220271,35511.60861586026,224377.58464851827,,,,0.0061196415,,1040000,43006.12271220271,,51,,
224553.82698735027,100,43587.29420111298,48371.65243190203,-0.661525,-24.54915,43587.29420111298,0.0,100,110227.52961580642,,,0.32,,,0.0,23.887625,0.0,,,52,4.9902563,,0.32,0.3854689013022886,,,,,110227.52961580642,41287.21967696387,48371.65243190203,224553.82698735027,,,,0.0055183554,,1060000,41287.21967696387,,52,,
226879.52130050055,100,46051.7256604028,29573.95264677795,35.233,2.364175,46051.7256604028,0.0,100,118124.47456204638,,,0.35,,,0.0,32.868828,0.0,,,53,4.9783792,,0.35,0.32491233967211786,,,,,118124.47456204638,40651.95293336677,29573.95264677795,226879.52130050055,,,,0.0070388075,,1080000,40651.95293336677,,53,,
221297.7939778106,100,44564.436624035174,33584.24039779469,25.596956,-4.600572,44564.436624035174,0.0,100,112554.07459651594,,,0.3,,,0.0,30.197529,0.0,,,54,4.9578333,,0.3,0.30927297558895483,,,,,112554.07459651594,44671.5473766637,33584.24039779469,221297.7939778106,,,,0.0059547257,,1100000,44671.5473766637,,54,,
237998.99920108498,100,44831.5979645308,36087.5014067439,18.185362,1.9902375,44831.5979645308,0.0,100,117421.9386215528,,,0.36,,,0.0,16.195124,0.0,,,55,4.9382205,,0.36,0.3674618970844046,,,,,117421.9386215528,39443.935954092034,36087.5014067439,237998.99920108498,,,,0.0038161217,,1120000,39443.935954092034,,55,,
232471.25775954378,100,46463.55662066369,42564.40245028697,60.843586,47.11282,46463.55662066369,0.0,100,118098.93041692031,,,0.39,,,0.0,13.730766,0.0,,,56,4.920985,,0.39,0.3007925201910536,,,,,118098.93041692031,41135.53688923342,42564.40245028697,232471.25775954378,,,,0.0039130067,,1140000,41135.53688923342,,56,,
214446.7301170656,100,46832.885834194,44000.485062047366,-12.108075,-29.73145,46832.885834194,0.0,100,119576.61586530293,,,0.32,,,0.0,17.623375,0.0,,,57,4.9128494,,0.32,0.40379346054332343,,,,,119576.61586530293,38563.106371793474,44000.485062047366,214446.7301170656,,,,0.0057055093,,1160000,38563.106371793474,,57,,
197007.35806054634,100,43239.919229578125,31626.05111576325,37.264805,7.2755876,43239.919229578125,0.0,100,104230.20344360963,,,0.35,,,0.0,29.989218,0.0,,,58,4.9159975,,0.35,0.32773785979772696,,,,,104230.20344360963,39784.83430071434,31626.05111576325,197007.35806054634,,,,0.0045307474,,1180000,39784.83430071434,,58,,
245480.0723162406,100,42986.48874626682,32376.693222553982,3.339947,-12.092484,42986.48874626682,0.0,100,106095.07929701908,,,0.34,,,0.0,15.432431,0.0,,,59,4.904382,,0.34,0.3829858137137806,,,,,106095.07929701908,40643.27295426281,32376.693222553982,245480.0723162406,,,,0.0046441373,,1200000,40643.27295426281,,59,,
215841.49971833313,100,49014.17311016407,39157.36268330293,22.907406,8.928963,49014.17311016407,0.0,100,120073.70799230233,248035.66888701325,0.0,0.49,0.4,6,0.0,13.978443,0.0,6,119189.38396721301,60,4.8992853,119189.38396721306,0.49,0.35942448932141713,52781.27507344425,0.4,10,0.0,120073.70799230233,38353.04609008088,39157.36268330293,215841.49971833313,248035.66888701325,69840.09047342112,10,0.004719218,52781.27507344425,1220000,38353.04609008088,119189.38396721301,60,69840.09047342112,119189.38396721306
192633.19025417726,100,43432.76617282209,35191.02081733894,19.071795,-9.610731,43432.76617282209,0.0,100,103947.58252047816,,,0.26,,,0.0,28.682526,0.0,,,61,4.8867445,,0.26,0.49121945728327043,,,,,103947.58252047816,37811.03374966569,35191.02081733894,192633.19025417726,,,,0.011632412,,1240000,37811.03374966569,,61,,
230681.70094519568,100,46254.72099221344,35170.41486395208,72.58765,29.226625,46254.72099221344,0.0,100,111975.3568964623,,,0.36,,,0.0,43.361023,0.0,,,62,4.877396,,0.36,0.38363714249476033,,,,,111975.3568964623,44970.40618606705,35170.41486395208,230681.70094519568,,,,0.00766419,,1260000,44970.40618606705,,62,,
251313.46668696273,100,50292.84715928523,35399.83625102027,-9.7035,-48.280773,50292.84715928523,0.0,100,127401.7944193744,,,0.5,,,0.0,38.577274,0.0,,,63,4.8625407,,0.5,0.3951471423829144,,,,,127401.7944193744,50489.18629619578,35399.83625102027,251313.46668696273,,,,0.0063464763,,1280000,50489.18629619578,,63,,
242502.18857065568,100,46670.055064442466,39094.13743502391,14.687737,-19.118427,46670.055064442466,0.0,100,117518.11609136546,,,0.43,,,0.0,33.806164,0.0,,,64,4.849942,,0.43,0.37462986979050616,,,,,117518.11609136546,46741.41450768033,39094.13743502391,242502.18857065568,,,,0.0061962064,,1300000,46741.41450768033,,64,,
227591.05268616788,100,46401.706403175434,43230.547008465284,46.06814,26.3556,46401.706403175434,0.0,100,117744.84948441532,,,0.31,,,0.0,19.712538,0.0,,,65,4.8370295,,0.31,0.42163165697613036,,,,,117744.84948441532,42385.74535732122,43230.547008465284,227591.05268616788,,,,0.008237263,,1320000,42385.74535732122,,65,,
213595.0873664277,100,50848.35438420055,43263.114483184356,45.1393,23.71705,50848.35438420055,0.0,100,126056.53689568173,,,0.49,,,0.0,21.42225,0.0,,,66,4.8334837,,0.49,0.43208892364747187,,,,,126056.53689568173,38892.72435084528,43263.114483184356,213595.0873664277,,,,0.005420736,,1340000,38892.72435084528,,66,,
218241.81597682938,100,46206.61847989668,19976.222404392396,32.24516,4.9159126,46206.61847989668,0.0,100,113933.90068103219,,,0.36,,,0.0,27.329247,0.0,,,67,4.8334703,,0.36,0.29160350750666786,,,,,113933.90068103219,42798.81047664589,19976.222404392396,218241.81597682938,,,,0.006505126,,1360000,42798.81047664589,,67,,
240854.64567617848,100,46077.48408040572,49737.651499432664,46.5785,19.677074,46077.48408040572,0.0,100,115810.83936491642,,,0.37,,,0.0,26.901424,0.0,,,68,4.834127,,0.37,0.4016211329605671,,,,,115810.83936491642,37659.67839858073,49737.651499432664,240854.64567617848,,,,0.00537174,,1380000,37659.67839858073,,68,,
227276.99173528803,100,47663.66181101394,50156.16656215909,4.0870876,-9.604075,47663.66181101394,0.0,100,117483.40024016959,,,0.41,,,0.0,13.691163,0.0,,,69,4.8226876,,0.41,0.3086473785152797,,,,,117483.40024016959,38699.977888401525,50156.16656215909,227276.99173528803,,,,0.0045696693,,1400000,38699.977888401525,,69,,
225258.38346933693,100,49177.967056438385,31594.703343085283,43.553276,0.975225,49177.967056438385,0.0,100,122144.13786429784,176963.79893687574,0.0,0.49,0.5,7,0.0,42.578053,0.0,7,124901.42628902232,70,4.8092623,124901.42628902236,0.49,0.2712497435911325,33801.849123688866,0.5,10,0.0,122144.13786429784,43618.22174390384,31594.703343085283,225258.38346933693,176963.79893687574,64820.24968700057,10,0.011481656,33801.849123688866,1420000,43618.22174390384,124901.42628902232,70,64820.24968700057,124901.42628902236
