policy/KL,push-v1/AverageReturn,policy/Entropy,Average/MinReturn,policy/dLoss,policy/LossBefore,Average/AverageDiscountedReturn,MetaTest/push-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/push-v1/SuccessRate,push-v1/MaxReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/push-v1/MinReturn,MetaTest/push-v1/NumEpisodes,Average/NumEpisodes,MetaTest/push-v1/MaxReturn,push-v1/AverageDiscountedReturn,Average/AverageReturn,MetaTest/Average/StdReturn,push-v1/Iteration,MetaTest/Average/MaxReturn,push-v1/StdReturn,push-v1/MinReturn,MetaTest/push-v1/Iteration,MetaTest/push-v1/StdReturn,push-v1/NumEpisodes,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,policy/KLBefore,Average/SuccessRate,MetaTest/Average/Iteration,Average/StdReturn,push-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,push-v1/TerminationRate,MetaTest/Average/AverageReturn,Average/TerminationRate,LinearFeatureBaseline/ExplainedVariance,Average/MaxReturn,policy/LossAfter,MetaTest/Average/NumEpisodes,MetaTest/push-v1/TerminationRate
0.011099292,-58.20852616965174,5.6887507,-78.30509228578028,0.032444045,-0.01124165,-21.917178104760655,-56.35926175314535,0.0,0.0,-31.41916041472767,0.0,20000,-76.34013856916017,10,100,-44.36389082031491,-21.917178104760655,-58.20852616965174,9.602882480457627,0,-44.36389082031491,10.80493802414311,-78.30509228578028,0,9.602882480457627,100,0,-56.35926175314535,0.0,0.0,0,10.80493802414311,0.0,-76.34013856916017,-56.35926175314535,0.0,-56.35926175314535,0.0,0.4449533407171461,-31.41916041472767,-0.043685693,10,0.0
0.027426783,-39.42012682194019,5.662496,-80.77725543610016,0.055413783,-0.0039523314,-16.02208974271477,,,,253.940868473845,,40000,,,100,,-16.02208974271477,-39.42012682194019,,1,,38.96260528708836,-80.77725543610016,,,100,1,,0.0,0.0,,38.96260528708836,0.0,,,0.0,,0.0,0.18836347603128079,253.940868473845,-0.059366114,,
0.011129626,-3.656658324653962,5.6398168,-52.92589190043549,0.066961594,0.002050049,-3.2921008940352423,,,,304.320651953075,,60000,,,100,,-3.2921008940352423,-3.656658324653962,,2,,62.4487923588669,-52.92589190043549,,,100,2,,0.0,0.01,,62.4487923588669,0.01,,,0.0,,0.0,0.12525414015605596,304.320651953075,-0.064911544,,
0.008280327,2.9063836886284546,5.6265345,-50.44153073350531,0.121371046,-0.02214314,0.8343036613993435,,,,662.3483058256401,,80000,,,100,,0.8343036613993435,2.9063836886284546,,3,,101.20097085898689,-50.44153073350531,,,100,3,,0.0,0.0,,101.20097085898689,0.0,,,0.0,,0.0,0.11949467578285589,662.3483058256401,-0.14351419,,
0.0071093817,31.67779301482191,5.6151986,-48.90955273035059,0.1762076,-0.09043628,13.68881450402965,,,,962.4109897842194,,100000,,,100,,13.68881450402965,31.67779301482191,,4,,137.76576640735885,-48.90955273035059,,,100,4,,0.0,0.01,,137.76576640735885,0.01,,,0.0,,0.0,0.12000166095172693,962.4109897842194,-0.26664388,,
0.01635355,40.171780229153626,5.585876,-51.60765319510942,0.33990592,-0.1889559,14.590699849258845,,,,2290.887599214207,,120000,,,100,,14.590699849258845,40.171780229153626,,5,,269.1538013519142,-51.60765319510942,,,100,5,,0.0,0.0,,269.1538013519142,0.0,,,0.0,,0.0,0.09640916960511237,2290.887599214207,-0.5288618,,
0.006924684,134.23703183244825,5.5613937,-59.59240412526671,0.5319867,0.3448494,61.79703833910466,,,,3637.6164544445355,,140000,,,100,,61.79703833910466,134.23703183244825,,6,,483.85367393226966,-59.59240412526671,,,100,6,,0.0,0.0,,483.85367393226966,0.0,,,0.0,,0.0,0.1438794900578696,3637.6164544445355,-0.1871373,,
0.011639803,47.15458307362027,5.5395226,-77.48026781666364,0.22540411,-0.09322021,22.436626727725287,,,,1150.0483450668328,,160000,,,100,,22.436626727725287,47.15458307362027,,7,,239.0352777494348,-77.48026781666364,,,100,7,,0.0,0.0,,239.0352777494348,0.0,,,0.0,,0.0,0.2026290579283132,1150.0483450668328,-0.31862432,,
0.005938936,240.67571334995054,5.5121207,-50.263988554584095,0.9294539,0.9010426,94.13919883012554,,,,6287.093977286296,,180000,,,100,,94.13919883012554,240.67571334995054,,8,,841.6569434971672,-50.263988554584095,,,100,8,,0.0,0.02,,841.6569434971672,0.02,,,0.0,,0.0,0.20353140638568235,6287.093977286296,-0.028411329,,
0.0074801613,247.9360183190641,5.4951353,-45.622014248495475,0.96394885,0.27360782,93.10858635276257,,,,7363.406781470102,,200000,,,100,,93.10858635276257,247.9360183190641,,9,,883.1338068364039,-45.622014248495475,,,100,9,,0.0,0.01,,883.1338068364039,0.01,,,0.0,,0.0,0.13735993662185408,7363.406781470102,-0.690341,,
0.0043801446,251.1898276646328,5.480807,-41.011846473858704,0.6366225,0.61533517,115.70765343927795,263.87197423525924,0.0,0.0,2630.155114479398,0.0,220000,-29.34697662234443,10,100,2488.73847105355,115.70765343927795,251.1898276646328,744.7280785061586,10,2488.73847105355,542.3208691773053,-41.011846473858704,1,744.7280785061586,100,10,263.87197423525936,0.0,0.01,1,542.3208691773053,0.01,-29.34697662234443,263.87197423525936,0.0,263.87197423525924,0.0,0.17818285756392183,2630.155114479398,-0.021287305,10,0.0
0.008065669,259.3751400913692,5.4534883,-54.13033893320955,1.0789351,0.63910264,95.45727147375564,,,,5302.957664740752,,240000,,,100,,95.45727147375564,259.3751400913692,,11,,878.6073681868653,-54.13033893320955,,,100,11,,0.0,0.01,,878.6073681868653,0.01,,,0.0,,0.0,0.17076934653408082,5302.957664740752,-0.43983257,,
