MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/StdReturn,MetaTest/faucet-close-v1/MinReturn
479.8757997667528,162.50853,479.87579976675244,0,6.709807,4994.423366835595,0.0,4994.423366835595,479.8757997667528,-29.252408960658585,224000,479.87579976675244,10,10,1504.8529219221427,nan,-4.061238,0.0,0,0.0,0.0,10.772299,1504.8529219221427,-29.252408960658585
2272.0534656502305,4391.298,2272.0534656502296,1,6.1077137,6894.642294255784,0.0,6894.642294255784,2272.0534656502305,-22.57249870915272,248000,2272.0534656502296,10,10,1811.1444586249686,nan,-39.776714,0.5,1,0.5,0.0,9.958309,1811.1444586249686,-22.57249870915272
4573.030600794692,48117.855,4573.030600794693,2,3.8939135,10378.830380163818,0.0,10378.830380163818,4573.030600794692,1004.4724068886046,272000,4573.030600794693,10,10,3139.2344001435845,nan,-671.5097,0.0,2,0.0,0.0,44.310463,3139.2344001435845,1004.4724068886046
5262.440422235765,201126.6,5262.440422235766,3,0.09777481,12207.76383416343,0.0,12207.76383416343,5262.440422235765,828.7777286016628,296000,5262.440422235766,10,10,3635.19478191643,nan,-3230.2695,0.0,3,0.0,0.0,91.09314,3635.19478191643,828.7777286016628
852.1356783066933,353844.4,852.1356783066934,4,-2.8695664,1455.7423586382392,0.0,1455.7423586382392,852.1356783066933,277.1509982102661,320000,852.1356783066934,10,10,356.4013059624977,nan,-7226.02,0.0,4,0.0,0.0,119.88385,356.4013059624977,277.1509982102661
3564.5434199074502,508382.6,3564.5434199074493,5,-5.78699,13703.447328143879,0.0,13703.447328143879,3564.5434199074502,-46.32074843946228,344000,3564.5434199074493,10,10,4992.541733486678,nan,-12920.463,0.0,5,0.0,0.0,141.7669,4992.541733486678,-46.32074843946228
2418.942203115401,752002.8,2418.9422031154,6,-8.373552,7695.499648397796,0.0,7695.499648397796,2418.942203115401,288.2085480705731,368000,2418.9422031154,10,10,2525.1332128988556,nan,-18691.713,0.0,6,0.0,0.0,134.14018,2525.1332128988556,288.2085480705731
4072.61398011134,856585.5,4072.6139801113386,7,-8.456487,14272.500546520401,0.0,14272.500546520401,4072.61398011134,-34.81523872432237,392000,4072.6139801113386,10,10,5094.993809056214,nan,-21592.928,0.0,7,0.0,0.0,144.80412,5094.993809056214,-34.81523872432237
10618.859426126843,1034428.1,10618.859426126844,8,-10.357185,22176.907452333613,0.0,22176.907452333613,10618.859426126843,-20.07038698663195,416000,10618.859426126844,10,10,8969.354873354197,nan,-26588.787,0.0,8,0.0,0.0,114.57174,8969.354873354197,-20.07038698663195
14195.313352351586,1159835.0,14195.31335235159,9,-10.4956875,20796.998563946952,0.0,20796.998563946952,14195.313352351586,-17.027424402012283,440000,14195.31335235159,10,10,6419.844211572126,nan,-28663.059,0.0,9,0.0,0.0,217.19077,6419.844211572126,-17.027424402012283
13469.061206932802,1448450.2,13469.061206932802,10,-10.35047,26123.34425215666,0.0,26123.34425215666,13469.061206932802,2653.6342581718386,464000,13469.061206932802,10,10,6902.901279080824,nan,-32069.355,0.0,10,0.0,0.0,170.72256,6902.901279080824,2653.6342581718386
11543.844499961982,1419580.6,11543.844499961986,11,-10.006562,24144.44475259454,0.0,24144.44475259454,11543.844499961982,-19.394053197844027,488000,11543.844499961986,10,10,9645.864022530088,nan,-26472.988,0.0,11,0.0,0.0,973.23773,9645.864022530088,-19.394053197844027
17570.138848984476,1743693.6,17570.138848984476,12,-9.815611,33289.039404386465,0.0,33289.039404386465,17570.138848984476,1694.2866452178441,512000,17570.138848984476,10,10,8763.005410699763,nan,-28762.498,0.0,12,0.0,0.0,476.56787,8763.005410699763,1694.2866452178441
11825.827774844187,2020909.0,11825.827774844192,13,-10.350561,17283.075342957312,0.0,17283.075342957312,11825.827774844187,407.8422697754316,536000,11825.827774844192,10,10,4345.859443504175,nan,-30160.676,0.0,13,0.0,0.0,480.00464,4345.859443504175,407.8422697754316
13824.531767575503,2407058.0,13824.531767575503,14,-10.914482,25764.0162341555,0.0,25764.0162341555,13824.531767575503,517.2569358737073,560000,13824.531767575503,10,10,8129.899996233442,nan,-32306.883,0.0,14,0.0,0.0,561.0259,8129.899996233442,517.2569358737073
8786.368247065127,2630265.5,8786.368247065135,15,-11.089248,19819.451101641953,0.0,19819.451101641953,8786.368247065127,-20.095410248124583,584000,8786.368247065135,10,10,6864.59123503313,nan,-33937.73,0.0,15,0.0,0.0,783.41974,6864.59123503313,-20.095410248124583
8744.80387368938,2864178.8,8744.80387368938,16,-11.257085,13956.761389807973,0.0,13956.761389807973,8744.80387368938,-18.977675961808828,608000,8744.80387368938,10,10,4523.500140050906,nan,-36153.664,0.0,16,0.0,0.0,213.55695,4523.500140050906,-18.977675961808828
6179.541457248881,3036375.5,6179.541457248879,17,-11.163758,13614.207037756256,0.0,13614.207037756256,6179.541457248881,621.0341195361382,632000,6179.541457248879,10,10,4768.087004038931,nan,-37342.016,0.0,17,0.0,0.0,191.74452,4768.087004038931,621.0341195361382
8921.904551919068,3209915.0,8921.904551919071,18,-11.411332,17194.815354775914,0.0,17194.815354775914,8921.904551919068,4969.848575491849,656000,8921.904551919071,10,10,3614.9058539669236,nan,-39392.008,0.0,18,0.0,0.0,148.39584,3614.9058539669236,4969.848575491849
8159.715191797669,3302997.0,8159.715191797668,19,-11.489922,12513.770109055566,0.0,12513.770109055566,8159.715191797669,3617.3746428068084,680000,8159.715191797668,10,10,2517.8367490543114,nan,-40039.703,0.0,19,0.0,0.0,194.49168,2517.8367490543114,3617.3746428068084
13397.599859794334,3427333.5,13397.59985979433,20,-11.527679,20947.577603503607,0.0,20947.577603503607,13397.599859794334,611.1829595968608,704000,13397.59985979433,10,10,6508.456451498206,nan,-40623.223,0.0,20,0.0,0.0,222.22362,6508.456451498206,611.1829595968608
15134.844984378884,3528049.8,15134.844984378884,21,-11.300201,26012.297012117942,0.0,26012.297012117942,15134.844984378884,7682.906135103646,728000,15134.844984378884,10,10,6604.070366622373,nan,-41888.855,0.0,21,0.0,0.0,197.38293,6604.070366622373,7682.906135103646
18049.445709417774,3711345.8,18049.445709417778,22,-11.446939,44095.201515809196,0.0,44095.201515809196,18049.445709417774,9025.563714104399,752000,18049.445709417778,10,10,9771.607434847208,nan,-42324.12,0.0,22,0.0,0.0,223.53471,9771.607434847208,9025.563714104399
17932.465536523538,3832881.2,17932.46553652353,23,-11.129059,23128.28073353432,0.0,23128.28073353432,17932.465536523538,11440.577797007692,776000,17932.46553652353,10,10,3199.3896883157736,nan,-42273.637,0.0,23,0.0,0.0,209.7656,3199.3896883157736,11440.577797007692
15143.856215427197,3950858.8,15143.856215427197,24,-11.038655,23892.332294686454,0.0,23892.332294686454,15143.856215427197,7121.299481739901,800000,15143.856215427197,10,10,5337.496570919211,nan,-42219.32,0.0,24,0.0,0.0,199.70818,5337.496570919211,7121.299481739901
19455.93110764882,4090244.0,19455.93110764882,25,-11.530893,37476.9360702024,0.0,37476.9360702024,19455.93110764882,8632.973059389056,824000,19455.93110764882,10,10,7548.936204655072,nan,-42832.67,0.0,25,0.0,0.0,182.92644,7548.936204655072,8632.973059389056
13319.386302397197,4008350.8,13319.386302397197,26,-11.849575,18656.86041934725,0.0,18656.86041934725,13319.386302397197,4763.6068842262885,848000,13319.386302397197,10,10,4356.414364009227,nan,-43175.156,0.0,26,0.0,0.0,237.32898,4356.414364009227,4763.6068842262885
16238.017257282982,3888460.2,16238.017257282982,27,-12.014788,31581.570630060374,0.0,31581.570630060374,16238.017257282982,9292.383312269136,872000,16238.017257282982,10,10,6089.326604745065,nan,-44293.445,0.0,27,0.0,0.0,319.78656,6089.326604745065,9292.383312269136
14042.538758629153,4020506.5,14042.53875862915,28,-11.975418,21289.106276493727,0.0,21289.106276493727,14042.538758629153,-13.32873966556281,896000,14042.53875862915,10,10,5960.193869037108,nan,-45275.21,0.0,28,0.0,0.0,279.74637,5960.193869037108,-13.32873966556281
13678.074922436732,4007211.0,13678.074922436728,29,-12.006174,25247.473502733716,0.0,25247.473502733716,13678.074922436732,5699.760078026772,920000,13678.074922436728,10,10,6294.871241784771,nan,-45647.074,0.0,29,0.0,0.0,356.84543,6294.871241784771,5699.760078026772
11519.096624942767,4127057.5,11519.096624942767,30,-12.156053,19711.999301088406,0.0,19711.999301088406,11519.096624942767,-26.289618660088347,944000,11519.096624942767,10,10,6801.218537733306,nan,-46658.77,0.0,30,0.0,0.0,390.80255,6801.218537733306,-26.289618660088347
15901.930893530574,4075274.5,15901.93089353057,31,-12.396633,23032.433290121993,0.0,23032.433290121993,15901.930893530574,9384.418504942187,968000,15901.93089353057,10,10,4238.334424093764,nan,-47617.62,0.0,31,0.0,0.0,385.12375,4238.334424093764,9384.418504942187
14369.52978230926,4022452.8,14369.529782309259,32,-12.345057,24469.315524105485,0.0,24469.315524105485,14369.52978230926,6778.18429519797,992000,14369.529782309259,10,10,5397.928311809777,nan,-48541.734,0.0,32,0.0,0.0,311.60217,5397.928311809777,6778.18429519797
11025.38005701922,3976465.5,11025.380057019222,33,-12.257264,19266.428098548866,0.0,19266.428098548866,11025.38005701922,5248.065640216433,1016000,11025.380057019222,10,10,4613.180023903291,nan,-49343.78,0.0,33,0.0,0.0,306.733,4613.180023903291,5248.065640216433
18696.487482131655,3799329.5,18696.48748213166,34,-12.441986,29823.935090366722,0.0,29823.935090366722,18696.487482131655,12049.474033209204,1040000,18696.48748213166,10,10,5397.598513330451,nan,-50190.145,0.1,34,0.1,0.0,305.82327,5397.598513330451,12049.474033209204
12564.19087520964,3733952.8,12564.190875209646,35,-12.738344,24489.37905277856,0.0,24489.37905277856,12564.19087520964,1428.1016242585251,1064000,12564.190875209646,10,10,7033.00569477287,nan,-50666.367,0.0,35,0.0,0.0,285.65775,7033.00569477287,1428.1016242585251
10020.33413975867,3907100.0,10020.334139758676,36,-12.665127,20203.764361173646,0.0,20203.764361173646,10020.33413975867,4270.625956382294,1088000,10020.334139758676,10,10,5372.591732276506,nan,-50421.31,0.0,36,0.0,0.0,277.408,5372.591732276506,4270.625956382294
13666.956627093663,3936019.0,13666.956627093667,37,-12.519555,22601.0296855285,0.0,22601.0296855285,13666.956627093663,4879.280539451395,1112000,13666.956627093667,10,10,6309.792976906425,nan,-50071.523,0.0,37,0.0,0.0,258.03497,6309.792976906425,4879.280539451395
12196.753781598865,3906400.5,12196.753781598865,38,-12.44496,22698.131581858215,0.0,22698.131581858215,12196.753781598865,4721.499525586088,1136000,12196.753781598865,10,10,5865.564478490409,nan,-50052.207,0.0,38,0.0,0.0,267.566,5865.564478490409,4721.499525586088
11136.832817421362,4034261.8,11136.832817421364,39,-12.426605,20676.602806999806,0.0,20676.602806999806,11136.832817421362,5423.186983589071,1160000,11136.832817421364,10,10,5678.35160532109,nan,-50239.336,0.0,39,0.0,0.0,296.52127,5678.35160532109,5423.186983589071
13929.728394785565,4112351.2,13929.728394785565,40,-12.3594885,24279.055946927085,0.0,24279.055946927085,13929.728394785565,5308.606282527645,1184000,13929.728394785565,10,10,7788.059805146873,nan,-49934.242,0.0,40,0.0,0.0,272.08353,7788.059805146873,5308.606282527645
14762.095590737925,4441112.0,14762.095590737928,41,-12.233307,25486.531832999823,0.0,25486.531832999823,14762.095590737925,5478.078554045183,1208000,14762.095590737928,10,10,6983.509448247649,nan,-49902.61,0.0,41,0.0,0.0,276.82162,6983.509448247649,5478.078554045183
14149.240488259515,4478507.0,14149.240488259515,42,-12.322012,19903.867850429477,0.0,19903.867850429477,14149.240488259515,4887.260272709645,1232000,14149.240488259515,10,10,4661.353553513547,nan,-49253.04,0.0,42,0.0,0.0,299.46005,4661.353553513547,4887.260272709645
16888.136955390823,4831329.5,16888.13695539082,43,-12.416731,32871.583756880835,0.0,32871.583756880835,16888.136955390823,9113.636859252229,1256000,16888.13695539082,10,10,6721.435556040813,nan,-49413.77,0.0,43,0.0,0.0,281.24237,6721.435556040813,9113.636859252229
16820.840974937895,5510229.0,16820.840974937906,44,-12.208347,27019.491503054873,0.0,27019.491503054873,16820.840974937895,5675.713289357646,1280000,16820.840974937906,10,10,6458.923168006158,nan,-50991.55,0.0,44,0.0,0.0,334.61508,6458.923168006158,5675.713289357646
17527.64592390248,6098560.5,17527.645923902484,45,-12.315635,29237.134803303234,0.0,29237.134803303234,17527.64592390248,8481.556254761843,1304000,17527.645923902484,10,10,5582.331134832397,nan,-51888.93,0.0,45,0.0,0.0,297.5029,5582.331134832397,8481.556254761843
20035.547307524896,6392493.0,20035.547307524896,46,-12.6621,35554.4743702702,0.0,35554.4743702702,20035.547307524896,8781.412820096008,1328000,20035.547307524896,10,10,7719.569404903692,nan,-52820.47,0.0,46,0.0,0.0,334.68143,7719.569404903692,8781.412820096008
