MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/MaxReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/StdReturn,MetaTest/faucet-close-v1/MinReturn
17957.06974647201,6707331.0,17957.069746472007,47,-13.260049,26254.657580346473,0.0,26254.657580346473,17957.06974647201,6480.219894932807,1352000,17957.069746472007,10,10,5169.649831408732,nan,-51217.824,0.0,47,0.0,0.0,459.8137,5169.649831408732,6480.219894932807
16877.300265447804,7217031.0,16877.300265447804,48,-13.104709,28191.218718766322,0.0,28191.218718766322,16877.300265447804,4155.901707455774,1376000,16877.300265447804,10,10,7306.702481598614,nan,-53331.92,0.0,48,0.0,0.0,434.75897,7306.702481598614,4155.901707455774
19194.206347049017,7345950.5,19194.20634704902,49,-13.165971,30106.188121267805,0.0,30106.188121267805,19194.206347049017,3670.115115340254,1400000,19194.20634704902,10,10,6665.209150099001,nan,-53797.023,0.0,49,0.0,0.0,405.31573,6665.209150099001,3670.115115340254
15861.859740008402,7531045.0,15861.859740008405,50,-13.236974,21536.04533072179,0.0,21536.04533072179,15861.859740008402,2452.5555253579173,1424000,15861.859740008405,10,10,5929.4139016098425,nan,-55659.504,0.0,50,0.0,0.0,293.27322,5929.4139016098425,2452.5555253579173
20813.309621370598,7583379.5,20813.309621370594,51,-13.189574,36080.91755388043,0.0,36080.91755388043,20813.309621370598,14271.017379306306,1448000,20813.309621370594,10,10,6079.763264162656,nan,-56069.355,0.0,51,0.0,0.0,321.13934,6079.763264162656,14271.017379306306
17449.40046516794,7813022.5,17449.40046516794,52,-13.3471775,22942.575624318753,0.0,22942.575624318753,17449.40046516794,3175.32586696284,1472000,17449.40046516794,10,10,5438.923191068487,nan,-56949.062,0.0,52,0.0,0.0,276.10556,5438.923191068487,3175.32586696284
15476.563676143847,8382703.5,15476.563676143845,53,-14.098219,21857.993367815856,0.0,21857.993367815856,15476.563676143847,7328.037307482025,1496000,15476.563676143845,10,10,4395.650684628964,nan,-55772.535,0.0,53,0.0,0.0,321.87476,4395.650684628964,7328.037307482025
14419.976454615631,7949591.0,14419.976454615622,54,-14.192323,24620.479373535327,0.0,24620.479373535327,14419.976454615631,-58.24895201575582,1520000,14419.976454615622,10,10,7324.006079210115,nan,-56628.98,0.0,54,0.0,0.0,324.68237,7324.006079210115,-58.24895201575582
18996.66114934044,8082881.0,18996.66114934045,55,-14.467196,23339.766542409874,0.0,23339.766542409874,18996.66114934044,9304.618932526806,1544000,18996.66114934045,10,10,3853.3199502622015,nan,-58222.656,0.0,55,0.0,0.0,303.96524,3853.3199502622015,9304.618932526806
17254.6653492492,8272641.0,17254.665349249204,56,-14.7668,24836.657364781433,0.0,24836.657364781433,17254.6653492492,4118.270850048175,1568000,17254.665349249204,10,10,6298.799259888177,nan,-58871.375,0.0,56,0.0,0.0,277.97855,6298.799259888177,4118.270850048175
16069.716146573763,8079315.0,16069.716146573755,57,-14.587322,21670.52622549997,0.0,21670.52622549997,16069.716146573763,10531.587926804219,1592000,16069.716146573755,10,10,3562.5829600149345,nan,-59695.55,0.0,57,0.0,0.0,261.9521,3562.5829600149345,10531.587926804219
18031.740981281946,8268790.0,18031.74098128195,58,-14.916053,23439.739253502245,0.0,23439.739253502245,18031.740981281946,11318.95235839384,1616000,18031.74098128195,10,10,3235.2071984391782,nan,-59805.426,0.0,58,0.0,0.0,248.40059,3235.2071984391782,11318.95235839384
16784.527888263812,8704495.0,16784.527888263805,59,-15.202284,20759.38686571715,0.0,20759.38686571715,16784.527888263812,12158.709024863254,1640000,16784.527888263805,10,10,2775.634665559937,nan,-60230.84,0.0,59,0.0,0.0,223.31015,2775.634665559937,12158.709024863254
14359.599407929065,8716188.0,14359.599407929063,60,-15.6482725,26761.851524091984,0.0,26761.851524091984,14359.599407929065,2546.2543993287104,1664000,14359.599407929063,10,10,6309.243802366167,nan,-59426.113,0.0,60,0.0,0.0,228.52388,6309.243802366167,2546.2543993287104
18262.773881035508,9039580.0,18262.7738810355,61,-15.80206,19914.512204502873,0.0,19914.512204502873,18262.773881035508,14193.403383767472,1688000,18262.7738810355,10,10,1554.5738864843518,nan,-59420.67,0.0,61,0.0,0.0,212.62927,1554.5738864843518,14193.403383767472
19325.52113687071,9030739.0,19325.52113687071,62,-16.022837,26586.046576957513,0.0,26586.046576957513,19325.52113687071,10307.695430791615,1712000,19325.52113687071,10,10,5547.012738746724,nan,-58969.65,0.0,62,0.0,0.0,222.9895,5547.012738746724,10307.695430791615
16231.804677149945,8706513.0,16231.804677149941,63,-16.270876,21437.766201633258,0.0,21437.766201633258,16231.804677149945,7973.730256487922,1736000,16231.804677149941,10,10,3915.526620620249,nan,-59410.742,0.0,63,0.0,0.0,217.40262,3915.526620620249,7973.730256487922
15575.1429923781,8181992.5,15575.1429923781,64,-16.563469,23228.74824278786,0.0,23228.74824278786,15575.1429923781,-18.976566389940437,1760000,15575.1429923781,10,10,6949.761462912156,nan,-60724.617,0.0,64,0.0,0.0,228.37212,6949.761462912156,-18.976566389940437
14414.736424494835,7985364.0,14414.73642449483,65,-16.901133,22293.6958384936,0.0,22293.6958384936,14414.736424494835,6865.874975182486,1784000,14414.73642449483,10,10,4809.699188955607,nan,-61887.168,0.0,65,0.0,0.0,210.91385,4809.699188955607,6865.874975182486
17261.836159494807,7740579.0,17261.836159494807,66,-17.105028,23892.26651719614,0.0,23892.26651719614,17261.836159494807,7787.277064440999,1808000,17261.836159494807,10,10,4442.970201631567,nan,-62123.176,0.0,66,0.0,0.0,218.4882,4442.970201631567,7787.277064440999
16672.780937938158,7661273.0,16672.780937938154,67,-17.193836,22863.771285753715,0.0,22863.771285753715,16672.780937938158,5154.9419244279625,1832000,16672.780937938154,10,10,4858.709953773762,nan,-62671.2,0.0,67,0.0,0.0,258.78674,4858.709953773762,5154.9419244279625
13919.742755818714,7709414.5,13919.742755818716,68,-17.073156,24714.5936019343,0.0,24714.5936019343,13919.742755818714,2246.1787767660353,1856000,13919.742755818716,10,10,6699.788256629112,nan,-63699.457,0.0,68,0.0,0.0,240.74934,6699.788256629112,2246.1787767660353
18545.26170648839,7634709.5,18545.26170648839,69,-17.312828,32318.630748188392,0.0,32318.630748188392,18545.26170648839,11479.542119805697,1880000,18545.26170648839,10,10,5589.925203735984,nan,-63351.71,0.0,69,0.0,0.0,211.15796,5589.925203735984,11479.542119805697
15715.478721857062,7483802.5,15715.478721857067,70,-17.461948,18867.037426378716,0.0,18867.037426378716,15715.478721857062,8391.628477133088,1904000,15715.478721857067,10,10,2925.5908064593445,nan,-63819.625,0.0,70,0.0,0.0,205.02237,2925.5908064593445,8391.628477133088
12760.521906384112,7183895.0,12760.52190638411,71,-17.447449,24097.902536244317,0.0,24097.902536244317,12760.521906384112,3337.2117962272096,1928000,12760.52190638411,10,10,7451.88736298153,nan,-64037.633,0.0,71,0.0,0.0,240.87885,7451.88736298153,3337.2117962272096
16248.219496038835,6807606.5,16248.219496038826,72,-17.541954,23463.042928418825,0.0,23463.042928418825,16248.219496038835,5989.661840062469,1952000,16248.219496038826,10,10,4542.808163850109,nan,-63804.664,0.0,72,0.0,0.0,231.41095,4542.808163850109,5989.661840062469
13862.915240839688,6551068.5,13862.915240839691,73,-17.683739,28902.075746368784,0.0,28902.075746368784,13862.915240839688,3935.9015991635742,1976000,13862.915240839691,10,10,7663.940122343733,nan,-63062.664,0.0,73,0.0,0.0,216.13481,7663.940122343733,3935.9015991635742
12781.334017445164,6840110.0,12781.33401744516,74,-17.635742,26821.27305067138,0.0,26821.27305067138,12781.334017445164,4933.293786301518,2000000,12781.33401744516,10,10,6165.701218881797,nan,-63973.098,0.0,74,0.0,0.0,241.16193,6165.701218881797,4933.293786301518
16676.50156158198,6882513.0,16676.501561581976,75,-17.525867,25935.66790687558,0.0,25935.66790687558,16676.50156158198,2306.353947617305,2024000,16676.501561581976,10,10,6776.38045032519,nan,-63125.504,0.0,75,0.0,0.0,272.0062,6776.38045032519,2306.353947617305
16975.76284695613,7116878.0,16975.762846956135,76,-17.71805,24114.532915784494,0.0,24114.532915784494,16975.76284695613,2392.7575349934145,2048000,16975.762846956135,10,10,7029.297132584019,nan,-63843.227,0.0,76,0.0,0.0,247.2495,7029.297132584019,2392.7575349934145
13763.862787381735,7216552.5,13763.862787381731,77,-17.671442,22230.93921980064,0.0,22230.93921980064,13763.862787381735,3056.108877113105,2072000,13763.862787381731,10,10,6572.696914122633,nan,-63474.23,0.0,77,0.0,0.0,299.06668,6572.696914122633,3056.108877113105
18460.667018651984,7354737.5,18460.667018651984,78,-17.599575,26636.71487542191,0.0,26636.71487542191,18460.667018651984,7009.9200482859505,2096000,18460.667018651984,10,10,6592.1197974007755,nan,-62506.99,0.0,78,0.0,0.0,282.65833,6592.1197974007755,7009.9200482859505
16174.652318681456,7667238.5,16174.652318681456,79,-17.727524,21786.4926586129,0.0,21786.4926586129,16174.652318681456,6052.107765233574,2120000,16174.652318681456,10,10,5334.970781220874,nan,-63529.824,0.0,79,0.0,0.0,265.8169,5334.970781220874,6052.107765233574
19851.61886383661,7759427.5,19851.618863836615,80,-17.700415,27330.138636602816,0.0,27330.138636602816,19851.61886383661,15538.064785488574,2144000,19851.618863836615,10,10,3480.0947460736875,nan,-63838.19,0.0,80,0.0,0.0,293.23746,3480.0947460736875,15538.064785488574
15469.6772641336,8190062.5,15469.677264133603,81,-17.4667,24513.455147293495,0.0,24513.455147293495,15469.6772641336,4501.320457808838,2168000,15469.677264133603,10,10,6259.902894056245,nan,-64387.52,0.0,81,0.0,0.0,276.32162,6259.902894056245,4501.320457808838
15713.474758773376,8172873.0,15713.47475877337,82,-17.645191,36273.6744763146,0.0,36273.6744763146,15713.474758773376,-35.82984215776776,2192000,15713.47475877337,10,10,9897.913961327838,nan,-62224.81,0.0,82,0.0,0.0,819.8849,9897.913961327838,-35.82984215776776
18805.057483174973,7297181.5,18805.057483174987,83,-17.556551,23071.22751284558,0.0,23071.22751284558,18805.057483174973,11572.242233044191,2216000,18805.057483174987,10,10,2960.2688642754497,nan,-57252.117,0.0,83,0.0,0.0,1884.896,2960.2688642754497,11572.242233044191
18969.58715026093,7623339.0,18969.58715026093,84,-17.110975,23397.116755662442,0.0,23397.116755662442,18969.58715026093,5388.37712320515,2240000,18969.58715026093,10,10,4835.941029956182,nan,-59948.87,0.0,84,0.0,0.0,1327.9622,4835.941029956182,5388.37712320515
16638.885765890693,7665408.0,16638.88576589069,85,-17.044888,19986.477731082545,0.0,19986.477731082545,16638.885765890693,11009.612564329678,2264000,16638.88576589069,10,10,2550.6054361195834,nan,-61887.848,0.0,85,0.0,0.0,743.2703,2550.6054361195834,11009.612564329678
17167.158121686705,7312388.0,17167.158121686705,86,-17.210968,28559.475478161097,0.0,28559.475478161097,17167.158121686705,7122.397227877191,2288000,17167.158121686705,10,10,5387.852910975193,nan,-64482.895,0.0,86,0.0,0.0,524.75354,5387.852910975193,7122.397227877191
15118.818126148053,7011849.0,15118.81812614806,87,-17.199663,25748.626994236452,0.0,25748.626994236452,15118.818126148053,7830.516070723819,2312000,15118.81812614806,10,10,5916.693875701967,nan,-61542.21,0.0,87,0.0,0.0,642.6491,5916.693875701967,7830.516070723819
13953.60746439003,7360233.5,13953.607464390032,88,-17.170027,21919.55555628897,0.0,21919.55555628897,13953.60746439003,4120.321021715222,2336000,13953.607464390032,10,10,5746.600366175414,nan,-64405.574,0.0,88,0.0,0.0,470.98456,5746.600366175414,4120.321021715222
21048.282710609958,7640532.0,21048.282710609965,89,-17.220818,29537.813107269674,0.0,29537.813107269674,21048.282710609958,8511.183529717373,2360000,21048.282710609965,10,10,5937.238758258854,nan,-65729.83,0.0,89,0.0,0.0,371.8069,5937.238758258854,8511.183529717373
21839.772779827927,7874500.5,21839.77277982793,90,-17.47972,44023.56703233034,0.0,44023.56703233034,21839.772779827927,9570.433257626099,2384000,21839.77277982793,10,10,11363.913405858728,nan,-65956.27,0.0,90,0.0,0.0,583.898,11363.913405858728,9570.433257626099
13590.330712081204,8057345.0,13590.3307120812,91,-17.446445,25054.39947886314,0.0,25054.39947886314,13590.330712081204,4561.305761957296,2408000,13590.3307120812,10,10,6838.183445188697,nan,-65881.66,0.0,91,0.0,0.0,505.3992,6838.183445188697,4561.305761957296
20045.285588159473,7781422.0,20045.285588159473,92,-17.405598,30089.80248834145,0.0,30089.80248834145,20045.285588159473,10539.818666672476,2432000,20045.285588159473,10,10,5826.007113168839,nan,-66218.445,0.0,92,0.0,0.0,313.25275,5826.007113168839,10539.818666672476
17094.761657974836,8300638.0,17094.761657974832,93,-17.417141,28483.623932026254,0.0,28483.623932026254,17094.761657974836,2559.6818203535317,2456000,17094.761657974832,10,10,7127.080341887567,nan,-65338.35,0.0,93,0.0,0.0,1112.8345,7127.080341887567,2559.6818203535317
22138.828255056964,7777402.0,22138.828255056964,94,-17.045687,26081.77192000454,0.0,26081.77192000454,22138.828255056964,18997.358960119207,2480000,22138.828255056964,10,10,2283.3400050862465,nan,-65967.13,0.0,94,0.0,0.0,499.6834,2283.3400050862465,18997.358960119207
14855.324984813084,7851825.5,14855.324984813084,95,-16.98334,20815.911902044238,0.0,20815.911902044238,14855.324984813084,3704.948833725679,2504000,14855.324984813084,10,10,5868.179257204316,nan,-67743.22,0.0,95,0.0,0.0,422.85944,5868.179257204316,3704.948833725679
20435.66656963573,7947570.0,20435.66656963573,96,-16.75876,38580.38616558639,0.0,38580.38616558639,20435.66656963573,10119.17048735876,2528000,20435.66656963573,10,10,7478.281698752091,nan,-68627.18,0.0,96,0.0,0.0,397.58563,7478.281698752091,10119.17048735876
