MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,Average/AverageReturn,policy/LossAfter,MetaTest/peg-unplug-side-v1/NumEpisodes,MetaTest/Average/MaxReturn,peg-unplug-side-v1/TerminationRate,Average/SuccessRate,peg-unplug-side-v1/NumEpisodes,policy/dLoss,peg-unplug-side-v1/SuccessRate,MetaTest/peg-unplug-side-v1/MaxReturn,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/NumEpisodes,Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,Average/StdReturn,peg-unplug-side-v1/StdReturn,Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/peg-unplug-side-v1/Iteration,policy/LossBefore,TotalEnvSteps,Average/TerminationRate,MetaTest/peg-unplug-side-v1/SuccessRate,peg-unplug-side-v1/MaxReturn,policy/Entropy,MetaTest/peg-unplug-side-v1/StdReturn,Average/MinReturn,policy/KL,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/Average/SuccessRate,peg-unplug-side-v1/Iteration,Average/Iteration,peg-unplug-side-v1/AverageReturn,peg-unplug-side-v1/MinReturn,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/Average/AverageReturn,LinearFeatureBaseline/ExplainedVariance,peg-unplug-side-v1/AverageDiscountedReturn
,,8537.545241090433,-17.164606,,,0.0,0.17,100,16.276821,0.17,,,,,2445.1421299319336,,,17325.711206820855,17325.711206820855,100,,,-0.88778436,340000,0.0,,120124.62805275265,5.2563353,,-108.96603494899956,0.005271002,,,16,16,8537.545241090433,-108.96603494899956,120124.62805275265,,0.0,,0.19640266698285613,2445.1421299319336
,,11470.588028715305,-10.398981,,,0.0,0.2,100,16.344437,0.2,,,,,2939.8269470252876,,,16594.53892561613,16594.53892561613,100,,,5.945456,360000,0.0,,87734.77686922952,5.247243,,-101.14482821793065,0.005058146,,,17,17,11470.588028715305,-101.14482821793065,87734.77686922952,,0.0,,0.1586844611684891,2939.8269470252876
,,10820.342288997506,-9.144335,,,0.0,0.28,100,17.52217,0.28,,,,,2867.8157578801633,,,14734.292246681385,14734.292246681385,100,,,8.377834,380000,0.0,,91341.14804112396,5.249039,,-104.44666772700214,0.0072500566,,,18,18,10820.342288997506,-104.44666772700214,91341.14804112396,,0.0,,0.19855260884922432,2867.8157578801633
,,6871.704383099846,-18.440674,,,0.0,0.1,100,11.95753,0.1,,,,,1770.5211257610936,,,14709.316410743633,14709.316410743633,100,,,-6.483144,400000,0.0,,122176.18978729146,5.2403,,-109.58291423606514,0.0041955025,,,19,19,6871.704383099846,-109.58291423606514,122176.18978729146,,0.0,,0.26618378629491724,1770.5211257610936
10095.409174942095,0.0,13636.048765361647,-0.9020875,10,31736.560725206036,0.0,0.24,100,14.760872,0.24,31736.560725206036,10095.409174942095,-92.95510145099243,10,3409.5264297299536,2,9349.050878697777,16283.812039598679,16283.812039598679,100,-92.95510145099243,2,13.858785,420000,0.0,0.2,68793.42179530415,5.2179494,9349.050878697777,-106.02286036286138,0.0069471374,0.0,0.2,20,20,13636.048765361647,-106.02286036286138,68793.42179530415,10095.409174942095,0.0,10095.409174942095,0.16998319991553046,3409.5264297299536
,,14799.450717789463,-3.6137562,,,0.0,0.28,100,19.617575,0.28,,,,,4176.273528867799,,,18631.084138509657,18631.084138509657,100,,,16.003819,440000,0.0,,100922.41931015666,5.199646,,-106.41421774981723,0.006075212,,,21,21,14799.450717789463,-106.41421774981723,100922.41931015666,,0.0,,0.2191096308816577,4176.273528867799
,,21106.762239877015,-42.62333,,,0.0,0.34,100,28.040844,0.34,,,,,5700.570106999785,,,25027.379710802714,25027.379710802714,100,,,-14.582484,460000,0.0,,106150.91278475699,5.1892157,,-105.95667332434935,0.008759341,,,22,22,21106.762239877015,-105.95667332434935,106150.91278475699,,0.0,,0.204733694223575,5700.570106999785
,,14549.73684628085,-5.5437565,,,0.0,0.24,100,25.366735,0.24,,,,,3770.526154802607,,,28129.518297148545,28129.518297148545,100,,,19.822979,480000,0.0,,173277.2192767261,5.1603937,,-110.88197734084903,0.009481266,,,23,23,14549.73684628085,-110.88197734084903,173277.2192767261,,0.0,,0.3418257679201895,3770.526154802607
,,26434.84266434979,-34.949924,,,0.0,0.51,100,29.214413,0.51,,,,,7313.955254296844,,,24378.206001964816,24378.206001964816,100,,,-5.7355127,500000,0.0,,95505.18634094225,5.128166,,-105.75737450424414,0.0062407013,,,24,24,26434.84266434979,-105.75737450424414,95505.18634094225,,0.0,,0.29715895859945607,7313.955254296844
,,26542.766630016584,-14.127175,,,0.0,0.5,100,27.457336,0.5,,,,,7362.03991786892,,,27086.55971025842,27086.55971025842,100,,,13.330162,520000,0.0,,94102.8561359431,5.1060934,,-113.1628681279456,0.006300675,,,25,25,26542.766630016584,-113.1628681279456,94102.8561359431,,0.0,,0.2832824205590865,7362.03991786892
,,23124.199071282277,-1.1175874,,,0.0,0.44,100,26.37815,0.44,,,,,7099.919107089616,,,21716.521512981606,21716.521512981606,100,,,25.260563,540000,0.0,,91034.44938385277,5.0874934,,-111.98221746634384,0.00750495,,,26,26,23124.199071282277,-111.98221746634384,91034.44938385277,,0.0,,0.3108191761637469,7099.919107089616
,,30069.812746463627,-13.206703,,,0.0,0.61,100,34.444256,0.61,,,,,8930.747465219125,,,25587.729037993373,25587.729037993373,100,,,21.237553,560000,0.0,,141966.08395928537,5.0616765,,-95.2759949244678,0.007239073,,,27,27,30069.812746463627,-95.2759949244678,141966.08395928537,,0.0,,0.20940343936829475,8930.747465219125
,,29649.116910329507,1.4869375,,,0.0,0.63,100,28.642464,0.63,,,,,9550.642510388881,,,23096.85686716867,23096.85686716867,100,,,30.1294,580000,0.0,,109142.81140471334,5.0365148,,-107.1639454206722,0.0056302706,,,28,28,29649.116910329507,-107.1639454206722,109142.81140471334,,0.0,,0.20067766834602485,9550.642510388881
,,33509.56335767873,-9.25515,,,0.0,0.62,100,28.450306,0.62,,,,,10274.769179286754,,,28899.06006480085,28899.06006480085,100,,,19.195156,600000,0.0,,194182.9718536944,5.048183,,-94.15268666396379,0.0071524535,,,29,29,33509.56335767873,-94.15268666396379,194182.9718536944,,0.0,,0.22196889530192276,10274.769179286754
34432.74359373613,0.0,37760.87768020373,0.1405625,10,95438.53025190311,0.0,0.76,100,15.760651,0.76,95438.53025190311,34432.74359373613,-86.99233775224445,10,12262.373826355322,3,28886.927727541144,30729.8311173594,30729.8311173594,100,-86.99233775224445,3,15.901213,620000,0.0,0.7,166093.1732455706,5.0370936,28886.927727541144,-101.45088555691854,0.010394675,0.0,0.7,30,30,37760.87768020373,-101.45088555691854,166093.1732455706,34432.74359373613,0.0,34432.74359373613,0.20429545085300038,12262.373826355322
,,29749.37565228955,-31.43423,,,0.0,0.67,100,25.912106,0.67,,,,,9522.35915828299,,,25556.908966795523,25556.908966795523,100,,,-5.522125,640000,0.0,,139934.61406020648,5.0140815,,-96.5492236628059,0.0046644234,,,31,31,29749.37565228955,-96.5492236628059,139934.61406020648,,0.0,,0.21696471640679926,9522.35915828299
,,31592.126293172096,-28.56385,,,0.0,0.61,100,24.931307,0.61,,,,,10415.645057382837,,,23363.599508916286,23363.599508916286,100,,,-3.6325438,660000,0.0,,90942.89821780914,5.007842,,-100.99689722391209,0.006940934,,,32,32,31592.126293172096,-100.99689722391209,90942.89821780914,,0.0,,0.2380677991029294,10415.645057382837
,,37070.42915355771,-29.551,,,0.0,0.61,100,28.948282,0.61,,,,,10562.786610204754,,,27634.946055563727,27634.946055563727,100,,,-0.6027188,680000,0.0,,136471.1327559359,5.0059447,,-108.02830490003146,0.0045125787,,,33,33,37070.42915355771,-108.02830490003146,136471.1327559359,,0.0,,0.20394241339910812,10562.786610204754
,,36521.86474086869,-19.696587,,,0.0,0.71,100,30.741756,0.71,,,,,12166.742381316084,,,27393.82619698446,27393.82619698446,100,,,11.045169,700000,0.0,,146260.8624212843,4.9748507,,-92.46859415567396,0.008962769,,,34,34,36521.86474086869,-92.46859415567396,146260.8624212843,,0.0,,0.19113207660338005,12166.742381316084
,,35804.57234497598,-16.167925,,,0.0,0.67,100,26.461843,0.67,,,,,11349.859537343606,,,26865.0976807283,26865.0976807283,100,,,10.293919,720000,0.0,,119335.22701405488,4.942261,,-66.36859111909577,0.0062765866,,,35,35,35804.57234497598,-66.36859111909577,119335.22701405488,,0.0,,0.2664238176586179,11349.859537343606
,,38835.225114578,-40.336174,,,0.0,0.73,100,16.9844,0.73,,,,,12858.157830448146,,,31340.977457516547,31340.977457516547,100,,,-23.351774,740000,0.0,,198755.8854198846,4.9293985,,-100.26755547448724,0.009721691,,,36,36,38835.225114578,-100.26755547448724,198755.8854198846,,0.0,,0.17635219501868238,12858.157830448146
,,30458.31570359473,-34.673687,,,0.0,0.58,100,26.603893,0.58,,,,,10466.100116146139,,,25440.22926168611,25440.22926168611,100,,,-8.069794,760000,0.0,,113525.11538154505,4.9017134,,-98.88004913094723,0.0086314,,,37,37,30458.31570359473,-98.88004913094723,113525.11538154505,,0.0,,0.22354243987905464,10466.100116146139
,,39152.35575121488,-24.26975,,,0.0,0.74,100,26.956713,0.74,,,,,12334.94179577571,,,25547.06017835715,25547.06017835715,100,,,2.6869626,780000,0.0,,120549.36108382513,4.8683004,,-104.81013083582306,0.0060776263,,,38,38,39152.35575121488,-104.81013083582306,120549.36108382513,,0.0,,0.2241249709630747,12334.94179577571
,,38496.35461736209,-18.469063,,,0.0,0.63,100,23.363188,0.63,,,,,12663.281689099624,,,23870.1966353758,23870.1966353758,100,,,4.894125,800000,0.0,,103791.45447044334,4.8414125,,-90.02298511933829,0.005272881,,,39,39,38496.35461736209,-90.02298511933829,103791.45447044334,,0.0,,0.23113153956536103,12663.281689099624
48506.491631137425,0.0,40181.17789515463,-23.465235,10,89585.95948728961,0.0,0.72,100,28.105923,0.72,89585.95948728961,48506.491631137425,1094.064037390311,10,13259.230779252599,4,27753.43082183167,24642.633128555455,24642.633128555455,100,1094.064037390311,4,4.6406875,820000,0.0,0.9,101377.36897494443,4.8235016,27753.43082183167,-95.35611103463214,0.0073381043,0.0,0.9,40,40,40181.17789515463,-95.35611103463214,101377.36897494443,48506.491631137425,0.0,48506.491631137425,0.21115838616128135,13259.230779252599
,,44775.16246241371,-47.992325,,,0.0,0.72,100,36.7597,0.72,,,,,14951.182242114373,,,35803.59266443857,35803.59266443857,100,,,-11.232625,840000,0.0,,216119.05285478558,4.8157873,,-90.96858142601202,0.0059738336,,,41,41,44775.16246241371,-90.96858142601202,216119.05285478558,,0.0,,0.1567767367380386,14951.182242114373
,,39293.17769151614,-31.416025,,,0.0,0.68,100,29.69505,0.68,,,,,12392.212753060507,,,26605.402932379093,26605.402932379093,100,,,-1.720975,860000,0.0,,122325.46696966191,4.7985497,,-94.65701095618329,0.009258813,,,42,42,39293.17769151614,-94.65701095618329,122325.46696966191,,0.0,,0.20221586394474367,12392.212753060507
,,44750.56663171409,-22.159212,,,0.0,0.8,100,27.108246,0.8,,,,,15280.20528733477,,,25270.965450371983,25270.965450371983,100,,,4.949034,880000,0.0,,147348.54856323623,4.7928014,,1373.7436040723821,0.0068574846,,,43,43,44750.56663171409,1373.7436040723821,147348.54856323623,,0.0,,0.2914599653105231,15280.20528733477
,,46247.73229877217,-39.483513,,,0.0,0.72,100,42.154537,0.72,,,,,15512.90721307432,,,30181.551961171514,30181.551961171514,100,,,2.671025,900000,0.0,,130180.79692698187,4.7832823,,-92.90867514457003,0.005908233,,,44,44,46247.73229877217,-92.90867514457003,130180.79692698187,,0.0,,0.24626938132663,15512.90721307432
,,51126.3217784171,-51.161674,,,0.0,0.86,100,31.762287,0.86,,,,,16495.407881177416,,,30609.849509032367,30609.849509032367,100,,,-19.399387,920000,0.0,,152023.12267175366,4.753032,,755.865135027231,0.00789814,,,45,45,51126.3217784171,755.865135027231,152023.12267175366,,0.0,,0.24777289796996282,16495.407881177416
,,52711.00381546435,-19.362076,,,0.0,0.88,100,27.223001,0.88,,,,,17462.44016979668,,,30548.988794273264,30548.988794273264,100,,,7.860925,940000,0.0,,142640.64368143017,4.7460756,,-96.205059601899,0.0066163857,,,46,46,52711.00381546435,-96.205059601899,142640.64368143017,,0.0,,0.18608298582110938,17462.44016979668
,,51370.61432974982,-8.257338,,,0.0,0.81,100,30.786388,0.81,,,,,16551.0306073808,,,31844.831380786458,31844.831380786458,100,,,22.52905,960000,0.0,,135773.1917214726,4.740188,,-100.54615038304445,0.0047406144,,,47,47,51370.61432974982,-100.54615038304445,135773.1917214726,,0.0,,0.22650687206435438,16551.0306073808
,,51444.85553852357,3.0340562,,,0.0,0.87,100,30.450743,0.87,,,,,16547.490279444075,,,25988.692350667287,25988.692350667287,100,,,33.4848,980000,0.0,,117640.33777428203,4.724738,,-91.68107343968234,0.0067608366,,,48,48,51444.85553852357,-91.68107343968234,117640.33777428203,,0.0,,0.18598065054571333,16547.490279444075
,,59625.97345563367,-39.40785,,,0.0,0.86,100,34.771156,0.86,,,,,18361.795686604135,,,32050.810873933027,32050.810873933027,100,,,-4.636694,1000000,0.0,,202897.56955926915,4.7191186,,1412.4140611393718,0.005855913,,,49,49,59625.97345563367,1412.4140611393718,202897.56955926915,,0.0,,0.20172234618941398,18361.795686604135
75613.45594111734,0.0,53313.656516990595,-52.438,10,109254.23374223117,0.0,0.89,100,31.212275,0.89,109254.23374223117,75613.45594111731,48754.572272962025,10,18022.487646803096,5,20262.527135953114,33255.17396443036,33255.17396443036,100,48754.572272962025,5,-21.225725,1020000,0.0,1.0,153616.20401028465,4.7101283,20262.527135953114,-108.36582832353578,0.0093238,0.0,1.0,50,50,53313.656516990595,-108.36582832353578,153616.20401028465,75613.45594111734,0.0,75613.45594111731,0.2642040023229325,18022.487646803096
,,52490.424140400195,-1.0828375,,,0.0,0.82,100,30.654219,0.82,,,,,16891.736416741976,,,32741.55523274946,32741.55523274946,100,,,29.57138,1040000,0.0,,126770.38236779768,4.681887,,-102.37876271299562,0.0067765196,,,51,51,52490.424140400195,-102.37876271299562,126770.38236779768,,0.0,,0.18834503164161986,16891.736416741976
,,66424.27910870478,8.464097,,,0.0,0.88,100,30.041664,0.88,,,,,20868.35442116597,,,37388.56027808741,37388.56027808741,100,,,38.50576,1060000,0.0,,157560.2737524071,4.6351385,,-102.5605940406031,0.009395838,,,52,52,66424.27910870478,-102.5605940406031,157560.2737524071,,0.0,,0.23657199984024602,20868.35442116597
,,63743.61115910323,-21.30178,,,0.0,0.83,100,30.52615,0.83,,,,,19234.498836956875,,,41729.022357540896,41729.022357540896,100,,,9.224369,1080000,0.0,,169646.49044947236,4.62902,,-102.94089060106255,0.008815577,,,53,53,63743.61115910323,-102.94089060106255,169646.49044947236,,0.0,,0.3248348940110456,19234.498836956875
,,62845.37908798836,-43.032574,,,0.0,0.84,100,38.741875,0.84,,,,,18953.95786165388,,,39786.794879039786,39786.794879039786,100,,,-4.2907,1100000,0.0,,177032.58701551126,4.62271,,-99.8500914186436,0.006365821,,,54,54,62845.37908798836,-99.8500914186436,177032.58701551126,,0.0,,0.22240743281283126,18953.95786165388
,,71052.32879190247,-28.57253,,,0.0,0.88,100,35.48635,0.88,,,,,21803.717884879297,,,42673.754167136656,42673.754167136656,100,,,6.913819,1120000,0.0,,173066.80564605986,4.604584,,-92.96421984375954,0.0073941336,,,55,55,71052.32879190247,-92.96421984375954,173066.80564605986,,0.0,,0.3458017805215383,21803.717884879297
,,64855.520284074366,-35.098217,,,0.0,0.9,100,28.680122,0.9,,,,,19258.326616303624,,,37321.506863060065,37321.506863060065,100,,,-6.4180937,1140000,0.0,,151949.20309757028,4.6016035,,-103.16550978973187,0.004614936,,,56,56,64855.520284074366,-103.16550978973187,151949.20309757028,,0.0,,0.22853505467972224,19258.326616303624
,,68909.40133197945,-36.403214,,,0.0,0.9,100,33.065815,0.9,,,,,20439.426694670132,,,39012.237306326715,39012.237306326715,100,,,-3.3374,1160000,0.0,,203954.9918186678,4.596886,,-110.50451071913062,0.0052234833,,,57,57,68909.40133197945,-110.50451071913062,203954.9918186678,,0.0,,0.2096324680198116,20439.426694670132
,,65826.48073695991,-9.93825,,,0.0,0.88,100,41.641846,0.88,,,,,21356.982422762496,,,45318.574725448954,45318.574725448954,100,,,31.703594,1180000,0.0,,173738.50405596473,4.5843496,,1496.4264987688387,0.0063258447,,,58,58,65826.48073695991,1496.4264987688387,173738.50405596473,,0.0,,0.30932019805889466,21356.982422762496
,,69216.44477766707,-42.8792,,,0.0,0.87,100,44.48025,0.87,,,,,22210.571424247515,,,40133.60009795815,40133.60009795815,100,,,1.60105,1200000,0.0,,151551.89401163624,4.56844,,-103.40722376705362,0.0061070486,,,59,59,69216.44477766707,-103.40722376705362,151551.89401163624,,0.0,,0.21878214301454468,22210.571424247515
66249.85852876681,0.0,70467.9057330436,-40.87135,10,139775.4653297151,0.0,0.87,100,40.43435,0.87,139775.4653297151,66249.8585287668,23281.765490135233,10,22002.58305778832,6,33187.26390108064,42953.88049674719,42953.88049674719,100,23281.765490135233,6,-0.437,1220000,0.0,1.0,148122.50041280637,4.553445,33187.26390108064,-101.53632789087996,0.004620203,0.0,1.0,60,60,70467.9057330436,-101.53632789087996,148122.50041280637,66249.85852876681,0.0,66249.8585287668,0.2696381564825696,22002.58305778832
,,64671.19391633082,27.2117,,,0.0,0.84,100,9.874962,0.84,,,,,20164.381771605164,,,40278.334033116465,40278.334033116465,100,,,37.086662,1240000,0.0,,164926.916486851,4.535431,,-111.47874313243551,0.008048602,,,61,61,64671.19391633082,-111.47874313243551,164926.916486851,,0.0,,0.3196689729773535,20164.381771605164
,,69309.66392541867,-13.399037,,,0.0,0.9,100,41.280743,0.9,,,,,20239.635145885095,,,36838.06309348439,36838.06309348439,100,,,27.881706,1260000,0.0,,160632.99320025544,4.520997,,-94.69746879880852,0.006671565,,,62,62,69309.66392541867,-94.69746879880852,160632.99320025544,,0.0,,0.348416022664611,20239.635145885095
,,78543.71744306604,-14.789437,,,0.0,0.96,100,24.985575,0.96,,,,,23354.908272539687,,,31810.672332533213,31810.672332533213,100,,,10.196137,1280000,0.0,,156178.34609249586,4.4986296,,-100.77424449514452,0.003809275,,,63,63,78543.71744306604,-100.77424449514452,156178.34609249586,,0.0,,0.18689065748418476,23354.908272539687
,,76616.11282820394,-21.702612,,,0.0,0.93,100,36.36472,0.93,,,,,22350.31473301336,,,38741.180379756945,38741.180379756945,100,,,14.6621065,1300000,0.0,,168272.95486606524,4.4898486,,-99.64843014612325,0.0039388337,,,64,64,76616.11282820394,-99.64843014612325,168272.95486606524,,0.0,,0.25148443178635815,22350.31473301336
,,69624.29315450805,-20.77658,,,0.0,0.87,100,48.220802,0.87,,,,,20623.83312718001,,,44177.235024718335,44177.235024718335,100,,,27.44422,1320000,0.0,,166010.12020755146,4.496651,,-112.11777089956519,0.0059431307,,,65,65,69624.29315450805,-112.11777089956519,166010.12020755146,,0.0,,0.3040749295941272,20623.83312718001
,,80512.54173663117,-51.9469,,,0.0,0.92,100,36.27877,0.92,,,,,24178.51067121977,,,43020.74011982006,43020.74011982006,100,,,-15.668131,1340000,0.0,,219490.76642137262,4.481777,,-101.83902067004271,0.004937802,,,66,66,80512.54173663117,-101.83902067004271,219490.76642137262,,0.0,,0.18955844158401236,24178.51067121977
,,84321.15364821417,-9.808288,,,0.0,0.85,100,42.14345,0.85,,,,,25610.076484712194,,,46040.87911638302,46040.87911638302,100,,,32.335163,1360000,0.0,,181859.9721204493,4.4745593,,-103.05607113748194,0.0049044443,,,67,67,84321.15364821417,-103.05607113748194,181859.9721204493,,0.0,,0.30638554194266254,25610.076484712194
,,86471.40993107816,13.463581,,,0.0,0.96,100,36.322052,0.96,,,,,25610.63134027741,,,34685.02044515372,34685.02044515372,100,,,49.785633,1380000,0.0,,183262.62383859878,4.4677267,,-105.30858329073651,0.005947117,,,68,68,86471.40993107816,-105.30858329073651,183262.62383859878,,0.0,,0.17204225441875542,25610.63134027741
,,83145.16662722177,-7.0626845,,,0.0,0.92,100,42.779766,0.92,,,,,25248.02982411846,,,39869.57821781696,39869.57821781696,100,,,35.717083,1400000,0.0,,154713.8766868278,4.4508753,,-102.99043768731856,0.0061966954,,,69,69,83145.16662722177,-102.99043768731856,154713.8766868278,,0.0,,0.31408508336609564,25248.02982411846
