MetaTest/push-v1/AverageDiscountedReturn,Average/StdReturn,MetaTest/Average/Iteration,push-v1/AverageDiscountedReturn,Average/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/NumEpisodes,Average/TerminationRate,push-v1/MinReturn,GaussianMLPPolicy/KLAfter,push-v1/Iteration,MetaTest/Average/StdReturn,Average/MaxReturn,push-v1/MaxReturn,MetaTest/push-v1/Iteration,MetaTest/push-v1/MaxReturn,Average/MinReturn,GaussianMLPPolicy/LossBefore,Average/SuccessRate,push-v1/SuccessRate,MetaTest/push-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/push-v1/StdReturn,Average/Iteration,MetaTest/push-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/push-v1/AverageReturn,MetaTest/Average/SuccessRate,Average/NumEpisodes,push-v1/TerminationRate,TotalEnvSteps,push-v1/AverageReturn,GaussianMLPPolicy/LossAfter,Iteration,MetaTest/Average/AverageDiscountedReturn,push-v1/StdReturn,GaussianMLPPolicy/dLoss,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/MaxReturn,push-v1/NumEpisodes,GaussianMLPPolicy/Entropy
4665.55448780168,10836.835410729638,1,1439.3257368779991,5513.49333002144,0.0,50,0.0,-34.346812366715476,0.000491866550873965,10,7769.391581736647,61889.14656019399,61889.14656019399,1,41231.616974963596,-34.346812366715476,-1.1454998457338661e-05,0.03,0.03,0.0,4665.554487801681,0.0,7769.391581736647,10,-22.201481957746694,50,4665.554487801681,0.02,200,0.0,880000,5513.49333002144,-1.2169236470072065e-05,10,4665.55448780168,10836.835410729638,7.142380127334036e-07,1439.3257368779991,-22.201481957746694,0.02,41231.616974963596,200,5.61480712890625
,12763.168747096635,,1946.586277678687,6731.975982736153,0.0,,0.0,-26.11252602240344,9.020514698931947e-05,11,,87614.14288322646,87614.14288322646,,,-26.11252602240344,-5.075107310403837e-06,0.05,0.05,,,,,11,,,,,200,0.0,960000,6731.975982736153,-5.203065029490972e-06,11,,12763.168747096635,1.2795771908713505e-07,1946.586277678687,,,,200,5.609959602355957
,8095.240412577081,,1258.6951502271156,4601.034492280321,0.0,,0.0,-23.8571220932746,2.7049038180848584e-05,12,,50376.31929551475,50376.31929551475,,,-23.8571220932746,-4.041014562972123e-06,0.025,0.025,,,,,12,,,,,200,0.0,1040000,4601.034492280321,-4.079273821844254e-06,12,,8095.240412577081,3.8259258872130886e-08,1258.6951502271156,,,,200,5.6071553230285645
,10967.807192875567,,1828.1089676866604,6390.899552647282,0.0,,0.0,-27.860253302291735,0.00031097177998162806,13,,62423.35932708396,62423.35932708396,,,-27.860253302291735,-6.094217496865895e-06,0.05,0.05,,,,,13,,,,,200,0.0,1120000,6390.899552647282,-6.540319191117305e-06,13,,10967.807192875567,4.4610169425141066e-07,1828.1089676866604,,,,200,5.598863124847412
,7993.1050708526855,,1476.4797950374375,5168.693549976568,0.0,,0.0,-28.17586602940483,7.233415817609057e-05,14,,46096.152625806346,46096.152625806346,,,-28.17586602940483,-9.028204658534378e-06,0.025,0.025,,,,,14,,,,,200,0.0,1200000,5168.693549976568,-9.130775652010925e-06,14,,7993.1050708526855,1.025709934765473e-07,1476.4797950374375,,,,200,5.587280750274658
,14478.733506778686,,2163.604423090479,7611.55862245055,0.0,,0.0,-48.68215750764527,2.8534777811728418e-05,15,,129464.83554321715,129464.83554321715,,,-48.68215750764527,7.789796541146643e-07,0.05,0.05,,,,,15,,,,,200,0.0,1280000,7611.55862245055,7.386280458376859e-07,15,,14478.733506778686,4.035160827697837e-08,2163.604423090479,,,,200,5.587981700897217
,8449.256753442574,,1510.1125827232713,5161.613477473119,0.0,,0.0,-34.04920454777163,1.79010985448258e-05,16,,59814.831303108665,59814.831303108665,,,-34.04920454777163,3.132383426418528e-06,0.02,0.02,,,,,16,,,,,200,0.0,1360000,5161.613477473119,3.1070915156306e-06,16,,8449.256753442574,2.5291910787927918e-08,1510.1125827232713,,,,200,5.589262962341309
,8091.8405258831635,,1383.4619952192554,4608.857495911507,0.0,,0.0,-35.79697786191492,3.647243283921853e-05,17,,60884.99451184984,60884.99451184984,,,-35.79697786191492,-2.3706884633156733e-07,0.015,0.015,,,,,17,,,,,200,0.0,1440000,4608.857495911507,-2.8853492040070705e-07,17,,8091.8405258831635,5.146607406913972e-08,1383.4619952192554,,,,200,5.589040279388428
,15744.433083767615,,1745.3308987730247,5962.065728831949,0.0,,0.0,-24.741429185033713,9.232058800989762e-05,18,,175961.74823885606,175961.74823885606,,,-24.741429185033713,5.493461685546208e-06,0.03,0.03,,,,,18,,,,,200,0.0,1520000,5962.065728831949,5.362478077586275e-06,18,,15744.433083767615,1.3098360795993358e-07,1745.3308987730247,,,,200,5.594803333282471
,9404.26340001146,,1741.0506914283399,5833.567472097323,0.0,,0.0,-30.66696985390792,6.240573566174135e-05,19,,56483.82886191213,56483.82886191213,,,-30.66696985390792,5.949159003648674e-06,0.03,0.03,,,,,19,,,,,200,0.0,1600000,5833.567472097323,5.860710189153906e-06,19,,9404.26340001146,8.844881449476816e-08,1741.0506914283399,,,,200,5.601821422576904
5253.888632316841,13610.694362514369,2,1913.0926225362687,6620.507244345266,0.0,50,0.0,-23.406750286336024,0.00020392223086673766,20,12361.86011148932,93359.80140968088,93359.80140968088,2,76047.01747976965,-23.406750286336024,1.2446702157831169e-06,0.06,0.06,0.0,5253.8886323168435,0.0,12361.86011148932,20,-20.748079325259933,50,5253.8886323168435,0.04,200,0.0,1680000,6620.507244345266,9.533546290185768e-07,20,5253.888632316841,13610.694362514369,2.9131558676454006e-07,1913.0926225362687,-20.748079325259933,0.04,76047.01747976965,200,5.603174686431885
,9428.652934774243,,1376.5378768302035,4900.70240997055,0.0,,0.0,-45.2385145693335,7.783430919516832e-05,21,,70139.74165628989,70139.74165628989,,,-45.2385145693335,-5.861839781573508e-06,0.025,0.025,,,,,21,,,,,200,0.0,1760000,4900.70240997055,-5.972217877570074e-06,21,,9428.652934774243,1.1037809599656612e-07,1376.5378768302035,,,,200,5.596871376037598
,12584.988114319369,,1879.6104521781247,6599.772257247104,0.0,,0.0,-25.718490038634737,8.051782060647383e-05,22,,92098.2464013559,92098.2464013559,,,-25.718490038634737,2.825727278832346e-07,0.02,0.02,,,,,22,,,,,200,0.0,1840000,6599.772257247104,1.684222326048257e-07,22,,12584.988114319369,1.1415049527840893e-07,1879.6104521781247,,,,200,5.597146034240723
,13930.545503722577,,1986.5170377024551,7209.959989077818,0.0,,0.0,-23.602207012320704,6.686744018224999e-05,23,,107171.89739687472,107171.89739687472,,,-23.602207012320704,-4.003833055321593e-06,0.05,0.05,,,,,23,,,,,200,0.0,1920000,7209.959989077818,-4.098606041225139e-06,23,,13930.545503722577,9.477298590354621e-08,1986.5170377024551,,,,200,5.592587947845459
,8927.302336929024,,1648.7293883377706,5563.026713928128,0.0,,0.0,-33.02413211057358,1.1617945347097702e-05,24,,73521.46793572539,73521.46793572539,,,-33.02413211057358,-4.357912075647619e-06,0.02,0.02,,,,,24,,,,,200,0.0,2000000,5563.026713928128,-4.374299805931514e-06,24,,8927.302336929024,1.6387730283895507e-08,1648.7293883377706,,,,200,5.589942932128906
,19719.95304315886,,2645.3084335775575,9752.995555321038,0.0,,0.0,-28.766039752099907,5.822102684760466e-05,25,,150168.61190327365,150168.61190327365,,,-28.766039752099907,4.422900474310154e-06,0.085,0.085,,,,,25,,,,,200,0.0,2080000,9752.995555321038,4.340490704635158e-06,25,,19719.95304315886,8.240976967499591e-08,2645.3084335775575,,,,200,5.594534873962402
,9125.531949271548,,1650.936317465575,5677.987841592321,0.0,,0.0,-26.543789474499214,2.3773207431077026e-05,26,,61975.16014671289,61975.16014671289,,,-26.543789474499214,-3.472277967375703e-06,0.015,0.015,,,,,26,,,,,200,0.0,2160000,5677.987841592321,-3.5058606044913176e-06,26,,9125.531949271548,3.358263711561449e-08,1650.936317465575,,,,200,5.591957092285156
,11299.792734676921,,1906.1384278828516,6772.355077916423,0.0,,0.0,-30.14327191820404,3.6041448765899986e-05,27,,83233.07010540532,83233.07010540532,,,-30.14327191820404,-5.655852419295115e-06,0.045,0.045,,,,,27,,,,,200,0.0,2240000,6772.355077916423,-5.7067954912781715e-06,27,,11299.792734676921,5.094307198305614e-08,1906.1384278828516,,,,200,5.58750057220459
,11883.580143543859,,2054.4466713076395,7368.970952983043,0.0,,0.0,-32.79896189439674,3.732697223313153e-06,28,,72213.30869189717,72213.30869189717,,,-32.79896189439674,-5.994697858113796e-07,0.03,0.03,,,,,28,,,,,200,0.0,2320000,7368.970952983043,-6.0474997098936e-07,28,,11883.580143543859,5.2801851779804565e-09,2054.4466713076395,,,,200,5.586965084075928
,11707.034373396818,,2184.643237256542,7316.530601723844,0.0,,0.0,-25.717600545163492,0.0010926109971478581,29,,71071.79639110927,71071.79639110927,,,-25.717600545163492,2.3958195924933534e-06,0.04,0.04,,,,,29,,,,,200,0.0,2400000,7316.530601723844,6.027752306181355e-07,29,,11707.034373396818,1.7930443618752179e-06,2184.643237256542,,,,200,5.588493824005127
7183.691702080137,15301.90110992048,3,2265.3058078510485,7967.815423296957,0.0,50,0.0,-22.618744528464696,0.0001016960377455689,30,11844.86973156584,165309.4273209692,165309.4273209692,3,58601.411053567266,-22.618744528464696,1.2232918606969179e-06,0.045,0.045,0.0,7183.6917020801375,0.0,11844.86973156584,30,-43.05070086390852,50,7183.6917020801375,0.08,200,0.0,2480000,7967.815423296957,1.0791179647640092e-06,30,7183.691702080137,15301.90110992048,1.4417389593290864e-07,2265.3058078510485,-43.05070086390852,0.08,58601.411053567266,200,5.589807033538818
,14593.381314673457,,2375.3109412329623,8189.79490805086,0.0,,0.0,-31.85152247983839,2.725264130276628e-05,31,,94629.86649564221,94629.86649564221,,,-31.85152247983839,-2.829563641171262e-07,0.055,0.055,,,,,31,,,,,200,0.0,2560000,8189.79490805086,-3.2149927164937253e-07,31,,14593.381314673457,3.854290753224632e-08,2375.3109412329623,,,,200,5.589681148529053
,13101.790604016658,,2148.280681562459,7677.935460190575,0.0,,0.0,-23.17145715914603,1.102435817301739e-05,32,,100172.95990007313,100172.95990007313,,,-23.17145715914603,-3.4040936043311376e-06,0.06,0.06,,,,,32,,,,,200,0.0,2640000,7677.935460190575,-3.4196320939372526e-06,32,,13101.790604016658,1.5538489606115036e-08,2148.280681562459,,,,200,5.588094234466553
,13678.836632326484,,2226.6201723419617,7656.445092109269,0.0,,0.0,-22.372219448611926,0.0001995268976315856,33,,114085.55402137559,114085.55402137559,,,-22.372219448611926,-1.712303674139548e-05,0.045,0.045,,,,,33,,,,,200,0.0,2720000,7656.445092109269,-1.7408132407581434e-05,33,,13678.836632326484,2.850956661859527e-07,2226.6201723419617,,,,200,5.563624382019043
,11202.786673970922,,2112.8635708901247,7494.586160888025,0.0,,0.0,-24.251016533159973,1.9379334844416007e-05,34,,66804.48958893727,66804.48958893727,,,-24.251016533159973,2.255833123854245e-06,0.04,0.04,,,,,34,,,,,200,0.0,2800000,7494.586160888025,2.228442554041976e-06,34,,11202.786673970922,2.739056981226895e-08,2112.8635708901247,,,,200,5.5655436515808105
,11204.74487588905,,1815.4136295069852,6626.438914769754,0.0,,0.0,-23.26267122715379,0.0001333902619080618,35,,55582.35486726274,55582.35486726274,,,-23.26267122715379,3.4387423966109054e-06,0.045,0.045,,,,,35,,,,,200,0.0,2880000,6626.438914769754,3.249308747399482e-06,35,,11204.74487588905,1.8943364921142347e-07,1815.4136295069852,,,,200,5.569053649902344
,16287.30568082304,,2700.9758201795685,9120.880776096606,0.0,,0.0,-31.29177960800886,3.818072218564339e-05,36,,127305.08398077577,127305.08398077577,,,-31.29177960800886,-5.133922059030738e-06,0.065,0.065,,,,,36,,,,,200,0.0,2960000,9120.880776096606,-5.187952865526313e-06,36,,16287.30568082304,5.4030806495575234e-08,2700.9758201795685,,,,200,5.5630903244018555
,15032.465087235998,,2444.3533087095116,8468.413557054462,0.0,,0.0,-24.69540083932054,7.537393685197458e-05,37,,105625.52757955906,105625.52757955906,,,-24.69540083932054,-1.293219384024269e-06,0.055,0.055,,,,,37,,,,,200,0.0,3040000,8468.413557054462,-1.3999333532410674e-06,37,,15032.465087235998,1.0671396921679843e-07,2444.3533087095116,,,,200,5.561819553375244
,14660.161277728792,,2222.4081275250587,7229.582229438415,0.0,,0.0,-23.27006461822077,3.126280353171751e-05,38,,125865.25188593836,125865.25188593836,,,-23.27006461822077,-3.6459476859818096e-07,0.065,0.065,,,,,38,,,,,200,0.0,3120000,7229.582229438415,-4.089298215603776e-07,38,,14660.161277728792,4.433505296219664e-08,2222.4081275250587,,,,200,5.561413288116455
,14024.79928856018,,2195.3695232080076,7443.825698392652,0.0,,0.0,-24.261894590283095,2.920070619438775e-05,39,,102829.78608920095,102829.78608920095,,,-24.261894590283095,3.16769865094102e-06,0.05,0.05,,,,,39,,,,,200,0.0,3200000,7443.825698392652,3.1264139579434413e-06,39,,14024.79928856018,4.128469299757853e-08,2195.3695232080076,,,,200,5.5625996589660645
7551.887497634843,17442.971878649863,4,2471.6837399949004,8602.918770374536,0.0,50,0.0,-23.18813859677925,7.080819341354072e-05,40,19364.586382564205,129472.46134365693,129472.46134365693,4,133072.98916764386,-23.18813859677925,-2.263913756905822e-06,0.05,0.05,0.0,7551.887497634843,0.0,19364.586382564205,40,-20.69856930119567,50,7551.887497634843,0.02,200,0.0,3280000,8602.918770374536,-2.3641018742637243e-06,40,7551.887497634843,17442.971878649863,1.0018811735790223e-07,2471.6837399949004,-20.69856930119567,0.02,133072.98916764386,200,5.5618462562561035
,10463.60832090631,,2165.410789381259,7065.508021721543,0.0,,0.0,-29.17145761426927,4.4520180381368846e-05,41,,68307.23440157142,68307.23440157142,,,-29.17145761426927,-3.2710649975342676e-06,0.03,0.03,,,,,41,,,,,200,0.0,3360000,7065.508021721543,-3.334131179144606e-06,41,,10463.60832090631,6.306618161033839e-08,2165.410789381259,,,,200,5.5594401359558105
,10995.004751335631,,1869.2785264808713,6192.416081313016,0.0,,0.0,-25.62394958719219,0.0002508447796572,42,,88139.39877055673,88139.39877055673,,,-25.62394958719219,4.778496986546088e-06,0.025,0.025,,,,,42,,,,,200,0.0,3440000,6192.416081313016,4.419156994117657e-06,42,,10995.004751335631,3.593399924284313e-07,1869.2785264808713,,,,200,5.5657196044921875
,14783.527301087073,,2313.2542577272607,7684.0056728685995,0.0,,0.0,-42.39963158669925,5.097366374684498e-05,43,,81997.75753603649,81997.75753603649,,,-42.39963158669925,-5.896149104955839e-06,0.055,0.055,,,,,43,,,,,200,0.0,3520000,7684.0056728685995,-5.968359801045153e-06,43,,14783.527301087073,7.22106960893143e-08,2313.2542577272607,,,,200,5.5581440925598145
,14715.78407107225,,2784.3057257750047,9532.853327741843,0.0,,0.0,-27.188056540313937,4.9007638153852895e-05,44,,104082.3945125464,104082.3945125464,,,-27.188056540313937,-4.307936706027249e-06,0.095,0.095,,,,,44,,,,,200,0.0,3600000,9532.853327741843,-4.377309323899681e-06,44,,14715.78407107225,6.937261787243187e-08,2784.3057257750047,,,,200,5.553863048553467
,13941.080250864088,,2640.2880404020934,8955.66467346206,0.0,,0.0,-22.985376103327305,2.4667266188771464e-05,45,,98546.58832076097,98546.58832076097,,,-22.985376103327305,-1.1387750191715895e-06,0.05,0.05,,,,,45,,,,,200,0.0,3680000,8955.66467346206,-1.1736068472600891e-06,45,,13941.080250864088,3.4831828088499606e-08,2640.2880404020934,,,,200,5.553421497344971
,15670.750085833719,,2151.618970112018,7587.005711476086,0.0,,0.0,-29.92797447126882,0.00021847272000741214,46,,110546.12402758037,110546.12402758037,,,-29.92797447126882,6.0394531828933395e-06,0.055,0.055,,,,,46,,,,,200,0.0,3760000,7587.005711476086,5.7275192375527695e-06,46,,15670.750085833719,3.1193394534057006e-07,2151.618970112018,,,,200,5.558944225311279
,16261.351532295255,,2217.6028263487556,7279.548573086644,0.0,,0.0,-31.888504930372488,7.189346069935709e-05,47,,160428.87416657884,160428.87416657884,,,-31.888504930372488,9.741340363689233e-06,0.055,0.055,,,,,47,,,,,200,0.0,3840000,7279.548573086644,9.639400559535716e-06,47,,16261.351532295255,1.0193980415351689e-07,2217.6028263487556,,,,200,5.572746753692627
,12833.311662629822,,2241.8952033474516,7886.435987554894,0.0,,0.0,-32.21296294866628,6.239661161089316e-05,48,,62825.58578058718,62825.58578058718,,,-32.21296294866628,1.3162920140530332e-06,0.065,0.065,,,,,48,,,,,200,0.0,3920000,7886.435987554894,1.2278834446988185e-06,48,,12833.311662629822,8.84085693542147e-08,2241.8952033474516,,,,200,5.5738677978515625
,13549.700885632486,,2584.826019066189,8522.895996375182,0.0,,0.0,-34.197812658447525,6.483706965809688e-05,49,,85118.69644576016,85118.69644576016,,,-34.197812658447525,2.2052081760648434e-07,0.055,0.055,,,,,49,,,,,200,0.0,4000000,8522.895996375182,1.2856943953920563e-07,49,,13549.700885632486,9.195137806727871e-08,2584.826019066189,,,,200,5.574059009552002
5484.969166881485,14051.029294769824,5,2120.788618808418,7523.282304175806,0.0,50,0.0,-24.96584018024679,6.297178333625197e-05,50,7946.82297306291,85196.73917619989,85196.73917619989,5,29538.08938955556,-24.96584018024679,-5.776732905360404e-06,0.07,0.07,0.0,5484.969166881485,0.0,7946.82297306291,50,-27.300798680631264,50,5484.969166881485,0.04,200,0.0,4080000,7523.282304175806,-5.8658906709752046e-06,50,5484.969166881485,14051.029294769824,8.915776561480016e-08,2120.788618808418,-27.300798680631264,0.04,29538.08938955556,200,5.567184925079346
,15488.863470111777,,2884.586057028475,9502.591814286816,0.0,,0.0,-23.31502859911029,0.0002841791429091245,51,,106381.32517851342,106381.32517851342,,,-23.31502859911029,5.715809493267443e-06,0.05,0.05,,,,,51,,,,,200,0.0,4160000,9502.591814286816,5.309268999553751e-06,51,,15488.863470111777,4.0654049371369183e-07,2884.586057028475,,,,200,5.573606967926025
