MetaTest/shelf-place-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,policy/LossAfter,MetaTest/Average/SuccessRate,policy/KL,policy/Entropy,Average/SuccessRate,policy/KLBefore,policy/LossBefore,shelf-place-v1/NumEpisodes,Average/Iteration,MetaTest/shelf-place-v1/Iteration,MetaTest/Average/AverageReturn,Average/TerminationRate,MetaTest/Average/Iteration,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/TerminationRate,shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/shelf-place-v1/TerminationRate,MetaTest/shelf-place-v1/MinReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/Iteration,Average/AverageReturn,Average/StdReturn,TotalEnvSteps,shelf-place-v1/StdReturn,LinearFeatureBaseline/ExplainedVariance,Average/AverageDiscountedReturn,shelf-place-v1/MinReturn,MetaTest/Average/MaxReturn,shelf-place-v1/MaxReturn,policy/dLoss,MetaTest/shelf-place-v1/AverageReturn,MetaTest/Average/StdReturn,shelf-place-v1/AverageReturn,Average/NumEpisodes,MetaTest/Average/MinReturn,Average/MinReturn
,,0.001377726,,0.005802324,4.754634,0.0,0.0,-0.0006196007,100,66,,,0.0,,-16.594631124514237,,,0.0,-8.901811987560613,0.0,,,,,,,66,-19.12467395261862,1.5354208268215914,1340000,1.5354208268215914,0.3403638521785254,-8.901811987560613,-25.89022711307029,,-16.594631124514237,-0.0019973267,,,-19.12467395261862,100,,-25.89022711307029
,,0.007174884,,0.014847564,4.7425413,0.0,0.0,0.0013403442,100,67,,,0.0,,-16.47589333200082,,,0.0,-8.987299445216165,0.0,,,,,,,67,-19.255348813910572,1.3727678657618538,1360000,1.3727678657618538,0.32526663357124086,-8.987299445216165,-23.110101899305885,,-16.47589333200082,-0.00583454,,,-19.255348813910572,100,,-23.110101899305885
,,0.0026966126,,0.012778058,4.727834,0.0,0.0,-0.00021438532,100,68,,,0.0,,-16.77640876639368,,,0.0,-9.066205429328397,0.0,,,,,,,68,-19.718109948185095,1.6977751628231765,1380000,1.6977751628231765,0.39070708933189857,-9.066205429328397,-25.30969715429587,,-16.77640876639368,-0.002910998,,,-19.718109948185095,100,,-25.30969715429587
,,0.006679706,,0.013851898,4.7073026,0.0,0.0,0.0015350006,100,69,,,0.0,,-16.924975989241652,,,0.0,-9.210505717481768,0.0,,,,,,,69,-19.679280372161813,1.5020276299405422,1400000,1.5020276299405422,0.19830224869345225,-9.210505717481768,-23.94446531006759,,-16.924975989241652,-0.005144705,,,-19.679280372161813,100,,-23.94446531006759
-17.484370831156678,-18.988472968234458,0.0067986557,0.0,0.006286496,4.689208,0.0,0.0,-0.00077427976,100,70,7,-18.988472968234458,0.0,7,-15.758936985200434,10,-18.988472968234458,0.0,-9.09473389178239,0.0,0.0,0.0,-22.7064853133564,1.4516838273900945,10,0.0,70,-19.602357518174944,2.372820520426015,1420000,2.372820520426015,0.3973951084778624,-9.09473389178239,-30.03847518078025,-17.484370831156678,-15.758936985200434,-0.0075729354,-18.988472968234458,1.4516838273900945,-19.602357518174944,100,-22.7064853133564,-30.03847518078025
,,0.004131031,,0.0046338225,4.667931,0.0,0.0,-0.00042045058,100,71,,,0.0,,-16.069945665361278,,,0.0,-8.974661346487379,0.0,,,,,,,71,-19.535677691100723,2.2233880978467337,1440000,2.2233880978467337,0.3540087009135434,-8.974661346487379,-26.237008579233912,,-16.069945665361278,-0.004551482,,,-19.535677691100723,100,,-26.237008579233912
,,0.0021931606,,0.013766721,4.6466837,0.0,0.0,-0.0029375863,100,72,,,0.0,,-16.98296549297635,,,0.0,-9.408458160448378,0.0,,,,,,,72,-20.268236548394825,2.557611106604859,1460000,2.557611106604859,0.43290805081140615,-9.408458160448378,-30.006866906659287,,-16.98296549297635,-0.005130747,,,-20.268236548394825,100,,-30.006866906659287
,,0.0010086384,,0.016796838,4.6316805,0.0,0.0,-0.001155414,100,73,,,0.0,,-16.357767210617368,,,0.0,-9.268467860709208,0.0,,,,,,,73,-19.956555954786847,1.5406686159288554,1480000,1.5406686159288554,0.3954453735490969,-9.268467860709208,-23.490797688301022,,-16.357767210617368,-0.0021640523,,,-19.956555954786847,100,,-23.490797688301022
,,0.006208574,,0.0060771243,4.61238,0.0,0.0,0.0021313075,100,74,,,0.0,,-15.450952124477524,,,0.0,-8.92067766634475,0.0,,,,,,,74,-19.262580501016952,1.644121437754045,1500000,1.644121437754045,0.2928109295085406,-8.92067766634475,-27.57590045795403,,-15.450952124477524,-0.0040772664,,,-19.262580501016952,100,,-27.57590045795403
,,0.0072649773,,0.0065659233,4.5857205,0.0,0.0,0.00062612497,100,75,,,0.0,,-15.937101029435446,,,0.0,-8.570249520695377,0.0,,,,,,,75,-18.557897498375514,1.7450605034406206,1520000,1.7450605034406206,0.2266270899820989,-8.570249520695377,-25.923991687950444,,-15.937101029435446,-0.0066388524,,,-18.557897498375514,100,,-25.923991687950444
,,0.0055014067,,0.009412759,4.567333,0.0,0.0,0.00025262404,100,76,,,0.0,,-16.177335257988826,,,0.0,-8.523542172312125,0.0,,,,,,,76,-18.271441388526178,1.1416549827681215,1540000,1.1416549827681215,0.3045945102452602,-8.523542172312125,-24.00403207732691,,-16.177335257988826,-0.0052487827,,,-18.271441388526178,100,,-24.00403207732691
,,0.0012312441,,0.0017903576,4.5661473,0.0,0.0,0.0012311361,100,77,,,0.0,,-15.966333312146254,,,0.0,-8.449076815817069,0.0,,,,,,,77,-17.960606682586565,1.182919030692582,1560000,1.182919030692582,0.2634596126447065,-8.449076815817069,-22.66903081182381,,-15.966333312146254,-1.07917e-07,,,-17.960606682586565,100,,-22.66903081182381
,,0.014060786,,0.04831644,4.555286,0.0,0.0,-0.0006610439,100,78,,,0.0,,-15.290065462529837,,,0.0,-8.728800402838742,0.0,,,,,,,78,-18.372584805291364,1.5155556391807614,1580000,1.5155556391807614,0.29773616011650006,-8.728800402838742,-23.321701291139153,,-15.290065462529837,-0.014721829,,,-18.372584805291364,100,,-23.321701291139153
,,-0.0012097977,,0.02059175,4.5367045,0.0,0.0,-0.0017164772,100,79,,,0.0,,-15.88980448110835,,,0.0,-9.063183956229128,0.0,,,,,,,79,-20.19001013051772,2.8466633952389224,1600000,2.8466633952389224,0.29377028221299883,-9.063183956229128,-29.149892053149365,,-15.88980448110835,-0.0005066795,,,-20.19001013051772,100,,-29.149892053149365
-17.684514838433977,-22.828096164296923,0.0019624825,0.0,0.016608862,4.5110517,0.0,0.0,-0.0016917366,100,80,8,-22.828096164296923,0.0,8,-16.274541146232103,10,-22.828096164296923,0.0,-9.638832878508135,0.0,0.0,0.0,-32.40855285993925,4.433309650999392,10,0.0,80,-21.00855258171732,2.2325025687308466,1620000,2.2325025687308466,0.42944018031763664,-9.638832878508135,-26.93345856896325,-17.684514838433977,-16.274541146232103,-0.0036542192,-22.828096164296923,4.433309650999392,-21.00855258171732,100,-32.40855285993925,-26.93345856896325
,,0.004904798,,0.0152453175,4.4867096,0.0,0.0,0.0035189495,100,81,,,0.0,,-16.048642874148403,,,0.0,-9.398401164738736,0.0,,,,,,,81,-20.893655226918522,3.2447961637619738,1640000,3.2447961637619738,0.43220374800740313,-9.398401164738736,-32.576806848476515,,-16.048642874148403,-0.0013858487,,,-20.893655226918522,100,,-32.576806848476515
,,0.0011079526,,0.011978597,4.467858,0.0,0.0,-0.00087762607,100,82,,,0.0,,-16.421768845613503,,,0.0,-9.486148800988483,0.0,,,,,,,82,-20.67979085609933,2.1507245430271276,1660000,2.1507245430271276,0.26043964200186986,-9.486148800988483,-26.892400521015123,,-16.421768845613503,-0.0019855786,,,-20.67979085609933,100,,-26.892400521015123
,,0.00083284,,0.0113623375,4.449734,0.0,0.0,0.00052037695,100,83,,,0.0,,-16.649663713654423,,,0.0,-9.758305875526931,0.0,,,,,,,83,-21.511244258054106,3.039318825785592,1680000,3.039318825785592,0.32473794373006426,-9.758305875526931,-30.634906338865505,,-16.649663713654423,-0.00031246303,,,-21.511244258054106,100,,-30.634906338865505
,,0.002108947,,0.0139775835,4.432442,0.0,0.0,-0.0005025009,100,84,,,0.0,,-16.678438094927063,,,0.0,-9.334517167634385,0.0,,,,,,,84,-20.574270074114988,1.9681651686580384,1700000,1.9681651686580384,0.392193154383468,-9.334517167634385,-27.15210741199467,,-16.678438094927063,-0.0026114478,,,-20.574270074114988,100,,-27.15210741199467
,,-0.0026892356,,0.015594547,4.421364,0.0,0.0,0.00050816766,100,85,,,0.0,,-15.698820867094097,,,0.0,-9.31472265761381,0.0,,,,,,,85,-21.096554853687184,2.7701085450457863,1720000,2.7701085450457863,0.3777830710952508,-9.31472265761381,-30.712232869618063,,-15.698820867094097,0.0031974032,,,-21.096554853687184,100,,-30.712232869618063
,,0.00028012466,,0.016454233,4.411086,0.0,0.0,-0.00019302445,100,86,,,0.0,,-16.7824351407779,,,0.0,-9.186497955554024,0.0,,,,,,,86,-19.97973469470546,1.9712089499189764,1740000,1.9712089499189764,0.3965254618744254,-9.186497955554024,-25.178485980664018,,-16.7824351407779,-0.00047314912,,,-19.97973469470546,100,,-25.178485980664018
,,-0.004114878,,0.015439346,4.399541,0.0,0.0,0.00013406448,100,87,,,0.0,,-15.508977423371576,,,0.0,-9.283425087744002,0.0,,,,,,,87,-21.18399899006093,3.3675234002897945,1760000,3.3675234002897945,0.5087432939985603,-9.283425087744002,-31.87181187523604,,-15.508977423371576,0.0042489422,,,-21.18399899006093,100,,-31.87181187523604
,,-0.00011750755,,0.015147116,4.388572,0.0,0.0,-0.0011021645,100,88,,,0.0,,-17.14006811538822,,,0.0,-9.292764540321565,0.0,,,,,,,88,-20.134474746350943,1.8219920682494393,1780000,1.8219920682494393,0.3553469785121175,-9.292764540321565,-25.61669408159759,,-17.14006811538822,-0.000984657,,,-20.134474746350943,100,,-25.61669408159759
,,-0.0007337166,,0.013091859,4.3736157,0.0,0.0,0.0015258675,100,89,,,0.0,,-15.872145281573056,,,0.0,-9.212627807239977,0.0,,,,,,,89,-20.916751750328043,3.1569781618016397,1800000,3.1569781618016397,0.3562559229488008,-9.212627807239977,-35.83197878024116,,-15.872145281573056,0.0022595841,,,-20.916751750328043,100,,-35.83197878024116
-17.888265992281163,-19.25041617020809,0.0006731441,0.0,0.02266298,4.358375,0.0,0.0,-0.0013293228,100,90,9,-19.250416170208087,0.0,9,-15.607699588528453,10,-19.25041617020809,0.0,-8.88603613500956,0.0,0.0,0.0,-21.168858904168967,1.214796227884542,10,0.0,90,-19.35799517852873,1.8010561744081073,1820000,1.8010561744081073,0.2803740590009949,-8.88603613500956,-24.140966185261135,-17.888265992281163,-15.607699588528453,-0.002002467,-19.250416170208087,1.214796227884542,-19.35799517852873,100,-21.168858904168967,-24.140966185261135
,,-0.0071588485,,0.024811268,4.3484488,0.0,0.0,-0.0029964347,100,91,,,0.0,,-16.260583118131912,,,0.0,-9.375174212708034,0.0,,,,,,,91,-21.500929915721258,3.3519951594498716,1840000,3.3519951594498716,0.40984514377440573,-9.375174212708034,-32.27452505766147,,-16.260583118131912,0.004162414,,,-21.500929915721258,100,,-32.27452505766147
,,-0.0008137146,,0.020074535,4.338792,0.0,0.0,-0.00037609367,100,92,,,0.0,,-15.944707371743645,,,0.0,-8.934893476434503,0.0,,,,,,,92,-19.43051049952361,1.6858644840342707,1860000,1.6858644840342707,0.32426411436387303,-8.934893476434503,-23.411410313803476,,-15.944707371743645,0.0004376209,,,-19.43051049952361,100,,-23.411410313803476
,,0.0010410866,,0.019269107,4.3239284,0.0,0.0,0.0018840942,100,93,,,0.0,,-16.611962329093565,,,0.0,-9.298292607424406,0.0,,,,,,,93,-21.304640466453062,3.178122324972156,1880000,3.178122324972156,0.3937668857003527,-9.298292607424406,-29.12566538520877,,-16.611962329093565,0.0008430076,,,-21.304640466453062,100,,-29.12566538520877
,,0.00488507,,0.013882474,4.306068,0.0,0.0,0.0016961803,100,94,,,0.0,,-15.614822298490635,,,0.0,-8.666841698015034,0.0,,,,,,,94,-18.759830062907152,1.638787362646521,1900000,1.638787362646521,0.2933519654814465,-8.666841698015034,-24.06765375181079,,-15.614822298490635,-0.0031888897,,,-18.759830062907152,100,,-24.06765375181079
,,0.0041862885,,0.013434541,4.2822423,0.0,0.0,-7.981377e-05,100,95,,,0.0,,-15.722707168282225,,,0.0,-8.791475412479645,0.0,,,,,,,95,-19.171501943594937,1.9804949607796325,1920000,1.9804949607796325,0.31086552374705545,-8.791475412479645,-26.149685654236904,,-15.722707168282225,-0.0042661023,,,-19.171501943594937,100,,-26.149685654236904
,,0.0032861454,,0.006465337,4.262481,0.0,0.0,-0.0010203858,100,96,,,0.0,,-15.973400772460037,,,0.0,-8.65261989309609,0.0,,,,,,,96,-18.827107445529403,1.58448940905076,1940000,1.58448940905076,0.41034809863360344,-8.65261989309609,-22.481460398949395,,-15.973400772460037,-0.004306531,,,-18.827107445529403,100,,-22.481460398949395
,,0.0036306381,,0.012135516,4.2498846,0.0,0.0,0.0009865997,100,97,,,0.0,,-16.06268186205087,,,0.0,-8.523122675086906,0.0,,,,,,,97,-18.32552217397758,1.1214116416481015,1960000,1.1214116416481015,0.24229971252069693,-8.523122675086906,-20.900980861293558,,-16.06268186205087,-0.0026440383,,,-18.32552217397758,100,,-20.900980861293558
,,0.0035001629,,0.01174813,4.2367816,0.0,0.0,0.0011562787,100,98,,,0.0,,-15.790661749687184,,,0.0,-8.423380449579406,0.0,,,,,,,98,-18.037442473864623,1.4592859930704065,1980000,1.4592859930704065,0.39628639757428374,-8.423380449579406,-22.65187736034383,,-15.790661749687184,-0.0023438842,,,-18.037442473864623,100,,-22.65187736034383
,,0.0026334573,,0.008528856,4.223525,0.0,0.0,5.8852005e-05,100,99,,,0.0,,-15.28304816417872,,,0.0,-8.27572716118091,0.0,,,,,,,99,-17.839855494964652,1.1083135019071229,2000000,1.1083135019071229,0.38052785944142997,-8.27572716118091,-21.3081332934692,,-15.28304816417872,-0.0025746054,,,-17.839855494964652,100,,-21.3081332934692
