MetaTest/shelf-place-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,policy/LossAfter,MetaTest/Average/SuccessRate,policy/KL,policy/Entropy,Average/SuccessRate,policy/KLBefore,policy/LossBefore,shelf-place-v1/NumEpisodes,Average/Iteration,MetaTest/shelf-place-v1/Iteration,MetaTest/Average/AverageReturn,Average/TerminationRate,MetaTest/Average/Iteration,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/TerminationRate,shelf-place-v1/AverageDiscountedReturn,shelf-place-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/shelf-place-v1/TerminationRate,MetaTest/shelf-place-v1/MinReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/Iteration,Average/AverageReturn,Average/StdReturn,TotalEnvSteps,shelf-place-v1/StdReturn,LinearFeatureBaseline/ExplainedVariance,Average/AverageDiscountedReturn,shelf-place-v1/MinReturn,MetaTest/Average/MaxReturn,shelf-place-v1/MaxReturn,policy/dLoss,MetaTest/shelf-place-v1/AverageReturn,MetaTest/Average/StdReturn,shelf-place-v1/AverageReturn,Average/NumEpisodes,MetaTest/Average/MinReturn,Average/MinReturn
-20.830058775275837,-36.96499246354698,-0.0162955,0.0,0.007672316,5.568835,0.0,0.0,-0.010880471,100,10,1,-36.96499246354698,0.0,1,-23.090997572264456,10,-36.96499246354698,0.0,-14.92565846607194,0.0,0.0,0.0,-50.24990066584608,8.486776423538851,10,0.0,10,-37.06204244201841,9.411058769584258,220000,9.411058769584258,0.321057238160793,-14.92565846607194,-62.55123472376418,-20.830058775275837,-23.090997572264456,0.005415029,-36.96499246354698,8.486776423538851,-37.06204244201841,100,-50.24990066584608,-62.55123472376418
,,-0.013651291,,0.010728205,5.5630198,0.0,0.0,-0.0049909456,100,11,,,0.0,,13.065857377606761,,,0.0,-14.091972816970292,0.0,,,,,,,11,-35.0392411233111,10.408464028874828,240000,10.408464028874828,0.3868033992993236,-14.091972816970292,-61.591855355134854,,13.065857377606761,0.008660345,,,-35.0392411233111,100,,-61.591855355134854
,,-0.012921744,,0.015031446,5.5548425,0.0,0.0,-0.00077986676,100,12,,,0.0,,-16.616509221161017,,,0.0,-15.253296667466309,0.0,,,,,,,12,-36.03812253581245,9.670357154145574,260000,9.670357154145574,0.4194967037944819,-15.253296667466309,-62.682082189757544,,-16.616509221161017,0.012141877,,,-36.03812253581245,100,,-62.682082189757544
,,-0.009710343,,0.010399176,5.548843,0.0,0.0,-0.003592865,100,13,,,0.0,,-23.406690049958268,,,0.0,-14.12320751301312,0.0,,,,,,,13,-34.61274233708292,8.25575936630712,280000,8.25575936630712,0.40117594305299886,-14.12320751301312,-65.11467439716579,,-23.406690049958268,0.0061174775,,,-34.61274233708292,100,,-65.11467439716579
,,-0.007958113,,0.007250548,5.544912,0.0,0.0,0.00060977176,100,14,,,0.0,,-22.055893935055945,,,0.0,-14.26338911519162,0.0,,,,,,,14,-35.70381463532493,8.493882571337412,300000,8.493882571337412,0.44145150036828074,-14.26338911519162,-63.67879014640055,,-22.055893935055945,0.008567885,,,-35.70381463532493,100,,-63.67879014640055
,,-0.0022835785,,0.0059917946,5.5416036,0.0,0.0,-0.00013003845,100,15,,,0.0,,-21.471588506520344,,,0.0,-13.338618969601596,0.0,,,,,,,15,-31.959219352713923,5.758792194960053,320000,5.758792194960053,0.33393046919590785,-13.338618969601596,-54.499241757537725,,-21.471588506520344,0.00215354,,,-31.959219352713923,100,,-54.499241757537725
,,-0.0006982651,,0.011211709,5.531136,0.0,0.0,0.0026573837,100,16,,,0.0,,-17.584777574896,,,0.0,-13.246904432612764,0.0,,,,,,,16,-31.14269797079885,5.828525271673555,340000,5.828525271673555,0.3167027829279272,-13.246904432612764,-51.208057600628294,,-17.584777574896,0.0033556488,,,-31.14269797079885,100,,-51.208057600628294
,,-0.0034067475,,0.0067688613,5.5161204,0.0,0.0,-0.0011803253,100,17,,,0.0,,-23.835848616403158,,,0.0,-13.17830942606541,0.0,,,,,,,17,-32.215812671594335,6.930593387968305,360000,6.930593387968305,0.3617676748018098,-13.17830942606541,-65.01264693462895,,-23.835848616403158,0.002226422,,,-32.215812671594335,100,,-65.01264693462895
,,0.0020528964,,0.0049327775,5.4988685,0.0,0.0,-0.0019997247,100,18,,,0.0,,-18.871517708851027,,,0.0,-13.32898790205086,0.0,,,,,,,18,-30.894589368848607,4.432335121125394,380000,4.432335121125394,0.32926230394534606,-13.32898790205086,-43.25020780421251,,-18.871517708851027,-0.0040526213,,,-30.894589368848607,100,,-43.25020780421251
,,-0.0028792215,,0.0043983725,5.4845347,0.0,0.0,-0.0052007055,100,19,,,0.0,,-22.641872564895454,,,0.0,-13.205004278024381,0.0,,,,,,,19,-31.221097369125772,4.4148909611654155,400000,4.4148909611654155,0.2819758975300468,-13.205004278024381,-48.68331740499518,,-22.641872564895454,-0.002321484,,,-31.221097369125772,100,,-48.68331740499518
-22.646848559045257,-29.230501315517,-0.0002922966,0.0,0.004071231,5.478111,0.0,0.0,0.0025208069,100,20,2,-29.230501315516996,0.0,2,-20.43027384370136,10,-29.230501315517,0.0,-12.818341794667948,0.0,0.0,0.0,-45.932058149862534,6.030146463576473,10,0.0,20,-29.632313931353295,4.549591841527317,420000,4.549591841527317,0.3119850446607314,-12.818341794667948,-45.38177318864787,-22.646848559045257,-20.43027384370136,0.0028131034,-29.230501315516996,6.030146463576473,-29.632313931353295,100,-45.932058149862534,-45.38177318864787
,,0.0008499855,,0.0031175732,5.466403,0.0,0.0,0.0016313759,100,21,,,0.0,,-22.122098216889825,,,0.0,-12.439631656577383,0.0,,,,,,,21,-29.728850514616028,5.000227906314078,440000,5.000227906314078,0.3061886575063779,-12.439631656577383,-44.941893389501246,,-22.122098216889825,0.00078139035,,,-29.728850514616028,100,,-44.941893389501246
,,-0.0013013672,,0.007005327,5.4538736,0.0,0.0,-0.0037565045,100,22,,,0.0,,-22.35048951333143,,,0.0,-12.762222891908147,0.0,,,,,,,22,-29.666944421158806,3.5660255850338256,460000,3.5660255850338256,0.2860988524300695,-12.762222891908147,-42.17891235249787,,-22.35048951333143,-0.0024551372,,,-29.666944421158806,100,,-42.17891235249787
,,0.00231717,,0.004008757,5.4400764,0.0,0.0,0.0030696702,100,23,,,0.0,,-21.471388073341636,,,0.0,-13.064647172617356,0.0,,,,,,,23,-31.395863769686557,5.85527507302685,480000,5.85527507302685,0.3900278423947945,-13.064647172617356,-49.347434654307065,,-21.471388073341636,0.00075250026,,,-31.395863769686557,100,,-49.347434654307065
,,0.0005549339,,0.0048867026,5.428139,0.0,0.0,-0.0008355011,100,24,,,0.0,,-20.86154516041324,,,0.0,-12.667791795057372,0.0,,,,,,,24,-29.643886280141125,4.33074111346499,500000,4.33074111346499,0.31967302441570367,-12.667791795057372,-43.89728755975564,,-20.86154516041324,-0.001390435,,,-29.643886280141125,100,,-43.89728755975564
,,-0.0004508339,,0.0043924544,5.4147196,0.0,0.0,-0.0006278053,100,25,,,0.0,,-23.162597148212406,,,0.0,-12.669504945976412,0.0,,,,,,,25,-29.66488234609691,4.312647337930733,520000,4.312647337930733,0.3403505469987842,-12.669504945976412,-43.956531727444805,,-23.162597148212406,-0.0001769714,,,-29.66488234609691,100,,-43.956531727444805
,,-0.0019446564,,0.011479172,5.4013987,0.0,0.0,-0.000996584,100,26,,,0.0,,-20.41683326026087,,,0.0,-12.112555750944553,0.0,,,,,,,26,-28.367684523685508,4.294814928266437,540000,4.294814928266437,0.3499295138034627,-12.112555750944553,-44.90221768587884,,-20.41683326026087,0.0009480724,,,-28.367684523685508,100,,-44.90221768587884
,,0.0028637832,,0.01171635,5.3828816,0.0,0.0,0.00042572326,100,27,,,0.0,,-19.848658943522466,,,0.0,-12.149808582795352,0.0,,,,,,,27,-28.720771115679653,5.1754996374807885,560000,5.1754996374807885,0.37834692408179427,-12.149808582795352,-47.717923868377845,,-19.848658943522466,-0.00243806,,,-28.720771115679653,100,,-47.717923868377845
,,0.0010760563,,0.0043236925,5.3602724,0.0,0.0,-0.0029718452,100,28,,,0.0,,-22.326627716017388,,,0.0,-12.494217688815583,0.0,,,,,,,28,-28.98171104790271,3.7315171305557016,580000,3.7315171305557016,0.29142511645260416,-12.494217688815583,-42.23309315970296,,-22.326627716017388,-0.0040479014,,,-28.98171104790271,100,,-42.23309315970296
,,-0.002546486,,0.009714048,5.346311,0.0,0.0,-0.0050732894,100,29,,,0.0,,-20.2431637648392,,,0.0,-12.403704887372394,0.0,,,,,,,29,-28.535366292584143,3.6841012414140297,600000,3.6841012414140297,0.2836187524231878,-12.403704887372394,-38.207735396217196,,-20.2431637648392,-0.0025268034,,,-28.535366292584143,100,,-38.207735396217196
-22.384471086129622,-27.44278788783698,0.00206025,0.0,0.0023486596,5.3367705,0.0,0.0,0.0012826107,100,30,3,-27.442787887836978,0.0,3,-19.80254247778351,10,-27.44278788783698,0.0,-12.12959209891735,0.0,0.0,0.0,-32.335898126100865,2.697287983779686,10,0.0,30,-27.844193459839026,3.413799107862949,620000,3.413799107862949,0.35933678519260637,-12.12959209891735,-36.38881746524829,-22.384471086129622,-19.80254247778351,-0.0007776392,-27.442787887836978,2.697287983779686,-27.844193459839026,100,-32.335898126100865,-36.38881746524829
,,-0.004810846,,0.009690553,5.3329396,0.0,0.0,-0.0043088514,100,31,,,0.0,,-19.966072711600294,,,0.0,-11.915462634475539,0.0,,,,,,,31,-27.234226244905486,3.2750085405867253,640000,3.2750085405867253,0.2708291171823418,-11.915462634475539,-36.58938175171884,,-19.966072711600294,0.0005019945,,,-27.234226244905486,100,,-36.58938175171884
,,-0.0039600753,,0.00834832,5.33422,0.0,0.0,-0.00088815,100,32,,,0.0,,-21.10517645734414,,,0.0,-12.054323795750639,0.0,,,,,,,32,-27.729797292587914,3.53271000298585,660000,3.53271000298585,0.2240015286257797,-12.054323795750639,-40.9174652210054,,-21.10517645734414,0.0030719254,,,-27.729797292587914,100,,-40.9174652210054
,,-0.004027475,,0.009184274,5.331899,0.0,0.0,-0.0019690578,100,33,,,0.0,,-20.587751002530297,,,0.0,-11.986932866319695,0.0,,,,,,,33,-27.340749461244418,3.3674810172679863,680000,3.3674810172679863,0.23702737350742042,-11.986932866319695,-36.60285354562565,,-20.587751002530297,0.0020584173,,,-27.340749461244418,100,,-36.60285354562565
,,0.0048843115,,0.0059069796,5.31771,0.0,0.0,0.003320462,100,34,,,0.0,,-20.63791707568583,,,0.0,-11.900146384468687,0.0,,,,,,,34,-27.46252446462683,4.389047371077105,700000,4.389047371077105,0.37568892641089646,-11.900146384468687,-45.48130093276299,,-20.63791707568583,-0.0015638494,,,-27.46252446462683,100,,-45.48130093276299
,,0.0034572524,,0.011334465,5.2973404,0.0,0.0,-0.0006697617,100,35,,,0.0,,-20.68938852250787,,,0.0,-11.949742760480458,0.0,,,,,,,35,-27.093319768658517,4.050027616799495,720000,4.050027616799495,0.31595679855509506,-11.949742760480458,-38.856852186634434,,-20.68938852250787,-0.004127014,,,-27.093319768658517,100,,-38.856852186634434
,,-0.0048332205,,0.009799347,5.2872233,0.0,0.0,-0.0040068505,100,36,,,0.0,,-20.892315213464148,,,0.0,-11.862051404280422,0.0,,,,,,,36,-26.96679053170551,3.2504295974279818,740000,3.2504295974279818,0.3144798212695028,-11.862051404280422,-38.55886225416317,,-20.892315213464148,0.00082637,,,-26.96679053170551,100,,-38.55886225416317
,,-0.0030832274,,0.004518757,5.2779317,0.0,0.0,-0.0023314576,100,37,,,0.0,,-19.135519058739295,,,0.0,-11.01733297900667,0.0,,,,,,,37,-25.33180971421096,3.355585526585552,760000,3.355585526585552,0.30674912143344957,-11.01733297900667,-35.38461511193657,,-19.135519058739295,0.00075176987,,,-25.33180971421096,100,,-35.38461511193657
,,-0.002269832,,0.0083786305,5.2582707,0.0,0.0,-0.003070845,100,38,,,0.0,,-19.46349046179025,,,0.0,-11.499567755410805,0.0,,,,,,,38,-26.233624224918245,4.103218356986087,780000,4.103218356986087,0.36743368036806945,-11.499567755410805,-40.74962814765064,,-19.46349046179025,-0.0008010131,,,-26.233624224918245,100,,-40.74962814765064
,,-0.0025332267,,0.010355144,5.2371492,0.0,0.0,-0.00490859,100,39,,,0.0,,-19.118859389235606,,,0.0,-11.368182098313394,0.0,,,,,,,39,-25.274327666733825,3.591963808232348,800000,3.591963808232348,0.3102217918420549,-11.368182098313394,-41.23585943049942,,-19.118859389235606,-0.0023753634,,,-25.274327666733825,100,,-41.23585943049942
-20.956506983927166,-25.264932620038074,0.0004955963,0.0,0.005631271,5.222148,0.0,0.0,-0.0023470165,100,40,4,-25.264932620038074,0.0,4,-18.572109277223273,10,-25.264932620038074,0.0,-10.596465495263724,0.0,0.0,0.0,-35.08496770632761,3.689219434476559,10,0.0,40,-23.618893279694294,2.7171678946459674,820000,2.7171678946459674,0.32868156500672574,-10.596465495263724,-31.375739916727625,-20.956506983927166,-18.572109277223273,-0.0028426128,-25.264932620038074,3.689219434476559,-23.618893279694294,100,-35.08496770632761,-31.375739916727625
,,0.0037994946,,0.009277046,5.207504,0.0,0.0,0.00017635994,100,41,,,0.0,,-18.931804851713157,,,0.0,-10.603020786583581,0.0,,,,,,,41,-23.36382688814426,2.415274089428214,840000,2.415274089428214,0.23126108501155973,-10.603020786583581,-30.091692541093582,,-18.931804851713157,-0.0036231347,,,-23.36382688814426,100,,-30.091692541093582
,,0.004610455,,0.0073673613,5.185959,0.0,0.0,0.00053897325,100,42,,,0.0,,-19.201262347815756,,,0.0,-10.691978326663923,0.0,,,,,,,42,-23.720820888875156,3.0490153642173587,860000,3.0490153642173587,0.3213770827748075,-10.691978326663923,-34.029827152506044,,-19.201262347815756,-0.004071482,,,-23.720820888875156,100,,-34.029827152506044
,,0.0033888314,,0.013221672,5.164535,0.0,0.0,-0.0017328148,100,43,,,0.0,,-18.58729914131884,,,0.0,-10.302410027501324,0.0,,,,,,,43,-22.602699338394505,2.4819669356006298,880000,2.4819669356006298,0.30692920670378987,-10.302410027501324,-34.574301469096596,,-18.58729914131884,-0.0051216464,,,-22.602699338394505,100,,-34.574301469096596
,,0.0017608311,,0.0073507996,5.1461787,0.0,0.0,2.48394e-05,100,44,,,0.0,,-19.156188301375806,,,0.0,-10.845868674948855,0.0,,,,,,,44,-24.52714486625064,3.568200875592888,900000,3.568200875592888,0.3265443144554757,-10.845868674948855,-36.56906728328555,,-19.156188301375806,-0.0017359917,,,-24.52714486625064,100,,-36.56906728328555
,,0.002128074,,0.004856946,5.133146,0.0,0.0,0.00059962005,100,45,,,0.0,,-17.98067434544385,,,0.0,-10.149515795796743,0.0,,,,,,,45,-22.50162418505927,2.8068222880592604,920000,2.8068222880592604,0.25791020363180794,-10.149515795796743,-32.72144525616392,,-17.98067434544385,-0.0015284539,,,-22.50162418505927,100,,-32.72144525616392
,,-0.00026037177,,0.00783681,5.1154733,0.0,0.0,-0.0027174035,100,46,,,0.0,,-17.25538356276458,,,0.0,-10.25674669940801,0.0,,,,,,,46,-22.79749864736462,2.83531627033184,940000,2.83531627033184,0.2517110009610154,-10.25674669940801,-32.320140040226455,,-17.25538356276458,-0.0024570317,,,-22.79749864736462,100,,-32.320140040226455
,,0.0024617943,,0.010239974,5.098876,0.0,0.0,-0.0043002977,100,47,,,0.0,,-17.36348787364552,,,0.0,-10.504738815599715,0.0,,,,,,,47,-22.807297405421895,2.4583147725896053,960000,2.4583147725896053,0.21297754023344362,-10.504738815599715,-28.691012862265445,,-17.36348787364552,-0.006762092,,,-22.807297405421895,100,,-28.691012862265445
,,0.00013743629,,0.013835087,5.0837145,0.0,0.0,-0.0015631287,100,48,,,0.0,,-17.37060811199641,,,0.0,-10.48651749278347,0.0,,,,,,,48,-23.063976928490952,2.833559548115532,980000,2.833559548115532,0.21375343884948206,-10.48651749278347,-34.162554901216765,,-17.37060811199641,-0.001700565,,,-23.063976928490952,100,,-34.162554901216765
,,0.0011211834,,0.005340521,5.0663595,0.0,0.0,-0.0016051166,100,49,,,0.0,,-17.664576538127903,,,0.0,-10.19367819809101,0.0,,,,,,,49,-22.39094790841632,2.992516917869191,1000000,2.992516917869191,0.4163743206891749,-10.19367819809101,-32.590626066108676,,-17.664576538127903,-0.0027263002,,,-22.39094790841632,100,,-32.590626066108676
-17.498387327147455,-20.91784725459772,0.0070734606,0.0,0.0075172395,5.0392733,0.0,0.0,0.00043178798,100,50,5,-20.917847254597714,0.0,5,-17.89537331589553,10,-20.91784725459772,0.0,-9.987980024802818,0.0,0.0,0.0,-28.062600784658798,2.8398683014007076,10,0.0,50,-21.825094492523384,2.11162959090096,1020000,2.11162959090096,0.22793600279808812,-9.987980024802818,-29.815242578964906,-17.498387327147455,-17.89537331589553,-0.0066416725,-20.917847254597714,2.8398683014007076,-21.825094492523384,100,-28.062600784658798,-29.815242578964906
,,0.0092818905,,0.0047586346,5.01222,0.0,0.0,0.00267841,100,51,,,0.0,,-18.02370342496036,,,0.0,-10.072941795559755,0.0,,,,,,,51,-21.532344626759233,1.9325208848270758,1040000,1.9325208848270758,0.24714025749809543,-10.072941795559755,-28.105649514029206,,-18.02370342496036,-0.0066034803,,,-21.532344626759233,100,,-28.105649514029206
,,0.0042927135,,0.007520204,4.9923735,0.0,0.0,-0.001156813,100,52,,,0.0,,-16.6053634722278,,,0.0,-9.788199198966009,0.0,,,,,,,52,-21.126601078929735,2.048539016404368,1060000,2.048539016404368,0.26510485088049085,-9.788199198966009,-27.467724439379403,,-16.6053634722278,-0.0054495265,,,-21.126601078929735,100,,-27.467724439379403
,,0.006020156,,0.0053462,4.9739075,0.0,0.0,0.00061686704,100,53,,,0.0,,-17.938034722696695,,,0.0,-9.705392849446657,0.0,,,,,,,53,-21.037103220351344,1.7808279023205793,1080000,1.7808279023205793,0.2689739054972794,-9.705392849446657,-26.95099566002333,,-17.938034722696695,-0.005403289,,,-21.037103220351344,100,,-26.95099566002333
,,0.0050394665,,0.022687806,4.957133,0.0,0.0,-0.00090790866,100,54,,,0.0,,-17.819064644556516,,,0.0,-9.809469372898246,0.0,,,,,,,54,-21.18919701993622,2.0629790367244674,1100000,2.0629790367244674,0.24071369203518167,-9.809469372898246,-27.17732009153225,,-17.819064644556516,-0.005947375,,,-21.18919701993622,100,,-27.17732009153225
,,0.0046654157,,0.00598649,4.9334235,0.0,0.0,-0.00069466745,100,55,,,0.0,,-17.196899652050774,,,0.0,-9.723492114583694,0.0,,,,,,,55,-21.160230654850956,2.283569142809186,1120000,2.283569142809186,0.297713792126412,-9.723492114583694,-28.884670746237145,,-17.196899652050774,-0.005360083,,,-21.160230654850956,100,,-28.884670746237145
,,-0.0017952996,,0.00642155,4.926057,0.0,0.0,-0.002753458,100,56,,,0.0,,-16.81874010955226,,,0.0,-9.542323138538102,0.0,,,,,,,56,-20.82541344554464,1.8615621105935392,1140000,1.8615621105935392,0.179237818250647,-9.542323138538102,-25.607214443996245,,-16.81874010955226,-0.0009581584,,,-20.82541344554464,100,,-25.607214443996245
,,0.0070046014,,0.008970189,4.906655,0.0,0.0,0.0006710184,100,57,,,0.0,,-16.654823778620308,,,0.0,-9.746510695854987,0.0,,,,,,,57,-20.87558438023635,1.646433785711881,1160000,1.646433785711881,0.23572625302778905,-9.746510695854987,-24.824050898638106,,-16.654823778620308,-0.006333583,,,-20.87558438023635,100,,-24.824050898638106
,,0.0016870522,,0.012468274,4.887637,0.0,0.0,-0.002469992,100,58,,,0.0,,-17.041535767770604,,,0.0,-9.345212336089844,0.0,,,,,,,58,-20.21655139695503,1.8889778895060307,1180000,1.8889778895060307,0.26892764701564886,-9.345212336089844,-26.55122331929535,,-17.041535767770604,-0.004157044,,,-20.21655139695503,100,,-26.55122331929535
,,0.0050883642,,0.0051850984,4.868645,0.0,0.0,-0.0004092924,100,59,,,0.0,,-17.010776258085144,,,0.0,-9.381238286788609,0.0,,,,,,,59,-20.23011649577034,1.4983753692080335,1200000,1.4983753692080335,0.25225135905034624,-9.381238286788609,-24.000316351219375,,-17.010776258085144,-0.0054976568,,,-20.23011649577034,100,,-24.000316351219375
-17.381240816922944,-20.05217467636635,0.003912021,0.0,0.008628387,4.849537,0.0,0.0,0.0006092231,100,60,6,-20.05217467636635,0.0,6,-17.483724356303117,10,-20.05217467636635,0.0,-9.45191305549326,0.0,0.0,0.0,-21.857955499686458,1.401871641855021,10,0.0,60,-20.24311646172599,1.4828884997611322,1220000,1.4828884997611322,0.27893140285075346,-9.45191305549326,-24.262694165215855,-17.381240816922944,-17.483724356303117,-0.003302798,-20.05217467636635,1.401871641855021,-20.24311646172599,100,-21.857955499686458,-24.262694165215855
,,0.0066160513,,0.0033936317,4.8312635,0.0,0.0,0.00096707954,100,61,,,0.0,,-16.832487688717695,,,0.0,-9.268630645539282,0.0,,,,,,,61,-19.965610477744406,1.7661684311398946,1240000,1.7661684311398946,0.4578712275005846,-9.268630645539282,-25.338798797629863,,-16.832487688717695,-0.0056489715,,,-19.965610477744406,100,,-25.338798797629863
,,0.0071989,,0.005769861,4.8129473,0.0,0.0,0.0014219845,100,62,,,0.0,,-16.561655892829446,,,0.0,-9.093689451309693,0.0,,,,,,,62,-19.701213546713603,1.3996310111600858,1260000,1.3996310111600858,0.28573608736876244,-9.093689451309693,-26.06533292214042,,-16.561655892829446,-0.0057769157,,,-19.701213546713603,100,,-26.06533292214042
,,0.0024206769,,0.0033831543,4.7969747,0.0,0.0,-0.0008483232,100,63,,,0.0,,-17.419890317019963,,,0.0,-9.152772214966118,0.0,,,,,,,63,-19.798776974152307,1.6638219592969705,1280000,1.6638219592969705,0.2898517357523682,-9.152772214966118,-27.460305952899176,,-17.419890317019963,-0.003269,,,-19.798776974152307,100,,-27.460305952899176
,,0.004256134,,0.008065292,4.7823634,0.0,0.0,0.00034081383,100,64,,,0.0,,-17.617547641158573,,,0.0,-9.40066157088005,0.0,,,,,,,64,-20.086995206079777,1.7306978273773697,1300000,1.7306978273773697,0.28493734789555314,-9.40066157088005,-29.65830707762471,,-17.617547641158573,-0.00391532,,,-20.086995206079777,100,,-29.65830707762471
,,0.004329575,,0.0029737186,4.7663994,0.0,0.0,0.0008850893,100,65,,,0.0,,-16.786498145471178,,,0.0,-9.162653328328085,0.0,,,,,,,65,-19.779977384808145,1.3855945475460174,1320000,1.3855945475460174,0.19413657241633797,-9.162653328328085,-24.16758195337291,,-16.786498145471178,-0.0034444858,,,-19.779977384808145,100,,-24.16758195337291
