MetaTest/Average/StdReturn,MetaTest/window-close-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/window-close-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/window-close-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/window-close-v1/AverageReturn,MetaTest/window-close-v1/Iteration,MetaTest/window-close-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/window-close-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/window-close-v1/NumTrajs,TotalEnvSteps,MetaTest/window-close-v1/TerminationRate
112.47932101170359,31.063699171302595,nan,31.063699171302595,-94.92542,304.5887646703641,112.47932101170359,0.0,-27.147866981803475,-27.147866981803475,31.06369917130259,0,0.0,4.673268,31.06369917130259,304.5887646703641,4094.6667,10,7.912583,0.0,0,10,224000,0.0
713.7427829830481,337.5276488757724,nan,337.5276488757724,-314.99268,1836.3632436687576,713.7427829830481,0.0,-20.14496792833765,-20.14496792833765,337.52764887577223,1,0.0,3.5517583,337.52764887577223,1836.3632436687576,5197.78,10,37.8295,0.0,1,10,248000,0.0
3.461247981533778,-57.83032021710117,nan,-57.83032021710117,-776.9415,-52.907198230263084,3.461247981533778,0.0,-61.46510115204912,-61.46510115204912,-57.830320217101146,2,0.0,1.2897749,-57.830320217101146,-52.907198230263084,16058.225,10,90.02161,0.0,2,10,272000,0.0
1.6309670798048146,-30.323129228588094,nan,-30.323129228588094,-2529.0615,-27.87598714436332,1.6309670798048146,0.0,-34.285877618139054,-34.285877618139054,-30.323129228588094,3,0.0,-5.44725,-30.323129228588094,-27.87598714436332,83699.664,10,106.774796,0.0,3,10,296000,0.0
8421.094297920185,3470.5060129856765,nan,3470.5060129856765,-3557.2534,28396.885567424735,8421.094297920185,0.0,-127.87273215351647,-127.87273215351647,3470.5060129856747,4,0.0,-5.6404657,3470.5060129856747,28396.885567424735,110645.65,10,444.90506,0.0,4,10,320000,0.0
7224.699214373521,4493.060510313532,nan,4493.060510313532,-3973.709,24572.527647743515,7224.699214373521,0.0,-56.63058378889835,-56.63058378889835,4493.060510313535,5,0.0,-5.6326637,4493.060510313535,24572.527647743515,130431.77,10,496.95267,0.0,5,10,344000,0.0
12723.898529696018,8716.08676173011,nan,8716.08676173011,-6980.1865,35020.541679839094,12723.898529696018,0.0,596.4439559833647,596.4439559833647,8716.086761730108,6,0.0,-8.498276,8716.086761730108,35020.541679839094,240750.97,10,564.1008,0.0,6,10,368000,0.0
4.066498777081524,-24.946942759097634,nan,-24.946942759097634,-9172.314,-19.03964379229852,4.066498777081524,0.0,-31.561280557568644,-31.561280557568644,-24.94694275909764,7,0.0,-9.723402,-24.94694275909764,-19.03964379229852,509512.6,10,670.36487,0.0,7,10,392000,0.0
1.2929409686981943,-18.357124809649427,nan,-18.357124809649427,-12686.755,-16.29992933984158,1.2929409686981943,0.0,-20.711148206191993,-20.711148206191993,-18.35712480964943,8,0.0,-10.833179,-18.35712480964943,-16.29992933984158,950897.4,10,609.67664,0.0,8,10,416000,0.0
57766.29044387746,44992.76537324971,nan,44992.76537324971,-17006.432,147087.8700949428,57766.29044387746,0.4,-15.938021956690811,-15.938021956690811,44992.765373249706,9,0.4,-12.836622,44992.765373249706,147087.8700949428,1688091.4,10,378.88956,0.0,9,10,440000,0.0
12.331565727233771,-27.109684259878225,nan,-27.109684259878225,-23387.367,-17.141729170238595,12.331565727233771,0.1,-59.58313393386928,-59.58313393386928,-27.109684259878225,10,0.1,-15.660432,-27.109684259878225,-17.141729170238595,11403489.0,10,537.34924,0.0,10,10,464000,0.0
7654.380079500147,8459.550884466276,nan,8459.550884466276,-33107.805,20634.291828022462,7654.380079500147,0.0,-52.96696153532199,-52.96696153532199,8459.55088446628,11,0.0,-17.530277,8459.55088446628,20634.291828022462,12424857.0,10,925.25616,0.0,11,10,488000,0.0
33604.03931659905,11197.047062754333,nan,11197.047062754333,-43522.33,112008.84684466342,33604.03931659905,0.1,-71.32039408403016,-71.32039408403016,11197.04706275433,12,0.1,-17.897118,11197.04706275433,112008.84684466342,12409243.0,10,1067.6482,0.0,12,10,512000,0.0
3.2001500793219178,-24.68993570756248,nan,-24.68993570756248,-60841.81,-16.31936713942441,3.2001500793219178,0.0,-27.668115723244476,-27.668115723244476,-24.689935707562476,13,0.0,-19.225563,-24.689935707562476,-16.31936713942441,18658866.0,10,1035.302,0.0,13,10,536000,0.0
18249.602728355898,11680.845123190098,nan,11680.845123190098,-86262.59,45462.71078739326,18249.602728355898,0.4,-77.11410618756179,-77.11410618756179,11680.845123190096,14,0.4,-21.586191,11680.845123190096,45462.71078739326,27381650.0,10,972.3103,0.0,14,10,560000,0.0
27011.381158449247,13583.240411413013,nan,13583.240411413013,-117051.055,71761.8282286809,27011.381158449247,0.2,-16.820952849849803,-16.820952849849803,13583.240411413013,15,0.2,-23.716532,13583.240411413013,71761.8282286809,56071660.0,10,689.8564,0.0,15,10,584000,0.0
42306.97419967973,38195.86011973706,nan,38195.86011973706,-149837.78,129624.77346211243,42306.97419967973,0.5,-34.987337991717055,-34.987337991717055,38195.86011973708,16,0.5,-25.642712,38195.86011973708,129624.77346211243,69923640.0,10,562.1975,0.0,16,10,608000,0.0
74411.24106551979,81338.64604495917,nan,81338.64604495917,-183124.72,175448.47333250538,74411.24106551979,0.9,-28.1180570417954,-28.1180570417954,81338.64604495918,17,0.9,-27.73205,81338.64604495918,175448.47333250538,98532200.0,10,605.5325,0.0,17,10,632000,0.0
67520.23829375126,121740.49526213839,nan,121740.49526213839,-215689.34,181472.89576765063,67520.23829375126,0.8,-17.534928226391802,-17.534928226391802,121740.49526213836,18,0.8,-29.231113,121740.49526213836,181472.89576765063,104336090.0,10,908.9406,0.0,18,10,656000,0.0
44591.07834117006,27809.85398837728,nan,27809.85398837728,-259735.94,126105.70292997474,44591.07834117006,0.8,-100.05705166518419,-100.05705166518419,27809.85398837728,19,0.8,-30.062077,27809.85398837728,126105.70292997474,117140840.0,10,667.3906,0.0,19,10,680000,0.0
33754.777732426104,16791.611161214783,nan,16791.611161214783,-300141.22,105908.83134284965,33754.777732426104,0.7,-38.71230374877287,-38.71230374877287,16791.611161214787,20,0.7,-29.76179,16791.611161214787,105908.83134284965,144255250.0,10,488.31558,0.0,20,10,704000,0.0
62071.84271701542,64621.85346780568,nan,64621.85346780568,-336733.4,151106.07882693489,62071.84271701542,0.8,-52.228220915465876,-52.228220915465876,64621.853467805704,21,0.8,-30.52899,64621.853467805704,151106.07882693489,158257380.0,10,477.8128,0.0,21,10,728000,0.0
48580.07016766609,42187.723915495,nan,42187.723915495,-371309.97,134092.1580291618,48580.07016766609,0.7,-35.336696662856596,-35.336696662856596,42187.72391549499,22,0.7,-30.375101,42187.72391549499,134092.1580291618,168002640.0,10,960.76465,0.0,22,10,752000,0.0
54512.542045143244,111272.86437631301,nan,111272.86437631301,-389982.1,160757.00641206864,54512.542045143244,1.0,4376.1068315505545,4376.1068315505545,111272.86437631301,23,1.0,-28.81293,111272.86437631301,160757.00641206864,177979580.0,10,629.1594,0.0,23,10,776000,0.0
69790.2939919425,68753.66253766025,nan,68753.66253766025,-423989.0,171651.7440812973,69790.2939919425,0.9,-23.924637829453253,-23.924637829453253,68753.66253766025,24,0.9,-28.851185,68753.66253766025,171651.7440812973,186139060.0,10,607.16876,0.0,24,10,800000,0.0
