MetaTest/Average/SuccessRate,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/MinReturn,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/box-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/MinReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss
0.0,0.0,-1.414216283649578,-2.008678596270456,0.0,-2.0086785962704563,0.4836897850345867,30,50.57561,0.0,-3.2042781645475595,944000,10,8.055817,30,-1.414216283649578,-2.0086785962704563,10,6.309987,0.4836897850345867,nan,-3.2042781645475595,-2.008678596270456,-154.19176
0.0,0.0,-3.1548450101814978,-4.094273529433962,0.0,-4.094273529433963,0.6596087060610512,31,54.120827,0.0,-5.436953129369926,968000,10,8.040209,31,-3.1548450101814978,-4.094273529433963,10,6.3120246,0.6596087060610512,nan,-5.436953129369926,-4.094273529433962,-154.37874
0.0,0.0,-2.8059472273698334,-4.3269300459849385,0.0,-4.326930045984939,1.5360374941027897,32,55.115383,0.0,-7.171098033744117,992000,10,8.426099,32,-2.8059472273698334,-4.326930045984939,10,6.3073273,1.5360374941027897,nan,-7.171098033744117,-4.3269300459849385,-154.87885
0.0,0.0,-3.9480647462683787,-5.171985961246016,0.0,-5.171985961246016,0.7281724983528786,33,60.79915,0.0,-6.399254485575826,1016000,10,7.8949733,33,-3.9480647462683787,-5.171985961246016,10,6.3006854,0.7281724983528786,nan,-6.399254485575826,-5.171985961246016,-155.59056
0.0,0.0,-3.212530248629638,-4.089903723185091,0.0,-4.089903723185093,0.4631724545936587,34,89.01841,0.0,-4.837656964725333,1040000,10,7.635923,34,-3.212530248629638,-4.089903723185093,10,6.243917,0.4631724545936587,nan,-4.837656964725333,-4.089903723185091,-155.15915
0.0,0.0,122.39337849106683,6.770281109272527,0.0,6.770281109272519,38.582178633631386,35,184.51193,0.0,-10.194788000017542,1064000,10,7.635089,35,122.39337849106683,6.770281109272519,10,6.102835,38.582178633631386,nan,-10.194788000017542,6.770281109272527,-153.10419
0.0,0.0,-2.288000308029251,-14.668487647685264,0.0,-14.668487647685271,13.006848969562022,36,466.69348,0.0,-33.473166211493854,1088000,10,8.238932,36,-2.288000308029251,-14.668487647685271,10,6.0365233,13.006848969562022,nan,-33.473166211493854,-14.668487647685264,-148.73515
0.0,0.0,-27.320883622880817,-32.37946964523856,0.0,-32.37946964523855,2.7541761918248,37,1818.3733,0.0,-37.00735234459838,1112000,10,7.6526976,37,-27.320883622880817,-32.37946964523855,10,5.9258065,2.7541761918248,nan,-37.00735234459838,-32.37946964523856,-149.31018
0.0,0.0,-27.313215926474516,-55.769391657210576,0.0,-55.76939165721056,25.258684011468148,38,9693.576,0.0,-87.10799573821254,1136000,10,7.626288,38,-27.313215926474516,-55.76939165721056,10,5.9095845,25.258684011468148,nan,-87.10799573821254,-55.769391657210576,-158.32562
0.0,0.0,-43.743145674111794,-64.14364983656229,0.0,-64.14364983656229,16.628947238504917,39,33671.883,0.0,-88.12371670732634,1160000,10,7.6788692,39,-43.743145674111794,-64.14364983656229,10,4.6785455,16.628947238504917,nan,-88.12371670732634,-64.14364983656229,-178.85596
0.0,0.0,-51.21743878728943,-104.62481316534554,0.0,-104.6248131653455,23.852299354368874,40,112072.31,0.0,-130.0300907412179,1184000,10,8.09457,40,-51.21743878728943,-104.6248131653455,10,1.0442383,23.852299354368874,nan,-130.0300907412179,-104.62481316534554,-356.36642
0.0,0.0,-55.98923372529916,-76.52918190057626,0.0,-76.52918190057628,22.643026016430237,41,294354.06,0.0,-113.42983388212956,1208000,10,41.656776,41,-55.98923372529916,-76.52918190057628,10,-4.7253623,22.643026016430237,nan,-113.42983388212956,-76.52918190057626,-835.4902
0.0,0.0,-48.15909381525865,-136.4573889049762,0.0,-136.45738890497623,33.61872723388434,42,706964.4,0.0,-171.48695460163518,1232000,10,51.89856,42,-48.15909381525865,-136.45738890497623,10,-4.9976854,33.61872723388434,nan,-171.48695460163518,-136.4573889049762,-1403.779
0.0,0.0,83.04505429914065,-48.7100462923388,0.0,-48.71004629233879,75.65248266236895,43,1887298.4,0.0,-140.1876942595466,1256000,10,42.004833,43,83.04505429914065,-48.71004629233879,10,-9.780435,75.65248266236895,nan,-140.1876942595466,-48.7100462923388,-2342.1167
0.0,0.0,-135.6052490255586,-152.9970931939178,0.0,-152.9970931939177,7.54671779864015,44,4936338.5,0.0,-163.58906362300178,1280000,10,62.1942,44,-135.6052490255586,-152.9970931939177,10,-16.308615,7.54671779864015,nan,-163.58906362300178,-152.9970931939178,-4986.256
0.0,0.0,-51.449908555015256,-127.82583899702047,0.0,-127.82583899702043,29.93670959990485,45,8396876.0,0.0,-160.17233200873574,1304000,10,238.70534,45,-51.449908555015256,-127.82583899702043,10,-23.33223,29.93670959990485,nan,-160.17233200873574,-127.82583899702047,-5705.5015
0.0,0.0,-122.41176056798245,-151.94610374190728,0.0,-151.94610374190722,10.4930469649401,46,13974709.0,0.0,-160.53562619689376,1328000,10,952.84717,46,-122.41176056798245,-151.94610374190722,10,-19.901833,10.4930469649401,nan,-160.53562619689376,-151.94610374190728,-8068.5244
0.0,0.0,-16.060772745019364,-122.74094698374431,0.0,-122.74094698374434,43.86065646756407,47,79263920.0,0.0,-161.64842635166667,1352000,10,1859.8812,47,-16.060772745019364,-122.74094698374434,10,-26.682878,43.86065646756407,nan,-161.64842635166667,-122.74094698374431,-90272.2
0.0,0.0,-80.28080299854231,-108.04597509771693,0.0,-108.04597509771693,12.92061811829123,48,173929380.0,0.0,-127.86844618905077,1376000,10,455.351,48,-80.28080299854231,-108.04597509771693,10,-35.08242,12.92061811829123,nan,-127.86844618905077,-108.04597509771693,-273991.1
0.0,0.0,-73.84943567800555,-118.35353447613826,0.0,-118.35353447613834,36.16300287843054,49,196492130.0,0.0,-173.65701541138867,1400000,10,22837.102,49,-73.84943567800555,-118.35353447613834,10,-33.651497,36.16300287843054,nan,-173.65701541138867,-118.35353447613826,-277874.2
0.0,0.0,-72.73373520881071,-102.34754211244481,0.0,-102.34754211244481,15.930409957522455,50,202090900.0,0.0,-129.39250389959577,1424000,10,89751.055,50,-72.73373520881071,-102.34754211244481,10,-30.9589,15.930409957522455,nan,-129.39250389959577,-102.34754211244481,-244514.16
0.0,0.0,-85.6266059382432,-125.83525368416899,0.0,-125.83525368416895,30.03566724736505,51,188277650.0,0.0,-164.19038862421047,1448000,10,98732.26,51,-85.6266059382432,-125.83525368416895,10,-28.117863,30.03566724736505,nan,-164.19038862421047,-125.83525368416899,-206846.77
0.0,0.0,-106.7773060771099,-152.20008184046088,0.0,-152.2000818404609,25.071100103471945,52,226025380.0,0.0,-188.07755887579796,1472000,10,65501.113,52,-106.7773060771099,-152.2000818404609,10,-24.999668,25.071100103471945,nan,-188.07755887579796,-152.20008184046088,-206506.14
0.0,0.0,-72.5520663228101,-128.5328367644437,0.0,-128.53283676444383,32.16459566402537,53,120197544.0,0.0,-163.43900181637937,1496000,10,118642.29,53,-72.5520663228101,-128.53283676444383,10,-24.680225,32.16459566402537,nan,-163.43900181637937,-128.5328367644437,-57242.547
0.0,0.0,467.61791633184583,-40.08502501013672,0.0,-40.08502501013665,184.82268421728483,54,118424590.0,0.0,-155.71705456565388,1520000,10,174911.2,54,467.61791633184583,-40.08502501013665,10,-18.361574,184.82268421728483,nan,-155.71705456565388,-40.08502501013672,-40105.992
0.0,0.0,-40.34041898212944,-115.1469383816083,0.0,-115.1469383816083,44.27181986039582,55,119436970.0,0.0,-164.1584617236234,1544000,10,434429.38,55,-40.34041898212944,-115.1469383816083,10,-24.189375,44.27181986039582,nan,-164.1584617236234,-115.1469383816083,-23533.91
0.0,0.0,-113.07415772234204,-154.23974901143544,0.0,-154.2397490114354,20.81912737805669,56,110791270.0,0.0,-184.48817409700774,1568000,10,332050.12,56,-113.07415772234204,-154.2397490114354,10,-24.902493,20.81912737805669,nan,-184.48817409700774,-154.23974901143544,-17985.475
0.0,0.0,-87.10999341765267,-138.06799667504202,0.0,-138.0679966750421,34.994106786162476,57,106859880.0,0.0,-184.55600798457385,1592000,10,227174.64,57,-87.10999341765267,-138.0679966750421,10,-25.495104,34.994106786162476,nan,-184.55600798457385,-138.06799667504202,-25711.49
0.0,0.0,6338.37538240452,526.9285624357478,0.0,526.9285624357476,1937.7331849538214,58,326682530.0,0.0,-185.38082434507785,1616000,10,115856.32,58,6338.37538240452,526.9285624357476,10,-32.237766,1937.7331849538214,nan,-185.38082434507785,526.9285624357478,-211535.05
0.0,0.0,-13.243982875783411,-112.4597468101827,0.0,-112.45974681018276,52.25870741464862,59,428250000.0,0.0,-176.31162919743312,1640000,10,80908.81,59,-13.243982875783411,-112.45974681018276,10,-34.677414,52.25870741464862,nan,-176.31162919743312,-112.4597468101827,-320226.88
0.0,0.0,-16.273177014715245,-79.16121202715084,0.0,-79.16121202715084,43.95411650817574,60,399856770.0,0.0,-152.5652219879374,1664000,10,148939.4,60,-16.273177014715245,-79.16121202715084,10,-36.756157,43.95411650817574,nan,-152.5652219879374,-79.16121202715084,-304110.66
0.0,0.0,1069.3330191841533,14.187768738994203,0.0,14.187768738994174,353.79622536484914,61,331960130.0,0.0,-152.84665501680968,1688000,10,255456.6,61,1069.3330191841533,14.187768738994174,10,-37.189625,353.79622536484914,nan,-152.84665501680968,14.187768738994203,-232007.61
0.0,0.0,3049.9148476642763,197.89788855163133,0.0,197.89788855163135,953.3071092253273,62,266116580.0,0.0,-186.60560968132918,1712000,10,314681.47,62,3049.9148476642763,197.89788855163135,10,-34.56172,953.3071092253273,nan,-186.60560968132918,197.89788855163133,-221532.38
0.0,0.0,-81.03071342803139,-106.4857635848573,0.0,-106.48576358485738,33.56885405553915,63,650875300.0,0.0,-173.32916767001393,1736000,10,170646.75,63,-81.03071342803139,-106.48576358485738,10,-38.09521,33.56885405553915,nan,-173.32916767001393,-106.4857635848573,-543752.6
0.0,0.0,-28.0180189651862,-107.22360881536618,0.0,-107.22360881536618,46.46009813470547,64,676036300.0,0.0,-159.9921422940908,1760000,10,127844.98,64,-28.0180189651862,-107.22360881536618,10,-37.766182,46.46009813470547,nan,-159.9921422940908,-107.22360881536618,-645851.4
0.0,0.0,-49.35758063383136,-104.5286699417198,0.0,-104.52866994171981,36.19566055074447,65,702265800.0,0.0,-170.80671095506975,1784000,10,20402.65,65,-49.35758063383136,-104.52866994171981,10,-32.452904,36.19566055074447,nan,-170.80671095506975,-104.5286699417198,-752638.75
0.0,0.0,493.47832559523994,-43.65697232897132,0.0,-43.656972328971435,180.03844157503974,66,724606400.0,0.0,-150.7785635498442,1808000,10,21816.771,66,493.47832559523994,-43.656972328971435,10,-33.114788,180.03844157503974,nan,-150.7785635498442,-43.65697232897132,-907414.5
0.0,0.0,-82.99827570866066,-117.77088812350732,0.0,-117.7708881235073,28.538113917061988,67,1138391600.0,0.0,-155.5481873986717,1832000,10,9369.553,67,-82.99827570866066,-117.7708881235073,10,-36.88344,28.538113917061988,nan,-155.5481873986717,-117.77088812350732,-1562557.2
0.0,0.0,-4.956188077505074,-106.77446206777836,0.0,-106.77446206777833,44.025074645718405,68,1064104500.0,0.0,-157.2930780132243,1856000,10,13556.862,68,-4.956188077505074,-106.77446206777833,10,-33.428658,44.025074645718405,nan,-157.2930780132243,-106.77446206777836,-1535743.6
0.0,0.0,-91.36275104892476,-128.12150856141525,0.0,-128.12150856141523,20.660959563478237,69,1023460800.0,0.0,-166.71004973680073,1880000,10,12016.262,69,-91.36275104892476,-128.12150856141523,10,-31.488272,20.660959563478237,nan,-166.71004973680073,-128.12150856141525,-1437059.9
0.0,0.0,-50.70057587257329,-98.16059318522925,0.0,-98.16059318522923,32.213862596297574,70,973897540.0,0.0,-161.9384426821395,1904000,10,13126.906,70,-50.70057587257329,-98.16059318522923,10,-32.590992,32.213862596297574,nan,-161.9384426821395,-98.16059318522925,-1383589.5
0.0,0.0,-18.385461408868625,-91.1015044745752,0.0,-91.10150447457524,34.769457062739875,71,943813700.0,0.0,-171.0654827894083,1928000,10,31733.887,71,-18.385461408868625,-91.10150447457524,10,-34.52789,34.769457062739875,nan,-171.0654827894083,-91.1015044745752,-1399488.2
0.0,0.0,-24.255349423249964,-89.59731840806704,0.0,-89.59731840806703,28.34252545284661,72,771588350.0,0.0,-143.58344383060034,1952000,10,10416.206,72,-24.255349423249964,-89.59731840806703,10,-33.53293,28.34252545284661,nan,-143.58344383060034,-89.59731840806704,-1188915.5
0.0,0.0,-29.207657429367345,-98.76352828117544,0.0,-98.76352828117544,33.87309057292825,73,691635900.0,0.0,-168.05530163196877,1976000,10,60258.7,73,-29.207657429367345,-98.76352828117544,10,-33.70789,33.87309057292825,nan,-168.05530163196877,-98.76352828117544,-1083271.2
0.0,0.0,-56.379694522878225,-127.65129563009054,0.0,-127.65129563009057,34.35581994503059,74,291202700.0,0.0,-181.79768913612705,2000000,10,547394.3,74,-56.379694522878225,-127.65129563009057,10,-33.960342,34.35581994503059,nan,-181.79768913612705,-127.65129563009054,-379627.16
0.0,0.0,-84.69974447301614,-121.403656542975,0.0,-121.403656542975,32.168572974129624,75,204604100.0,0.0,-183.22885500806612,2024000,10,173236.31,75,-84.69974447301614,-121.403656542975,10,-30.288073,32.168572974129624,nan,-183.22885500806612,-121.403656542975,-259122.56
0.0,0.0,-63.5876976822861,-102.45156290777615,0.0,-102.45156290777618,24.096889305724833,76,221737800.0,0.0,-133.60305615961119,2048000,10,35241.44,76,-63.5876976822861,-102.45156290777618,10,-26.882246,24.096889305724833,nan,-133.60305615961119,-102.45156290777615,-333876.88
0.0,0.0,-86.09178018855062,-110.04464154638913,0.0,-110.0446415463891,25.540810231208233,77,188261300.0,0.0,-165.7355519851988,2072000,10,15629.436,77,-86.09178018855062,-110.0446415463891,10,-24.149487,25.540810231208233,nan,-165.7355519851988,-110.04464154638913,-340226.5
0.0,0.0,-24.83975434984492,-90.45333524103302,0.0,-90.45333524103299,23.096461752619458,78,159962370.0,0.0,-111.242998896895,2096000,10,10413.262,78,-24.83975434984492,-90.45333524103299,10,-22.85849,23.096461752619458,nan,-111.242998896895,-90.45333524103302,-340703.72
0.0,0.0,-15.42522634800781,-140.67176037244963,0.0,-140.67176037244968,42.24309629016988,79,164817820.0,0.0,-164.3743600254824,2120000,10,27805.424,79,-15.42522634800781,-140.67176037244968,10,-26.327826,42.24309629016988,nan,-164.3743600254824,-140.67176037244963,-415482.56
0.0,0.0,-139.77867876621386,-153.62644714425505,0.0,-153.62644714425514,5.637154355991443,80,107257816.0,0.0,-161.35198254303518,2144000,10,39140.96,80,-139.77867876621386,-153.62644714425514,10,-21.598518,5.637154355991443,nan,-161.35198254303518,-153.62644714425505,-278052.9
0.0,0.0,-12.60591392486159,-103.16522595500365,0.0,-103.16522595500366,39.89182136513419,81,45695170.0,0.0,-161.800093761183,2168000,10,30893.883,81,-12.60591392486159,-103.16522595500366,10,-12.1577635,39.89182136513419,nan,-161.800093761183,-103.16522595500365,-100960.35
0.0,0.0,-41.91829914024774,-109.9654115945204,0.0,-109.96541159452029,49.92395023886724,82,79949130.0,0.0,-170.8040007935875,2192000,10,10171.142,82,-41.91829914024774,-109.96541159452029,10,-16.698265,49.92395023886724,nan,-170.8040007935875,-109.9654115945204,-220197.62
0.0,0.0,-3.977929597549237,-56.01945092782298,0.0,-56.01945092782306,62.435068728544195,83,46572028.0,0.0,-190.2145892130999,2216000,10,8734.27,83,-3.977929597549237,-56.01945092782306,10,-11.167331,62.435068728544195,nan,-190.2145892130999,-56.01945092782298,-127646.73
0.0,0.0,-8.214546708071822,-100.82267219119807,0.0,-100.82267219119805,46.12514408506372,84,64371908.0,0.0,-166.35131873186484,2240000,10,666681.0,84,-8.214546708071822,-100.82267219119805,10,-7.2276316,46.12514408506372,nan,-166.35131873186484,-100.82267219119807,-43372.62
0.0,0.0,-8.076479921400937,-98.64202301108722,0.0,-98.64202301108722,42.00383693519235,85,16938318.0,0.0,-128.4574895407841,2264000,10,397826.25,85,-8.076479921400937,-98.64202301108722,10,-5.995061,42.00383693519235,nan,-128.4574895407841,-98.64202301108722,-31340.54
0.0,0.0,-72.45859133952065,-95.93166326506507,0.0,-95.93166326506511,16.584734886318735,86,17270054.0,0.0,-120.8163328150021,2288000,10,3296.5344,86,-72.45859133952065,-95.93166326506511,10,-5.2677355,16.584734886318735,nan,-120.8163328150021,-95.93166326506507,-21698.283
0.0,0.0,-5.818863421061209,-59.71487329704438,0.0,-59.714873297044406,45.85600805594373,87,12981289.0,0.0,-119.91586859931971,2312000,10,2588.0295,87,-5.818863421061209,-59.714873297044406,10,-3.493145,45.85600805594373,nan,-119.91586859931971,-59.71487329704438,-7108.126
0.0,0.0,-13.913692617874638,-71.96842267676539,0.0,-71.96842267676537,45.623540147204565,88,4945448.0,0.0,-125.4891850807421,2336000,10,1425.7054,88,-13.913692617874638,-71.96842267676537,10,-6.788989,45.623540147204565,nan,-125.4891850807421,-71.96842267676539,3477.1375
0.0,0.0,-84.78471289101944,-133.47898952066825,0.0,-133.47898952066828,28.830395790370265,89,4340288.5,0.0,-161.83945541561198,2360000,10,649.0706,89,-84.78471289101944,-133.47898952066828,10,-7.461815,28.830395790370265,nan,-161.83945541561198,-133.47898952066825,346.74753
0.0,0.0,-124.64343239693048,-141.6286763710694,0.0,-141.6286763710694,7.54216595463173,90,573999.44,0.0,-149.7594403052068,2384000,10,665.9447,90,-124.64343239693048,-141.6286763710694,10,-0.81332624,7.54216595463173,nan,-149.7594403052068,-141.6286763710694,4400.165
0.0,0.0,-26.938216541831228,-51.92159341215353,0.0,-51.92159341215353,30.774437942887754,91,1630195.5,0.0,-120.93420169693104,2408000,10,365.4929,91,-26.938216541831228,-51.92159341215353,10,-2.7512941,30.774437942887754,nan,-120.93420169693104,-51.92159341215353,1747.3335
