MetaTest/Average/NumTrajs,MetaTest/coffee-push-v1/MinReturn,MetaTest/coffee-push-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-push-v1/TerminationRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/coffee-push-v1/StdReturn,MetaTest/coffee-push-v1/NumTrajs,MetaTest/coffee-push-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/coffee-push-v1/AverageReturn,MetaTest/Average/MinReturn,MetaTest/coffee-push-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-push-v1/Iteration,MetaTest/Average/StdReturn
10,-86.59050881181177,10369.045746991393,104129.06364198729,0.0,0.1,2120000,10369.045746991393,31253.34749424619,10,104129.06364198729,79,0.0,10369.045746991393,-86.59050881181177,0.1,10369.045746991393,79,31253.34749424619
10,-88.74769288864549,2136.225716100139,21848.28879082643,0.0,0.1,2144000,2136.2257161001407,6570.729270890527,10,21848.28879082643,80,0.0,2136.2257161001407,-88.74769288864549,0.1,2136.225716100139,80,6570.729270890527
10,-113.78542897668066,13479.736602995841,72436.41834395214,0.0,0.3,2168000,13479.736602995845,26030.59601154849,10,72436.41834395214,81,0.0,13479.736602995845,-113.78542897668066,0.3,13479.736602995841,81,26030.59601154849
10,-108.39295760069861,48798.667355851314,223144.347002395,0.0,0.4,2192000,48798.66735585131,78259.8102638559,10,223144.347002395,82,0.0,48798.66735585131,-108.39295760069861,0.4,48798.667355851314,82,78259.8102638559
10,-91.94524679152725,14261.57730587,91101.94875609901,0.0,0.3,2216000,14261.577305869994,27210.532297363145,10,91101.94875609901,83,0.0,14261.577305869994,-91.94524679152725,0.3,14261.57730587,83,27210.532297363145
10,-74.1795904707699,27517.64954095976,127161.97733926047,0.0,0.5,2240000,27517.64954095976,40305.12738746114,10,127161.97733926047,84,0.0,27517.64954095976,-74.1795904707699,0.5,27517.64954095976,84,40305.12738746114
10,-116.92931783127901,15144.97249369009,137476.04170450257,0.0,0.2,2264000,15144.972493690095,41005.584193890434,10,137476.04170450257,85,0.0,15144.972493690095,-116.92931783127901,0.2,15144.97249369009,85,41005.584193890434
10,-118.98986103776863,7941.15562022425,59763.696500478945,0.0,0.4,2288000,7941.155620224252,17981.64499806959,10,59763.696500478945,86,0.0,7941.155620224252,-118.98986103776863,0.4,7941.15562022425,86,17981.64499806959
10,-106.97500611693432,15409.947916516647,74805.38322924562,0.0,0.3,2312000,15409.947916516645,25924.616373781144,10,74805.38322924562,87,0.0,15409.947916516645,-106.97500611693432,0.3,15409.947916516647,87,25924.616373781144
10,-85.66040286008412,28544.11355175281,99648.16883779349,0.0,0.4,2336000,28544.113551752806,38724.42455674143,10,99648.16883779349,88,0.0,28544.113551752806,-85.66040286008412,0.4,28544.11355175281,88,38724.42455674143
10,-100.23420766202032,23393.279391877688,234404.46226900825,0.0,0.3,2360000,23393.27939187769,70337.08753271107,10,234404.46226900825,89,0.0,23393.27939187769,-100.23420766202032,0.3,23393.279391877688,89,70337.08753271107
10,-105.80496795959293,922.3545660731427,9578.352196166788,0.0,0.1,2384000,922.3545660731422,2886.48885235825,10,9578.352196166788,90,0.0,922.3545660731422,-105.80496795959293,0.1,922.3545660731427,90,2886.48885235825
10,-107.88632305358868,20299.011719572205,86944.91970595016,0.0,0.3,2408000,20299.011719572212,32126.66379420861,10,86944.91970595016,91,0.0,20299.011719572212,-107.88632305358868,0.3,20299.011719572205,91,32126.66379420861
10,-117.32572776978957,25114.00870390698,133184.57412973867,0.0,0.3,2432000,25114.00870390698,41567.47657432385,10,133184.57412973867,92,0.0,25114.00870390698,-117.32572776978957,0.3,25114.00870390698,92,41567.47657432385
10,-105.23177823932215,94.59280463753461,1453.578450835422,0.0,0.0,2456000,94.59280463753475,453.428735729051,10,1453.578450835422,93,0.0,94.59280463753475,-105.23177823932215,0.0,94.59280463753461,93,453.428735729051
10,-112.65786958984818,6383.644664032827,30400.855581216852,0.0,0.3,2480000,6383.644664032824,10847.745778193423,10,30400.855581216852,94,0.0,6383.644664032824,-112.65786958984818,0.3,6383.644664032827,94,10847.745778193423
10,-81.31253688207953,4167.020879839525,17712.891723926023,0.0,0.0,2504000,4167.020879839523,6514.601691659097,10,17712.891723926023,95,0.0,4167.020879839523,-81.31253688207953,0.0,4167.020879839525,95,6514.601691659097
10,-81.39281522639477,16016.566284128668,104163.4073077044,0.0,0.4,2528000,16016.566284128658,31639.055118222645,10,104163.4073077044,96,0.0,16016.566284128658,-81.39281522639477,0.4,16016.566284128668,96,31639.055118222645
10,-88.3412573723606,1885.428422399674,10582.743575149685,0.0,0.1,2552000,1885.4284223996735,3394.1253623140624,10,10582.743575149685,97,0.0,1885.4284223996735,-88.3412573723606,0.1,1885.428422399674,97,3394.1253623140624
10,-111.50220620162709,14715.923055999758,127531.5407836242,0.0,0.1,2576000,14715.923055999761,37999.97538762365,10,127531.5407836242,98,0.0,14715.923055999761,-111.50220620162709,0.1,14715.923055999758,98,37999.97538762365
10,-112.6886660505844,15874.016089503682,155693.76589860045,0.0,0.1,2600000,15874.016089503662,46614.22881857605,10,155693.76589860045,99,0.0,15874.016089503662,-112.6886660505844,0.1,15874.016089503682,99,46614.22881857605
