MetaTrain/Average/AlphaLoss,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/StdReturn,TotalEnvSteps,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/door-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/door-close-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/QfLoss
-8.518993,0.0,0.0,-80.50877098805364,-85.3796834126556,2.8440982223635776,2456000,-80.50877098805363,93,0.0,-85.3796834126556,10,10,2.8440982223635776,93,-80.50877098805363,0.0,nan,252863.11,-8138.886,-76.46297826741373,-80.50877098805364,-76.46297826741373,14529541.0
-3.4789279,0.0,0.0,-143.8370322483235,-149.81506508209898,4.765144150304027,2480000,-143.8370322483235,94,0.0,-149.81506508209898,10,10,4.765144150304027,94,-143.8370322483235,0.0,nan,252131.2,11442.828,-134.70948996115936,-143.8370322483235,-134.70948996115936,24207392.0
-3.000232,0.0,0.2,-77.1569291426908,-144.71014593340806,30.22126070307446,2504000,-77.15692914269077,95,0.0,-144.71014593340806,10,10,30.22126070307446,95,-77.15692914269077,0.2,nan,154415.9,12474.01,-36.44656931474447,-77.1569291426908,-36.44656931474447,789470.2
-2.3611457,0.0,0.0,-73.31809992532611,-87.84680959287309,14.112677080699177,2528000,-73.3180999253261,96,0.0,-87.84680959287309,10,10,14.112677080699177,96,-73.3180999253261,0.0,nan,50527.375,7393.2144,-42.238786545668844,-73.31809992532611,-42.238786545668844,575479.56
-6.4837294,0.0,0.0,-139.98598189052183,-145.26426081105987,4.1662050184898645,2552000,-139.9859818905217,97,0.0,-145.26426081105987,10,10,4.1662050184898645,97,-139.9859818905217,0.0,nan,690935.3,10487.776,-133.02848898860924,-139.98598189052183,-133.02848898860924,10406816.0
-5.9587617,0.0,0.0,-118.19097168628907,-151.57187929178596,36.34782393230377,2576000,-118.19097168628907,98,0.0,-151.57187929178596,10,10,36.34782393230377,98,-118.19097168628907,0.0,nan,511694.6,33365.113,-58.02252969731918,-118.19097168628907,-58.02252969731918,607465.4
-4.816631,0.0,0.0,-131.4631166676924,-149.88567010748412,33.53799893467258,2600000,-131.46311666769253,99,0.0,-149.88567010748412,10,10,33.53799893467258,99,-131.46311666769253,0.0,nan,345901.34,17698.195,-31.672280266047643,-131.4631166676924,-31.672280266047643,4599470.5
-5.150515,0.0,0.1,-117.19928854664617,-158.28635913104273,43.454083901216606,2624000,-117.1992885466462,100,0.0,-158.28635913104273,10,10,43.454083901216606,100,-117.1992885466462,0.1,nan,368397.97,21087.7,-29.358400531139797,-117.19928854664617,-29.358400531139797,12860848.0
-1.7354103,0.0,0.1,-60.89659218009025,-80.26966468999811,10.280209256622397,2648000,-60.89659218009025,101,0.0,-80.26966468999811,10,10,10.280209256622397,101,-60.89659218009025,0.1,nan,56504.55,4206.566,-47.88351138212771,-60.89659218009025,-47.88351138212771,456916.8
-4.3875327,0.0,0.5,-67.22681722432252,-81.66224177759355,8.006104358509617,2672000,-67.22681722432255,102,0.0,-81.66224177759355,10,10,8.006104358509617,102,-67.22681722432255,0.5,nan,58749.33,3333.743,-54.476875574623236,-67.22681722432252,-54.476875574623236,1357844.0
-5.1122804,0.0,0.2,-114.47536376690714,-163.45201966659363,49.54847554683409,2696000,-114.47536376690717,103,0.0,-163.45201966659363,10,10,49.54847554683409,103,-114.47536376690717,0.2,nan,2641.1729,146.27103,-51.44154396695508,-114.47536376690714,-51.44154396695508,668970.4
-7.6991496,0.0,0.0,-77.10902429668519,-139.47076390764974,29.740807827862703,2720000,-77.10902429668519,104,0.0,-139.47076390764974,10,10,29.740807827862703,104,-77.10902429668519,0.0,nan,2747.249,-2803.6428,-55.57107324030644,-77.10902429668519,-55.57107324030644,792819.2
-9.795612,0.0,0.0,-64.5610115514558,-71.66916443764599,4.07574639563455,2744000,-64.56101155145579,105,0.0,-71.66916443764599,10,10,4.07574639563455,105,-64.56101155145579,0.0,nan,1627.5608,-7375.102,-59.20699000584968,-64.5610115514558,-59.20699000584968,1116106.0
-10.00525,0.0,0.2,-29.125736279228683,-49.59533011190965,7.6184027430164765,2768000,-29.125736279228693,106,0.0,-49.59533011190965,10,10,7.6184027430164765,106,-29.125736279228693,0.2,nan,2946.3738,-9930.504,-22.27016290203969,-29.125736279228683,-22.27016290203969,1309386.5
-9.284924,0.0,0.2,-60.66452296009521,-65.69496174620015,5.0010819469332475,2792000,-60.6645229600952,107,0.0,-65.69496174620015,10,10,5.0010819469332475,107,-60.6645229600952,0.2,nan,2044.1802,-12589.977,-51.49117942260217,-60.66452296009521,-51.49117942260217,1414919.8
-9.293358,0.0,0.2,-60.71159036588889,-69.31569734106695,6.367791681379347,2816000,-60.71159036588889,108,0.0,-69.31569734106695,10,10,6.367791681379347,108,-60.71159036588889,0.2,nan,3801.8628,-14720.984,-49.16653018728297,-60.71159036588889,-49.16653018728297,1669602.9
-10.500158,0.0,0.4,89.62478493191256,-113.29506983204865,434.36376940434087,2840000,89.62478493191242,109,0.0,-113.29506983204865,10,10,434.36376940434087,109,89.62478493191242,0.4,nan,1712.2147,-19890.805,1390.3314212413507,89.62478493191256,1390.3314212413507,2076265.8
-11.506605,0.0,0.6,197.4149899270509,-57.55555606607611,722.9757202319067,2864000,197.4149899270508,110,0.0,-57.55555606607611,10,10,722.9757202319067,110,197.4149899270508,0.6,nan,1293.3354,-24572.096,2366.090406086845,197.4149899270509,2366.090406086845,2526549.5
-12.289059,0.0,0.5,-43.62927621317941,-69.15290347921646,16.755572349236786,2888000,-43.62927621317941,111,0.0,-69.15290347921646,10,10,16.755572349236786,111,-43.62927621317941,0.5,nan,3780.1948,-26761.936,-24.89363680749061,-43.62927621317941,-24.89363680749061,2726511.5
-9.999474,0.0,0.2,-79.40778972277549,-144.12057905072115,45.076065733693824,2912000,-79.40778972277553,112,0.0,-144.12057905072115,10,10,45.076065733693824,112,-79.40778972277553,0.2,nan,15574.719,-17347.01,-17.619106058866844,-79.40778972277549,-17.619106058866844,2218936.8
-5.064753,0.0,0.5,-62.84906097377543,-84.2585232010051,14.132967463559773,2936000,-62.84906097377541,113,0.0,-84.2585232010051,10,10,14.132967463559773,113,-62.84906097377541,0.5,nan,19967.115,1043.1798,-41.11043657684335,-62.84906097377543,-41.11043657684335,1124741.1
-5.8744054,0.0,0.3,11661.482735571217,-149.076896236304,32147.665092511874,2960000,11661.482735571208,114,0.0,-149.076896236304,10,10,32147.665092511874,114,11661.482735571208,0.3,nan,2227.1284,-1383.3987,107709.81752963089,11661.482735571217,107709.81752963089,1246058.5
-10.65706,0.0,0.3,48.94829674908074,-48.91956557320252,253.50076564661006,2984000,48.948296749080725,115,0.0,-48.91956557320252,10,10,253.50076564661006,115,48.948296749080725,0.3,nan,512.09656,-16305.496,809.1611481764038,48.94829674908074,809.1611481764038,2967531.8
-12.615342,0.0,0.1,-68.1946460023706,-139.95049037028562,34.11215636137369,3008000,-68.19464600237065,116,0.0,-139.95049037028562,10,10,34.11215636137369,116,-68.19464600237065,0.1,nan,588.5387,-27688.598,-39.32304005619169,-68.1946460023706,-39.32304005619169,3874268.2
-13.066479,0.0,0.5,33.110832940522414,-64.82288398437512,215.5812803322954,3032000,33.11083294052246,117,0.0,-64.82288398437512,10,10,215.5812803322954,117,33.11083294052246,0.5,nan,356.2599,-33539.527,678.3986890916951,33.110832940522414,678.3986890916951,4355921.0
-13.347051,0.0,0.4,-53.36675011395083,-145.297013051485,46.0356440940925,3056000,-53.36675011395081,118,0.0,-145.297013051485,10,10,46.0356440940925,118,-53.36675011395081,0.4,nan,517.316,-36518.977,-11.022824614998758,-53.36675011395083,-11.022824614998758,4685873.0
-12.715062,0.0,0.3,-72.31019601971052,-156.245502992267,40.50287456044819,3080000,-72.31019601971055,119,0.0,-156.245502992267,10,10,40.50287456044819,119,-72.31019601971055,0.3,nan,1214.3197,-31790.451,-13.089545375795154,-72.31019601971052,-13.089545375795154,4425710.0
-11.974103,0.0,0.3,168.85685616238968,-77.10368620792416,636.5225288081958,3104000,168.85685616238953,120,0.0,-77.10368620792416,10,10,636.5225288081958,120,168.85685616238953,0.3,nan,1216.9276,-26620.188,2077.853714822315,168.85685616238968,2077.853714822315,4045105.0
-13.449103,0.0,0.1,567.5505097014217,-38.43782162373223,1786.2096270453223,3128000,567.5505097014219,121,0.0,-38.43782162373223,10,10,1786.2096270453223,121,567.5505097014219,0.1,nan,348.6565,-37812.35,5926.164001679133,567.5505097014217,5926.164001679133,5280564.5
-14.254395,0.0,0.4,22284.718430216795,-85.89095724821134,51664.109518007346,3152000,22284.718430216777,122,0.0,-85.89095724821134,10,10,51664.109518007346,122,22284.718430216777,0.4,nan,242.75594,-37880.65,169878.5416533172,22284.718430216795,169878.5416533172,5397085.0
-13.451895,0.0,0.2,-40.881561558304696,-106.30092876399341,40.00647197357038,3176000,-40.88156155830467,123,0.0,-106.30092876399341,10,10,40.00647197357038,123,-40.88156155830467,0.2,nan,417.7333,-27832.025,53.7813637359755,-40.881561558304696,53.7813637359755,4658497.5
-13.408274,0.0,0.0,1292.7925003934474,-68.89145880583425,3989.7729277623466,3200000,1292.7925003934474,124,0.0,-68.89145880583425,10,10,3989.7729277623466,124,1292.7925003934474,0.0,nan,478.08807,-25998.137,13262.021898741927,1292.7925003934474,13262.021898741927,4869889.5
-13.762642,0.0,0.0,-57.123614198499254,-144.45285413943532,42.78398389850961,3224000,-57.12361419849918,125,0.0,-144.45285413943532,10,10,42.78398389850961,125,-57.12361419849918,0.0,nan,629.35455,-22423.684,-24.038381508375277,-57.123614198499254,-24.038381508375277,4670755.0
-13.823752,0.0,0.2,23884.9604078297,-141.44016495289367,58006.456448234836,3248000,23884.96040782969,126,0.0,-141.44016495289367,10,10,58006.456448234836,126,23884.96040782969,0.2,nan,884.1075,-26618.086,192782.88798971282,23884.9604078297,192782.88798971282,4893768.5
-13.981566,0.0,0.3,-63.96649777715379,-84.28851187510875,12.107729557957784,3272000,-63.966497777153805,127,0.0,-84.28851187510875,10,10,12.107729557957784,127,-63.966497777153805,0.3,nan,2135.537,-27448.031,-46.43424044712812,-63.96649777715379,-46.43424044712812,6161367.0
-14.492158,0.0,0.2,2110.1092911342726,-160.82325632358186,6548.588214145684,3296000,2110.1092911342703,128,0.0,-160.82325632358186,10,10,6548.588214145684,128,2110.1092911342703,0.2,nan,1860.418,-29268.352,21755.148328309522,2110.1092911342726,21755.148328309522,7070277.5
-15.32265,0.0,0.1,-74.7309846422765,-160.4419412349007,71.31438357175489,3320000,-74.73098464227652,129,0.0,-160.4419412349007,10,10,71.31438357175489,129,-74.73098464227652,0.1,nan,2481.5725,-38424.26,44.858893973519386,-74.7309846422765,44.858893973519386,9048328.0
-15.790595,0.0,0.3,18677.267238934575,-160.3244698571317,46040.330797085146,3344000,18677.267238934575,130,0.0,-160.3244698571317,10,10,46040.330797085146,130,18677.267238934575,0.3,nan,1446.5834,-48351.652,154235.63984288322,18677.267238934575,154235.63984288322,10837039.0
-15.752324,0.0,0.4,8230.395123024455,-165.2717876281372,23884.088725959333,3368000,8230.395123024458,131,0.0,-165.2717876281372,10,10,23884.088725959333,131,8230.395123024458,0.4,nan,1258.802,-47715.176,79829.86284350096,8230.395123024455,79829.86284350096,11295072.0
-15.792758,0.0,0.3,-63.09673250707914,-150.13204533087526,45.72178284377073,3392000,-63.09673250707916,132,0.0,-150.13204533087526,10,10,45.72178284377073,132,-63.09673250707916,0.3,nan,1247.8379,-53753.574,-14.74534948868721,-63.09673250707914,-14.74534948868721,13079652.0
-16.461054,0.0,0.2,-48.15769901286963,-124.70827876355578,31.068232285606467,3416000,-48.15769901286963,133,0.0,-124.70827876355578,10,10,31.068232285606467,133,-48.15769901286963,0.2,nan,462.0978,-66291.48,-22.753613814550842,-48.15769901286963,-22.753613814550842,16069659.0
-18.233637,0.0,0.2,-75.40100387728839,-89.73181834002598,6.953441412168291,3440000,-75.40100387728836,134,0.0,-89.73181834002598,10,10,6.953441412168291,134,-75.40100387728836,0.2,nan,1026.6031,-68338.93,-68.58106931065272,-75.40100387728839,-68.58106931065272,17354268.0
-18.279203,0.0,0.0,-98.41728042068766,-153.9466747941355,32.32879072920996,3464000,-98.41728042068762,135,0.0,-153.9466747941355,10,10,32.32879072920996,135,-98.41728042068762,0.0,nan,3040.1077,-47060.355,-47.386254248622414,-98.41728042068766,-47.386254248622414,13877117.0
-18.756447,0.0,0.4,-62.88840874135629,-145.75947977040937,32.55443741946052,3488000,-62.88840874135634,136,0.0,-145.75947977040937,10,10,32.55443741946052,136,-62.88840874135634,0.4,nan,441.04037,-76487.41,-29.57617831613188,-62.88840874135629,-29.57617831613188,19436954.0
-18.36084,0.0,0.3,3548.6898726316044,-94.18022004279568,10812.791788103526,3512000,3548.6898726316017,137,0.0,-94.18022004279568,10,10,10812.791788103526,137,3548.6898726316017,0.3,nan,457.20886,-84844.445,35986.987099525235,3548.6898726316044,35986.987099525235,20571622.0
-18.131691,0.0,0.4,6526.199978153889,-56.57155239235624,19684.11208685081,3536000,6526.1999781538925,138,0.0,-56.57155239235624,10,10,19684.11208685081,138,6526.1999781538925,0.4,nan,193.60329,-94170.664,65578.51011332814,6526.199978153889,65578.51011332814,21984284.0
-19.17318,0.0,0.4,653.1896230139074,-125.78237635357176,2173.4694700093864,3560000,653.1896230139074,139,0.0,-125.78237635357176,10,10,2173.4694700093864,139,653.1896230139074,0.4,nan,383.9381,-94150.23,7173.3292790495325,653.1896230139074,7173.3292790495325,22068424.0
-19.504707,0.0,0.3,-42.97953641623682,-93.01976959745109,22.131050578802416,3584000,-42.97953641623681,140,0.0,-93.01976959745109,10,10,22.131050578802416,140,-42.97953641623681,0.3,nan,308.0422,-100571.58,-16.4998566347573,-42.97953641623682,-16.4998566347573,22636698.0
-19.810865,0.0,0.2,42925.248689042084,-163.4898074158526,89677.89514162981,3608000,42925.24868904204,141,0.0,-163.4898074158526,10,10,89677.89514162981,141,42925.24868904204,0.2,nan,331.65903,-96851.875,272299.97860665206,42925.248689042084,272299.97860665206,21275050.0
-20.439598,0.0,0.2,13.020136524053475,-96.25473086365666,236.62579908263916,3632000,13.020136524053509,142,0.0,-96.25473086365666,10,10,236.62579908263916,142,13.020136524053509,0.2,nan,428.57315,-90625.71,720.8793429556569,13.020136524053475,720.8793429556569,19768648.0
-20.49635,0.0,0.3,20095.885770483426,-151.1640730154526,55875.575297278316,3656000,20095.885770483426,143,0.0,-151.1640730154526,10,10,55875.575297278316,143,20095.885770483426,0.3,nan,302.9122,-89142.26,187221.51051976057,20095.885770483426,187221.51051976057,19785518.0
-20.58687,0.0,0.3,159.64400912787772,-82.9298537241296,597.2816674397849,3680000,159.64400912787764,144,0.0,-82.9298537241296,10,10,597.2816674397849,144,159.64400912787764,0.3,nan,200.43518,-99235.25,1947.0024671080785,159.64400912787772,1947.0024671080785,20938986.0
-20.734386,0.0,0.3,5056.395328671756,-58.093117658620066,11963.16075661217,3704000,5056.395328671755,145,0.0,-58.093117658620066,10,10,11963.16075661217,145,5056.395328671755,0.3,nan,336.83585,-99929.12,40024.42570628556,5056.395328671756,40024.42570628556,20055920.0
-21.559828,0.0,0.2,-39.00334967341424,-87.83484072411962,18.20983311045139,3728000,-39.003349673414256,146,0.0,-87.83484072411962,10,10,18.20983311045139,146,-39.003349673414256,0.2,nan,999.538,-85945.85,-25.749485320338962,-39.00334967341424,-25.749485320338962,17940288.0
-22.845768,0.0,0.4,31.265372875304074,-53.12323648102388,215.35284036745867,3752000,31.26537287530411,147,0.0,-53.12323648102388,10,10,215.35284036745867,147,31.26537287530411,0.4,nan,848.737,-73106.016,676.9314354894382,31.265372875304074,676.9314354894382,16508063.0
-24.362331,0.0,0.2,18604.151517738264,-138.5060681980229,55543.53990759418,3776000,18604.151517738257,148,0.0,-138.5060681980229,10,10,55543.53990759418,148,18604.151517738257,0.2,nan,555.15875,-75969.49,185229.5333911259,18604.151517738264,185229.5333911259,16872950.0
-23.37711,0.0,0.1,649.4524165973166,-147.57681373570537,2179.698420751199,3800000,649.4524165973171,149,0.0,-147.57681373570537,10,10,2179.698420751199,149,649.4524165973171,0.1,nan,301.12427,-92746.98,7186.888848872028,649.4524165973166,7186.888848872028,18735312.0
-22.656744,0.0,0.1,14891.192886271525,-48.639532327670196,44786.78386408703,3824000,14891.192886271538,150,0.0,-48.639532327670196,10,10,44786.78386408703,150,14891.192886271538,0.1,nan,194.43484,-98139.74,149251.54150146374,14891.192886271525,149251.54150146374,19315404.0
-22.613993,0.0,0.3,21665.680127426596,-67.96880274874857,44859.66328664123,3848000,21665.68012742661,151,0.0,-67.96880274874857,10,10,44859.66328664123,151,21665.68012742661,0.3,nan,177.20164,-100909.71,133566.500620332,21665.680127426596,133566.500620332,19727016.0
-23.859371,0.0,0.2,1052.9578639245703,-73.6657281418719,3290.58503918748,3872000,1052.9578639245701,152,0.0,-73.6657281418719,10,10,3290.58503918748,152,1052.9578639245701,0.2,nan,917.7406,-68298.98,10924.606828803488,1052.9578639245703,10924.606828803488,15708108.0
-23.65334,0.0,0.2,432.375413453464,-100.28363038833847,1458.5315678451796,3896000,432.37541345346415,153,0.0,-100.28363038833847,10,10,1458.5315678451796,153,432.37541345346415,0.2,nan,879.66187,-75197.484,4807.311363535686,432.375413453464,4807.311363535686,17619436.0
-22.195156,0.0,0.5,28662.40801693622,-139.4886398135339,44533.92511740711,3920000,28662.40801693622,154,0.0,-139.4886398135339,10,10,44533.92511740711,154,28662.40801693622,0.5,nan,513.99335,-100020.8,116781.4487687624,28662.40801693622,116781.4487687624,21358570.0
-22.854929,0.0,0.3,-75.15902130363614,-156.22596659693923,61.37783997216643,3944000,-75.15902130363614,155,0.0,-156.22596659693923,10,10,61.37783997216643,155,-75.15902130363614,0.3,nan,461.0242,-91044.11,-6.380479230773597,-75.15902130363614,-6.380479230773597,21844342.0
-26.374987,0.0,0.1,-63.035421173766665,-75.3792900341961,15.586882875000919,3968000,-63.03542117376669,156,0.0,-75.3792900341961,10,10,15.586882875000919,156,-63.03542117376669,0.1,nan,1595.0347,-31282.719,-21.62564635629229,-63.035421173766665,-21.62564635629229,14856337.0
-24.037281,0.0,0.3,8080.1718090091435,-163.48363545084268,24433.995305590302,3992000,8080.1718090091335,157,0.0,-163.48363545084268,10,10,24433.995305590302,157,8080.1718090091335,0.3,nan,769.9278,-51502.35,81382.02910112707,8080.1718090091435,81382.02910112707,17591054.0
-22.392254,0.0,0.4,12375.802577685474,-147.96035300163766,19425.913036220594,4016000,12375.802577685487,158,0.0,-147.96035300163766,10,10,19425.913036220594,158,12375.802577685487,0.4,nan,258.9131,-88380.43,50404.43086308156,12375.802577685474,50404.43086308156,22927216.0
-21.05201,0.0,0.2,1208.2837090292307,-144.1236239172347,3770.773541917641,4040000,1208.2837090292294,159,0.0,-144.1236239172347,10,10,3770.773541917641,159,1208.2837090292294,0.2,nan,137.883,-101243.9,12520.058595058874,1208.2837090292307,12520.058595058874,25089818.0
-20.838512,0.0,0.4,2495.3864333603647,-77.85608974838794,4276.326494609812,4064000,2495.3864333603638,160,0.0,-77.85608974838794,10,10,4276.326494609812,160,2495.3864333603638,0.4,nan,110.7613,-109075.33,12930.444681596604,2495.3864333603647,12930.444681596604,27275334.0
-21.636683,0.0,0.2,3816.128069943325,-156.55416615233528,11305.821424043224,4088000,3816.128069943324,161,0.0,-156.55416615233528,10,10,11305.821424043224,161,3816.128069943324,0.2,nan,136.29744,-110720.586,37715.16294656156,3816.128069943325,37715.16294656156,28776178.0
-22.182676,0.0,0.4,19164.17944664546,-108.08421112856972,55727.0128721825,4112000,19164.179446645445,162,0.0,-108.08421112856972,10,10,55727.0128721825,162,19164.179446645445,0.4,nan,150.97722,-111982.305,186262.02548349363,19164.17944664546,186262.02548349363,29871558.0
-22.553722,0.0,0.5,21963.80829279503,-74.52467270548992,65324.18743817672,4136000,21963.808292795035,163,0.0,-74.52467270548992,10,10,65324.18743817672,163,21963.808292795035,0.5,nan,127.58461,-117237.77,217929.86844573813,21963.80829279503,217929.86844573813,31667576.0
-22.966717,0.0,0.7,56385.74835430874,-55.19092612321171,112681.15767440975,4160000,56385.74835430875,164,0.0,-55.19092612321171,10,10,112681.15767440975,164,56385.74835430875,0.7,nan,90.85266,-128948.01,289933.761831706,56385.74835430874,289933.761831706,34417810.0
-23.234692,0.0,0.7,62441.49595213575,-55.093827685226515,115532.06523520555,4184000,62441.49595213577,165,0.0,-55.093827685226515,10,10,115532.06523520555,165,62441.49595213577,0.7,nan,67.08908,-138760.89,294959.856336317,62441.49595213575,294959.856336317,36973420.0
-23.1118,0.0,0.6,66703.11374424504,-56.195709909526734,106404.19981127986,4208000,66703.11374424506,166,0.0,-56.195709909526734,10,10,106404.19981127986,166,66703.11374424506,0.6,nan,63.315414,-146459.33,291094.28038401,66703.11374424504,291094.28038401,40379900.0
-23.315363,0.0,0.7,11889.577178157688,-73.95361873545271,23867.009676175356,4232000,11889.577178157688,167,0.0,-73.95361873545271,10,10,23867.009676175356,167,11889.577178157688,0.7,nan,68.01828,-155964.84,62512.01164471146,11889.577178157688,62512.01164471146,43557852.0
-23.83577,0.0,0.6,18392.691096947776,-73.35669000319879,39469.898931563876,4256000,18392.691096947783,168,0.0,-73.35669000319879,10,10,39469.898931563876,168,18392.691096947783,0.6,nan,79.15081,-168948.03,123661.95415608109,18392.691096947776,123661.95415608109,50572180.0
-24.963284,0.0,0.8,18171.364983630363,-97.24777523218054,52869.48315187103,4280000,18171.36498363036,169,0.0,-97.24777523218054,10,10,52869.48315187103,169,18171.36498363036,0.8,nan,63.09382,-181177.12,176702.74936700342,18171.364983630363,176702.74936700342,57123844.0
-25.973738,0.0,0.5,19159.913274286046,-163.02908237188225,45117.641975465915,4304000,19159.913274286042,170,0.0,-163.02908237188225,10,10,45117.641975465915,170,19159.913274286042,0.5,nan,118.86176,-182137.44,152202.8042840872,19159.913274286046,152202.8042840872,61451270.0
-26.783648,0.0,0.5,79592.74180135684,-161.99282372469906,112499.4764170164,4328000,79592.74180135687,171,0.0,-161.99282372469906,10,10,112499.4764170164,171,79592.74180135687,0.5,nan,169.25194,-167150.72,286635.91403283825,79592.74180135684,286635.91403283825,60746120.0
-26.635662,0.0,0.5,37061.19444897149,-155.99414444806362,74156.46106947801,4352000,37061.19444897149,172,0.0,-155.99414444806362,10,10,74156.46106947801,172,37061.19444897149,0.5,nan,155.61308,-167280.97,236993.2806505049,37061.19444897149,236993.2806505049,63588516.0
-26.797161,0.0,0.4,43752.850457248205,-160.33432021355756,89826.16467736955,4376000,43752.850457248176,173,0.0,-160.33432021355756,10,10,89826.16467736955,173,43752.850457248176,0.4,nan,181.90865,-164304.9,281493.2007598938,43752.850457248205,281493.2007598938,65528096.0
-28.555391,0.0,0.3,164.86752373452478,-165.99550277592414,718.1959963028281,4400000,164.86752373452453,174,0.0,-165.99550277592414,10,10,718.1959963028281,174,164.86752373452453,0.3,nan,595.23724,-125496.625,2314.5744651623163,164.86752373452478,2314.5744651623163,58893176.0
-27.06477,0.0,0.5,29932.62610339477,-162.1725560236384,85662.32417201785,4424000,29932.626103394763,175,0.0,-162.1725560236384,10,10,85662.32417201785,175,29932.626103394763,0.5,nan,192.11072,-191933.27,286697.69311314507,29932.62610339477,286697.69311314507,78101020.0
-27.608524,0.0,0.5,33345.486450179684,-163.94427053590502,71840.6811072156,4448000,33345.48645017967,176,0.0,-163.94427053590502,10,10,71840.6811072156,176,33345.48645017967,0.5,nan,205.91884,-183216.03,228606.80867097797,33345.486450179684,228606.80867097797,77353460.0
-26.601469,0.0,0.5,56855.59792647472,-166.05193972508823,97635.22706262149,4472000,56855.5979264747,177,0.0,-166.05193972508823,10,10,97635.22706262149,177,56855.5979264747,0.5,nan,73.53321,-215257.16,267925.596416113,56855.59792647472,267925.596416113,82999430.0
-26.85824,0.0,0.5,1184.5328617803775,-91.16293735538368,3718.7967640013712,4496000,1184.5328617803775,178,0.0,-91.16293735538368,10,10,3718.7967640013712,178,1184.5328617803775,0.5,nan,59.168297,-229852.67,12340.51079916506,1184.5328617803775,12340.51079916506,89473370.0
-27.231056,0.0,0.5,69311.37591329508,-159.21222250092,90232.35712114695,4520000,69311.37591329508,179,0.0,-159.21222250092,10,10,90232.35712114695,179,69311.37591329508,0.5,nan,93.650566,-250034.27,211278.16141349816,69311.37591329508,211278.16141349816,95027480.0
-27.10057,0.0,0.5,17712.60698659442,-157.96747547460535,31430.414045932248,4544000,17712.60698659442,180,0.0,-157.96747547460535,10,10,31430.414045932248,180,17712.60698659442,0.5,nan,82.23879,-266940.34,96696.258327179,17712.60698659442,96696.258327179,100738880.0
-27.337313,0.0,0.5,21452.400161980575,-161.15602278726948,53072.0874212138,4568000,21452.400161980568,181,0.0,-161.15602278726948,10,10,53072.0874212138,181,21452.400161980568,0.5,nan,45.190224,-278850.47,176882.29553324074,21452.400161980575,176882.29553324074,104222830.0
-27.398464,0.0,0.5,7915.164937525775,-160.37310425670248,24034.586859952713,4592000,7915.164937525767,182,0.0,-160.37310425670248,10,10,24034.586859952713,182,7915.164937525767,0.5,nan,36.029602,-287467.53,80018.69895389157,7915.164937525775,80018.69895389157,108104300.0
-27.757843,0.0,0.5,64050.49540514231,-160.49691437001485,99442.95173597273,4616000,64050.49540514229,183,0.0,-160.49691437001485,10,10,99442.95173597273,183,64050.49540514229,0.5,nan,30.904587,-291623.44,250217.84351290742,64050.49540514231,250217.84351290742,110648040.0
-27.862621,0.0,0.5,76444.9799444468,-163.318254236487,91497.49562104676,4640000,76444.97994444681,184,0.0,-163.318254236487,10,10,91497.49562104676,184,76444.97994444681,0.5,nan,33.367065,-297568.84,247977.48961500163,76444.9799444468,247977.48961500163,116674376.0
-28.040985,0.0,0.5,25262.08386876621,-165.99585867195773,40438.02126470785,4664000,25262.08386876622,185,0.0,-165.99585867195773,10,10,40438.02126470785,185,25262.08386876622,0.5,nan,32.239964,-302961.1,105075.96746760789,25262.08386876621,105075.96746760789,120543310.0
-28.32658,0.0,0.3,20319.587874497593,-148.13152657441825,40983.37241984449,4688000,20319.58787449759,186,0.0,-148.13152657441825,10,10,40983.37241984449,186,20319.58787449759,0.3,nan,34.63944,-306125.47,109972.74599823954,20319.587874497593,109972.74599823954,127041110.0
-28.553799,0.0,0.5,65295.50883162513,-144.77687475486027,111513.65344308269,4712000,65295.50883162513,187,0.0,-144.77687475486027,10,10,111513.65344308269,187,65295.50883162513,0.5,nan,46.41721,-313061.2,298551.79736488475,65295.50883162513,298551.79736488475,131006690.0
-28.870762,0.0,0.5,82674.11477894521,-153.28440902986156,99985.70794954184,4736000,82674.11477894525,188,0.0,-153.28440902986156,10,10,99985.70794954184,188,82674.11477894525,0.5,nan,95.88195,-321859.38,234064.19708093104,82674.11477894521,234064.19708093104,135394780.0
-29.179983,0.0,0.3,45622.27868298278,-145.25661355440857,90049.76115021583,4760000,45622.278682982775,189,0.0,-145.25661355440857,10,10,90049.76115021583,189,45622.278682982775,0.3,nan,93.338684,-326000.4,292159.2908503337,45622.27868298278,292159.2908503337,141024820.0
