MetaTrain/Average/AlphaLoss,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/StdReturn,TotalEnvSteps,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/door-close-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/door-close-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/QfLoss
5.5141916,0.0,0.2,-58.78263744778987,-80.65538065353914,10.035049960554852,608000,-58.782637447789874,16,0.0,-80.65538065353914,10,10,10.035049960554852,16,-58.782637447789874,0.2,nan,1996.4205,3919.0845,-46.17006474531631,-58.78263744778987,-46.17006474531631,18708.893
5.6223984,0.0,0.1,-104.64337155000901,-126.29217001873401,18.458775597868357,632000,-104.64337155000896,17,0.0,-126.29217001873401,10,10,18.458775597868357,17,-104.64337155000896,0.1,nan,127.191986,830.9722,-68.27886792150866,-104.64337155000901,-68.27886792150866,15214.863
2.893609,0.0,0.0,-69.73133489020583,-79.05327933937639,7.177136177143867,656000,-69.73133489020583,18,0.0,-79.05327933937639,10,10,7.177136177143867,18,-69.73133489020583,0.0,nan,12596.983,25092.314,-58.87891880947975,-69.73133489020583,-58.87891880947975,297645.22
5.1487026,0.0,0.2,-52.334966117771046,-66.04038051387981,6.7924240022595,680000,-52.334966117771046,19,0.0,-66.04038051387981,10,10,6.7924240022595,19,-52.334966117771046,0.2,nan,901.04456,7711.9673,-43.45221813528327,-52.334966117771046,-43.45221813528327,15237.736
5.565431,0.0,0.4,-53.37078497805301,-58.53832336112373,3.671045973392093,704000,-53.37078497805301,20,0.0,-58.53832336112373,10,10,3.671045973392093,20,-53.37078497805301,0.4,nan,79.07939,738.9566,-45.99768590326876,-53.37078497805301,-45.99768590326876,14590.102
5.118123,0.0,0.0,-59.91793624050274,-70.60713206015612,5.603128177512429,728000,-59.91793624050274,21,0.0,-70.60713206015612,10,10,5.603128177512429,21,-59.91793624050274,0.0,nan,58.14972,548.3591,-52.163402727476594,-59.91793624050274,-52.163402727476594,22245.521
3.6042242,0.0,0.0,-71.63257193374146,-82.91914379781105,5.396327048455128,752000,-71.63257193374149,22,0.0,-82.91914379781105,10,10,5.396327048455128,22,-71.63257193374149,0.0,nan,42.070602,366.1335,-65.64859666907904,-71.63257193374146,-65.64859666907904,22051.111
3.135606,0.0,0.0,-66.69583603931774,-79.61891281734353,4.655076363355848,776000,-66.69583603931775,23,0.0,-79.61891281734353,10,10,4.655076363355848,23,-66.69583603931775,0.0,nan,60.739017,-53.236366,-62.645165164485554,-66.69583603931774,-62.645165164485554,20173.213
3.6952205,0.0,0.3,68.29235152109689,-157.55806270816984,269.6647573489979,800000,68.29235152109692,24,0.0,-157.55806270816984,10,10,269.6647573489979,24,68.29235152109692,0.3,nan,38.679928,287.65225,715.0857486186283,68.29235152109689,715.0857486186283,20302.084
2.0133584,0.0,0.0,-73.70955143867802,-81.95326174377962,4.562858857300851,824000,-73.70955143867803,25,0.0,-81.95326174377962,10,10,4.562858857300851,25,-73.70955143867803,0.0,nan,25718.996,12646.262,-67.81173022531632,-73.70955143867802,-67.81173022531632,1016906.56
4.625096,0.0,0.1,-59.875479983650294,-66.57498799173217,4.116955908753989,848000,-59.8754799836503,26,0.0,-66.57498799173217,10,10,4.116955908753989,26,-59.8754799836503,0.1,nan,6675.6743,4959.4907,-53.562411197101966,-59.875479983650294,-53.562411197101966,45924.344
0.48501343,0.0,0.2,-44.35783219761576,-85.39347961466757,15.891370143154752,872000,-44.357832197615764,27,0.0,-85.39347961466757,10,10,15.891370143154752,27,-44.357832197615764,0.2,nan,301517.62,5532.3193,-30.375717978367767,-44.35783219761576,-30.375717978367767,64067788.0
-29.777472,0.0,0.0,-144.20194501056912,-152.59448879725764,5.256530126131927,896000,-144.20194501056912,28,0.0,-152.59448879725764,10,10,5.256530126131927,28,-144.20194501056912,0.0,nan,986516.2,250630.6,-134.64038125189668,-144.20194501056912,-134.64038125189668,68740520.0
-6.115844,0.0,0.0,-48.31032482669484,-57.091796530546596,9.648293727060425,920000,-48.31032482669486,29,0.0,-57.091796530546596,10,10,9.648293727060425,29,-48.31032482669486,0.0,nan,211584.61,32330.75,-28.34773297767002,-48.31032482669484,-28.34773297767002,28711964.0
4.594462,0.0,0.4,-68.88291842912753,-110.58407100356996,28.37054320186673,944000,-68.88291842912751,30,0.0,-110.58407100356996,10,10,28.37054320186673,30,-68.88291842912751,0.4,nan,13901.73,9976.621,-11.038468605391444,-68.88291842912753,-11.038468605391444,49078.684
5.003325,0.0,0.0,-65.38432367187244,-97.04323365864292,12.044197684152604,968000,-65.38432367187244,31,0.0,-97.04323365864292,10,10,12.044197684152604,31,-65.38432367187244,0.0,nan,9278.572,8829.402,-49.61546092274143,-65.38432367187244,-49.61546092274143,78994.77
-6.048856,0.0,0.0,-64.75733428334132,-69.04047143101887,4.336643251323883,992000,-64.75733428334135,32,0.0,-69.04047143101887,10,10,4.336643251323883,32,-64.75733428334135,0.0,nan,416790.16,57170.51,-53.217804023359996,-64.75733428334132,-53.217804023359996,12681463.0
5.545316,0.0,0.3,-104.41165826622742,-139.11230898171965,28.075325169760664,1016000,-104.41165826622742,33,0.0,-139.11230898171965,10,10,28.075325169760664,33,-104.41165826622742,0.3,nan,79416.98,24299.184,-54.33355245719029,-104.41165826622742,-54.33355245719029,283139.4
5.6727204,0.0,0.1,-68.23143815505357,-75.42336566269367,3.5619280719754367,1040000,-68.23143815505357,34,0.0,-75.42336566269367,10,10,3.5619280719754367,34,-68.23143815505357,0.1,nan,45390.72,17645.412,-64.20394655946764,-68.23143815505357,-64.20394655946764,277829.7
4.3766465,0.0,0.0,-64.7724978614531,-67.8514720540332,2.601580854534077,1064000,-64.77249786145309,35,0.0,-67.8514720540332,10,10,2.601580854534077,35,-64.77249786145309,0.0,nan,1229.5632,1595.4304,-60.526705112286244,-64.7724978614531,-60.526705112286244,36748.723
4.5067477,0.0,0.0,-140.52220773388714,-148.76146435161328,4.5231318999269625,1088000,-140.5222077338872,36,0.0,-148.76146435161328,10,10,4.5231318999269625,36,-140.5222077338872,0.0,nan,46542.387,16716.01,-135.04174240391407,-140.52220773388714,-135.04174240391407,12032768.0
5.1406326,0.0,0.2,-68.45908981557325,-83.19666110579311,7.175939458626201,1112000,-68.45908981557322,37,0.0,-83.19666110579311,10,10,7.175939458626201,37,-68.45908981557322,0.2,nan,3195.2705,2909.3262,-57.85776405713465,-68.45908981557325,-57.85776405713465,36336.67
4.023765,0.0,0.7,-59.54917464932653,-136.2016985558375,25.895596590351662,1136000,-59.54917464932653,38,0.0,-136.2016985558375,10,10,25.895596590351662,38,-59.54917464932653,0.7,nan,237.60753,846.66046,-46.10576644455037,-59.54917464932653,-46.10576644455037,35432.297
2.2438626,0.0,0.0,-46.49324108123618,-56.7281803422329,9.195750067851598,1160000,-46.49324108123616,39,0.0,-56.7281803422329,10,10,9.195750067851598,39,-46.49324108123616,0.0,nan,609.92126,1518.7393,-31.280980897800422,-46.49324108123618,-31.280980897800422,48757.77
2.3689945,0.0,0.1,-81.78134641950359,-94.76751003420394,9.555792677674964,1184000,-81.78134641950362,40,0.0,-94.76751003420394,10,10,9.555792677674964,40,-81.78134641950362,0.1,nan,10383.36,4162.7197,-70.49837235293171,-81.78134641950359,-70.49837235293171,112671.63
1.5273101,0.0,0.0,-58.137531692992795,-65.42397913783675,4.049216110354799,1208000,-58.13753169299277,41,0.0,-65.42397913783675,10,10,4.049216110354799,41,-58.13753169299277,0.0,nan,32722.742,5377.8306,-52.49070700505756,-58.137531692992795,-52.49070700505756,20016376.0
1.6422981,0.0,0.3,-62.6285255264674,-66.88870718179102,2.6521929947244374,1232000,-62.628525526467385,42,0.0,-66.88870718179102,10,10,2.6521929947244374,42,-62.628525526467385,0.3,nan,887.12836,1835.5198,-58.85427343562625,-62.6285255264674,-58.85427343562625,6057650.0
1.9776334,0.0,0.3,-56.87421067469156,-71.77424021674364,10.21229685782922,1256000,-56.87421067469158,43,0.0,-71.77424021674364,10,10,10.21229685782922,43,-56.87421067469158,0.3,nan,476.03732,1493.9658,-43.56607544855513,-56.87421067469156,-43.56607544855513,46498.168
-0.32621205,0.0,0.0,-39.09656972012307,-55.20761336324706,6.825354910346697,1280000,-39.09656972012308,44,0.0,-55.20761336324706,10,10,6.825354910346697,44,-39.09656972012308,0.0,nan,1246.0139,787.2641,-29.615495647390695,-39.09656972012307,-29.615495647390695,50522.113
-10.295336,0.0,0.5,-91.58004377055944,-107.5687218260718,7.694392049985289,1304000,-91.5800437705594,45,0.0,-107.5687218260718,10,10,7.694392049985289,45,-91.5800437705594,0.5,nan,836835.7,164044.28,-81.48157598084308,-91.58004377055944,-81.48157598084308,392553150.0
2.4914567,0.0,0.0,-86.55525261891418,-144.46400255795714,20.810484242604783,1328000,-86.55525261891422,46,0.0,-144.46400255795714,10,10,20.810484242604783,46,-86.55525261891422,0.0,nan,535949.06,19848.8,-58.13028631040497,-86.55525261891418,-58.13028631040497,738060.44
-7.161984,0.0,0.0,-135.33965932686164,-140.7716050651209,2.7334269756133525,1352000,-135.33965932686164,47,0.0,-140.7716050651209,10,10,2.7334269756133525,47,-135.33965932686164,0.0,nan,480695.3,86839.055,-131.56588990897725,-135.33965932686164,-131.56588990897725,205013040.0
2.1482604,0.0,0.1,-76.17701842510655,-110.20311001430689,13.893294632273008,1376000,-76.17701842510654,48,0.0,-110.20311001430689,10,10,13.893294632273008,48,-76.17701842510654,0.1,nan,125152.914,13987.283,-53.62731859852409,-76.17701842510655,-53.62731859852409,9441078.0
4.0901337,0.0,0.0,-76.82847437065368,-107.61745154563931,13.12729997222448,1400000,-76.82847437065371,49,0.0,-107.61745154563931,10,10,13.12729997222448,49,-76.82847437065371,0.0,nan,111824.37,11660.663,-58.70209985979959,-76.82847437065368,-58.70209985979959,133134.38
4.3398676,0.0,0.0,-86.40473493476274,-96.484288633541,4.413372062001707,1424000,-86.40473493476273,50,0.0,-96.484288633541,10,10,4.413372062001707,50,-86.40473493476273,0.0,nan,51166.28,6396.568,-78.86924324389268,-86.40473493476274,-78.86924324389268,68559.97
3.2823071,0.0,0.0,-68.00724111156873,-99.48077343249173,13.969198995156908,1448000,-68.00724111156872,51,0.0,-99.48077343249173,10,10,13.969198995156908,51,-68.00724111156872,0.0,nan,9613.18,3578.145,-44.16393294542374,-68.00724111156873,-44.16393294542374,54614.816
1.6946406,0.0,0.0,-70.89325928030888,-80.0905517175418,6.094758407664634,1472000,-70.8932592803089,52,0.0,-80.0905517175418,10,10,6.094758407664634,52,-70.8932592803089,0.0,nan,607049.06,30623.555,-58.6365695056049,-70.89325928030888,-58.6365695056049,4357014.5
1.4729376,0.0,0.0,-132.5576984383842,-138.8135434580687,4.33595193321991,1496000,-132.55769843838416,53,0.0,-138.8135434580687,10,10,4.33595193321991,53,-132.55769843838416,0.0,nan,127300.58,128233.51,-125.67522262868536,-132.5576984383842,-125.67522262868536,921362.75
4.5592303,0.0,0.0,-58.53029906052624,-64.21503325491364,5.24325134089422,1520000,-58.53029906052624,54,0.0,-64.21503325491364,10,10,5.24325134089422,54,-58.53029906052624,0.0,nan,53150.41,247489.12,-48.84738051614682,-58.53029906052624,-48.84738051614682,131782.25
4.924172,0.0,0.0,-67.22216763336985,-85.00060624500452,7.043163089871696,1544000,-67.22216763336985,55,0.0,-85.00060624500452,10,10,7.043163089871696,55,-67.22216763336985,0.0,nan,12771.923,63356.324,-56.52341219233981,-67.22216763336985,-56.52341219233981,53683.855
4.001817,0.0,0.2,-52.198338402610986,-91.43329510084736,19.356331763096076,1568000,-52.198338402610965,56,0.0,-91.43329510084736,10,10,19.356331763096076,56,-52.198338402610965,0.2,nan,5841.235,18812.898,-31.874579671310055,-52.198338402610986,-31.874579671310055,36662.176
3.1319747,0.0,0.0,-78.80878557620409,-131.84551233951868,26.523557058442194,1592000,-78.80878557620407,57,0.0,-131.84551233951868,10,10,26.523557058442194,57,-78.80878557620407,0.0,nan,7007.9795,8953.789,-52.36299265349312,-78.80878557620409,-52.36299265349312,72909.56
3.6139312,0.0,0.8,-67.63981259925849,-80.91013377339951,18.127294922910416,1616000,-67.63981259925848,58,0.0,-80.91013377339951,10,10,18.127294922910416,58,-67.63981259925848,0.8,nan,10660.8,15978.364,-30.18862323578649,-67.63981259925849,-30.18862323578649,161902.69
3.0066211,0.0,0.1,-90.46193259423919,-128.36051769139596,28.929037461039655,1640000,-90.46193259423919,59,0.0,-128.36051769139596,10,10,28.929037461039655,59,-90.46193259423919,0.1,nan,1451.464,2787.5044,-47.25193293104468,-90.46193259423919,-47.25193293104468,33663.31
2.3024423,0.0,0.4,-52.169736524461925,-67.90069404961679,6.951953888237928,1664000,-52.169736524461904,60,0.0,-67.90069404961679,10,10,6.951953888237928,60,-52.169736524461904,0.4,nan,1843.6274,1864.519,-42.937556691411125,-52.169736524461925,-42.937556691411125,33820.332
1.387289,0.0,0.2,-50.70785263403234,-71.8774952397123,11.518103513689,1688000,-50.707852634032335,61,0.0,-71.8774952397123,10,10,11.518103513689,61,-50.707852634032335,0.2,nan,170.11876,724.8174,-29.93023777772874,-50.70785263403234,-29.93023777772874,35357.363
1.3598183,0.0,0.3,15409.294122808476,-162.11092922597334,46429.910993633806,1712000,15409.294122808471,62,0.0,-162.11092922597334,10,10,46429.910993633806,62,15409.294122808471,0.3,nan,208.21565,200.38332,154698.991165379,15409.294122808476,154698.991165379,33586.03
1.1690618,0.0,0.2,-59.430354053456725,-76.13214505037685,14.57346625986651,1736000,-59.430354053456725,63,0.0,-76.13214505037685,10,10,14.57346625986651,63,-59.430354053456725,0.2,nan,335.28214,-548.105,-25.98348050070247,-59.430354053456725,-25.98348050070247,36263.547
0.35387403,0.0,0.3,-60.304266607547184,-89.33579788963165,16.293758431667346,1760000,-60.30426660754718,64,0.0,-89.33579788963165,10,10,16.293758431667346,64,-60.30426660754718,0.3,nan,450.23117,-1373.23,-38.42831827931556,-60.304266607547184,-38.42831827931556,44928.09
0.8414281,0.0,0.0,-85.97939801188991,-101.92820617930504,9.676500728238576,1784000,-85.97939801188988,65,0.0,-101.92820617930504,10,10,9.676500728238576,65,-85.97939801188988,0.0,nan,683.7639,-955.9666,-70.25435833512897,-85.97939801188991,-70.25435833512897,47072.223
1.121746,0.0,0.3,345.3060064074659,-107.6231211917617,1184.6099363024045,1808000,345.3060064074657,66,0.0,-107.6231211917617,10,10,1184.6099363024045,66,345.3060064074657,0.3,nan,878.70746,-762.2254,3898.418106979504,345.3060064074659,3898.418106979504,49282.0
1.0860202,0.0,0.4,-67.29673714613769,-147.1516104272757,31.012226697206184,1832000,-67.2967371461377,67,0.0,-147.1516104272757,10,10,31.012226697206184,67,-67.2967371461377,0.4,nan,677.14014,-918.476,-28.962915547280126,-67.29673714613769,-28.962915547280126,55594.055
0.2574158,0.0,0.0,-72.56508893685468,-158.89356825526355,31.77401979508078,1856000,-72.56508893685466,68,0.0,-158.89356825526355,10,10,31.77401979508078,68,-72.56508893685466,0.0,nan,1361.4591,-454.45728,-32.7080355021702,-72.56508893685468,-32.7080355021702,163199.66
2.5779088,0.0,0.2,-79.49619553567607,-123.53466815887454,27.75212845758355,1880000,-79.49619553567607,69,0.0,-123.53466815887454,10,10,27.75212845758355,69,-79.49619553567607,0.2,nan,76466.516,7969.9546,-50.42109823991078,-79.49619553567607,-50.42109823991078,4142344.2
-0.33458757,0.0,0.3,-14.279384910351633,-70.98063754881612,80.55151931094895,1904000,-14.279384910351649,70,0.0,-70.98063754881612,10,10,80.55151931094895,70,-14.279384910351649,0.3,nan,87766.64,3810.417,154.94579109471545,-14.279384910351633,154.94579109471545,100859380.0
0.9125711,0.0,0.2,-53.140681637894644,-82.48360433114547,17.773025164784436,1928000,-53.140681637894694,71,0.0,-82.48360433114547,10,10,17.773025164784436,71,-53.140681637894694,0.2,nan,65082.152,2662.6475,-22.76677814098641,-53.140681637894644,-22.76677814098641,140277.88
-1.9258721,0.0,0.0,-65.95867986463894,-72.55080426645726,3.9547992584379434,1952000,-65.95867986463892,72,0.0,-72.55080426645726,10,10,3.9547992584379434,72,-65.95867986463892,0.0,nan,49424.234,6152.118,-58.05425808252669,-65.95867986463894,-58.05425808252669,52942370.0
4.0874057,0.0,0.0,-87.61052405458153,-150.3061080219382,35.2840980202519,1976000,-87.61052405458157,73,0.0,-150.3061080219382,10,10,35.2840980202519,73,-87.61052405458157,0.0,nan,61979.742,8190.9536,-46.823671312356744,-87.61052405458153,-46.823671312356744,67628.32
3.8095386,0.0,0.1,-79.8294165273171,-135.26646177529096,40.02467865724553,2000000,-79.82941652731711,74,0.0,-135.26646177529096,10,10,40.02467865724553,74,-79.82941652731711,0.1,nan,20059.545,4373.0005,-24.726440884853083,-79.8294165273171,-24.726440884853083,57105.516
1.2403013,0.0,0.9,607.3242362875193,-54.55174531244686,1299.2987844958009,2024000,607.3242362875192,75,0.0,-54.55174531244686,10,10,1299.2987844958009,75,607.3242362875192,0.9,nan,2116.76,1044.4124,4189.986552586643,607.3242362875193,4189.986552586643,55770.61
-0.19872403,0.0,0.8,-50.25901119183857,-55.36327332537577,4.084743223363576,2048000,-50.25901119183857,76,0.0,-55.36327332537577,10,10,4.084743223363576,76,-50.25901119183857,0.8,nan,784.2282,-751.27924,-42.02959911207566,-50.25901119183857,-42.02959911207566,81852.52
-1.4940563,0.0,0.2,47.10390278811251,-134.3766198093669,354.2185169531706,2072000,47.103902788112656,77,0.0,-134.3766198093669,10,10,354.2185169531706,77,47.103902788112656,0.2,nan,559.0435,-1737.9866,1103.6860284943891,47.10390278811251,1103.6860284943891,121345.67
-2.2452872,0.0,0.4,6766.737614807103,-77.98183362358435,20461.08262333929,2096000,6766.737614807093,78,0.0,-77.98183362358435,10,10,20461.08262333929,78,6766.737614807093,0.4,nan,783.6454,-2728.9824,68149.95589326252,6766.737614807103,68149.95589326252,204817.03
-3.2550824,0.0,0.3,9450.919786995571,-71.40564035136008,18976.70491234244,2120000,9450.919786995568,79,0.0,-71.40564035136008,10,10,18976.70491234244,79,9450.919786995568,0.3,nan,1010.8936,-4821.94,49496.41406251885,9450.919786995571,49496.41406251885,394588.16
-0.7377557,0.0,0.3,-65.19294740989957,-133.72410308715314,29.776288727790305,2144000,-65.19294740989955,80,0.0,-133.72410308715314,10,10,29.776288727790305,80,-65.19294740989955,0.3,nan,10235.743,3360.963,-25.152723036974752,-65.19294740989957,-25.152723036974752,2599462.2
-2.6309013,0.0,0.0,-145.94794222594547,-151.73609524006807,3.2168080374236405,2168000,-145.9479422259454,81,0.0,-151.73609524006807,10,10,3.2168080374236405,81,-145.9479422259454,0.0,nan,10522.392,4211.285,-141.7753242556249,-145.94794222594547,-141.7753242556249,732506.94
-1.3418573,0.0,0.3,-69.2735694861118,-135.58942451250357,35.63513371461555,2192000,-69.27356948611181,82,0.0,-135.58942451250357,10,10,35.63513371461555,82,-69.27356948611181,0.3,nan,18259.2,3806.841,-27.65156622128307,-69.2735694861118,-27.65156622128307,491813.44
-2.4779007,0.0,0.4,-62.014135658932254,-74.90612757331003,5.702011968071184,2216000,-62.014135658932254,83,0.0,-74.90612757331003,10,10,5.702011968071184,83,-62.014135658932254,0.4,nan,7203.241,931.04395,-54.72242152741837,-62.014135658932254,-54.72242152741837,607683.94
-3.8764694,0.0,0.0,-120.00817937181849,-155.9577241381435,36.12536288519244,2240000,-120.00817937181841,84,0.0,-155.9577241381435,10,10,36.12536288519244,84,-120.00817937181841,0.0,nan,185037.62,30960.34,-62.63301646928921,-120.00817937181849,-62.63301646928921,5486513.5
-2.8127325,0.0,0.3,5679.407909163503,-144.84157866795687,17305.97865348489,2264000,5679.407909163501,85,0.0,-144.84157866795687,10,10,17305.97865348489,85,5679.407909163501,0.3,nan,17735.033,4964.528,57597.2354681854,5679.407909163503,57597.2354681854,460420.8
-1.3054957,0.0,0.1,-98.58059096401215,-143.05886850396504,37.96822891962776,2288000,-98.58059096401212,86,0.0,-143.05886850396504,10,10,37.96822891962776,86,-98.58059096401212,0.1,nan,92999.086,13165.382,-36.99598364432435,-98.58059096401215,-36.99598364432435,4217168.5
-2.9380093,0.0,0.1,-142.7157961582152,-156.98798014207404,16.163979234149593,2312000,-142.71579615821514,87,0.0,-156.98798014207404,10,10,16.163979234149593,87,-142.71579615821514,0.1,nan,34043.832,14984.411,-95.9245057164473,-142.7157961582152,-95.9245057164473,1908491.6
-2.6077943,0.0,0.0,-151.14250196040922,-160.31147253429327,4.753560324295515,2336000,-151.1425019604092,88,0.0,-160.31147253429327,10,10,4.753560324295515,88,-151.1425019604092,0.0,nan,278621.84,32363.207,-143.2499891641286,-151.14250196040922,-143.2499891641286,2225554.2
-1.384364,0.0,0.0,-122.39968921517361,-155.4630090535223,36.570362525185395,2360000,-122.39968921517365,89,0.0,-155.4630090535223,10,10,36.570362525185395,89,-122.39968921517365,0.0,nan,590906.5,61876.434,-63.000247011307536,-122.39968921517361,-63.000247011307536,982263.0
-2.0643985,0.0,0.0,-133.52574556979764,-158.43495588648642,29.00629744932847,2384000,-133.5257455697976,90,0.0,-158.43495588648642,10,10,29.00629744932847,90,-133.5257455697976,0.0,nan,101280.74,18287.156,-62.295105379703095,-133.52574556979764,-62.295105379703095,797374.75
-4.149028,0.0,0.0,-74.17573965444639,-92.46860164053032,12.090935615135558,2408000,-74.17573965444639,91,0.0,-92.46860164053032,10,10,12.090935615135558,91,-74.17573965444639,0.0,nan,21706.012,6563.065,-52.460277391038325,-74.17573965444639,-52.460277391038325,1135500.9
-6.7792735,0.0,0.5,-61.183841274792314,-71.91952925079383,9.144573885267164,2432000,-61.18384127479233,92,0.0,-71.91952925079383,10,10,9.144573885267164,92,-61.18384127479233,0.5,nan,12047.611,-1312.3564,-44.5527483945471,-61.183841274792314,-44.5527483945471,1576167.6
