MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/soccer-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/soccer-v1/SuccessRate,MetaTest/soccer-v1/StdReturn,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/soccer-v1/Iteration,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/soccer-v1/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/soccer-v1/AverageReturn,MetaTest/soccer-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/soccer-v1/NumTrajs
10,0.0,46341.10552150415,46341.10552150415,4843.462762472267,0.6,1241775.8,0.6,13845.219869370034,704000,1606.9438,4843.462762472269,20,20,nan,0.0,-11.27442,4843.462762472269,-36.50292002320927,-21196.111,4843.462762472267,-36.50292002320927,13845.219869370034,10
10,0.0,-17.165600525640464,-17.165600525640464,-85.95681848810914,0.1,8460011.0,0.1,25.767679171214525,728000,24143.3,-85.95681848810914,21,21,nan,0.0,-14.660024,-85.95681848810914,-111.75973455866472,-15976.029,-85.95681848810914,-111.75973455866472,25.767679171214525,10
10,0.0,196.8463279671951,196.8463279671951,-17.312613308599396,0.0,10218587.0,0.0,76.41873275733067,752000,82525.54,-17.3126133085994,22,22,nan,0.0,-31.72086,-17.3126133085994,-77.97766310688804,68054.0,-17.312613308599396,-77.97766310688804,76.41873275733067,10
10,0.0,26.832450834474702,26.832450834474702,-33.22152903442164,0.0,560969.6,0.0,27.34261720692957,776000,17351.717,-33.22152903442164,23,23,nan,0.0,-9.44591,-33.22152903442164,-69.22648320329692,18536.852,-33.22152903442164,-69.22648320329692,27.34261720692957,10
10,0.0,-17.479875579417268,-17.479875579417268,-28.435376654936533,0.3,846895.9,0.3,13.608373553474985,800000,7034.41,-28.435376654936533,24,24,nan,0.0,-7.182203,-28.435376654936533,-50.84785757797867,2544.629,-28.435376654936533,-50.84785757797867,13.608373553474985,10
10,0.0,77274.46979349795,77274.46979349795,8341.260676497604,0.2,2689360.5,0.2,23010.42148297488,824000,8681.665,8341.260676497592,25,25,nan,0.0,-13.053174,8341.260676497592,-48.444631697507326,-9402.942,8341.260676497604,-48.444631697507326,23010.42148297488,10
10,0.0,69934.06832397105,69934.06832397105,13602.561113157213,0.2,2076151.0,0.2,26866.752812778483,848000,3859.9285,13602.561113157217,26,26,nan,0.0,-13.560021,13602.561113157217,-26.356365527988952,-18349.045,13602.561113157213,-26.356365527988952,26866.752812778483,10
10,0.0,70725.40651399552,70725.40651399552,7036.466113748315,0.2,2468738.8,0.2,21229.661698714088,872000,3416.3635,7036.466113748317,27,27,nan,0.0,-12.27806,7036.466113748317,-88.41646877369317,-19692.984,7036.466113748315,-88.41646877369317,21229.661698714088,10
10,0.0,95166.68659595567,95166.68659595567,17040.610487487884,0.1,2913786.5,0.1,30093.06378015276,896000,5591.54,17040.610487487877,28,28,nan,0.0,-11.66578,17040.610487487877,-38.31411643763161,-24234.588,17040.610487487884,-38.31411643763161,30093.06378015276,10
10,0.0,382.19152577313446,382.19152577313446,-9.204127661992004,0.0,7827672.0,0.0,132.807068481725,920000,129914.984,-9.20412766199202,29,29,nan,0.0,-10.122376,-9.20412766199202,-91.3567224023176,29501.12,-9.204127661992004,-91.3567224023176,132.807068481725,10
10,0.0,63.082476497844965,63.082476497844965,-12.068592493638802,0.4,2729802.8,0.4,25.43827247544264,944000,16942.988,-12.068592493638798,30,30,nan,0.0,-8.912583,-12.068592493638798,-31.150675589251456,-8123.803,-12.068592493638802,-31.150675589251456,25.43827247544264,10
10,0.0,-37.17978993734953,-37.17978993734953,-93.8962158307897,0.0,9928315.0,0.0,28.172539704043672,968000,35647.64,-93.89621583078971,31,31,nan,0.0,-11.637442,-93.89621583078971,-121.88109856710585,8088.293,-93.8962158307897,-121.88109856710585,28.172539704043672,10
10,0.0,-33.89494679871185,-33.89494679871185,-75.9107617008478,0.0,3598978.8,0.0,18.632585776180974,992000,102794.78,-75.91076170084781,32,32,nan,0.0,-9.161893,-75.91076170084781,-90.25069438314594,65531.938,-75.9107617008478,-90.25069438314594,18.632585776180974,10
10,0.0,-27.95879372608828,-27.95879372608828,-59.263843004414284,0.0,5420016.5,0.0,29.42880329411212,1016000,109705.84,-59.2638430044143,33,33,nan,0.0,-10.30702,-59.2638430044143,-102.58988794421202,45765.977,-59.263843004414284,-102.58988794421202,29.42880329411212,10
10,0.0,518.7452690733782,518.7452690733782,71.31031074812844,0.3,2288408.5,0.3,209.59727059530113,1040000,64857.71,71.31031074812847,34,34,nan,0.0,-7.096235,71.31031074812847,-104.08966114858521,14178.687,71.31031074812844,-104.08966114858521,209.59727059530113,10
10,0.0,63781.56713230426,63781.56713230426,6339.368461243413,0.1,3014713.8,0.1,19147.412423437818,1064000,18933.084,6339.368461243417,35,35,nan,0.0,-9.575607,6339.368461243417,-97.90718510436929,-12491.618,6339.368461243413,-97.90718510436929,19147.412423437818,10
10,0.0,105849.02170257104,105849.02170257104,29488.3385269287,0.2,3783704.0,0.2,44593.67068609414,1088000,10739.952,29488.3385269287,36,36,nan,0.0,-9.88408,29488.3385269287,-54.88445431054167,-26967.133,29488.3385269287,-54.88445431054167,44593.67068609414,10
10,0.0,106256.06304613873,106256.06304613873,21086.9930871214,0.4,4120510.5,0.4,39612.51008689995,1112000,5119.8823,21086.993087121387,37,37,nan,0.0,-10.674523,21086.993087121387,-30.633367514971148,-28323.707,21086.9930871214,-30.633367514971148,39612.51008689995,10
10,0.0,63129.42012301514,63129.42012301514,14402.653770564744,0.1,4437378.5,0.1,21574.26915558402,1136000,8432.277,14402.653770564746,38,38,nan,0.0,-10.571562,14402.653770564746,-76.11987675476819,-25891.691,14402.653770564744,-76.11987675476819,21574.26915558402,10
10,0.0,99590.4303854142,99590.4303854142,10403.41850954825,0.1,5227361.5,0.1,29755.660745981746,1160000,8632.09,10403.418509548257,39,39,nan,0.0,-11.749739,10403.418509548257,-89.34975132528021,-26969.46,10403.41850954825,-89.34975132528021,29755.660745981746,10
10,0.0,110666.82278014785,110666.82278014785,44845.505568571505,0.3,6514423.0,0.3,38524.559881522495,1184000,6262.441,44845.50556857152,40,40,nan,0.0,-12.796842,44845.50556857152,-22.99497615821273,-29156.271,44845.505568571505,-22.99497615821273,38524.559881522495,10
10,0.0,97553.51557073553,97553.51557073553,33835.4543927933,0.1,7230100.0,0.1,38518.21962017277,1208000,2463.297,33835.4543927933,41,41,nan,0.0,-14.708479,33835.4543927933,-25.774323137279577,-33142.867,33835.4543927933,-25.774323137279577,38518.21962017277,10
10,0.0,98285.2610775123,98285.2610775123,18364.274248675927,0.0,8259749.5,0.0,34600.263192516984,1232000,2663.212,18364.27424867592,42,42,nan,0.0,-15.459759,18364.27424867592,-115.95949203290665,-39236.168,18364.274248675927,-115.95949203290665,34600.263192516984,10
10,0.0,73925.45053521426,73925.45053521426,26498.790598804735,0.0,9699762.0,0.0,27858.584875457993,1256000,2865.0564,26498.790598804753,43,43,nan,0.0,-15.507816,26498.790598804753,374.89887295085043,-47569.76,26498.790598804735,374.89887295085043,27858.584875457993,10
10,0.0,109431.99790328085,109431.99790328085,55713.366656147526,0.1,11260328.0,0.1,40419.64312030263,1280000,1463.2565,55713.36665614751,44,44,nan,0.0,-15.2666235,55713.36665614751,-13.28105675007541,-54352.656,55713.366656147526,-13.28105675007541,40419.64312030263,10
10,0.0,108836.29284220548,108836.29284220548,41335.91272772297,0.0,13128686.0,0.0,34987.918761328045,1304000,2516.353,41335.91272772298,45,45,nan,0.0,-15.229348,41335.91272772298,1080.6409486645973,-58741.84,41335.91272772297,1080.6409486645973,34987.918761328045,10
10,0.0,97948.55137707693,97948.55137707693,23481.242976827776,0.0,15610617.0,0.0,32019.57412023512,1328000,1767.2333,23481.242976827787,46,46,nan,0.0,-15.488477,23481.242976827787,-109.86952502980182,-66359.805,23481.242976827776,-109.86952502980182,32019.57412023512,10
10,0.0,88941.31740908325,88941.31740908325,49072.804998095606,0.0,16631015.0,0.0,26346.610473429006,1352000,4589.973,49072.80499809559,47,47,nan,0.0,-15.351982,49072.80499809559,1296.7853719686516,-70726.21,49072.804998095606,1296.7853719686516,26346.610473429006,10
10,0.0,97115.91309451903,97115.91309451903,25239.92791685209,0.0,17876414.0,0.0,30749.653932845893,1376000,5326.3716,25239.927916852095,48,48,nan,0.0,-15.440618,25239.927916852095,-84.15871114817551,-73747.68,25239.92791685209,-84.15871114817551,30749.653932845893,10
10,0.0,102735.73797510688,102735.73797510688,33765.09402217953,0.0,19932980.0,0.0,43885.441539312065,1400000,18274.217,33765.094022179546,49,49,nan,0.0,-15.79382,33765.094022179546,-93.83931105614239,-76120.4,33765.09402217953,-93.83931105614239,43885.441539312065,10
10,0.0,96237.58108640154,96237.58108640154,20280.762985274683,0.0,21277668.0,0.0,34250.65065243152,1424000,3897.7683,20280.762985274676,50,50,nan,0.0,-15.649977,20280.762985274676,-122.41916252774698,-82739.71,20280.762985274683,-122.41916252774698,34250.65065243152,10
10,0.0,110606.17474418809,110606.17474418809,62879.40373262423,0.0,22372488.0,0.0,41518.13964272627,1448000,7906.1606,62879.40373262424,51,51,nan,0.0,-15.654158,62879.40373262424,13.512308224551877,-88205.38,62879.40373262423,13.512308224551877,41518.13964272627,10
10,0.0,99557.79254321849,99557.79254321849,22522.372590677085,0.0,23814576.0,0.0,32246.510149664035,1472000,1911.4025,22522.372590677078,52,52,nan,0.0,-15.456136,22522.372590677078,-71.99616393288349,-92909.25,22522.372590677085,-71.99616393288349,32246.510149664035,10
10,0.0,103746.55203107705,103746.55203107705,23644.902905439907,0.0,24892588.0,0.0,37296.50839424776,1496000,2850.6702,23644.902905439907,53,53,nan,0.0,-15.440446,23644.902905439907,-87.3813497349764,-95124.56,23644.902905439907,-87.3813497349764,37296.50839424776,10
10,0.0,27920.888781401787,27920.888781401787,2777.7838386252124,0.0,24705090.0,0.0,8381.481800973941,1520000,2509.8481,2777.7838386252124,54,54,nan,0.0,-14.664265,2777.7838386252124,-105.19393096368759,-95655.625,2777.7838386252124,-105.19393096368759,8381.481800973941,10
10,0.0,34475.156895206186,34475.156895206186,3446.411337384904,0.0,24401680.0,0.0,10343.844427585966,1544000,3253.3008,3446.4113373849054,55,55,nan,0.0,-14.36852,3446.4113373849054,-118.62448433122519,-94808.91,3446.411337384904,-118.62448433122519,10343.844427585966,10
10,0.0,85752.20616570463,85752.20616570463,24930.69451163125,0.0,24534414.0,0.0,33680.98354158636,1568000,1759.5608,24930.694511631253,56,56,nan,0.0,-14.007154,24930.694511631253,-72.69878588637987,-96812.4,24930.69451163125,-72.69878588637987,33680.98354158636,10
10,0.0,105290.31501458555,105290.31501458555,34263.533627606244,0.0,25576272.0,0.0,39613.00413486026,1592000,2170.866,34263.533627606244,57,57,nan,0.0,-13.66393,34263.533627606244,66.49645294456096,-99536.72,34263.533627606244,66.49645294456096,39613.00413486026,10
10,0.0,100992.34093196195,100992.34093196195,41183.69334629098,0.1,26768060.0,0.1,38831.81471150144,1616000,2390.683,41183.69334629098,58,58,nan,0.0,-13.964666,41183.69334629098,-33.87782697095836,-100503.03,41183.69334629098,-33.87782697095836,38831.81471150144,10
10,0.0,114247.66656783415,114247.66656783415,65771.12182922187,0.0,28214290.0,0.0,39596.35678461704,1640000,2368.7834,65771.12182922187,59,59,nan,0.0,-13.924771,65771.12182922187,1659.028753039792,-106346.56,65771.12182922187,1659.028753039792,39596.35678461704,10
10,0.0,2196.1968932527407,2196.1968932527407,172.85374801889552,0.4,28855100.0,0.4,675.3717461846744,1664000,2360.559,172.85374801889546,60,60,nan,0.0,-14.061217,172.85374801889546,-119.48744482948456,-105425.875,172.85374801889552,-119.48744482948456,675.3717461846744,10
10,0.0,112646.59966540289,112646.59966540289,46779.40881973603,0.0,29041948.0,0.0,49475.48035933422,1688000,2508.025,46779.40881973604,61,61,nan,0.0,-14.306301,46779.40881973604,-93.94286173582547,-106204.984,46779.40881973603,-93.94286173582547,49475.48035933422,10
10,0.0,97135.8893730183,97135.8893730183,17862.083668820887,0.0,29257822.0,0.0,34265.195385821906,1712000,1445.2433,17862.083668820887,62,62,nan,0.0,-14.185332,17862.083668820887,-122.52043256213355,-109163.84,17862.083668820887,-122.52043256213355,34265.195385821906,10
10,0.0,133690.2248816296,133690.2248816296,40615.2939450864,0.0,29711880.0,0.0,51984.48872609499,1736000,1353.3656,40615.29394508638,63,63,nan,0.0,-14.098725,40615.29394508638,-103.86363111902533,-111702.14,40615.2939450864,-103.86363111902533,51984.48872609499,10
10,0.0,108021.50813653064,108021.50813653064,72254.76674099584,0.0,30809228.0,0.0,28919.311723652776,1760000,804.11194,72254.76674099584,64,64,nan,0.0,-14.301671,72254.76674099584,20761.536470943684,-117752.766,72254.76674099584,20761.536470943684,28919.311723652776,10
10,0.0,101302.90530768016,101302.90530768016,28251.347368399554,0.0,35982572.0,0.0,36494.803267358126,1784000,3189.5864,28251.347368399554,65,65,nan,0.0,-14.521722,28251.347368399554,-61.448249514753414,-94650.34,28251.347368399554,-61.448249514753414,36494.803267358126,10
10,0.0,113344.83061035266,113344.83061035266,64849.59979817101,0.3,19670582.0,0.3,43062.18133827827,1808000,2328.2424,64849.599798171024,66,66,nan,0.0,-14.065712,64849.599798171024,-15.067827138576057,-65319.215,64849.59979817101,-15.067827138576057,43062.18133827827,10
10,0.0,109408.80591993629,109408.80591993629,40425.00725316241,0.0,22880506.0,0.0,44340.5367688223,1832000,2595.2527,40425.00725316241,67,67,nan,0.0,-14.431044,40425.00725316241,-87.5335178250259,-64289.457,40425.00725316241,-87.5335178250259,44340.5367688223,10
10,0.0,89308.72864233336,89308.72864233336,54124.37440041647,0.0,26592882.0,0.0,28656.110648386097,1856000,3011.0605,54124.37440041649,68,68,nan,0.0,-14.200188,54124.37440041649,6433.484357312477,-78878.77,54124.37440041647,6433.484357312477,28656.110648386097,10
10,0.0,114878.26632814654,114878.26632814654,63474.21694664325,0.0,31037686.0,0.0,40120.828299327906,1880000,1798.8761,63474.21694664324,69,69,nan,0.0,-14.026269,63474.21694664324,3479.1557299736214,-110351.664,63474.21694664325,3479.1557299736214,40120.828299327906,10
10,0.0,138130.35055209204,138130.35055209204,92111.69531810601,0.1,31835440.0,0.1,40831.13793767893,1904000,1561.8685,92111.69531810602,70,70,nan,0.0,-14.090806,92111.69531810602,8257.894738112998,-119193.414,92111.69531810601,8257.894738112998,40831.13793767893,10
10,0.0,153714.7046502301,153714.7046502301,90418.34823056267,0.4,36763180.0,0.4,39572.751040297786,1928000,1241.674,90418.34823056271,71,71,nan,0.0,-15.139986,90418.34823056271,27788.08856416048,-125270.93,90418.34823056267,27788.08856416048,39572.751040297786,10
10,0.0,119606.55168072192,119606.55168072192,57536.43282449308,0.0,31800100.0,0.0,35587.11421541175,1952000,1293.9762,57536.432824493095,72,72,nan,0.0,-14.824642,57536.432824493095,-46.96364602494808,-126797.8,57536.43282449308,-46.96364602494808,35587.11421541175,10
10,0.0,119476.41900938493,119476.41900938493,37588.57151031161,0.0,39796532.0,0.0,43237.54644503938,1976000,64936.863,37588.571510311616,73,73,nan,0.0,-14.873538,37588.571510311616,884.297205107846,-110558.4,37588.57151031161,884.297205107846,43237.54644503938,10
10,0.0,10188.82318840683,10188.82318840683,1081.97790277781,0.1,178971060.0,0.1,3070.4699652143727,2000000,792116.44,1081.97790277781,74,74,nan,0.0,-15.555477,1081.97790277781,-112.77724396469038,-85320.93,1081.97790277781,-112.77724396469038,3070.4699652143727,10
10,0.0,95393.99508577089,95393.99508577089,25497.923634069055,0.0,31299294.0,0.0,30450.260738168643,2024000,277708.78,25497.923634069055,75,75,nan,0.0,-15.871355,25497.923634069055,-120.85414436693591,-77665.65,25497.923634069055,-120.85414436693591,30450.260738168643,10
10,0.0,113290.45990962515,113290.45990962515,47247.01319993534,0.1,30780534.0,0.1,38485.264012710686,2048000,16031.994,47247.01319993535,76,76,nan,0.0,-15.110246,47247.01319993535,-13.58625492976105,-118849.79,47247.01319993534,-13.58625492976105,38485.264012710686,10
10,0.0,112477.87500051486,112477.87500051486,77145.50351395369,0.0,32087208.0,0.0,25533.532896852186,2072000,8012.295,77145.50351395369,77,77,nan,0.0,-15.110284,77145.50351395369,28187.16602724702,-123597.52,77145.50351395369,28187.16602724702,25533.532896852186,10
10,0.0,92258.63610545364,92258.63610545364,32550.53899143349,0.0,34672268.0,0.0,36983.057190748914,2096000,337797.8,32550.53899143349,78,78,nan,0.0,-15.511558,32550.53899143349,-33.53549756008277,-115102.4,32550.53899143349,-33.53549756008277,36983.057190748914,10
10,0.0,116291.8430316508,116291.8430316508,62967.42651843132,0.1,32228474.0,0.1,37199.04211736618,2120000,10302.08,62967.42651843132,79,79,nan,0.0,-15.257566,62967.42651843132,114.99183051520886,-121855.55,62967.42651843132,114.99183051520886,37199.04211736618,10
10,0.0,108519.12741096517,108519.12741096517,64046.11479914405,0.0,34147950.0,0.0,29579.635361531142,2144000,79672.03,64046.114799144074,80,80,nan,0.0,-15.445543,64046.114799144074,27522.311113962303,-118184.34,64046.11479914405,27522.311113962303,29579.635361531142,10
10,0.0,117047.50399918108,117047.50399918108,31926.608254561976,0.0,34680490.0,0.0,41901.29715285419,2168000,45111.56,31926.608254561957,81,81,nan,0.0,-15.472625,31926.608254561957,-125.15022401398721,-127171.02,31926.608254561976,-125.15022401398721,41901.29715285419,10
10,0.0,100008.53211029213,100008.53211029213,27317.443339662346,0.0,33468472.0,0.0,36641.026195721315,2192000,11866.946,27317.443339662343,82,82,nan,0.0,-15.637366,27317.443339662343,-29.184370999130998,-128632.086,27317.443339662346,-29.184370999130998,36641.026195721315,10
10,0.0,124767.4760073181,124767.4760073181,91878.17251524262,0.0,34056212.0,0.0,35932.3353149919,2216000,2645.0942,91878.17251524262,83,83,nan,0.0,-15.834636,91878.17251524262,-50.00073265283313,-132178.94,91878.17251524262,-50.00073265283313,35932.3353149919,10
10,0.0,107573.38696780837,107573.38696780837,26718.285911857383,0.0,34062836.0,0.0,39956.11407808459,2240000,7036.021,26718.285911857383,84,84,nan,0.0,-15.788902,26718.285911857383,-44.49398228671165,-135148.9,26718.285911857383,-44.49398228671165,39956.11407808459,10
10,0.0,83407.22541715208,83407.22541715208,18941.77767475896,0.0,34569548.0,0.0,30027.286076114142,2264000,2273.867,18941.777674758956,85,85,nan,0.0,-15.974824,18941.777674758956,-112.50836208631688,-137053.92,18941.77767475896,-112.50836208631688,30027.286076114142,10
10,0.0,113288.14001989237,113288.14001989237,46843.01437627626,0.1,33617496.0,0.1,40672.68284253807,2288000,7300.6567,46843.014376276245,86,86,nan,0.0,-16.288153,46843.014376276245,-45.34594491135034,-129134.43,46843.01437627626,-45.34594491135034,40672.68284253807,10
10,0.0,117357.00119258223,117357.00119258223,91660.51452997302,0.0,33492578.0,0.0,21439.055272893547,2312000,2119.388,91660.514529973,87,87,nan,0.0,-16.478449,91660.514529973,35726.9202409432,-136192.03,91660.51452997302,35726.9202409432,21439.055272893547,10
10,0.0,107770.7467277437,107770.7467277437,37002.29254353973,0.0,34285230.0,0.0,44886.207492005495,2336000,11383.679,37002.292543539734,88,88,nan,0.0,-16.857233,37002.292543539734,-114.32813597398089,-130218.03,37002.29254353973,-114.32813597398089,44886.207492005495,10
10,0.0,104122.4665661238,104122.4665661238,36254.09986205752,0.0,32353462.0,0.0,44910.42228584652,2360000,2226.801,36254.099862057505,89,89,nan,0.0,-16.936726,36254.099862057505,-106.70031606013424,-132199.2,36254.09986205752,-106.70031606013424,44910.42228584652,10
10,0.0,113365.89298254247,113365.89298254247,70508.92416082518,0.0,33073292.0,0.0,38210.57918322812,2384000,5017.4165,70508.92416082518,90,90,nan,0.0,-17.248114,70508.92416082518,3226.988265561588,-133053.42,70508.92416082518,3226.988265561588,38210.57918322812,10
10,0.0,120409.93541985193,120409.93541985193,83161.62403724717,0.0,32736556.0,0.0,29406.7794668772,2408000,1203.36,83161.62403724717,91,91,nan,0.0,-17.417152,83161.62403724717,10108.162423224152,-138136.88,83161.62403724717,10108.162423224152,29406.7794668772,10
10,0.0,94573.23664832453,94573.23664832453,68790.83401356562,0.0,32596600.0,0.0,20817.582671348348,2432000,1270.7892,68790.8340135656,92,92,nan,0.0,-17.489086,68790.8340135656,28109.15023743221,-141448.1,68790.83401356562,28109.15023743221,20817.582671348348,10
