MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/faucet-close-v1/MinReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/AverageReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/MaxReturn,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/TerminationRate
12140.339243475653,11225.12077885648,-77.02726157353955,17,12140.339243475653,-44584.383,32237.49535564933,-18.023823,11225.120778856479,-77.02726157353955,0.0,12032264.0,17,312.48346,11225.120778856479,632000,0.0,11225.12077885648,nan,32237.49535564933,0.0,10,10,0.0
5041.655260611998,21361.578187229163,12960.183318188907,18,5041.655260611998,-49320.33,28861.48854540618,-17.43263,21361.578187229163,12960.183318188907,0.0,15118648.0,18,89.683174,21361.578187229163,656000,0.0,21361.578187229163,nan,28861.48854540618,0.0,10,10,0.0
16444.989336651728,18761.233201964507,-123.81592347935715,19,16444.989336651728,-53840.984,55763.20640554056,-17.19195,18761.233201964515,-123.81592347935715,0.2,20080066.0,19,83.94028,18761.233201964515,680000,0.0,18761.233201964507,nan,55763.20640554056,0.2,10,10,0.0
17402.333619933004,23704.97511536823,1950.7500895963442,20,17402.333619933004,-60585.426,70120.09785136489,-16.815653,23704.975115368223,1950.7500895963442,0.2,26305546.0,20,73.16685,23704.975115368223,704000,0.0,23704.97511536823,nan,70120.09785136489,0.2,10,10,0.0
9718.628319169562,14239.155166514134,-73.957008144121,21,9718.628319169562,-64426.832,27031.03435034843,-16.711077,14239.155166514134,-73.957008144121,0.0,29941212.0,21,61.863544,14239.155166514134,728000,0.0,14239.155166514134,nan,27031.03435034843,0.0,10,10,0.0
7967.376749175669,19979.290584787726,3951.9897833718132,22,7967.376749175669,-66266.58,30605.036675370986,-16.44472,19979.29058478772,3951.9897833718132,0.0,31550228.0,22,53.835453,19979.29058478772,752000,0.0,19979.290584787726,nan,30605.036675370986,0.0,10,10,0.0
15597.331864512278,12158.32303770914,-73.543840504588,23,15597.331864512278,-66289.89,53807.60914528578,-16.660778,12158.32303770913,-73.543840504588,0.1,33173196.0,23,59.723545,12158.32303770913,776000,0.0,12158.32303770914,nan,53807.60914528578,0.1,10,10,0.0
7045.549441840356,17082.155152612726,-77.38054820433823,24,7045.549441840356,-71695.234,23686.58877924232,-16.69431,17082.155152612722,-77.38054820433823,0.0,42341736.0,24,50.58574,17082.155152612722,800000,0.0,17082.155152612726,nan,23686.58877924232,0.0,10,10,0.0
11688.117350187238,14315.758940308999,-62.88296806737627,25,11688.117350187238,-76717.97,36877.97184886642,-16.546057,14315.75894030899,-62.88296806737627,0.0,48637416.0,25,56.135704,14315.75894030899,824000,0.0,14315.758940308999,nan,36877.97184886642,0.0,10,10,0.0
7074.2222745704685,4393.6118213166865,-63.79991800627257,26,7074.2222745704685,-78212.09,18377.968674425352,-16.330645,4393.611821316686,-63.79991800627257,0.0,52234828.0,26,73.113304,4393.611821316686,848000,0.0,4393.6118213166865,nan,18377.968674425352,0.0,10,10,0.0
10167.044383081511,12280.602822113395,-67.24194707285082,27,10167.044383081511,-73836.59,24638.143156810984,-17.171606,12280.602822113397,-67.24194707285082,0.0,47580980.0,27,76.63335,12280.602822113397,872000,0.0,12280.602822113395,nan,24638.143156810984,0.0,10,10,0.0
17884.378351913754,18966.16113898119,-56.14397369464148,28,17884.378351913754,-80890.0,61724.70885229296,-16.362665,18966.16113898119,-56.14397369464148,0.1,50321916.0,28,61.501762,18966.16113898119,896000,0.0,18966.16113898119,nan,61724.70885229296,0.1,10,10,0.0
25169.135925712333,16068.68099035373,-61.91209263245317,29,25169.135925712333,-91551.3,81896.99008846073,-16.777477,16068.680990353725,-61.91209263245317,0.1,68583600.0,29,76.21953,16068.680990353725,920000,0.0,16068.68099035373,nan,81896.99008846073,0.1,10,10,0.0
18945.928892525408,16133.326892810906,-52.67628128093014,30,18945.928892525408,-101903.16,68660.8649942959,-17.144361,16133.3268928109,-52.67628128093014,0.1,84003704.0,30,66.94206,16133.3268928109,944000,0.0,16133.326892810906,nan,68660.8649942959,0.1,10,10,0.0
8966.76128648307,7973.2592099718095,-62.16838556184865,31,8966.76128648307,-110758.87,23185.41415611332,-17.637386,7973.259209971814,-62.16838556184865,0.0,96461510.0,31,62.144527,7973.259209971814,968000,0.0,7973.2592099718095,nan,23185.41415611332,0.0,10,10,0.0
28665.10899458318,25845.271807372574,-61.11067793276111,32,28665.10899458318,-118864.914,85061.78002445119,-18.467802,25845.271807372592,-61.11067793276111,0.3,110479520.0,32,53.753002,25845.271807372592,992000,0.0,25845.271807372574,nan,85061.78002445119,0.3,10,10,0.0
20984.863447392054,19376.99116697736,-57.737573996206294,33,20984.863447392054,-118087.17,76558.17118946985,-18.428034,19376.991166977357,-57.737573996206294,0.1,101381440.0,33,105.78784,19376.991166977357,1016000,0.0,19376.99116697736,nan,76558.17118946985,0.1,10,10,0.0
8502.090995236236,6134.59302504266,-64.18342054004619,34,8502.090995236236,-119964.945,22289.589111326273,-18.917465,6134.593025042662,-64.18342054004619,0.0,103437944.0,34,98.92947,6134.593025042662,1040000,0.0,6134.59302504266,nan,22289.589111326273,0.0,10,10,0.0
10198.651370200161,16017.626672263472,-66.15021175890075,35,10198.651370200161,-126595.234,29286.240617098487,-18.865551,16017.626672263481,-66.15021175890075,0.1,105347630.0,35,87.74897,16017.626672263481,1064000,0.0,16017.626672263472,nan,29286.240617098487,0.1,10,10,0.0
9115.254357446918,8617.643949774962,-59.1306397083453,36,9115.254357446918,-127310.61,25889.424922916158,-19.41889,8617.643949774963,-59.1306397083453,0.0,95078510.0,36,71.628075,8617.643949774963,1088000,0.0,8617.643949774962,nan,25889.424922916158,0.0,10,10,0.0
5840.928114126596,2958.6221475791076,-51.50428032387552,37,5840.928114126596,-125083.695,15717.407798236767,-19.64316,2958.6221475791085,-51.50428032387552,0.0,84723860.0,37,72.56252,2958.6221475791085,1112000,0.0,2958.6221475791076,nan,15717.407798236767,0.0,10,10,0.0
43395.42409909185,19501.184335936163,-119.13021311518436,38,43395.42409909185,-116444.18,145886.34631793533,-20.137938,19501.184335936174,-119.13021311518436,0.2,74418584.0,38,103.98234,19501.184335936174,1136000,0.0,19501.184335936163,nan,145886.34631793533,0.2,10,10,0.0
5255.384446015793,3259.2784996193477,-73.55323232871298,39,5255.384446015793,-56595.953,16155.668468179032,-22.03936,3259.278499619347,-73.55323232871298,0.1,38290940.0,39,1576.3524,3259.278499619347,1160000,0.0,3259.2784996193477,nan,16155.668468179032,0.1,10,10,0.0
6342.988336738919,5987.952018212591,-19.800034253071306,40,6342.988336738919,-38497.895,18430.163588827407,-19.821703,5987.952018212586,-19.800034253071306,0.0,11967719.0,40,2987.2603,5987.952018212586,1184000,0.0,5987.952018212591,nan,18430.163588827407,0.0,10,10,0.0
30322.074338960203,30626.243470495487,8448.062415161228,41,30322.074338960203,-69860.97,116694.92074032074,-19.908937,30626.243470495472,8448.062415161228,0.1,24551780.0,41,137.45784,30626.243470495472,1208000,0.0,30626.243470495487,nan,116694.92074032074,0.1,10,10,0.0
8064.0232115584995,5834.677980009409,-92.00057709234768,42,8064.0232115584995,-97862.71,22052.197486411696,-18.699682,5834.67798000941,-92.00057709234768,0.0,42042852.0,42,51.617794,5834.67798000941,1232000,0.0,5834.677980009409,nan,22052.197486411696,0.0,10,10,0.0
25530.403334483653,15739.109867937097,-62.32211938939022,43,25530.403334483653,-117229.48,81844.56545659462,-19.476233,15739.109867937097,-62.32211938939022,0.1,63691344.0,43,49.82264,15739.109867937097,1256000,0.0,15739.109867937097,nan,81844.56545659462,0.1,10,10,0.0
9049.217526318647,5841.255384998093,-91.4347026168669,44,9049.217526318647,-122835.0,20975.84758459682,-20.290886,5841.255384998096,-91.4347026168669,0.0,68262264.0,44,31.228409,5841.255384998096,1280000,0.0,5841.255384998093,nan,20975.84758459682,0.0,10,10,0.0
3478.476895949345,3786.8710337036405,-58.420598301308985,45,3478.476895949345,-121062.9,11633.031938694176,-20.932518,3786.8710337036414,-58.420598301308985,0.0,79146300.0,45,35.90388,3786.8710337036414,1304000,0.0,3786.8710337036405,nan,11633.031938694176,0.0,10,10,0.0
8220.48424725677,13551.033821936624,-66.20646850050356,46,8220.48424725677,-130439.48,25550.552417597617,-20.883524,13551.033821936624,-66.20646850050356,0.2,99946010.0,46,25.48629,13551.033821936624,1328000,0.0,13551.033821936624,nan,25550.552417597617,0.2,10,10,0.0
6893.858580511812,2250.274140890497,-58.18527843705662,47,6893.858580511812,-137279.62,22931.82176920308,-21.756638,2250.2741408904976,-58.18527843705662,0.0,122891070.0,47,19.55846,2250.2741408904976,1352000,0.0,2250.274140890497,nan,22931.82176920308,0.0,10,10,0.0
9318.187839840815,4367.971865165576,-60.86374312496745,48,9318.187839840815,-142432.98,30065.62709032822,-22.685184,4367.971865165577,-60.86374312496745,0.1,135123620.0,48,17.56569,4367.971865165577,1376000,0.0,4367.971865165576,nan,30065.62709032822,0.1,10,10,0.0
5929.671872610172,1899.159612081819,-134.5736850170848,49,5929.671872610172,-142353.7,19687.803857443843,-23.755434,1899.1596120818206,-134.5736850170848,0.1,129239200.0,49,19.04267,1899.1596120818206,1400000,0.0,1899.159612081819,nan,19687.803857443843,0.1,10,10,0.0
46265.830854795844,26476.585598839534,-50.707435709351856,50,46265.830854795844,-144237.77,134540.3904009987,-24.49434,26476.585598839527,-50.707435709351856,0.4,141768660.0,50,19.338926,26476.585598839527,1424000,0.0,26476.585598839534,nan,134540.3904009987,0.4,10,10,0.0
37309.931604648555,20527.355313140775,-55.75134051167424,51,37309.931604648555,-147214.03,108379.59561999707,-24.522642,20527.355313140775,-55.75134051167424,0.2,167128620.0,51,22.053162,20527.355313140775,1448000,0.0,20527.355313140775,nan,108379.59561999707,0.2,10,10,0.0
40316.63924245436,16639.2061976552,-59.47393023865874,52,40316.63924245436,-153148.28,133955.26725557554,-24.583364,16639.206197655192,-59.47393023865874,0.2,200718080.0,52,26.298344,16639.206197655192,1472000,0.0,16639.2061976552,nan,133955.26725557554,0.2,10,10,0.0
32157.723614250302,10633.437537128668,-129.6350278475821,53,32157.723614250302,-157745.08,107106.56063619524,-24.28597,10633.437537128673,-129.6350278475821,0.0,219798910.0,53,34.176056,10633.437537128673,1496000,0.0,10633.437537128668,nan,107106.56063619524,0.0,10,10,0.0
54789.43567922268,29502.250252980175,-73.00874694543975,54,54789.43567922268,-160240.05,172541.92202526028,-24.500313,29502.250252980168,-73.00874694543975,0.3,235939660.0,54,28.06358,29502.250252980168,1520000,0.0,29502.250252980175,nan,172541.92202526028,0.3,10,10,0.0
7831.417058117955,2555.924316944233,-68.31457067598718,55,7831.417058117955,-164794.48,26050.16958657374,-24.40748,2555.924316944233,-68.31457067598718,0.0,253338910.0,55,28.86244,2555.924316944233,1544000,0.0,2555.924316944233,nan,26050.16958657374,0.0,10,10,0.0
54518.43743987868,29863.503055648915,-54.23731046249024,56,54518.43743987868,-167215.1,144904.07627892648,-24.970192,29863.503055648896,-54.23731046249024,0.2,268298820.0,56,30.670675,29863.503055648896,1568000,0.0,29863.503055648915,nan,144904.07627892648,0.2,10,10,0.0
41301.07154082682,14582.915616137287,-49.401199660346975,57,41301.07154082682,-178200.38,138281.09723416585,-25.46704,14582.915616137285,-49.401199660346975,0.1,289306900.0,57,34.533928,14582.915616137285,1592000,0.0,14582.915616137287,nan,138281.09723416585,0.1,10,10,0.0
51032.9488601774,40010.31940482102,-56.90466541718993,58,51032.9488601774,-184880.7,156901.71310535283,-25.61348,40010.31940482101,-56.90466541718993,0.4,293359360.0,58,34.373585,40010.31940482101,1616000,0.0,40010.31940482102,nan,156901.71310535283,0.4,10,10,0.0
70098.86049509754,51350.78244783825,-55.06416549152699,59,70098.86049509754,-180096.95,207064.4247916307,-25.629242,51350.78244783823,-55.06416549152699,0.4,285257950.0,59,35.148796,51350.78244783823,1640000,0.0,51350.78244783825,nan,207064.4247916307,0.4,10,10,0.0
40008.837065090665,21812.82185289856,-137.7247632552026,60,40008.837065090665,-172443.88,104831.46918525906,-26.13004,21812.821852898567,-137.7247632552026,0.2,266851340.0,60,113.95128,21812.821852898567,1664000,0.0,21812.82185289856,nan,104831.46918525906,0.2,10,10,0.0
33175.34281850047,20297.068003516546,-54.42654009445738,61,33175.34281850047,-169722.23,115691.79829349434,-24.904644,20297.068003516535,-54.42654009445738,0.2,263901800.0,61,146.70277,20297.068003516535,1688000,0.0,20297.068003516546,nan,115691.79829349434,0.2,10,10,0.0
57385.35598942083,35634.69973803345,-58.41077060286405,62,57385.35598942083,-166542.39,179030.9561668089,-25.145992,35634.69973803344,-58.41077060286405,0.3,256419410.0,62,28.998661,35634.69973803344,1712000,0.0,35634.69973803345,nan,179030.9561668089,0.3,10,10,0.0
25220.713262933114,17799.070926954395,-52.62841870057662,63,25220.713262933114,-166179.84,88239.70047679622,-25.037962,17799.070926954402,-52.62841870057662,0.1,262330320.0,63,29.70103,17799.070926954402,1736000,0.0,17799.070926954395,nan,88239.70047679622,0.1,10,10,0.0
60669.502526886754,32524.444824042566,-56.99566668209707,64,60669.502526886754,-157921.7,155646.1937148147,-25.423653,32524.444824042555,-56.99566668209707,0.2,257128940.0,64,32.510075,32524.444824042555,1760000,0.0,32524.444824042566,nan,155646.1937148147,0.2,10,10,0.0
60862.157089840686,44534.5086150913,-54.14005825076599,65,60862.157089840686,-151741.28,163492.72748847207,-25.472351,44534.508615091276,-54.14005825076599,0.3,247937000.0,65,201.71365,44534.508615091276,1784000,0.0,44534.5086150913,nan,163492.72748847207,0.3,10,10,0.0
34108.80335055943,16256.366158909537,-54.09790595164221,66,34108.80335055943,-157893.42,105954.90957809307,-25.80875,16256.366158909532,-54.09790595164221,0.2,274348900.0,66,1169.646,16256.366158909532,1808000,0.0,16256.366158909537,nan,105954.90957809307,0.2,10,10,0.0
55861.047848462564,29407.101226283994,-54.79031517719424,67,55861.047848462564,-161125.47,194576.8012756247,-26.067684,29407.101226284,-54.79031517719424,0.1,292510180.0,67,182.8631,29407.101226284,1832000,0.0,29407.101226283994,nan,194576.8012756247,0.1,10,10,0.0
39713.41108365476,36599.60009306254,-51.26410556412806,68,39713.41108365476,-168330.47,120764.34677741918,-25.688524,36599.60009306255,-51.26410556412806,0.5,300341900.0,68,32.008247,36599.60009306255,1856000,0.0,36599.60009306254,nan,120764.34677741918,0.5,10,10,0.0
42809.47557026401,29302.39077628365,-47.81055195818337,69,42809.47557026401,-175661.92,124437.01808949254,-25.582273,29302.39077628365,-47.81055195818337,0.2,321130750.0,69,32.068745,29302.39077628365,1880000,0.0,29302.39077628365,nan,124437.01808949254,0.2,10,10,0.0
363.1021628128209,48.16322768688894,-109.31403616196016,70,363.1021628128209,-183451.12,1134.5273599030268,-25.172346,48.16322768688879,-109.31403616196016,0.0,326838100.0,70,2270.3672,48.16322768688879,1904000,0.0,48.16322768688894,nan,1134.5273599030268,0.0,10,10,0.0
21788.192495796,8494.34263645086,-103.10069254146845,71,21788.192495796,-126723.555,72866.24509355928,-25.733456,8494.342636450865,-103.10069254146845,0.1,237507440.0,71,3750.6372,8494.342636450865,1928000,0.0,8494.34263645086,nan,72866.24509355928,0.1,10,10,0.0
4262.511900194537,1375.2061419297593,-61.458976887645164,72,4262.511900194537,-106911.47,14162.65132413451,-21.862944,1375.206141929758,-61.458976887645164,0.0,183301440.0,72,732.49475,1375.206141929758,1952000,0.0,1375.2061419297593,nan,14162.65132413451,0.0,10,10,0.0
9622.808484871866,3887.2595476321717,-59.428429737376696,73,9622.808484871866,-183101.56,32008.70065368909,-23.500168,3887.259547632172,-59.428429737376696,0.1,309473760.0,73,23.61031,3887.259547632172,1976000,0.0,3887.2595476321717,nan,32008.70065368909,0.1,10,10,0.0
27037.11738808514,13776.451625628886,-54.9013680684723,74,27037.11738808514,-174445.34,84593.83755452996,-23.339828,13776.4516256289,-54.9013680684723,0.2,316000960.0,74,72.743706,13776.4516256289,2000000,0.0,13776.451625628886,nan,84593.83755452996,0.2,10,10,0.0
3.6859797787158644,-48.08344501367264,-53.27131524358183,75,3.6859797787158644,-191804.17,-42.64607208276025,-22.926598,-48.083445013672645,-53.27131524358183,0.0,354944930.0,75,19.285736,-48.083445013672645,2024000,0.0,-48.08344501367264,nan,-42.64607208276025,0.0,10,10,0.0
60700.35190287162,42206.07979376519,-51.857461774412606,76,60700.35190287162,-193379.75,171410.5558960243,-23.421185,42206.07979376517,-51.857461774412606,0.4,368835740.0,76,16.80377,42206.07979376517,2048000,0.0,42206.07979376519,nan,171410.5558960243,0.4,10,10,0.0
51356.02401729172,30589.761485531384,-57.08632495517145,77,51356.02401729172,-195524.7,153711.83025011176,-23.81041,30589.761485531373,-57.08632495517145,0.2,372518850.0,77,16.157373,30589.761485531373,2072000,0.0,30589.761485531384,nan,153711.83025011176,0.2,10,10,0.0
64781.87280170674,30912.26131719439,-56.59116915838179,78,64781.87280170674,-191032.61,206610.4521142656,-24.34977,30912.261317194374,-56.59116915838179,0.2,356861920.0,78,19.1023,30912.261317194374,2096000,0.0,30912.26131719439,nan,206610.4521142656,0.2,10,10,0.0
29086.890299974617,12951.360712127569,-56.78208561049874,79,29086.890299974617,-195619.81,98124.91981452916,-24.874245,12951.360712127564,-56.78208561049874,0.1,379208930.0,79,21.134382,12951.360712127564,2120000,0.0,12951.360712127569,nan,98124.91981452916,0.1,10,10,0.0
27514.603775241703,17893.042684951106,-56.429527593296676,80,27514.603775241703,-196399.84,63624.649868033346,-24.943235,17893.04268495111,-56.429527593296676,0.3,388646750.0,80,18.405539,17893.04268495111,2144000,0.0,17893.042684951106,nan,63624.649868033346,0.3,10,10,0.0
6623.7905770836605,3379.514704899398,-56.804790538068694,81,6623.7905770836605,-199415.78,21827.03372929148,-25.146973,3379.514704899398,-56.804790538068694,0.0,386838240.0,81,18.15535,3379.514704899398,2168000,0.0,3379.514704899398,nan,21827.03372929148,0.0,10,10,0.0
24162.622848279894,13455.903639231543,-47.688765558003595,82,24162.622848279894,-201966.5,65038.10222316889,-24.682135,13455.903639231543,-47.688765558003595,0.2,383240770.0,82,17.667257,13455.903639231543,2192000,0.0,13455.903639231543,nan,65038.10222316889,0.2,10,10,0.0
50259.732184886096,16704.027965044083,-53.717321831694086,83,50259.732184886096,-203568.98,167483.2243437288,-25.169624,16704.027965044075,-53.717321831694086,0.1,388150400.0,83,17.28391,16704.027965044075,2216000,0.0,16704.027965044083,nan,167483.2243437288,0.1,10,10,0.0
4.36840678845877,-46.40555663196676,-54.56221544974198,84,4.36840678845877,-207492.92,-39.3683875675487,-25.36702,-46.40555663196676,-54.56221544974198,0.0,418389250.0,84,17.78208,-46.40555663196676,2240000,0.0,-46.40555663196676,nan,-39.3683875675487,0.0,10,10,0.0
29693.44876622246,13482.262092429091,-55.45322843867564,85,29693.44876622246,-205607.81,94922.13210491613,-25.177223,13482.262092429086,-55.45322843867564,0.2,416697280.0,85,16.492706,13482.262092429086,2264000,0.0,13482.262092429091,nan,94922.13210491613,0.2,10,10,0.0
44005.3545361474,14962.50088390997,-52.26179233711799,86,44005.3545361474,-204317.62,146949.61748434682,-25.227423,14962.500883909966,-52.26179233711799,0.1,410530370.0,86,16.60284,14962.500883909966,2288000,0.0,14962.50088390997,nan,146949.61748434682,0.1,10,10,0.0
13097.364453006301,13427.525747903826,-54.6015218962128,87,13097.364453006301,-203639.2,35083.197082206745,-25.753939,13427.525747903826,-54.6015218962128,0.0,393766700.0,87,16.50949,13427.525747903826,2312000,0.0,13427.525747903826,nan,35083.197082206745,0.0,10,10,0.0
56085.95468738191,21258.53120389785,-49.660744133751805,88,56085.95468738191,-196822.16,189140.66161085267,-25.87605,21258.531203897848,-49.660744133751805,0.1,363158100.0,88,17.771917,21258.531203897848,2336000,0.0,21258.53120389785,nan,189140.66161085267,0.1,10,10,0.0
41150.347889833734,24416.337428646988,-55.303833520802364,89,41150.347889833734,-192113.28,121717.83453411453,-25.57412,24416.337428646995,-55.303833520802364,0.2,345113200.0,89,18.408926,24416.337428646995,2360000,0.0,24416.337428646988,nan,121717.83453411453,0.2,10,10,0.0
3442.10749624065,2102.6160647863294,-56.92573834996229,90,3442.10749624065,-196955.9,9734.981177836296,-25.15138,2102.6160647863285,-56.92573834996229,0.0,353206530.0,90,17.735485,2102.6160647863285,2384000,0.0,2102.6160647863294,nan,9734.981177836296,0.0,10,10,0.0
45732.96819079235,34482.98807994162,-54.58786240937981,91,45732.96819079235,-198654.5,134214.03421093454,-25.287708,34482.98807994163,-54.58786240937981,0.4,356015550.0,91,16.971367,34482.98807994163,2408000,0.0,34482.98807994162,nan,134214.03421093454,0.4,10,10,0.0
27546.14499197005,13116.870283834045,-57.76516155661962,92,27546.14499197005,-198983.08,92381.11590033316,-25.653013,13116.870283834036,-57.76516155661962,0.1,366949500.0,92,19.241003,13116.870283834036,2432000,0.0,13116.870283834045,nan,92381.11590033316,0.1,10,10,0.0
26486.460285851055,19388.907904181608,-55.005370385079765,93,26486.460285851055,-200224.38,68200.07567989836,-25.953754,19388.907904181604,-55.005370385079765,0.2,378478800.0,93,18.063951,19388.907904181604,2456000,0.0,19388.907904181608,nan,68200.07567989836,0.2,10,10,0.0
40058.45773776015,24380.543276416724,-56.4179172573937,94,40058.45773776015,-202687.92,118964.33476971784,-26.805727,24380.543276416724,-56.4179172573937,0.2,403618400.0,94,18.838161,24380.543276416724,2480000,0.0,24380.543276416724,nan,118964.33476971784,0.2,10,10,0.0
55004.70739220653,34080.88727942027,-55.95827641538612,95,55004.70739220653,-201130.3,151289.6971124736,-26.442158,34080.88727942026,-55.95827641538612,0.3,413455170.0,95,35.459526,34080.88727942026,2504000,0.0,34080.88727942027,nan,151289.6971124736,0.3,10,10,0.0
