MetaTest/Average/MaxReturn,sweep-v1/MinReturn,MetaTest/sweep-v1/Iteration,Average/MinReturn,MetaTest/sweep-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,sweep-v1/AverageReturn,MetaTest/sweep-v1/AverageDiscountedReturn,Average/Iteration,sweep-v1/TerminationRate,MetaTest/sweep-v1/MinReturn,sweep-v1/MaxReturn,Average/AverageReturn,Average/StdReturn,MetaTest/sweep-v1/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/sweep-v1/SuccessRate,TotalEnvSteps,MetaTest/Average/AverageReturn,sweep-v1/Iteration,policy/KLBefore,Average/NumEpisodes,policy/dLoss,policy/LossAfter,MetaTest/Average/Iteration,Average/MaxReturn,sweep-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,policy/LossBefore,sweep-v1/NumEpisodes,MetaTest/sweep-v1/AverageReturn,Average/TerminationRate,sweep-v1/StdReturn,sweep-v1/SuccessRate,Average/SuccessRate,MetaTest/sweep-v1/NumEpisodes,MetaTest/sweep-v1/MaxReturn,LinearFeatureBaseline/ExplainedVariance,policy/Entropy,policy/KL,MetaTest/Average/AverageDiscountedReturn
4342.58351932133,-47.86460549276943,1,-47.86460549276943,0.0,-39.83614590793994,0.0,1481.418631008555,46.197195940360444,723.7719772427108,10,0.0,-39.83614590793994,2516.3130419513263,46.197195940360444,369.57317318602423,1481.418631008555,10,0.0,0.0,220000,723.7719772427105,10,0.0,100,0.46073377,-0.03910254,1,2516.3130419513263,14.640914632995498,14.640914632995498,0.42163125,100,723.7719772427105,0.0,369.57317318602423,0.0,0.0,10,4342.58351932133,0.2110396207846379,5.4639254,0.016624872,723.7719772427108
,-38.879712764176105,,-38.879712764176105,,,,,189.46684204997737,,11,0.0,,4924.3453689530315,189.46684204997737,694.9028837773102,,,,,240000,,11,0.0,100,0.91245884,-0.88700664,,4924.3453689530315,66.09893080122599,66.09893080122599,0.025452172,100,,0.0,694.9028837773102,0.0,0.0,,,0.16071395990266446,5.4482737,0.007591667,
,-48.97834755967665,,-48.97834755967665,,,,,182.5261383818294,,12,0.0,,4422.388211782107,182.5261383818294,679.0159821247347,,,,,260000,,12,0.0,100,0.69416094,-0.5374789,,4422.388211782107,56.047708684651745,56.047708684651745,0.15668203,100,,0.0,679.0159821247347,0.0,0.0,,,0.1899374242016706,5.4414268,0.007061792,
,-32.23256740122613,,-32.23256740122613,,,,,196.8281261662165,,13,0.0,,6145.639343387213,196.8281261662165,849.3725051708724,,,,,280000,,13,0.0,100,0.9031177,-0.7891682,,6145.639343387213,58.45849758428037,58.45849758428037,0.113949515,100,,0.0,849.3725051708724,0.0,0.0,,,0.226886346677306,5.4471364,0.007185576,
,-42.61673995692708,,-42.61673995692708,,,,,242.63760880160945,,14,0.0,,4036.8024401088137,242.63760880160945,655.0114262140236,,,,,300000,,14,0.0,100,0.6464956,-1.0674574,,4036.8024401088137,84.78147461209085,84.78147461209085,-0.42096183,100,,0.0,655.0114262140236,0.0,0.0,,,0.16260980502229794,5.4557643,0.00470153,
,-44.30844376793403,,-44.30844376793403,,,,,462.426525243833,,15,0.0,,9032.805759628904,462.426525243833,1374.6948661947854,,,,,320000,,15,0.0,100,1.8243265,-1.8197842,,9032.805759628904,157.55660143023798,157.55660143023798,0.004542383,100,,0.0,1374.6948661947854,0.0,0.0,,,0.22201655515392138,5.4438024,0.00923673,
,-43.2478332918883,,-43.2478332918883,,,,,527.3148494035001,,16,0.0,,8044.34001975842,527.3148494035001,1521.0017215815715,,,,,340000,,16,0.0,100,1.6983048,-2.1064384,,8044.34001975842,155.8697930240611,155.8697930240611,-0.4081336,100,,0.0,1521.0017215815715,0.0,0.0,,,0.19708953440188914,5.439155,0.006861831,
,-44.89051342570064,,-44.89051342570064,,,,,698.8087464889488,,17,0.0,,17794.406703117562,698.8087464889488,2224.514557654429,,,,,360000,,17,0.0,100,2.4742718,-0.43413126,,17794.406703117562,220.05440451138267,220.05440451138267,2.0401406,100,,0.0,2224.514557654429,0.0,0.0,,,0.2729823238625382,5.402209,0.0065955888,
,-38.305771094908465,,-38.305771094908465,,,,,771.1487956799448,,18,0.0,,12409.228736496107,771.1487956799448,1866.5983090480695,,,,,380000,,18,0.0,100,2.2531886,-0.9167664,,12409.228736496107,256.53313862646655,256.53313862646655,1.3364223,100,,0.0,1866.5983090480695,0.0,0.0,,,0.17555633383673241,5.3928094,0.0064796717,
,-33.689478140404155,,-33.689478140404155,,,,,1051.4166171860406,,19,0.0,,12127.851480967973,1051.4166171860406,2316.5152278738074,,,,,400000,,19,0.0,100,2.5662613,-2.503437,,12127.851480967973,305.49436254920374,305.49436254920374,0.06282422,100,,0.0,2316.5152278738074,0.01,0.01,,,0.2814588724682813,5.3996406,0.0054821195,
3988.9036338227193,-36.759390682987636,2,-36.759390682987636,0.0,-23.67816246443565,0.0,1168.3157879400221,1096.2153422445294,702.353125614801,20,0.0,-23.67816246443565,14923.044835480028,1096.2153422445294,2638.390760059383,1168.3157879400221,10,0.0,0.0,420000,702.3531256148009,20,0.0,100,3.287471,-3.9599078,2,14923.044835480028,319.2409909067676,319.2409909067676,-0.6724367,100,702.3531256148009,0.0,2638.390760059383,0.0,0.0,10,3988.9036338227193,0.19619937521439645,5.4252553,0.0071434234,702.353125614801
,-37.17322331511889,,-37.17322331511889,,,,,1991.4126052591732,,21,0.0,,22068.479725185225,1991.4126052591732,4256.9269558093765,,,,,440000,,21,0.0,100,5.446453,-7.8743515,,22068.479725185225,582.3279155929201,582.3279155929201,-2.4278984,100,,0.0,4256.9269558093765,0.01,0.01,,,0.28852373247891117,5.416985,0.008739362,
,-37.15494377680425,,-37.15494377680425,,,,,1487.7636226214663,,22,0.0,,19243.075972531267,1487.7636226214663,3779.2949397232646,,,,,460000,,22,0.0,100,3.7902184,-2.3714468,,19243.075972531267,466.3814971911711,466.3814971911711,1.4187715,100,,0.0,3779.2949397232646,0.02,0.02,,,0.23022232839290657,5.3979335,0.008378571,
,-38.66686741724259,,-38.66686741724259,,,,,1606.0679667440845,,23,0.0,,25520.44815113395,1606.0679667440845,4004.242571332151,,,,,480000,,23,0.0,100,3.9658346,-5.9922533,,25520.44815113395,472.3121153612119,472.3121153612119,-2.0264187,100,,0.0,4004.242571332151,0.01,0.01,,,0.30940867954038265,5.371643,0.0065507246,
,-47.70794331732859,,-47.70794331732859,,,,,1305.3871432454462,,24,0.0,,15025.48821369062,1305.3871432454462,2823.8223682532093,,,,,500000,,24,0.0,100,2.9801922,-2.4881186,,15025.48821369062,382.57567351222053,382.57567351222053,0.49207345,100,,0.0,2823.8223682532093,0.03,0.03,,,0.22235013378017077,5.3438563,0.0071180314,
,-42.72822258569745,,-42.72822258569745,,,,,1419.4857017297413,,25,0.0,,19175.79516035365,1419.4857017297413,3248.393217434172,,,,,520000,,25,0.0,100,2.826093,-3.6103804,,19175.79516035365,407.2775740481171,407.2775740481171,-0.7842875,100,,0.0,3248.393217434172,0.02,0.02,,,0.3352827674996559,5.3230352,0.0042779716,
,-46.321986263769645,,-46.321986263769645,,,,,2226.2091719473565,,26,0.0,,23232.103932600712,2226.2091719473565,4333.210797452101,,,,,540000,,26,0.0,100,4.635034,-0.2136336,,23232.103932600712,642.3833238791333,642.3833238791333,4.4214005,100,,0.0,4333.210797452101,0.0,0.0,,,0.26423450604517285,5.3062673,0.0049092458,
,-45.48689854555299,,-45.48689854555299,,,,,2974.0433656079795,,27,0.0,,19372.185470083838,2974.0433656079795,4555.231986837302,,,,,560000,,27,0.0,100,5.243198,-4.7320485,,19372.185470083838,819.6393369915236,819.6393369915236,0.5111492,100,,0.0,4555.231986837302,0.02,0.02,,,0.26571027638243494,5.272872,0.0068009933,
,-56.70059875630093,,-56.70059875630093,,,,,2423.872388119237,,28,0.0,,28735.139899672984,2423.872388119237,5141.756851475712,,,,,580000,,28,0.0,100,4.6584983,-6.7703733,,28735.139899672984,703.23830219315,703.23830219315,-2.111875,100,,0.0,5141.756851475712,0.04,0.04,,,0.2786299788334652,5.254928,0.006883098,
,-43.262937017688145,,-43.262937017688145,,,,,2840.2855543059727,,29,0.0,,22195.553536931915,2840.2855543059727,5030.4662715939185,,,,,600000,,29,0.0,100,6.2522683,-5.816282,,22195.553536931915,817.5017721322762,817.5017721322762,0.43598652,100,,0.0,5030.4662715939185,0.02,0.02,,,0.3443782388247707,5.248332,0.006632229,
17676.86659878699,-43.79591355374435,3,-43.79591355374435,0.0,-25.62525873318749,0.0,6159.315392587341,2806.981787148622,3855.319393240704,30,0.0,-25.62525873318749,24921.08327698309,2806.981787148622,5079.887267764381,6159.315392587341,10,0.0,0.0,620000,3855.3193932407025,30,0.0,100,4.312992,-9.237001,3,24921.08327698309,835.5045161339873,835.5045161339873,-4.9240093,100,3855.3193932407025,0.0,5079.887267764381,0.02,0.02,10,17676.86659878699,0.2594654926190352,5.2293177,0.0061722286,3855.319393240704
,-38.395986008510846,,-38.395986008510846,,,,,2410.505556639889,,31,0.0,,18937.009928040177,2410.505556639889,4412.5297422784415,,,,,640000,,31,0.0,100,3.7618,-4.462253,,18937.009928040177,712.8042615091679,712.8042615091679,-0.7004531,100,,0.0,4412.5297422784415,0.03,0.03,,,0.2867314398732108,5.21968,0.006971529,
,-45.36629942019467,,-45.36629942019467,,,,,2437.419407534981,,32,0.0,,18029.090080582202,2437.419407534981,4387.63554461836,,,,,660000,,32,0.0,100,4.3499064,-8.83995,,18029.090080582202,734.6167964461747,734.6167964461747,-4.490043,100,,0.0,4387.63554461836,0.06,0.06,,,0.3084270820927729,5.2100677,0.0044742823,
,-39.167481781552404,,-39.167481781552404,,,,,2025.2106143202689,,33,0.0,,19873.05296876861,2025.2106143202689,4681.634846815728,,,,,680000,,33,0.0,100,4.9038534,-8.559875,,19873.05296876861,560.1355205904322,560.1355205904322,-3.656021,100,,0.0,4681.634846815728,0.05,0.05,,,0.33289671220377615,5.1998167,0.005799333,
,-41.88138800637789,,-41.88138800637789,,,,,2389.8494232183116,,34,0.0,,28352.938211642315,2389.8494232183116,5062.539119190021,,,,,700000,,34,0.0,100,4.875372,-4.459109,,28352.938211642315,718.1441610726677,718.1441610726677,0.4162629,100,,0.0,5062.539119190021,0.02,0.02,,,0.24218969611432062,5.1848226,0.0077952715,
,-44.49707293845811,,-44.49707293845811,,,,,2129.317632287799,,35,0.0,,15378.695311470377,2129.317632287799,3987.1871611146667,,,,,720000,,35,0.0,100,4.1050878,-5.3983307,,15378.695311470377,647.9547337968273,647.9547337968273,-1.2932429,100,,0.0,3987.1871611146667,0.06,0.06,,,0.24645194516874647,5.1543474,0.0056042536,
,-38.062185016749545,,-38.062185016749545,,,,,2476.9463737497013,,36,0.0,,22880.57862559706,2476.9463737497013,4699.907774619373,,,,,740000,,36,0.0,100,6.3527102,-5.0189743,,22880.57862559706,711.8475219860555,711.8475219860555,1.333736,100,,0.0,4699.907774619373,0.04,0.04,,,0.2662456713106349,5.127667,0.008859903,
,-37.079735997415966,,-37.079735997415966,,,,,3665.4939201564803,,37,0.0,,20872.522602436482,3665.4939201564803,5299.396457085982,,,,,760000,,37,0.0,100,5.924331,-2.127767,,20872.522602436482,1097.0763096262683,1097.0763096262683,3.796564,100,,0.0,5299.396457085982,0.03,0.03,,,0.32762566078616606,5.1118364,0.0062857666,
,-44.085305214807185,,-44.085305214807185,,,,,3903.2457596776144,,38,0.0,,27673.93881629463,3903.2457596776144,6217.218735356768,,,,,780000,,38,0.0,100,7.1163344,-4.6028314,,27673.93881629463,1113.3714000478165,1113.3714000478165,2.513503,100,,0.0,6217.218735356768,0.01,0.01,,,0.29705479912004484,5.1127615,0.0079414565,
,-35.00241649844951,,-35.00241649844951,,,,,3624.078034173458,,39,0.0,,32513.900837302106,3624.078034173458,6782.569221388866,,,,,800000,,39,0.0,100,6.95739,3.0224078,,32513.900837302106,1104.330349276566,1104.330349276566,9.979797,100,,0.0,6782.569221388866,0.03,0.03,,,0.31456056268549193,5.091481,0.0059129386,
19171.16801521285,-40.32928232119072,4,-40.32928232119072,0.0,-37.23362932001572,0.0,6441.983060509773,3464.5979652682017,4189.976082932841,40,0.0,-37.23362932001572,27077.511432214706,3464.5979652682017,5838.968363079012,6441.983060509773,10,0.0,0.0,820000,4189.97608293284,40,0.0,100,6.5065303,-9.810766,4,27077.511432214706,1032.1213911773236,1032.1213911773236,-3.304236,100,4189.97608293284,0.0,5838.968363079012,0.02,0.02,10,19171.16801521285,0.26765855556833296,5.0587626,0.00736714,4189.976082932841
,-44.073653049285326,,-44.073653049285326,,,,,3668.9062939149117,,41,0.0,,27017.800502232905,3668.9062939149117,6178.7101448210815,,,,,840000,,41,0.0,100,6.1901464,-10.787022,,27017.800502232905,1214.2953496769683,1214.2953496769683,-4.596875,100,,0.0,6178.7101448210815,0.03,0.03,,,0.2459121364591047,5.0300436,0.008146046,
,-54.6641267252218,,-54.6641267252218,,,,,3571.580972035046,,42,0.0,,24019.47528288372,3571.580972035046,6721.017465147404,,,,,860000,,42,0.0,100,7.720867,-7.660925,,24019.47528288372,1001.8923557727743,1001.8923557727743,0.059942186,100,,0.0,6721.017465147404,0.02,0.02,,,0.3304356400549988,4.995097,0.009158617,
,-53.34986227058804,,-53.34986227058804,,,,,3993.3144456764917,,43,0.0,,24828.53207833139,3993.3144456764917,6370.8587558927375,,,,,880000,,43,0.0,100,8.0306015,-10.475511,,24828.53207833139,1055.062638103969,1055.062638103969,-2.4449093,100,,0.0,6370.8587558927375,0.02,0.02,,,0.3140427727572319,4.9769773,0.008430959,
,-49.68371965522062,,-49.68371965522062,,,,,4695.971445058532,,44,0.0,,33990.02109034015,4695.971445058532,7397.45547359565,,,,,900000,,44,0.0,100,9.911964,-12.225469,,33990.02109034015,1439.6611020390087,1439.6611020390087,-2.313504,100,,0.0,7397.45547359565,0.02,0.02,,,0.33082673411790753,4.94415,0.008277785,
,-49.896623081780945,,-49.896623081780945,,,,,3074.1278738030214,,45,0.0,,26415.83216325279,3074.1278738030214,5212.121602221921,,,,,920000,,45,0.0,100,4.635496,-7.313282,,26415.83216325279,888.7139164239929,888.7139164239929,-2.6777859,100,,0.0,5212.121602221921,0.0,0.0,,,0.24662402082790436,4.9415045,0.00513148,
,-49.5775388735187,,-49.5775388735187,,,,,4817.333391519134,,46,0.0,,28371.621765935255,4817.333391519134,7241.435996186931,,,,,940000,,46,0.0,100,7.1475496,-2.6923234,,28371.621765935255,1390.4145848158157,1390.4145848158157,4.4552264,100,,0.0,7241.435996186931,0.02,0.02,,,0.34695444395469033,4.931565,0.0061317603,
,-40.891676002062226,,-40.891676002062226,,,,,4340.697622505729,,47,0.0,,21856.776533226024,4340.697622505729,6439.516383681001,,,,,960000,,47,0.0,100,6.7621293,-9.101132,,21856.776533226024,1299.3694332809982,1299.3694332809982,-2.339003,100,,0.0,6439.516383681001,0.01,0.01,,,0.3362626045026088,4.9218855,0.005676986,
,-44.04356179542274,,-44.04356179542274,,,,,4124.015692944191,,48,0.0,,30736.22078618693,4124.015692944191,6818.719247188635,,,,,980000,,48,0.0,100,6.3680754,-10.5312395,,30736.22078618693,1264.7502933293163,1264.7502933293163,-4.163164,100,,0.0,6818.719247188635,0.0,0.0,,,0.36603578872984444,4.925176,0.0058843293,
,-37.16668765194946,,-37.16668765194946,,,,,4421.723699252883,,49,0.0,,24850.05940883808,4421.723699252883,5954.477156614484,,,,,1000000,,49,0.0,100,5.134334,-5.228003,,24850.05940883808,1314.708948276223,1314.708948276223,-0.09366875,100,,0.0,5954.477156614484,0.02,0.02,,,0.30497891078014006,4.9191976,0.008060039,
21596.12628211043,-41.8508449072182,5,-41.8508449072182,0.0,-39.927452273999236,0.0,6878.046388404686,3221.4292877961625,3674.9439184835,50,0.0,-39.927452273999236,25800.62322482672,3221.4292877961625,5063.457601192967,6878.046388404686,10,0.0,0.0,1020000,3674.943918483502,50,0.0,100,4.8875985,-5.1733923,5,25800.62322482672,1078.8549452767688,1078.8549452767688,-0.28579375,100,3674.943918483502,0.0,5063.457601192967,0.0,0.0,10,21596.12628211043,0.2951738095902652,4.9040523,0.005538697,3674.9439184835
,-47.31189802918522,,-47.31189802918522,,,,,4800.052106433481,,51,0.0,,28087.22498251389,4800.052106433481,7008.178411261906,,,,,1040000,,51,0.0,100,5.3928313,-6.7918124,,28087.22498251389,1471.6475526982115,1471.6475526982115,-1.3989812,100,,0.0,7008.178411261906,0.01,0.01,,,0.28424417187430406,4.85986,0.01045168,
,-40.51021300691368,,-40.51021300691368,,,,,4017.9937426566526,,52,0.0,,34003.92436897256,4017.9937426566526,6128.917337842059,,,,,1060000,,52,0.0,100,6.2384233,-13.077053,,34003.92436897256,1182.0737943443005,1182.0737943443005,-6.8386297,100,,0.0,6128.917337842059,0.0,0.0,,,0.29645280134844176,4.8223486,0.0068201693,
,-45.51059987850379,,-45.51059987850379,,,,,6254.441608317921,,53,0.0,,34948.7545890671,6254.441608317921,8089.646881485624,,,,,1080000,,53,0.0,100,8.597434,-12.4401,,34948.7545890671,1788.4890161974554,1788.4890161974554,-3.8426657,100,,0.0,8089.646881485624,0.02,0.02,,,0.3108196898154877,4.785905,0.0071006846,
,-52.327657014141366,,-52.327657014141366,,,,,5642.198306644883,,54,0.0,,27510.677553239315,5642.198306644883,7259.546999479372,,,,,1100000,,54,0.0,100,7.0576935,-3.0456188,,27510.677553239315,1551.4927403607498,1551.4927403607498,4.012075,100,,0.0,7259.546999479372,0.02,0.02,,,0.3271498907474433,4.7503977,0.005618533,
,-39.24558846252204,,-39.24558846252204,,,,,4539.253986281221,,55,0.0,,31534.666706058175,4539.253986281221,7351.1119281503425,,,,,1120000,,55,0.0,100,7.5593376,-10.688416,,31534.666706058175,1413.489720607064,1413.489720607064,-3.1290781,100,,0.0,7351.1119281503425,0.02,0.02,,,0.33489890753064877,4.707412,0.007851024,
,-48.48826978956325,,-48.48826978956325,,,,,4801.249545079463,,56,0.0,,26438.450193876808,4801.249545079463,6777.909971464954,,,,,1140000,,56,0.0,100,8.736357,-9.491925,,26438.450193876808,1394.5909255664758,1394.5909255664758,-0.75556874,100,,0.0,6777.909971464954,0.01,0.01,,,0.35783396923762023,4.6838713,0.008319479,
,-55.42833950724919,,-55.42833950724919,,,,,5133.943182461752,,57,0.0,,31443.30895292817,5133.943182461752,7134.136496172409,,,,,1160000,,57,0.0,100,5.335333,-5.368475,,31443.30895292817,1493.7864860734041,1493.7864860734041,-0.033142187,100,,0.0,7134.136496172409,0.02,0.02,,,0.32722576232895273,4.6619997,0.0061341734,
,-44.18549746733414,,-44.18549746733414,,,,,6480.535009880562,,58,0.0,,38204.69298310653,6480.535009880562,8896.68959592428,,,,,1180000,,58,0.0,100,10.686769,-11.427275,,38204.69298310653,1992.3388791049492,1992.3388791049492,-0.74050623,100,,0.0,8896.68959592428,0.01,0.01,,,0.3084218537714347,4.6436357,0.0054081324,
,-54.23104846748967,,-54.23104846748967,,,,,5189.363679063717,,59,0.0,,35743.30448866411,5189.363679063717,8234.265009146764,,,,,1200000,,59,0.0,100,7.56337,-14.649509,,35743.30448866411,1574.9706703858365,1574.9706703858365,-7.086139,100,,0.0,8234.265009146764,0.04,0.04,,,0.33103350268582143,4.6418877,0.0068930876,
11607.756859884574,-45.35035410075411,6,-45.35035410075411,0.0,-55.678277719024535,0.0,3681.0284223462468,5788.360249052073,2495.894403418896,60,0.0,-55.678277719024535,24809.559707800396,5788.360249052073,6999.434061033955,3681.0284223462468,10,0.0,0.0,1220000,2495.894403418898,60,0.0,100,7.477355,-10.606599,6,24809.559707800396,1870.8778681136089,1870.8778681136089,-3.1292439,100,2495.894403418898,0.0,6999.434061033955,0.02,0.02,10,11607.756859884574,0.3297463778153663,4.6244283,0.0055450615,2495.894403418896
,-44.199207034317595,,-44.199207034317595,,,,,5533.888955382705,,61,0.0,,25704.182248123798,5533.888955382705,7292.456314971619,,,,,1240000,,61,0.0,100,8.351597,-8.186831,,25704.182248123798,1740.6875549614979,1740.6875549614979,0.16476563,100,,0.0,7292.456314971619,0.03,0.03,,,0.32473999234289364,4.599572,0.0063920086,
,-44.23321756757002,,-44.23321756757002,,,,,7450.901112321623,,62,0.0,,38205.267519096495,7450.901112321623,9792.007036105708,,,,,1260000,,62,0.0,100,10.862577,-13.728907,,38205.267519096495,2167.104763375285,2167.104763375285,-2.8663297,100,,0.0,9792.007036105708,0.03,0.03,,,0.2738823950656625,4.558185,0.0063433447,
,-52.61351525826898,,-52.61351525826898,,,,,7005.809569790594,,63,0.0,,38719.11673013065,7005.809569790594,9213.58822734239,,,,,1280000,,63,0.0,100,7.2138977,0.9141035,,38719.11673013065,2087.021836399566,2087.021836399566,8.128001,100,,0.0,9213.58822734239,0.04,0.04,,,0.31072807327437635,4.5453863,0.006966661,
,-36.55020373188659,,-36.55020373188659,,,,,5929.190696379845,,64,0.0,,30861.192608206664,5929.190696379845,7590.330113309491,,,,,1300000,,64,0.0,100,8.011822,-11.806631,,30861.192608206664,1864.4552828115684,1864.4552828115684,-3.7948093,100,,0.0,7590.330113309491,0.03,0.03,,,0.2863664360361394,4.5390086,0.0064219283,
,-56.268728572158295,,-56.268728572158295,,,,,6874.0498958196795,,65,0.0,,37752.05923580632,6874.0498958196795,8578.848876758371,,,,,1320000,,65,0.0,100,10.047953,-8.865098,,37752.05923580632,2087.640900242539,2087.640900242539,1.1828547,100,,0.0,8578.848876758371,0.01,0.01,,,0.3089395812968998,4.5402346,0.0077181975,
,-48.18541095237543,,-48.18541095237543,,,,,7688.61406692685,,66,0.0,,36303.29453708953,7688.61406692685,10055.453424480296,,,,,1340000,,66,0.0,100,11.993935,-7.799506,,36303.29453708953,2365.920384795196,2365.920384795196,4.194428,100,,0.0,10055.453424480296,0.02,0.02,,,0.293470241427812,4.533356,0.00694574,
,-37.801343651809496,,-37.801343651809496,,,,,8572.624204656839,,67,0.0,,34652.159859078696,8572.624204656839,9696.633900458077,,,,,1360000,,67,0.0,100,9.327053,-12.7117405,,34652.159859078696,2823.0931958178203,2823.0931958178203,-3.3846874,100,,0.0,9696.633900458077,0.09,0.09,,,0.37149145987110876,4.509068,0.007525095,
,-40.56034007797317,,-40.56034007797317,,,,,9377.133656801765,,68,0.0,,40585.875771232575,9377.133656801765,10410.39421509114,,,,,1380000,,68,0.0,100,10.8817215,-12.653039,,40585.875771232575,2836.308347877259,2836.308347877259,-1.7713172,100,,0.0,10410.39421509114,0.01,0.01,,,0.40261315821421795,4.491303,0.007733075,
,-43.15842226194823,,-43.15842226194823,,,,,9096.266873552753,,69,0.0,,48164.899359165094,9096.266873552753,9978.862898603358,,,,,1400000,,69,0.0,100,10.840495,-16.414251,,48164.899359165094,2870.619324559262,2870.619324559262,-5.573756,100,,0.0,9978.862898603358,0.02,0.02,,,0.3073014726770251,4.463673,0.006254244,
