hand-insert-v1/AverageReturn,MetaTest/hand-insert-v1/TerminationRate,MetaTest/hand-insert-v1/SuccessRate,hand-insert-v1/MaxReturn,GaussianMLPPolicy/dLoss,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,hand-insert-v1/StdReturn,Iteration,MetaTest/Average/SuccessRate,Average/SuccessRate,hand-insert-v1/MinReturn,MetaTest/hand-insert-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/hand-insert-v1/AverageDiscountedReturn,MetaTest/hand-insert-v1/MaxReturn,MetaTest/hand-insert-v1/AverageReturn,TotalEnvSteps,MetaTest/hand-insert-v1/NumEpisodes,Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/hand-insert-v1/Iteration,MetaTest/hand-insert-v1/MinReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/AverageReturn,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,Average/Iteration,Average/StdReturn,Average/AverageReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Average/MinReturn,hand-insert-v1/SuccessRate,hand-insert-v1/Iteration,hand-insert-v1/NumEpisodes,Average/MaxReturn,MetaTest/Average/TerminationRate,Average/TerminationRate,hand-insert-v1/TerminationRate,hand-insert-v1/AverageDiscountedReturn
-59.66625539593948,0.0,1.0,-27.10404683767124,0.0009694926557131112,0,838.0004884844648,200,838.000488484465,0.009826453402638435,12.359729751814552,0,1.0,0.0,-84.42908322805616,0.0,838.000488484465,838.0004884844648,838.000488484465,838.000488484465,80000,1,-24.406711496916273,0.0,0,838.000488484465,0.0,838.000488484465,5.6703972816467285,-0.00031684216810390353,0,12.359729751814552,-59.66625539593948,-0.0012863348238170147,1,-84.42908322805616,0.0,0,200,-27.10404683767124,0.0,0.0,0.0,-24.406711496916273
147.00748696771973,0.0,0.0,13244.114109004498,0.0003837841213680804,1,-32.09129165635155,200,-32.091291656351565,0.006352138705551624,1206.6643610992182,1,0.0,0.13,-76.05778697548037,0.0,-32.091291656351565,-32.09129165635155,-32.091291656351565,-32.091291656351565,160000,1,26.62857057438878,0.0,1,-32.091291656351565,0.0,-32.091291656351565,5.648050308227539,-0.0005030304309912026,1,1206.6643610992182,147.00748696771973,-0.000886814552359283,1,-76.05778697548037,0.13,1,200,13244.114109004498,0.0,0.0,0.0,26.62857057438878
249.29363672068618,0.0,1.0,13413.833490166522,0.0002554016828071326,2,766.2425960534312,200,766.2425960534315,0.00819091871380806,1277.40802549586,2,1.0,0.265,-60.782872541803926,0.0,766.2425960534315,766.2425960534312,766.2425960534315,766.2425960534315,240000,1,48.38848496136335,0.0,2,766.2425960534315,0.0,766.2425960534315,5.633856773376465,-0.00037268243613652885,2,1277.40802549586,249.29363672068618,-0.0006280841189436615,1,-60.782872541803926,0.265,2,200,13413.833490166522,0.0,0.0,0.0,48.38848496136335
772.0053200065371,0.0,1.0,34636.55776718431,0.00048601190064800903,3,-21.140601397140706,200,-21.1406013971407,0.00683201989158988,3262.9955604823276,3,1.0,0.435,-75.89138194186906,0.0,-21.1406013971407,-21.140601397140706,-21.1406013971407,-21.1406013971407,320000,1,202.09522669748765,0.0,3,-21.1406013971407,0.0,-21.1406013971407,5.645866394042969,0.0003717675863299519,3,3262.9955604823276,772.0053200065371,-0.00011424431431805715,1,-75.89138194186906,0.435,3,200,34636.55776718431,0.0,0.0,0.0,202.09522669748765
1601.8363891790827,0.0,0.0,32625.185372712174,0.0010919535961875226,4,-23.182617049554334,200,-23.182617049554345,0.007039026357233524,4569.986016149059,4,0.0,0.545,-58.16803986442492,0.0,-23.182617049554345,-23.182617049554334,-23.182617049554345,-23.182617049554345,400000,1,369.5949250654132,0.0,4,-23.182617049554345,0.0,-23.182617049554345,5.644784927368164,-4.739640644402243e-05,4,4569.986016149059,1601.8363891790827,-0.001139350002631545,1,-58.16803986442492,0.545,4,200,32625.185372712174,0.0,0.0,0.0,369.5949250654132
1397.8047893297564,0.0,1.0,31883.280748436257,0.00019435973081272095,5,21981.452123128485,200,21981.452123128485,0.009436173364520073,4217.666283078581,5,1.0,0.575,-47.54796768465495,0.0,21981.452123128485,21981.452123128485,21981.452123128485,21981.452123128485,480000,1,341.98276483557515,0.0,5,21981.452123128485,0.0,21981.452123128485,5.627174377441406,-0.00018817947420757264,5,4217.666283078581,1397.8047893297564,-0.0003825392050202936,1,-47.54796768465495,0.575,5,200,31883.280748436257,0.0,0.0,0.0,341.98276483557515
3206.2110952997646,0.0,1.0,37219.47085578097,6.840589776402339e-06,6,3105.4878881783525,200,3105.4878881783497,0.004439338110387325,6116.205448345042,6,1.0,0.83,-34.33602927924129,0.0,3105.4878881783497,3105.4878881783525,3105.4878881783497,3105.4878881783497,560000,1,954.7319461975785,0.0,6,3105.4878881783497,0.0,3105.4878881783497,5.657638072967529,3.0259445338742808e-05,6,6116.205448345042,3206.2110952997646,2.3418855562340468e-05,1,-34.33602927924129,0.83,6,200,37219.47085578097,0.0,0.0,0.0,954.7319461975785
9277.812115467736,0.0,1.0,107344.95172952603,1.592917442394537e-07,7,398.09154593431697,200,398.0915459343169,0.00011142680887132883,15442.114482753754,7,1.0,0.835,-42.81648202965323,0.0,398.0915459343169,398.09154593431697,398.0915459343169,398.0915459343169,640000,1,2488.1528681730156,0.0,7,398.0915459343169,0.0,398.0915459343169,5.657349586486816,-2.550748945395753e-07,7,15442.114482753754,9277.812115467736,-4.14366638779029e-07,1,-42.81648202965323,0.835,7,200,107344.95172952603,0.0,0.0,0.0,2488.1528681730156
7290.29161232949,0.0,1.0,94456.34346373042,2.0902359665342374e-07,8,672.6395503298877,200,672.639550329887,0.0001456001482438296,12640.196917391619,8,1.0,0.83,-37.93622151990622,0.0,672.639550329887,672.6395503298877,672.639550329887,672.639550329887,720000,1,2143.1958598710744,0.0,8,672.639550329887,0.0,672.639550329887,5.6562652587890625,-1.0033785429186537e-06,8,12640.196917391619,7290.29161232949,-1.2124021395720774e-06,1,-37.93622151990622,0.83,8,200,94456.34346373042,0.0,0.0,0.0,2143.1958598710744
11298.604299920484,0.0,1.0,122434.48685300202,6.286263598553887e-08,9,6960.618688427278,200,6960.618688427271,4.4043925299774855e-05,18934.071760487797,9,1.0,0.835,-41.37125778295402,0.0,6960.618688427271,6960.618688427278,6960.618688427271,6960.618688427271,800000,1,3131.2578516485555,0.0,9,6960.618688427271,0.0,6960.618688427271,5.656309127807617,4.527955610456047e-08,9,18934.071760487797,11298.604299920484,-1.7583079880978403e-08,1,-41.37125778295402,0.835,9,200,122434.48685300202,0.0,0.0,0.0,3131.2578516485555
9329.752525996135,0.0,1.0,117683.66214536896,1.7771048987924587e-07,10,48707.977080488534,200,48707.97708048849,0.0001238679833477363,16961.41647934377,10,1.0,0.85,-38.07610442136349,0.0,48707.97708048849,48707.977080488534,48707.97708048849,48707.97708048849,880000,1,2669.3408885811095,0.0,10,48707.97708048849,0.0,48707.97708048849,5.6546406745910645,-1.4441781104324036e-06,10,16961.41647934377,9329.752525996135,-1.6218886003116495e-06,1,-38.07610442136349,0.85,10,200,117683.66214536896,0.0,0.0,0.0,2669.3408885811095
14172.696175658237,0.0,1.0,109158.72780108574,3.329773790028412e-08,11,6428.189107635038,200,6428.189107635041,2.348011184949428e-05,21917.16256092082,11,1.0,0.835,-39.25725210590987,0.0,6428.189107635041,6428.189107635038,6428.189107635041,6428.189107635041,960000,1,3809.1017593342362,0.0,11,6428.189107635041,0.0,6428.189107635041,5.6538567543029785,-7.564200359411188e-07,11,21917.16256092082,14172.696175658237,-7.89717773841403e-07,1,-39.25725210590987,0.835,11,200,109158.72780108574,0.0,0.0,0.0,3809.1017593342362
11946.206889747627,0.0,1.0,115014.6960933795,7.258574896695791e-08,12,3273.3900315626834,200,3273.3900315626856,5.0979957450181246e-05,17753.9274869722,12,1.0,0.85,-36.55026530203629,0.0,3273.3900315626856,3273.3900315626834,3273.3900315626856,3273.3900315626856,1040000,1,3508.3081732562696,0.0,12,3273.3900315626856,0.0,3273.3900315626856,5.65526008605957,1.3720460856347927e-06,12,17753.9274869722,11946.206889747627,1.2994603366678348e-06,1,-36.55026530203629,0.85,12,200,115014.6960933795,0.0,0.0,0.0,3508.3081732562696
13039.80080609036,0.0,1.0,126753.23260779992,1.0965879937430145e-07,13,6452.574888351602,200,6452.5748883516,7.690883649047464e-05,20917.723550452873,13,1.0,0.83,-50.22995766638007,0.0,6452.5748883516,6452.574888351602,6452.5748883516,6452.5748883516,1120000,1,3714.908224784932,0.0,13,6452.5748883516,0.0,6452.5748883516,5.6565470695495605,1.087693249246513e-06,13,20917.723550452873,13039.80080609036,9.780344498722116e-07,1,-50.22995766638007,0.83,13,200,126753.23260779992,0.0,0.0,0.0,3714.908224784932
17774.004347861042,0.0,0.0,157481.34685736752,3.7661266105715185e-08,14,-47.535467701043714,200,-47.53546770104375,2.6527088266448118e-05,28628.57820996698,14,0.0,0.81,-47.05779143839956,0.0,-47.53546770104375,-47.535467701043714,-47.53546770104375,-47.53546770104375,1200000,1,4747.935717545985,0.0,14,-47.53546770104375,0.0,-47.53546770104375,5.658624172210693,2.0351494640635792e-06,14,28628.57820996698,17774.004347861042,1.997488197957864e-06,1,-47.05779143839956,0.81,14,200,157481.34685736752,0.0,0.0,0.0,4747.935717545985
16761.542384894943,0.0,1.0,166994.3986436558,2.6615019521614158e-08,15,11401.727770044186,200,11401.727770044194,1.875818634289317e-05,25141.221791107553,15,1.0,0.815,-47.503701021575274,0.0,11401.727770044194,11401.727770044186,11401.727770044194,11401.727770044194,1280000,1,4414.223327228708,0.0,15,11401.727770044194,0.0,11401.727770044194,5.658681392669678,5.857486939930823e-08,15,25141.221791107553,16761.542384894943,3.195984987769407e-08,1,-47.503701021575274,0.815,15,200,166994.3986436558,0.0,0.0,0.0,4414.223327228708
16738.206557678062,0.0,1.0,185593.79715291402,4.2279651779608685e-08,16,92152.41994973471,200,92152.41994973466,2.97650221909862e-05,23831.960583594977,16,1.0,0.865,-42.13187806416682,0.0,92152.41994973466,92152.41994973471,92152.41994973466,92152.41994973466,1360000,1,4920.214157197803,0.0,16,92152.41994973466,0.0,92152.41994973466,5.658430576324463,-2.549901978454727e-07,16,23831.960583594977,16738.206557678062,-2.972698496250814e-07,1,-42.13187806416682,0.865,16,200,185593.79715291402,0.0,0.0,0.0,4920.214157197803
17123.603324807726,0.0,1.0,131238.715956543,2.1008304429415148e-08,17,16739.482216688917,200,16739.482216688928,1.4810151697020046e-05,26822.379697861812,17,1.0,0.795,-37.168369734030655,0.0,16739.482216688928,16739.482216688917,16739.482216688928,16739.482216688928,1440000,1,4229.038420481345,0.0,17,16739.482216688928,0.0,16739.482216688928,5.657318592071533,-1.2299162790441187e-06,17,26822.379697861812,17123.603324807726,-1.2509245834735339e-06,1,-37.168369734030655,0.795,17,200,131238.715956543,0.0,0.0,0.0,4229.038420481345
15870.795600378477,0.0,1.0,173629.3013945141,9.117002264247276e-09,18,8141.724184476504,200,8141.724184476508,6.426004802051466e-06,27218.03464033515,18,1.0,0.74,-39.5683895898969,0.0,8141.724184476508,8141.724184476504,8141.724184476508,8141.724184476508,1520000,1,4035.8897024945404,0.0,18,8141.724184476508,0.0,8141.724184476508,5.656462669372559,-7.538403679063777e-07,18,27218.03464033515,15870.795600378477,-7.629573701706249e-07,1,-39.5683895898969,0.74,18,200,173629.3013945141,0.0,0.0,0.0,4035.8897024945404
19074.147726036248,0.0,1.0,199804.8171058112,3.7605047964461846e-08,19,40695.257653758636,200,40695.25765375859,2.6476676794118248e-05,27076.75471524963,19,1.0,0.84,-39.67329411841893,0.0,40695.25765375859,40695.257653758636,40695.25765375859,40695.25765375859,1600000,1,5501.087151696512,0.0,19,40695.25765375859,0.0,40695.25765375859,5.656190872192383,-2.69877006076058e-07,19,27076.75471524963,19074.147726036248,-3.0748205404051987e-07,1,-39.67329411841893,0.84,19,200,199804.8171058112,0.0,0.0,0.0,5501.087151696512
18984.511523080462,0.0,1.0,227844.48280787547,2.8562453735503368e-08,20,10436.41843143872,200,10436.418431438717,2.0136059902142733e-05,26740.750859835254,20,1.0,0.83,-39.06191104340181,0.0,10436.418431438717,10436.41843143872,10436.418431438717,10436.418431438717,1680000,1,4974.725246957763,0.0,20,10436.418431438717,0.0,10436.418431438717,5.657630920410156,1.6687890820321627e-06,20,26740.750859835254,18984.511523080462,1.6402266282966593e-06,1,-39.06191104340181,0.83,20,200,227844.48280787547,0.0,0.0,0.0,4974.725246957763
15967.684607532723,0.0,1.0,132536.71921705766,2.5694134819786996e-08,21,1351.180135089002,200,1351.1801350890025,1.810378671507351e-05,23829.850524525624,21,1.0,0.78,-41.38962172404877,0.0,1351.1801350890025,1351.180135089002,1351.1801350890025,1351.1801350890025,1760000,1,4219.836706501755,0.0,21,1351.1801350890025,0.0,1351.1801350890025,5.659425735473633,1.9360722944838926e-06,21,23829.850524525624,15967.684607532723,1.9103781596641056e-06,1,-41.38962172404877,0.78,21,200,132536.71921705766,0.0,0.0,0.0,4219.836706501755
20846.618620977384,0.0,1.0,223972.8025217509,2.9770927945094172e-08,22,2942.6077287226212,200,2942.6077287226226,2.0991927158320323e-05,31582.606660832524,22,1.0,0.805,-46.68522154610032,0.0,2942.6077287226226,2942.6077287226212,2942.6077287226226,2942.6077287226226,1840000,1,5625.073765471391,0.0,22,2942.6077287226226,0.0,2942.6077287226226,5.65943717956543,9.272935308501928e-09,22,31582.606660832524,20846.618620977384,-2.0497992636592244e-08,1,-46.68522154610032,0.805,22,200,223972.8025217509,0.0,0.0,0.0,5625.073765471391
21827.79306642956,0.0,1.0,175806.81319143233,1.201428290187323e-08,23,4188.315590697646,200,4188.315590697639,8.473747584503144e-06,29499.523990463862,23,1.0,0.815,-34.54469739400442,0.0,4188.315590697639,4188.315590697646,4188.315590697639,4188.315590697639,1920000,1,5582.2448727401115,0.0,23,4188.315590697639,0.0,4188.315590697639,5.659324645996094,-1.1134807209600694e-07,23,29499.523990463862,21827.79306642956,-1.2336235499788017e-07,1,-34.54469739400442,0.815,23,200,175806.81319143233,0.0,0.0,0.0,5582.2448727401115
16638.37940412607,0.0,1.0,153461.0107870453,3.114718083452317e-08,24,94832.30092592616,200,94832.30092592609,2.1936464690952562e-05,25674.886618215423,24,1.0,0.795,-55.12732163173368,0.0,94832.30092592609,94832.30092592616,94832.30092592609,94832.30092592609,2000000,1,4494.631082639227,0.0,24,94832.30092592609,0.0,94832.30092592609,5.658958911895752,-4.336946517469187e-07,24,25674.886618215423,16638.37940412607,-4.6484183258144185e-07,1,-55.12732163173368,0.795,24,200,153461.0107870453,0.0,0.0,0.0,4494.631082639227
20398.341191467298,0.0,1.0,198580.21060609515,1.4663015690530301e-08,25,111309.12894480498,200,111309.1289448049,1.0342936548113357e-05,32311.825419586912,25,1.0,0.755,-38.98704511028958,0.0,111309.1289448049,111309.12894480498,111309.1289448049,111309.1289448049,2080000,1,5444.288706404012,0.0,25,111309.1289448049,0.0,111309.1289448049,5.658843994140625,-1.0325094024210557e-07,25,32311.825419586912,20398.341191467298,-1.1791395593263587e-07,1,-38.98704511028958,0.755,25,200,198580.21060609515,0.0,0.0,0.0,5444.288706404012
28984.575494125464,0.0,1.0,171393.7031963065,9.594771199772367e-09,26,39744.45087434897,200,39744.45087434894,6.7763235165330116e-06,37879.77840557045,26,1.0,0.82,-40.303019131692274,0.0,39744.45087434894,39744.45087434897,39744.45087434894,39744.45087434894,2160000,1,7802.039561048817,0.0,26,39744.45087434894,0.0,39744.45087434894,5.658646583557129,-2.0153115087850892e-07,26,37879.77840557045,28984.575494125464,-2.111259220782813e-07,1,-40.303019131692274,0.82,26,200,171393.7031963065,0.0,0.0,0.0,7802.039561048817
22145.90633505946,0.0,0.0,181491.8261279839,1.2899192824988859e-08,27,-42.97901700761141,200,-42.979017007611425,9.10637481865706e-06,34338.70758061778,27,0.0,0.77,-48.28649128547571,0.0,-42.979017007611425,-42.97901700761141,-42.979017007611425,-42.979017007611425,2240000,1,5809.76229784337,0.0,27,-42.979017007611425,0.0,-42.979017007611425,5.657782077789307,-8.050167821238574e-07,27,34338.70758061778,22145.90633505946,-8.179159749488463e-07,1,-48.28649128547571,0.77,27,200,181491.8261279839,0.0,0.0,0.0,5809.76229784337
24140.035272095563,0.0,1.0,194622.2307609312,9.9861097169196e-09,28,175247.36876990047,200,175247.36876990035,7.043440746201668e-06,35657.94817209414,28,1.0,0.785,-38.51478866590307,0.0,175247.36876990035,175247.36876990047,175247.36876990035,175247.36876990035,2320000,1,6619.5262753053985,0.0,28,175247.36876990035,0.0,175247.36876990035,5.657547473907471,-2.8915798111484037e-07,28,35657.94817209414,24140.035272095563,-2.9914409083175997e-07,1,-38.51478866590307,0.785,28,200,194622.2307609312,0.0,0.0,0.0,6619.5262753053985
21517.74262597696,0.0,1.0,160788.5996441958,1.3134126675140578e-08,29,40796.35667321801,200,40796.35667321801,9.282683095079847e-06,30779.889569699153,29,1.0,0.795,-48.577488893576394,0.0,40796.35667321801,40796.35667321801,40796.35667321801,40796.35667321801,2400000,1,5727.313055763041,0.0,29,40796.35667321801,0.0,40796.35667321801,5.657074451446533,-4.398033865982143e-07,29,30779.889569699153,21517.74262597696,-4.5293751327335485e-07,1,-48.577488893576394,0.795,29,200,160788.5996441958,0.0,0.0,0.0,5727.313055763041
23711.662502687257,0.0,1.0,203366.9749807994,7.476501195924357e-09,30,137076.1135820588,200,137076.11358205893,5.27924839843763e-06,33185.48326939344,30,1.0,0.78,-43.59905404176459,0.0,137076.11358205893,137076.1135820588,137076.11358205893,137076.11358205893,2480000,1,6034.314610607459,0.0,30,137076.11358205893,0.0,137076.11358205893,5.6561126708984375,-1.1344047834427329e-06,30,33185.48326939344,23711.662502687257,-1.1418812846386572e-06,1,-43.59905404176459,0.78,30,200,203366.9749807994,0.0,0.0,0.0,6034.314610607459
31974.045616954016,0.0,1.0,225507.85531222657,8.64247340359725e-09,31,44097.642293822755,200,44097.642293822784,6.111221409810241e-06,42713.56928118067,31,1.0,0.785,-43.86050882857953,0.0,44097.642293822784,44097.642293822755,44097.642293822784,44097.642293822784,2560000,1,8259.5505656197,0.0,31,44097.642293822784,0.0,44097.642293822784,5.65524435043335,-9.310052746513975e-07,31,42713.56928118067,31974.045616954016,-9.396477480549947e-07,1,-43.86050882857953,0.785,31,200,225507.85531222657,0.0,0.0,0.0,8259.5505656197
18829.281902716273,0.0,1.0,150058.93371882025,2.1752498469140846e-08,32,54904.237872570055,200,54904.23787257006,1.535188130219467e-05,27273.612731102017,32,1.0,0.76,-57.282556736467,0.0,54904.23787257006,54904.237872570055,54904.23787257006,54904.23787257006,2640000,1,5345.712618077864,0.0,32,54904.23787257006,0.0,54904.23787257006,5.655640125274658,3.8280768421827815e-07,32,27273.612731102017,18829.281902716273,3.610551857491373e-07,1,-57.282556736467,0.76,32,200,150058.93371882025,0.0,0.0,0.0,5345.712618077864
