MetaTest/Average/StdReturn,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/MinReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/Alpha,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/handle-pull-side-v1/Iteration,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/handle-pull-side-v1/AverageReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/Average/NumTrajs
5431.476376832921,0.0,0.0,-123051.77,17502.52580932593,2969.2121963692116,-70.34643703649975,6211808.5,2162.2158,nan,-70.34643703649975,704000,-20.150877,20,5431.476376832921,0.0,2969.212196369211,2969.2121963692116,0.0,20,10,2969.212196369211,17502.52580932593,10
887.1973048170429,0.0,0.0,-124046.1,2908.723989832526,247.63817382117014,-67.41568418081657,6128561.0,2315.0637,nan,-67.41568418081657,728000,-20.045246,21,887.1973048170429,0.0,247.6381738211698,247.63817382117014,0.0,21,10,247.6381738211698,2908.723989832526,10
1918.9421032524795,0.0,0.0,-120876.32,6064.177822607976,1247.2026186368712,-67.64296406323419,5990889.5,1960.8326,nan,-67.64296406323419,752000,-20.934397,22,1918.9421032524795,0.0,1247.2026186368716,1247.2026186368712,0.0,22,10,1247.2026186368716,6064.177822607976,10
1793.491979523092,0.0,0.0,-119872.516,4613.266229865231,1227.7662201237918,-67.90583074092217,6233784.5,1257.7241,nan,-67.90583074092217,776000,-21.350773,23,1793.491979523092,0.0,1227.7662201237922,1227.7662201237918,0.0,23,10,1227.7662201237922,4613.266229865231,10
22854.605445367397,0.0,0.0,-122477.73,45989.0066028463,22772.977290825434,-86.37831845721611,6593260.5,813.83514,nan,-86.37831845721611,800000,-21.090656,24,22854.605445367397,0.0,22772.97729082544,22772.977290825434,0.0,24,10,22772.97729082544,45989.0066028463,10
22651.50602416571,0.0,0.0,-121909.12,46073.848471254685,22600.732740837517,-55.88589097651353,6374274.5,717.56024,nan,-55.88589097651353,824000,-21.284357,25,22651.50602416571,0.0,22600.732740837517,22600.732740837517,0.0,25,10,22600.732740837517,46073.848471254685,10
14555.329915289527,0.0,0.0,-118745.47,45584.01090663048,36898.92296250003,3155.0789873212248,6261195.0,852.94214,nan,3155.0789873212248,848000,-21.930042,26,14555.329915289527,0.0,36898.922962500015,36898.92296250003,0.0,26,10,36898.922962500015,45584.01090663048,10
14934.660617222467,0.0,0.0,-118920.96,46074.05422380906,37883.70451200047,1448.3844115852587,6153296.0,627.2295,nan,1448.3844115852587,872000,-22.50945,27,14934.660617222467,0.0,37883.70451200048,37883.70451200047,0.0,27,10,37883.70451200048,46074.05422380906,10
17804.820506370164,0.0,0.0,-123826.29,46066.44970395615,11588.722207606823,-18.96482092392031,6267746.5,414.15887,nan,-18.96482092392031,896000,-22.202242,28,17804.820506370164,0.0,11588.722207606825,11588.722207606823,0.0,28,10,11588.722207606825,46066.44970395615,10
1156.0630652052748,0.0,0.0,-126282.56,3398.3341768252685,541.8280218240784,-25.031031147221526,6452301.0,1020.41425,nan,-25.031031147221526,920000,-21.83104,29,1156.0630652052748,0.0,541.8280218240783,541.8280218240784,0.0,29,10,541.8280218240783,3398.3341768252685,10
431.5927954479588,0.0,0.0,-133832.44,45985.39307473395,45357.19184194565,44574.63751400644,7518144.0,41.600452,nan,44574.63751400644,944000,-18.949768,30,431.5927954479588,0.0,45357.19184194565,45357.19184194565,0.0,30,10,45357.19184194565,45985.39307473395,10
541.9049424367951,0.0,0.0,-136237.27,46073.13702107237,45536.31644550945,44188.53668255423,7032274.5,58.9327,nan,44188.53668255423,968000,-19.259308,31,541.9049424367951,0.0,45536.31644550945,45536.31644550945,0.0,31,10,45536.31644550945,46073.13702107237,10
3752.7012207010775,0.0,0.0,-140293.12,55602.78144245826,47900.2174188489,44292.99050461667,6987972.5,59.43711,nan,44292.99050461667,992000,-19.25189,32,3752.7012207010775,0.0,47900.2174188489,47900.2174188489,0.0,32,10,47900.2174188489,55602.78144245826,10
4671.583329253855,0.0,0.0,-141011.27,60504.87385892706,49421.131831983694,44590.83424542206,7108461.0,69.63192,nan,44590.83424542206,1016000,-18.901297,33,4671.583329253855,0.0,49421.131831983694,49421.131831983694,0.0,33,10,49421.131831983694,60504.87385892706,10
3789.5940633052414,0.0,0.0,-140075.3,56724.87281397297,48084.65469672709,44920.4899494557,7346718.5,99.27433,nan,44920.4899494557,1040000,-19.22857,34,3789.5940633052414,0.0,48084.6546967271,48084.65469672709,0.0,34,10,48084.6546967271,56724.87281397297,10
8159.678559924611,0.0,0.0,-135796.72,71560.38736548761,52575.57435581509,44389.54484097071,7106926.5,205.64218,nan,44389.54484097071,1064000,-18.129827,35,8159.678559924611,0.0,52575.57435581509,52575.57435581509,0.0,35,10,52575.57435581509,71560.38736548761,10
7167.100186921723,0.0,0.0,-132693.16,63017.2724355335,51974.96304992206,43857.14451502894,6891796.5,353.1665,nan,43857.14451502894,1088000,-17.464201,36,7167.100186921723,0.0,51974.963049922066,51974.96304992206,0.0,36,10,51974.963049922066,63017.2724355335,10
9050.589340413142,0.0,0.0,-139888.9,57761.94335562543,48609.521862498004,24354.245033518175,6919036.0,313.294,nan,24354.245033518175,1112000,-16.73145,37,9050.589340413142,0.0,48609.521862498004,48609.521862498004,0.0,37,10,48609.521862498004,57761.94335562543,10
11772.024201572303,0.0,0.0,-146208.62,69736.05802473264,51619.40606164189,33126.90649708963,7321486.5,234.0351,nan,33126.90649708963,1136000,-16.993494,38,11772.024201572303,0.0,51619.406061641894,51619.40606164189,0.0,38,10,51619.406061641894,69736.05802473264,10
10047.702385136326,0.0,0.0,-152996.61,64685.94654686543,52337.48211177021,32396.407511695917,7512025.0,269.87238,nan,32396.407511695917,1160000,-17.542505,39,10047.702385136326,0.0,52337.4821117702,52337.48211177021,0.0,39,10,52337.4821117702,64685.94654686543,10
10284.155536325296,0.0,0.0,-158730.08,79546.2469791645,58490.67586200083,46078.72024020158,8144516.5,187.96878,nan,46078.72024020158,1184000,-18.313917,40,10284.155536325296,0.0,58490.67586200085,58490.67586200083,0.0,40,10,58490.67586200085,79546.2469791645,10
16535.318213274564,0.0,0.0,-163101.6,94952.63717738193,68856.23129987303,46096.99498691561,8455476.0,175.83197,nan,46096.99498691561,1208000,-18.732851,41,16535.318213274564,0.0,68856.23129987302,68856.23129987303,0.0,41,10,68856.23129987302,94952.63717738193,10
17711.037313382654,0.0,0.0,-116610.81,66592.53895309502,38892.97278955058,6566.442020178913,7625515.0,637.88983,nan,6566.442020178913,1232000,-19.08791,42,17711.037313382654,0.0,38892.97278955057,38892.97278955058,0.0,42,10,38892.97278955057,66592.53895309502,10
8849.410635165159,0.0,0.0,-57874.94,68069.96976000755,50177.386773081394,38551.748864764915,4526853.0,757.563,nan,38551.748864764915,1256000,-16.688602,43,8849.410635165159,0.0,50177.386773081394,50177.386773081394,0.0,43,10,50177.386773081394,68069.96976000755,10
21649.11311090423,0.0,0.0,-96897.48,81650.23443584434,56181.23972616909,17723.617671055417,7250104.0,366.0139,nan,17723.617671055417,1280000,-17.365585,44,21649.11311090423,0.0,56181.23972616909,56181.23972616909,0.0,44,10,56181.23972616909,81650.23443584434,10
7189.007358544946,0.0,0.0,-112582.16,77460.27090912747,64353.05809898961,55866.09208361942,8566083.0,1226.5398,nan,55866.09208361942,1304000,-17.680075,45,7189.007358544946,0.0,64353.05809898962,64353.05809898961,0.0,45,10,64353.05809898962,77460.27090912747,10
13215.225440981458,0.0,0.0,-136606.53,77117.9763192913,59566.01033542679,33650.15501681564,10116989.0,398.35342,nan,33650.15501681564,1328000,-18.176847,46,13215.225440981458,0.0,59566.01033542679,59566.01033542679,0.0,46,10,59566.01033542679,77117.9763192913,10
35245.76675682384,0.0,0.0,-153817.66,144376.8772065241,74660.74628886457,41558.616366759896,11025539.0,580.79114,nan,41558.616366759896,1352000,-18.080544,47,35245.76675682384,0.6,74660.74628886457,74660.74628886457,0.6,47,10,74660.74628886457,144376.8772065241,10
32465.332106093934,0.0,0.0,-164169.83,134103.4970154166,83780.49968829016,28165.692204543535,12176123.0,434.2753,nan,28165.692204543535,1376000,-17.816885,48,32465.332106093934,0.5,83780.49968829018,83780.49968829016,0.5,48,10,83780.49968829018,134103.4970154166,10
15798.56852220553,0.0,0.0,-182429.42,100250.44266651325,70891.0937278701,48271.51411815979,13413474.0,115.3914,nan,48271.51411815979,1400000,-17.732527,49,15798.56852220553,0.0,70891.09372787012,70891.0937278701,0.0,49,10,70891.09372787012,100250.44266651325,10
11434.515357651992,0.0,0.0,-189309.62,80440.6517275573,52345.708233667036,44429.0058902011,14522208.0,115.249435,nan,44429.0058902011,1424000,-19.599854,50,11434.515357651992,0.0,52345.70823366703,52345.708233667036,0.0,50,10,52345.70823366703,80440.6517275573,10
9828.623618898186,0.0,0.0,-185494.31,117882.18573947484,101450.97281964583,81047.1680828022,15332837.0,170.21094,nan,81047.1680828022,1448000,-20.133759,51,9828.623618898186,0.0,101450.97281964586,101450.97281964583,0.0,51,10,101450.97281964586,117882.18573947484,10
34742.867501511355,0.0,0.0,-212571.36,113352.35518890888,64007.12741113056,25521.454306183463,20101308.0,163.40857,nan,25521.454306183463,1472000,-19.38915,52,34742.867501511355,0.0,64007.12741113056,64007.12741113056,0.0,52,10,64007.12741113056,113352.35518890888,10
16513.963035089648,0.0,0.0,-221115.62,94642.15829737525,61704.72082989378,36690.50763636179,19265574.0,105.05563,nan,36690.50763636179,1496000,-19.577457,53,16513.963035089648,0.2,61704.72082989378,61704.72082989378,0.2,53,10,61704.72082989378,94642.15829737525,10
19901.279713778094,0.0,0.0,-234202.84,118763.07395405493,95089.44192692773,61004.68541599405,21843226.0,113.69308,nan,61004.68541599405,1520000,-19.183512,54,19901.279713778094,0.1,95089.44192692773,95089.44192692773,0.1,54,10,95089.44192692773,118763.07395405493,10
24376.685490388503,0.0,0.0,-244423.97,111457.7335536828,67686.09455264773,41231.05522075073,23675506.0,97.8977,nan,41231.05522075073,1544000,-18.751348,55,24376.685490388503,0.4,67686.09455264773,67686.09455264773,0.4,55,10,67686.09455264773,111457.7335536828,10
20711.831949503812,0.0,0.0,-256241.8,105891.16730103834,64129.64475872307,38977.041931350854,26467530.0,110.52435,nan,38977.041931350854,1568000,-19.864489,56,20711.831949503812,0.1,64129.64475872307,64129.64475872307,0.1,56,10,64129.64475872307,105891.16730103834,10
17522.75454651608,0.0,0.0,-257544.86,100830.28545536965,57325.33943311756,39664.00665281744,27523964.0,286.44525,nan,39664.00665281744,1592000,-21.533241,57,17522.75454651608,0.3,57325.33943311754,57325.33943311756,0.3,57,10,57325.33943311754,100830.28545536965,10
26798.405700729607,0.0,0.0,-256223.42,113352.97145379918,90878.51169986003,40748.57999595747,27618034.0,369.50125,nan,40748.57999595747,1616000,-22.396183,58,26798.405700729607,0.0,90878.51169986003,90878.51169986003,0.0,58,10,90878.51169986003,113352.97145379918,10
21008.736280025103,0.0,0.0,-263194.03,109002.80003000144,74708.2105703295,49083.03201535367,27912258.0,502.46783,nan,49083.03201535367,1640000,-22.900877,59,21008.736280025103,0.3,74708.21057032951,74708.2105703295,0.3,59,10,74708.21057032951,109002.80003000144,10
21593.40797837715,0.0,0.0,-262076.58,96678.16673663595,44461.37897098131,23945.69709696693,28709650.0,521.20593,nan,23945.69709696693,1664000,-23.09359,60,21593.40797837715,0.3,44461.37897098131,44461.37897098131,0.3,60,10,44461.37897098131,96678.16673663595,10
16784.7295337249,0.0,0.0,-274465.2,81740.09366313412,61127.22588301376,34338.82863334422,29705094.0,466.97086,nan,34338.82863334422,1688000,-23.483828,61,16784.7295337249,0.4,61127.22588301376,61127.22588301376,0.4,61,10,61127.22588301376,81740.09366313412,10
20519.903274218028,0.0,0.0,-287339.4,99880.19980200082,41280.436603300805,26626.091674524963,33071882.0,291.82864,nan,26626.091674524963,1712000,-24.028532,62,20519.903274218028,0.6,41280.43660330081,41280.436603300805,0.6,62,10,41280.43660330081,99880.19980200082,10
28715.138629960908,0.0,0.0,-294515.94,117398.0333521098,71013.38952203185,37082.591781153176,34957420.0,282.90582,nan,37082.591781153176,1736000,-22.771015,63,28715.138629960908,0.4,71013.38952203184,71013.38952203185,0.4,63,10,71013.38952203184,117398.0333521098,10
29623.5694291595,0.0,0.0,-297914.25,119116.54953489851,56432.06158559084,32844.92096205309,36606410.0,402.98276,nan,32844.92096205309,1760000,-22.38757,64,29623.5694291595,0.7,56432.061585590825,56432.06158559084,0.7,64,10,56432.061585590825,119116.54953489851,10
16311.112084299242,0.0,0.0,-315575.12,90028.71311682572,43863.5969567128,30465.248166412453,39706100.0,280.8462,nan,30465.248166412453,1784000,-22.705454,65,16311.112084299242,0.8,43863.59695671282,43863.5969567128,0.8,65,10,43863.59695671282,90028.71311682572,10
19741.063049600438,0.0,0.0,-325227.0,102084.61338713317,45450.2906693358,29400.970468636377,42658110.0,171.29187,nan,29400.970468636377,1808000,-23.35473,66,19741.063049600438,0.4,45450.290669335795,45450.2906693358,0.4,66,10,45450.290669335795,102084.61338713317,10
26015.44068762169,0.0,0.0,-334256.84,100888.67241247994,45619.55821422754,16365.90233906745,45644890.0,117.45914,nan,16365.90233906745,1832000,-23.478643,67,26015.44068762169,0.1,45619.55821422754,45619.55821422754,0.1,67,10,45619.55821422754,100888.67241247994,10
33871.13137345711,0.0,0.0,-330685.75,108578.60895314462,46133.88807190235,15551.858321072095,49932444.0,157.17188,nan,15551.858321072095,1856000,-24.308846,68,33871.13137345711,0.3,46133.88807190237,46133.88807190235,0.3,68,10,46133.88807190237,108578.60895314462,10
26620.7147346881,0.0,0.0,-322056.2,139690.57076476928,94435.6895139142,56085.49270349026,51574384.0,203.03954,nan,56085.49270349026,1880000,-24.045383,69,26620.7147346881,0.5,94435.68951391424,94435.6895139142,0.5,69,10,94435.68951391424,139690.57076476928,10
23229.028786858526,0.0,0.0,-318922.28,119624.99254892083,94385.21349734554,45982.944280398,52727620.0,195.75734,nan,45982.944280398,1904000,-24.830889,70,23229.028786858526,0.3,94385.21349734554,94385.21349734554,0.3,70,10,94385.21349734554,119624.99254892083,10
29857.794426605516,0.0,0.0,-323107.66,138631.40411957368,91425.65396731408,42673.85034495331,55336652.0,229.40816,nan,42673.85034495331,1928000,-25.024971,71,29857.794426605516,0.4,91425.6539673141,91425.65396731408,0.4,71,10,91425.6539673141,138631.40411957368,10
55879.13790781066,0.0,0.0,-311541.56,244889.08513234858,127579.00950835408,57204.26302960439,57057380.0,275.7425,nan,57204.26302960439,1952000,-25.084625,72,55879.13790781066,0.8,127579.00950835404,127579.00950835408,0.8,72,10,127579.00950835404,244889.08513234858,10
52889.384529204974,0.0,0.0,-292307.75,193588.357597955,99815.5677365575,37272.12074369992,55045816.0,245.41194,nan,37272.12074369992,1976000,-25.626253,73,52889.384529204974,0.2,99815.5677365575,99815.5677365575,0.2,73,10,99815.5677365575,193588.357597955,10
31420.767852674944,0.0,0.0,-273051.4,143292.13499661168,94156.69854827764,45557.21489503138,54155630.0,470.66483,nan,45557.21489503138,2000000,-26.549673,74,31420.767852674944,0.4,94156.69854827764,94156.69854827764,0.4,74,10,94156.69854827764,143292.13499661168,10
9166.381571528287,0.0,0.0,-284132.22,119878.17108101903,106759.70647278738,95036.5853953169,60598124.0,435.6772,nan,95036.5853953169,2024000,-25.448538,75,9166.381571528287,0.3,106759.7064727874,106759.70647278738,0.3,75,10,106759.7064727874,119878.17108101903,10
19698.63309496316,0.0,0.0,-300233.78,138742.18448730846,104615.812406841,77300.42846259735,66257950.0,324.11588,nan,77300.42846259735,2048000,-24.668972,76,19698.63309496316,0.2,104615.81240684095,104615.812406841,0.2,76,10,104615.81240684095,138742.18448730846,10
38482.18864303328,0.0,0.0,-305543.9,155791.1669268858,112439.89777836762,28077.738715631134,69732480.0,307.24738,nan,28077.738715631134,2072000,-24.469215,77,38482.18864303328,0.4,112439.89777836765,112439.89777836762,0.4,77,10,112439.89777836765,155791.1669268858,10
55395.48447279897,0.0,0.0,-306210.38,289268.8231529764,141952.95757756117,83437.79820630384,71816550.0,293.72333,nan,83437.79820630384,2096000,-24.85971,78,55395.48447279897,0.6,141952.9575775612,141952.95757756117,0.6,78,10,141952.9575775612,289268.8231529764,10
58470.55011615185,0.0,0.0,-314359.03,270490.28922696586,107804.59911243521,62764.826359789324,78231290.0,326.1487,nan,62764.826359789324,2120000,-25.195389,79,58470.55011615185,0.5,107804.59911243517,107804.59911243521,0.5,79,10,107804.59911243517,270490.28922696586,10
22930.98697065304,0.0,0.0,-319980.38,157044.45605815895,116591.3445394667,76307.16782586071,85462130.0,261.25693,nan,76307.16782586071,2144000,-25.367786,80,22930.98697065304,0.6,116591.3445394667,116591.3445394667,0.6,80,10,116591.3445394667,157044.45605815895,10
60971.39202541805,0.0,0.0,-329516.97,252244.7206487487,150901.87630917836,64183.82201951824,96011060.0,167.77779,nan,64183.82201951824,2168000,-25.5237,81,60971.39202541805,0.5,150901.87630917836,150901.87630917836,0.5,81,10,150901.87630917836,252244.7206487487,10
95104.21387826228,0.0,0.0,-338935.2,297892.3979925312,192783.58932123234,81259.78720483184,104622030.0,224.47119,nan,81259.78720483184,2192000,-26.030619,82,95104.21387826228,0.5,192783.5893212323,192783.58932123234,0.5,82,10,192783.5893212323,297892.3979925312,10
55335.17874844186,0.0,0.0,-351490.1,244410.60776933873,118275.49194155591,71543.73794962956,117549736.0,258.941,nan,71543.73794962956,2216000,-26.272871,83,55335.17874844186,0.2,118275.49194155591,118275.49194155591,0.2,83,10,118275.49194155591,244410.60776933873,10
46615.12997788214,0.0,0.0,-368471.38,220661.25850724647,163260.6159998151,86527.0356037941,130607750.0,172.25603,nan,86527.0356037941,2240000,-26.685287,84,46615.12997788214,0.8,163260.6159998152,163260.6159998151,0.8,84,10,163260.6159998152,220661.25850724647,10
48549.598184165945,0.0,0.0,-384690.94,223300.3083453002,135333.4869584323,78704.20012753991,138299710.0,147.41827,nan,78704.20012753991,2264000,-27.135004,85,48549.598184165945,0.4,135333.4869584323,135333.4869584323,0.4,85,10,135333.4869584323,223300.3083453002,10
77650.29204262371,0.0,0.0,-396615.03,255969.86143107442,112456.05203113312,18993.656949369248,145399220.0,140.67928,nan,18993.656949369248,2288000,-26.787403,86,77650.29204262371,0.3,112456.05203113309,112456.05203113312,0.3,86,10,112456.05203113309,255969.86143107442,10
60458.81808516009,0.0,0.0,-407906.7,254443.6640405846,107738.44476358841,30529.256544045118,155233650.0,155.88976,nan,30529.256544045118,2312000,-26.151005,87,60458.81808516009,0.3,107738.44476358841,107738.44476358841,0.3,87,10,107738.44476358841,254443.6640405846,10
55556.19825413153,0.0,0.0,-424000.5,260098.5129815351,147149.38641506605,61488.41878923095,173914540.0,197.57388,nan,61488.41878923095,2336000,-26.2174,88,55556.19825413153,0.5,147149.3864150661,147149.38641506605,0.5,88,10,147149.3864150661,260098.5129815351,10
62156.73411201958,0.0,0.0,-440971.72,259539.5395964658,137817.2720641896,48032.9902559624,181618800.0,191.80565,nan,48032.9902559624,2360000,-27.02391,89,62156.73411201958,0.4,137817.27206418963,137817.2720641896,0.4,89,10,137817.27206418963,259539.5395964658,10
53776.43599602398,0.0,0.0,-457527.62,267258.3708197414,216896.11434201937,93797.92667426597,190305840.0,136.18556,nan,93797.92667426597,2384000,-27.190805,90,53776.43599602398,1.0,216896.11434201937,216896.11434201937,1.0,90,10,216896.11434201937,267258.3708197414,10
64020.9170110026,0.0,0.0,-470534.25,235884.1896789327,167500.01991615482,41407.82394384156,199653870.0,142.16463,nan,41407.82394384156,2408000,-27.328218,91,64020.9170110026,0.6,167500.01991615485,167500.01991615482,0.6,91,10,167500.01991615485,235884.1896789327,10
57399.54869555552,0.0,0.0,-493010.97,218608.83454842816,169332.26293394188,54990.532504176124,213882670.0,137.78506,nan,54990.532504176124,2432000,-27.621141,92,57399.54869555552,0.7,169332.26293394188,169332.26293394188,0.7,92,10,169332.26293394188,218608.83454842816,10
69376.17942035302,0.0,0.0,-508777.2,249951.58006975384,155441.78732982138,44838.583489204786,224102670.0,120.27166,nan,44838.583489204786,2456000,-27.543255,93,69376.17942035302,0.7,155441.78732982138,155441.78732982138,0.7,93,10,155441.78732982138,249951.58006975384,10
75623.5464294824,0.0,0.0,-521280.38,278105.9391875824,218688.082973517,54717.27799726999,231400270.0,211.79085,nan,54717.27799726999,2480000,-27.630531,94,75623.5464294824,0.8,218688.08297351695,218688.082973517,0.8,94,10,218688.08297351695,278105.9391875824,10
64365.29057053354,0.0,0.0,-536914.4,256436.0079384247,187696.27418941996,91553.60752632136,239268500.0,217.62617,nan,91553.60752632136,2504000,-27.622684,95,64365.29057053354,0.7,187696.27418941993,187696.27418941996,0.7,95,10,187696.27418941993,256436.0079384247,10
55894.63084344538,0.0,0.0,-544288.44,316881.3807184084,234953.77838916838,92978.12555181498,240078160.0,163.77303,nan,92978.12555181498,2528000,-28.037706,96,55894.63084344538,1.0,234953.77838916844,234953.77838916838,1.0,96,10,234953.77838916844,316881.3807184084,10
