MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-out-of-hole-v1/NumTrajs
-26.694692990651113,-26.694692990651113,10,0.0,-26.694692990651117,nan,7.4646873,43.90746,0.25499902788519213,0.0,464000,-26.694692990651117,0.0,10,-26.19770553928226,6.1475368,0.25499902788519213,-26.19770553928226,-27.06095708593514,10,0.0,-27.06095708593514,37.981804,10
-27.27734721388158,-27.27734721388158,11,0.0,-27.277347213881576,nan,7.5321655,45.728184,0.07841490488079152,0.0,488000,-27.277347213881576,0.0,10,-27.167659388003564,6.1315546,0.07841490488079152,-27.167659388003564,-27.444680357192624,11,0.0,-27.444680357192624,31.14564,10
-26.851169192332755,-26.851169192332755,12,0.0,-26.85116919233274,nan,7.5575714,46.28087,0.14471287457292026,0.0,512000,-26.85116919233274,0.0,10,-26.696598760818738,6.128285,0.14471287457292026,-26.696598760818738,-27.131620453476604,12,0.0,-27.131620453476604,23.73714,10
-25.79294070412667,-25.79294070412667,13,0.0,-25.792940704126675,nan,7.5565214,46.73311,0.10742841881261209,0.0,536000,-25.792940704126675,0.0,10,-25.613695874979197,6.1346674,0.10742841881261209,-25.613695874979197,-25.947782192215275,13,0.0,-25.947782192215275,18.031218,10
-24.984095642579778,-24.984095642579778,14,0.0,-24.984095642579778,nan,7.568387,46.395203,0.06041514159020903,0.0,560000,-24.984095642579778,0.0,10,-24.87327708245135,6.143217,0.06041514159020903,-24.87327708245135,-25.067476290866693,14,0.0,-25.067476290866693,11.333956,10
-23.42025938789819,-23.42025938789819,15,0.0,-23.42025938789819,nan,7.5762916,46.304226,0.08817224022621509,0.0,584000,-23.42025938789819,0.0,10,-23.22042407786116,6.1542196,0.08817224022621509,-23.22042407786116,-23.573049393744345,15,0.0,-23.573049393744345,7.19984,10
-25.181160983589834,-25.181160983589834,16,0.0,-25.181160983589834,nan,7.570289,45.971985,0.06684329887128693,0.0,608000,-25.181160983589834,0.0,10,-25.088343798185573,6.1561904,0.06684329887128693,-25.088343798185573,-25.304461244009477,16,0.0,-25.304461244009477,2.4793928,10
-27.541247565508932,-27.541247565508932,17,0.0,-27.54124756550892,nan,7.564262,45.053913,0.22452185899268629,0.0,632000,-27.54124756550892,0.0,10,-27.030189781180603,6.164682,0.22452185899268629,-27.030189781180603,-27.882068941472323,17,0.0,-27.882068941472323,-3.346272,10
-25.677533577465038,-25.677533577465038,18,0.0,-25.677533577465038,nan,7.571934,44.602123,0.10529299964214331,0.0,656000,-25.677533577465038,0.0,10,-25.494256734276632,6.17337,0.10529299964214331,-25.494256734276632,-25.858714830556533,18,0.0,-25.858714830556533,-7.7073655,10
-24.353416789003127,-24.353416789003127,19,0.0,-24.353416789003127,nan,7.55989,44.071163,0.17559176586598393,0.0,680000,-24.353416789003127,0.0,10,-24.1171424141311,6.178134,0.17559176586598393,-24.1171424141311,-24.699129415589766,19,0.0,-24.699129415589766,-11.671808,10
-24.35797761813022,-24.35797761813022,20,0.0,-24.357977618130214,nan,7.585964,42.965935,0.10408655864281702,0.0,704000,-24.357977618130214,0.0,10,-24.21526646281548,6.187404,0.10408655864281702,-24.21526646281548,-24.565177188852232,20,0.0,-24.565177188852232,-16.68516,10
-23.394905027604203,-23.394905027604203,21,0.0,-23.394905027604203,nan,7.565074,42.576405,0.10402806318932159,0.0,728000,-23.394905027604203,0.0,10,-23.217004943134686,6.1933684,0.10402806318932159,-23.217004943134686,-23.556525443919096,21,0.0,-23.556525443919096,-19.94904,10
-23.93138468397916,-23.93138468397916,22,0.0,-23.93138468397915,nan,7.5513973,41.350956,0.30191370991189753,0.0,752000,-23.93138468397915,0.0,10,-23.48996989245802,6.205941,0.30191370991189753,-23.48996989245802,-24.351506797352794,22,0.0,-24.351506797352794,-24.484753,10
-23.31912388039749,-23.31912388039749,23,0.0,-23.319123880397495,nan,7.5473604,40.75356,0.10227515183436588,0.0,776000,-23.319123880397495,0.0,10,-23.185339363664262,6.2115684,0.10227515183436588,-23.185339363664262,-23.511811669896886,23,0.0,-23.511811669896886,-27.772554,10
-24.06262555159215,-24.06262555159215,24,0.0,-24.062625551592145,nan,7.5424843,40.042416,0.04568670408853753,0.0,800000,-24.062625551592145,0.0,10,-24.003074208972443,6.2212152,0.04568670408853753,-24.003074208972443,-24.134130611793825,24,0.0,-24.134130611793825,-31.449411,10
-24.355851840154244,-24.355851840154244,25,0.0,-24.35585184015424,nan,7.5580688,39.118767,0.09417911746669688,0.0,824000,-24.35585184015424,0.0,10,-24.208052332662763,6.2268066,0.09417911746669688,-24.208052332662763,-24.503141414669845,25,0.0,-24.503141414669845,-34.260044,10
-23.553933597601493,-23.553933597601493,26,0.0,-23.553933597601493,nan,7.5522366,38.873947,0.1001624150900955,0.0,848000,-23.553933597601493,0.0,10,-23.31812755392385,6.236451,0.1001624150900955,-23.31812755392385,-23.692919532869134,26,0.0,-23.692919532869134,-37.171833,10
-23.33516628213112,-23.33516628213112,27,0.0,-23.335166282131123,nan,7.581679,38.097233,0.09187802727315494,0.0,872000,-23.335166282131123,0.0,10,-23.1725285496573,6.240151,0.09187802727315494,-23.1725285496573,-23.49083927983039,27,0.0,-23.49083927983039,-40.156055,10
-24.020170513134737,-24.020170513134737,28,0.0,-24.020170513134737,nan,7.553914,37.28385,0.05328991526057417,0.0,896000,-24.020170513134737,0.0,10,-23.930960301930483,6.2517595,0.05328991526057417,-23.930960301930483,-24.13709748852851,28,0.0,-24.13709748852851,-43.369156,10
-24.02541456328683,-24.02541456328683,29,0.0,-24.025414563286837,nan,7.551583,36.58309,0.09611340864398098,0.0,920000,-24.025414563286837,0.0,10,-23.913549472625213,6.2576537,0.09611340864398098,-23.913549472625213,-24.254023635830425,29,0.0,-24.254023635830425,-46.14324,10
-23.412783428194043,-23.412783428194043,30,0.0,-23.412783428194043,nan,7.5513563,35.88811,0.21552895773633274,0.0,944000,-23.412783428194043,0.0,10,-23.05013771108213,6.265993,0.21552895773633274,-23.05013771108213,-23.676887030703334,30,0.0,-23.676887030703334,-48.696156,10
-24.352215730192817,-24.352215730192817,31,0.0,-24.352215730192825,nan,7.5539346,35.244858,0.06781937211097236,0.0,968000,-24.352215730192825,0.0,10,-24.273939822185213,6.2726707,0.06781937211097236,-24.273939822185213,-24.42629126525077,31,0.0,-24.42629126525077,-50.975235,10
-24.04737687853507,-24.04737687853507,32,0.0,-24.047376878535058,nan,7.5475144,34.654728,0.11760270020579901,0.0,992000,-24.047376878535058,0.0,10,-23.83746894638408,6.281662,0.11760270020579901,-23.83746894638408,-24.255409086160313,32,0.0,-24.255409086160313,-53.477577,10
-24.319352558307425,-24.319352558307425,33,0.0,-24.319352558307433,nan,7.54575,34.04458,0.04565840202705215,0.0,1016000,-24.319352558307433,0.0,10,-24.25612757668923,6.289562,0.04565840202705215,-24.25612757668923,-24.410002049661426,33,0.0,-24.410002049661426,-55.714478,10
-24.657308133384625,-24.657308133384625,34,0.0,-24.657308133384618,nan,7.558794,33.3376,0.09013289751355814,0.0,1040000,-24.657308133384618,0.0,10,-24.467230636009823,6.2939816,0.09013289751355814,-24.467230636009823,-24.800677982258023,34,0.0,-24.800677982258023,-57.618103,10
-24.417775211289314,-24.417775211289314,35,0.0,-24.41777521128931,nan,7.5641913,33.009106,0.11586359785349176,0.0,1064000,-24.41777521128931,0.0,10,-24.23592989141535,6.2992225,0.11586359785349176,-24.23592989141535,-24.650406201957306,35,0.0,-24.650406201957306,-59.187817,10
-25.020822534257242,-25.020822534257242,36,0.0,-25.020822534257235,nan,7.563674,32.65629,0.07644542923704359,0.0,1088000,-25.020822534257235,0.0,10,-24.820665441120006,6.3041716,0.07644542923704359,-24.820665441120006,-25.105908638927446,36,0.0,-25.105908638927446,-60.68689,10
-24.055818115946256,-24.055818115946256,37,0.0,-24.055818115946252,nan,7.5816913,32.19635,0.07991118611410791,0.0,1112000,-24.055818115946252,0.0,10,-23.941830276126023,6.311712,0.07991118611410791,-23.941830276126023,-24.191502014210297,37,0.0,-24.191502014210297,-62.332787,10
-26.222783222776492,-26.222783222776492,38,0.0,-26.222783222776485,nan,7.567666,31.473812,0.11876303401505464,0.0,1136000,-26.222783222776485,0.0,10,-26.097143679428296,6.3179245,0.11876303401505464,-26.097143679428296,-26.517396556982337,38,0.0,-26.517396556982337,-63.762867,10
-24.463076255507204,-24.463076255507204,39,0.0,-24.463076255507197,nan,7.563245,31.061295,0.06044148321605306,0.0,1160000,-24.463076255507197,0.0,10,-24.359582618235947,6.322791,0.06044148321605306,-24.359582618235947,-24.55556418918022,39,0.0,-24.55556418918022,-65.565674,10
-25.222877412028712,-25.222877412028712,40,0.0,-25.222877412028716,nan,7.552197,30.526833,0.19194523770494026,0.0,1184000,-25.222877412028716,0.0,10,-24.856877190097354,6.328942,0.19194523770494026,-24.856877190097354,-25.468198116730935,40,0.0,-25.468198116730935,-67.14608,10
-23.07761274760223,-23.07761274760223,41,0.0,-23.077612747602227,nan,7.5526447,30.190407,0.04353367430492632,0.0,1208000,-23.077612747602227,0.0,10,-23.001741290198204,6.3323975,0.04353367430492632,-23.001741290198204,-23.14554656323448,41,0.0,-23.14554656323448,-68.403305,10
-24.31312512493636,-24.31312512493636,42,0.0,-24.313125124936356,nan,7.53798,29.773796,0.06391286196999307,0.0,1232000,-24.313125124936356,0.0,10,-24.166475740016107,6.3407574,0.06391286196999307,-24.166475740016107,-24.39058878974665,42,0.0,-24.39058878974665,-70.08178,10
-23.23796689005089,-23.23796689005089,43,0.0,-23.23796689005089,nan,7.552793,29.249325,0.053035522564043126,0.0,1256000,-23.23796689005089,0.0,10,-23.151491858594678,6.34442,0.053035522564043126,-23.151491858594678,-23.322163105363686,43,0.0,-23.322163105363686,-71.348076,10
-24.420753644185304,-24.420753644185304,44,0.0,-24.420753644185304,nan,7.544277,29.002028,0.08603606510910011,0.0,1280000,-24.420753644185304,0.0,10,-24.239444603114123,6.346717,0.08603606510910011,-24.239444603114123,-24.572059837222902,44,0.0,-24.572059837222902,-72.570114,10
-22.791594997648474,-22.791594997648474,45,0.0,-22.791594997648474,nan,7.546536,28.452168,0.14683773872994452,0.0,1304000,-22.791594997648474,0.0,10,-22.604187562632298,6.3541603,0.14683773872994452,-22.604187562632298,-23.056966486058624,45,0.0,-23.056966486058624,-73.985435,10
-23.369617862837266,-23.369617862837266,46,0.0,-23.369617862837266,nan,7.549331,28.251566,0.12616372727155536,0.0,1328000,-23.369617862837266,0.0,10,-23.126574419055707,6.3549123,0.12616372727155536,-23.126574419055707,-23.582546360503294,46,0.0,-23.582546360503294,-75.25338,10
-23.560739094296718,-23.560739094296718,47,0.0,-23.56073909429672,nan,7.554622,27.74054,0.1533907404051697,0.0,1352000,-23.56073909429672,0.0,10,-23.31323210587981,6.359905,0.1533907404051697,-23.31323210587981,-23.833039041510453,47,0.0,-23.833039041510453,-76.66048,10
-23.094754575395175,-23.094754575395175,48,0.0,-23.09475457539517,nan,7.558751,27.353132,0.035901222386852186,0.0,1376000,-23.09475457539517,0.0,10,-23.029948166965998,6.3654485,0.035901222386852186,-23.029948166965998,-23.153576287935877,48,0.0,-23.153576287935877,-78.016685,10
-23.488920069661713,-23.488920069661713,49,0.0,-23.488920069661713,nan,7.5934186,26.965702,0.056935239857294796,0.0,1400000,-23.488920069661713,0.0,10,-23.423984561633503,6.3692336,0.056935239857294796,-23.423984561633503,-23.564084745260754,49,0.0,-23.564084745260754,-79.395164,10
-24.575534544910827,-24.575534544910827,50,0.0,-24.57553454491083,nan,7.5656776,26.585262,0.03525912400039521,0.0,1424000,-24.57553454491083,0.0,10,-24.526228112550427,6.37417,0.03525912400039521,-24.526228112550427,-24.62983957996514,50,0.0,-24.62983957996514,-80.67863,10
-23.087801056715037,-23.087801056715037,51,0.0,-23.087801056715033,nan,7.5623417,26.254885,0.06478578433831166,0.0,1448000,-23.087801056715033,0.0,10,-22.945504296630567,6.377321,0.06478578433831166,-22.945504296630567,-23.216935656973458,51,0.0,-23.216935656973458,-81.54419,10
-23.53881323454245,-23.53881323454245,52,0.0,-23.538813234542456,nan,7.5399933,26.07843,0.04812751295437152,0.0,1472000,-23.538813234542456,0.0,10,-23.475160086778047,6.3805017,0.04812751295437152,-23.475160086778047,-23.597611209952266,52,0.0,-23.597611209952266,-82.68416,10
-22.52275846510758,-22.52275846510758,53,0.0,-22.522758465107575,nan,7.5409904,25.65481,0.0838060110499926,0.0,1496000,-22.522758465107575,0.0,10,-22.407990967446544,6.3830304,0.0838060110499926,-22.407990967446544,-22.651012218932987,53,0.0,-22.651012218932987,-83.75452,10
-22.843347165326957,-22.843347165326957,54,0.0,-22.843347165326957,nan,7.5481563,25.341354,0.11580158500108717,0.0,1520000,-22.843347165326957,0.0,10,-22.665079583329838,6.3908553,0.11580158500108717,-22.665079583329838,-23.026312458599204,54,0.0,-23.026312458599204,-85.04136,10
-22.93309602959878,-22.93309602959878,55,0.0,-22.933096029598776,nan,7.55942,24.960487,0.10673795825952048,0.0,1544000,-22.933096029598776,0.0,10,-22.656875284741574,6.3940673,0.10673795825952048,-22.656875284741574,-23.056754899799305,55,0.0,-23.056754899799305,-86.04684,10
-22.570771873585528,-22.570771873585528,56,0.0,-22.57077187358552,nan,7.53573,24.629261,0.07648738654893071,0.0,1568000,-22.57077187358552,0.0,10,-22.427502049396978,6.396924,0.07648738654893071,-22.427502049396978,-22.7296666733475,56,0.0,-22.7296666733475,-87.092,10
-23.127131185382503,-23.127131185382503,57,0.0,-23.127131185382503,nan,7.531975,24.331644,0.11191653122775236,0.0,1592000,-23.127131185382503,0.0,10,-23.009022499291866,6.40096,0.11191653122775236,-23.009022499291866,-23.38209025115667,57,0.0,-23.38209025115667,-88.110855,10
-23.71908451006306,-23.71908451006306,58,0.0,-23.719084510063063,nan,7.537205,24.036734,0.04125403688840047,0.0,1616000,-23.719084510063063,0.0,10,-23.661008049709483,6.4048834,0.04125403688840047,-23.661008049709483,-23.779035415308922,58,0.0,-23.779035415308922,-89.128,10
-22.718024910371117,-22.718024910371117,59,0.0,-22.718024910371117,nan,7.549494,23.8311,0.037255015192272284,0.0,1640000,-22.718024910371117,0.0,10,-22.66239716117652,6.407738,0.037255015192272284,-22.66239716117652,-22.76959513117869,59,0.0,-22.76959513117869,-89.8435,10
-23.47422573848912,-23.47422573848912,60,0.0,-23.474225738489118,nan,7.5488224,23.37852,0.2110152613170837,0.0,1664000,-23.474225738489118,0.0,10,-23.25117316558217,6.4102488,0.2110152613170837,-23.25117316558217,-23.915353130320373,60,0.0,-23.915353130320373,-90.73827,10
-23.21780836155499,-23.21780836155499,61,0.0,-23.217808361554994,nan,7.541869,23.265697,0.06797317464030771,0.0,1688000,-23.217808361554994,0.0,10,-23.119889848828876,6.4117193,0.06797317464030771,-23.119889848828876,-23.339233271295413,61,0.0,-23.339233271295413,-91.51861,10
-23.992742676284152,-23.992742676284152,62,0.0,-23.992742676284156,nan,7.535392,22.89493,0.06963243432468315,0.0,1712000,-23.992742676284156,0.0,10,-23.90676451315082,6.4162827,0.06963243432468315,-23.90676451315082,-24.1412079271177,62,0.0,-24.1412079271177,-92.43163,10
-24.174087137931352,-24.174087137931352,63,0.0,-24.17408713793136,nan,7.546425,22.725664,0.07500759093611731,0.0,1736000,-24.17408713793136,0.0,10,-24.047577014322616,6.4186945,0.07500759093611731,-24.047577014322616,-24.30303560321739,63,0.0,-24.30303560321739,-93.228165,10
-24.54321621284499,-24.54321621284499,64,0.0,-24.54321621284499,nan,7.540787,22.392496,0.1287557356087122,0.0,1760000,-24.54321621284499,0.0,10,-24.39116460796968,6.4223576,0.1287557356087122,-24.39116460796968,-24.852535511474365,64,0.0,-24.852535511474365,-94.00273,10
-23.09857029369985,-23.09857029369985,65,0.0,-23.098570293699847,nan,7.53958,22.14516,0.12685139332202486,0.0,1784000,-23.098570293699847,0.0,10,-22.939620479949596,6.4259586,0.12685139332202486,-22.939620479949596,-23.35395322108448,65,0.0,-23.35395322108448,-94.62941,10
-23.439779575434763,-23.439779575434763,66,0.0,-23.439779575434756,nan,7.5339336,22.064754,0.0600039824522226,0.0,1808000,-23.439779575434756,0.0,10,-23.350586799658096,6.4280353,0.0600039824522226,-23.350586799658096,-23.53376629416237,66,0.0,-23.53376629416237,-95.25972,10
-22.807587453483645,-22.807587453483645,67,0.0,-22.80758745348365,nan,7.5339236,21.67407,0.047476595788864755,0.0,1832000,-22.80758745348365,0.0,10,-22.702073966028472,6.42986,0.047476595788864755,-22.702073966028472,-22.865888715372357,67,0.0,-22.865888715372357,-96.04218,10
-23.72381789184393,-23.72381789184393,68,0.0,-23.723817891843932,nan,7.550278,21.605,0.0879757233959667,0.0,1856000,-23.723817891843932,0.0,10,-23.607093919086317,6.4333663,0.0879757233959667,-23.607093919086317,-23.860935513860124,68,0.0,-23.860935513860124,-96.70827,10
-22.952111880124022,-22.952111880124022,69,0.0,-22.952111880124022,nan,7.552944,21.369137,0.1480809713628727,0.0,1880000,-22.952111880124022,0.0,10,-22.7052466232276,6.435624,0.1480809713628727,-22.7052466232276,-23.163827794031086,69,0.0,-23.163827794031086,-97.33203,10
-22.619680447562654,-22.619680447562654,70,0.0,-22.619680447562654,nan,7.525059,21.113197,0.06495286740548209,0.0,1904000,-22.619680447562654,0.0,10,-22.531489610566737,6.4377017,0.06495286740548209,-22.531489610566737,-22.729720554880586,70,0.0,-22.729720554880586,-98.079185,10
-22.93610053453085,-22.93610053453085,71,0.0,-22.936100534530855,nan,7.523056,20.952196,0.20868102816738637,0.0,1928000,-22.936100534530855,0.0,10,-22.53061013631252,6.440814,0.20868102816738637,-22.53061013631252,-23.183186125109806,71,0.0,-23.183186125109806,-98.68298,10
-23.60593782365779,-23.60593782365779,72,0.0,-23.60593782365779,nan,7.5280104,20.862015,0.06161795239586553,0.0,1952000,-23.60593782365779,0.0,10,-23.533345993702422,6.442402,0.06161795239586553,-23.533345993702422,-23.722748804058302,72,0.0,-23.722748804058302,-99.288795,10
-21.949930962216307,-21.949930962216307,73,0.0,-21.9499309622163,nan,7.5340724,20.597597,0.050683812455002725,0.0,1976000,-21.9499309622163,0.0,10,-21.865860069235463,6.4455724,0.050683812455002725,-21.865860069235463,-22.037168894362747,73,0.0,-22.037168894362747,-99.87917,10
-22.991704171163843,-22.991704171163843,74,0.0,-22.991704171163846,nan,7.536667,20.355078,0.11549817418040488,0.0,2000000,-22.991704171163846,0.0,10,-22.81554052278729,6.447611,0.11549817418040488,-22.81554052278729,-23.159505404750053,74,0.0,-23.159505404750053,-100.577736,10
-22.310068497467643,-22.310068497467643,75,0.0,-22.310068497467643,nan,7.538965,20.260153,0.08997203143503929,0.0,2024000,-22.310068497467643,0.0,10,-22.12551571864224,6.450297,0.08997203143503929,-22.12551571864224,-22.44571250525944,75,0.0,-22.44571250525944,-101.0999,10
-22.41232166943096,-22.41232166943096,76,0.0,-22.41232166943096,nan,7.536292,20.23984,0.08939095391081044,0.0,2048000,-22.41232166943096,0.0,10,-22.281146827846115,6.4521894,0.08939095391081044,-22.281146827846115,-22.557972721777364,76,0.0,-22.557972721777364,-101.758644,10
-23.050543641047128,-23.050543641047128,77,0.0,-23.05054364104713,nan,7.554169,19.917574,0.08732768226292133,0.0,2072000,-23.05054364104713,0.0,10,-22.88025552230124,6.4542227,0.08732768226292133,-22.88025552230124,-23.20061568801341,77,0.0,-23.20061568801341,-102.277824,10
-23.017851907996608,-23.017851907996608,78,0.0,-23.017851907996608,nan,7.5627127,19.802847,0.07535281198905439,0.0,2096000,-23.017851907996608,0.0,10,-22.905348143057974,6.4551125,0.07535281198905439,-22.905348143057974,-23.210556122731496,78,0.0,-23.210556122731496,-102.83658,10
-22.50710573524265,-22.50710573524265,79,0.0,-22.507105735242654,nan,7.5314255,19.60944,0.06142919654357148,0.0,2120000,-22.507105735242654,0.0,10,-22.407706660136736,6.4552703,0.06142919654357148,-22.407706660136736,-22.587884289764794,79,0.0,-22.587884289764794,-103.34123,10
-22.546752046677078,-22.546752046677078,80,0.0,-22.546752046677074,nan,7.532462,19.470514,0.13319417873467276,0.0,2144000,-22.546752046677074,0.0,10,-22.365793841623578,6.456782,0.13319417873467276,-22.365793841623578,-22.837757610749613,80,0.0,-22.837757610749613,-103.92656,10
-22.486044818982073,-22.486044818982073,81,0.0,-22.48604481898207,nan,7.546005,19.251383,0.08342742413129983,0.0,2168000,-22.48604481898207,0.0,10,-22.37959253005455,6.459708,0.08342742413129983,-22.37959253005455,-22.63073507625676,81,0.0,-22.63073507625676,-104.45759,10
-22.979042006130758,-22.979042006130758,82,0.0,-22.97904200613075,nan,7.547623,19.11395,0.04759715101677079,0.0,2192000,-22.97904200613075,0.0,10,-22.91079074441071,6.460118,0.04759715101677079,-22.91079074441071,-23.056527025516328,82,0.0,-23.056527025516328,-104.988075,10
-22.714625676233545,-22.714625676233545,83,0.0,-22.71462567623354,nan,7.5390177,18.911242,0.03838576441382583,0.0,2216000,-22.71462567623354,0.0,10,-22.640565752747783,6.461724,0.03838576441382583,-22.640565752747783,-22.793548865106867,83,0.0,-22.793548865106867,-105.526184,10
-23.321306958838107,-23.321306958838107,84,0.0,-23.321306958838107,nan,7.541167,18.770966,0.06708964795854401,0.0,2240000,-23.321306958838107,0.0,10,-23.20566869938893,6.4644237,0.06708964795854401,-23.20566869938893,-23.428384094300288,84,0.0,-23.428384094300288,-106.03713,10
-23.166627369190945,-23.166627369190945,85,0.0,-23.166627369190945,nan,7.5497026,18.735493,0.13307245509839938,0.0,2264000,-23.166627369190945,0.0,10,-23.005964422124737,6.4677525,0.13307245509839938,-23.005964422124737,-23.407951820967988,85,0.0,-23.407951820967988,-106.42219,10
-23.258292065949,-23.258292065949,86,0.0,-23.258292065949007,nan,7.551042,18.55518,0.044151633345718824,0.0,2288000,-23.258292065949007,0.0,10,-23.172806771183954,6.4677896,0.044151633345718824,-23.172806771183954,-23.322018365209868,86,0.0,-23.322018365209868,-107.00572,10
-22.55906260685672,-22.55906260685672,87,0.0,-22.55906260685672,nan,7.547822,18.28737,0.06636286346101802,0.0,2312000,-22.55906260685672,0.0,10,-22.45018745009995,6.46733,0.06636286346101802,-22.45018745009995,-22.702434645868788,87,0.0,-22.702434645868788,-107.579185,10
-22.35076960570269,-22.35076960570269,88,0.0,-22.350769605702695,nan,7.540622,18.187258,0.0631583890134385,0.0,2336000,-22.350769605702695,0.0,10,-22.252084432736893,6.47142,0.0631583890134385,-22.252084432736893,-22.4910274661853,88,0.0,-22.4910274661853,-108.07863,10
-22.348983055910416,-22.348983055910416,89,0.0,-22.348983055910416,nan,7.544753,18.092707,0.0692426187784763,0.0,2360000,-22.348983055910416,0.0,10,-22.18632607642864,6.4718747,0.0692426187784763,-22.18632607642864,-22.451324602815774,89,0.0,-22.451324602815774,-108.52922,10
-22.56783984009684,-22.56783984009684,90,0.0,-22.567839840096845,nan,7.5421033,17.995281,0.13197822371383425,0.0,2384000,-22.567839840096845,0.0,10,-22.38566377887878,6.47376,0.13197822371383425,-22.38566377887878,-22.765516126270487,90,0.0,-22.765516126270487,-109.022545,10
