MetaTest/Average/TerminationRate,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/Iteration,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,TotalEnvSteps
0.0,-19.77157908367266,-20.042569094268703,0.1760250893856281,0.0,-19.77157908367266,-0.0008773361,0.0,0.1760250893856281,10,-20.042569094268703,46,7.938429,-20.042569094268707,0.0,-20.446657455432582,127.68928,-20.042569094268707,0.022586752,46,7.652585,-20.446657455432582,10,664000
0.0,-18.097777247667743,-18.394101326602343,0.15504242992857337,0.0,-18.097777247667743,0.0015235969,0.0,0.15504242992857337,10,-18.394101326602343,47,7.825048,-18.394101326602346,0.0,-18.651732729273565,126.57416,-18.394101326602346,0.022023438,47,7.626282,-18.651732729273565,10,676000
0.0,-17.414679320542014,-18.092773018394716,0.47247723040468,0.0,-17.414679320542014,-0.0004764075,0.0,0.47247723040468,10,-18.092773018394716,48,7.7905207,-18.092773018394716,0.0,-19.243011103831332,125.49921,-18.092773018394716,0.021672588,48,7.636063,-19.243011103831332,10,688000
0.0,-18.74259710660847,-18.938317047284603,0.14175560043523808,0.0,-18.74259710660847,0.00045702152,0.0,0.14175560043523808,10,-18.938317047284603,49,7.614434,-18.938317047284606,0.0,-19.13290096534445,124.36553,-18.938317047284606,0.02137289,49,7.6333036,-19.13290096534445,10,700000
0.0,-17.578236772386845,-18.315580511072035,0.41046533541351365,0.0,-17.578236772386845,0.0005315626,0.0,0.41046533541351365,10,-18.315580511072035,50,7.596332,-18.315580511072035,0.0,-19.033318736972028,123.45856,-18.315580511072035,0.021198487,50,7.6580067,-19.033318736972028,10,712000
0.0,-17.885961981087455,-18.233827886177885,0.35288187792729786,0.0,-17.885961981087455,0.0003904122,0.0,0.35288187792729786,10,-18.233827886177885,51,7.4855876,-18.233827886177885,0.0,-19.156082035661598,122.45566,-18.233827886177885,0.020802926,51,7.624821,-19.156082035661598,10,724000
0.0,-18.46332015339539,-18.794535500528266,0.2226943955140669,0.0,-18.46332015339539,0.00011518201,0.0,0.2226943955140669,10,-18.794535500528266,52,7.3779783,-18.794535500528266,0.0,-19.13040640442424,121.48893,-18.794535500528266,0.020538006,52,7.633229,-19.13040640442424,10,736000
0.0,-18.46834325411583,-18.83324088747181,0.23027704879371474,0.0,-18.46834325411583,6.1504856e-05,0.0,0.23027704879371474,10,-18.83324088747181,53,7.2057714,-18.83324088747182,0.0,-19.19276086391479,120.4111,-18.83324088747182,0.020398289,53,7.6268787,-19.19276086391479,10,748000
0.0,-18.18921278824237,-18.49780823115203,0.19986638473069934,0.0,-18.18921278824237,0.00072092714,0.0,0.19986638473069934,10,-18.49780823115203,54,7.169708,-18.49780823115203,0.0,-18.88651306808569,119.39074,-18.49780823115203,0.01997671,54,7.636318,-18.88651306808569,10,760000
0.0,-18.104347586604128,-18.596673193398512,0.3396814381711134,0.0,-18.104347586604128,0.0004300335,0.0,0.3396814381711134,10,-18.596673193398512,55,7.164463,-18.59667319339851,0.0,-19.1266959162781,118.68009,-18.59667319339851,0.019720953,55,7.6356897,-19.1266959162781,10,772000
0.0,-17.970560757054233,-18.50822866317568,0.46791296756855194,0.0,-17.970560757054233,-0.00039213622,0.0,0.46791296756855194,10,-18.50822866317568,56,6.903835,-18.50822866317568,0.0,-19.3844074183341,117.715515,-18.50822866317568,0.019377414,56,7.62749,-19.3844074183341,10,784000
0.0,-17.691109857343353,-18.09663578995761,0.32005163792562746,0.0,-17.691109857343353,0.00046489103,0.0,0.32005163792562746,10,-18.09663578995761,57,6.9309688,-18.096635789957606,0.0,-18.711125718664704,116.91353,-18.096635789957606,0.019470982,57,7.6297,-18.711125718664704,10,796000
0.0,-17.80734548708865,-18.226483065458954,0.194183650577142,0.0,-17.80734548708865,-0.00019836168,0.0,0.194183650577142,10,-18.226483065458954,58,6.9226575,-18.22648306545895,0.0,-18.465906149753025,116.11188,-18.22648306545895,0.019166932,58,7.630228,-18.465906149753025,10,808000
0.0,-17.855020730000383,-18.198002481944464,0.21285363340035765,0.0,-17.855020730000383,0.0008223047,0.0,0.21285363340035765,10,-18.198002481944464,59,6.833871,-18.198002481944464,0.0,-18.637743810146247,115.40439,-18.198002481944464,0.019162316,59,7.6289864,-18.637743810146247,10,820000
0.0,-18.190615180740288,-20.621995127169193,1.1508606210186474,0.0,-18.190615180740288,-9.549139e-05,0.0,1.1508606210186474,10,-20.621995127169193,60,6.937954,-20.621995127169193,0.0,-22.30281208935426,114.628075,-20.621995127169193,0.018752363,60,7.6314077,-22.30281208935426,10,832000
0.0,-18.228719546286232,-20.16200057187465,0.6844415051967441,0.0,-18.228719546286232,0.00010508074,0.0,0.6844415051967441,10,-20.16200057187465,61,6.768692,-20.162000571874646,0.0,-20.805885675209606,113.89205,-20.162000571874646,0.018870616,61,7.626836,-20.805885675209606,10,844000
0.0,-19.934041820255242,-20.406736404086242,0.17392369777890676,0.0,-19.934041820255242,-0.0013196885,0.0,0.17392369777890676,10,-20.406736404086242,62,6.793018,-20.406736404086242,0.0,-20.592317476454912,112.8496,-20.406736404086242,0.019139249,62,7.6249785,-20.592317476454912,10,856000
0.0,-20.52704678995558,-20.963878372861753,0.23788336912511884,0.0,-20.52704678995558,-0.0010982647,0.0,0.23788336912511884,10,-20.963878372861753,63,6.7847686,-20.963878372861753,0.0,-21.28469805498505,111.412,-20.963878372861753,0.020347927,63,7.6207023,-21.28469805498505,10,868000
0.0,-20.82040972636808,-21.168064706023888,0.14036924871839457,0.0,-20.82040972636808,-0.00090321497,0.0,0.14036924871839457,10,-21.168064706023888,64,6.7936797,-21.168064706023884,0.0,-21.396201585187708,110.10104,-21.168064706023884,0.021098036,64,7.614992,-21.396201585187708,10,880000
0.0,-19.099768030277808,-19.469905444802023,0.19650758767827434,0.0,-19.099768030277808,-0.0010526654,0.0,0.19650758767827434,10,-19.469905444802023,65,6.8545303,-19.46990544480203,0.0,-19.718438337859848,108.84878,-19.46990544480203,0.022437584,65,7.5883493,-19.718438337859848,10,892000
0.0,-22.479674745215444,-22.81136603044162,0.22634364783988184,0.0,-22.479674745215444,0.0029683672,0.0,0.22634364783988184,10,-22.81136603044162,66,6.691156,-22.81136603044162,0.0,-23.14428452395897,108.10065,-22.81136603044162,0.021722438,66,7.587681,-23.14428452395897,10,904000
0.0,-19.170204423429055,-19.313636916612804,0.08815882890386012,0.0,-19.170204423429055,0.00096752716,0.0,0.08815882890386012,10,-19.313636916612804,67,6.596594,-19.3136369166128,0.0,-19.486555388623223,107.706795,-19.3136369166128,0.020290473,67,7.5820293,-19.486555388623223,10,916000
0.0,-18.56936262736111,-18.8178439683959,0.18182167973084468,0.0,-18.56936262736111,0.0010597641,0.0,0.18182167973084468,10,-18.8178439683959,68,6.2660575,-18.817843968395902,0.0,-19.066538700382775,107.31506,-18.817843968395902,0.018872606,68,7.6222053,-19.066538700382775,10,928000
0.0,-18.189069213287368,-18.388720478233108,0.145442442980035,0.0,-18.189069213287368,0.0014894,0.0,0.145442442980035,10,-18.388720478233108,69,6.07246,-18.38872047823311,0.0,-18.5782388603555,107.37211,-18.38872047823311,0.018157884,69,7.6251397,-18.5782388603555,10,940000
0.0,-18.508939057929368,-18.843146928553967,0.16580524207422512,0.0,-18.508939057929368,-0.0002428262,0.0,0.16580524207422512,10,-18.843146928553967,70,5.907346,-18.84314692855397,0.0,-19.077080141542776,107.44045,-18.84314692855397,0.017801082,70,7.628076,-19.077080141542776,10,952000
0.0,-18.75796661514976,-20.330124972133675,0.8358734282286492,0.0,-18.75796661514976,-0.0006995603,0.0,0.8358734282286492,10,-20.330124972133675,71,5.750081,-20.33012497213367,0.0,-22.049010173243744,107.406715,-20.33012497213367,0.018066084,71,7.6221747,-22.049010173243744,10,964000
0.0,-19.224293294320933,-19.41976023662225,0.12493649511843431,0.0,-19.224293294320933,-0.0014988001,0.0,0.12493649511843431,10,-19.41976023662225,72,5.6982985,-19.41976023662225,0.0,-19.62950258061475,107.2687,-19.41976023662225,0.019009974,72,7.62209,-19.62950258061475,10,976000
0.0,-18.165778160366887,-18.596162752314303,0.38276855114739766,0.0,-18.165778160366887,-0.00014421731,0.0,0.38276855114739766,10,-18.596162752314303,73,5.5461583,-18.596162752314306,0.0,-19.547296447602328,107.11799,-18.596162752314306,0.01937005,73,7.623138,-19.547296447602328,10,988000
0.0,-20.47149784856314,-21.415711597373935,0.47168778276324885,0.0,-20.47149784856314,-0.00013369566,0.0,0.47168778276324885,10,-21.415711597373935,74,5.4669003,-21.415711597373935,0.0,-22.28584431766918,106.86786,-21.415711597373935,0.019223869,74,7.622913,-22.28584431766918,10,1000000
0.0,-18.502843961720195,-19.56533200931428,0.5129172600085876,0.0,-18.502843961720195,0.0010761687,0.0,0.5129172600085876,10,-19.56533200931428,75,5.363162,-19.565332009314282,0.0,-20.245528193992246,106.5422,-19.565332009314282,0.019244514,75,7.626507,-20.245528193992246,10,1012000
0.0,-18.574760564106153,-19.696458575493992,0.6067211613067277,0.0,-18.574760564106153,-0.00042944957,0.0,0.6067211613067277,10,-19.696458575493992,76,5.3663254,-19.69645857549398,0.0,-20.62249848626278,106.370155,-19.69645857549398,0.019041248,76,7.6248565,-20.62249848626278,10,1024000
0.0,-18.157594401728918,-18.586097157608986,0.36314345338879606,0.0,-18.157594401728918,0.0004481778,0.0,0.36314345338879606,10,-18.586097157608986,77,5.2646127,-18.586097157608982,0.0,-19.48276165655418,106.06572,-18.586097157608982,0.01887867,77,7.62396,-19.48276165655418,10,1036000
0.0,-18.924801625580983,-19.87362033451752,0.43403806760690644,0.0,-18.924801625580983,-0.00018136221,0.0,0.43403806760690644,10,-19.87362033451752,78,5.112711,-19.873620334517522,0.0,-20.466738706588224,105.94211,-19.873620334517522,0.018856255,78,7.625668,-20.466738706588224,10,1048000
0.0,-18.186115416629434,-18.795234911230818,0.695749718608043,0.0,-18.186115416629434,-0.00019136441,0.0,0.695749718608043,10,-18.795234911230818,79,5.0938387,-18.795234911230825,0.0,-20.129134943791684,105.64089,-18.795234911230825,0.018507663,79,7.62488,-20.129134943791684,10,1060000
