MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/lever-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/lever-pull-v1/AverageReturn,TotalEnvSteps,MetaTest/lever-pull-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/lever-pull-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/lever-pull-v1/TerminationRate,MetaTest/lever-pull-v1/Iteration,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/lever-pull-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/lever-pull-v1/StdReturn
7.6407256,1.3979201889017239,0.0,-8.343001454183355,-8.343001454183353,512000,-6.506992423343898,-10.912003000631065,nan,22.224089,-6.506992423343898,0.0,12,10,-66.73231,0.0,12,-8.343001454183355,-10.912003000631065,10,6.464186,-8.343001454183353,0.0,1.3979201889017239
7.64187,0.9465208913625328,0.0,-7.116980597675853,-7.116980597675851,536000,-5.881990420636739,-9.049768226599223,nan,22.776888,-5.881990420636739,0.0,13,10,-73.35278,0.0,13,-7.116980597675853,-9.049768226599223,10,6.4590073,-7.116980597675851,0.0,0.9465208913625328
7.626595,1.4128955800895346,0.0,-7.67417246811663,-7.674172468116632,560000,-5.518634924553433,-9.404035786684998,nan,23.117298,-5.518634924553433,0.0,14,10,-78.62024,0.0,14,-7.67417246811663,-9.404035786684998,10,6.4513087,-7.674172468116632,0.0,1.4128955800895346
7.6364083,1.2594600129274585,0.0,-6.832653303344628,-6.832653303344631,584000,-4.435624740943632,-8.32914080267323,nan,23.283627,-4.435624740943632,0.0,15,10,-83.44186,0.0,15,-6.832653303344628,-8.32914080267323,10,6.445569,-6.832653303344631,0.0,1.2594600129274585
7.6320457,0.9333352339495692,0.0,-5.858513035215806,-5.8585130352158075,608000,-5.014919703899107,-8.378448178759312,nan,23.287619,-5.014919703899107,0.0,16,10,-89.04389,0.0,16,-5.858513035215806,-8.378448178759312,10,6.4464035,-5.8585130352158075,0.0,0.9333352339495692
7.634962,1.1415074437167616,0.0,-7.117118234601085,-7.117118234601085,632000,-4.796446627629284,-8.662101411540323,nan,23.195105,-4.796446627629284,0.0,17,10,-94.1319,0.0,17,-7.117118234601085,-8.662101411540323,10,6.4448867,-7.117118234601085,0.0,1.1415074437167616
7.6387334,0.5422839631255336,0.0,-4.8588380641691025,-4.858838064169102,656000,-4.074106611203894,-5.8828704698827705,nan,23.230608,-4.074106611203894,0.0,18,10,-99.357925,0.0,18,-4.8588380641691025,-5.8828704698827705,10,6.44325,-4.858838064169102,0.0,0.5422839631255336
7.626346,1.1663822734650287,0.0,-5.658305417126401,-5.658305417126401,680000,-3.5886413632428775,-7.293290164993402,nan,23.003986,-3.5886413632428775,0.0,19,10,-103.17474,0.0,19,-5.658305417126401,-7.293290164993402,10,6.4408035,-5.658305417126401,0.0,1.1663822734650287
7.627103,1.3121062569633986,0.0,-6.02433202185008,-6.02433202185008,704000,-4.3214912427198255,-8.567926771375292,nan,22.912281,-4.3214912427198255,0.0,20,10,-107.00134,0.0,20,-6.02433202185008,-8.567926771375292,10,6.4426312,-6.02433202185008,0.0,1.3121062569633986
7.630574,1.0905282944226964,0.0,-5.831454798024778,-5.831454798024778,728000,-4.447668604402326,-7.743011021959005,nan,22.753496,-4.447668604402326,0.0,21,10,-110.939,0.0,21,-5.831454798024778,-7.743011021959005,10,6.4450264,-5.831454798024778,0.0,1.0905282944226964
7.6358447,1.416209706116566,0.0,-5.705046841655975,-5.705046841655977,752000,-4.064160319742856,-8.467599926885832,nan,22.789364,-4.064160319742856,0.0,22,10,-113.23741,0.0,22,-5.705046841655975,-8.467599926885832,10,6.4439535,-5.705046841655977,0.0,1.416209706116566
7.6301622,1.2758007338444242,0.0,-5.774466370964655,-5.774466370964656,776000,-3.717852214987071,-7.692368210427085,nan,22.682993,-3.717852214987071,0.0,23,10,-116.627815,0.0,23,-5.774466370964655,-7.692368210427085,10,6.4458723,-5.774466370964656,0.0,1.2758007338444242
7.6337705,1.5873974534377424,0.0,-5.5758767037206916,-5.57587670372069,800000,-3.289953595090186,-8.866331185419785,nan,22.60699,-3.289953595090186,0.0,24,10,-119.8381,0.0,24,-5.5758767037206916,-8.866331185419785,10,6.4485106,-5.57587670372069,0.0,1.5873974534377424
7.6299624,1.4304598702689075,0.0,-5.201767841735667,-5.201767841735665,824000,-3.3716466237267997,-7.64249889838287,nan,22.683079,-3.3716466237267997,0.0,25,10,-122.797516,0.0,25,-5.201767841735667,-7.64249889838287,10,6.4495106,-5.201767841735665,0.0,1.4304598702689075
7.6358867,1.4819564860414947,0.0,-5.948855457482601,-5.948855457482599,848000,-3.7829356786953965,-8.603298336532282,nan,22.415064,-3.7829356786953965,0.0,26,10,-125.37421,0.0,26,-5.948855457482601,-8.603298336532282,10,6.452075,-5.948855457482599,0.0,1.4819564860414947
7.625708,1.1848486681573733,0.0,-5.276727181132783,-5.27672718113278,872000,-4.047911193335283,-8.186989311930356,nan,22.522219,-4.047911193335283,0.0,27,10,-127.92973,0.0,27,-5.276727181132783,-8.186989311930356,10,6.457407,-5.27672718113278,0.0,1.1848486681573733
7.6350555,1.400662055006375,0.0,-5.477616575003561,-5.477616575003562,896000,-3.1445531004223413,-7.85597663045189,nan,22.522987,-3.1445531004223413,0.0,28,10,-129.6769,0.0,28,-5.477616575003561,-7.85597663045189,10,6.4588614,-5.477616575003562,0.0,1.400662055006375
7.6300516,0.8805275162489821,0.0,-5.084301126666755,-5.084301126666755,920000,-4.027423275239443,-7.0697977759287545,nan,22.42616,-4.027423275239443,0.0,29,10,-132.58304,0.0,29,-5.084301126666755,-7.0697977759287545,10,6.460793,-5.084301126666755,0.0,0.8805275162489821
7.624672,1.1073295702617643,0.0,-5.3219461771380345,-5.3219461771380345,944000,-3.9103365552879206,-7.984918198496894,nan,22.173563,-3.9103365552879206,0.0,30,10,-134.7325,0.0,30,-5.3219461771380345,-7.984918198496894,10,6.4642158,-5.3219461771380345,0.0,1.1073295702617643
7.6251044,1.1662310778363347,0.0,-4.750819572132533,-4.750819572132532,968000,-3.1920141762277674,-7.053299654376213,nan,22.03021,-3.1920141762277674,0.0,31,10,-136.89624,0.0,31,-4.750819572132533,-7.053299654376213,10,6.465705,-4.750819572132532,0.0,1.1662310778363347
7.626421,0.9807359151421836,0.0,-4.599300709057802,-4.599300709057802,992000,-3.173676527219914,-6.3245704190706995,nan,21.879162,-3.173676527219914,0.0,32,10,-139.08665,0.0,32,-4.599300709057802,-6.3245704190706995,10,6.4689064,-4.599300709057802,0.0,0.9807359151421836
7.625164,1.4370695217326284,0.0,-4.92081525867452,-4.920815258674519,1016000,-3.140145253718861,-6.75978702311893,nan,21.674883,-3.140145253718861,0.0,33,10,-140.90974,0.0,33,-4.92081525867452,-6.75978702311893,10,6.4700136,-4.920815258674519,0.0,1.4370695217326284
7.624632,1.096436434722449,0.0,-4.588422532660452,-4.588422532660452,1040000,-3.2138541889355046,-6.478604920069727,nan,21.46981,-3.2138541889355046,0.0,34,10,-142.92245,0.0,34,-4.588422532660452,-6.478604920069727,10,6.4728317,-4.588422532660452,0.0,1.096436434722449
7.624632,0.803760576339386,0.0,-4.421404136504861,-4.4214041365048615,1064000,-3.379185261257379,-6.215489796454756,nan,21.251385,-3.379185261257379,0.0,35,10,-145.26616,0.0,35,-4.421404136504861,-6.215489796454756,10,6.475619,-4.4214041365048615,0.0,0.803760576339386
7.624632,1.5002649494777391,0.0,-4.2768111394045825,-4.2768111394045825,1088000,-2.913328682153808,-8.046975492697305,nan,21.095388,-2.913328682153808,0.0,36,10,-147.18246,0.0,36,-4.2768111394045825,-8.046975492697305,10,6.476313,-4.2768111394045825,0.0,1.5002649494777391
7.624632,1.3403612718546178,0.0,-4.929828399537898,-4.9298283995378975,1112000,-3.221411017580555,-7.209599847684952,nan,21.010563,-3.221411017580555,0.0,37,10,-148.54143,0.0,37,-4.929828399537898,-7.209599847684952,10,6.4780955,-4.9298283995378975,0.0,1.3403612718546178
7.624632,0.7048743403397307,0.0,-3.645824915872759,-3.6458249158727583,1136000,-2.952370452259018,-4.771831676059909,nan,20.849585,-2.952370452259018,0.0,38,10,-150.37349,0.0,38,-3.645824915872759,-4.771831676059909,10,6.479427,-3.6458249158727583,0.0,0.7048743403397307
7.624632,1.1736923790959164,0.0,-5.251501833833472,-5.251501833833473,1160000,-3.2548344038020596,-6.5766828737979255,nan,20.799593,-3.2548344038020596,0.0,39,10,-151.90709,0.0,39,-5.251501833833472,-6.5766828737979255,10,6.4796815,-5.251501833833473,0.0,1.1736923790959164
7.624632,0.8603704264737718,0.0,-4.090085611964694,-4.090085611964694,1184000,-2.8742282183512415,-5.925776021126752,nan,20.680813,-2.8742282183512415,0.0,40,10,-153.43922,0.0,40,-4.090085611964694,-5.925776021126752,10,6.4829264,-4.090085611964694,0.0,0.8603704264737718
7.624632,0.6793832457586011,0.0,-3.9256909378242737,-3.9256909378242737,1208000,-2.845857805030389,-4.787837265149848,nan,20.534634,-2.845857805030389,0.0,41,10,-154.9988,0.0,41,-3.9256909378242737,-4.787837265149848,10,6.483089,-3.9256909378242737,0.0,0.6793832457586011
7.624632,1.063975657331999,0.0,-3.7962151502316437,-3.7962151502316432,1232000,-2.906676089218457,-6.440143206311701,nan,20.143265,-2.906676089218457,0.0,42,10,-156.51582,0.0,42,-3.7962151502316437,-6.440143206311701,10,6.4851084,-3.7962151502316432,0.0,1.063975657331999
7.624632,0.7212042266732933,0.0,-3.405816639497714,-3.4058166394977136,1256000,-2.7938170306703847,-5.405719326355712,nan,19.96768,-2.7938170306703847,0.0,43,10,-157.88849,0.0,43,-3.405816639497714,-5.405719326355712,10,6.4887586,-3.4058166394977136,0.0,0.7212042266732933
7.624632,0.834104654604447,0.0,-3.7853184784004767,-3.7853184784004767,1280000,-2.6912313808277477,-5.429868421218132,nan,19.852726,-2.6912313808277477,0.0,44,10,-159.40999,0.0,44,-3.7853184784004767,-5.429868421218132,10,6.4914265,-3.7853184784004767,0.0,0.834104654604447
7.624632,0.5330530093828402,0.0,-3.6482732929171013,-3.648273292917101,1304000,-2.9221794954347193,-4.478354953792134,nan,19.80382,-2.9221794954347193,0.0,45,10,-160.66777,0.0,45,-3.6482732929171013,-4.478354953792134,10,6.49137,-3.648273292917101,0.0,0.5330530093828402
7.624632,0.9252583975660148,0.0,-4.0703938153504735,-4.070393815350474,1328000,-2.599232953391472,-6.245346291317978,nan,19.507727,-2.599232953391472,0.0,46,10,-162.20807,0.0,46,-4.0703938153504735,-6.245346291317978,10,6.4937015,-4.070393815350474,0.0,0.9252583975660148
7.624632,1.1007407677638785,0.0,-4.280689184175294,-4.280689184175294,1352000,-2.5674234090692933,-6.21387325654169,nan,19.450047,-2.5674234090692933,0.0,47,10,-163.71663,0.0,47,-4.280689184175294,-6.21387325654169,10,6.4965463,-4.280689184175294,0.0,1.1007407677638785
7.624632,0.7600487452151367,0.0,-4.134435325509269,-4.13443532550927,1376000,-3.009114209421359,-5.371753464467036,nan,19.2556,-3.009114209421359,0.0,48,10,-164.9504,0.0,48,-4.134435325509269,-5.371753464467036,10,6.498794,-4.13443532550927,0.0,0.7600487452151367
7.624632,1.0190247493178992,0.0,-4.149944635665531,-4.149944635665532,1400000,-3.1325589340112776,-5.731036367469071,nan,19.15252,-3.1325589340112776,0.0,49,10,-165.97078,0.0,49,-4.149944635665531,-5.731036367469071,10,6.4999433,-4.149944635665532,0.0,1.0190247493178992
7.624632,0.4430700875637477,0.0,-4.099857610739082,-4.099857610739083,1424000,-3.250317657106028,-4.673661267384342,nan,19.108545,-3.250317657106028,0.0,50,10,-167.1833,0.0,50,-4.099857610739082,-4.673661267384342,10,6.5013056,-4.099857610739083,0.0,0.4430700875637477
7.624632,0.9350424304904559,0.0,-4.15257696934477,-4.15257696934477,1448000,-2.9563044925184188,-6.392615532724866,nan,18.958479,-2.9563044925184188,0.0,51,10,-168.14178,0.0,51,-4.15257696934477,-6.392615532724866,10,6.504952,-4.15257696934477,0.0,0.9350424304904559
7.624632,1.3182373279394126,0.0,-4.441069085976876,-4.441069085976876,1472000,-2.679289306351569,-6.653215260049686,nan,18.866367,-2.679289306351569,0.0,52,10,-169.174,0.0,52,-4.441069085976876,-6.653215260049686,10,6.5054736,-4.441069085976876,0.0,1.3182373279394126
7.624632,0.6777781524677182,0.0,-3.5186753716784187,-3.5186753716784183,1496000,-2.6302488002534683,-4.714692938228633,nan,18.843605,-2.6302488002534683,0.0,53,10,-169.90572,0.0,53,-3.5186753716784187,-4.714692938228633,10,6.506101,-3.5186753716784183,0.0,0.6777781524677182
7.624632,0.4360317183297931,0.0,-3.9834431146755236,-3.9834431146755236,1520000,-3.2121954429760717,-4.520274548573859,nan,18.76304,-3.2121954429760717,0.0,54,10,-170.98746,0.0,54,-3.9834431146755236,-4.520274548573859,10,6.5082736,-3.9834431146755236,0.0,0.4360317183297931
7.624632,0.582027303539568,0.0,-3.8876668308183566,-3.8876668308183566,1544000,-3.1583102198806627,-4.805497824140125,nan,18.518362,-3.1583102198806627,0.0,55,10,-172.0534,0.0,55,-3.8876668308183566,-4.805497824140125,10,6.509263,-3.8876668308183566,0.0,0.582027303539568
7.624632,0.5961937714641702,0.0,-4.079187581309499,-4.079187581309498,1568000,-3.2206422685563925,-5.343445349989694,nan,18.407188,-3.2206422685563925,0.0,56,10,-173.02737,0.0,56,-4.079187581309499,-5.343445349989694,10,6.5099707,-4.079187581309498,0.0,0.5961937714641702
7.624632,0.814517097379891,0.0,-3.714766698653535,-3.714766698653534,1592000,-2.736193252767458,-5.01993799473482,nan,18.370457,-2.736193252767458,0.0,57,10,-174.03882,0.0,57,-3.714766698653535,-5.01993799473482,10,6.5122237,-3.714766698653534,0.0,0.814517097379891
7.624632,0.9735015246941112,0.0,-3.9748565360350367,-3.9748565360350363,1616000,-2.691953729598317,-5.591449902069875,nan,18.200583,-2.691953729598317,0.0,58,10,-174.91696,0.0,58,-3.9748565360350367,-5.591449902069875,10,6.5164204,-3.9748565360350363,0.0,0.9735015246941112
7.624632,0.8315141833587779,0.0,-3.9267307424637172,-3.926730742463716,1640000,-3.069449060468826,-5.305072256095652,nan,18.090586,-3.069449060468826,0.0,59,10,-175.70369,0.0,59,-3.9267307424637172,-5.305072256095652,10,6.5165863,-3.926730742463716,0.0,0.8315141833587779
7.624632,0.7674028698641834,0.0,-3.929358521842583,-3.929358521842585,1664000,-3.043108250991099,-5.5105304699326485,nan,18.039461,-3.043108250991099,0.0,60,10,-176.5719,0.0,60,-3.929358521842583,-5.5105304699326485,10,6.518414,-3.929358521842585,0.0,0.7674028698641834
7.624632,0.7108697717365772,0.0,-3.669208197348741,-3.669208197348741,1688000,-2.666951553812225,-5.312230441749244,nan,18.069983,-2.666951553812225,0.0,61,10,-177.28894,0.0,61,-3.669208197348741,-5.312230441749244,10,6.517916,-3.669208197348741,0.0,0.7108697717365772
7.624632,0.4961775583335559,0.0,-3.7131172105436887,-3.7131172105436883,1712000,-3.021753670832919,-4.695699340535146,nan,17.916067,-3.021753670832919,0.0,62,10,-178.06313,0.0,62,-3.7131172105436887,-4.695699340535146,10,6.5204825,-3.7131172105436883,0.0,0.4961775583335559
7.624632,0.6351885350163511,0.0,-3.799882155656294,-3.7998821556562925,1736000,-2.8929928621040126,-4.974445625012054,nan,17.968344,-2.8929928621040126,0.0,63,10,-178.73769,0.0,63,-3.799882155656294,-4.974445625012054,10,6.52073,-3.7998821556562925,0.0,0.6351885350163511
7.624632,0.4294126288044059,0.0,-3.838523430842694,-3.8385234308426925,1760000,-2.9685173349843264,-4.285176789355857,nan,17.872576,-2.9685173349843264,0.0,64,10,-179.38045,0.0,64,-3.838523430842694,-4.285176789355857,10,6.521154,-3.8385234308426925,0.0,0.4294126288044059
7.624632,0.5964496269957053,0.0,-3.69828500370077,-3.69828500370077,1784000,-2.746994531582799,-4.62517771032589,nan,17.867292,-2.746994531582799,0.0,65,10,-179.95758,0.0,65,-3.69828500370077,-4.62517771032589,10,6.5230174,-3.69828500370077,0.0,0.5964496269957053
7.624632,0.6339059051909046,0.0,-3.7066310348553166,-3.7066310348553144,1808000,-2.4666628032110247,-4.492395738140202,nan,17.80135,-2.4666628032110247,0.0,66,10,-180.6625,0.0,66,-3.7066310348553166,-4.492395738140202,10,6.5231743,-3.7066310348553144,0.0,0.6339059051909046
7.624632,0.8633083289499758,0.0,-3.8221080171114172,-3.822108017111417,1832000,-2.4462909940561683,-4.792564079415057,nan,17.657053,-2.4462909940561683,0.0,67,10,-181.30162,0.0,67,-3.8221080171114172,-4.792564079415057,10,6.525028,-3.822108017111417,0.0,0.8633083289499758
7.624632,0.6159635915288859,0.0,-3.800466044616061,-3.800466044616061,1856000,-2.6271444088022444,-5.065402724946921,nan,17.704737,-2.6271444088022444,0.0,68,10,-181.90385,0.0,68,-3.800466044616061,-5.065402724946921,10,6.525341,-3.800466044616061,0.0,0.6159635915288859
7.624632,0.8527167787890896,0.0,-3.6424361695175294,-3.642436169517528,1880000,-2.6682630418085234,-5.097841812922035,nan,17.741598,-2.6682630418085234,0.0,69,10,-182.52844,0.0,69,-3.6424361695175294,-5.097841812922035,10,6.526215,-3.642436169517528,0.0,0.8527167787890896
7.624632,0.5637107085010399,0.0,-3.8988675278159803,-3.8988675278159795,1904000,-2.8791679419803144,-4.99346271711905,nan,17.337852,-2.8791679419803144,0.0,70,10,-183.19307,0.0,70,-3.8988675278159803,-4.99346271711905,10,6.527818,-3.8988675278159795,0.0,0.5637107085010399
7.624632,0.5983936616043339,0.0,-4.261105915309502,-4.2611059153095034,1928000,-2.91577304842719,-4.947800204711911,nan,17.374414,-2.91577304842719,0.0,71,10,-183.61513,0.0,71,-4.261105915309502,-4.947800204711911,10,6.529666,-4.2611059153095034,0.0,0.5983936616043339
7.624632,0.9238578286446303,0.0,-4.243823506885805,-4.243823506885805,1952000,-2.5119248428691585,-5.794158235451694,nan,17.164356,-2.5119248428691585,0.0,72,10,-184.3153,0.0,72,-4.243823506885805,-5.794158235451694,10,6.529828,-4.243823506885805,0.0,0.9238578286446303
7.624632,0.5368759740418527,0.0,-4.118223674323123,-4.118223674323124,1976000,-3.128250449066429,-4.654632550626715,nan,17.181894,-3.128250449066429,0.0,73,10,-184.933,0.0,73,-4.118223674323123,-4.654632550626715,10,6.5312343,-4.118223674323124,0.0,0.5368759740418527
7.624632,0.5059031731849366,0.0,-3.6180213423769843,-3.6180213423769843,2000000,-2.968297889411694,-4.474914290125406,nan,17.181253,-2.968297889411694,0.0,74,10,-185.37488,0.0,74,-3.6180213423769843,-4.474914290125406,10,6.532231,-3.6180213423769843,0.0,0.5059031731849366
7.624632,0.4292676043620035,0.0,-3.7515240047354297,-3.7515240047354284,2024000,-2.841419996575566,-4.4342894130066455,nan,17.02396,-2.841419996575566,0.0,75,10,-185.9224,0.0,75,-3.7515240047354297,-4.4342894130066455,10,6.5328283,-3.7515240047354284,0.0,0.4292676043620035
7.624632,0.71884757560004,0.0,-4.1135317637622055,-4.1135317637622055,2048000,-2.821790908151043,-5.443015732665524,nan,16.95131,-2.821790908151043,0.0,76,10,-186.31337,0.0,76,-4.1135317637622055,-5.443015732665524,10,6.533011,-4.1135317637622055,0.0,0.71884757560004
7.624632,0.9156312212005078,0.0,-3.956780917872867,-3.9567809178728672,2072000,-2.6326082218792926,-5.066382957900998,nan,16.756817,-2.6326082218792926,0.0,77,10,-186.88963,0.0,77,-3.956780917872867,-5.066382957900998,10,6.5339117,-3.9567809178728672,0.0,0.9156312212005078
7.624632,0.9042685521773312,0.0,-3.615662732191963,-3.6156627321919634,2096000,-2.3665748061511938,-5.45585720324157,nan,16.72862,-2.3665748061511938,0.0,78,10,-187.36589,0.0,78,-3.615662732191963,-5.45585720324157,10,6.5354366,-3.6156627321919634,0.0,0.9042685521773312
7.624632,0.31035794004461476,0.0,-3.3987162876902692,-3.3987162876902692,2120000,-2.942238487289224,-3.965477151861438,nan,16.595856,-2.942238487289224,0.0,79,10,-187.88205,0.0,79,-3.3987162876902692,-3.965477151861438,10,6.5354686,-3.3987162876902692,0.0,0.31035794004461476
7.624632,0.5150693250115216,0.0,-3.7767967290607154,-3.7767967290607145,2144000,-2.9588324004008566,-4.466246280606387,nan,16.454565,-2.9588324004008566,0.0,80,10,-188.418,0.0,80,-3.7767967290607154,-4.466246280606387,10,6.536939,-3.7767967290607145,0.0,0.5150693250115216
7.624632,0.5265083201854684,0.0,-3.80439387270705,-3.80439387270705,2168000,-2.7895279818819914,-4.405570274537612,nan,16.520899,-2.7895279818819914,0.0,81,10,-188.85197,0.0,81,-3.80439387270705,-4.405570274537612,10,6.5382576,-3.80439387270705,0.0,0.5265083201854684
7.624632,0.56407669963859,0.0,-3.919548447616754,-3.919548447616754,2192000,-2.9718246542579205,-4.707336695762894,nan,16.555262,-2.9718246542579205,0.0,82,10,-189.34558,0.0,82,-3.919548447616754,-4.707336695762894,10,6.538497,-3.919548447616754,0.0,0.56407669963859
7.624632,0.7578937962948509,0.0,-4.284846894006779,-4.284846894006778,2216000,-2.895502679984057,-5.286472248936796,nan,16.324688,-2.895502679984057,0.0,83,10,-189.79613,0.0,83,-4.284846894006779,-5.286472248936796,10,6.5406475,-4.284846894006778,0.0,0.7578937962948509
7.624632,0.7137774849326903,0.0,-3.923788331969052,-3.9237883319690523,2240000,-2.8493770613165537,-5.176207457463804,nan,16.33592,-2.8493770613165537,0.0,84,10,-190.27785,0.0,84,-3.923788331969052,-5.176207457463804,10,6.5401397,-3.9237883319690523,0.0,0.7137774849326903
7.624632,0.5153898909409835,0.0,-3.3726301901714812,-3.3726301901714812,2264000,-2.6232727385834966,-4.1051075685967415,nan,16.455633,-2.6232727385834966,0.0,85,10,-190.66138,0.0,85,-3.3726301901714812,-4.1051075685967415,10,6.5396147,-3.3726301901714812,0.0,0.5153898909409835
7.624632,0.9338533370649206,0.0,-4.641878044259426,-4.641878044259425,2288000,-3.258225463499456,-6.3887921794759475,nan,15.930203,-3.258225463499456,0.0,86,10,-191.17093,0.0,86,-4.641878044259426,-6.3887921794759475,10,6.5402217,-4.641878044259425,0.0,0.9338533370649206
7.624632,0.7397695801189111,0.0,-3.7411630829659943,-3.7411630829659948,2312000,-2.9508376419962397,-5.153142083686802,nan,15.855784,-2.9508376419962397,0.0,87,10,-191.66132,0.0,87,-3.7411630829659943,-5.153142083686802,10,6.5413313,-3.7411630829659948,0.0,0.7397695801189111
7.624632,0.60757436948983,0.0,-4.077085072198105,-4.077085072198105,2336000,-3.3440822575792954,-5.500796848107247,nan,15.832258,-3.3440822575792954,0.0,88,10,-192.07806,0.0,88,-4.077085072198105,-5.500796848107247,10,6.5440507,-4.077085072198105,0.0,0.60757436948983
7.624632,0.34108265768334933,0.0,-4.147690158885229,-4.14769015888523,2360000,-3.5938571769580907,-4.607482568061554,nan,15.755001,-3.5938571769580907,0.0,89,10,-192.49153,0.0,89,-4.147690158885229,-4.607482568061554,10,6.544283,-4.14769015888523,0.0,0.34108265768334933
