MetaTest/sweep-into-v1/Iteration,Average/NumEpisodes,MetaTest/sweep-into-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,Average/Iteration,sweep-into-v1/AverageReturn,sweep-into-v1/SuccessRate,policy/LossAfter,TotalEnvSteps,policy/Entropy,MetaTest/sweep-into-v1/TerminationRate,Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/sweep-into-v1/NumEpisodes,Average/MinReturn,policy/KL,policy/LossBefore,MetaTest/sweep-into-v1/StdReturn,MetaTest/Average/MaxReturn,sweep-into-v1/NumEpisodes,sweep-into-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,policy/dLoss,MetaTest/Average/Iteration,sweep-into-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,policy/KLBefore,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/sweep-into-v1/SuccessRate,MetaTest/sweep-into-v1/AverageDiscountedReturn,sweep-into-v1/TerminationRate,Average/StdReturn,Average/SuccessRate,sweep-into-v1/MinReturn,MetaTest/Average/MinReturn,sweep-into-v1/Iteration,MetaTest/sweep-into-v1/MinReturn,LinearFeatureBaseline/ExplainedVariance,Average/AverageReturn,MetaTest/Average/AverageReturn,sweep-into-v1/StdReturn,MetaTest/sweep-into-v1/MaxReturn
1,100,293.79419729810576,0.0,0.0,10,181.36164337841885,0.05,-0.5476409,220000,5.5447335,0.0,0.0,550.2845796987725,10,-67.75847179555062,0.007612761,0.1328332,550.2845796987725,1486.8764752138352,100,67.42782998975949,67.42782998975949,0.6804741,1,5528.51778435901,293.7941972981055,0.0,5528.51778435901,10,0.0,293.7941972981055,0.0,660.6334275609022,0.05,-67.75847179555062,-32.93372282792765,10,-32.93372282792765,0.3676363647980744,181.36164337841885,293.79419729810576,660.6334275609022,1486.8764752138352
,100,,,,11,395.2246808976241,0.05,-0.82373244,240000,5.500564,,0.0,,,-54.8835770217484,0.008521385,0.551331,,,100,167.20250732631104,167.20250732631104,1.3750634,,7212.977151510059,,0.0,7212.977151510059,,,,0.0,1116.005448799057,0.05,-54.8835770217484,,11,,0.13540664463647767,395.2246808976241,,1116.005448799057,
,100,,,,12,755.5370237985425,0.07,-2.1404696,260000,5.477468,,0.0,,,-39.65911945135789,0.0065824445,0.106641404,,,100,270.8343655739324,270.8343655739324,2.2471108,,9990.51908973226,,0.0,9990.51908973226,,,,0.0,1823.435493020403,0.07,-39.65911945135789,,12,,0.22762075818476402,755.5370237985425,,1823.435493020403,
,100,,,,13,524.3940933289107,0.07,-2.7022226,280000,5.4678507,,0.0,,,-44.96664625580135,0.0049695517,-1.6257429,,,100,219.0780293924238,219.0780293924238,1.0764797,,7929.77071950973,,0.0,7929.77071950973,,,,0.0,1203.0721562693234,0.07,-44.96664625580135,,13,,0.18908201898587873,524.3940933289107,,1203.0721562693234,
,100,,,,14,945.3851909110708,0.11,-1.3400891,300000,5.442001,,0.0,,,-43.7470656149864,0.0076646972,1.7709469,,,100,337.5361976333117,337.5361976333117,3.1110358,,22291.721564026546,,0.0,22291.721564026546,,,,0.0,2690.3671318493048,0.11,-43.7470656149864,,14,,0.19970484737492333,945.3851909110708,,2690.3671318493048,
,100,,,,15,858.6267547252875,0.06,-0.30519453,320000,5.429314,,0.0,,,-56.364347571791534,0.0049453187,0.97622186,,,100,339.7271320098867,339.7271320098867,1.2814164,,8581.256421575119,,0.0,8581.256421575119,,,,0.0,1499.2224243306482,0.06,-56.364347571791534,,15,,0.1773303783919159,858.6267547252875,,1499.2224243306482,
,100,,,,16,1120.1982815541605,0.03,-1.0957172,340000,5.4216256,,0.0,,,-43.19266216939809,0.007229805,1.6272172,,,100,385.6595360707074,385.6595360707074,2.7229342,,12268.068183358939,,0.0,12268.068183358939,,,,0.0,2419.208973524047,0.03,-43.19266216939809,,16,,0.25049170592146075,1120.1982815541605,,2419.208973524047,
,100,,,,17,1210.973310501696,0.08,-3.6613843,360000,5.4007573,,0.0,,,-45.83482715834352,0.006016983,-0.49919453,,,100,385.86947870180927,385.86947870180927,3.1621897,,17392.889147588543,,0.0,17392.889147588543,,,,0.0,2636.4292728229957,0.08,-45.83482715834352,,17,,0.23327794448294836,1210.973310501696,,2636.4292728229957,
,100,,,,18,1629.1960938485915,0.06,-1.5186242,380000,5.3860903,,0.0,,,-32.317747884495645,0.0075405296,2.267664,,,100,567.7198999754032,567.7198999754032,3.7862883,,15362.926420912272,,0.0,15362.926420912272,,,,0.0,3258.7103124473806,0.06,-32.317747884495645,,18,,0.24443477270737202,1629.1960938485915,,3258.7103124473806,
,100,,,,19,2020.7454367759212,0.14,-3.2398539,400000,5.3596673,,0.0,,,-56.2792961349006,0.0073955804,1.677664,,,100,679.6781716930575,679.6781716930575,4.9175177,,30420.383937629715,,0.0,30420.383937629715,,,,0.0,4810.962121812901,0.14,-56.2792961349006,,19,,0.20167988472841958,2020.7454367759212,,4810.962121812901,
2,100,2098.0310297138813,0.2,0.0,20,1147.3693693862626,0.03,-3.509253,420000,5.3173113,0.0,0.0,3302.359536668383,10,-43.750277936913655,0.0074343476,-0.33120155,3302.359536668383,11518.659836813053,100,416.74875372631425,416.74875372631425,3.1780515,2,15822.509278974841,2098.0310297138813,0.0,15822.509278974841,10,0.2,2098.0310297138813,0.0,2835.6662281914973,0.03,-43.750277936913655,-40.79486727828047,20,-40.79486727828047,0.26603279498540855,1147.3693693862626,2098.0310297138813,2835.6662281914973,11518.659836813053
,100,,,,21,2628.9581074102384,0.1,-2.685407,440000,5.309833,,0.0,,,-43.0198801915974,0.0056590596,3.696082,,,100,954.6994885342884,954.6994885342884,6.381489,,36373.657919567086,,0.0,36373.657919567086,,,,0.0,5326.188008260787,0.1,-43.0198801915974,,21,,0.21704045325040577,2628.9581074102384,,5326.188008260787,
,100,,,,22,2107.8523830157674,0.14,-5.9254985,460000,5.3095474,,0.0,,,-39.26576870549913,0.0075074476,-0.4813,,,100,799.119502114959,799.119502114959,5.4441986,,31483.560735118812,,0.0,31483.560735118812,,,,0.0,4709.083188712743,0.14,-39.26576870549913,,22,,0.2179765868733936,2107.8523830157674,,4709.083188712743,
,100,,,,23,2178.63358056528,0.07,-0.69934374,480000,5.272525,,0.0,,,-81.87549399008545,0.007104402,4.198001,,,100,804.6467471870127,804.6467471870127,4.8973446,,38729.18198322403,,0.0,38729.18198322403,,,,0.0,5207.794351342837,0.07,-81.87549399008545,,23,,0.25990658495563357,2178.63358056528,,5207.794351342837,
,100,,,,24,1750.9784923873624,0.1,-2.754089,500000,5.2682486,,0.0,,,-39.611855442384176,0.008133819,1.3213977,,,100,687.7783322941353,687.7783322941353,4.0754867,,22107.58223106857,,0.0,22107.58223106857,,,,0.0,3785.1468662696057,0.1,-39.611855442384176,,24,,0.19756567697951444,1750.9784923873624,,3785.1468662696057,
,100,,,,25,1376.3005512633029,0.1,-2.4241765,520000,5.2574835,,0.0,,,-55.294758347489505,0.007307672,0.8223582,,,100,537.9556455805914,537.9556455805914,3.2465346,,29072.119333967723,,0.0,29072.119333967723,,,,0.0,3607.284543209485,0.1,-55.294758347489505,,25,,0.24023814126493204,1376.3005512633029,,3607.284543209485,
,100,,,,26,2511.382124248066,0.1,-7.7740154,540000,5.225045,,0.0,,,-58.15520404112857,0.007654158,-2.205578,,,100,817.1672881528985,817.1672881528985,5.5684376,,33058.49596393382,,0.0,33058.49596393382,,,,0.0,5022.818309893852,0.1,-58.15520404112857,,26,,0.1924668209560051,2511.382124248066,,5022.818309893852,
,100,,,,27,3191.718624282291,0.21,-4.4120383,560000,5.209197,,0.0,,,-51.839126949773906,0.0060288366,1.7115414,,,100,1062.0015887230786,1062.0015887230786,6.12358,,33078.17613720999,,0.0,33078.17613720999,,,,0.0,6387.422175053926,0.21,-51.839126949773906,,27,,0.1970260335449252,3191.718624282291,,6387.422175053926,
,100,,,,28,2793.801965554492,0.13,0.07437891,580000,5.195962,,0.0,,,-65.7872822301635,0.004911866,4.4102025,,,100,1083.5372953147303,1083.5372953147303,4.3358235,,18035.92256468811,,0.0,18035.92256468811,,,,0.0,4016.087832546868,0.13,-65.7872822301635,,28,,0.28075518080478157,2793.801965554492,,4016.087832546868,
,100,,,,29,3648.4495687634903,0.2,-1.7245281,600000,5.1822133,,0.0,,,-46.639552694217,0.0063510262,4.6567373,,,100,1264.0069711539031,1264.0069711539031,6.3812656,,26639.56949617315,,0.0,26639.56949617315,,,,0.0,5881.3139346221615,0.2,-46.639552694217,,29,,0.19866744677903025,3648.4495687634903,,5881.3139346221615,
3,100,5186.04362787197,0.3,0.0,30,4358.007355545252,0.13,-12.937694,620000,5.1608114,0.0,0.0,8317.160840188442,10,-39.26603574776135,0.0066368063,-6.016064,8317.160840188442,22374.426956621643,100,1527.26230083978,1527.26230083978,6.9216294,3,29964.323386216554,5186.04362787197,0.0,29964.323386216554,10,0.3,5186.04362787197,0.0,6727.5186646563925,0.13,-39.26603574776135,-39.0497297869858,30,-39.0497297869858,0.22118257539132846,4358.007355545252,5186.04362787197,6727.5186646563925,22374.426956621643
,100,,,,31,3025.6235206033434,0.1,-9.519528,640000,5.1552935,,0.0,,,-71.37529103502509,0.008258759,-3.2904015,,,100,1081.2787141700715,1081.2787141700715,6.229127,,26490.68117386171,,0.0,26490.68117386171,,,,0.0,5194.903805541087,0.1,-71.37529103502509,,31,,0.2665437799612066,3025.6235206033434,,5194.903805541087,
,100,,,,32,4082.429387396207,0.16,-10.864649,660000,5.136951,,0.0,,,-60.77305189328179,0.008738699,-1.9042,,,100,1409.119695038591,1409.119695038591,8.960449,,44356.94883037712,,0.0,44356.94883037712,,,,0.0,8160.431879688032,0.16,-60.77305189328179,,32,,0.20481750141345534,4082.429387396207,,8160.431879688032,
,100,,,,33,3307.3183353149648,0.18,-1.4753593,680000,5.1169596,,0.0,,,-69.67310879425628,0.006363351,4.1607046,,,100,1200.4596739212525,1200.4596739212525,5.636064,,26869.792842264647,,0.0,26869.792842264647,,,,0.0,6267.864589745623,0.18,-69.67310879425628,,33,,0.20344044901388925,3307.3183353149648,,6267.864589745623,
,100,,,,34,4121.950585834695,0.13,-8.776969,700000,5.109071,,0.0,,,-52.6223992655303,0.0072702505,-1.3780688,,,100,1415.8130728911742,1415.8130728911742,7.3989,,38504.25387126525,,0.0,38504.25387126525,,,,0.0,8162.96229915349,0.13,-52.6223992655303,,34,,0.26456095053647843,4121.950585834695,,8162.96229915349,
,100,,,,35,4673.525732809478,0.22,-1.5494437,720000,5.0874057,,0.0,,,-42.07717586548664,0.0080900565,7.292144,,,100,1663.1339087731076,1663.1339087731076,8.841587,,36603.31674890173,,0.0,36603.31674890173,,,,0.0,8187.633054624833,0.22,-42.07717586548664,,35,,0.21820991351009345,4673.525732809478,,8187.633054624833,
,100,,,,36,3999.406211313057,0.08,-14.395942,740000,5.0373225,,0.0,,,-65.32777558871906,0.007858937,-5.7880907,,,100,1401.238401014422,1401.238401014422,8.607851,,42868.13192212677,,0.0,42868.13192212677,,,,0.0,7649.114672366117,0.08,-65.32777558871906,,36,,0.3064568534806623,3999.406211313057,,7649.114672366117,
,100,,,,37,4878.273061329617,0.14,-15.750592,760000,5.014985,,0.0,,,-48.910881162176366,0.0074638366,-8.728633,,,100,1758.0817904521705,1758.0817904521705,7.0219593,,31372.336688607942,,0.0,31372.336688607942,,,,0.0,6970.340025670115,0.14,-48.910881162176366,,37,,0.24189981718789944,4878.273061329617,,6970.340025670115,
,100,,,,38,4693.631988360664,0.32,-14.027938,780000,4.9846644,,0.0,,,-41.326277975273506,0.0074524744,-4.52895,,,100,1716.1794073263911,1716.1794073263911,9.498987,,34722.38100484021,,0.0,34722.38100484021,,,,0.0,7879.456801540007,0.32,-41.326277975273506,,38,,0.22511489823295228,4693.631988360664,,7879.456801540007,
,100,,,,39,6152.985891754291,0.23,-14.496312,800000,4.9558764,,0.0,,,-62.158019716567644,0.0076183653,-5.6195908,,,100,2079.129169529225,2079.129169529225,8.876721,,50269.211722019005,,0.0,50269.211722019005,,,,0.0,10050.867478442735,0.23,-62.158019716567644,,39,,0.2559835803640055,6152.985891754291,,10050.867478442735,
4,100,4085.484268874488,0.3,0.0,40,5882.812868042295,0.19,-13.31882,820000,4.943217,0.0,0.0,4933.8424113264555,10,-73.68838019346057,0.0072515802,-3.4983406,4933.8424113264555,12016.85796190461,100,2272.6425000014306,2272.6425000014306,9.820479,4,46116.15684634805,4085.4842688744875,0.0,46116.15684634805,10,0.3,4085.4842688744875,0.0,10015.232789092435,0.19,-73.68838019346057,-24.126193206404512,40,-24.126193206404512,0.25782212360048073,5882.812868042295,4085.484268874488,10015.232789092435,12016.85796190461
,100,,,,41,5667.851881056492,0.2,-2.6032343,840000,4.91449,,0.0,,,-37.82125134198218,0.006800061,6.858369,,,100,2054.6965760439157,2054.6965760439157,9.461603,,41825.77067032251,,0.0,41825.77067032251,,,,0.0,9318.252629245426,0.2,-37.82125134198218,,41,,0.24307270717504914,5667.851881056492,,9318.252629245426,
,100,,,,42,7062.237398032738,0.27,-4.501991,860000,4.8928523,,0.0,,,-49.02669987507961,0.0058638076,5.561328,,,100,2570.2538421546815,2570.2538421546815,10.063318,,41493.06581202831,,0.0,41493.06581202831,,,,0.0,10524.666532808806,0.27,-49.02669987507961,,42,,0.269408009496105,7062.237398032738,,10524.666532808806,
,100,,,,43,5421.565259980482,0.13,-9.432844,880000,4.8847246,,0.0,,,-56.90635370170985,0.0067859003,-2.9424405,,,100,2017.3750411554388,2017.3750411554388,6.4904037,,54160.363988308876,,0.0,54160.363988308876,,,,0.0,8146.860977997915,0.13,-56.90635370170985,,43,,0.23977511399030849,5421.565259980482,,8146.860977997915,
,100,,,,44,7028.285667076358,0.29,-19.853788,900000,4.8812246,,0.0,,,-43.54288701677422,0.008051512,-8.236592,,,100,2943.9668987777513,2943.9668987777513,11.617196,,38641.94184545807,,0.0,38641.94184545807,,,,0.0,10661.451892338402,0.29,-43.54288701677422,,44,,0.27313493003158196,7028.285667076358,,10661.451892338402,
,100,,,,45,8159.102643600757,0.25,-14.303319,920000,4.8618546,,0.0,,,-81.4600191292938,0.0071737473,-1.6217148,,,100,2969.5776667879977,2969.5776667879977,12.681604,,59063.66332815427,,0.0,59063.66332815427,,,,0.0,13047.615614480785,0.25,-81.4600191292938,,45,,0.1958268708174351,8159.102643600757,,13047.615614480785,
,100,,,,46,8481.43136669897,0.22,-0.6466625,940000,4.8317637,,0.0,,,-44.91508662744143,0.0055125803,10.486685,,,100,2912.125144543997,2912.125144543997,11.1333475,,51107.154267157486,,0.0,51107.154267157486,,,,0.0,12079.243857529229,0.22,-44.91508662744143,,46,,0.2369414244144583,8481.43136669897,,12079.243857529229,
,100,,,,47,6500.133377819697,0.29,-4.2343154,960000,4.8244066,,0.0,,,-45.10099850520106,0.005512903,4.540975,,,100,2406.195319786479,2406.195319786479,8.7752905,,42859.56848839318,,0.0,42859.56848839318,,,,0.0,10420.313675473786,0.29,-45.10099850520106,,47,,0.2595180088493262,6500.133377819697,,10420.313675473786,
,100,,,,48,4176.081989189032,0.28,-10.685657,980000,4.8228083,,0.0,,,-45.03926706150009,0.008470667,-0.36858124,,,100,1743.5129440157107,1743.5129440157107,10.317076,,47243.38552630333,,0.0,47243.38552630333,,,,0.0,9338.504178194142,0.28,-45.03926706150009,,48,,0.18122727317435072,4176.081989189032,,9338.504178194142,
,100,,,,49,7585.321494675614,0.25,-13.727228,1000000,4.800536,,0.0,,,-52.11989620907845,0.007929757,-2.545322,,,100,2943.077374860746,2943.077374860746,11.181906,,48550.55145591405,,0.0,48550.55145591405,,,,0.0,11295.254907714472,0.25,-52.11989620907845,,49,,0.27373717718058,7585.321494675614,,11295.254907714472,
5,100,9367.028234850524,0.2,0.0,50,6642.106454270375,0.22,-11.275604,1020000,4.8022623,0.0,0.0,12446.66120577405,10,-53.430660764658064,0.0076979455,-0.66614217,12446.66120577405,28993.487226288216,100,2526.2049602796014,2526.2049602796014,10.609462,5,52046.90723249311,9367.02823485052,0.0,52046.90723249311,10,0.2,9367.02823485052,0.0,11404.06644590989,0.22,-53.430660764658064,-26.104691025122914,50,-26.104691025122914,0.253170299997863,6642.106454270375,9367.028234850524,11404.06644590989,28993.487226288216
,100,,,,51,6683.510191267091,0.21,-11.859762,1040000,4.804038,,0.0,,,-52.61010531881931,0.005785319,-1.0147234,,,100,2677.7124071110356,2677.7124071110356,10.845038,,51004.2671408533,,0.0,51004.2671408533,,,,0.0,10517.344574084347,0.21,-52.61010531881931,,51,,0.2393435259237784,6683.510191267091,,10517.344574084347,
,100,,,,52,7878.240033018457,0.29,0.91589373,1060000,4.786456,,0.0,,,-53.361709059989224,0.006882467,14.034669,,,100,2903.607739271488,2903.607739271488,13.118775,,51820.29901638115,,0.0,51820.29901638115,,,,0.0,11575.117747761038,0.29,-53.361709059989224,,52,,0.2821759024957644,7878.240033018457,,11575.117747761038,
,100,,,,53,9248.933498436314,0.31,-14.125132,1080000,4.785126,,0.0,,,-62.90221961993427,0.006841589,-1.2633032,,,100,3684.0681375468744,3684.0681375468744,12.861829,,51020.9512105056,,0.0,51020.9512105056,,,,0.0,12325.555950671162,0.31,-62.90221961993427,,53,,0.2453719716994618,9248.933498436314,,12325.555950671162,
,100,,,,54,8939.820821890067,0.22,-19.488237,1100000,4.777755,,0.0,,,-67.7657174333024,0.006916516,-4.807156,,,100,3271.4087989381583,3271.4087989381583,14.681082,,58023.482391323734,,0.0,58023.482391323734,,,,0.0,13484.8883060494,0.22,-67.7657174333024,,54,,0.23833412046225577,8939.820821890067,,13484.8883060494,
,100,,,,55,6595.44161989453,0.29,-23.017088,1120000,4.7504416,,0.0,,,-43.666630148461515,0.0067344205,-12.653236,,,100,2564.265599127395,2564.265599127395,10.363852,,61695.66567238803,,0.0,61695.66567238803,,,,0.0,11339.301416615555,0.29,-43.666630148461515,,55,,0.14618438478600904,6595.44161989453,,11339.301416615555,
,100,,,,56,9327.35203720461,0.35,-10.758869,1140000,4.7292333,,0.0,,,-44.40215948982701,0.0058602314,3.1022656,,,100,3569.2031006614543,3569.2031006614543,13.861135,,56943.46167298822,,0.0,56943.46167298822,,,,0.0,13989.75282341237,0.35,-44.40215948982701,,56,,0.26074470777017356,9327.35203720461,,13989.75282341237,
,100,,,,57,9909.422138806847,0.38,-23.716024,1160000,4.6982355,,0.0,,,-50.92808354439567,0.006908139,-7.8390346,,,100,3815.9711155851073,3815.9711155851073,15.876989,,77254.15163936144,,0.0,77254.15163936144,,,,0.0,14722.692743657255,0.38,-50.92808354439567,,57,,0.28942810585033485,9909.422138806847,,14722.692743657255,
,100,,,,58,10103.655099212074,0.39,-16.962383,1180000,4.680417,,0.0,,,-51.85174881682796,0.007532785,0.18144375,,,100,3852.639883683479,3852.639883683479,17.143827,,59852.02359150215,,0.0,59852.02359150215,,,,0.0,13817.493128714446,0.39,-51.85174881682796,,58,,0.29444257715956135,10103.655099212074,,13817.493128714446,
,100,,,,59,10243.335617352317,0.34,-24.172443,1200000,4.6809855,,0.0,,,-52.28798970617609,0.0057774344,-10.090294,,,100,3746.844780762657,3746.844780762657,14.0821495,,50717.55251894734,,0.0,50717.55251894734,,,,0.0,13816.483096342065,0.34,-52.28798970617609,,59,,0.361732952117335,10243.335617352317,,13816.483096342065,
6,100,5338.862808625384,0.2,0.0,60,10718.550007164118,0.32,-23.217678,1220000,4.677795,0.0,0.0,7774.152017464526,10,-48.881140880115574,0.0071114576,-9.771121,7774.152017464526,23076.48087720217,100,4339.07974616911,4339.07974616911,13.446557,6,55579.05314321304,5338.862808625381,0.0,55579.05314321304,10,0.2,5338.862808625381,0.0,13417.641850945962,0.32,-48.881140880115574,-28.628241912286914,60,-28.628241912286914,0.3307767787392033,10718.550007164118,5338.862808625384,13417.641850945962,23076.48087720217
,100,,,,61,12197.367700050521,0.34,-21.95935,1240000,4.660215,,0.0,,,-38.941066455424014,0.0065725395,-7.0406156,,,100,4719.13230120067,4719.13230120067,14.9187355,,53274.44885371827,,0.0,53274.44885371827,,,,0.0,14496.55527482991,0.34,-38.941066455424014,,61,,0.2841775200141452,12197.367700050521,,14496.55527482991,
,100,,,,62,9928.68686086637,0.25,-29.037935,1260000,4.6618123,,0.0,,,-51.835814620025424,0.0063926703,-14.661778,,,100,3722.6864061088213,3722.6864061088213,14.376157,,44413.03659117503,,0.0,44413.03659117503,,,,0.0,13415.460336878186,0.25,-51.835814620025424,,62,,0.2503562246467843,9928.68686086637,,13415.460336878186,
,100,,,,63,8790.21678500347,0.42,-15.233712,1280000,4.659835,,0.0,,,-49.66408129751918,0.0055542868,-2.4132345,,,100,3442.1037869185493,3442.1037869185493,12.8204775,,53206.16938527299,,0.0,53206.16938527299,,,,0.0,12713.54560368899,0.42,-49.66408129751918,,63,,0.28294405761701635,8790.21678500347,,12713.54560368899,
,100,,,,64,9071.373314766459,0.35,-12.926197,1300000,4.654418,,0.0,,,-45.41647554845178,0.007169139,2.8850937,,,100,3451.7980749789217,3451.7980749789217,15.811291,,57399.32732058747,,0.0,57399.32732058747,,,,0.0,13913.129544416326,0.35,-45.41647554845178,,64,,0.22597938114732075,9071.373314766459,,13913.129544416326,
,100,,,,65,10518.541643393402,0.32,-16.8795,1320000,4.6362844,,0.0,,,-51.65603523877792,0.006720941,-2.3274686,,,100,4193.915356760018,4193.915356760018,14.552031,,54353.21340967511,,0.0,54353.21340967511,,,,0.0,14545.586420004376,0.32,-51.65603523877792,,65,,0.30774165637370154,10518.541643393402,,14545.586420004376,
,100,,,,66,11168.966687130793,0.3,-19.77184,1340000,4.6463175,,0.0,,,-55.67040261406026,0.007863435,-2.5958188,,,100,4086.527481877468,4086.527481877468,17.17602,,47638.551144105484,,0.0,47638.551144105484,,,,0.0,14005.459896060796,0.3,-55.67040261406026,,66,,0.2964621651771856,11168.966687130793,,14005.459896060796,
,100,,,,67,12202.17158229123,0.41,-17.671846,1360000,4.656502,,0.0,,,-48.520996841627415,0.009106493,3.5302923,,,100,4585.615739882564,4585.615739882564,21.202139,,67330.16109977059,,0.0,67330.16109977059,,,,0.0,16422.22945235501,0.41,-48.520996841627415,,67,,0.2857592766063979,12202.17158229123,,16422.22945235501,
,100,,,,68,7341.136280241415,0.34,-19.534037,1380000,4.632001,,0.0,,,-52.072398450869535,0.0066632098,-5.7722874,,,100,2833.1036608527484,2833.1036608527484,13.761749,,56012.48609094292,,0.0,56012.48609094292,,,,0.0,12953.71752932589,0.34,-52.072398450869535,,68,,0.28535954923418294,7341.136280241415,,12953.71752932589,
,100,,,,69,9043.8127324645,0.28,-13.836906,1400000,4.608631,,0.0,,,-42.22366344342633,0.0066462522,0.5189969,,,100,3491.28791918437,3491.28791918437,14.355904,,57349.32338900118,,0.0,57349.32338900118,,,,0.0,12917.760018790903,0.28,-42.22366344342633,,69,,0.25144035835259315,9043.8127324645,,12917.760018790903,
