MetaTest/plate-slide-side-v1/SuccessRate,MetaTest/plate-slide-side-v1/NumTrajs,MetaTest/plate-slide-side-v1/Iteration,MetaTest/Average/Iteration,MetaTest/plate-slide-side-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/plate-slide-side-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-side-v1/StdReturn,MetaTest/plate-slide-side-v1/MinReturn,MetaTest/plate-slide-side-v1/AverageReturn,MetaTest/plate-slide-side-v1/TerminationRate,MetaTest/Average/AverageReturn
0.1,10,23,23,984.6835386590576,0.0,-62.849316351201374,10,9848.68051403192,0.1,2956.1564384887524,776000,9848.68051403192,984.6835386590576,2956.1564384887524,-62.849316351201374,984.6835386590562,0.0,984.6835386590562
0.1,10,24,24,16721.200794688433,0.0,-95.46274301725697,10,62343.6211789985,0.1,21654.049718475228,800000,62343.6211789985,16721.200794688433,21654.049718475228,-95.46274301725697,16721.20079468844,0.0,16721.20079468844
0.0,10,25,25,21438.65384062958,0.0,71.16811806287276,10,73715.16289841704,0.0,21494.109440431097,824000,73715.16289841704,21438.65384062958,21494.109440431097,71.16811806287276,21438.65384062957,0.0,21438.65384062957
0.0,10,26,26,22177.261372330973,0.0,-93.34817527883082,10,113422.97688213011,0.0,32973.636642043035,848000,113422.97688213011,22177.261372330973,32973.636642043035,-93.34817527883082,22177.261372330977,0.0,22177.261372330977
0.2,10,27,27,29816.680548401677,0.0,-20.46269118922139,10,78255.67184057018,0.2,27901.439651744582,872000,78255.67184057018,29816.680548401677,27901.439651744582,-20.46269118922139,29816.680548401666,0.0,29816.680548401666
0.1,10,28,28,19327.68104513341,0.0,-78.35202570992872,10,65469.03945123305,0.1,24896.335527834115,896000,65469.03945123305,19327.68104513341,24896.335527834115,-78.35202570992872,19327.68104513341,0.0,19327.68104513341
0.0,10,29,29,12958.632294275845,0.0,-72.47399945397491,10,69455.00329555752,0.0,24119.022449098593,920000,69455.00329555752,12958.632294275845,24119.022449098593,-72.47399945397491,12958.632294275845,0.0,12958.632294275845
0.1,10,30,30,14678.43190087879,0.0,-69.2425699385543,10,90647.60018284246,0.1,28115.24970355266,944000,90647.60018284246,14678.43190087879,28115.24970355266,-69.2425699385543,14678.43190087879,0.0,14678.43190087879
0.1,10,31,31,35718.21671187645,0.0,-14.798315437411466,10,137858.14562444392,0.1,42116.6586226929,968000,137858.14562444392,35718.21671187645,42116.6586226929,-14.798315437411466,35718.216711876456,0.0,35718.216711876456
0.0,10,32,32,31180.0113836225,0.0,-34.338523725709415,10,78991.42538718633,0.0,32379.193109765354,992000,78991.42538718633,31180.0113836225,32379.193109765354,-34.338523725709415,31180.01138362249,0.0,31180.01138362249
0.2,10,33,33,3464.3871489217445,0.0,-84.12059454516219,10,24430.44000598677,0.2,7237.278035979371,1016000,24430.44000598677,3464.3871489217445,7237.278035979371,-84.12059454516219,3464.3871489217454,0.0,3464.3871489217454
0.1,10,34,34,13565.116371249755,0.0,-83.82472921442405,10,62124.03030756524,0.1,22137.159539720662,1040000,62124.03030756524,13565.116371249755,22137.159539720662,-83.82472921442405,13565.116371249747,0.0,13565.116371249747
0.1,10,35,35,17406.97848240108,0.0,-53.703924054799934,10,146840.71833373187,0.1,43225.44624325245,1064000,146840.71833373187,17406.97848240108,43225.44624325245,-53.703924054799934,17406.978482401068,0.0,17406.978482401068
0.0,10,36,36,7917.057005173224,0.0,-43.069294730596674,10,30115.60347132725,0.0,10609.496574479608,1088000,30115.60347132725,7917.057005173224,10609.496574479608,-43.069294730596674,7917.057005173226,0.0,7917.057005173226
0.1,10,37,37,9679.901043833483,0.0,-43.04154366315847,10,54332.104559395346,0.1,16138.751211195071,1112000,54332.104559395346,9679.901043833483,16138.751211195071,-43.04154366315847,9679.901043833472,0.0,9679.901043833472
0.0,10,38,38,13273.996395287459,0.0,-58.508774756316306,10,67997.90310122386,0.0,26386.248905916054,1136000,67997.90310122386,13273.996395287459,26386.248905916054,-58.508774756316306,13273.996395287453,0.0,13273.996395287453
0.0,10,39,39,16606.94444262445,0.0,-56.81303768218762,10,53691.12786924074,0.0,18904.447506904344,1160000,53691.12786924074,16606.94444262445,18904.447506904344,-56.81303768218762,16606.944442624455,0.0,16606.944442624455
0.1,10,40,40,15922.030474860841,0.0,-73.38704820390313,10,61102.3885317248,0.1,24580.606352932104,1184000,61102.3885317248,15922.030474860841,24580.606352932104,-73.38704820390313,15922.030474860841,0.0,15922.030474860841
0.0,10,41,41,775.0282103648949,0.0,-73.15024408464954,10,5927.73815696222,0.0,1830.3022362404029,1208000,5927.73815696222,775.0282103648949,1830.3022362404029,-73.15024408464954,775.028210364895,0.0,775.028210364895
0.0,10,42,42,23442.129804064178,0.0,321.4148203323585,10,63642.484519586484,0.0,24438.79040278101,1232000,63642.484519586484,23442.129804064178,24438.79040278101,321.4148203323585,23442.129804064174,0.0,23442.129804064174
0.0,10,43,43,14271.799686485912,0.0,-47.465713796699426,10,73123.56104948794,0.0,24260.984285096205,1256000,73123.56104948794,14271.799686485912,24260.984285096205,-47.465713796699426,14271.799686485912,0.0,14271.799686485912
0.0,10,44,44,14693.621526180923,0.0,-59.27914552901247,10,66673.97561311937,0.0,20435.040685244527,1280000,66673.97561311937,14693.621526180923,20435.040685244527,-59.27914552901247,14693.62152618093,0.0,14693.62152618093
0.0,10,45,45,3051.309130769865,0.0,-57.022074486906874,10,24217.82236035823,0.0,7331.53980920322,1304000,24217.82236035823,3051.309130769865,7331.53980920322,-57.022074486906874,3051.3091307698637,0.0,3051.3091307698637
0.0,10,46,46,816.6628445853396,0.0,-83.72501642095396,10,4449.457946425591,0.0,1597.9239081469357,1328000,4449.457946425591,816.6628445853396,1597.9239081469357,-83.72501642095396,816.6628445853398,0.0,816.6628445853398
0.0,10,47,47,5170.098177160173,0.0,-87.50293775041712,10,47324.06754258683,0.0,14085.349556083394,1352000,47324.06754258683,5170.098177160173,14085.349556083394,-87.50293775041712,5170.098177160169,0.0,5170.098177160169
0.0,10,48,48,5722.474369441851,0.0,-82.2824126539688,10,19786.4985879609,0.0,7476.934522232944,1376000,19786.4985879609,5722.474369441851,7476.934522232944,-82.2824126539688,5722.47436944185,0.0,5722.47436944185
0.0,10,49,49,16937.311816626105,0.0,-83.68508624569625,10,35409.95790246812,0.0,10684.7415378106,1400000,35409.95790246812,16937.311816626105,10684.7415378106,-83.68508624569625,16937.311816626105,0.0,16937.311816626105
0.0,10,50,50,9883.267982957223,0.0,-66.92973587848795,10,31944.742489591743,0.0,10478.797948710464,1424000,31944.742489591743,9883.267982957223,10478.797948710464,-66.92973587848795,9883.267982957223,0.0,9883.267982957223
0.0,10,51,51,25901.0939405066,0.0,-38.29203129928693,10,69834.73751414438,0.0,21379.389702254,1448000,69834.73751414438,25901.0939405066,21379.389702254,-38.29203129928693,25901.0939405066,0.0,25901.0939405066
0.1,10,52,52,26053.633176506894,0.0,-50.87016575755654,10,76780.78324454217,0.1,26138.644213246276,1472000,76780.78324454217,26053.633176506894,26138.644213246276,-50.87016575755654,26053.633176506886,0.0,26053.633176506886
0.0,10,53,53,39258.663460912896,0.0,-20.205968321735106,10,82975.19965658519,0.0,24064.402443478444,1496000,82975.19965658519,39258.663460912896,24064.402443478444,-20.205968321735106,39258.663460912896,0.0,39258.663460912896
0.2,10,54,54,38309.13496372466,0.0,11581.980518653385,10,121227.98601928016,0.2,32145.198778745398,1520000,121227.98601928016,38309.13496372466,32145.198778745398,11581.980518653385,38309.13496372465,0.0,38309.13496372465
0.0,10,55,55,41453.192688651114,0.0,9734.985353241955,10,73963.99191653593,0.0,20012.00305526038,1544000,73963.99191653593,41453.192688651114,20012.00305526038,9734.985353241955,41453.19268865113,0.0,41453.19268865113
0.4,10,56,56,70395.61688283585,0.0,29913.52419634933,10,128255.17205841631,0.4,36674.62475428382,1568000,128255.17205841631,70395.61688283585,36674.62475428382,29913.52419634933,70395.61688283586,0.0,70395.61688283586
0.6,10,57,57,68547.58289000488,0.0,12748.477417970347,10,137587.88281833247,0.6,47407.768924270036,1592000,137587.88281833247,68547.58289000488,47407.768924270036,12748.477417970347,68547.5828900049,0.0,68547.5828900049
0.3,10,58,58,60664.36391167354,0.0,8647.40149610185,10,141388.8912500755,0.3,48651.82883952408,1616000,141388.8912500755,60664.36391167354,48651.82883952408,8647.40149610185,60664.36391167352,0.0,60664.36391167352
0.2,10,59,59,42046.71971999151,0.0,11402.624175967163,10,126572.59743687556,0.2,33123.56799146172,1640000,126572.59743687556,42046.71971999151,33123.56799146172,11402.624175967163,42046.719719991495,0.0,42046.719719991495
0.5,10,60,60,97104.62571180832,0.0,50397.91786980714,10,135751.40704889584,0.5,31251.131364391007,1664000,135751.40704889584,97104.62571180832,31251.131364391007,50397.91786980714,97104.62571180834,0.0,97104.62571180834
0.3,10,61,61,55510.437925631224,0.0,578.0650546751372,10,137480.57930814175,0.3,48797.20646832405,1688000,137480.57930814175,55510.437925631224,48797.20646832405,578.0650546751372,55510.437925631224,0.0,55510.437925631224
0.1,10,62,62,17111.94730667575,0.0,-116.76361923061562,10,54605.39801491891,0.1,22156.771242934843,1712000,54605.39801491891,17111.94730667575,22156.771242934843,-116.76361923061562,17111.947306675745,0.0,17111.947306675745
0.1,10,63,63,24756.76985948072,0.0,-116.48197278573106,10,126933.94747917897,0.1,39042.49532209041,1736000,126933.94747917897,24756.76985948072,39042.49532209041,-116.48197278573106,24756.76985948073,0.0,24756.76985948073
0.2,10,64,64,30345.80422350679,0.0,-118.02056017735508,10,127373.18941043236,0.2,43644.6373667737,1760000,127373.18941043236,30345.80422350679,43644.6373667737,-118.02056017735508,30345.80422350679,0.0,30345.80422350679
0.3,10,65,65,22537.785135472845,0.0,-43.36783591717166,10,102247.8748639608,0.3,31399.92354782083,1784000,102247.8748639608,22537.785135472845,31399.92354782083,-43.36783591717166,22537.785135472852,0.0,22537.785135472852
0.2,10,66,66,49784.83792088759,0.0,57.25186559139763,10,131124.7056653223,0.2,48218.01481495391,1808000,131124.7056653223,49784.83792088759,48218.01481495391,57.25186559139763,49784.83792088759,0.0,49784.83792088759
0.5,10,67,67,80320.43211728221,0.0,22684.294801034954,10,156592.25190721455,0.5,51677.94249468135,1832000,156592.25190721455,80320.43211728221,51677.94249468135,22684.294801034954,80320.43211728218,0.0,80320.43211728218
0.4,10,68,68,44433.34639773007,0.0,7439.500337278894,10,112774.81606670089,0.4,34140.87877868443,1856000,112774.81606670089,44433.34639773007,34140.87877868443,7439.500337278894,44433.346397730056,0.0,44433.346397730056
0.3,10,69,69,74688.00636909416,0.0,24057.853017492704,10,142160.9689963057,0.3,38913.80280392113,1880000,142160.9689963057,74688.00636909416,38913.80280392113,24057.853017492704,74688.00636909418,0.0,74688.00636909418
0.5,10,70,70,69927.4196545443,0.0,-13.584421454710013,10,188347.70370814556,0.5,58791.48833449134,1904000,188347.70370814556,69927.4196545443,58791.48833449134,-13.584421454710013,69927.4196545443,0.0,69927.4196545443
0.4,10,71,71,57138.11115623984,0.0,10729.965427710415,10,171788.40588323527,0.4,47552.29047900241,1928000,171788.40588323527,57138.11115623984,47552.29047900241,10729.965427710415,57138.11115623986,0.0,57138.11115623986
0.4,10,72,72,58847.892732924105,0.0,26017.487986009528,10,178682.97010141046,0.4,47028.60822974378,1952000,178682.97010141046,58847.892732924105,47028.60822974378,26017.487986009528,58847.89273292412,0.0,58847.89273292412
0.1,10,73,73,65842.1923576533,0.0,3288.5274179460657,10,154945.17403874442,0.1,46818.41535637219,1976000,154945.17403874442,65842.1923576533,46818.41535637219,3288.5274179460657,65842.1923576533,0.0,65842.1923576533
0.5,10,74,74,67449.01627226212,0.0,-22.316267448676076,10,156261.4182739634,0.5,62506.67329991756,2000000,156261.4182739634,67449.01627226212,62506.67329991756,-22.316267448676076,67449.01627226212,0.0,67449.01627226212
0.1,10,75,75,17622.306271290723,0.0,-29.671167293029544,10,58079.72504939472,0.1,21220.75478184576,2024000,58079.72504939472,17622.306271290723,21220.75478184576,-29.671167293029544,17622.306271290723,0.0,17622.306271290723
0.5,10,76,76,44752.01072047037,0.0,1210.7498439304652,10,158696.36562595188,0.5,55102.15979477653,2048000,158696.36562595188,44752.01072047037,55102.15979477653,1210.7498439304652,44752.01072047038,0.0,44752.01072047038
0.3,10,77,77,58924.190359349115,0.0,-24.271969990804198,10,148073.10344808982,0.3,46544.78671856775,2072000,148073.10344808982,58924.190359349115,46544.78671856775,-24.271969990804198,58924.19035934911,0.0,58924.19035934911
0.4,10,78,78,79117.08424126366,0.0,29353.033211405073,10,152761.75087640568,0.4,47593.80722882149,2096000,152761.75087640568,79117.08424126366,47593.80722882149,29353.033211405073,79117.08424126364,0.0,79117.08424126364
0.3,10,79,79,63261.90231022283,0.0,-16.37212700414178,10,147015.53080985762,0.3,44100.23457613115,2120000,147015.53080985762,63261.90231022283,44100.23457613115,-16.37212700414178,63261.90231022285,0.0,63261.90231022285
0.4,10,80,80,74101.50822656168,0.0,-22.806620718967046,10,145378.54912836116,0.4,47312.91341164927,2144000,145378.54912836116,74101.50822656168,47312.91341164927,-22.806620718967046,74101.50822656168,0.0,74101.50822656168
0.2,10,81,81,54078.1917288422,0.0,-29.245744799255963,10,193201.03423246773,0.2,55631.77869138289,2168000,193201.03423246773,54078.1917288422,55631.77869138289,-29.245744799255963,54078.191728842234,0.0,54078.191728842234
0.4,10,82,82,80993.3067482468,0.0,32.17051791633276,10,220228.9416271864,0.4,65844.01055034461,2192000,220228.9416271864,80993.3067482468,65844.01055034461,32.17051791633276,80993.30674824677,0.0,80993.30674824677
0.2,10,83,83,39042.43147771268,0.0,-15.471550772396759,10,89009.4178058244,0.2,31604.30172138144,2216000,89009.4178058244,39042.43147771268,31604.30172138144,-15.471550772396759,39042.431477712664,0.0,39042.431477712664
0.3,10,84,84,68662.19751890418,0.0,-27.687982912838702,10,176965.96387207226,0.3,53377.14963286666,2240000,176965.96387207226,68662.19751890418,53377.14963286666,-27.687982912838702,68662.19751890416,0.0,68662.19751890416
0.0,10,85,85,31833.49108350442,0.0,-117.10888534246953,10,119585.49334489004,0.0,38070.005672833024,2264000,119585.49334489004,31833.49108350442,38070.005672833024,-117.10888534246953,31833.49108350442,0.0,31833.49108350442
0.3,10,86,86,46779.011784269496,0.0,-117.22553738964702,10,139669.6974874171,0.3,54959.130551947484,2288000,139669.6974874171,46779.011784269496,54959.130551947484,-117.22553738964702,46779.01178426951,0.0,46779.01178426951
0.2,10,87,87,56151.89269037677,0.0,-117.10888550810043,10,141199.27069742812,0.2,60905.486367218,2312000,141199.27069742812,56151.89269037677,60905.486367218,-117.10888550810043,56151.892690376764,0.0,56151.892690376764
0.4,10,88,88,39567.18333281573,0.0,-117.108753182976,10,178118.04841042202,0.4,53765.908782032464,2336000,178118.04841042202,39567.18333281573,53765.908782032464,-117.108753182976,39567.18333281572,0.0,39567.18333281572
0.4,10,89,89,37890.78497201961,0.0,-117.06526834678895,10,123924.19491022809,0.4,51489.4723114387,2360000,123924.19491022809,37890.78497201961,51489.4723114387,-117.06526834678895,37890.78497201962,0.0,37890.78497201962
0.2,10,90,90,35417.622204418076,0.0,-94.89846128618908,10,140499.84113148204,0.2,50961.425501359685,2384000,140499.84113148204,35417.622204418076,50961.425501359685,-94.89846128618908,35417.62220441808,0.0,35417.62220441808
0.3,10,91,91,39006.97358400222,0.0,-88.040927890675,10,222868.9327219967,0.3,64985.20337385245,2408000,222868.9327219967,39006.97358400222,64985.20337385245,-88.040927890675,39006.9735840022,0.0,39006.9735840022
0.3,10,92,92,49464.96310306857,0.0,-125.41222016914594,10,168294.439150724,0.3,61840.10979048934,2432000,168294.439150724,49464.96310306857,61840.10979048934,-125.41222016914594,49464.963103068585,0.0,49464.963103068585
0.4,10,93,93,45191.05935693938,0.0,-126.30776030186492,10,210823.3919614215,0.4,72598.86659735606,2456000,210823.3919614215,45191.05935693938,72598.86659735606,-126.30776030186492,45191.05935693939,0.0,45191.05935693939
0.0,10,94,94,28548.212423736793,0.0,-116.64183107766618,10,65872.62345932442,0.0,29088.301847494855,2480000,65872.62345932442,28548.212423736793,29088.301847494855,-116.64183107766618,28548.212423736793,0.0,28548.212423736793
0.2,10,95,95,35750.67007422399,0.0,-117.10888573156441,10,155050.79898416842,0.2,54811.72620893699,2504000,155050.79898416842,35750.67007422399,54811.72620893699,-117.10888573156441,35750.67007422399,0.0,35750.67007422399
0.1,10,96,96,18879.301621861756,0.0,-123.97357715367502,10,153128.2937228653,0.1,45174.35499967417,2528000,153128.2937228653,18879.301621861756,45174.35499967417,-123.97357715367502,18879.301621861763,0.0,18879.301621861763
0.2,10,97,97,34941.66011689203,0.0,-95.32987529074086,10,97801.70852621806,0.2,37918.823056554436,2552000,97801.70852621806,34941.66011689203,37918.823056554436,-95.32987529074086,34941.66011689203,0.0,34941.66011689203
0.3,10,98,98,51963.17758854374,0.0,-95.26863579368622,10,155808.67378939624,0.3,61546.74280886193,2576000,155808.67378939624,51963.17758854374,61546.74280886193,-95.26863579368622,51963.17758854375,0.0,51963.17758854375
0.4,10,99,99,48740.89286610366,0.0,-95.26863579368622,10,169561.98134731228,0.4,57966.316372226494,2600000,169561.98134731228,48740.89286610366,57966.316372226494,-95.26863579368622,48740.892866103655,0.0,48740.892866103655
