MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTest/button-press-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/button-press-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/button-press-v1/TerminationRate,MetaTest/button-press-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/button-press-v1/StdReturn,MetaTest/button-press-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/button-press-v1/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/button-press-v1/AverageReturn,TotalEnvSteps
6610.467,-123.75301225830948,0.0,10,-106.39219398902728,9.0082985663475,16,nan,0.0,10,-106.39219398902728,9916.77,-106.39219398902728,1811171.5,9.0082985663475,-123.75301225830948,0.0,0.0,16,-95.57678686888028,-95.57678686888028,-37.586227,-106.39219398902728,608000
6965.183,-77.95931380401944,0.3,10,49212.799043669045,77203.24697437423,17,nan,0.0,10,49212.79904366905,15010.854,49212.79904366905,4934303.5,77203.24697437423,-77.95931380401944,0.0,0.3,17,215033.15451076181,215033.15451076181,-37.56572,49212.799043669045,632000
4441.018,-110.91847090439228,0.0,10,2674.54811979218,2929.4932482782856,18,nan,0.0,10,2674.548119792179,9273.433,2674.548119792179,6151062.5,2929.4932482782856,-110.91847090439228,0.0,0.0,18,7359.196164516557,7359.196164516557,-37.312515,2674.54811979218,656000
2131.499,-106.71141338422278,0.1,10,12259.02066027912,33866.55796208825,19,nan,0.0,10,12259.020660279119,12815.4,12259.020660279119,10924909.0,33866.55796208825,-106.71141338422278,0.0,0.1,19,113735.94102911885,113735.94102911885,-37.38221,12259.02066027912,680000
351.0197,-101.7318375562395,0.0,10,1578.9025690771539,2497.526534633374,20,nan,0.0,10,1578.902569077156,26598.203,1578.902569077156,15977372.0,2497.526534633374,-101.7318375562395,0.0,0.0,20,7947.243958557227,7947.243958557227,-37.414772,1578.9025690771539,704000
5045.597,-102.45752758550098,0.2,10,3270.4449301581585,2631.367773329072,21,nan,0.0,10,3270.444930158156,69499.03,3270.444930158156,25516512.0,2631.367773329072,-102.45752758550098,0.0,0.2,21,7557.780625093595,7557.780625093595,-37.136833,3270.4449301581585,728000
-20452.152,-109.35699320157991,0.1,10,4625.0355085204255,7207.738723632138,22,nan,0.0,10,4625.035508520428,19927.432,4625.035508520428,40720810.0,7207.738723632138,-109.35699320157991,0.0,0.1,22,22522.884640109736,22522.884640109736,-37.00217,4625.0355085204255,752000
-38850.812,-106.3390291707563,0.1,10,19553.260754707728,55496.431528224595,23,nan,0.0,10,19553.260754707742,9882.794,19553.260754707742,59204570.0,55496.431528224595,-106.3390291707563,0.0,0.1,23,185965.3921984106,185965.3921984106,-36.729225,19553.260754707728,776000
-76330.72,-85.20828182215854,0.0,10,-76.99089574012297,5.26347529829378,24,nan,0.0,10,-76.990895740123,17091.11,-76.990895740123,92081704.0,5.26347529829378,-85.20828182215854,0.0,0.0,24,-66.54800564212225,-66.54800564212225,-37.139225,-76.99089574012297,800000
-103422.66,-105.95327993939298,0.0,10,2109.9293118632263,2451.25647351678,25,nan,0.0,10,2109.9293118632268,26078.545,2109.9293118632268,95553816.0,2451.25647351678,-105.95327993939298,0.0,0.0,25,7052.5396580761535,7052.5396580761535,-37.07677,2109.9293118632263,824000
-74035.805,-59.582289561195715,0.5,10,68905.59396739866,120586.76295233889,26,nan,0.0,10,68905.59396739864,14253.06,68905.59396739864,51133100.0,120586.76295233889,-59.582289561195715,0.0,0.5,26,327335.3985132827,327335.3985132827,-37.12664,68905.59396739866,848000
-38328.54,-37.60329408442947,0.5,10,75800.9367175624,113561.6888652942,27,nan,0.0,10,75800.9367175624,22471.58,75800.9367175624,17976168.0,113561.6888652942,-37.60329408442947,0.0,0.5,27,273111.43551874073,273111.43551874073,-37.16775,75800.9367175624,872000
4602.531,-103.53344532469721,0.3,10,8348.547317404973,21584.816517355484,28,nan,0.0,10,8348.547317405008,42488.273,8348.547317405008,23927754.0,21584.816517355484,-103.53344532469721,0.0,0.3,28,72921.95220634049,72921.95220634049,-37.28429,8348.547317404973,896000
-24567.305,-14.426728036365748,0.8,10,183545.13088599764,146391.52544484733,29,nan,0.0,10,183545.13088599764,10861.648,183545.13088599764,23299372.0,146391.52544484733,-14.426728036365748,0.0,0.8,29,365072.2923391229,365072.2923391229,-37.21499,183545.13088599764,920000
-54964.51,-15.754799575577824,0.9,10,79965.37953048691,141161.2863874299,30,nan,0.0,10,79965.37953048693,2804.262,79965.37953048693,31678010.0,141161.2863874299,-15.754799575577824,0.0,0.9,30,362237.0646525986,362237.0646525986,-37.235542,79965.37953048691,944000
-85380.7,6049.218721540444,0.7,10,225907.9968208117,136069.82844194138,31,nan,0.0,10,225907.99682081174,1794.5685,225907.99682081174,50752028.0,136069.82844194138,6049.218721540444,0.0,0.7,31,363748.9259489165,363748.9259489165,-37.07404,225907.9968208117,968000
-102803.42,228939.06399564882,0.7,10,307217.92279701337,44321.158525839855,32,nan,0.0,10,307217.92279701337,1496.1737,307217.92279701337,75274990.0,44321.158525839855,228939.06399564882,0.0,0.7,32,362720.54662213626,362720.54662213626,-36.950493,307217.92279701337,992000
-117250.445,147420.07945258598,0.8,10,306151.62305203924,60610.929294794434,33,nan,0.0,10,306151.6230520393,1332.1411,306151.6230520393,104765224.0,60610.929294794434,147420.07945258598,0.0,0.8,33,367940.03375267773,367940.03375267773,-36.93882,306151.62305203924,1016000
-139096.06,-92.61202987209148,0.8,10,184559.63434038352,147057.47916227995,34,nan,0.0,10,184559.63434038352,1087.6777,184559.63434038352,134518340.0,147057.47916227995,-92.61202987209148,0.0,0.8,34,375912.4141638172,375912.4141638172,-36.796078,184559.63434038352,1040000
-178384.03,-48.356090126426174,0.4,10,141566.8677743786,137795.466424199,35,nan,0.0,10,141566.86777437865,5702.55,141566.86777437865,155306720.0,137795.466424199,-48.356090126426174,0.0,0.4,35,339603.32970330794,339603.32970330794,-36.71577,141566.8677743786,1064000
-180556.25,-48.2466339460249,0.8,10,195381.23315022248,162037.06250017395,36,nan,0.0,10,195381.2331502225,9315.264,195381.2331502225,151563680.0,162037.06250017395,-48.2466339460249,0.0,0.8,36,374099.4204086082,374099.4204086082,-36.799538,195381.23315022248,1088000
-239006.23,266835.2333887655,0.9,10,332114.9805546929,31942.382039784054,37,nan,0.0,10,332114.9805546929,1984.5742,332114.9805546929,169822290.0,31942.382039784054,266835.2333887655,0.0,0.9,37,371377.6120914758,371377.6120914758,-36.763126,332114.9805546929,1112000
-282497.75,-10.795936493830167,0.7,10,270418.06443975476,98707.23985675194,38,nan,0.0,10,270418.0644397548,648.87177,270418.0644397548,193423500.0,98707.23985675194,-10.795936493830167,0.0,0.7,38,363950.26131482865,363950.26131482865,-36.601925,270418.06443975476,1136000
-312471.56,288749.05941728345,1.0,10,325879.95630233845,16877.41059251634,39,nan,0.0,10,325879.95630233857,679.36346,325879.95630233857,217204620.0,16877.41059251634,288749.05941728345,0.0,1.0,39,346711.59976493695,346711.59976493695,-36.620308,325879.95630233845,1160000
-330985.53,6947.961853070437,0.8,10,273086.10540948244,134208.0957024358,40,nan,0.0,10,273086.10540948255,16227.612,273086.10540948255,239124020.0,134208.0957024358,6947.961853070437,0.0,0.8,40,365277.5113419417,365277.5113419417,-36.83461,273086.10540948244,1184000
-318548.94,271309.12817044696,1.0,10,331480.7156376181,28046.189979297134,41,nan,0.0,10,331480.7156376181,1099.5663,331480.7156376181,248198180.0,28046.189979297134,271309.12817044696,0.0,1.0,41,366587.1283366134,366587.1283366134,-36.865273,331480.7156376181,1208000
-340733.94,-14.574090052245097,0.1,10,98120.3531747105,123447.98352202622,42,nan,0.0,10,98120.35317471047,1580.0631,98120.35317471047,259352540.0,123447.98352202622,-14.574090052245097,0.0,0.1,42,342877.5501329028,342877.5501329028,-36.70401,98120.3531747105,1232000
-355514.6,-14.69133030121231,0.4,10,158753.3466204134,164224.12329731547,43,nan,0.0,10,158753.34662041342,7275.8145,158753.34662041342,268534620.0,164224.12329731547,-14.69133030121231,0.0,0.4,43,371355.37249635655,371355.37249635655,-36.68871,158753.3466204134,1256000
-374834.72,-75.42096305023105,0.4,10,157670.36359984247,159468.65705527726,44,nan,0.0,10,157670.36359984244,1727.7848,157670.36359984244,283323200.0,159468.65705527726,-75.42096305023105,0.0,0.4,44,368883.34165077854,368883.34165077854,-36.724342,157670.36359984247,1280000
-382809.7,2568.087080781609,0.7,10,155306.309211185,151331.51498369902,45,nan,0.0,10,155306.30921118503,2450.331,155306.30921118503,282202600.0,151331.51498369902,2568.087080781609,0.0,0.7,45,337331.62862832035,337331.62862832035,-36.626236,155306.309211185,1304000
-385239.2,-73.14484034951758,0.4,10,98681.77514057021,145125.86923817112,46,nan,0.0,10,98681.77514057021,3018.2576,98681.77514057021,293659700.0,145125.86923817112,-73.14484034951758,0.0,0.4,46,337843.0233474654,337843.0233474654,-36.554836,98681.77514057021,1328000
-389554.44,-82.60569769787016,0.5,10,170574.02219738188,171216.89077532038,47,nan,0.0,10,170574.0221973819,3990.1064,170574.0221973819,298253860.0,171216.89077532038,-82.60569769787016,0.0,0.5,47,363706.4893141384,363706.4893141384,-36.577694,170574.02219738188,1352000
-387230.84,-63.21232813072688,0.1,10,85165.59346180591,128346.78525633785,48,nan,0.0,10,85165.59346180591,1676.7412,85165.59346180591,307172900.0,128346.78525633785,-63.21232813072688,0.0,0.1,48,292266.482237697,292266.482237697,-36.369217,85165.59346180591,1376000
-385611.3,-68.87392348645008,0.1,10,43022.518306259546,98244.61515768379,49,nan,0.0,10,43022.51830625955,1255.8176,43022.51830625955,321585540.0,98244.61515768379,-68.87392348645008,0.0,0.1,49,326068.4061614063,326068.4061614063,-36.23054,43022.518306259546,1400000
-388216.9,-15.818186490897633,0.3,10,187039.3870150318,128488.92646749529,50,nan,0.0,10,187039.38701503183,923.64435,187039.38701503183,332867000.0,128488.92646749529,-15.818186490897633,0.0,0.3,50,333473.56220752205,333473.56220752205,-36.31165,187039.3870150318,1424000
-392821.8,-15.204091521605271,0.4,10,147189.9501749072,150430.66184154619,51,nan,0.0,10,147189.95017490716,900.8535,147189.95017490716,347990500.0,150430.66184154619,-15.204091521605271,0.0,0.4,51,359438.63602796406,359438.63602796406,-36.326046,147189.9501749072,1448000
-397304.12,-15.556145541409062,0.6,10,230644.34489816154,146008.72584382546,52,nan,0.0,10,230644.34489816154,870.87665,230644.34489816154,355107260.0,146008.72584382546,-15.556145541409062,0.0,0.6,52,365247.36612388864,365247.36612388864,-36.335236,230644.34489816154,1472000
-399876.6,-113.89911189116428,0.4,10,155146.69524179588,157163.85952977106,53,nan,0.0,10,155146.69524179594,6394.4077,155146.69524179594,371275000.0,157163.85952977106,-113.89911189116428,0.0,0.4,53,357211.0118652127,357211.0118652127,-36.372288,155146.69524179588,1496000
-398982.6,-95.59190986993362,0.4,10,97511.58935839873,146973.73615794515,54,nan,0.0,10,97511.5893583987,2765.7651,97511.5893583987,376571170.0,146973.73615794515,-95.59190986993362,0.0,0.4,54,335933.57407964824,335933.57407964824,-36.34473,97511.58935839873,1520000
-400792.12,143896.58253050767,0.8,10,308062.0062600571,58543.846884801605,55,nan,0.0,10,308062.0062600571,1621.2626,308062.0062600571,388150000.0,58543.846884801605,143896.58253050767,0.0,0.8,55,364050.21318683925,364050.21318683925,-36.382435,308062.0062600571,1544000
-405670.28,249717.60667742675,0.7,10,305017.4402865484,29983.515290298124,56,nan,0.0,10,305017.4402865485,381.4598,305017.4402865485,396010980.0,29983.515290298124,249717.60667742675,0.0,0.7,56,348013.19488197676,348013.19488197676,-36.26435,305017.4402865484,1568000
-254216.52,-103.63778196201467,0.0,10,857.9005928036116,1471.303489654432,57,nan,0.0,10,857.9005928036142,9262.649,857.9005928036142,374659000.0,1471.303489654432,-103.63778196201467,0.0,0.0,57,3371.3994873991523,3371.3994873991523,-36.511333,857.9005928036116,1592000
-177181.73,-110.76233387754603,0.2,10,15852.315999089367,28503.152822041957,58,nan,0.0,10,15852.315999089362,3758.8726,15852.315999089362,299790080.0,28503.152822041957,-110.76233387754603,0.0,0.2,58,74647.15025408725,74647.15025408725,-36.792572,15852.315999089367,1616000
129446.85,-105.70215338777186,0.0,10,1203.9207260918897,1749.6640270411654,59,nan,0.0,10,1203.9207260918904,1225.5154,1203.9207260918904,131775620.0,1749.6640270411654,-105.70215338777186,0.0,0.0,59,5124.451813347766,5124.451813347766,-37.402203,1203.9207260918897,1640000
-377815.03,-92.94514328593448,0.2,10,91574.13687215428,139729.77627683152,60,nan,0.0,10,91574.13687215428,18858.443,91574.13687215428,529526000.0,139729.77627683152,-92.94514328593448,0.0,0.2,60,358662.6328295761,358662.6328295761,-36.775467,91574.13687215428,1664000
-327473.6,-50.77932844914597,0.5,10,113671.47223626469,124573.80700059942,61,nan,0.0,10,113671.4722362647,5372.092,113671.4722362647,360006370.0,124573.80700059942,-50.77932844914597,0.0,0.5,61,329464.1564891843,329464.1564891843,-36.566914,113671.47223626469,1688000
-412097.0,-97.82059905243703,0.3,10,58399.979023837936,116947.9389166175,62,nan,0.0,10,58399.97902383791,2219.6106,58399.97902383791,396307300.0,116947.9389166175,-97.82059905243703,0.0,0.3,62,338199.1825593036,338199.1825593036,-36.571365,58399.979023837936,1712000
-416467.25,-13.913962899482843,0.4,10,205628.4939604193,124099.49164647578,63,nan,0.0,10,205628.49396041932,3637.2556,205628.49396041932,384618340.0,124099.49164647578,-13.913962899482843,0.0,0.4,63,364566.0033039048,364566.0033039048,-36.626564,205628.4939604193,1736000
-428028.7,250788.54762535417,1.0,10,327394.7311767657,31880.03005045003,64,nan,0.0,10,327394.7311767657,549.7322,327394.7311767657,397972600.0,31880.03005045003,250788.54762535417,0.0,1.0,64,361442.6706013186,361442.6706013186,-36.53998,327394.7311767657,1760000
-441840.94,244286.6123162831,1.0,10,310447.9882651182,29032.593747447587,65,nan,0.0,10,310447.9882651182,136.60046,310447.9882651182,414177950.0,29032.593747447587,244286.6123162831,0.0,1.0,65,339873.40146979043,339873.40146979043,-36.551407,310447.9882651182,1784000
-446073.28,-59.56281107750447,0.5,10,159891.6659131996,167556.19058428088,66,nan,0.0,10,159891.66591319954,321.84634,159891.66591319954,422578620.0,167556.19058428088,-59.56281107750447,0.0,0.5,66,367375.7157052341,367375.7157052341,-36.500217,159891.6659131996,1808000
-442952.0,-46.54950096372391,0.6,10,131901.44893400944,157585.76166735502,67,nan,0.0,10,131901.4489340094,1235.4817,131901.4489340094,428760130.0,157585.76166735502,-46.54950096372391,0.0,0.6,67,346376.81354476174,346376.81354476174,-36.56964,131901.44893400944,1832000
-442676.28,-60.3759375091962,0.2,10,69107.48719171362,122745.67665864392,68,nan,0.0,10,69107.48719171362,714.8828,69107.48719171362,435811070.0,122745.67665864392,-60.3759375091962,0.0,0.2,68,342959.18538286345,342959.18538286345,-36.594448,69107.48719171362,1856000
-440820.84,-10.891371424226294,0.9,10,294978.07043720986,100264.87534870564,69,nan,0.0,10,294978.07043720986,447.77307,294978.07043720986,445929180.0,100264.87534870564,-10.891371424226294,0.0,0.9,69,368645.8432989725,368645.8432989725,-36.598053,294978.07043720986,1880000
-443279.56,272173.50807762286,1.0,10,337746.92115275684,23942.737551827755,70,nan,0.0,10,337746.9211527567,264.0819,337746.9211527567,457279870.0,23942.737551827755,272173.50807762286,0.0,1.0,70,358162.5729121448,358162.5729121448,-36.538765,337746.92115275684,1904000
-440952.78,-55.22509046449265,0.2,10,11713.360617493483,28775.362254750227,71,nan,0.0,10,11713.360617493488,349.83835,11713.360617493488,462659140.0,28775.362254750227,-55.22509046449265,0.0,0.2,71,97686.56065386861,97686.56065386861,-36.486,11713.360617493483,1928000
-438234.97,11804.787215144306,0.9,10,270649.87341620936,127633.77286327456,72,nan,0.0,10,270649.87341620924,400.71207,270649.87341620924,473872000.0,127633.77286327456,11804.787215144306,0.0,0.9,72,368256.071029838,368256.071029838,-36.537666,270649.87341620936,1952000
-430834.94,-25.786495588839536,0.5,10,159592.51849323497,160625.8573012166,73,nan,0.0,10,159592.51849323494,1047.6475,159592.51849323494,485573120.0,160625.8573012166,-25.786495588839536,0.0,0.5,73,367392.9210119552,367392.9210119552,-36.606384,159592.51849323497,1976000
-419975.6,-20.22403213084626,0.5,10,186352.38320387018,153452.24418162243,74,nan,0.0,10,186352.3832038701,1432.0339,186352.3832038701,476133000.0,153452.24418162243,-20.22403213084626,0.0,0.5,74,352886.7000149691,352886.7000149691,-36.555664,186352.38320387018,2000000
-435363.97,6029.165199082256,0.9,10,303753.88742304017,101334.40438706448,75,nan,0.0,10,303753.88742304,1369.6102,303753.88742304,465385440.0,101334.40438706448,6029.165199082256,0.0,0.9,75,375155.9110107001,375155.9110107001,-36.527184,303753.88742304017,2024000
-429997.97,1709.9733263651449,0.6,10,221633.67401028323,108494.39589474301,76,nan,0.0,10,221633.67401028317,1258.7893,221633.67401028317,460242720.0,108494.39589474301,1709.9733263651449,0.0,0.6,76,342189.01711039443,342189.01711039443,-36.479404,221633.67401028323,2048000
-438860.8,-76.80377296650595,0.4,10,155684.06377573864,160435.42902603745,77,nan,0.0,10,155684.0637757386,2640.588,155684.0637757386,515978240.0,160435.42902603745,-76.80377296650595,0.0,0.4,77,360193.23709618667,360193.23709618667,-36.547657,155684.06377573864,2072000
-440258.1,-64.4865860317407,0.3,10,135605.94060084378,167899.81450320847,78,nan,0.0,10,135605.94060084372,1886.766,135605.94060084372,454663460.0,167899.81450320847,-64.4865860317407,0.0,0.3,78,374031.7235770572,374031.7235770572,-36.515667,135605.94060084378,2096000
-440342.75,280325.9575731456,1.0,10,341843.4692798735,27457.496071869187,79,nan,0.0,10,341843.4692798734,1115.4146,341843.4692798734,452438270.0,27457.496071869187,280325.9575731456,0.0,1.0,79,375566.47124698013,375566.47124698013,-36.577454,341843.4692798735,2120000
-286963.25,263808.22656978585,1.0,10,321175.42538954515,27185.478997642236,80,nan,0.0,10,321175.42538954515,1218.198,321175.42538954515,301012930.0,27185.478997642236,263808.22656978585,0.0,1.0,80,369347.1314500185,369347.1314500185,-36.828236,321175.42538954515,2144000
-265577.1,302216.3271888809,1.0,10,335642.8165631825,20216.088583092154,81,nan,0.0,10,335642.8165631824,669.72925,335642.8165631824,277269630.0,20216.088583092154,302216.3271888809,0.0,1.0,81,373033.2873454335,373033.2873454335,-36.60515,335642.8165631825,2168000
-261304.64,-44.91374558316337,0.8,10,1549.1552752350563,2520.6010792121356,82,nan,0.0,10,1549.155275235055,5895.933,1549.155275235055,341591300.0,2520.6010792121356,-44.91374558316337,0.0,0.8,82,7119.340443409481,7119.340443409481,-36.61689,1549.1552752350563,2192000
-194506.45,-12.343054229183526,0.8,10,58790.99161516463,100952.94868928999,83,nan,0.0,10,58790.99161516463,7347.5977,58790.99161516463,250382580.0,100952.94868928999,-12.343054229183526,0.0,0.8,83,348108.5577101355,348108.5577101355,-36.654243,58790.99161516463,2216000
-174249.94,-11.471569583879873,0.7,10,130169.8796135182,153138.4234127758,84,nan,0.0,10,130169.87961351828,1268.4337,130169.87961351828,158702110.0,153138.4234127758,-11.471569583879873,0.0,0.7,84,356379.42237091233,356379.42237091233,-36.600372,130169.8796135182,2240000
-240665.77,-23.336172474125505,0.5,10,177455.19648881585,178388.85098995126,85,nan,0.0,10,177455.1964888159,1738.863,177455.1964888159,203502690.0,178388.85098995126,-23.336172474125505,0.0,0.5,85,373831.53295655316,373831.53295655316,-36.56414,177455.19648881585,2264000
-295324.1,-10.741593594498072,0.8,10,271705.89190568466,104544.35425577805,86,nan,0.0,10,271705.8919056846,1594.3883,271705.8919056846,242272910.0,104544.35425577805,-10.741593594498072,0.0,0.8,86,363691.23051350605,363691.23051350605,-36.466618,271705.89190568466,2288000
-349296.25,311151.5410580648,1.0,10,337303.6177810052,19967.3548738237,87,nan,0.0,10,337303.61778100533,972.7311,337303.61778100533,320887580.0,19967.3548738237,311151.5410580648,0.0,1.0,87,373435.9244750103,373435.9244750103,-36.553852,337303.6177810052,2312000
-407035.4,-13.623889880117328,0.8,10,275139.15994250646,138276.26799120018,88,nan,0.0,10,275139.15994250646,990.79004,275139.15994250646,379226020.0,138276.26799120018,-13.623889880117328,0.0,0.8,88,362332.7467350302,362332.7467350302,-36.58929,275139.15994250646,2336000
-405404.28,-15.488234446086246,0.4,10,188529.61944943052,156367.83975070808,89,nan,0.0,10,188529.61944943058,1951.8849,188529.61944943058,370903800.0,156367.83975070808,-15.488234446086246,0.0,0.4,89,345619.1797901652,345619.1797901652,-36.699978,188529.61944943052,2360000
-419795.78,-14.722768233127365,0.6,10,207860.90545849345,170388.30858258996,90,nan,0.0,10,207860.90545849345,2171.1516,207860.90545849345,355172000.0,170388.30858258996,-14.722768233127365,0.0,0.6,90,369362.5790127017,369362.5790127017,-36.75589,207860.90545849345,2384000
-455675.0,-13.818705301311784,0.7,10,81470.24274952525,142720.21005161328,91,nan,0.0,10,81470.24274952526,1454.711,81470.24274952526,362949220.0,142720.21005161328,-13.818705301311784,0.0,0.7,91,372267.03715533996,372267.03715533996,-36.743336,81470.24274952525,2408000
-497543.94,261547.40952436384,1.0,10,330940.6806057536,32381.217484140852,92,nan,0.0,10,330940.6806057536,1586.6135,330940.6806057536,369079870.0,32381.217484140852,261547.40952436384,0.0,1.0,92,375592.0995967894,375592.0995967894,-36.723873,330940.6806057536,2432000
-513294.16,301291.8897308369,1.0,10,335266.42905024445,22970.729869091163,93,nan,0.0,10,335266.4290502444,1372.1056,335266.4290502444,373150180.0,22970.729869091163,301291.8897308369,0.0,1.0,93,367763.4341034977,367763.4341034977,-36.663704,335266.42905024445,2456000
-550355.5,285421.89664360136,1.0,10,330136.18268739624,23859.999664916468,94,nan,0.0,10,330136.1826873963,1078.1543,330136.1826873963,364185280.0,23859.999664916468,285421.89664360136,0.0,1.0,94,366545.18689744314,366545.18689744314,-36.64002,330136.18268739624,2480000
-560913.0,256771.04941020097,0.9,10,311123.99319970893,33917.86468282459,95,nan,0.0,10,311123.99319970893,1402.9523,311123.99319970893,359204200.0,33917.86468282459,256771.04941020097,0.0,0.9,95,363487.4475880628,363487.4475880628,-36.572533,311123.99319970893,2504000
