Average/TerminationRate,plate-slide-back-side-v1/MinReturn,MetaTest/Average/Iteration,Average/Iteration,MetaTest/Average/AverageReturn,Average/NumEpisodes,plate-slide-back-side-v1/MaxReturn,MetaTest/plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/AverageReturn,plate-slide-back-side-v1/Iteration,policy/LossAfter,Average/AverageReturn,policy/Entropy,MetaTest/plate-slide-back-side-v1/MinReturn,Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,Average/SuccessRate,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/Iteration,plate-slide-back-side-v1/StdReturn,plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/AverageReturn,Average/AverageDiscountedReturn,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/Average/TerminationRate,plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/TerminationRate,policy/KLBefore,TotalEnvSteps,MetaTest/Average/NumEpisodes,policy/KL,Average/StdReturn,plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,policy/LossBefore,MetaTest/Average/StdReturn,Average/MaxReturn
0.0,-42.01888322386728,1,10,3386.381858508989,100,24960.596609349916,10,0.2,829.2315434304256,10,-5.3393836,829.2315434304256,5.5436893,-27.75416179941718,-42.01888322386728,0.2,17101.26756385123,-27.75416179941718,0.04,5613.496731946997,3386.3818585089894,1,3416.2944671663677,100,3386.3818585089894,3386.381858508989,219.24497707593548,4.2849545,0.2284392680595716,0.0,0.0,0.04,0.0,0.0,220000,10,0.010237223,3416.2944671663677,219.24497707593548,17101.26756385123,-1.0544289,5613.496731946997,24960.596609349916
0.0,-35.33179260379147,,11,,100,25463.451415147752,,,934.2261899455348,11,-5.7012844,934.2261899455348,5.528381,,-35.33179260379147,,,,0.08,,,,3364.151689447798,100,,,259.03200955437865,3.4179125,0.14669604940251335,,,0.08,0.0,0.0,240000,,0.007067373,3364.151689447798,259.03200955437865,,-2.283372,,25463.451415147752
0.0,-34.10959212499676,,12,,100,29401.062559649778,,,1248.7131800626985,12,-5.3031626,1248.7131800626985,5.5194626,,-34.10959212499676,,,,0.06,,,,4747.439473393597,100,,,378.12868703284954,4.967669,0.12227669916421535,,,0.06,0.0,0.0,260000,,0.010281966,4747.439473393597,378.12868703284954,,-0.33549374,,29401.062559649778
0.0,-35.91701332432218,,13,,100,24952.758335248516,,,1531.4189960418526,13,-7.7439423,1531.4189960418526,5.4852986,,-35.91701332432218,,,,0.03,,,,4436.422855526794,100,,,511.227633696479,5.4870906,0.1635725269859558,,,0.03,0.0,0.0,280000,,0.009845227,4436.422855526794,511.227633696479,,-2.2568517,,24952.758335248516
0.0,-27.09044204030585,,14,,100,26440.042513704248,,,2743.4919123410573,14,-11.520003,2743.4919123410573,5.4476295,,-27.09044204030585,,,,0.13,,,,6180.182400929642,100,,,994.9902681877444,8.670736,0.22053358125882982,,,0.13,0.0,0.0,300000,,0.009019664,6180.182400929642,994.9902681877444,,-2.8492672,,26440.042513704248
0.0,-29.90582455864248,,15,,100,34328.274717649394,,,2782.6290208428727,15,-4.350775,2782.6290208428727,5.4322057,,-29.90582455864248,,,,0.13,,,,7460.60323637572,100,,,1102.765741342626,10.1368685,0.1623874149333573,,,0.13,0.0,0.0,320000,,0.0066728042,7460.60323637572,1102.765741342626,,5.7860937,,34328.274717649394
0.0,-29.333021478770394,,16,,100,38863.15927770098,,,2881.1706566492235,16,-9.41555,2881.1706566492235,5.4027786,,-29.333021478770394,,,,0.12,,,,7485.989117999176,100,,,1057.0520795845432,9.594631,0.13132069082562414,,,0.12,0.0,0.0,340000,,0.0051733973,7485.989117999176,1057.0520795845432,,0.17908125,,38863.15927770098
0.0,-26.875406280997243,,17,,100,29235.87927033737,,,3570.621331396458,17,-5.8901234,3570.621331396458,5.370288,,-26.875406280997243,,,,0.17,,,,7207.922309520417,100,,,1390.7555899420595,7.442653,0.13245101397975934,,,0.17,0.0,0.0,360000,,0.0075143976,7207.922309520417,1390.7555899420595,,1.5525297,,29235.87927033737
0.0,-30.835065459823454,,18,,100,27865.14469700736,,,4427.834810446367,18,-8.671947,4427.834810446367,5.3432236,,-30.835065459823454,,,,0.21,,,,7895.567248018879,100,,,1557.0347565235365,10.057656,0.1941483730878668,,,0.21,0.0,0.0,380000,,0.005708452,7895.567248018879,1557.0347565235365,,1.3857094,,27865.14469700736
0.0,-31.599338980873192,,19,,100,35014.88628185882,,,4342.8328442034845,19,-4.4911156,4342.8328442034845,5.3319674,,-31.599338980873192,,,,0.18,,,,8459.938631134408,100,,,1699.1518328209736,11.694945,0.17013168733762407,,,0.18,0.0,0.0,400000,,0.008085186,8459.938631134408,1699.1518328209736,,7.20383,,35014.88628185882
0.0,-25.306868059270094,2,20,8005.759591326632,100,59020.25218536023,10,0.4,6092.125607670685,20,-6.46385,6092.125607670685,5.295982,-24.83752602753248,-25.306868059270094,0.4,36071.82724331354,-24.83752602753248,0.26,12219.674588727,8005.759591326639,2,11264.26656500308,100,8005.759591326639,8005.759591326632,2392.559308705218,13.991406,0.18506829775045097,0.0,0.0,0.26,0.0,0.0,420000,10,0.0058412733,11264.26656500308,2392.559308705218,36071.82724331354,7.5275564,12219.674588727,59020.25218536023
0.0,-25.37221048668978,,21,,100,41689.830226937156,,,6112.224325331952,21,-12.220528,6112.224325331952,5.2636037,,-25.37221048668978,,,,0.29,,,,10783.67776330064,100,,,2439.157061187276,12.799581,0.15452748012950568,,,0.29,0.0,0.0,440000,,0.007946823,10783.67776330064,2439.157061187276,,0.5790531,,41689.830226937156
0.0,-26.914120474243898,,22,,100,32612.829196228653,,,6887.325984764687,22,-8.8044815,6887.325984764687,5.25377,,-26.914120474243898,,,,0.34,,,,10350.504968324167,100,,,2768.5913197762047,14.316585,0.2372363790392642,,,0.34,0.0,0.0,460000,,0.007005205,10350.504968324167,2768.5913197762047,,5.512103,,32612.829196228653
0.0,-25.32484028458618,,23,,100,54247.23744660581,,,7206.6413828399745,23,-22.50296,7206.6413828399745,5.2323923,,-25.32484028458618,,,,0.36,,,,11292.22193424396,100,,,2955.149216279789,15.031504,0.1920727323707967,,,0.36,0.0,0.0,480000,,0.00505096,11292.22193424396,2955.149216279789,,-7.471456,,54247.23744660581
0.0,-25.404052210316276,,24,,100,46896.26636007946,,,9792.730024321463,24,-26.319168,9792.730024321463,5.1935644,,-25.404052210316276,,,,0.42,,,,13430.817380933746,100,,,3421.2005537897944,18.905375,0.20983451015556653,,,0.42,0.0,0.0,500000,,0.0071624327,13430.817380933746,3421.2005537897944,,-7.4137936,,46896.26636007946
0.0,-26.909032372278165,,25,,100,86699.76024486743,,,10088.359872727608,25,-27.759256,10088.359872727608,5.1807632,,-26.909032372278165,,,,0.49,,,,14129.805973626633,100,,,4302.205847206365,16.535126,0.1968412681443853,,,0.49,0.0,0.0,520000,,0.006008234,14129.805973626633,4302.205847206365,,-11.22413,,86699.76024486743
0.0,-26.269387908043043,,26,,100,61397.98015778791,,,8991.537370322398,26,-36.587135,8991.537370322398,5.161118,,-26.269387908043043,,,,0.44,,,,13653.567887261865,100,,,3815.6675408394476,21.775423,0.23496921449614228,,,0.44,0.0,0.0,540000,,0.0073869703,13653.567887261865,3815.6675408394476,,-14.811712,,61397.98015778791
0.0,-26.533913145193388,,27,,100,59283.70959620864,,,12261.68293567593,27,-26.177755,12261.68293567593,5.133628,,-26.533913145193388,,,,0.5,,,,13916.073941438473,100,,,5269.729956171875,19.909693,0.1815210693543624,,,0.5,0.0,0.0,560000,,0.006549638,13916.073941438473,5269.729956171875,,-6.2680626,,59283.70959620864
0.0,-24.52553131189703,,28,,100,73149.87909489709,,,15057.019303843213,28,-11.27245,15057.019303843213,5.128411,,-24.52553131189703,,,,0.58,,,,15371.658253518857,100,,,6309.043954436461,25.776913,0.19837328347821004,,,0.58,0.0,0.0,580000,,0.0071045454,15371.658253518857,6309.043954436461,,14.504462,,73149.87909489709
0.0,-26.677274185425997,,29,,100,67907.00594186399,,,15674.701000612758,29,-28.885004,15674.701000612758,5.110858,,-26.677274185425997,,,,0.66,,,,15072.142182733201,100,,,6470.052349391726,17.800297,0.18195866490528234,,,0.66,0.0,0.0,600000,,0.005853982,15072.142182733201,6470.052349391726,,-11.084706,,67907.00594186399
0.0,-25.505603236785863,3,30,16278.606289029001,100,82960.44392316019,10,0.6,12177.224462701883,30,-16.011726,12177.224462701883,5.088165,-22.957195922226465,-25.505603236785863,0.6,46627.61247986375,-22.957195922226465,0.6,16633.068718545856,16278.606289029,3,14718.60356267267,100,16278.606289029,16278.606289029001,4858.40268219482,20.283913,0.20040412097568794,0.0,0.0,0.6,0.0,0.0,620000,10,0.009356704,14718.60356267267,4858.40268219482,46627.61247986375,4.272186,16633.068718545856,82960.44392316019
0.0,-30.104839209104558,,31,,100,67928.68450955627,,,15732.889465954706,31,-16.459826,15732.889465954706,5.082474,,-30.104839209104558,,,,0.61,,,,15768.273989879246,100,,,6790.717557102288,25.553162,0.232499762006523,,,0.61,0.0,0.0,640000,,0.0063012703,15768.273989879246,6790.717557102288,,9.093337,,67928.68450955627
0.0,-22.847043721443065,,32,,100,58309.884224716894,,,16222.152371123426,32,-20.159084,16222.152371123426,5.073876,,-22.847043721443065,,,,0.61,,,,15692.432296339926,100,,,6813.414973756287,21.949709,0.22499968119216363,,,0.61,0.0,0.0,660000,,0.005366122,15692.432296339926,6813.414973756287,,1.790625,,58309.884224716894
0.0,-23.110456816152837,,33,,100,68166.4877356505,,,15351.567898221963,33,-12.042088,15351.567898221963,5.0537424,,-23.110456816152837,,,,0.66,,,,15072.760607513901,100,,,7228.239992839693,19.448135,0.2553126014884848,,,0.66,0.0,0.0,680000,,0.007850652,15072.760607513901,7228.239992839693,,7.406047,,68166.4877356505
0.0,-24.551377620735426,,34,,100,87715.15976523446,,,19273.936145152384,34,-24.646975,19273.936145152384,5.0284467,,-24.551377620735426,,,,0.7,,,,17238.743928541036,100,,,8509.532206292937,25.045862,0.23056844648934183,,,0.7,0.0,0.0,700000,,0.005441103,17238.743928541036,8509.532206292937,,0.3988875,,87715.15976523446
0.0,-25.51848360055536,,35,,100,49465.08710280704,,,14690.122874171017,35,-8.836583,14690.122874171017,5.007215,,-25.51848360055536,,,,0.59,,,,14513.217604008221,100,,,6689.665416861827,16.890196,0.17262162109119117,,,0.59,0.0,0.0,720000,,0.005934861,14513.217604008221,6689.665416861827,,8.053613,,49465.08710280704
0.0,-25.57936121539933,,36,,100,55979.792129528614,,,16790.043750006054,36,-17.531763,16790.043750006054,4.987867,,-25.57936121539933,,,,0.7,,,,15148.023402648041,100,,,7523.563742171172,21.99018,0.21816815884274843,,,0.7,0.0,0.0,740000,,0.0053331503,15148.023402648041,7523.563742171172,,4.4584155,,55979.792129528614
0.0,-28.042351371464587,,37,,100,99490.48800292755,,,18959.954798316867,37,-21.5834,18959.954798316867,4.964157,,-28.042351371464587,,,,0.69,,,,16863.493820841166,100,,,8694.567908542913,21.028175,0.21649781793791767,,,0.69,0.0,0.0,760000,,0.006627273,16863.493820841166,8694.567908542913,,-0.555225,,99490.48800292755
0.0,-23.76340395869768,,38,,100,78333.76839714315,,,17815.182159542754,38,-38.307087,17815.182159542754,4.9356303,,-23.76340395869768,,,,0.65,,,,18183.568663360937,100,,,8600.590735193682,27.599186,0.2311817666655933,,,0.65,0.0,0.0,780000,,0.006412616,18183.568663360937,8600.590735193682,,-10.7079,,78333.76839714315
0.0,-19.676762448805007,,39,,100,71302.26609255701,,,19758.084865384182,39,-30.466978,19758.084865384182,4.915105,,-19.676762448805007,,,,0.78,,,,16471.70129809894,100,,,9660.633973813177,22.094917,0.2909232303984256,,,0.78,0.0,0.0,800000,,0.00946284,16471.70129809894,9660.633973813177,,-8.37206,,71302.26609255701
0.0,-20.929341474198814,4,40,13447.848401427796,100,72594.11879508587,10,0.5,22388.557558236687,40,-13.5642,22388.557558236687,4.89475,-24.453048631343048,-20.929341474198814,0.5,56693.123972221416,-24.453048631343048,0.73,17112.12205041282,13447.848401427784,4,17535.979032781277,100,13447.848401427784,13447.848401427796,10962.573295819,24.258045,0.2505559756301261,0.0,0.0,0.73,0.0,0.0,820000,10,0.006496064,17535.979032781277,10962.573295819,56693.123972221416,10.693844,17112.12205041282,72594.11879508587
0.0,-22.364730699409307,,41,,100,95786.5033546167,,,21082.63196677431,41,-14.711809,21082.63196677431,4.8790717,,-22.364730699409307,,,,0.71,,,,17616.085247987237,100,,,10452.027803575129,21.532568,0.26124104655069513,,,0.71,0.0,0.0,840000,,0.0074074273,17616.085247987237,10452.027803575129,,6.8207593,,95786.5033546167
0.0,-21.35101559918391,,42,,100,100561.8446056969,,,22328.90339792434,42,-33.97155,22328.90339792434,4.860584,,-21.35101559918391,,,,0.75,,,,19583.43502274815,100,,,11393.299195362088,24.615936,0.24004526908879942,,,0.75,0.0,0.0,860000,,0.0077667465,19583.43502274815,11393.299195362088,,-9.355613,,100561.8446056969
0.0,-23.83840209137746,,43,,100,84379.19315677167,,,22166.989185581064,43,-46.195812,22166.989185581064,4.8334837,,-23.83840209137746,,,,0.77,,,,19931.014496009655,100,,,10770.150102182306,28.733324,0.2462657679972554,,,0.77,0.0,0.0,880000,,0.0072715334,19931.014496009655,10770.150102182306,,-17.462488,,84379.19315677167
0.0,-21.772916022817565,,44,,100,119512.81263066518,,,21915.0417129756,44,-13.682238,21915.0417129756,4.8125334,,-21.772916022817565,,,,0.74,,,,20422.69837396982,100,,,10796.680202151672,24.755749,0.21974644396885445,,,0.74,0.0,0.0,900000,,0.0057011847,20422.69837396982,10796.680202151672,,11.073512,,119512.81263066518
0.0,-21.548005223941985,,45,,100,105894.67782387939,,,22361.878338239356,45,-14.8939,22361.878338239356,4.812501,,-21.548005223941985,,,,0.85,,,,16943.94201567566,100,,,12257.022829952051,16.921518,0.24545232140175022,,,0.85,0.0,0.0,920000,,0.008953856,16943.94201567566,12257.022829952051,,2.0276186,,105894.67782387939
0.0,-39.78177864096058,,46,,100,93251.52911867367,,,24492.50198595615,46,-36.953438,24492.50198595615,4.821296,,-39.78177864096058,,,,0.86,,,,17371.258906481948,100,,,11818.774782430288,22.582031,0.29001511248135503,,,0.86,0.0,0.0,940000,,0.0051064286,17371.258906481948,11818.774782430288,,-14.371407,,93251.52911867367
0.0,-21.090245411104856,,47,,100,115699.90703042435,,,23749.204738805674,47,-34.272995,23749.204738805674,4.8037376,,-21.090245411104856,,,,0.81,,,,20804.847554206568,100,,,11505.094165449345,26.90767,0.2840200049709929,,,0.81,0.0,0.0,960000,,0.005931484,20804.847554206568,11505.094165449345,,-7.365325,,115699.90703042435
0.0,-23.169430760759088,,48,,100,100033.09816551697,,,24680.92078513908,48,-34.856205,24680.92078513908,4.782172,,-23.169430760759088,,,,0.87,,,,18722.416935864403,100,,,12494.910867457253,26.96184,0.33397109346523757,,,0.87,0.0,0.0,980000,,0.0054912535,18722.416935864403,12494.910867457253,,-7.894366,,100033.09816551697
0.0,-38.89021715583952,,49,,100,174178.65183902445,,,31486.74255523308,49,-11.353293,31486.74255523308,4.7600985,,-38.89021715583952,,,,0.9,,,,28064.732858213625,100,,,15073.34909378738,24.365211,0.2459410761471511,,,0.9,0.0,0.0,1000000,,0.008937306,28064.732858213625,15073.34909378738,,13.011919,,174178.65183902445
0.0,-24.840527900013672,5,50,30114.673400089807,100,84585.36905087752,10,1.0,26669.621275172347,50,-18.792725,26669.621275172347,4.7527137,2255.64247182571,-24.840527900013672,1.0,68601.48853559406,2255.64247182571,0.85,16942.65052804241,30114.673400089796,5,19653.76548459374,100,30114.673400089796,30114.673400089807,12767.401381867752,25.34165,0.27313164054627137,0.0,0.0,0.85,0.0,0.0,1020000,10,0.006670659,19653.76548459374,12767.401381867752,68601.48853559406,6.548925,16942.65052804241,84585.36905087752
0.0,-33.30804632993659,,51,,100,183093.76470799683,,,33437.03276916848,51,-48.57845,33437.03276916848,4.7547975,,-33.30804632993659,,,,0.9,,,,34065.50869320438,100,,,15091.898644132712,36.34749,0.23881685780087103,,,0.9,0.0,0.0,1040000,,0.0063605653,34065.50869320438,15091.898644132712,,-12.230963,,183093.76470799683
0.0,-32.09526121889181,,52,,100,157632.21916105924,,,22949.4600576186,52,-22.418242,22949.4600576186,4.727908,,-32.09526121889181,,,,0.77,,,,21975.119442514613,100,,,10644.334852748427,20.65614,0.3034524754325235,,,0.77,0.0,0.0,1060000,,0.0054881508,21975.119442514613,10644.334852748427,,-1.7621031,,157632.21916105924
0.0,-25.879048575088337,,53,,100,182199.44249625018,,,34427.473405097415,53,-17.167025,34427.473405097415,4.6901827,,-25.879048575088337,,,,0.86,,,,34354.45782163401,100,,,15447.977929288403,43.844475,0.24052320973378394,,,0.86,0.0,0.0,1080000,,0.005917173,34354.45782163401,15447.977929288403,,26.67745,,182199.44249625018
0.0,-35.813399948318626,,54,,100,170897.67245699724,,,25647.83630774578,54,-9.707308,25647.83630774578,4.666595,,-35.813399948318626,,,,0.82,,,,22299.942965048813,100,,,12999.161511830827,23.430305,0.2793804441787242,,,0.82,0.0,0.0,1100000,,0.0053699776,22299.942965048813,12999.161511830827,,13.722997,,170897.67245699724
0.0,-21.56463738632665,,55,,100,100821.0124182561,,,26927.576236298868,55,-48.70428,26927.576236298868,4.656944,,-21.56463738632665,,,,0.78,,,,22468.152370762964,100,,,12300.492650597113,30.367096,0.2828627214339331,,,0.78,0.0,0.0,1120000,,0.0054187044,22468.152370762964,12300.492650597113,,-18.337185,,100821.0124182561
0.0,-29.27497896724866,,56,,100,201838.4827384688,,,33613.1618549361,56,22.724407,33613.1618549361,4.632775,,-29.27497896724866,,,,0.78,,,,36985.885345048875,100,,,15223.185617753972,28.983204,0.25587940486776695,,,0.78,0.0,0.0,1140000,,0.00826844,36985.885345048875,15223.185617753972,,51.70761,,201838.4827384688
0.0,-20.42176415983914,,57,,100,190277.48215235656,,,32486.663921593045,57,-43.474827,32486.663921593045,4.6209326,,-20.42176415983914,,,,0.81,,,,34087.38522395051,100,,,15092.118787279782,35.595203,0.22612823341505983,,,0.81,0.0,0.0,1160000,,0.007711272,34087.38522395051,15092.118787279782,,-7.879625,,190277.48215235656
0.0,-26.212858388928655,,58,,100,145933.6193601923,,,30910.265548088366,58,-7.7086124,30910.265548088366,4.605006,,-26.212858388928655,,,,0.77,,,,31360.529484152055,100,,,13986.218963177744,41.48104,0.2730464960605288,,,0.77,0.0,0.0,1180000,,0.0054146075,31360.529484152055,13986.218963177744,,33.772427,,145933.6193601923
0.0,-23.026619381810985,,59,,100,211749.9033705687,,,32093.65539578231,59,-27.752874,32093.65539578231,4.5795903,,-23.026619381810985,,,,0.79,,,,35404.9558112765,100,,,14613.08771524654,37.88424,0.23988072734020482,,,0.79,0.0,0.0,1200000,,0.0050001987,35404.9558112765,14613.08771524654,,10.131363,,211749.9033705687
0.0,-40.87310977221878,6,60,23043.807955282984,100,186257.65621729926,10,0.8,36572.09613145803,60,-29.154938,36572.09613145803,4.5616465,-31.79061047859361,-40.87310977221878,0.8,57352.03073709645,-31.79061047859361,0.88,20364.268414347014,23043.80795528298,6,33022.51403841553,100,23043.80795528298,23043.807955282984,16503.257435400435,38.807053,0.3088447062702311,0.0,0.0,0.88,0.0,0.0,1220000,10,0.0060874475,33022.51403841553,16503.257435400435,57352.03073709645,9.652113,20364.268414347014,186257.65621729926
0.0,-32.839020071745466,,61,,100,220080.9515729695,,,37103.71821564854,61,-50.585186,37103.71821564854,4.5576544,,-32.839020071745466,,,,0.85,,,,40920.43627127239,100,,,15369.87016566752,47.945774,0.2754123202038129,,,0.85,0.0,0.0,1240000,,0.005871614,40920.43627127239,15369.87016566752,,-2.6394124,,220080.9515729695
0.0,-24.957122531291727,,62,,100,222008.19982122997,,,44647.66468865186,62,-29.062744,44647.66468865186,4.5381737,,-24.957122531291727,,,,0.8,,,,46610.137836314665,100,,,18416.699579799395,56.298805,0.3449095152732007,,,0.8,0.0,0.0,1260000,,0.0071030343,46610.137836314665,18416.699579799395,,27.236063,,222008.19982122997
0.0,-25.02633630203322,,63,,100,236929.318752123,,,41647.13927337946,63,-33.48765,41647.13927337946,4.5053167,,-25.02633630203322,,,,0.82,,,,46153.77180807476,100,,,17962.901757831303,50.439354,0.2757650948144671,,,0.82,0.0,0.0,1280000,,0.008702368,46153.77180807476,17962.901757831303,,16.9517,,236929.318752123
0.0,-33.64001507436456,,64,,100,211828.18046443665,,,42203.83069845455,64,-75.34667,42203.83069845455,4.486027,,-33.64001507436456,,,,0.8,,,,45130.16072567256,100,,,16708.122069417794,46.05057,0.3432062776814532,,,0.8,0.0,0.0,1300000,,0.007233589,45130.16072567256,16708.122069417794,,-29.2961,,211828.18046443665
0.0,-18.79902683389892,,65,,100,190024.72962382887,,,43683.54830297701,65,-54.5149,43683.54830297701,4.473064,,-18.79902683389892,,,,0.89,,,,40071.648010137586,100,,,18338.035179494967,49.159176,0.2879118681239392,,,0.89,0.0,0.0,1320000,,0.008499138,40071.648010137586,18338.035179494967,,-5.355725,,190024.72962382887
0.0,-33.42878963656054,,66,,100,115744.57311326204,,,30934.901669145584,66,-17.37795,30934.901669145584,4.4524183,,-33.42878963656054,,,,0.79,,,,28466.656824166545,100,,,14617.363735936922,40.92695,0.2830625573396056,,,0.79,0.0,0.0,1340000,,0.007975031,28466.656824166545,14617.363735936922,,23.549,,115744.57311326204
0.0,-29.967834918925668,,67,,100,223030.87492002247,,,37855.4612557405,67,-45.738564,37855.4612557405,4.460931,,-29.967834918925668,,,,0.78,,,,44043.79174414627,100,,,16062.830921423927,48.542362,0.2647025408011031,,,0.78,0.0,0.0,1360000,,0.0077001182,44043.79174414627,16062.830921423927,,2.8038,,223030.87492002247
0.0,-25.96632757837156,,68,,100,159235.3525730866,,,38908.739907820716,68,-71.76165,38908.739907820716,4.455283,,-25.96632757837156,,,,0.75,,,,40203.12721137113,100,,,15831.084109247186,41.67952,0.35210401610096387,,,0.75,0.0,0.0,1380000,,0.00952254,40203.12721137113,15831.084109247186,,-30.08213,,159235.3525730866
0.0,-27.42031433727238,,69,,100,180023.8853802326,,,32989.72204572635,69,-89.7072,32989.72204572635,4.425346,,-27.42031433727238,,,,0.8,,,,34568.88031069845,100,,,14922.612999484996,36.567375,0.3476425014453727,,,0.8,0.0,0.0,1400000,,0.006929409,34568.88031069845,14922.612999484996,,-53.139824,,180023.8853802326
