Average/TerminationRate,plate-slide-back-side-v1/MinReturn,MetaTest/Average/Iteration,Average/Iteration,MetaTest/Average/AverageReturn,Average/NumEpisodes,plate-slide-back-side-v1/MaxReturn,MetaTest/plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/AverageReturn,plate-slide-back-side-v1/Iteration,policy/LossAfter,Average/AverageReturn,policy/Entropy,MetaTest/plate-slide-back-side-v1/MinReturn,Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,Average/SuccessRate,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/Iteration,plate-slide-back-side-v1/StdReturn,plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/AverageReturn,Average/AverageDiscountedReturn,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/Average/TerminationRate,plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/TerminationRate,policy/KLBefore,TotalEnvSteps,MetaTest/Average/NumEpisodes,policy/KL,Average/StdReturn,plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,policy/LossBefore,MetaTest/Average/StdReturn,Average/MaxReturn
0.0,-39.34226476606409,7,70,21652.01775229351,100,142734.26923173788,10,0.8,33202.819326213794,70,-57.354076,33202.819326213794,4.406887,-27.355635260265494,-39.34226476606409,0.8,70868.61688648805,-27.355635260265494,0.82,22416.931639027865,21652.01775229352,7,30983.864540271752,100,21652.01775229352,21652.01775229351,15295.435758289623,34.783543,0.3403629921462977,0.0,0.0,0.82,0.0,0.0,1420000,10,0.00844018,30983.864540271752,15295.435758289623,70868.61688648805,-22.570534,22416.931639027865,142734.26923173788
0.0,-28.66635502156728,,71,,100,177453.05193374542,,,45743.5672750179,71,-22.973438,45743.5672750179,4.3964887,,-28.66635502156728,,,,0.81,,,,46696.278351633766,100,,,19201.076584299666,44.666138,0.3105608149834035,,,0.81,0.0,0.0,1440000,,0.009821229,46696.278351633766,19201.076584299666,,21.6927,,177453.05193374542
0.0,-20.22428430831147,,72,,100,201096.59073587178,,,46570.90921432895,72,-72.48647,46570.90921432895,4.3551645,,-20.22428430831147,,,,0.86,,,,44507.052019317256,100,,,19037.408513818536,55.387543,0.33241858309322936,,,0.86,0.0,0.0,1460000,,0.0076519316,44507.052019317256,19037.408513818536,,-17.09893,,201096.59073587178
0.0,-19.780544722771793,,73,,100,158014.66157085943,,,35217.22890004689,73,-61.502174,35217.22890004689,4.3211713,,-19.780544722771793,,,,0.79,,,,34912.14443664218,100,,,16052.72189758057,45.992348,0.3406632044760778,,,0.79,0.0,0.0,1480000,,0.008829504,34912.14443664218,16052.72189758057,,-15.509825,,158014.66157085943
0.0,-19.885140179690488,,74,,100,144400.0887507457,,,33561.46570762051,74,-56.378574,33561.46570762051,4.3163486,,-19.885140179690488,,,,0.83,,,,30692.437878578694,100,,,16241.84720823221,37.674637,0.27664368784846305,,,0.83,0.0,0.0,1500000,,0.004890886,30692.437878578694,16241.84720823221,,-18.703938,,144400.0887507457
0.0,-38.862075788329236,,75,,100,175271.75669799326,,,36643.94459165319,75,-71.01056,36643.94459165319,4.2732434,,-38.862075788329236,,,,0.79,,,,37845.520118478824,100,,,16017.783114304448,50.858307,0.3335578425020903,,,0.79,0.0,0.0,1520000,,0.0071380637,37845.520118478824,16017.783114304448,,-20.15225,,175271.75669799326
0.0,-26.455368341021394,,76,,100,196409.92527074247,,,41476.11163220298,76,-43.95475,41476.11163220298,4.240375,,-26.455368341021394,,,,0.81,,,,39663.64406534345,100,,,17770.28410094498,45.30233,0.3612852612641141,,,0.81,0.0,0.0,1540000,,0.010573275,39663.64406534345,17770.28410094498,,1.3475813,,196409.92527074247
0.0,-19.859353085948218,,77,,100,161541.64504938837,,,42189.44739580167,77,-59.738407,42189.44739580167,4.214748,,-19.859353085948218,,,,0.81,,,,40922.817027677695,100,,,18433.136511210196,44.926125,0.29453196818676697,,,0.81,0.0,0.0,1560000,,0.0058075883,40922.817027677695,18433.136511210196,,-14.812284,,161541.64504938837
0.0,-20.67080822054517,,78,,100,165314.2624770762,,,42768.32700229692,78,-85.6998,42768.32700229692,4.195602,,-20.67080822054517,,,,0.81,,,,38466.45284066135,100,,,19405.422301659582,33.022404,0.2943856597811624,,,0.81,0.0,0.0,1580000,,0.0082553085,38466.45284066135,19405.422301659582,,-52.677395,,165314.2624770762
0.0,-19.541924650577677,,79,,100,165232.7762239828,,,39553.294231471526,79,-27.759047,39553.294231471526,4.189465,,-19.541924650577677,,,,0.82,,,,38258.35673430365,100,,,17927.32558283209,40.175655,0.2756952700386005,,,0.82,0.0,0.0,1600000,,0.0050961473,38258.35673430365,17927.32558283209,,12.41661,,165232.7762239828
0.0,-21.162187099887003,8,80,47512.91479991515,100,241054.07292004436,10,0.9,34220.220301628804,80,-74.96348,34220.220301628804,4.1649017,853.4626110734096,-21.162187099887003,0.9,149931.5455485528,853.4626110734096,0.75,39707.02962233984,47512.91479991516,8,37753.44509541043,100,47512.91479991516,47512.91479991515,15612.608436294373,43.361893,0.2572350002630239,0.0,0.0,0.75,0.0,0.0,1620000,10,0.0068453155,37753.44509541043,15612.608436294373,149931.5455485528,-31.601587,39707.02962233984,241054.07292004436
0.0,-18.77119566824469,,81,,100,172356.09945275777,,,44625.51705553556,81,-27.231897,44625.51705553556,4.134307,,-18.77119566824469,,,,0.9,,,,38622.74884302865,100,,,18850.25357121171,43.177345,0.3586640527523943,,,0.9,0.0,0.0,1640000,,0.006269444,38622.74884302865,18850.25357121171,,15.94545,,172356.09945275777
0.0,-19.429387800389936,,82,,100,122143.64145901937,,,41943.75783705258,82,-49.801212,41943.75783705258,4.12325,,-19.429387800389936,,,,0.84,,,,31079.94325886704,100,,,18901.742117327092,12.303925,0.3365270854003961,,,0.84,0.0,0.0,1660000,,0.01276255,31079.94325886704,18901.742117327092,,-37.497288,,122143.64145901937
0.0,-27.200116714605677,,83,,100,188917.0952464342,,,41424.9716967978,83,-69.36047,41424.9716967978,4.10804,,-27.200116714605677,,,,0.82,,,,42681.19409886378,100,,,17726.101756391545,46.229485,0.3401220783956199,,,0.82,0.0,0.0,1680000,,0.00584085,42681.19409886378,17726.101756391545,,-23.130987,,188917.0952464342
0.0,-29.99198161403787,,84,,100,161059.89757298664,,,38625.87054954263,84,-69.12807,38625.87054954263,4.0838504,,-29.99198161403787,,,,0.83,,,,36725.47329099163,100,,,17398.46528053266,45.217846,0.2174296226568938,,,0.83,0.0,0.0,1700000,,0.006722008,36725.47329099163,17398.46528053266,,-23.910221,,161059.89757298664
0.0,-26.55879553514618,,85,,100,224513.50303465824,,,54435.766778934325,85,-52.779243,54435.766778934325,4.0591955,,-26.55879553514618,,,,0.86,,,,49375.31028172889,100,,,22416.481786523913,59.039692,0.2909597975198561,,,0.86,0.0,0.0,1720000,,0.0064672166,49375.31028172889,22416.481786523913,,6.26045,,224513.50303465824
0.0,-30.849180527068718,,86,,100,190239.30891392016,,,40717.8271047445,86,-20.545763,40717.8271047445,4.044387,,-30.849180527068718,,,,0.78,,,,38988.05132773563,100,,,16673.13860761466,15.393444,0.28556670852238053,,,0.78,0.0,0.0,1740000,,0.013062938,38988.05132773563,16673.13860761466,,-5.152319,,190239.30891392016
0.0,-19.131403975016575,,87,,100,167270.07612950576,,,47103.10889442635,87,-54.853367,47103.10889442635,4.0359125,,-19.131403975016575,,,,0.83,,,,40728.97474443945,100,,,19311.936681635372,53.801678,0.3406074025394754,,,0.83,0.0,0.0,1760000,,0.007324073,40728.97474443945,19311.936681635372,,-1.0516875,,167270.07612950576
0.0,-44.957143143435985,,88,,100,167699.0167298528,,,47511.3175238536,88,-0.38475,47511.3175238536,4.011689,,-44.957143143435985,,,,0.83,,,,40527.37910609586,100,,,20623.139168454753,47.001377,0.27655215597600036,,,0.83,0.0,0.0,1780000,,0.0060284073,40527.37910609586,20623.139168454753,,46.616627,,167699.0167298528
0.0,-18.354986369644603,,89,,100,195730.32236641643,,,45491.71932087587,89,-91.10116,45491.71932087587,3.9940183,,-18.354986369644603,,,,0.75,,,,42878.140774217776,100,,,19072.80956681548,50.405384,0.2829179833182178,,,0.75,0.0,0.0,1800000,,0.006734902,42878.140774217776,19072.80956681548,,-40.695774,,195730.32236641643
0.0,-29.37343571372626,9,90,59561.65200888887,100,241233.74549430396,10,1.0,35885.06853811356,90,-59.222313,35885.06853811356,3.9731894,19694.032360858317,-29.37343571372626,1.0,129206.78402670512,19694.032360858317,0.83,37486.48728082703,59561.65200888887,9,39166.39137678454,100,59561.65200888887,59561.65200888887,15493.141721850196,45.80124,0.23059683216988258,0.0,0.0,0.83,0.0,0.0,1820000,10,0.007819226,39166.39137678454,15493.141721850196,129206.78402670512,-13.421075,37486.48728082703,241233.74549430396
0.0,-29.54971300890098,,91,,100,174231.16836627308,,,42511.80882823275,91,-55.08595,42511.80882823275,3.9372737,,-29.54971300890098,,,,0.78,,,,39441.88213555241,100,,,18099.96228448256,45.01024,0.27410183753799033,,,0.78,0.0,0.0,1840000,,0.007301999,39441.88213555241,18099.96228448256,,-10.075712,,174231.16836627308
0.0,-18.9722322264881,,92,,100,216281.01851070352,,,64799.5834135034,92,-66.72385,64799.5834135034,3.9095714,,-18.9722322264881,,,,0.86,,,,52455.53621115148,100,,,25590.614445087096,72.87992,0.3691293464943891,,,0.86,0.0,0.0,1860000,,0.0065321974,52455.53621115148,25590.614445087096,,6.156075,,216281.01851070352
0.0,-20.926428276962575,,93,,100,189157.98239456705,,,49720.14154001146,93,-75.255,49720.14154001146,3.885291,,-20.926428276962575,,,,0.84,,,,42042.80644030848,100,,,20111.69805627074,43.621147,0.3624075134741924,,,0.84,0.0,0.0,1880000,,0.007660765,42042.80644030848,20111.69805627074,,-31.63385,,189157.98239456705
0.0,-25.132575887224462,,94,,100,175907.45253400036,,,47530.18194398583,94,-52.1532,47530.18194398583,3.863094,,-25.132575887224462,,,,0.87,,,,39953.14863620221,100,,,20167.46421815058,48.705547,0.31450345881598474,,,0.87,0.0,0.0,1900000,,0.008807295,39953.14863620221,20167.46421815058,,-3.44765,,175907.45253400036
0.0,-34.807306521581815,,95,,100,191722.7901702209,,,47985.38907583806,95,-28.663332,47985.38907583806,3.8529274,,-34.807306521581815,,,,0.79,,,,46541.18384921037,100,,,19539.08268774913,59.45983,0.30794066320488067,,,0.79,0.0,0.0,1920000,,0.005940886,46541.18384921037,19539.08268774913,,30.7965,,191722.7901702209
0.0,-26.19238266486363,,96,,100,160226.95185339387,,,42779.7271556851,96,-34.6434,42779.7271556851,3.8390546,,-26.19238266486363,,,,0.83,,,,39090.90057866577,100,,,17891.880873669426,48.107323,0.3376561788153919,,,0.83,0.0,0.0,1940000,,0.0064881393,39090.90057866577,17891.880873669426,,13.463925,,160226.95185339387
0.0,-24.551831995439226,,97,,100,202938.43397390496,,,54897.10284202249,97,-38.612614,54897.10284202249,3.8105164,,-24.551831995439226,,,,0.85,,,,43370.03658816499,100,,,22835.45693808405,53.43891,0.32332169028540103,,,0.85,0.0,0.0,1960000,,0.006843213,43370.03658816499,22835.45693808405,,14.8263,,202938.43397390496
0.0,-42.19918490804683,,98,,100,203569.35572025212,,,43938.570594461075,98,-87.49426,43938.570594461075,3.7993116,,-42.19918490804683,,,,0.71,,,,43922.29335950214,100,,,18111.856254453327,50.625763,0.28305985200997374,,,0.71,0.0,0.0,1980000,,0.007417083,43922.29335950214,18111.856254453327,,-36.8685,,203569.35572025212
0.0,-18.80896138134373,,99,,100,188133.43428457028,,,54824.037014498965,99,-14.405388,54824.037014498965,3.795915,,-18.80896138134373,,,,0.88,,,,45285.82824425241,100,,,22202.668210480042,47.746124,0.2498529447440827,,,0.88,0.0,0.0,2000000,,0.0073387926,45285.82824425241,22202.668210480042,,33.340736,,188133.43428457028
