MetaTest/basketball-v1/NumTrajs,MetaTest/basketball-v1/MaxReturn,MetaTest/basketball-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v1/AverageDiscountedReturn,MetaTest/basketball-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/basketball-v1/StdReturn,MetaTest/basketball-v1/Iteration,MetaTest/basketball-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/basketball-v1/TerminationRate
10,-22.007718208519755,-75.01764279552178,-57.92178686987599,14.403957954394956,-75.01764279552178,-57.92178686987597,-57.92178686987597,-57.92178686987599,0.0,24,14.403957954394956,24,0.0,10,-22.007718208519755,800000,0.0,0.0
10,-62.46037251950065,-104.85288745656202,-87.45892298175207,13.70141097163883,-104.85288745656202,-87.45892298175207,-87.45892298175207,-87.45892298175207,0.0,25,13.70141097163883,25,0.0,10,-62.46037251950065,824000,0.0,0.0
10,-76.7440804227863,-152.85172457460274,-110.2638596915929,26.12577166258157,-152.85172457460274,-110.26385969159284,-110.26385969159284,-110.2638596915929,0.0,26,26.12577166258157,26,0.0,10,-76.7440804227863,848000,0.0,0.0
10,-55.64642665056274,-199.68060256675682,-82.75301423975111,39.488450406750204,-199.68060256675682,-82.75301423975111,-82.75301423975111,-82.75301423975111,0.0,27,39.488450406750204,27,0.0,10,-55.64642665056274,872000,0.0,0.0
10,-62.177465639474136,-189.2974382792086,-114.08960098148353,36.95438610877755,-189.2974382792086,-114.08960098148354,-114.08960098148354,-114.08960098148353,0.0,28,36.95438610877755,28,0.0,10,-62.177465639474136,896000,0.0,0.0
10,-43.71142003128702,-121.65725352339692,-74.63337957801967,21.836285578921913,-121.65725352339692,-74.6333795780197,-74.6333795780197,-74.63337957801967,0.0,29,21.836285578921913,29,0.0,10,-43.71142003128702,920000,0.0,0.0
10,-39.5259191558928,-134.50001455747153,-85.04675188292887,33.20681606458156,-134.50001455747153,-85.04675188292887,-85.04675188292887,-85.04675188292887,0.0,30,33.20681606458156,30,0.0,10,-39.5259191558928,944000,0.0,0.0
10,-122.54702570395362,-186.21808773724797,-149.330731500857,17.544807719717486,-186.21808773724797,-149.3307315008571,-149.3307315008571,-149.330731500857,0.0,31,17.544807719717486,31,0.0,10,-122.54702570395362,968000,0.0,0.0
10,-149.645817631868,-176.514018218012,-162.81264352493713,9.777927529332759,-176.514018218012,-162.81264352493704,-162.81264352493704,-162.81264352493713,0.0,32,9.777927529332759,32,0.0,10,-149.645817631868,992000,0.0,0.0
10,-58.53377912512102,-105.63862957353501,-76.44789464016971,14.282956691707763,-105.63862957353501,-76.44789464016971,-76.44789464016971,-76.44789464016971,0.0,33,14.282956691707763,33,0.0,10,-58.53377912512102,1016000,0.0,0.0
10,-32.167111666336574,-105.22903963329858,-65.70159177780751,23.588461251900604,-105.22903963329858,-65.70159177780751,-65.70159177780751,-65.70159177780751,0.0,34,23.588461251900604,34,0.0,10,-32.167111666336574,1040000,0.0,0.0
10,-54.115107828025465,-91.78641076800137,-69.51904750219498,12.251893043391066,-91.78641076800137,-69.51904750219497,-69.51904750219497,-69.51904750219498,0.0,35,12.251893043391066,35,0.0,10,-54.115107828025465,1064000,0.0,0.0
10,-57.69780226528127,-110.68592727084634,-82.47143895431931,13.864832904806672,-110.68592727084634,-82.47143895431928,-82.47143895431928,-82.47143895431931,0.0,36,13.864832904806672,36,0.0,10,-57.69780226528127,1088000,0.0,0.0
10,-43.7358162303351,-99.83520476965761,-84.01780801045795,17.53013996612818,-99.83520476965761,-84.01780801045798,-84.01780801045798,-84.01780801045795,0.0,37,17.53013996612818,37,0.0,10,-43.7358162303351,1112000,0.0,0.0
10,-88.4349360705987,-116.1471304347463,-101.88739475510256,9.638942281695492,-116.1471304347463,-101.88739475510255,-101.88739475510255,-101.88739475510256,0.0,38,9.638942281695492,38,0.0,10,-88.4349360705987,1136000,0.0,0.0
10,-85.30136866469518,-113.60135240422036,-105.281117207503,8.419950606177492,-113.60135240422036,-105.281117207503,-105.281117207503,-105.281117207503,0.0,39,8.419950606177492,39,0.0,10,-85.30136866469518,1160000,0.0,0.0
10,-85.61676419993486,-120.88397480005817,-108.78685085128438,9.246137440048575,-120.88397480005817,-108.78685085128441,-108.78685085128441,-108.78685085128438,0.0,40,9.246137440048575,40,0.0,10,-85.61676419993486,1184000,0.0,0.0
10,-45.09759532038484,-101.91802491824429,-74.40264394952104,20.66169218574658,-101.91802491824429,-74.40264394952104,-74.40264394952104,-74.40264394952104,0.0,41,20.66169218574658,41,0.0,10,-45.09759532038484,1208000,0.0,0.0
10,-58.20450633252634,-106.99890755672561,-76.55894668315008,15.835317433871964,-106.99890755672561,-76.5589466831501,-76.5589466831501,-76.55894668315008,0.0,42,15.835317433871964,42,0.0,10,-58.20450633252634,1232000,0.0,0.0
10,-55.14708068036547,-156.55105997288558,-99.29402235666132,31.32708268995151,-156.55105997288558,-99.29402235666134,-99.29402235666134,-99.29402235666132,0.0,43,31.32708268995151,43,0.0,10,-55.14708068036547,1256000,0.0,0.0
10,-52.41875777441735,-126.09842869330552,-89.72953312726233,22.20760895503046,-126.09842869330552,-89.72953312726233,-89.72953312726233,-89.72953312726233,0.0,44,22.20760895503046,44,0.0,10,-52.41875777441735,1280000,0.0,0.0
10,-28.347937231030087,-130.36566795273578,-53.45590422340617,30.138555000791403,-130.36566795273578,-53.45590422340619,-53.45590422340619,-53.45590422340617,0.0,45,30.138555000791403,45,0.0,10,-28.347937231030087,1304000,0.0,0.0
10,-32.97106003904669,-95.67339285386598,-71.68709380056211,21.434733434194143,-95.67339285386598,-71.6870938005621,-71.6870938005621,-71.68709380056211,0.0,46,21.434733434194143,46,0.0,10,-32.97106003904669,1328000,0.0,0.0
10,-22.15595302755844,-125.68872760264952,-82.84411101449147,28.704053233567745,-125.68872760264952,-82.84411101449147,-82.84411101449147,-82.84411101449147,0.0,47,28.704053233567745,47,0.0,10,-22.15595302755844,1352000,0.0,0.0
10,-41.040454377128505,-160.3123740650387,-105.1512384499883,44.76714561559494,-160.3123740650387,-105.15123844998827,-105.15123844998827,-105.1512384499883,0.0,48,44.76714561559494,48,0.0,10,-41.040454377128505,1376000,0.0,0.0
10,-23.52864224042221,-150.70133020866746,-103.09562121634943,39.528778731001594,-150.70133020866746,-103.0956212163494,-103.0956212163494,-103.09562121634943,0.0,49,39.528778731001594,49,0.0,10,-23.52864224042221,1400000,0.0,0.0
10,-33.63068131824967,-130.92747214344485,-92.72813365669984,30.141122644329286,-130.92747214344485,-92.72813365669987,-92.72813365669987,-92.72813365669984,0.0,50,30.141122644329286,50,0.0,10,-33.63068131824967,1424000,0.0,0.0
10,-38.9872330015279,-185.19479363705642,-100.11116946017569,46.62666695092077,-185.19479363705642,-100.1111694601757,-100.1111694601757,-100.11116946017569,0.0,51,46.62666695092077,51,0.0,10,-38.9872330015279,1448000,0.0,0.0
10,-69.76504976120232,-141.11562146914127,-104.42382946830276,22.301960807954984,-141.11562146914127,-104.42382946830273,-104.42382946830273,-104.42382946830276,0.0,52,22.301960807954984,52,0.0,10,-69.76504976120232,1472000,0.0,0.0
10,15520.632675345269,-147.3555277027467,1469.6691413686463,4683.770339289333,-147.3555277027467,1469.6691413686453,1469.6691413686453,1469.6691413686463,0.0,53,4683.770339289333,53,0.0,10,15520.632675345269,1496000,0.0,0.0
10,10.40187296614539,-106.1882364940751,-56.56591371223176,33.29940126670667,-106.1882364940751,-56.56591371223175,-56.56591371223175,-56.56591371223176,0.0,54,33.29940126670667,54,0.0,10,10.40187296614539,1520000,0.0,0.0
10,74.4270079083454,-173.40167140348936,-73.37690223981181,66.55941771677031,-173.40167140348936,-73.37690223981187,-73.37690223981187,-73.37690223981181,0.0,55,66.55941771677031,55,0.0,10,74.4270079083454,1544000,0.0,0.0
10,130.32630225719447,-144.3014812847639,-67.62489114421932,80.61919196300347,-144.3014812847639,-67.62489114421929,-67.62489114421929,-67.62489114421932,0.0,56,80.61919196300347,56,0.0,10,130.32630225719447,1568000,0.0,0.0
10,-26.777301124804612,-142.410501532824,-75.663878603261,30.253959284043443,-142.410501532824,-75.663878603261,-75.663878603261,-75.663878603261,0.0,57,30.253959284043443,57,0.0,10,-26.777301124804612,1592000,0.0,0.0
10,-38.132895849864745,-151.91827753960416,-83.14350139552737,37.42054547265147,-151.91827753960416,-83.1435013955274,-83.1435013955274,-83.14350139552737,0.0,58,37.42054547265147,58,0.0,10,-38.132895849864745,1616000,0.0,0.0
10,36281.088505382715,-131.74567415437647,3620.3436202714897,10887.86112821426,-131.74567415437647,3620.343620271489,3620.343620271489,3620.3436202714897,0.0,59,10887.86112821426,59,0.0,10,36281.088505382715,1640000,0.0,0.0
10,9.717339622094698,-74.53448415041446,-30.88201966869463,27.80835772986303,-74.53448415041446,-30.88201966869463,-30.88201966869463,-30.88201966869463,0.0,60,27.80835772986303,60,0.0,10,9.717339622094698,1664000,0.0,0.0
10,2.094550954983063,-78.8150716534633,-35.69764193316631,26.675850334060822,-78.8150716534633,-35.69764193316631,-35.69764193316631,-35.69764193316631,0.0,61,26.675850334060822,61,0.0,10,2.094550954983063,1688000,0.0,0.0
10,38149.32979697859,-207.46747166823087,3737.6595577025546,11470.702295878358,-207.46747166823087,3737.659557702556,3737.659557702556,3737.6595577025546,0.0,62,11470.702295878358,62,0.0,10,38149.32979697859,1712000,0.0,0.0
10,41175.268168339186,-151.58878766825913,4050.5338019868605,12375.055175742384,-151.58878766825913,4050.5338019868623,4050.5338019868623,4050.5338019868605,0.0,63,12375.055175742384,63,0.0,10,41175.268168339186,1736000,0.0,0.0
10,37673.663817040906,-113.97248286731353,3710.898553318154,11321.050074869874,-113.97248286731353,3710.898553318155,3710.898553318155,3710.898553318154,0.0,64,11321.050074869874,64,0.0,10,37673.663817040906,1760000,0.0,0.0
10,34115.80609126335,-98.00495644469738,6249.9846424818425,11298.863668982633,-98.00495644469738,6249.984642481846,6249.984642481846,6249.9846424818425,0.0,65,11298.863668982633,65,0.0,10,34115.80609126335,1784000,0.0,0.0
10,12646.790729680524,-97.0593863871367,1888.807969346098,4102.090955925276,-97.0593863871367,1888.8079693460982,1888.8079693460982,1888.807969346098,0.0,66,4102.090955925276,66,0.0,10,12646.790729680524,1808000,0.0,0.0
10,10764.891497274977,-150.63492687035392,1356.220810369697,3269.4167350718435,-150.63492687035392,1356.2208103696973,1356.2208103696973,1356.220810369697,0.0,67,3269.4167350718435,67,0.0,10,10764.891497274977,1832000,0.0,0.0
10,30972.4419726259,-133.14622356955962,3979.615376699502,9112.721538620563,-133.14622356955962,3979.615376699502,3979.615376699502,3979.615376699502,0.0,68,9112.721538620563,68,0.0,10,30972.4419726259,1856000,0.0,0.0
10,-0.8304018294033556,-142.007989939431,-88.41307387224484,43.12147532677112,-142.007989939431,-88.41307387224487,-88.41307387224487,-88.41307387224484,0.0,69,43.12147532677112,69,0.0,10,-0.8304018294033556,1880000,0.0,0.0
10,-16.822364749036932,-148.86132497849806,-69.50386720357118,38.01900102660967,-148.86132497849806,-69.50386720357116,-69.50386720357116,-69.50386720357118,0.0,70,38.01900102660967,70,0.0,10,-16.822364749036932,1904000,0.0,0.0
10,37730.14081579358,-131.65523739154526,5404.899232678546,11914.884416943349,-131.65523739154526,5404.899232678546,5404.899232678546,5404.899232678546,0.0,71,11914.884416943349,71,0.0,10,37730.14081579358,1928000,0.0,0.0
10,-12.504638163184357,-133.53539192593513,-74.8817201573917,32.06557345081422,-133.53539192593513,-74.88172015739173,-74.88172015739173,-74.8817201573917,0.0,72,32.06557345081422,72,0.0,10,-12.504638163184357,1952000,0.0,0.0
