MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/Average/MinReturn,policy/dLoss,MetaTest/plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/MaxReturn,policy/LossBefore,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,policy/Entropy,plate-slide-back-side-v1/AverageDiscountedReturn,Average/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/TerminationRate,plate-slide-back-side-v1/Iteration,Average/MaxReturn,plate-slide-back-side-v1/StdReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTest/Average/StdReturn,plate-slide-back-side-v1/SuccessRate,TotalEnvSteps,policy/KL,policy/KLBefore,Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,Average/MinReturn,Average/TerminationRate,plate-slide-back-side-v1/TerminationRate,Average/AverageReturn,plate-slide-back-side-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/Average/AverageReturn,plate-slide-back-side-v1/NumEpisodes,MetaTest/plate-slide-back-side-v1/NumEpisodes,policy/LossAfter,Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-side-v1/StdReturn
,,23.976063,,106949.70100964795,12.70505,,4158.888946012231,5.1682234,4158.888946012231,100,0.23543984100283077,,,,31,106949.70100964795,18805.048422513933,,,0.29,640000,0.0060516,0.0,31,,18805.048422513933,-26.202921866090243,0.0,0.0,9953.424135116782,-26.202921866090243,,,,9953.424135116782,,,100,,-11.271012,0.29,,
,,23.062626,,139370.79239591627,-2.6437156,,4602.5723694431035,5.162694,4602.5723694431035,100,0.23130838482038674,,,,32,139370.79239591627,21720.64371187956,,,0.34,660000,0.0050448496,0.0,32,,21720.64371187956,-27.294276923360854,0.0,0.0,11621.148068704473,-27.294276923360854,,,,11621.148068704473,,,100,,-25.70634,0.34,,
,,25.274275,,73118.11248607653,-20.916124,,4904.374281473874,5.1509404,4904.374281473874,100,0.2279645267980943,,,,33,73118.11248607653,17430.885124105214,,,0.37,680000,0.0059159514,0.0,33,,17430.885124105214,-31.689269998679414,0.0,0.0,11682.497424326248,-31.689269998679414,,,,11682.497424326248,,,100,,-46.1904,0.37,,
,,25.138145,,89123.16289912225,-7.873875,,5538.946191180785,5.1215367,5538.946191180785,100,0.2358370629067632,,,,34,89123.16289912225,19361.45074440567,,,0.45,700000,0.00555388,0.0,34,,19361.45074440567,-26.46124762744025,0.0,0.0,15332.136516555953,-26.46124762744025,,,,15332.136516555953,,,100,,-33.01202,0.45,,
,,26.34441,,88451.60059688854,-0.12000313,,5726.37707431268,5.0851827,5726.37707431268,100,0.24820817396192096,,,,35,88451.60059688854,19335.02194289864,,,0.48,720000,0.0054361145,0.0,35,,19335.02194289864,-31.589764612701458,0.0,0.0,14078.414333618102,-31.589764612701458,,,,14078.414333618102,,,100,,-26.464413,0.48,,
,,31.568264,,92844.91155073019,-17.452988,,7786.548482542865,5.0725603,7786.548482542865,100,0.19195178214376096,,,,36,92844.91155073019,23143.137120366333,,,0.58,740000,0.0057007186,0.0,36,,23143.137120366333,-24.35825101768372,0.0,0.0,19431.587904416952,-24.35825101768372,,,,19431.587904416952,,,100,,-49.02125,0.58,,
,,33.773727,,115734.56985602633,16.629576,,6805.198039026497,5.0666795,6805.198039026497,100,0.2652604843768318,,,,37,115734.56985602633,24482.475894207964,,,0.54,760000,0.0049372613,0.0,37,,24482.475894207964,-26.933392091172422,0.0,0.0,18065.662346831017,-26.933392091172422,,,,18065.662346831017,,,100,,-17.14415,0.54,,
,,36.192154,,136574.2126924072,38.12171,,8024.683218092437,5.048623,8024.683218092437,100,0.25457593853388427,,,,38,136574.2126924072,28206.863314628525,,,0.6,780000,0.007720009,0.0,38,,28206.863314628525,-24.255543563063494,0.0,0.0,22365.636909709774,-24.255543563063494,,,,22365.636909709774,,,100,,1.9295563,0.6,,
,,38.209774,,150696.5017127256,11.960062,,9445.858903791404,5.0264716,9445.858903791404,100,0.282163931295381,,,,39,150696.5017127256,32508.586155318775,,,0.66,800000,0.005978511,0.0,39,,32508.586155318775,-27.48944381498198,0.0,0.0,27243.930601067514,-27.48944381498198,,,,27243.930601067514,,,100,,-26.249712,0.66,,
4,361.4165868127652,36.30402,0.7,135339.8621692565,-18.125431,4,8492.49209388269,4.9950786,8492.49209388269,100,0.2649790181960705,10,29610.54029530696,0.0,40,135339.8621692565,30696.997821429224,64846.33623570943,19259.163360592695,0.55,820000,0.0056190556,0.0,40,29610.54029530696,30696.997821429224,-27.915472302569093,0.0,0.0,23455.183574039143,-27.915472302569093,0.0,29610.54029530696,0.7,23455.183574039143,361.4165868127652,29610.54029530696,100,10,-54.42945,0.55,64846.33623570943,19259.163360592695
,,36.52267,,114615.65118030264,-30.421032,,10997.072871906748,4.958102,10997.072871906748,100,0.25030730741473806,,,,41,114615.65118030264,25674.860394191146,,,0.75,840000,0.00633422,0.0,41,,25674.860394191146,-26.13084816089527,0.0,0.0,31057.298062634538,-26.13084816089527,,,,31057.298062634538,,,100,,-66.9437,0.75,,
,,35.276096,,110629.26998822419,-22.531418,,8908.181069049178,4.939135,8908.181069049178,100,0.25589741068103156,,,,42,110629.26998822419,24888.72829219302,,,0.7,860000,0.00525998,0.0,42,,24888.72829219302,-28.137279686231036,0.0,0.0,25302.17436393375,-28.137279686231036,,,,25302.17436393375,,,100,,-57.807514,0.7,,
,,38.559227,,169469.21667467963,1.1283562,,11255.261363938442,4.930934,11255.261363938442,100,0.22783502552148072,,,,43,169469.21667467963,32699.716207383248,,,0.74,880000,0.0077410997,0.0,43,,32699.716207383248,-25.965064526547017,0.0,0.0,31147.436466534502,-25.965064526547017,,,,31147.436466534502,,,100,,-37.43087,0.74,,
,,34.0859,,148975.6962475508,22.373241,,10681.268811539163,4.9350743,10681.268811539163,100,0.25523916482794407,,,,44,148975.6962475508,30556.804469560964,,,0.69,900000,0.0055286074,0.0,44,,30556.804469560964,-28.62126814288821,0.0,0.0,26593.564250773008,-28.62126814288821,,,,26593.564250773008,,,100,,-11.712656,0.69,,
,,35.209534,,126596.3919514729,27.53687,,11819.033494268975,4.938712,11819.033494268975,100,0.27925401154193596,,,,45,126596.3919514729,30353.07551292359,,,0.75,920000,0.008185107,0.0,45,,30353.07551292359,-34.987552712697834,0.0,0.0,30278.547131005143,-34.987552712697834,,,,30278.547131005143,,,100,,-7.6726627,0.75,,
,,44.29708,,176640.3748506273,16.601048,,12079.518425258946,4.9209213,12079.518425258946,100,0.25111892108340794,,,,46,176640.3748506273,33345.03928107681,,,0.68,940000,0.007685308,0.0,46,,33345.03928107681,-34.32205092704386,0.0,0.0,30633.38800957006,-34.32205092704386,,,,30633.38800957006,,,100,,-27.696032,0.68,,
,,33.209187,,142552.61676568864,12.745112,,11269.551555299939,4.877686,11269.551555299939,100,0.24165840297676866,,,,47,142552.61676568864,31094.597885007333,,,0.73,960000,0.004310345,0.0,47,,31094.597885007333,-29.22150263288358,0.0,0.0,30828.351335662588,-29.22150263288358,,,,30828.351335662588,,,100,,-20.464075,0.73,,
,,33.22455,,189133.6697538046,-21.7023,,13521.024221875121,4.819561,13521.024221875121,100,0.26493528673868216,,,,48,189133.6697538046,38596.83995418095,,,0.78,980000,0.008063086,0.0,48,,38596.83995418095,-23.46016287291988,0.0,0.0,33263.252244616095,-23.46016287291988,,,,33263.252244616095,,,100,,-54.92685,0.78,,
,,34.044197,,183366.87408122854,19.10085,,11575.758058682186,4.803459,11575.758058682186,100,0.18656015770475154,,,,49,183366.87408122854,30761.1697257292,,,0.72,1000000,0.0068544312,0.0,49,,30761.1697257292,-25.6907847390903,0.0,0.0,29768.00045384969,-25.6907847390903,,,,29768.00045384969,,,100,,-14.94335,0.72,,
5,-24.652531043266762,27.761768,0.9,121852.4927435059,4.834731,5,11490.913803072986,4.795123,11490.913803072986,100,0.33762683618032696,10,22583.029494043287,0.0,50,121852.4927435059,25843.778681402517,54858.07820533581,17736.62789690633,0.69,1020000,0.004076836,0.0,50,22583.029494043294,25843.778681402517,-26.807469641621218,0.0,0.0,28251.277013522227,-26.807469641621218,0.0,22583.029494043294,0.9,28251.277013522227,-24.652531043266762,22583.029494043287,100,10,-22.927038,0.69,54858.07820533581,17736.62789690633
,,47.62215,,171199.28982311246,-49.479923,,16035.01239387283,4.7751617,16035.01239387283,100,0.31791856885144887,,,,51,171199.28982311246,38218.975664694844,,,0.73,1040000,0.0068774717,0.0,51,,38218.975664694844,-28.87946734750111,0.0,0.0,40209.19034644316,-28.87946734750111,,,,40209.19034644316,,,100,,-97.10207,0.73,,
,,33.572426,,168894.90040453474,25.58495,,12341.495054013329,4.7559633,12341.495054013329,100,0.30492811382610174,,,,52,168894.90040453474,36551.995093386824,,,0.72,1060000,0.0045189653,0.0,52,,36551.995093386824,-24.935037122217594,0.0,0.0,33646.649179075735,-24.935037122217594,,,,33646.649179075735,,,100,,-7.987475,0.72,,
,,33.68373,,167325.63712620203,5.318544,,11958.435135738357,4.749924,11958.435135738357,100,0.2343788497820174,,,,53,167325.63712620203,31117.543131960992,,,0.73,1080000,0.008046689,0.0,53,,31117.543131960992,-26.64243574975165,0.0,0.0,30702.47431038322,-26.64243574975165,,,,30702.47431038322,,,100,,-28.365187,0.73,,
,,37.07818,,161687.37793780124,2.506125,,15105.11935503132,4.735348,15105.11935503132,100,0.30054951164427623,,,,54,161687.37793780124,33873.73071298534,,,0.79,1100000,0.0062390687,0.0,54,,33873.73071298534,-25.748148853347953,0.0,0.0,37766.87324313167,-25.748148853347953,,,,37766.87324313167,,,100,,-34.572052,0.79,,
,,50.94858,,186345.75490315424,10.792731,,15957.278390563477,4.7233963,15957.278390563477,100,0.2322944539920615,,,,55,186345.75490315424,36076.27689517887,,,0.85,1120000,0.006675473,0.0,55,,36076.27689517887,-25.113882473360302,0.0,0.0,41444.937255216384,-25.113882473360302,,,,41444.937255216384,,,100,,-40.15585,0.85,,
,,33.903744,,190069.82646685853,-35.981388,,13632.005630517559,4.7068605,13632.005630517559,100,0.24913070243831037,,,,56,190069.82646685853,34137.576574291634,,,0.72,1140000,0.006877229,0.0,56,,34137.576574291634,-27.01573873303873,0.0,0.0,35104.883136407545,-27.01573873303873,,,,35104.883136407545,,,100,,-69.88513,0.72,,
,,38.352097,,162821.00533399775,-16.522493,,13180.560963722646,4.694654,13180.560963722646,100,0.26436456926277496,,,,57,162821.00533399775,35561.03877444136,,,0.71,1160000,0.006799117,0.0,57,,35561.03877444136,-27.174722069087586,0.0,0.0,35284.44331041039,-27.174722069087586,,,,35284.44331041039,,,100,,-54.874588,0.71,,
,,32.272324,,132933.4167751344,5.1503,,14503.044354047088,4.679731,14503.044354047088,100,0.2558724954283078,,,,58,132933.4167751344,32525.735884748596,,,0.73,1180000,0.005831286,0.0,58,,32525.735884748596,-25.576825043116912,0.0,0.0,33816.12202779608,-25.576825043116912,,,,33816.12202779608,,,100,,-27.122025,0.73,,
,,43.425076,,190764.69086534643,31.081165,,15592.763694621946,4.665914,15592.763694621946,100,0.30601674042609395,,,,59,190764.69086534643,39189.128919921124,,,0.74,1200000,0.005634661,0.0,59,,39189.128919921124,-26.082746326661223,0.0,0.0,41821.036473359185,-26.082746326661223,,,,41821.036473359185,,,100,,-12.343909,0.74,,
6,-24.658410377802387,35.628334,0.9,142550.5467862576,48.373363,6,14437.638438635564,4.6578,14437.638438635564,100,0.28110246192819466,10,35531.96070945325,0.0,60,142550.5467862576,35654.39238209199,137358.29904133247,37449.977725427256,0.74,1220000,0.007490323,0.0,60,35531.96070945324,35654.39238209199,-27.756491767198828,0.0,0.0,36787.224077777246,-27.756491767198828,0.0,35531.96070945324,0.9,36787.224077777246,-24.658410377802387,35531.96070945325,100,10,12.745031,0.74,137358.29904133247,37449.977725427256
,,42.03055,,135034.3306308956,-63.603363,,16185.337746641399,4.651471,16185.337746641399,100,0.26315968511119703,,,,61,135034.3306308956,36564.266795799296,,,0.74,1240000,0.006760805,0.0,61,,36564.266795799296,-25.195206695295415,0.0,0.0,43414.97206993169,-25.195206695295415,,,,43414.97206993169,,,100,,-105.63391,0.74,,
,,29.335434,,130048.95684486518,1.3449656,,12587.147407240362,4.6497602,12587.147407240362,100,0.296431040747676,,,,62,130048.95684486518,31967.142810906003,,,0.75,1260000,0.008902898,0.0,62,,31967.142810906003,-25.844589752006634,0.0,0.0,32894.537222893676,-25.844589752006634,,,,32894.537222893676,,,100,,-27.990469,0.75,,
,,40.701717,,152150.680101953,-29.221722,,14025.032081679925,4.625756,14025.032081679925,100,0.27758172249902135,,,,63,152150.680101953,36022.63034431921,,,0.74,1280000,0.006550824,0.0,63,,36022.63034431921,-25.15882774642059,0.0,0.0,38721.61286256683,-25.15882774642059,,,,38721.61286256683,,,100,,-69.92344,0.74,,
,,45.125862,,198773.80795017674,9.53435,,14996.695597713879,4.6156263,14996.695597713879,100,0.23460335425267076,,,,64,198773.80795017674,36769.161050106544,,,0.77,1300000,0.007155411,0.0,64,,36769.161050106544,-24.127412601330825,0.0,0.0,39325.183582197205,-24.127412601330825,,,,39325.183582197205,,,100,,-35.59151,0.77,,
,,25.290447,,139032.7779858555,7.9255157,,14050.42255412831,4.617036,14050.42255412831,100,0.2586031466189014,,,,65,139032.7779858555,30859.414468841584,,,0.81,1320000,0.0063535776,0.0,65,,30859.414468841584,-43.07506485757126,0.0,0.0,36415.29630668286,-43.07506485757126,,,,36415.29630668286,,,100,,-17.364931,0.81,,
,,47.72148,,211926.0856240769,9.431362,,18503.506432037444,4.6118937,18503.506432037444,100,0.25586229531373106,,,,66,211926.0856240769,44086.33649390661,,,0.8,1340000,0.006060802,0.0,66,,44086.33649390661,-23.211486633066308,0.0,0.0,49720.99053542102,-23.211486633066308,,,,49720.99053542102,,,100,,-38.29012,0.8,,
,,35.17434,,147191.15536905438,-7.6705,,17336.45159711177,4.6091495,17336.45159711177,100,0.20940612562424432,,,,67,147191.15536905438,32821.3749716608,,,0.89,1360000,0.0053575127,0.0,67,,32821.3749716608,-26.040282173214443,0.0,0.0,43801.03221504915,-26.040282173214443,,,,43801.03221504915,,,100,,-42.844837,0.89,,
,,45.14747,,186456.49557109125,4.1810627,,17069.123909160655,4.607205,17069.123909160655,100,0.1914347637928182,,,,68,186456.49557109125,39524.41210705391,,,0.85,1380000,0.0073304777,0.0,68,,39524.41210705391,-29.209868210249894,0.0,0.0,45617.430935154705,-29.209868210249894,,,,45617.430935154705,,,100,,-40.966404,0.85,,
