pick-out-of-hole-v1/AverageReturn,TotalEnvSteps,pick-out-of-hole-v1/StdReturn,Average/AverageDiscountedReturn,pick-out-of-hole-v1/MaxReturn,Average/AverageReturn,Average/MaxReturn,MetaTest/pick-out-of-hole-v1/StdReturn,policy/dLoss,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/Iteration,pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/AverageReturn,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,policy/Entropy,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,policy/KLBefore,policy/LossAfter,Average/NumEpisodes,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,Average/SuccessRate,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/TerminationRate,pick-out-of-hole-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,Average/MinReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/MinReturn,pick-out-of-hole-v1/MinReturn,MetaTest/Average/StdReturn,policy/LossBefore,pick-out-of-hole-v1/TerminationRate,pick-out-of-hole-v1/AverageDiscountedReturn,policy/KL,MetaTest/Average/MaxReturn,Average/Iteration,pick-out-of-hole-v1/NumEpisodes
-41.8744459890196,380000,5.586897659744235,-18.245164875399645,-31.52812723421396,-41.8744459890196,-31.52812723421396,,0.006861938,,,0.0,,5.586897659744235,,,5.4588675,,,0.0,-0.016907785,100,,0.0,,,0.0,18,0.44925212864954833,-60.59747634916801,,,,,,-60.59747634916801,,-0.010045847,0.0,-18.245164875399645,0.020818725,,18,100
-45.34442531544541,400000,8.023861961602835,-18.540655193367428,-33.72430260849325,-45.34442531544541,-33.72430260849325,,0.010769134,,,0.0,,8.023861961602835,,,5.446225,,,0.0,-0.016766293,100,,0.0,,,0.0,19,0.4465012471757138,-75.99439254784886,,,,,,-75.99439254784886,,-0.0059971586,0.0,-18.540655193367428,0.0152869215,,19,100
-41.835722672355466,420000,4.904600073882059,-18.173350848555607,-32.541296342366614,-41.835722672355466,-32.541296342366614,7.602957764312714,0.007443387,0.0,2,0.0,-43.3369684357546,4.904600073882059,-43.33696843575459,0.0,5.4354124,-43.3369684357546,10,0.0,-0.01443696,100,-43.33696843575459,0.0,-34.74726781839476,0.0,0.0,20,0.5031342110608732,-59.42057494890658,0.0,10,2,-61.548914687912244,-61.548914687912244,-59.42057494890658,7.602957764312714,-0.006993573,0.0,-18.173350848555607,0.010989407,-34.74726781839476,20,100
-43.74877928384469,440000,7.2220276867257605,-18.1806629950353,-33.422539675534594,-43.74877928384469,-33.422539675534594,,0.0087906085,,,0.0,,7.2220276867257605,,,5.4211874,,,0.0,-0.018084206,100,,0.0,,,0.0,21,0.49736673490610495,-76.58444276057945,,,,,,-76.58444276057945,,-0.009293597,0.0,-18.1806629950353,0.013079063,,21,100
-41.106704579116794,460000,4.801676623385979,-17.96670152670615,-29.47751914173562,-41.106704579116794,-29.47751914173562,,0.0064941896,,,0.0,,4.801676623385979,,,5.4094234,,,0.0,-0.010819127,100,,0.0,,,0.0,22,0.4767638552034855,-54.52658669735481,,,,,,-54.52658669735481,,-0.0043249372,0.0,-17.96670152670615,0.011041336,,22,100
-42.574605539553104,480000,6.618310143525828,-17.958100147388055,-33.4927373992809,-42.574605539553104,-33.4927373992809,,0.006866629,,,0.0,,6.618310143525828,,,5.398605,,,0.0,-0.010654782,100,,0.0,,,0.0,23,0.4702858938126102,-66.8463477401953,,,,,,-66.8463477401953,,-0.0037881532,0.0,-17.958100147388055,0.010898799,,23,100
-40.05664419617936,500000,4.162599547575864,-17.518931445965194,-31.701775605383634,-40.05664419617936,-31.701775605383634,,0.002371451,,,0.0,,4.162599547575864,,,5.394271,,,0.0,-0.011340409,100,,0.0,,,0.0,24,0.5050088220279125,-52.38479421675175,,,,,,-52.38479421675175,,-0.008968958,0.0,-17.518931445965194,0.006224955,,24,100
-39.66231875901717,520000,5.076536265220683,-17.289666066940367,-32.433899470058066,-39.66231875901717,-32.433899470058066,,-0.0020720996,,,0.0,,5.076536265220683,,,5.38606,,,0.0,-0.005329013,100,,0.0,,,0.0,25,0.4577701716459397,-56.357683107167176,,,,,,-56.357683107167176,,-0.0074011125,0.0,-17.289666066940367,0.005489161,,25,100
-42.154451473555426,540000,7.021190893212445,-17.907400227976865,-30.734884140646418,-42.154451473555426,-30.734884140646418,,0.0068859207,,,0.0,,7.021190893212445,,,5.378634,,,0.0,-0.015115389,100,,0.0,,,0.0,26,0.37443748034121394,-66.00192719458994,,,,,,-66.00192719458994,,-0.008229468,0.0,-17.907400227976865,0.01688005,,26,100
-41.43808008515208,560000,4.851824730883605,-17.991143074092378,-30.082837228922475,-41.43808008515208,-30.082837228922475,,0.008935934,,,0.0,,4.851824730883605,,,5.369491,,,0.0,-0.013046579,100,,0.0,,,0.0,27,0.5795554470324737,-54.14511402651373,,,,,,-54.14511402651373,,-0.004110646,0.0,-17.991143074092378,0.030863531,,27,100
-47.29496843424607,580000,8.731168602591993,-18.964052193123702,-33.28490107602015,-47.29496843424607,-33.28490107602015,,0.016461086,,,0.0,,8.731168602591993,,,5.3609157,,,0.0,-0.022842942,100,,0.0,,,0.0,28,0.546113747588255,-74.73308962681034,,,,,,-74.73308962681034,,-0.006381856,0.0,-18.964052193123702,0.017484162,,28,100
-40.079459678289176,600000,4.71342569767863,-17.420510867370282,-32.50517930733417,-40.079459678289176,-32.50517930733417,,-0.003875442,,,0.0,,4.71342569767863,,,5.3515296,,,0.0,0.000538266,100,,0.0,,,0.0,29,0.498727596879592,-57.954134531260195,,,,,,-57.954134531260195,,-0.003337176,0.0,-17.420510867370282,0.0038561653,,29,100
-41.93051595199898,620000,6.082001781627333,-17.829714271906365,-32.15731771127443,-41.93051595199898,-32.15731771127443,4.497535344489194,0.003402347,0.0,3,0.0,-42.45814367045046,6.082001781627333,-42.45814367045046,0.0,5.3399663,-42.45814367045046,10,0.0,-0.007259787,100,-42.45814367045046,0.0,-35.67985633141456,0.0,0.0,30,0.47774666789697984,-60.55716001465549,0.0,10,3,-49.655270583235094,-49.655270583235094,-60.55716001465549,4.497535344489194,-0.00385744,0.0,-17.829714271906365,0.020883523,-35.67985633141456,30,100
-44.47985517399461,640000,4.766044140352328,-18.854058668098343,-34.71647798668892,-44.47985517399461,-34.71647798668892,,0.010639336,,,0.0,,4.766044140352328,,,5.336991,,,0.0,-0.017889407,100,,0.0,,,0.0,31,0.556395193139299,-57.84857156290378,,,,,,-57.84857156290378,,-0.00725007,0.0,-18.854058668098343,0.031522423,,31,100
-43.78694316803542,660000,7.24121669482888,-18.126568194923074,-33.142915591660504,-43.78694316803542,-33.142915591660504,,0.013565096,,,0.0,,7.24121669482888,,,5.3438177,,,0.0,-0.016167026,100,,0.0,,,0.0,32,0.4777196100305343,-62.90709159326055,,,,,,-62.90709159326055,,-0.0026019302,0.0,-18.126568194923074,0.020266324,,32,100
-41.48598114425755,680000,4.652653285189963,-17.942846528081375,-33.63582288562558,-41.48598114425755,-33.63582288562558,,0.013876203,,,0.0,,4.652653285189963,,,5.349235,,,0.0,-0.021219717,100,,0.0,,,0.0,33,0.4791311302699681,-55.02635392359309,,,,,,-55.02635392359309,,-0.0073435134,0.0,-17.942846528081375,0.023557108,,33,100
-44.744231460347784,700000,8.227574923197691,-18.17003679033708,-33.2310624324896,-44.744231460347784,-33.2310624324896,,0.014131019,,,0.0,,8.227574923197691,,,5.352242,,,0.0,-0.018913498,100,,0.0,,,0.0,34,0.48361210511794805,-71.64750817191806,,,,,,-71.64750817191806,,-0.0047824797,0.0,-18.17003679033708,0.021702075,,34,100
-40.011424672990316,720000,4.390662870422706,-17.306304466832366,-30.731988669956806,-40.011424672990316,-30.731988669956806,,0.0071841856,,,0.0,,4.390662870422706,,,5.3511057,,,0.0,-0.014454507,100,,0.0,,,0.0,35,0.33210032358803465,-50.65981168797551,,,,,,-50.65981168797551,,-0.0072703217,0.0,-17.306304466832366,0.015454123,,35,100
-43.38687550267076,740000,7.555750150099684,-18.073862981943915,-33.46915415474749,-43.38687550267076,-33.46915415474749,,0.0090824235,,,0.0,,7.555750150099684,,,5.3438163,,,0.0,-0.013778206,100,,0.0,,,0.0,36,0.5266619047571367,-64.73121071351498,,,,,,-64.73121071351498,,-0.0046957824,0.0,-18.073862981943915,0.022686278,,36,100
-41.959707722936045,760000,4.538134750901718,-17.912152945837633,-34.77401553101785,-41.959707722936045,-34.77401553101785,,0.005058717,,,0.0,,4.538134750901718,,,5.326638,,,0.0,-0.0132181365,100,,0.0,,,0.0,37,0.4465989065400702,-55.14317276724853,,,,,,-55.14317276724853,,-0.0081594195,0.0,-17.912152945837633,0.021963699,,37,100
-42.4076593982359,780000,5.665669798154228,-17.68389751231685,-32.52326125531145,-42.4076593982359,-32.52326125531145,,0.0026142946,,,0.0,,5.665669798154228,,,5.3071055,,,0.0,-0.008784571,100,,0.0,,,0.0,38,0.4753851616974877,-55.43950187561782,,,,,,-55.43950187561782,,-0.006170276,0.0,-17.68389751231685,0.01258771,,38,100
-39.50142052012202,800000,4.134623914008073,-17.332022383749724,-32.24770310672146,-39.50142052012202,-32.24770310672146,,0.003643239,,,0.0,,4.134623914008073,,,5.2953787,,,0.0,-0.012441653,100,,0.0,,,0.0,39,0.4972431628522379,-51.62197251172109,,,,,,-51.62197251172109,,-0.008798414,0.0,-17.332022383749724,0.010149326,,39,100
-41.73816073246702,820000,5.924666488639466,-17.67393390862313,-33.020177215653156,-41.73816073246702,-33.020177215653156,6.879490387461847,0.00491289,0.0,4,0.0,-42.30995495428386,5.924666488639466,-42.30995495428387,0.0,5.284091,-42.30995495428386,10,0.0,-0.0127098765,100,-42.30995495428387,0.0,-34.53566216271034,0.0,0.0,40,0.43894155912746624,-61.048891411777056,0.0,10,4,-55.092839531720564,-55.092839531720564,-61.048891411777056,6.879490387461847,-0.0077969865,0.0,-17.67393390862313,0.011431562,-34.53566216271034,40,100
-40.2775344204848,840000,3.979693207460796,-17.527111316623323,-33.995550124663644,-40.2775344204848,-33.995550124663644,,0.0017279335,,,0.0,,3.979693207460796,,,5.2663546,,,0.0,-0.00472586,100,,0.0,,,0.0,41,0.5273834884829522,-51.91525426107094,,,,,,-51.91525426107094,,-0.0029979264,0.0,-17.527111316623323,0.011892662,,41,100
-40.73763717627452,860000,5.801752923860289,-17.192077766302486,-33.03099633140917,-40.73763717627452,-33.03099633140917,,0.0019284142,,,0.0,,5.801752923860289,,,5.244652,,,0.0,-0.011776513,100,,0.0,,,0.0,42,0.4529611484524335,-58.4402050067158,,,,,,-58.4402050067158,,-0.009848099,0.0,-17.192077766302486,0.021003896,,42,100
-41.06527614253223,880000,4.054367507963322,-17.670861944903752,-32.62604947395337,-41.06527614253223,-32.62604947395337,,0.0007323809,,,0.0,,4.054367507963322,,,5.2257223,,,0.0,-0.007736165,100,,0.0,,,0.0,43,0.5221650417171187,-57.795810266919894,,,,,,-57.795810266919894,,-0.007003784,0.0,-17.670861944903752,0.023301814,,43,100
-41.159070058471755,900000,6.351229393293966,-17.415620968918223,-33.235604125385855,-41.159070058471755,-33.235604125385855,,0.006205127,,,0.0,,6.351229393293966,,,5.213652,,,0.0,-0.0059428164,100,,0.0,,,0.0,44,0.4884284264569214,-63.061133870667746,,,,,,-63.061133870667746,,0.0002623108,0.0,-17.415620968918223,0.020384101,,44,100
-41.056794230833994,920000,4.013456790536583,-17.708935785269148,-32.4053716333606,-41.056794230833994,-32.4053716333606,,0.006035355,,,0.0,,4.013456790536583,,,5.210019,,,0.0,-0.012026773,100,,0.0,,,0.0,45,0.5252438684359788,-51.73989430047824,,,,,,-51.73989430047824,,-0.005991418,0.0,-17.708935785269148,0.030621894,,45,100
-46.125647920813456,940000,8.847386296402759,-18.603239033804094,-30.583033329292036,-46.125647920813456,-30.583033329292036,,0.019487087,,,0.0,,8.847386296402759,,,5.2048845,,,0.0,-0.030615399,100,,0.0,,,0.0,46,0.45043158224913205,-71.95299876537331,,,,,,-71.95299876537331,,-0.011128311,0.0,-18.603239033804094,0.017300133,,46,100
-39.98507680173229,960000,3.725897140882852,-17.267976227836225,-32.248921583337,-39.98507680173229,-32.248921583337,,-0.00019387528,,,0.0,,3.725897140882852,,,5.1976023,,,0.0,-0.0057695084,100,,0.0,,,0.0,47,0.41966542014427366,-52.07137791242042,,,,,,-52.07137791242042,,-0.0059633837,0.0,-17.267976227836225,0.018425828,,47,100
-47.54443584582653,980000,7.996553153819365,-18.966271500379957,-34.74733684080833,-47.54443584582653,-34.74733684080833,,0.010704015,,,0.0,,7.996553153819365,,,5.1802645,,,0.0,-0.01872589,100,,0.0,,,0.0,48,0.49270604667497975,-69.46624968889272,,,,,,-69.46624968889272,,-0.008021875,0.0,-18.966271500379957,0.019672604,,48,100
-39.735808531284256,1000000,4.2227595869581505,-17.275341051182046,-32.95930719202085,-39.735808531284256,-32.95930719202085,,-0.0008692732,,,0.0,,4.2227595869581505,,,5.1609907,,,0.0,-0.005952215,100,,0.0,,,0.0,49,0.47006536618504813,-51.110955957464796,,,,,,-51.110955957464796,,-0.006821488,0.0,-17.275341051182046,0.02131705,,49,100
-48.09139536955959,1020000,8.775465874871886,-19.054308148016506,-33.0373993306109,-48.09139536955959,-33.0373993306109,7.475200325739105,0.01307124,0.0,5,0.0,-49.21164854216752,8.775465874871886,-49.21164854216751,0.0,5.1566305,-49.21164854216752,10,0.0,-0.022543347,100,-49.21164854216751,0.0,-36.14051815269479,0.0,0.0,50,0.4846469361752339,-67.36564646494544,0.0,10,5,-59.137423666855845,-59.137423666855845,-67.36564646494544,7.475200325739105,-0.009472107,0.0,-19.054308148016506,0.018964892,-36.14051815269479,50,100
-38.8956399857803,1040000,3.623834577001425,-17.039617633370028,-33.22701138525204,-38.8956399857803,-33.22701138525204,,0.004389394,,,0.0,,3.623834577001425,,,5.157691,,,0.0,-0.009892487,100,,0.0,,,0.0,51,0.45496042768232814,-50.48858681513315,,,,,,-50.48858681513315,,-0.005503093,0.0,-17.039617633370028,0.014032501,,51,100
-44.60541237117743,1060000,6.9661963371580615,-18.079050060754916,-33.67774054199661,-44.60541237117743,-33.67774054199661,,0.005709157,,,0.0,,6.9661963371580615,,,5.1403246,,,0.0,-0.012079712,100,,0.0,,,0.0,52,0.43482017112656113,-67.13470027973291,,,,,,-67.13470027973291,,-0.006370555,0.0,-18.079050060754916,0.021824341,,52,100
-40.283872508214586,1080000,4.178735811675611,-17.33609968999135,-33.681241932153554,-40.283872508214586,-33.681241932153554,,0.0021415225,,,0.0,,4.178735811675611,,,5.1159506,,,0.0,-0.0049253176,100,,0.0,,,0.0,53,0.4483221954735175,-53.2193869348451,,,,,,-53.2193869348451,,-0.0027837951,0.0,-17.33609968999135,0.019517474,,53,100
-44.21290518945499,1100000,8.276851653167466,-18.04234231200834,-33.28805953110546,-44.21290518945499,-33.28805953110546,,0.0063731577,,,0.0,,8.276851653167466,,,5.1033907,,,0.0,-0.0074880808,100,,0.0,,,0.0,54,0.43950896168930054,-71.9563764160859,,,,,,-71.9563764160859,,-0.001114923,0.0,-18.04234231200834,0.019879123,,54,100
-39.55593263984213,1120000,4.445517362253788,-17.194489462308184,-32.544658141672954,-39.55593263984213,-32.544658141672954,,0.00855661,,,0.0,,4.445517362253788,,,5.0988307,,,0.0,-0.011609247,100,,0.0,,,0.0,55,0.4083002894488249,-56.21640789244667,,,,,,-56.21640789244667,,-0.0030526374,0.0,-17.194489462308184,0.014886132,,55,100
-44.02380602595145,1140000,7.719311845574776,-17.95324344816179,-32.99692580964184,-44.02380602595145,-32.99692580964184,,0.008468105,,,0.0,,7.719311845574776,,,5.091882,,,0.0,-0.013915557,100,,0.0,,,0.0,56,0.48279260711615846,-77.07369725919479,,,,,,-77.07369725919479,,-0.005447452,0.0,-17.95324344816179,0.02229997,,56,100
-40.69246427241962,1160000,4.411986944324933,-17.420667575772462,-33.34420915210439,-40.69246427241962,-33.34420915210439,,0.009185147,,,0.0,,4.411986944324933,,,5.087775,,,0.0,-0.018908387,100,,0.0,,,0.0,57,0.4270717391522759,-53.8203024460882,,,,,,-53.8203024460882,,-0.0097232405,0.0,-17.420667575772462,0.028613025,,57,100
-47.27505066254393,1180000,8.521932765885394,-18.77350831438297,-33.14493721575825,-47.27505066254393,-33.14493721575825,,0.010984775,,,0.0,,8.521932765885394,,,5.084777,,,0.0,-0.013725406,100,,0.0,,,0.0,58,0.4068780317917895,-70.55793990142195,,,,,,-70.55793990142195,,-0.002740631,0.0,-18.77350831438297,0.019613419,,58,100
-40.0066840086193,1200000,4.230656609214297,-17.33154670962989,-33.1332575528719,-40.0066840086193,-33.1332575528719,,0.003466189,,,0.0,,4.230656609214297,,,5.079627,,,0.0,-0.008794086,100,,0.0,,,0.0,59,0.48704320400965295,-54.66269058648145,,,,,,-54.66269058648145,,-0.005327897,0.0,-17.33154670962989,0.0158449,,59,100
-48.37796207925482,1220000,9.527621987904139,-18.97558082427352,-34.245584063998244,-48.37796207925482,-34.245584063998244,9.24969300616592,0.020214828,0.0,6,0.0,-50.522106143337375,9.527621987904139,-50.52210614333737,0.0,5.0753455,-50.522106143337375,10,0.0,-0.020760493,100,-50.52210614333737,0.0,-37.683965319377506,0.0,0.0,60,0.5260357524536039,-70.99445904670743,0.0,10,6,-66.01399559433965,-66.01399559433965,-70.99445904670743,9.24969300616592,-0.000545665,0.0,-18.97558082427352,0.015218245,-37.683965319377506,60,100
-39.58488748235681,1240000,4.208829213818777,-17.033385279961063,-32.164642999604034,-39.58488748235681,-32.164642999604034,,0.0013647112,,,0.0,,4.208829213818777,,,5.073575,,,0.0,-0.0056165117,100,,0.0,,,0.0,61,0.5256132824819144,-52.18018469527866,,,,,,-52.18018469527866,,-0.0042518005,0.0,-17.033385279961063,0.016127523,,61,100
-51.44695300175089,1260000,8.796035181487085,-19.789667559612635,-33.596741711439385,-51.44695300175089,-33.596741711439385,,0.011199937,,,0.0,,8.796035181487085,,,5.055432,,,0.0,-0.025566444,100,,0.0,,,0.0,62,0.44770021051471354,-73.45984758318605,,,,,,-73.45984758318605,,-0.014366507,0.0,-19.789667559612635,0.010199698,,62,100
-39.83068321329086,1280000,4.350543871739244,-17.09279838866964,-34.332244106727195,-39.83068321329086,-34.332244106727195,,-0.0026081484,,,0.0,,4.350543871739244,,,5.0400343,,,0.0,-0.0037743538,100,,0.0,,,0.0,63,0.48182322911849207,-56.44281662930601,,,,,,-56.44281662930601,,-0.006382502,0.0,-17.09279838866964,0.0076866457,,63,100
-39.049065153851444,1300000,4.532216024263603,-17.029989940083112,-32.688555349948466,-39.049065153851444,-32.688555349948466,,-0.0016033109,,,0.0,,4.532216024263603,,,5.0328984,,,0.0,-0.004582889,100,,0.0,,,0.0,64,0.5893197999690545,-54.88773557481185,,,,,,-54.88773557481185,,-0.0061862,0.0,-17.029989940083112,0.0036329087,,64,100
-39.237376089431685,1320000,3.809531674384238,-17.028224886590824,-32.73780762912161,-39.237376089431685,-32.73780762912161,,0.0039329147,,,0.0,,3.809531674384238,,,5.023751,,,0.0,-0.009120332,100,,0.0,,,0.0,65,0.46427390603205576,-51.92856076109683,,,,,,-51.92856076109683,,-0.0051874174,0.0,-17.028224886590824,0.021440199,,65,100
