pick-out-of-hole-v1/AverageReturn,TotalEnvSteps,pick-out-of-hole-v1/StdReturn,Average/AverageDiscountedReturn,pick-out-of-hole-v1/MaxReturn,Average/AverageReturn,Average/MaxReturn,MetaTest/pick-out-of-hole-v1/StdReturn,policy/dLoss,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/Iteration,pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/AverageReturn,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,policy/Entropy,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,policy/KLBefore,policy/LossAfter,Average/NumEpisodes,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,Average/SuccessRate,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/Average/SuccessRate,Average/TerminationRate,pick-out-of-hole-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,Average/MinReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/MinReturn,pick-out-of-hole-v1/MinReturn,MetaTest/Average/StdReturn,policy/LossBefore,pick-out-of-hole-v1/TerminationRate,pick-out-of-hole-v1/AverageDiscountedReturn,policy/KL,MetaTest/Average/MaxReturn,Average/Iteration,pick-out-of-hole-v1/NumEpisodes
-48.16683035372246,1340000,8.940751586667755,-18.872841080029037,-33.49076400581029,-48.16683035372246,-33.49076400581029,,0.015149051,,,0.0,,8.940751586667755,,,5.0195765,,,0.0,-0.022544038,100,,0.0,,,0.0,66,0.47996372942651966,-66.52593283160809,,,,,,-66.52593283160809,,-0.0073949858,0.0,-18.872841080029037,0.014032084,,66,100
-37.987727664985734,1360000,3.95353507286793,-16.575540544980285,-32.751051754870375,-37.987727664985734,-32.751051754870375,,-0.00043608062,,,0.0,,3.95353507286793,,,5.020417,,,0.0,-0.0035592439,100,,0.0,,,0.0,67,0.5815221756018762,-52.47799782667086,,,,,,-52.47799782667086,,-0.0039953245,0.0,-16.575540544980285,0.0037316722,,67,100
-39.644727246992645,1380000,5.869186365369103,-16.883653976582313,-32.37442662945443,-39.644727246992645,-32.37442662945443,,0.004853163,,,0.0,,5.869186365369103,,,5.0161924,,,0.0,-0.012933196,100,,0.0,,,0.0,68,0.4622519283826715,-65.96860814764527,,,,,,-65.96860814764527,,-0.008080033,0.0,-16.883653976582313,0.014779091,,68,100
-41.18157380114765,1400000,4.337423872276596,-17.61297059492567,-33.65237520919214,-41.18157380114765,-33.65237520919214,,0.007134068,,,0.0,,4.337423872276596,,,5.00785,,,0.0,-0.013654901,100,,0.0,,,0.0,69,0.5130172195898315,-51.693953752865575,,,,,,-51.693953752865575,,-0.006520833,0.0,-17.61297059492567,0.025532223,,69,100
-47.33583125237695,1420000,9.915720245149744,-18.757286943465413,-33.501720879984255,-47.33583125237695,-33.501720879984255,12.576223778264987,0.018808441,0.0,7,0.0,-48.20268576849362,9.915720245149744,-48.202685768493616,0.0,4.9968257,-48.20268576849362,10,0.0,-0.028855298,100,-48.202685768493616,0.0,-33.62540375164474,0.0,0.0,70,0.447266392717801,-75.21971458135314,0.0,10,7,-77.59145512309708,-77.59145512309708,-75.21971458135314,12.576223778264987,-0.0100468565,0.0,-18.757286943465413,0.012869043,-33.62540375164474,70,100
-38.7145894658982,1440000,4.193928880319642,-16.788505049312167,-32.41387031280088,-38.7145894658982,-32.41387031280088,,0.00014737621,,,0.0,,4.193928880319642,,,4.989314,,,0.0,-0.0086754495,100,,0.0,,,0.0,71,0.5658447781461713,-54.36575094547654,,,,,,-54.36575094547654,,-0.008528073,0.0,-16.788505049312167,0.017645936,,71,100
-53.100202640283236,1460000,12.272439215350381,-20.127269513424604,-33.82879793933364,-53.100202640283236,-33.82879793933364,,0.021227837,,,0.0,,12.272439215350381,,,4.9768095,,,0.0,-0.03460245,100,,0.0,,,0.0,72,0.40405987230598095,-79.94363524236233,,,,,,-79.94363524236233,,-0.013374611,0.0,-20.127269513424604,0.0063867173,,72,100
-40.2810729718007,1480000,7.184568088217503,-17.121128669920427,-33.606908458154436,-40.2810729718007,-33.606908458154436,,0.002150577,,,0.0,,7.184568088217503,,,4.9546733,,,0.0,-0.008769071,100,,0.0,,,0.0,73,0.4344253946562685,-72.75749728281987,,,,,,-72.75749728281987,,-0.0066184937,0.0,-17.121128669920427,0.013390646,,73,100
-41.71711710098784,1500000,5.122482456175336,-17.68109384311842,-31.765855724583204,-41.71711710098784,-31.765855724583204,,0.0008391617,,,0.0,,5.122482456175336,,,4.9293394,,,0.0,-0.008817336,100,,0.0,,,0.0,74,0.49976998777984194,-62.31266057743752,,,,,,-62.31266057743752,,-0.007978174,0.0,-17.68109384311842,0.011020469,,74,100
-41.08044890715447,1520000,7.82311315456026,-17.294722910359095,-33.67638909627245,-41.08044890715447,-33.67638909627245,,0.0038804212,,,0.0,,7.82311315456026,,,4.9219594,,,0.0,-0.009244752,100,,0.0,,,0.0,75,0.4247312324642084,-78.26791771639465,,,,,,-78.26791771639465,,-0.005364331,0.0,-17.294722910359095,0.0055362824,,75,100
-39.12490573058615,1540000,4.230203146571043,-16.85137762693552,-32.28043019890013,-39.12490573058615,-32.28043019890013,,0.005234408,,,0.0,,4.230203146571043,,,4.918891,,,0.0,-0.009035683,100,,0.0,,,0.0,76,0.38400496817580443,-61.00680046114431,,,,,,-61.00680046114431,,-0.0038012748,0.0,-16.85137762693552,0.010568055,,76,100
-43.0624479175745,1560000,9.156197725907415,-17.479189833033832,-31.52554978230777,-43.0624479175745,-31.52554978230777,,0.007491935,,,0.0,,9.156197725907415,,,4.9040594,,,0.0,-0.00604145,100,,0.0,,,0.0,77,0.4543482659734348,-69.78381747969065,,,,,,-69.78381747969065,,0.0014504852,0.0,-17.479189833033832,0.008576692,,77,100
-39.302752777573204,1580000,5.992999521309924,-16.861450632385854,-32.57170918997914,-39.302752777573204,-32.57170918997914,,0.004665938,,,0.0,,5.992999521309924,,,4.9008226,,,0.0,-0.008097096,100,,0.0,,,0.0,78,0.5220339793345203,-76.71587561648788,,,,,,-76.71587561648788,,-0.0034311584,0.0,-16.861450632385854,0.0076013305,,78,100
-39.80245555829435,1600000,6.050852651518901,-16.84746106490554,-32.294570644476885,-39.80245555829435,-32.294570644476885,,0.005977202,,,0.0,,6.050852651518901,,,4.8967333,,,0.0,-0.010353022,100,,0.0,,,0.0,79,0.4072430226293037,-63.3359298404365,,,,,,-63.3359298404365,,-0.00437582,0.0,-16.84746106490554,0.008756255,,79,100
-38.687602890502916,1620000,3.095672743685961,-16.69434640031451,-32.31690260103935,-38.687602890502916,-32.31690260103935,2.9942661576502525,0.0058905454,0.0,8,0.0,-38.80056942837114,3.095672743685961,-38.800569428371155,0.0,4.895337,-38.80056942837114,10,0.0,-0.009399721,100,-38.800569428371155,0.0,-32.95956552577635,0.0,0.0,80,0.5729874665941932,-45.07360292079454,0.0,10,8,-42.75698059870868,-42.75698059870868,-45.07360292079454,2.9942661576502525,-0.003509176,0.0,-16.69434640031451,0.032102417,-32.95956552577635,80,100
-56.36660546245341,1640000,15.308060092916465,-20.840929197043593,-31.26242828593022,-56.36660546245341,-31.26242828593022,,0.021846328,,,0.0,,15.308060092916465,,,4.8889413,,,0.0,-0.02606238,100,,0.0,,,0.0,81,0.477046269682478,-96.18250228049983,,,,,,-96.18250228049983,,-0.004216052,0.0,-20.840929197043593,0.018457383,,81,100
-38.71537260657827,1660000,5.615816067954298,-16.71940135841152,-31.094110739841888,-38.71537260657827,-31.094110739841888,,0.00021245121,,,0.0,,5.615816067954298,,,4.8856745,,,0.0,-0.003573619,100,,0.0,,,0.0,82,0.4920492662998742,-67.54534991743984,,,,,,-67.54534991743984,,-0.0033611679,0.0,-16.71940135841152,0.0033368473,,82,100
-39.52188224938853,1680000,3.7440398815361404,-17.049728977884477,-30.777772229001577,-39.52188224938853,-30.777772229001577,,0.004288153,,,0.0,,3.7440398815361404,,,4.883559,,,0.0,-0.008564597,100,,0.0,,,0.0,83,0.49683061167863596,-55.20278498377644,,,,,,-55.20278498377644,,-0.004276444,0.0,-17.049728977884477,0.01974367,,83,100
-42.314799766620474,1700000,9.332710536272177,-17.440218977571465,-31.0996673120098,-42.314799766620474,-31.0996673120098,,0.011572046,,,0.0,,9.332710536272177,,,4.875348,,,0.0,-0.022343097,100,,0.0,,,0.0,84,0.49953404225189435,-78.01385226630812,,,,,,-78.01385226630812,,-0.010771051,0.0,-17.440218977571465,0.006804773,,84,100
-38.08658946347018,1720000,4.873668113268105,-16.490614734144863,-28.226254633868002,-38.08658946347018,-28.226254633868002,,0.0020155045,,,0.0,,4.873668113268105,,,4.870008,,,0.0,-0.00844127,100,,0.0,,,0.0,85,0.42743660766330815,-60.822270157219926,,,,,,-60.822270157219926,,-0.006425766,0.0,-16.490614734144863,0.0064458437,,85,100
-37.95369215731217,1740000,4.293215585009123,-16.62560014954784,-29.711500279533386,-37.95369215731217,-29.711500279533386,,0.0025878968,,,0.0,,4.293215585009123,,,4.8661876,,,0.0,-0.011420154,100,,0.0,,,0.0,86,0.48467256207719445,-65.74374829856967,,,,,,-65.74374829856967,,-0.008832257,0.0,-16.62560014954784,0.016363021,,86,100
-40.45525888751296,1760000,9.822812172542662,-17.015041205643225,-28.987092940342837,-40.45525888751296,-28.987092940342837,,0.0095855575,,,0.0,,9.822812172542662,,,4.852597,,,0.0,-0.009990166,100,,0.0,,,0.0,87,0.49679942864154847,-70.51337916859288,,,,,,-70.51337916859288,,-0.00040460814,0.0,-17.015041205643225,0.0070492052,,87,100
-37.7689108137383,1780000,7.5200623978424,-16.580631715644504,-29.153898262594723,-37.7689108137383,-29.153898262594723,,0.00645725,,,0.0,,7.5200623978424,,,4.852111,,,0.0,-0.008716323,100,,0.0,,,0.0,88,0.4859067597403802,-77.41390407554397,,,,,,-77.41390407554397,,-0.0022590733,0.0,-16.580631715644504,0.0057586157,,88,100
-34.38684270834619,1800000,3.524741060947962,-15.834349412430868,-26.08870084732038,-34.38684270834619,-26.08870084732038,,0.003325278,,,0.0,,3.524741060947962,,,4.847211,,,0.0,-0.012163442,100,,0.0,,,0.0,89,0.4382654204099182,-45.84063367117746,,,,,,-45.84063367117746,,-0.008838164,0.0,-15.834349412430868,0.008011808,,89,100
-35.03509382204837,1820000,4.3192262488949575,-16.084875945890694,-25.988800278951928,-35.03509382204837,-25.988800278951928,5.015062552978111,0.0052484283,0.0,9,0.0,-34.431310015879816,4.3192262488949575,-34.431310015879816,0.0,4.8423314,-34.431310015879816,10,0.0,-0.011819388,100,-34.431310015879816,0.0,-26.054165685784568,0.0,0.0,90,0.4588415955663626,-46.92323642707459,0.0,10,9,-44.462585440806016,-44.462585440806016,-46.92323642707459,5.015062552978111,-0.0065709595,0.0,-16.084875945890694,0.006569211,-26.054165685784568,90,100
-34.850145481485185,1840000,3.4627111422719365,-16.143575282100326,-28.346523413118316,-34.850145481485185,-28.346523413118316,,-0.0002545009,,,0.0,,3.4627111422719365,,,4.8283305,,,0.0,-0.0034050243,100,,0.0,,,0.0,91,0.5506615073739778,-45.961584849099125,,,,,,-45.961584849099125,,-0.0036595252,0.0,-16.143575282100326,0.0053784736,,91,100
-34.35419767667813,1860000,4.213891391402697,-15.856950071202608,-25.99051702083757,-34.35419767667813,-25.99051702083757,,-0.003936648,,,0.0,,4.213891391402697,,,4.8068743,,,0.0,-0.005169719,100,,0.0,,,0.0,92,0.4022498601243272,-49.64473004551933,,,,,,-49.64473004551933,,-0.009106367,0.0,-15.856950071202608,0.0061645075,,92,100
-34.480927946805096,1880000,4.64552422710368,-15.629181693908048,-26.471095663284256,-34.480927946805096,-26.471095663284256,,0.0010102876,,,0.0,,4.64552422710368,,,4.7936897,,,0.0,-0.0021510255,100,,0.0,,,0.0,93,0.48591437709985896,-49.52764638497285,,,,,,-49.52764638497285,,-0.0011407379,0.0,-15.629181693908048,0.01155099,,93,100
-34.12533406112172,1900000,3.4804586078702946,-15.537227798629823,-25.762869911965343,-34.12533406112172,-25.762869911965343,,0.005523867,,,0.0,,3.4804586078702946,,,4.788953,,,0.0,-0.010588704,100,,0.0,,,0.0,94,0.5919468640135652,-42.3181935243607,,,,,,-42.3181935243607,,-0.0050648367,0.0,-15.537227798629823,0.012148091,,94,100
-33.87704246790847,1920000,4.2404243555863514,-15.496559253131698,-24.126016265393606,-33.87704246790847,-24.126016265393606,,0.004954104,,,0.0,,4.2404243555863514,,,4.785125,,,0.0,-0.010446566,100,,0.0,,,0.0,95,0.4061525137262374,-49.46770321651649,,,,,,-49.46770321651649,,-0.0054924623,0.0,-15.496559253131698,0.008049186,,95,100
-33.54849494740564,1940000,3.8068299810110355,-15.391228677466975,-24.963629056903116,-33.54849494740564,-24.963629056903116,,0.0026258943,,,0.0,,3.8068299810110355,,,4.7840033,,,0.0,-0.007189804,100,,0.0,,,0.0,96,0.48778526268672284,-43.096954755576725,,,,,,-43.096954755576725,,-0.00456391,0.0,-15.391228677466975,0.0059063714,,96,100
-33.67933060300771,1960000,4.860716613517402,-15.270631714481963,-23.951422710620374,-33.67933060300771,-23.951422710620374,,0.0021323655,,,0.0,,4.860716613517402,,,4.777854,,,0.0,-0.0016397994,100,,0.0,,,0.0,97,0.3590585013209464,-48.9489529114029,,,,,,-48.9489529114029,,0.0004925659,0.0,-15.270631714481963,0.007670761,,97,100
-33.10725153433063,1980000,3.7804324731046375,-15.143129675474205,-24.106278616858408,-33.10725153433063,-24.106278616858408,,0.008295903,,,0.0,,3.7804324731046375,,,4.778384,,,0.0,-0.01219335,100,,0.0,,,0.0,98,0.43838150735788617,-44.58919036968682,,,,,,-44.58919036968682,,-0.0038974471,0.0,-15.143129675474205,0.011416243,,98,100
-33.25517587617032,2000000,4.838466185868624,-15.023447009316378,-24.106632669621835,-33.25517587617032,-24.106632669621835,,0.003280744,,,0.0,,4.838466185868624,,,4.765739,,,0.0,-0.010325,100,,0.0,,,0.0,99,0.38683901660161557,-48.69276731224465,,,,,,-48.69276731224465,,-0.0070442557,0.0,-15.023447009316378,0.009096177,,99,100
