MetaTest/stick-pull-v1/TerminationRate,TotalEnvSteps,MetaTest/stick-pull-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/stick-pull-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/stick-pull-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/stick-pull-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/stick-pull-v1/MaxReturn,MetaTest/stick-pull-v1/AverageReturn
0.0,944000,10.469007960536896,75101.62,-45.510931813950144,-4.407535,0.0,-13.539076889381512,30,10,10,-30.219751561318514,-30.21975156131851,-10448.088,0.0,30,10.469007960536896,nan,-45.510931813950144,7.624632,-30.21975156131851,0.0,-13.539076889381512,-30.219751561318514
0.0,968000,10.979201202410172,71253.19,-51.82668276529357,-4.4946246,0.0,-14.81705572529333,31,10,10,-25.928478056784137,-25.928478056784137,-9454.628,0.0,31,10.979201202410172,nan,-51.82668276529357,7.624632,-25.928478056784137,0.0,-14.81705572529333,-25.928478056784137
0.0,992000,11.836886556507771,67473.22,-58.16785725991522,-4.2802176,0.0,-24.146271980031653,32,10,10,-43.05948179887371,-43.059481798873705,-8576.922,0.0,32,11.836886556507771,nan,-58.16785725991522,7.624632,-43.059481798873705,0.0,-24.146271980031653,-43.05948179887371
0.0,1016000,13.77691820734784,67014.9,-51.885486876975214,-4.1554356,0.0,-17.817721912223888,33,10,10,-30.0894335805862,-30.089433580586206,-7803.752,0.0,33,13.77691820734784,nan,-51.885486876975214,7.624632,-30.089433580586206,0.0,-17.817721912223888,-30.0894335805862
0.0,1040000,13.117520155610494,66332.22,-57.6745198147647,-3.84298,0.0,-19.58110766647764,34,10,10,-35.02807138078493,-35.02807138078493,-7118.54,0.0,34,13.117520155610494,nan,-57.6745198147647,7.624632,-35.02807138078493,0.0,-19.58110766647764,-35.02807138078493
0.0,1064000,7.966662851362327,76008.35,-41.87348840851486,-4.0773907,0.0,-15.450388449544294,35,10,10,-23.589148604175968,-23.589148604175968,-6574.1567,0.0,35,7.966662851362327,nan,-41.87348840851486,7.624632,-23.589148604175968,0.0,-15.450388449544294,-23.589148604175968
0.0,1088000,15.834602618734715,111855.695,-46.797591913887985,-4.8075733,0.0,-0.10160134782186689,36,10,10,-22.917699428615194,-22.91769942861519,-6553.651,0.0,36,15.834602618734715,nan,-46.797591913887985,7.624632,-22.91769942861519,0.0,-0.10160134782186689,-22.917699428615194
0.0,1112000,2.3605932170413286,174243.42,-25.387069258169998,-5.9323964,0.0,-18.473928308210375,37,10,10,-22.056017296285603,-22.056017296285596,-7363.847,0.0,37,2.3605932170413286,nan,-25.387069258169998,7.624632,-22.056017296285596,0.0,-18.473928308210375,-22.056017296285603
0.0,1136000,13.864200634472573,240679.9,-23.18847746333057,-8.264097,0.0,16.296154971988088,38,10,10,-7.327148809390406,-7.327148809390403,-9646.936,0.0,38,13.864200634472573,nan,-23.18847746333057,7.624632,-7.327148809390403,0.0,16.296154971988088,-7.327148809390406
0.0,1160000,15.576974433374744,315245.25,-21.110989433207312,-10.868338,0.0,30.97614234182289,39,10,10,-4.675744144746465,-4.675744144746458,-13219.268,0.0,39,15.576974433374744,nan,-21.110989433207312,7.624632,-4.675744144746458,0.0,30.97614234182289,-4.675744144746465
0.0,1184000,5.315109937231941,360883.97,-36.08689242076449,-11.527557,0.0,-17.663158941129314,40,10,10,-25.88450818529244,-25.88450818529244,-16728.5,0.0,40,5.315109937231941,nan,-36.08689242076449,7.624632,-25.88450818529244,0.0,-17.663158941129314,-25.88450818529244
0.0,1208000,5.591147524912531,360641.84,-22.750716132991137,-11.34026,0.0,-4.663101048833797,41,10,10,-15.618096843014138,-15.618096843014138,-19357.69,0.0,41,5.591147524912531,nan,-22.750716132991137,7.624632,-15.618096843014138,0.0,-4.663101048833797,-15.618096843014138
0.0,1232000,3.023354773303508,318100.75,-32.427421849035476,-10.728585,0.0,-23.69510391165451,42,10,10,-27.86245371565123,-27.86245371565123,-20459.441,0.0,42,3.023354773303508,nan,-32.427421849035476,7.624632,-27.86245371565123,0.0,-23.69510391165451,-27.86245371565123
0.0,1256000,1.9701147114323119,258244.42,-38.842399135399766,-10.006407,0.0,-31.92489188938083,43,10,10,-37.6465634690059,-37.6465634690059,-19795.182,0.0,43,1.9701147114323119,nan,-38.842399135399766,7.624632,-37.6465634690059,0.0,-31.92489188938083,-37.6465634690059
0.0,1280000,4.043268043564285,211224.48,-36.15428650331221,-9.3429165,0.0,-24.443286957369434,44,10,10,-29.92843091130369,-29.928430911303696,-18259.932,0.0,44,4.043268043564285,nan,-36.15428650331221,7.624632,-29.928430911303696,0.0,-24.443286957369434,-29.92843091130369
0.0,1304000,6.5033788120525315,167003.9,-44.499101624896696,-9.012734,0.0,-19.660176114673913,45,10,10,-27.70298501651525,-27.70298501651525,-16561.445,0.0,45,6.5033788120525315,nan,-44.499101624896696,7.624632,-27.70298501651525,0.0,-19.660176114673913,-27.70298501651525
0.0,1328000,8.38618891396703,130549.37,-47.176497090201785,-8.950452,0.0,-20.788554378106685,46,10,10,-33.69692317775513,-33.69692317775512,-14956.336,0.0,46,8.38618891396703,nan,-47.176497090201785,7.624632,-33.69692317775512,0.0,-20.788554378106685,-33.69692317775513
0.0,1352000,5.705495743052685,103511.51,-42.59359408442573,-8.895581,0.0,-20.885117420319524,47,10,10,-35.656354083571024,-35.65635408357102,-13641.202,0.0,47,5.705495743052685,nan,-42.59359408442573,7.624632,-35.65635408357102,0.0,-20.885117420319524,-35.656354083571024
0.0,1376000,6.9069518761737045,82438.625,-53.11258489436164,-8.235201,0.0,-28.651214951590195,48,10,10,-35.97410893168943,-35.97410893168943,-12461.048,0.0,48,6.9069518761737045,nan,-53.11258489436164,7.624632,-35.97410893168943,0.0,-28.651214951590195,-35.97410893168943
0.0,1400000,2.863410804337864,67455.79,-36.40488757176546,-7.38057,0.0,-28.307997118753104,49,10,10,-31.607118211898342,-31.607118211898342,-11393.537,0.0,49,2.863410804337864,nan,-36.40488757176546,7.624632,-31.607118211898342,0.0,-28.307997118753104,-31.607118211898342
0.0,1424000,7.215216492921249,55248.273,-35.21831639791355,-6.2416844,0.0,-9.503764742596987,50,10,10,-29.05179759794849,-29.05179759794849,-10343.889,0.0,50,7.215216492921249,nan,-35.21831639791355,7.624632,-29.05179759794849,0.0,-9.503764742596987,-29.05179759794849
0.0,1448000,6.6076236144280465,46525.777,-41.6844708895677,-5.421999,0.0,-19.283170697008995,51,10,10,-31.52148244291675,-31.52148244291675,-9251.466,0.0,51,6.6076236144280465,nan,-41.6844708895677,7.624632,-31.52148244291675,0.0,-19.283170697008995,-31.52148244291675
0.0,1472000,8.612061717387384,42228.26,-38.89629444876022,-5.9063935,0.0,-16.947587076832626,52,10,10,-28.263999770635603,-28.263999770635614,-8255.561,0.0,52,8.612061717387384,nan,-38.89629444876022,7.624632,-28.263999770635614,0.0,-16.947587076832626,-28.263999770635603
0.0,1496000,6.623014864676606,36691.28,-40.179632493510525,-5.8525186,0.0,-14.925763172614483,53,10,10,-21.836578173815056,-21.836578173815056,-7452.9585,0.0,53,6.623014864676606,nan,-40.179632493510525,7.624632,-21.836578173815056,0.0,-14.925763172614483,-21.836578173815056
0.0,1520000,6.987141832160934,31963.088,-41.55894045898473,-5.398118,0.0,-20.414712291809128,54,10,10,-30.04897635811626,-30.04897635811626,-6788.321,0.0,54,6.987141832160934,nan,-41.55894045898473,7.624632,-30.04897635811626,0.0,-20.414712291809128,-30.04897635811626
0.0,1544000,3.5329026874860854,25232.867,-30.465811514909436,-4.4185877,0.0,-17.392160931957385,55,10,10,-23.221142853434106,-23.221142853434102,-6033.572,0.0,55,3.5329026874860854,nan,-30.465811514909436,7.624632,-23.221142853434102,0.0,-17.392160931957385,-23.221142853434106
0.0,1568000,8.344695614437445,18853.537,-43.630944535601785,-3.4265325,0.0,-13.083281664576436,56,10,10,-27.849643253458606,-27.849643253458613,-5274.8496,0.0,56,8.344695614437445,nan,-43.630944535601785,7.624632,-27.849643253458613,0.0,-13.083281664576436,-27.849643253458606
0.0,1592000,11.222700473770507,15816.602,-44.14884970298979,-3.2758675,0.0,-11.98662956451866,57,10,10,-22.994042188879206,-22.994042188879202,-4580.468,0.0,57,11.222700473770507,nan,-44.14884970298979,7.624632,-22.994042188879202,0.0,-11.98662956451866,-22.994042188879206
0.0,1616000,13.917812019167002,14568.512,-43.67711297962123,-2.8117666,0.0,-4.116121122891389,58,10,10,-21.576074490139057,-21.576074490139064,-4013.4817,0.0,58,13.917812019167002,nan,-43.67711297962123,7.624632,-21.576074490139064,0.0,-4.116121122891389,-21.576074490139057
0.0,1640000,12.983448933491719,13094.764,-44.693874216794846,-1.8400942,0.0,9.99840179783553,59,10,10,-15.149048351924506,-15.149048351924506,-3490.2634,0.0,59,12.983448933491719,nan,-44.693874216794846,7.624632,-15.149048351924506,0.0,9.99840179783553,-15.149048351924506
0.0,1664000,461.6487883107377,14034.922,-12.529102126216461,-0.90392226,0.0,1665.9981489617785,60,10,10,432.67636890932533,432.67636890932556,-3042.5664,0.0,60,461.6487883107377,nan,-12.529102126216461,7.624632,432.67636890932556,0.0,1665.9981489617785,432.67636890932533
0.0,1688000,811.6082516219517,16818.545,-29.32583060211082,-1.515294,0.0,2489.9762184268343,61,10,10,997.9808131099164,997.9808131099164,-2716.6716,0.0,61,811.6082516219517,nan,-29.32583060211082,7.624632,997.9808131099164,0.0,2489.9762184268343,997.9808131099164
0.0,1712000,202.56278536907655,18611.916,-19.962447478351233,-2.187824,0.0,663.7647862358689,62,10,10,58.25258800706331,58.252588007063366,-2540.5293,0.0,62,202.56278536907655,nan,-19.962447478351233,7.624632,58.252588007063366,0.0,663.7647862358689,58.25258800706331
0.0,1736000,253.91960634771507,19223.156,-24.191135219731866,-1.8002908,0.0,833.1396517015747,63,10,10,71.89040384913253,71.89040384913245,-2405.3528,0.0,63,253.91960634771507,nan,-24.191135219731866,7.624632,71.89040384913245,0.0,833.1396517015747,71.89040384913253
0.0,1760000,16.386452857027706,20736.545,-56.73213962903365,-1.7411809,0.0,11.539197022329546,64,10,10,-19.27568690057348,-19.275686900573483,-2304.5745,0.0,64,16.386452857027706,nan,-56.73213962903365,7.624632,-19.275686900573483,0.0,11.539197022329546,-19.27568690057348
0.0,1784000,7.867450404220695,21478.613,-32.932100344865084,-1.6944909,0.0,-7.51098369993381,65,10,10,-19.563431231559242,-19.563431231559242,-2250.6853,0.0,65,7.867450404220695,nan,-32.932100344865084,7.624632,-19.563431231559242,0.0,-7.51098369993381,-19.563431231559242
0.0,1808000,181.81313020930202,24894.072,-36.638466253120896,-1.7038898,0.0,595.376810150407,66,10,10,51.48790463513448,51.48790463513446,-2250.0864,0.0,66,181.81313020930202,nan,-36.638466253120896,7.624632,51.48790463513446,0.0,595.376810150407,51.48790463513448
0.0,1832000,739.1382548289197,26555.729,-53.928665912821764,-1.9526329,0.0,2365.1265640295196,67,10,10,451.281238696383,451.2812386963831,-2253.6,0.0,67,739.1382548289197,nan,-53.928665912821764,7.624632,451.2812386963831,0.0,2365.1265640295196,451.281238696383
0.0,1856000,634.5404690865189,25794.535,-13.002098546000624,-2.136537,0.0,1493.9582747329146,68,10,10,697.3500698275272,697.3500698275271,-2247.5981,0.0,68,634.5404690865189,nan,-13.002098546000624,7.624632,697.3500698275271,0.0,1493.9582747329146,697.3500698275272
0.0,1880000,547.9692132678578,25858.66,-15.528043130547427,-1.9488572,0.0,1459.3946950516709,69,10,10,349.99844076622776,349.9984407662276,-2215.601,0.0,69,547.9692132678578,nan,-15.528043130547427,7.624632,349.9984407662276,0.0,1459.3946950516709,349.99844076622776
0.0,1904000,816.6859762670523,27758.03,-15.841449327744451,-1.8870742,0.0,1779.7490461967634,70,10,10,806.8311589329345,806.8311589329346,-2180.2004,0.0,70,816.6859762670523,nan,-15.841449327744451,7.624632,806.8311589329346,0.0,1779.7490461967634,806.8311589329345
0.0,1928000,544.5951455253511,32771.652,-8.553522942739747,-2.3234785,0.0,1527.3622994340092,71,10,10,491.199195904301,491.19919590430084,-2230.845,0.0,71,544.5951455253511,nan,-8.553522942739747,7.624632,491.19919590430084,0.0,1527.3622994340092,491.199195904301
0.0,1952000,394.40208894184104,35755.23,-23.45295024764358,-2.5988677,0.0,1311.3821671821315,72,10,10,129.42862778886177,129.42862778886186,-2331.3,0.0,72,394.40208894184104,nan,-23.45295024764358,7.624632,129.42862778886186,0.0,1311.3821671821315,129.42862778886177
0.0,1976000,695.6762591752171,35913.07,-35.94510990414174,-2.9777808,0.0,1708.3570620377795,73,10,10,577.0023753254791,577.0023753254789,-2469.4277,0.0,73,695.6762591752171,nan,-35.94510990414174,7.624632,577.0023753254789,0.0,1708.3570620377795,577.0023753254791
0.0,2000000,699.4202057389575,40330.45,-26.51280184069051,-3.0954552,0.0,1725.0561786916353,74,10,10,419.360937193926,419.3609371939263,-2619.4119,0.0,74,699.4202057389575,nan,-26.51280184069051,7.624632,419.3609371939263,0.0,1725.0561786916353,419.360937193926
0.0,2024000,327.5380223278285,50467.473,-24.801958732792496,-3.5535078,0.0,974.0995237803764,75,10,10,154.1914367455187,154.19143674551862,-2763.4595,0.0,75,327.5380223278285,nan,-24.801958732792496,7.624632,154.19143674551862,0.0,974.0995237803764,154.1914367455187
0.0,2048000,395.09728303654407,65469.312,-39.07551647866527,-4.1944995,0.0,898.0875435006992,76,10,10,372.8245620464803,372.82456204648054,-3009.431,0.0,76,395.09728303654407,nan,-39.07551647866527,7.624632,372.82456204648054,0.0,898.0875435006992,372.8245620464803
0.0,2072000,457.0994776496781,68275.79,-28.086355772194068,-4.4159684,0.0,1010.8900648709299,77,10,10,387.5702128713723,387.5702128713723,-3307.0486,0.0,77,457.0994776496781,nan,-28.086355772194068,7.624632,387.5702128713723,0.0,1010.8900648709299,387.5702128713723
0.0,2096000,364.28900649807986,78895.805,-18.032171357465614,-4.563034,0.0,929.6232898262731,78,10,10,220.40090169572622,220.40090169572613,-3587.4805,0.0,78,364.28900649807986,nan,-18.032171357465614,7.624632,220.40090169572613,0.0,929.6232898262731,220.40090169572622
0.0,2120000,289.04889520057884,93524.83,-40.504023904871396,-5.2757077,0.0,974.0592978988666,79,10,10,115.51635056832079,115.51635056832075,-3943.5754,0.0,79,289.04889520057884,nan,-40.504023904871396,7.624632,115.51635056832075,0.0,974.0592978988666,115.51635056832079
0.0,2144000,572.3682324967936,108617.77,-46.2696250390935,-5.8028274,0.0,1525.0397905451716,80,10,10,346.7793756280648,346.77937562806494,-4327.045,0.0,80,572.3682324967936,nan,-46.2696250390935,7.624632,346.77937562806494,0.0,1525.0397905451716,346.7793756280648
0.0,2168000,495.81220004868624,121193.586,-59.22595858407664,-6.2806773,0.0,1272.6273418267483,81,10,10,215.24587930685624,215.245879306856,-4710.5347,0.0,81,495.81220004868624,nan,-59.22595858407664,7.624632,215.245879306856,0.0,1272.6273418267483,215.24587930685624
0.0,2192000,777.4845276600172,136412.69,-41.81557165679763,-6.642157,0.0,2396.8679250799455,82,10,10,349.73492440663335,349.7349244066331,-5041.923,0.0,82,777.4845276600172,nan,-41.81557165679763,7.624632,349.7349244066331,0.0,2396.8679250799455,349.73492440663335
0.0,2216000,492.5874704083232,150974.6,-31.42011456809763,-6.7836757,0.0,1129.538130303376,83,10,10,464.4535810029106,464.4535810029107,-5403.714,0.0,83,492.5874704083232,nan,-31.42011456809763,7.624632,464.4535810029107,0.0,1129.538130303376,464.4535810029106
0.0,2240000,1277.6699691518302,143690.47,-22.641974082194103,-6.627492,0.0,4819.877348741859,84,10,10,1269.6996779357687,1269.6996779357682,-5727.978,0.0,84,1277.6699691518302,nan,-22.641974082194103,7.624632,1269.6996779357682,0.0,4819.877348741859,1269.6996779357687
0.0,2264000,176.43821267636292,154892.31,-44.40569063783759,-6.0469117,0.0,453.2368767064554,85,10,10,115.24418582693113,115.24418582693117,-5930.155,0.0,85,176.43821267636292,nan,-44.40569063783759,7.624632,115.24418582693117,0.0,453.2368767064554,115.24418582693113
0.0,2288000,163.37103393535332,167096.4,-34.429037330715865,-5.919181,0.0,533.9203134905258,86,10,10,46.7495850887203,46.74958508872028,-6012.328,0.0,86,163.37103393535332,nan,-34.429037330715865,7.624632,46.74958508872028,0.0,533.9203134905258,46.7495850887203
0.0,2312000,108.69751119698151,169118.66,-54.821142155212044,-5.85622,0.0,340.10200541773037,87,10,10,20.326255116395945,20.326255116395927,-6066.775,0.0,87,108.69751119698151,nan,-54.821142155212044,7.624632,20.326255116395927,0.0,340.10200541773037,20.326255116395945
0.0,2336000,118.748598666677,163748.28,-17.87898483492805,-6.048034,0.0,382.59305413477955,88,10,10,27.38918265039087,27.389182650390854,-6180.8716,0.0,88,118.748598666677,nan,-17.87898483492805,7.624632,27.389182650390854,0.0,382.59305413477955,27.38918265039087
0.0,2360000,505.24089056144345,173321.7,-21.499559066061032,-5.9207354,0.0,1676.3417112317588,89,10,10,162.37013249949268,162.37013249949274,-6287.419,0.0,89,505.24089056144345,nan,-21.499559066061032,7.624632,162.37013249949274,0.0,1676.3417112317588,162.37013249949268
0.0,2384000,2105.7542254282093,189392.92,-20.784343792982447,-6.2546306,0.0,6989.246158745921,90,10,10,1045.5377814180372,1045.537781418037,-6413.607,0.0,90,2105.7542254282093,nan,-20.784343792982447,7.624632,1045.537781418037,0.0,6989.246158745921,1045.5377814180372
0.0,2408000,885.1168048987713,189446.08,-28.75956210061284,-6.615272,0.0,2505.6388805635934,91,10,10,604.8715629572333,604.8715629572333,-6668.5933,0.0,91,885.1168048987713,nan,-28.75956210061284,7.624632,604.8715629572333,0.0,2505.6388805635934,604.8715629572333
0.0,2432000,932.1779530318211,220793.86,-26.011504350825916,-7.1539083,0.0,3092.368858203072,92,10,10,295.9029892771636,295.90298927716344,-6978.781,0.0,92,932.1779530318211,nan,-26.011504350825916,7.624632,295.90298927716344,0.0,3092.368858203072,295.9029892771636
