policy/Entropy,coffee-button-v1/AverageDiscountedReturn,Average/MinReturn,policy/LossAfter,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-button-v1/TerminationRate,Average/SuccessRate,MetaTest/coffee-button-v1/SuccessRate,policy/dLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/coffee-button-v1/Iteration,MetaTest/Average/MinReturn,policy/KL,MetaTest/coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/StdReturn,MetaTest/coffee-button-v1/AverageReturn,Average/NumEpisodes,coffee-button-v1/SuccessRate,coffee-button-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/coffee-button-v1/AverageDiscountedReturn,coffee-button-v1/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,Average/AverageDiscountedReturn,policy/LossBefore,TotalEnvSteps,coffee-button-v1/TerminationRate,Average/AverageReturn,Average/Iteration,coffee-button-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,policy/KLBefore,Average/StdReturn,Average/MaxReturn,coffee-button-v1/StdReturn,coffee-button-v1/MinReturn
5.307213,18672.311734175863,-51.49314828652532,-84.9589,27,,,,0.46,,42.604774,,,,,0.007053691,,,,100,0.46,299919.55791700963,,,100,0.36345301791690443,,,,18672.311734175863,-42.354126,560000,0.0,43927.74636637399,27,43927.74636637399,,,0.0,0.0,67538.01711754693,299919.55791700963,67538.01711754693,-51.49314828652532
5.2937098,16852.648038980613,-47.972638964280485,-94.841125,28,,,,0.36,,42.5577,,,,,0.004846808,,,,100,0.36,330531.8356746182,,,100,0.42233712869857154,,,,16852.648038980613,-52.283424,580000,0.0,38738.593647837064,28,38738.593647837064,,,0.0,0.0,71115.39795221525,330531.8356746182,71115.39795221525,-47.972638964280485
5.2641883,14359.676366280995,-55.01722060623439,-31.2633,29,,,,0.34,,47.41647,,,,,0.003989599,,,,100,0.34,336032.6398387694,,,100,0.39751777667703725,,,,14359.676366280995,16.15317,600000,0.0,32989.56265534231,29,32989.56265534231,,,0.0,0.0,71092.20693927466,336032.6398387694,71092.20693927466,-55.01722060623439
5.2481236,19975.39265225632,-55.34804475727226,15.14405,30,-52.245958245785204,214034.95158658555,0.0,0.45,0.5,44.646973,49255.759392118154,49255.759392118154,3,-52.245958245785204,0.006486986,214034.95158658555,77903.5291308836,49255.759392118154,100,0.45,324111.43904715346,3,49255.759392118154,100,0.4161650954705143,10,0.0,0.5,19975.39265225632,59.791023,620000,0.0,44588.441867442576,30,44588.441867442576,77903.5291308836,10,0.0,0.0,73197.40907588285,324111.43904715346,73197.40907588285,-55.34804475727226
5.2349486,26957.314709329807,-51.7067293091084,-65.45432,31,,,,0.45,,60.648872,,,,,0.0043269703,,,,100,0.45,323272.2131283733,,,100,0.48219324321666546,,,,26957.314709329807,-4.80545,640000,0.0,63379.27453146396,31,63379.27453146396,,,0.0,0.0,90599.06623289615,323272.2131283733,90599.06623289615,-51.7067293091084
5.217805,22935.850757146516,-55.671111433847976,-63.958824,32,,,,0.43,,52.063522,,,,,0.0103822,,,,100,0.43,335144.0816178004,,,100,0.49051596251552754,,,,22935.850757146516,-11.8953,660000,0.0,55205.67210508524,32,55205.67210508524,,,0.0,0.0,98191.90564343063,335144.0816178004,98191.90564343063,-55.671111433847976
5.223178,16002.919244611778,-53.664834604235836,-32.36495,33,,,,0.28,,43.472347,,,,,0.0063388892,,,,100,0.28,296635.7537606878,,,100,0.4237755215055975,,,,16002.919244611778,11.1074,680000,0.0,39578.90454566947,33,39578.90454566947,,,0.0,0.0,73893.51598540637,296635.7537606878,73893.51598540637,-53.664834604235836
5.2204385,22256.716312327917,-49.530867881112115,-64.09328,34,,,,0.49,,44.41298,,,,,0.0039129043,,,,100,0.49,324640.78958943114,,,100,0.43440614714865744,,,,22256.716312327917,-19.6803,700000,0.0,56948.458366685285,34,56948.458366685285,,,0.0,0.0,88767.59539101186,324640.78958943114,88767.59539101186,-49.530867881112115
5.205804,30515.19191211981,-48.764524070388084,-52.208275,35,,,,0.53,,73.153076,,,,,0.005899942,,,,100,0.53,331261.240354529,,,100,0.4061738018574558,,,,30515.19191211981,20.9448,720000,0.0,77448.65875981766,35,77448.65875981766,,,0.0,0.0,103003.02211083489,331261.240354529,103003.02211083489,-48.764524070388084
5.1980596,19595.676574657136,-46.6406574438024,-79.824585,36,,,,0.41,,55.10039,,,,,0.006524202,,,,100,0.41,322379.17944978643,,,100,0.4661998162232961,,,,19595.676574657136,-24.724194,740000,0.0,54229.28611431925,36,54229.28611431925,,,0.0,0.0,94702.72371468409,322379.17944978643,94702.72371468409,-46.6406574438024
5.1631594,26636.34367204868,-47.21263811565158,114.24455,37,,,,0.43,,52.014618,,,,,0.0060361004,,,,100,0.43,342445.19015217817,,,100,0.49055317350484173,,,,26636.34367204868,166.25917,760000,0.0,68637.1609316181,37,68637.1609316181,,,0.0,0.0,107298.20234866459,342445.19015217817,107298.20234866459,-47.21263811565158
5.1292377,19197.083624306884,-43.413369450607824,-125.3593,38,,,,0.48,,52.555145,,,,,0.006098168,,,,100,0.48,337537.4109468453,,,100,0.4487874285590674,,,,19197.083624306884,-72.80415,780000,0.0,49892.07460302311,38,49892.07460302311,,,0.0,0.0,83320.0948378105,337537.4109468453,83320.0948378105,-43.413369450607824
5.124596,26510.097937368024,-49.45212920190618,-18.788582,39,,,,0.42,,53.67626,,,,,0.004018379,,,,100,0.42,344908.3655739429,,,100,0.4257448444001931,,,,26510.097937368024,34.88768,800000,0.0,62631.50885222124,39,62631.50885222124,,,0.0,0.0,97420.45701216889,344908.3655739429,97420.45701216889,-49.45212920190618
5.111354,27120.62112600735,-45.099371165193624,-74.5803,40,-36.80286323248153,333458.84487995954,0.0,0.59,0.8,67.21548,108990.01924949414,108990.01924949416,4,-36.80286323248153,0.004852136,333458.84487995954,122991.63230221698,108990.01924949416,100,0.59,346669.29106434976,4,108990.01924949414,100,0.5282639581796778,10,0.0,0.8,27120.62112600735,-7.364825,820000,0.0,72270.48555795466,40,72270.48555795466,122991.63230221698,10,0.0,0.0,105958.48850388528,346669.29106434976,105958.48850388528,-45.099371165193624
5.095342,34218.742277574085,-48.991131306491866,-8.814544,41,,,,0.57,,46.53992,,,,,0.0072126864,,,,100,0.57,334998.23369408766,,,100,0.42175779167351646,,,,34218.742277574085,37.725376,840000,0.0,91444.69756259129,41,91444.69756259129,,,0.0,0.0,111675.83847701464,334998.23369408766,111675.83847701464,-48.991131306491866
5.074832,27597.460459738733,-48.71069709581279,-79.65063,42,,,,0.35,,61.661503,,,,,0.0044978564,,,,100,0.35,336346.91054128576,,,100,0.4170925406932994,,,,27597.460459738733,-17.989124,860000,0.0,67528.61883757322,42,67528.61883757322,,,0.0,0.0,103400.64195951946,336346.91054128576,103400.64195951946,-48.71069709581279
5.0435705,23272.304799838934,-43.51640715130181,22.342125,43,,,,0.32,,48.19993,,,,,0.0062347753,,,,100,0.32,335263.305652801,,,100,0.5099659172229831,,,,23272.304799838934,70.54205,880000,0.0,53475.156878384994,43,53475.156878384994,,,0.0,0.0,88507.21657246797,335263.305652801,88507.21657246797,-43.51640715130181
5.020535,35033.395870345834,-43.70726575739862,-8.383475,44,,,,0.4,,76.911674,,,,,0.007214883,,,,100,0.4,348873.1568538494,,,100,0.4700849986592406,,,,35033.395870345834,68.5282,900000,0.0,84528.02645519622,44,84528.02645519622,,,0.0,0.0,109104.18423047673,348873.1568538494,109104.18423047673,-43.70726575739862
4.9943557,43591.550315507084,-45.07245537047972,17.942356,45,,,,0.52,,71.19151,,,,,0.0073278174,,,,100,0.52,356503.1447677262,,,100,0.48278228096387743,,,,43591.550315507084,89.13387,920000,0.0,109224.25504226628,45,109224.25504226628,,,0.0,0.0,117246.13357154383,356503.1447677262,117246.13357154383,-45.07245537047972
4.984933,48735.83691646796,-45.698949289156815,-76.33196,46,,,,0.6,,65.9209,,,,,0.0034318878,,,,100,0.6,349557.4777753236,,,100,0.4765542408700101,,,,48735.83691646796,-10.411062,940000,0.0,122276.30805578295,46,122276.30805578295,,,0.0,0.0,126856.4021143602,349557.4777753236,126856.4021143602,-45.698949289156815
4.979535,46833.26403470425,-48.05744594189853,-75.835655,47,,,,0.53,,89.27585,,,,,0.00554263,,,,100,0.53,354136.1319482846,,,100,0.4696511404507415,,,,46833.26403470425,13.440194,960000,0.0,117160.9759170217,47,117160.9759170217,,,0.0,0.0,130687.95443176315,354136.1319482846,130687.95443176315,-48.05744594189853
4.9807386,43800.60690237229,-46.2198571356374,-58.052376,48,,,,0.45,,59.248825,,,,,0.0068188417,,,,100,0.45,346212.4936677739,,,100,0.47516689067830753,,,,43800.60690237229,1.19645,980000,0.0,108921.68875404642,48,108921.68875404642,,,0.0,0.0,125623.7688968524,346212.4936677739,125623.7688968524,-46.2198571356374
4.9639215,49539.0876224788,-43.68102704498862,64.525024,49,,,,0.57,,11.039551,,,,,0.012346131,,,,100,0.57,355541.46792983875,,,100,0.46071806853842134,,,,49539.0876224788,75.564575,1000000,0.0,124612.06874018723,49,124612.06874018723,,,0.0,0.0,123875.89930343335,355541.46792983875,123875.89930343335,-43.68102704498862
4.9535017,51409.69317580051,-46.939387538355376,-101.5898,50,-34.91487499003004,294754.0767546106,0.0,0.6,0.5,63.5313,103463.42400554863,103463.42400554859,5,-34.91487499003004,0.0070481002,294754.0767546106,103822.82302288758,103463.42400554859,100,0.6,355366.0057909579,5,103463.42400554863,100,0.4531514568205012,10,0.0,0.5,51409.69317580051,-38.0585,1020000,0.0,135092.08637375123,50,135092.08637375123,103822.82302288758,10,0.0,0.0,140371.48035726848,355366.0057909579,140371.48035726848,-46.939387538355376
4.953895,42545.97610942551,-46.98478435252924,-6.1058125,51,,,,0.51,,64.523186,,,,,0.004509632,,,,100,0.51,350884.68125225033,,,100,0.3784355633163301,,,,42545.97610942551,58.417374,1040000,0.0,111597.94056136308,51,111597.94056136308,,,0.0,0.0,128229.46310998006,350884.68125225033,128229.46310998006,-46.98478435252924
4.9503584,49889.774023078324,-49.72971410924251,-46.030876,52,,,,0.53,,78.030304,,,,,0.0050034896,,,,100,0.53,358464.58474827517,,,100,0.5701879519870063,,,,49889.774023078324,31.999426,1060000,0.0,132503.86999046497,52,132503.86999046497,,,0.0,0.0,136813.52922421775,358464.58474827517,136813.52922421775,-49.72971410924251
4.941688,49935.83176350451,-46.13651620857194,56.855488,53,,,,0.58,,64.374756,,,,,0.004265956,,,,100,0.58,355631.6324431919,,,100,0.4391494023946091,,,,49935.83176350451,121.23024,1080000,0.0,129272.97831151234,53,129272.97831151234,,,0.0,0.0,133826.58857186564,355631.6324431919,133826.58857186564,-46.13651620857194
4.9057302,54492.58716225658,-48.083033654405426,-132.63762,54,,,,0.62,,66.82952,,,,,0.0061497386,,,,100,0.62,356637.4934696504,,,100,0.44938433831467073,,,,54492.58716225658,-65.8081,1100000,0.0,147985.76154654977,54,147985.76154654977,,,0.0,0.0,138118.9008855923,356637.4934696504,138118.9008855923,-48.083033654405426
4.8866234,55983.15135939313,-46.6882532078241,20.9367,55,,,,0.62,,68.7001,,,,,0.0050790044,,,,100,0.62,352260.2514034956,,,100,0.4715183687701999,,,,55983.15135939313,89.6368,1120000,0.0,148051.48805041655,55,148051.48805041655,,,0.0,0.0,139791.23379966005,352260.2514034956,139791.23379966005,-46.6882532078241
4.8677797,48154.9476425366,-44.96241931124313,-135.62206,56,,,,0.52,,75.08938,,,,,0.004627421,,,,100,0.52,349942.08892471547,,,100,0.4671857318231156,,,,48154.9476425366,-60.532677,1140000,0.0,128529.23729885815,56,128529.23729885815,,,0.0,0.0,136966.73793229932,349942.08892471547,136966.73793229932,-44.96241931124313
4.839737,68217.65201886256,-44.38496510500877,-106.93075,57,,,,0.71,,79.965546,,,,,0.004253901,,,,100,0.71,359254.34506366705,,,100,0.45803222774014996,,,,68217.65201886256,-26.9652,1160000,0.0,180462.60381408266,57,180462.60381408266,,,0.0,0.0,144123.80038436118,359254.34506366705,144123.80038436118,-44.38496510500877
4.8353295,64751.24074730281,-47.03856555870957,-103.47243,58,,,,0.67,,82.3571,,,,,0.0067769606,,,,100,0.67,357808.69380778295,,,100,0.46020604513625485,,,,64751.24074730281,-21.115326,1180000,0.0,175123.00049199257,58,175123.00049199257,,,0.0,0.0,138540.94534965488,357808.69380778295,138540.94534965488,-47.03856555870957
4.818675,63963.13959733828,-46.05969452557701,-47.7994,59,,,,0.69,,73.5945,,,,,0.0058815954,,,,100,0.69,349766.25219152577,,,100,0.44669822409560145,,,,63963.13959733828,25.7951,1200000,0.0,166183.8143731758,59,166183.8143731758,,,0.0,0.0,137231.6653011898,349766.25219152577,137231.6653011898,-46.05969452557701
4.7870064,62387.856209867794,-46.49735043297349,-94.37905,60,-19.4185716210805,351445.9304715074,0.0,0.6,0.6,59.17775,149380.53925813278,149380.5392581328,6,-19.4185716210805,0.0056233886,351445.9304715074,142741.46072911524,149380.5392581328,100,0.6,357408.60275224847,6,149380.53925813278,100,0.455460162514037,10,0.0,0.6,62387.856209867794,-35.2013,1220000,0.0,164455.23490332815,60,164455.23490332815,142741.46072911524,10,0.0,0.0,144099.66036537822,357408.60275224847,144099.66036537822,-46.49735043297349
4.7589154,66136.47213616436,-48.08499855795066,-126.87635,61,,,,0.66,,62.319725,,,,,0.0059244093,,,,100,0.66,354681.42972054513,,,100,0.43921359903403234,,,,66136.47213616436,-64.556625,1240000,0.0,173734.88667612107,61,173734.88667612107,,,0.0,0.0,141754.84067684464,354681.42972054513,141754.84067684464,-48.08499855795066
4.7576513,61389.741956407895,-47.70720082923405,30.631275,62,,,,0.64,,63.701153,,,,,0.0052409326,,,,100,0.64,360584.6051413339,,,100,0.42598593443866484,,,,61389.741956407895,94.33243,1260000,0.0,164411.20954662465,62,164411.20954662465,,,0.0,0.0,138364.91040695345,360584.6051413339,138364.91040695345,-47.70720082923405
4.748121,71698.73388172018,-42.29057858116076,-1.510025,63,,,,0.72,,9.499756,,,,,0.00834814,,,,100,0.72,357523.7592934911,,,100,0.46790909652657975,,,,71698.73388172018,7.9897313,1280000,0.0,195334.59513023362,63,195334.59513023362,,,0.0,0.0,136211.30275865915,357523.7592934911,136211.30275865915,-42.29057858116076
4.7363815,62572.919898561246,-50.31692929572663,-35.990276,64,,,,0.63,,50.6167,,,,,0.00458786,,,,100,0.63,353310.0065039761,,,100,0.5627389821118159,,,,62572.919898561246,14.626425,1300000,0.0,168599.30206600486,64,168599.30206600486,,,0.0,0.0,138801.58725747073,353310.0065039761,138801.58725747073,-50.31692929572663
4.724228,69927.05110805803,-49.08357732357962,51.1717,65,,,,0.69,,71.7437,,,,,0.0040218057,,,,100,0.69,357154.7389620506,,,100,0.4896556263912425,,,,69927.05110805803,122.9154,1320000,0.0,194258.0320652885,65,194258.0320652885,,,0.0,0.0,144819.88105191977,357154.7389620506,144819.88105191977,-49.08357732357962
4.7135353,61116.14928661793,-48.94281831914665,62.023724,66,,,,0.57,,84.262054,,,,,0.005613069,,,,100,0.57,354145.9661933703,,,100,0.5288913107333342,,,,61116.14928661793,146.28578,1340000,0.0,166518.2633897497,66,166518.2633897497,,,0.0,0.0,140510.11930867683,354145.9661933703,140510.11930867683,-48.94281831914665
4.7123537,87161.15070124331,-46.64072594009595,-0.1593,67,,,,0.79,,74.065,,,,,0.0034586277,,,,100,0.79,356132.1747206411,,,100,0.5150243624791244,,,,87161.15070124331,73.9057,1360000,0.0,234686.5551644991,67,234686.5551644991,,,0.0,0.0,126898.49130841144,356132.1747206411,126898.49130841144,-46.64072594009595
4.7078376,69523.5089188653,-47.080450738642774,-59.39785,68,,,,0.66,,51.3142,,,,,0.0040358813,,,,100,0.66,352129.4236212432,,,100,0.45547618405685764,,,,69523.5089188653,-8.08365,1380000,0.0,188207.06969466095,68,188207.06969466095,,,0.0,0.0,133970.34326267627,352129.4236212432,133970.34326267627,-47.080450738642774
4.674889,64179.85191471121,-47.275221474374746,-52.626526,69,,,,0.65,,79.024925,,,,,0.006250188,,,,100,0.65,356253.1371088094,,,100,0.4224365126668922,,,,64179.85191471121,26.3984,1400000,0.0,173527.04609917957,69,173527.04609917957,,,0.0,0.0,133336.53370220657,356253.1371088094,133336.53370220657,-47.275221474374746
