policy/Entropy,coffee-button-v1/AverageDiscountedReturn,Average/MinReturn,policy/LossAfter,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-button-v1/TerminationRate,Average/SuccessRate,MetaTest/coffee-button-v1/SuccessRate,policy/dLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/coffee-button-v1/Iteration,MetaTest/Average/MinReturn,policy/KL,MetaTest/coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/StdReturn,MetaTest/coffee-button-v1/AverageReturn,Average/NumEpisodes,coffee-button-v1/SuccessRate,coffee-button-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/coffee-button-v1/AverageDiscountedReturn,coffee-button-v1/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,Average/AverageDiscountedReturn,policy/LossBefore,TotalEnvSteps,coffee-button-v1/TerminationRate,Average/AverageReturn,Average/Iteration,coffee-button-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,policy/KLBefore,Average/StdReturn,Average/MaxReturn,coffee-button-v1/StdReturn,coffee-button-v1/MinReturn
4.64844,74885.98000361898,-46.4428397998338,-25.885113,70,16368.469591347775,353119.1028136071,0.0,0.75,0.8,71.29699,228333.46406408894,228333.46406408882,7,16368.469591347775,0.007314322,353119.1028136071,113237.97770527909,228333.46406408882,100,0.75,359130.0179175847,7,228333.46406408894,100,0.5167210699634623,10,0.0,0.8,74885.98000361898,45.411877,1420000,0.0,200039.42820165664,70,200039.42820165664,113237.97770527909,10,0.0,0.0,136688.05968198518,359130.0179175847,136688.05968198518,-46.4428397998338
4.629182,80161.18703260276,-48.24491921811897,-9.1458,71,,,,0.77,,62.661186,,,,,0.0033409842,,,,100,0.77,358380.4384570383,,,100,0.44764550565598926,,,,80161.18703260276,53.51539,1440000,0.0,216523.45281438925,71,216523.45281438925,,,0.0,0.0,129029.72352517926,358380.4384570383,129029.72352517926,-48.24491921811897
4.6144643,80196.3147774301,-49.64005791840265,-60.57205,72,,,,0.76,,65.787384,,,,,0.0047868825,,,,100,0.76,362826.8139606415,,,100,0.5292985729342106,,,,80196.3147774301,5.2153373,1460000,0.0,213870.63666471204,72,213870.63666471204,,,0.0,0.0,129039.69544283752,362826.8139606415,129039.69544283752,-49.64005791840265
4.6040792,77368.76705716125,-50.3480445548864,-39.626392,73,,,,0.77,,85.99205,,,,,0.004752452,,,,100,0.77,350880.79612830584,,,100,0.4608695353256601,,,,77368.76705716125,46.36566,1480000,0.0,207792.74982613669,73,207792.74982613669,,,0.0,0.0,129737.15964551574,350880.79612830584,129737.15964551574,-50.3480445548864
4.595985,80068.2679209276,-44.99051235885337,-44.3986,74,,,,0.76,,80.22165,,,,,0.006449273,,,,100,0.76,355671.2644964995,,,100,0.49582593385173335,,,,80068.2679209276,35.82305,1500000,0.0,217024.57686085976,74,217024.57686085976,,,0.0,0.0,127479.70586162296,355671.2644964995,127479.70586162296,-44.99051235885337
4.5719223,79717.06686329354,-47.90170527725678,86.21593,75,,,,0.78,,63.478928,,,,,0.003693647,,,,100,0.78,358065.9602206454,,,100,0.4580175672775768,,,,79717.06686329354,149.69485,1520000,0.0,215348.37666591632,75,215348.37666591632,,,0.0,0.0,129392.99621711163,358065.9602206454,129392.99621711163,-47.90170527725678
4.5345798,82588.07738754826,-42.17874219311987,0.32405,76,,,,0.82,,65.383125,,,,,0.0043444624,,,,100,0.82,358738.7521360306,,,100,0.44788458104367856,,,,82588.07738754826,65.70718,1540000,0.0,223542.39922857436,76,223542.39922857436,,,0.0,0.0,128836.4168681706,358738.7521360306,128836.4168681706,-42.17874219311987
4.505535,73021.3371258116,-49.4953246984319,25.4335,77,,,,0.7,,-56.26775,,,,,0.016905814,,,,100,0.7,353870.31381124875,,,100,0.5820586282108879,,,,73021.3371258116,-30.83425,1560000,0.0,196709.3500819185,77,196709.3500819185,,,0.0,0.0,145511.84717255065,353870.31381124875,145511.84717255065,-49.4953246984319
4.493805,82328.15407918213,-47.071969851327964,204.2649,78,,,,0.83,,-132.4873,,,,,0.020371793,,,,100,0.83,355671.63724124595,,,100,0.480654318491726,,,,82328.15407918213,71.77758,1580000,0.0,223092.88096322544,78,223092.88096322544,,,0.0,0.0,125156.4833525692,355671.63724124595,125156.4833525692,-47.071969851327964
4.482408,64185.19714675461,-45.38881332276904,-210.84782,79,,,,0.64,,85.89755,,,,,0.0057647773,,,,100,0.64,361683.72830676514,,,100,0.5228409589293255,,,,64185.19714675461,-124.95027,1600000,0.0,171428.00116199034,79,171428.00116199034,,,0.0,0.0,137004.56384268624,361683.72830676514,137004.56384268624,-45.38881332276904
4.469421,70231.07383879658,-50.494363000866514,-36.5507,80,14582.580848486177,345760.76687082514,0.0,0.68,0.7,78.71935,184336.73354998772,184336.73354998766,8,14582.580848486177,0.0032978833,345760.76687082514,125091.87597980058,184336.73354998766,100,0.68,355660.98179612774,8,184336.73354998772,100,0.46239534694691165,10,0.0,0.7,70231.07383879658,42.16865,1620000,0.0,191138.6549788265,80,191138.6549788265,125091.87597980058,10,0.0,0.0,140171.66091540118,355660.98179612774,140171.66091540118,-50.494363000866514
4.45372,83146.82035358468,-48.62615015140511,104.96182,81,,,,0.74,,71.52673,,,,,0.003754715,,,,100,0.74,357467.9849592906,,,100,0.5665769034628516,,,,83146.82035358468,176.48856,1640000,0.0,225764.93426713732,81,225764.93426713732,,,0.0,0.0,139434.92733320314,357467.9849592906,139434.92733320314,-48.62615015140511
4.4134436,75815.6330028069,-44.514477158802265,-0.57885,82,,,,0.72,,91.592,,,,,0.0034051696,,,,100,0.72,363683.27447630436,,,100,0.45720238220498066,,,,75815.6330028069,91.01315,1660000,0.0,199672.8735482529,82,199672.8735482529,,,0.0,0.0,135042.44849387955,363683.27447630436,135042.44849387955,-44.514477158802265
4.385749,86980.14247335114,-45.87762903770306,9.370525,83,,,,0.81,,74.30083,,,,,0.0057829805,,,,100,0.81,363185.7885938173,,,100,0.5218134642420282,,,,86980.14247335114,83.67135,1680000,0.0,233706.61039193076,83,233706.61039193076,,,0.0,0.0,127119.64295583556,363185.7885938173,127119.64295583556,-45.87762903770306
4.3664126,88152.20684727134,-50.364508152377354,20.022425,84,,,,0.79,,65.324974,,,,,0.004916062,,,,100,0.79,358837.13036773424,,,100,0.5676480055412376,,,,88152.20684727134,85.3474,1700000,0.0,239325.37550677182,84,239325.37550677182,,,0.0,0.0,134986.8160143759,358837.13036773424,134986.8160143759,-50.364508152377354
4.3360977,82897.68010343726,-40.63281127146993,-34.06185,85,,,,0.81,,57.241653,,,,,0.004251308,,,,100,0.81,358058.678782074,,,100,0.45539870761247847,,,,82897.68010343726,23.1798,1720000,0.0,221169.66524363868,85,221169.66524363868,,,0.0,0.0,125300.9372868905,358058.678782074,125300.9372868905,-40.63281127146993
4.313119,75649.22413487629,-49.56313338767468,-62.004974,86,,,,0.75,,71.396935,,,,,0.005016426,,,,100,0.75,357731.571719839,,,100,0.49278048639331906,,,,75649.22413487629,9.391962,1740000,0.0,204739.84562108936,86,204739.84562108936,,,0.0,0.0,129860.08344950357,357731.571719839,129860.08344950357,-49.56313338767468
4.2872534,74333.74893136555,-49.1943534553752,-53.69615,87,,,,0.71,,63.844475,,,,,0.006815303,,,,100,0.71,355187.131140559,,,100,0.4977039142783124,,,,74333.74893136555,10.148325,1760000,0.0,200668.26262112457,87,200668.26262112457,,,0.0,0.0,132216.38056229445,355187.131140559,132216.38056229445,-49.1943534553752
4.257859,79329.42055788921,-50.03967400141243,71.19758,88,,,,0.75,,65.4394,,,,,0.0045602694,,,,100,0.75,359612.7539818544,,,100,0.5642802594218026,,,,79329.42055788921,136.63698,1780000,0.0,217666.38283087712,88,217666.38283087712,,,0.0,0.0,133931.18106918054,359612.7539818544,133931.18106918054,-50.03967400141243
4.2389708,96438.54097756378,4080.26143118362,111.01823,89,,,,0.89,,42.453804,,,,,0.0046246154,,,,100,0.89,356792.6220424854,,,100,0.39408725691816604,,,,96438.54097756378,153.47203,1800000,0.0,265942.4059464931,89,265942.4059464931,,,0.0,0.0,103955.41709626705,356792.6220424854,103955.41709626705,4080.26143118362
4.218696,90814.36360467486,-47.843770693840824,-145.95427,90,-44.63672467818755,346254.67208685767,0.0,0.84,0.5,75.11575,147430.5169586886,147430.5169586886,9,-44.63672467818755,0.005315073,346254.67208685767,139351.39483883878,147430.5169586886,100,0.84,359511.03495182475,9,147430.5169586886,100,0.4116142673485249,10,0.0,0.5,90814.36360467486,-70.83852,1820000,0.0,249574.2272485693,90,249574.2272485693,139351.39483883878,10,0.0,0.0,124084.42465860078,359511.03495182475,124084.42465860078,-47.843770693840824
4.2016554,85153.032076842,-39.15097088616695,-76.97288,91,,,,0.75,,64.57225,,,,,0.0030832386,,,,100,0.75,356969.14626716956,,,100,0.526783657838621,,,,85153.032076842,-12.400625,1840000,0.0,235833.15240134494,91,235833.15240134494,,,0.0,0.0,124997.47270825494,356969.14626716956,124997.47270825494,-39.15097088616695
4.166412,92318.35888871885,-49.56016115685998,93.84569,92,,,,0.83,,71.553085,,,,,0.005320584,,,,100,0.83,362508.7119053178,,,100,0.4020411785875523,,,,92318.35888871885,165.39877,1860000,0.0,250236.68026526953,92,250236.68026526953,,,0.0,0.0,117440.43729654675,362508.7119053178,117440.43729654675,-49.56016115685998
4.1374707,90220.85554266575,-51.47487313472143,12.943625,93,,,,0.8,,77.18129,,,,,0.00361208,,,,100,0.8,363640.1394412441,,,100,0.6119787778690335,,,,90220.85554266575,90.124916,1880000,0.0,238140.66518312783,93,238140.66518312783,,,0.0,0.0,129486.71611121997,363640.1394412441,129486.71611121997,-51.47487313472143
4.134406,85738.01444683764,-48.961171738480466,142.4888,94,,,,0.77,,66.177505,,,,,0.006432144,,,,100,0.77,356024.2985717877,,,100,0.42071357816218247,,,,85738.01444683764,208.6663,1900000,0.0,237687.07278892008,94,237687.07278892008,,,0.0,0.0,117573.703390614,356024.2985717877,117573.703390614,-48.961171738480466
4.131535,109673.33745680787,14339.351189384312,-5.8726,95,,,,0.95,,33.915024,,,,,0.0041315593,,,,100,0.95,364360.7834686164,,,100,0.48966658783381445,,,,109673.33745680787,28.042425,1920000,0.0,299272.4225929353,95,299272.4225929353,,,0.0,0.0,85107.46466937773,364360.7834686164,85107.46466937773,14339.351189384312
4.1160192,87330.21540635925,-40.86578815287592,-76.9598,96,,,,0.8,,70.57368,,,,,0.005212245,,,,100,0.8,358147.7369176001,,,100,0.5365298412496642,,,,87330.21540635925,-6.386125,1940000,0.0,240416.93224269472,96,240416.93224269472,,,0.0,0.0,129732.02100151552,358147.7369176001,129732.02100151552,-40.86578815287592
4.10574,80372.61265772664,-48.54360957182025,-42.4315,97,,,,0.76,,76.5668,,,,,0.004347802,,,,100,0.76,358973.92182590964,,,100,0.5084478009818499,,,,80372.61265772664,34.1353,1960000,0.0,218945.69385246775,97,218945.69385246775,,,0.0,0.0,141069.19626892306,358973.92182590964,141069.19626892306,-48.54360957182025
4.0946264,93247.4723977231,-42.12224313328364,-90.175,98,,,,0.87,,47.325016,,,,,0.0027589498,,,,100,0.87,357464.57401792513,,,100,0.5142489912367771,,,,93247.4723977231,-42.849987,1980000,0.0,256974.21714862878,98,256974.21714862878,,,0.0,0.0,114334.89066939664,357464.57401792513,114334.89066939664,-42.12224313328364
4.080601,94681.7949579635,-40.365198065324606,40.429226,99,,,,0.86,,69.260605,,,,,0.0036113162,,,,100,0.86,357691.92281266546,,,100,0.45526541250397523,,,,94681.7949579635,109.68983,2000000,0.0,259975.4199533813,99,259975.4199533813,,,0.0,0.0,115485.6562426673,357691.92281266546,115485.6562426673,-40.365198065324606
