MetaTest/door-lock-v1/MaxReturn,MetaTest/Average/MinReturn,Average/Iteration,Average/AverageDiscountedReturn,door-lock-v1/NumEpisodes,Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/Iteration,door-lock-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/door-lock-v1/NumEpisodes,door-lock-v1/MaxReturn,Average/TerminationRate,door-lock-v1/StdReturn,MetaTest/Average/MaxReturn,policy/KLBefore,MetaTest/door-lock-v1/MinReturn,MetaTest/Average/SuccessRate,door-lock-v1/SuccessRate,policy/LossBefore,MetaTest/door-lock-v1/AverageDiscountedReturn,policy/LossAfter,MetaTest/door-lock-v1/SuccessRate,Average/MinReturn,MetaTest/door-lock-v1/TerminationRate,Average/AverageReturn,policy/dLoss,MetaTest/door-lock-v1/StdReturn,door-lock-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/NumEpisodes,door-lock-v1/Iteration,MetaTest/door-lock-v1/AverageReturn,policy/Entropy,MetaTest/Average/StdReturn,door-lock-v1/MinReturn,Average/StdReturn,MetaTest/door-lock-v1/Iteration,door-lock-v1/AverageDiscountedReturn,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,policy/KL,LinearFeatureBaseline/ExplainedVariance
,,53,6213.211522418832,100,100,1080000,,18515.117907858086,,,189578.8782143777,0.0,33899.867619436845,,0.0,,,0.2,0.7789125,,-32.356564,,-31.13113169668108,,18515.117907858086,33.135475,,0.0,0.2,,53,,4.4860573,,-31.13113169668108,33899.867619436845,,6213.211522418832,189578.8782143777,,,0.006826966,0.22409201531795175
,,54,6895.673796826129,100,100,1100000,,20808.38701154378,,,168578.94259450486,0.0,29176.57002605454,,0.0,,,0.21,29.462376,,0.871925,,-33.37909110969788,,20808.38701154378,28.59045,,0.0,0.21,,54,,4.4542704,,-33.37909110969788,29176.57002605454,,6895.673796826129,168578.94259450486,,,0.0063795885,0.33546415551406805
,,55,10745.120514203842,100,100,1120000,,32581.320205088603,,,216542.51643289285,0.0,44754.360381741615,,0.0,,,0.3,-26.801062,,-60.213745,,-29.7747772169888,,32581.320205088603,33.41268,,0.0,0.3,,55,,4.4303546,,-29.7747772169888,44754.360381741615,,10745.120514203842,216542.51643289285,,,0.010428453,0.2714254180801209
,,56,10547.011955729327,100,100,1140000,,33730.77146316026,,,268456.77686675504,0.0,53226.39616551055,,0.0,,,0.34,-16.373474,,-67.56354,,-33.69317878087002,,33730.77146316026,51.190063,,0.0,0.34,,56,,4.4050665,,-33.69317878087002,53226.39616551055,,10547.011955729327,268456.77686675504,,,0.0080712475,0.271190074782917
,,57,8279.572769055543,100,100,1160000,,25017.719701552433,,,183301.05938450567,0.0,34899.67364987648,,0.0,,,0.25,-25.093225,,-53.7215,,-35.055403132946594,,25017.719701552433,28.628275,,0.0,0.25,,57,,4.3780704,,-35.055403132946594,34899.67364987648,,8279.572769055543,183301.05938450567,,,0.006633322,0.2675615317361144
,,58,9085.359083824183,100,100,1180000,,28078.389947541713,,,230720.8068673912,0.0,45764.4084293775,,0.0,,,0.27,21.141525,,-22.20108,,-31.31575270226283,,28078.389947541713,43.342606,,0.0,0.27,,58,,4.351868,,-31.31575270226283,45764.4084293775,,9085.359083824183,230720.8068673912,,,0.004935422,0.28183469362254454
,,59,9775.649158218737,100,100,1200000,,29979.83015490213,,,179122.31199134272,0.0,41779.7931764172,,0.0,,,0.32,-24.6052,,-63.91142,,-45.362659664821415,,29979.83015490213,39.30622,,0.0,0.32,,59,,4.3290377,,-45.362659664821415,41779.7931764172,,9775.649158218737,179122.31199134272,,,0.008318913,0.2823853547725227
136215.86538570095,-32.21956723392459,60,11807.540003332551,100,100,1220000,6,34988.79608180446,0.0,10,179211.07044398232,0.0,39270.680239742236,136215.86538570095,0.0,-32.21956723392459,0.5,0.3,3.0561376,57684.18543296412,-28.595306,0.5,-31.52421029157743,0.0,34988.79608180446,31.651443,45643.69245676076,0.0,0.3,10,60,57684.185432964136,4.2859387,45643.69245676076,-31.52421029157743,39270.680239742236,6,11807.540003332551,179211.07044398232,57684.18543296412,57684.185432964136,0.006435257,0.2675769744539398
,,61,11556.562300502033,100,100,1240000,,36981.42212006405,,,243302.49940052122,0.0,50109.36683158056,,0.0,,,0.26,67.85941,,28.518576,,-32.06196674534009,,36981.42212006405,39.340836,,0.0,0.26,,61,,4.2449446,,-32.06196674534009,50109.36683158056,,11556.562300502033,243302.49940052122,,,0.0061687008,0.33284322272392974
,,62,13355.419164010398,100,100,1260000,,40810.35130219576,,,276132.46716210945,0.0,54592.73062347208,,0.0,,,0.27,-40.33522,,-76.60801,,-29.39610700609401,,40810.35130219576,36.27279,,0.0,0.27,,62,,4.2440987,,-29.39610700609401,54592.73062347208,,13355.419164010398,276132.46716210945,,,0.0074946634,0.3621545526199259
,,63,13317.616613781294,100,100,1280000,,37990.55649068131,,,208572.89876355484,0.0,41573.537706254996,,0.0,,,0.33,16.794437,,-19.14015,,-33.26391364452253,,37990.55649068131,35.934586,,0.0,0.33,,63,,4.231515,,-33.26391364452253,41573.537706254996,,13317.616613781294,208572.89876355484,,,0.0064379987,0.33822584516509124
,,64,13111.965031984315,100,100,1300000,,41287.92068446222,,,254553.87234806066,0.0,52210.932550071884,,0.0,,,0.3,-37.194214,,-78.70203,,-34.262498016854884,,41287.92068446222,41.507812,,0.0,0.3,,64,,4.2129602,,-34.262498016854884,52210.932550071884,,13111.965031984315,254553.87234806066,,,0.005889171,0.2842691268505537
,,65,13769.036511176559,100,100,1320000,,42211.006949361945,,,219503.84317222363,0.0,48991.72015009363,,0.0,,,0.28,-9.224044,,-44.67555,,-30.153896688655514,,42211.006949361945,35.451504,,0.0,0.28,,65,,4.182782,,-30.153896688655514,48991.72015009363,,13769.036511176559,219503.84317222363,,,0.0053742756,0.3377476525089915
,,66,15011.203499797271,100,100,1340000,,45579.8235203532,,,228918.1129678815,0.0,50080.26620800192,,0.0,,,0.2,-9.361487,,-57.591038,,-29.167722643452805,,45579.8235203532,48.22955,,0.0,0.2,,66,,4.1618643,,-29.167722643452805,50080.26620800192,,15011.203499797271,228918.1129678815,,,0.008479221,0.37044264864320375
,,67,16748.923205566967,100,100,1360000,,51029.02523648629,,,263186.3640606707,0.0,55393.77407145712,,0.0,,,0.29,-11.933275,,-53.1311,,-31.308589429716903,,51029.02523648629,41.197823,,0.0,0.29,,67,,4.1433372,,-31.308589429716903,55393.77407145712,,16748.923205566967,263186.3640606707,,,0.0070852004,0.38038059335914465
,,68,14955.11166196374,100,100,1380000,,43365.98072937553,,,239869.33290121803,0.0,61598.675739255625,,0.0,,,0.4,-25.751757,,-72.67239,,-35.49639464110587,,43365.98072937553,46.92064,,0.0,0.4,,68,,4.138444,,-35.49639464110587,61598.675739255625,,14955.11166196374,239869.33290121803,,,0.006690649,0.33431976340654734
,,69,13997.392549435026,100,100,1400000,,42678.586015872126,,,227801.398471613,0.0,58369.52289122757,,0.0,,,0.31,-34.0636,,-71.85687,,-40.885867635370055,,42678.586015872126,37.793274,,0.0,0.31,,69,,4.107322,,-40.885867635370055,58369.52289122757,,13997.392549435026,227801.398471613,,,0.0061353673,0.30011259819105895
108974.70819904021,-20.17769401150005,70,18858.68930351737,100,100,1420000,7,60588.45207143312,0.0,10,249393.54905184748,0.0,67572.31341936858,108974.70819904021,0.0,-20.17769401150005,0.3,0.34,5.921325,29351.010632600653,-50.83835,0.3,-34.18704521917115,0.0,60588.45207143312,56.759674,41463.90362839167,0.0,0.34,10,70,29351.010632600646,4.072488,41463.90362839167,-34.18704521917115,67572.31341936858,7,18858.68930351737,249393.54905184748,29351.010632600653,29351.010632600646,0.005675399,0.38520104340929795
,,71,19458.688197791133,100,100,1440000,,63048.67131666111,,,211389.12438274088,0.0,55905.864633860845,,0.0,,,0.25,76.77318,,37.41505,,-29.069831178043746,,63048.67131666111,39.358128,,0.0,0.25,,71,,4.042039,,-29.069831178043746,55905.864633860845,,19458.688197791133,211389.12438274088,,,0.00667875,0.4364559207142117
,,72,21040.3388095932,100,100,1460000,,65866.94515424184,,,251210.0340880534,0.0,64427.61147398786,,0.0,,,0.37,-2.4723,,-50.699245,,-30.195613919236422,,65866.94515424184,48.226944,,0.0,0.37,,72,,4.008416,,-30.195613919236422,64427.61147398786,,21040.3388095932,251210.0340880534,,,0.006759938,0.32673079022208595
,,73,20563.07481775393,100,100,1480000,,65195.509597845805,,,280199.2407576158,0.0,73583.65774652395,,0.0,,,0.34,-36.86885,,-77.87234,,-33.78180606544811,,65195.509597845805,41.003487,,0.0,0.34,,73,,3.9890487,,-33.78180606544811,73583.65774652395,,20563.07481775393,280199.2407576158,,,0.008580117,0.3837708427645512
,,74,18644.301240533674,100,100,1500000,,58075.77526228714,,,267028.7507668022,0.0,73890.77034232536,,0.0,,,0.34,-15.864912,,-60.72395,,-36.11878354211882,,58075.77526228714,44.85904,,0.0,0.34,,74,,3.9451559,,-36.11878354211882,73890.77034232536,,18644.301240533674,267028.7507668022,,,0.0068170372,0.43132641656361215
,,75,21148.013835155733,100,100,1520000,,68131.40005740339,,,246102.84280730798,0.0,56040.3028827356,,0.0,,,0.26,35.196518,,-6.1197376,,-28.259816224927082,,68131.40005740339,41.316254,,0.0,0.26,,75,,3.897752,,-28.259816224927082,56040.3028827356,,21148.013835155733,246102.84280730798,,,0.0064666793,0.411863436069137
,,76,21144.581058996042,100,100,1540000,,65220.273666078734,,,260020.9044463552,0.0,68742.49148351623,,0.0,,,0.46,-8.528587,,-68.53204,,-33.01872900186733,,65220.273666078734,60.003456,,0.0,0.46,,76,,3.8642118,,-33.01872900186733,68742.49148351623,,21144.581058996042,260020.9044463552,,,0.007082173,0.3916699524102868
,,77,20798.92160475674,100,100,1560000,,66053.78970581152,,,262882.7796828022,0.0,69023.90141975756,,0.0,,,0.35,-57.45858,,-105.87132,,-32.9071471249965,,66053.78970581152,48.412743,,0.0,0.35,,77,,3.8506851,,-32.9071471249965,69023.90141975756,,20798.92160475674,262882.7796828022,,,0.0069222124,0.4657865594140247
,,78,21688.939119988543,100,100,1580000,,68984.1000218762,,,291355.7710640186,0.0,75277.0622121407,,0.0,,,0.39,9.545,,-57.763023,,-35.36632791259511,,68984.1000218762,67.30802,,0.0,0.39,,78,,3.8265789,,-35.36632791259511,75277.0622121407,,21688.939119988543,291355.7710640186,,,0.008246077,0.3773398583631681
,,79,23121.24127410111,100,100,1600000,,74392.3547339223,,,242177.54951492074,0.0,68233.29310912643,,0.0,,,0.4,70.7235,,9.3825,,-36.94489503679615,,74392.3547339223,61.341003,,0.0,0.4,,79,,3.7943013,,-36.94489503679615,68233.29310912643,,23121.24127410111,242177.54951492074,,,0.006912809,0.383533413603123
323889.88976089796,-18.970115599098634,80,31214.172429905655,100,100,1620000,8,100844.09944312241,0.0,10,301124.43460289796,0.0,77014.14568733463,323889.88976089796,0.0,-18.970115599098634,0.5,0.41,-5.14605,108153.60670681737,-59.758038,0.5,-32.076531943725335,0.0,100844.09944312241,54.611988,87431.81533673944,0.0,0.41,10,80,108153.60670681745,3.787677,87431.81533673944,-32.076531943725335,77014.14568733463,8,31214.172429905655,301124.43460289796,108153.60670681737,108153.60670681745,0.005110447,0.4205372141897574
,,81,25287.950247822882,100,100,1640000,,80859.43054156331,,,286773.1174967386,0.0,72827.45885817173,,0.0,,,0.35,19.344175,,-49.593525,,-27.287067242364664,,80859.43054156331,68.9377,,0.0,0.35,,81,,3.7818453,,-27.287067242364664,72827.45885817173,,25287.950247822882,286773.1174967386,,,0.0069857268,0.44709886284558464
,,82,27538.602618021796,100,100,1660000,,85264.65103729742,,,303511.3880512764,0.0,85564.72398143398,,0.0,,,0.46,-125.94774,,-162.941,,-27.7874584476306,,85264.65103729742,36.993256,,0.0,0.46,,82,,3.7662466,,-27.7874584476306,85564.72398143398,,27538.602618021796,303511.3880512764,,,0.0061757704,0.3551730592378004
,,83,27996.91768670035,100,100,1680000,,90451.00018536134,,,289229.2592827153,0.0,78937.57355954227,,0.0,,,0.37,-46.69015,,-71.45307,,-34.29642287735472,,90451.00018536134,24.76292,,0.0,0.37,,83,,3.7447515,,-34.29642287735472,78937.57355954227,,27996.91768670035,289229.2592827153,,,0.009634408,0.3818461106652644
,,84,23379.892317961818,100,100,1700000,,72549.71097366915,,,307972.9162515475,0.0,75084.82169328879,,0.0,,,0.43,58.422386,,12.207738,,-28.431312142153182,,72549.71097366915,46.21465,,0.0,0.43,,84,,3.727429,,-28.431312142153182,75084.82169328879,,23379.892317961818,307972.9162515475,,,0.007257251,0.3907621855799026
,,85,35301.57052569688,100,100,1720000,,112863.90991689445,,,308459.7881229794,0.0,82422.56063493772,,0.0,,,0.49,44.839073,,-11.0452,,-29.045253654059756,,112863.90991689445,55.884274,,0.0,0.49,,85,,3.719196,,-29.045253654059756,82422.56063493772,,35301.57052569688,308459.7881229794,,,0.007846304,0.4284060469220007
,,86,28957.771032773006,100,100,1740000,,90903.52835623654,,,312196.2362204046,0.0,85933.62718568614,,0.0,,,0.44,9.72155,,-50.767624,,-32.77890061845568,,90903.52835623654,60.489174,,0.0,0.44,,86,,3.698596,,-32.77890061845568,85933.62718568614,,28957.771032773006,312196.2362204046,,,0.0056384825,0.4727898628913434
,,87,30603.064561472278,100,100,1760000,,98071.0549220325,,,288458.4496891924,0.0,77172.20929696845,,0.0,,,0.38,37.414726,,-15.3219,,-30.1574712271502,,98071.0549220325,52.736626,,0.0,0.38,,87,,3.673627,,-30.1574712271502,77172.20929696845,,30603.064561472278,288458.4496891924,,,0.008137832,0.48396508352682444
,,88,28371.88266139124,100,100,1780000,,88959.4802545442,,,298409.3641278054,0.0,77940.67079204042,,0.0,,,0.44,-50.897076,,-89.397484,,-26.73581957311482,,88959.4802545442,38.50041,,0.0,0.44,,88,,3.6628888,,-26.73581957311482,77940.67079204042,,28371.88266139124,298409.3641278054,,,0.0053682146,0.45781612088394985
,,89,34207.59414715895,100,100,1800000,,105590.12596745581,,,309166.68839391257,0.0,89566.29903812017,,0.0,,,0.54,-1.475325,,-62.513462,,-30.228777444093236,,105590.12596745581,61.038136,,0.0,0.54,,89,,3.6396284,,-30.228777444093236,89566.29903812017,,34207.59414715895,309166.68839391257,,,0.0070223664,0.3838993310864883
198209.08128620795,-27.81424982652996,90,30886.474733901458,100,100,1820000,9,97517.74517658936,0.0,10,314666.57882224856,0.0,72638.4026198956,198209.08128620795,0.0,-27.81424982652996,0.5,0.41,111.83308,62691.756613577265,67.989914,0.5,-29.941912560247747,0.0,97517.74517658936,43.843163,75074.55564587815,0.0,0.41,10,90,62691.75661357725,3.6456156,75074.55564587815,-29.941912560247747,72638.4026198956,9,30886.474733901458,314666.57882224856,62691.756613577265,62691.75661357725,0.0044670976,0.4009048258912964
,,91,30807.31215628011,100,100,1840000,,97226.74383024326,,,296259.0052509599,0.0,80559.20530079474,,0.0,,,0.43,-60.528725,,-105.63544,,-31.70860188619682,,97226.74383024326,45.106712,,0.0,0.43,,91,,3.6466863,,-31.70860188619682,80559.20530079474,,30807.31215628011,296259.0052509599,,,0.006533706,0.4792852637173466
,,92,27066.726400537227,100,100,1860000,,84425.05978055889,,,252017.00336145167,0.0,68160.88646096038,,0.0,,,0.35,54.53445,,5.19265,,-28.377393847725138,,84425.05978055889,49.3418,,0.0,0.35,,92,,3.6304286,,-28.377393847725138,68160.88646096038,,27066.726400537227,252017.00336145167,,,0.005371266,0.4297240506511891
,,93,31589.992808039082,100,100,1880000,,99284.06057575691,,,307680.3050018126,0.0,83290.8771698805,,0.0,,,0.46,-77.080734,,-134.49059,,-29.1417172031166,,99284.06057575691,57.40985,,0.0,0.46,,93,,3.6033185,,-29.1417172031166,83290.8771698805,,31589.992808039082,307680.3050018126,,,0.0065249237,0.4929723121731818
,,94,32693.61251142217,100,100,1900000,,101425.52801954123,,,301216.3044027348,0.0,80641.95494865149,,0.0,,,0.56,-43.437855,,-103.08598,,-29.901622576419935,,101425.52801954123,59.64813,,0.0,0.56,,94,,3.599682,,-29.901622576419935,80641.95494865149,,32693.61251142217,301216.3044027348,,,0.0058047874,0.4454152536092193
,,95,39388.61518248229,100,100,1920000,,119651.25576442471,,,325628.30313870043,0.0,89506.15356096887,,0.0,,,0.58,-47.91705,,-102.450836,,-29.580013115090498,,119651.25576442471,54.533787,,0.0,0.58,,95,,3.6027148,,-29.580013115090498,89506.15356096887,,39388.61518248229,325628.30313870043,,,0.005463612,0.43385612959240216
,,96,28357.308967118388,100,100,1940000,,86342.32158943122,,,273881.6001129766,0.0,73023.5029217701,,0.0,,,0.39,-0.8441125,,-38.232788,,-29.257414970707643,,86342.32158943122,37.388676,,0.0,0.39,,96,,3.5838976,,-29.257414970707643,73023.5029217701,,28357.308967118388,273881.6001129766,,,0.006460958,0.38743306212324324
,,97,35464.527639566215,100,100,1960000,,110874.46322117708,,,325873.04479641333,0.0,91579.61748858652,,0.0,,,0.51,71.16875,,22.49455,,-30.089706371367797,,110874.46322117708,48.674194,,0.0,0.51,,97,,3.5675204,,-30.089706371367797,91579.61748858652,,35464.527639566215,325873.04479641333,,,0.0064141843,0.4713497744184677
,,98,40954.674822639354,100,100,1980000,,124927.77296062186,,,304227.4392473603,0.0,79521.685877467,,0.0,,,0.63,-56.18141,,-107.2779,,-29.821754943241107,,124927.77296062186,51.09649,,0.0,0.63,,98,,3.5567973,,-29.821754943241107,79521.685877467,,40954.674822639354,304227.4392473603,,,0.0073367874,0.40699881948126937
,,99,42948.20487794723,100,100,2000000,,132258.87036474023,,,287778.5879931454,0.0,77656.41466116741,,0.0,,,0.66,19.34235,,-7.1177874,,-27.908883951069896,,132258.87036474023,26.460136,,0.0,0.66,,99,,3.5480952,,-27.908883951069896,77656.41466116741,,42948.20487794723,287778.5879931454,,,0.00678129,0.3641099134204132
