MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/window-open-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/window-open-v1/TerminationRate,MetaTest/window-open-v1/NumTrajs,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/Iteration,MetaTest/window-open-v1/MaxReturn
-59.89274673556387,-59.892746735563854,0.0,-59.89274673556387,26.244275212663297,0.0,26.244275212663297,0.0,-14.060055432801924,0,224000,-59.892746735563854,-90.04734816323888,10,0.0,10,-90.04734816323888,0,-14.060055432801924
374.55905794001603,374.55905794001626,0.0,374.55905794001603,1001.1596763984948,0.0,1001.1596763984948,0.0,3316.7302792912787,1,248000,374.55905794001626,-59.13005788897848,10,0.0,10,-59.13005788897848,1,3316.7302792912787
662.9554829261909,662.9554829261904,0.0,662.9554829261909,2243.113990010222,0.0,2243.113990010222,0.0,7391.62102373879,2,272000,662.9554829261904,-122.01609795808227,10,0.0,10,-122.01609795808227,2,7391.62102373879
2990.7823323523903,2990.78233235239,0.0,2990.7823323523903,8835.4925498588,0.0,8835.4925498588,0.0,29484.496737726648,3,296000,2990.78233235239,-108.60541793706392,10,0.0,10,-108.60541793706392,3,29484.496737726648
7755.0307356712565,7755.0307356712565,0.0,7755.0307356712565,20907.06370787027,0.0,20907.06370787027,0.0,70061.25242855132,4,320000,7755.0307356712565,-121.50486607691934,10,0.0,10,-121.50486607691934,4,70061.25242855132
561.6064080509143,561.6064080509138,0.0,561.6064080509143,1914.8031598401806,0.0,1914.8031598401806,0.0,6305.410824980258,5,344000,561.6064080509138,-116.26359377591004,10,0.0,10,-116.26359377591004,5,6305.410824980258
4539.880571088424,4539.880571088423,0.1,4539.880571088424,13877.876386213733,0.0,13877.876386213733,0.1,46173.33835290391,6,368000,4539.880571088423,-143.35182024496478,10,0.0,10,-143.35182024496478,6,46173.33835290391
140.93525794936576,140.93525794936588,0.0,140.93525794936576,611.6749585004369,0.0,611.6749585004369,0.0,1973.538609331426,7,392000,140.93525794936588,-113.92436065095315,10,0.0,10,-113.92436065095315,7,1973.538609331426
3046.9908506324473,3046.990850632448,0.4,3046.9908506324473,6082.119234008805,0.0,6082.119234008805,0.4,19078.44652539031,8,416000,3046.990850632448,-117.7513398594278,10,0.0,10,-117.7513398594278,8,19078.44652539031
995.9024003461434,995.9024003461429,0.2,995.9024003461434,3133.9112451268243,0.0,3133.9112451268243,0.2,10397.390392764168,9,440000,995.9024003461429,-92.57067943026783,10,0.0,10,-92.57067943026783,9,10397.390392764168
1115.84832458024,1115.8483245802395,0.3,1115.84832458024,2788.875426141979,0.0,2788.875426141979,0.3,9205.111980419859,10,464000,1115.8483245802395,-103.00263977470821,10,0.0,10,-103.00263977470821,10,9205.111980419859
28274.44829011533,28274.44829011534,0.3,28274.44829011533,56130.91038615611,0.0,56130.91038615611,0.3,166462.0741681941,11,488000,28274.44829011534,-50.80432472657178,10,0.0,10,-50.80432472657178,11,166462.0741681941
1231.5311132859392,1231.5311132859383,0.2,1231.5311132859392,3788.7329071138906,0.0,3788.7329071138906,0.2,12597.701421190806,12,512000,1231.5311132859383,-44.09597642498922,10,0.0,10,-44.09597642498922,12,12597.701421190806
-35.47516602251761,-35.475166022517605,0.1,-35.47516602251761,9.926324631578778,0.0,9.926324631578778,0.1,-21.688265350272193,13,536000,-35.475166022517605,-51.527780036460996,10,0.0,10,-51.527780036460996,13,-21.688265350272193
218.2763170555943,218.276317055594,0.0,218.2763170555943,809.9403414155798,0.0,809.9403414155798,0.0,2647.3353476184575,14,560000,218.276317055594,-83.01113164234619,10,0.0,10,-83.01113164234619,14,2647.3353476184575
-38.79922073229985,-38.79922073229989,0.1,-38.79922073229985,17.518940195135567,0.0,17.518940195135567,0.1,-18.485676203362782,15,584000,-38.79922073229989,-67.25662865468695,10,0.0,10,-67.25662865468695,15,-18.485676203362782
-47.26233878806957,-47.262338788069556,0.0,-47.26233878806957,18.12721135910129,0.0,18.12721135910129,0.0,-10.468228874285717,16,608000,-47.262338788069556,-78.61248312518703,10,0.0,10,-78.61248312518703,16,-10.468228874285717
326.3562322045255,326.3562322045258,0.1,326.3562322045255,823.5076751847623,0.0,823.5076751847623,0.1,2525.2611680166815,17,632000,326.3562322045258,-95.1893600559002,10,0.0,10,-95.1893600559002,17,2525.2611680166815
-43.65961917402759,-43.65961917402758,0.0,-43.65961917402759,22.18506119645365,0.0,22.18506119645365,0.0,-13.595340799351096,18,656000,-43.65961917402758,-82.41298866754681,10,0.0,10,-82.41298866754681,18,-13.595340799351096
-29.468945070332303,-29.468945070332314,0.0,-29.468945070332303,151.83122981722804,0.0,151.83122981722804,0.0,421.27829534022214,19,680000,-29.468945070332314,-123.95017264577852,10,0.0,10,-123.95017264577852,19,421.27829534022214
-50.45251947110559,-50.452519471105596,0.0,-50.45251947110559,20.736738259229952,0.0,20.736738259229952,0.0,-19.227252749939776,20,704000,-50.452519471105596,-75.52894321682986,10,0.0,10,-75.52894321682986,20,-19.227252749939776
4203.746272636233,4203.746272636233,0.0,4203.746272636233,12747.250236680302,0.0,12747.250236680302,0.0,42445.46668046643,21,728000,4203.746272636233,-79.99330499362277,10,0.0,10,-79.99330499362277,21,42445.46668046643
-44.46874586666381,-44.46874586666384,0.0,-44.46874586666381,20.920929125310884,0.0,20.920929125310884,0.0,-18.38528824150809,22,752000,-44.46874586666384,-76.84783343657664,10,0.0,10,-76.84783343657664,22,-18.38528824150809
3934.9046548037795,3934.9046548037804,0.0,3934.9046548037795,12011.51823077765,0.0,12011.51823077765,0.0,39969.434670256465,23,776000,3934.9046548037804,-86.5888306711262,10,0.0,10,-86.5888306711262,23,39969.434670256465
8226.30808230866,8226.308082308662,0.0,8226.30808230866,13465.098846918683,0.0,13465.098846918683,0.0,38370.38740935932,24,800000,8226.308082308662,-70.5059852498306,10,0.0,10,-70.5059852498306,24,38370.38740935932
-24.51254528293049,-24.512545282930496,0.0,-24.51254528293049,88.94189645229294,0.0,88.94189645229294,0.0,240.3660812418598,25,824000,-24.512545282930496,-75.40884087391375,10,0.0,10,-75.40884087391375,25,240.3660812418598
374.48718774980864,374.48718774980796,0.0,374.48718774980864,1267.140547507037,0.0,1267.140547507037,0.0,4175.386479383452,26,848000,374.48718774980796,-82.53399627541091,10,0.0,10,-82.53399627541091,26,4175.386479383452
3490.7385238135525,3490.7385238135516,0.0,3490.7385238135525,10641.484607008013,0.0,10641.484607008013,0.0,35415.13776103079,27,872000,3490.7385238135516,-83.3671393026135,10,0.0,10,-83.3671393026135,27,35415.13776103079
2113.5801516522506,2113.580151652252,0.0,2113.5801516522506,6452.293822765059,0.0,6452.293822765059,0.0,21470.434907878716,28,896000,2113.580151652252,-52.04127233260212,10,0.0,10,-52.04127233260212,28,21470.434907878716
6584.980022890857,6584.980022890857,0.0,6584.980022890857,19590.50819655239,0.0,19590.50819655239,0.0,65350.3449543721,29,920000,6584.980022890857,-68.7506817914741,10,0.0,10,-68.7506817914741,29,65350.3449543721
20045.351595352673,20045.351595352662,0.1,20045.351595352673,31161.66904964278,0.0,31161.66904964278,0.1,75438.8030439583,30,944000,20045.351595352662,-88.08823834878076,10,0.0,10,-88.08823834878076,30,75438.8030439583
24793.16639645909,24793.16639645908,0.4,24793.16639645909,47038.22848899922,0.0,47038.22848899922,0.4,128872.83161268877,31,968000,24793.16639645908,-54.47649752312107,10,0.0,10,-54.47649752312107,31,128872.83161268877
31964.56461353021,31964.5646135302,0.3,31964.56461353021,38237.45905495479,0.0,38237.45905495479,0.3,107199.43653047671,32,992000,31964.5646135302,-57.92114673685272,10,0.0,10,-57.92114673685272,32,107199.43653047671
21287.88816613544,21287.88816613543,0.1,21287.88816613544,29707.65133377161,0.0,29707.65133377161,0.1,68523.79873924023,33,1016000,21287.88816613543,-62.78854879235871,10,0.0,10,-62.78854879235871,33,68523.79873924023
276.2398706450545,276.23987064505474,0.0,276.2398706450545,1025.2502347776497,0.0,1025.2502347776497,0.0,3351.911626216879,34,1040000,276.23987064505474,-76.87098200750084,10,0.0,10,-76.87098200750084,34,3351.911626216879
26863.40196240536,26863.40196240536,0.4,26863.40196240536,35066.1850653211,0.0,35066.1850653211,0.4,99029.89599070465,35,1064000,26863.40196240536,-57.350834979320105,10,0.0,10,-57.350834979320105,35,99029.89599070465
19709.956382622004,19709.956382622,0.1,19709.956382622004,29333.309086886842,0.0,29333.309086886842,0.1,81555.57417838286,36,1088000,19709.956382622,-59.18950948718901,10,0.0,10,-59.18950948718901,36,81555.57417838286
