MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/Iteration,MetaTest/door-lock-v1/StdReturn,MetaTest/door-lock-v1/Iteration,MetaTrain/Average/QfLoss,MetaTest/door-lock-v1/TerminationRate,MetaTest/door-lock-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/door-lock-v1/MaxReturn,MetaTest/door-lock-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/door-lock-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/door-lock-v1/NumEpisodes,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/door-lock-v1/AverageReturn
0.0,0.0,10,10,16.318587289461668,10,742120.8,0.0,-92.97066103164109,232000,8196.699,-68.96817349615587,-117.89241449248324,16.318587289461668,0.0,-92.97066103164109,2.7209573,-68.96817349615587,-92.97066103164109,-117.89241449248324,10,-4.096236,-6190.585,-92.97066103164109
0.0,0.0,10,11,16.784600657942118,11,347039.22,0.0,-97.88129872643928,244000,15152.521,-77.88336712211513,-125.36096171894805,16.784600657942118,0.0,-97.88129872643931,2.6371806,-77.88336712211513,-97.88129872643928,-125.36096171894805,10,5.091271,-2828.615,-97.88129872643931
0.0,0.0,10,12,112.49720732998023,12,768455.2,0.0,-21.212435448937992,256000,6988.1704,311.51976735508856,-89.01674744640549,112.49720732998023,0.0,-21.212435448938006,2.387918,311.51976735508856,-21.212435448937992,-89.01674744640549,10,-1.0615574,-7174.5273,-21.212435448938006
0.0,0.1,10,13,15.864188363855602,13,325441.6,0.0,-51.22079227504166,268000,6300.481,-26.210092065460124,-86.64340517397048,15.864188363855602,0.1,-51.22079227504166,2.316761,-26.210092065460124,-51.22079227504166,-86.64340517397048,10,2.899844,-2951.501,-51.22079227504166
0.0,0.0,10,14,255.5630608601165,14,558865.56,0.0,56.69922839417651,280000,2081.2927,760.5809162111767,-71.90406605047981,255.5630608601165,0.0,56.69922839417658,2.4304295,760.5809162111767,56.69922839417651,-71.90406605047981,10,-7.2066813,-7339.413,56.69922839417658
0.0,0.1,10,15,20.7789114033369,15,686352.9,0.0,-45.41768383264529,292000,1629.547,-25.6710192517076,-101.25098096828587,20.7789114033369,0.1,-45.417683832645274,2.9555528,-25.6710192517076,-45.41768383264529,-101.25098096828587,10,-2.6611776,-10422.67,-45.417683832645274
0.0,0.0,10,16,11.299659929372444,16,356602.72,0.0,-42.428059724353126,304000,2397.3933,-24.866701862834788,-64.96264936295756,11.299659929372444,0.0,-42.42805972435312,2.5663822,-24.866701862834788,-42.428059724353126,-64.96264936295756,10,10.764866,-2408.1045,-42.42805972435312
0.0,0.1,10,17,15.42198272582153,17,428117.7,0.0,-69.87296137262875,316000,4044.1248,-33.96474400982206,-89.41421487919493,15.42198272582153,0.1,-69.87296137262875,2.0412397,-33.96474400982206,-69.87296137262875,-89.41421487919493,10,4.8764486,-2177.9297,-69.87296137262875
0.0,0.1,10,18,1293.5147970222147,18,393325.03,0.0,432.2131578531651,328000,3566.145,4280.273027662683,-83.79254466113713,1293.5147970222147,0.1,432.2131578531651,1.8086054,4280.273027662683,432.2131578531651,-83.79254466113713,10,0.45598736,-3132.613,432.2131578531651
0.0,0.0,10,19,12.050355120172478,19,230352.61,0.0,-68.82120373643787,340000,2225.435,-47.799987221673916,-89.22490607024488,12.050355120172478,0.0,-68.82120373643785,1.6221201,-47.799987221673916,-68.82120373643787,-89.22490607024488,10,4.7036543,-2815.569,-68.82120373643785
0.0,0.0,10,20,38.16287327068213,20,425628.03,0.0,-79.91668688961107,352000,1141.2982,-35.29190200842829,-144.29364370735257,38.16287327068213,0.0,-79.91668688961106,1.3098938,-35.29190200842829,-79.91668688961107,-144.29364370735257,10,0.64769286,-6122.4756,-79.91668688961106
0.0,0.0,10,21,25.517305189120467,21,1380263.6,0.0,-47.259957646600654,364000,662.86835,-29.288802444215133,-122.57331338859609,25.517305189120467,0.0,-47.259957646600654,1.723225,-29.288802444215133,-47.259957646600654,-122.57331338859609,10,-16.99052,-26683.123,-47.259957646600654
0.0,0.0,10,22,480.1580266693158,22,2242108.8,0.0,118.26359622326683,376000,1628.7886,1542.5698160054249,-115.46241421588309,480.1580266693158,0.0,118.26359622326679,2.3749976,1542.5698160054249,118.26359622326683,-115.46241421588309,10,-19.222422,-35720.91,118.26359622326679
0.0,0.1,10,23,1563.3439418610392,23,2060538.5,0.0,474.6153573054229,388000,3290.951,5164.12398411567,-89.16267025251312,1563.3439418610392,0.1,474.6153573054227,3.1885798,5164.12398411567,474.6153573054229,-89.16267025251312,10,-16.89936,-30758.535,474.6153573054227
0.0,0.1,10,24,27.459714944240964,24,2429161.8,0.0,-58.51906585051844,400000,4764.475,-22.15854535063761,-107.69781099338601,27.459714944240964,0.1,-58.51906585051847,3.9551768,-22.15854535063761,-58.51906585051844,-107.69781099338601,10,-9.798408,-32415.488,-58.51906585051847
0.0,0.0,10,25,23.387987956018108,25,34699813000.0,0.0,-79.0614310175633,412000,57611.652,-33.58563013447181,-113.59969280287787,23.387987956018108,0.0,-79.0614310175633,5.238781,-33.58563013447181,-79.0614310175633,-113.59969280287787,10,-33.27702,-47668.21,-79.0614310175633
0.0,0.0,10,26,18.71390053342171,26,1988740.0,0.0,-66.73553447548072,424000,6455.643,-40.244604556693936,-111.47530697089056,18.71390053342171,0.0,-66.73553447548075,6.7755237,-40.244604556693936,-66.73553447548072,-111.47530697089056,10,-22.843658,-35305.242,-66.73553447548075
0.0,0.2,10,27,29.871975222784773,27,1388028.9,0.0,-71.91483511953231,436000,8798.623,-34.382312233490815,-146.69920504401108,29.871975222784773,0.2,-71.91483511953231,7.8686132,-34.382312233490815,-71.91483511953231,-146.69920504401108,10,-10.084586,-24166.725,-71.91483511953231
0.0,0.1,10,28,1109.8158482672625,28,1682991.6,0.0,295.7719344885198,448000,11078.998,3624.6706613750644,-116.22257270259034,1109.8158482672625,0.1,295.7719344885199,9.289745,3624.6706613750644,295.7719344885198,-116.22257270259034,10,-8.023659,-27618.443,295.7719344885199
0.0,0.2,10,29,1851.5119669293365,29,2221369.2,0.0,576.0961205938025,460000,14274.428,6130.558173874439,-50.20372519859984,1851.5119669293365,0.2,576.0961205938028,10.352051,6130.558173874439,576.0961205938025,-50.20372519859984,10,-3.0726957,-32014.326,576.0961205938028
0.0,0.1,10,30,40422.55384649522,30,1944366.6,0.0,13421.182074915141,472000,12531.494,134688.82904502028,-87.37467509067739,40422.55384649522,0.1,13421.182074915134,10.028773,134688.82904502028,13421.182074915141,-87.37467509067739,10,7.249177,-24879.047,13421.182074915134
0.0,0.1,10,31,1009.6216519882627,31,1424626.4,0.0,286.9105061120854,484000,19783.809,3315.2575046986017,-85.99707026863155,1009.6216519882627,0.1,286.9105061120854,7.940932,3315.2575046986017,286.9105061120854,-85.99707026863155,10,21.101738,-16507.547,286.9105061120854
0.0,0.0,10,32,11.914991568800485,32,1078368.0,0.0,-45.327092202576196,496000,26696.035,-23.747779933312263,-71.78095960482214,11.914991568800485,0.0,-45.32709220257619,5.837232,-23.747779933312263,-45.327092202576196,-71.78095960482214,10,28.5699,-8482.989,-45.32709220257619
0.0,0.0,10,33,9.75574238805965,33,454054.97,0.0,-55.34008705242527,508000,8049.5327,-44.847971958880116,-75.13882044202273,9.75574238805965,0.0,-55.34008705242528,4.3852067,-44.847971958880116,-55.34008705242527,-75.13882044202273,10,22.951063,-3600.6096,-55.34008705242528
0.0,0.1,10,34,15.654475342968453,34,1200369.8,0.0,-54.25275023591714,520000,4299.763,-30.485125785728915,-76.28738252376725,15.654475342968453,0.1,-54.25275023591714,3.5925386,-30.485125785728915,-54.25275023591714,-76.28738252376725,10,7.3265185,-7532.957,-54.25275023591714
0.0,0.0,10,35,6.983063039079979,35,999584.06,0.0,-43.39134419850426,532000,30313.596,-28.09952657484097,-56.814071680548594,6.983063039079979,0.0,-43.39134419850426,3.1794784,-28.09952657484097,-43.39134419850426,-56.814071680548594,10,9.254266,-5714.351,-43.39134419850426
0.0,0.0,10,36,13.425990994567872,36,763400.8,0.0,-72.36680995244993,544000,50095.24,-46.36687799435065,-85.39927762798425,13.425990994567872,0.0,-72.36680995244997,2.53348,-46.36687799435065,-72.36680995244993,-85.39927762798425,10,7.8603497,-2387.5242,-72.36680995244997
0.0,0.1,10,37,4.426893144864767,37,739413.94,0.0,-44.52402826627987,556000,15503.901,-38.051947066090484,-53.52708872456325,4.426893144864767,0.1,-44.52402826627987,2.0220048,-38.051947066090484,-44.52402826627987,-53.52708872456325,10,7.344254,-2558.457,-44.52402826627987
0.0,0.0,10,38,8.909094289353623,38,241947.5,0.0,-53.74896258109686,568000,22722.604,-38.20093398197717,-69.47059198587588,8.909094289353623,0.0,-53.748962581096876,1.5549328,-38.20093398197717,-53.74896258109686,-69.47059198587588,10,7.3103623,-690.8639,-53.748962581096876
0.0,0.1,10,39,2.4638635235958586,39,485822.72,0.0,-39.87450851052027,580000,17097.936,-36.32371673481978,-44.64051351747044,2.4638635235958586,0.1,-39.87450851052027,1.2055427,-36.32371673481978,-39.87450851052027,-44.64051351747044,10,4.705177,-1264.5682,-39.87450851052027
0.0,0.2,10,40,5.112239286378178,40,2817507.8,0.0,-37.237661903364234,592000,22046.584,-28.97756718738132,-44.75353012230433,5.112239286378178,0.2,-37.23766190336423,0.99561536,-28.97756718738132,-37.237661903364234,-44.75353012230433,10,2.600502,-5780.078,-37.23766190336423
0.0,0.0,10,41,3.428137175042393,41,719983.25,0.0,-41.19664995568918,604000,13188.176,-36.58483486171472,-47.18930214902952,3.428137175042393,0.0,-41.19664995568919,0.8767718,-36.58483486171472,-41.19664995568918,-47.18930214902952,10,0.5690305,-4756.822,-41.19664995568919
0.0,0.0,10,42,4.485065854456352,42,437220.34,0.0,-67.93426709899754,616000,31450.443,-61.82363989627007,-74.48606114757652,4.485065854456352,0.0,-67.93426709899754,0.7532146,-61.82363989627007,-67.93426709899754,-74.48606114757652,10,2.5764177,-1165.3652,-67.93426709899754
0.0,0.0,10,43,19.392609964978703,43,451542.4,0.0,-93.1122286563209,628000,15207.291,-46.430380477504436,-115.21929891611191,19.392609964978703,0.0,-93.1122286563209,0.5906045,-46.430380477504436,-93.1122286563209,-115.21929891611191,10,1.7096536,-1405.3671,-93.1122286563209
0.0,0.1,10,44,17.358976487059913,44,1132985.9,0.0,-56.86234457582314,640000,17595.082,-21.10344219196376,-82.06062783046796,17.358976487059913,0.1,-56.862344575823144,0.6071466,-21.10344219196376,-56.86234457582314,-82.06062783046796,10,-2.388081,-8765.182,-56.862344575823144
0.0,0.3,10,45,13365.496633963408,45,1769127.1,0.0,6200.282301331952,652000,14095.345,41612.52272267698,-113.41341379807123,13365.496633963408,0.3,6200.282301331956,0.8363354,41612.52272267698,6200.282301331952,-113.41341379807123,10,-5.318538,-16652.82,6200.282301331956
0.0,0.0,10,46,7.187441922047267,46,1205612.5,0.0,-62.595546512386456,664000,16906.44,-50.17592316590098,-75.50766747733758,7.187441922047267,0.0,-62.595546512386456,0.9756869,-50.17592316590098,-62.595546512386456,-75.50766747733758,10,-0.05175,-8741.439,-62.595546512386456
0.0,0.0,10,47,1974.9401372647146,47,1247715.8,0.0,1140.34479774684,676000,8808.348,5957.7396445577615,-55.24274485558883,1974.9401372647146,0.0,1140.3447977468395,0.9619497,5957.7396445577615,1140.34479774684,-55.24274485558883,10,0.34496093,-11618.089,1140.3447977468395
0.0,0.0,10,48,0.8711680275511596,48,1089156.8,0.0,-50.81315975631427,688000,14202.26,-49.1308827408867,-52.087736668682695,0.8711680275511596,0.0,-50.81315975631428,0.8965398,-49.1308827408867,-50.81315975631427,-52.087736668682695,10,0.87173706,-9418.936,-50.81315975631428
0.0,0.0,10,49,5.0222705679306525,49,2314323.2,0.0,-55.08005037587668,700000,2413.105,-50.65429466682899,-67.81085611662193,5.0222705679306525,0.0,-55.080050375876645,0.9656209,-50.65429466682899,-55.08005037587668,-67.81085611662193,10,-3.2060888,-17553.4,-55.080050375876645
0.0,0.0,10,50,523.1377512757481,50,28951112.0,0.0,130.7313850186796,712000,58389.65,1696.8918004083753,-140.33335453217322,523.1377512757481,0.0,130.7313850186796,1.3943542,1696.8918004083753,130.7313850186796,-140.33335453217322,10,-14.150256,-38482.945,130.7313850186796
0.0,0.1,10,51,7937.950734401502,51,3479471.5,0.0,2608.300166353075,724000,21279.615,26422.117175247036,-68.65386916603201,7937.950734401502,0.1,2608.3001663530745,1.9049113,26422.117175247036,2608.300166353075,-68.65386916603201,10,-14.591022,-33609.51,2608.3001663530745
0.0,0.0,10,52,1591.192347766345,52,3196716.0,0.0,749.9626600619018,736000,13157.263,5323.552616356536,-46.524202467649296,1591.192347766345,0.0,749.9626600619019,2.5702295,5323.552616356536,749.9626600619018,-46.524202467649296,10,-14.2198305,-27682.828,749.9626600619019
0.0,0.3,10,53,22203.968462223198,53,2354128.8,0.0,9005.000266985986,748000,12731.182,74948.47713062898,-43.392686342013185,22203.968462223198,0.3,9005.000266985993,3.1830146,74948.47713062898,9005.000266985986,-43.392686342013185,10,-6.8705907,-20184.691,9005.000266985993
0.0,0.0,10,54,1541.161804393738,54,1469683.5,0.0,996.7506129957728,760000,3523.61,4662.674093770912,-45.491196120218774,1541.161804393738,0.0,996.7506129957732,3.1327085,4662.674093770912,996.7506129957728,-45.491196120218774,10,6.0239997,-11343.5,996.7506129957732
0.0,0.0,10,55,636.1444183229447,55,1219151.9,0.0,179.4273042824605,772000,4947.9185,2087.764428794821,-43.027564309307365,636.1444183229447,0.0,179.4273042824603,2.483937,2087.764428794821,179.4273042824605,-43.027564309307365,10,8.934088,-6899.6216,179.4273042824603
0.0,0.0,10,56,481.2772685419245,56,853070.56,0.0,134.80319268599877,784000,5411.01,1571.383188153105,-64.00435048258743,481.2772685419245,0.0,134.8031926859989,1.8394507,1571.383188153105,134.80319268599877,-64.00435048258743,10,7.665048,-2971.0115,134.8031926859989
0.0,0.0,10,57,3.7608112562538327,57,1545787.5,0.0,-51.748020971442784,796000,13574.86,-46.1106362014013,-56.966731393856925,3.7608112562538327,0.0,-51.74802097144277,1.4770219,-46.1106362014013,-51.748020971442784,-56.966731393856925,10,5.5419326,-4056.6033,-51.74802097144277
0.0,0.0,10,58,26.274254399299764,58,1437282.1,0.0,-81.33437818847713,808000,20803.684,-28.137218642543896,-113.95352282653917,26.274254399299764,0.0,-81.33437818847713,1.1478467,-28.137218642543896,-81.33437818847713,-113.95352282653917,10,4.6305265,-3523.321,-81.33437818847713
0.0,0.1,10,59,35.66403715220491,59,1682038.9,0.0,-84.68776032236673,820000,9556.404,-25.901251192261324,-119.28441935567575,35.66403715220491,0.1,-84.68776032236673,0.9141035,-25.901251192261324,-84.68776032236673,-119.28441935567575,10,2.396213,-4139.2607,-84.68776032236673
0.0,0.0,10,60,27.20839130951005,60,1667015.1,0.0,-78.86173658429195,832000,16324.645,-40.594484859818884,-108.75593182660583,27.20839130951005,0.0,-78.86173658429198,0.8585829,-40.594484859818884,-78.86173658429195,-108.75593182660583,10,-0.32415324,-4124.4785,-78.86173658429198
0.0,0.0,10,61,28.84640428540685,61,2226397.8,0.0,-66.47978811079798,844000,10057.556,-19.97910036863554,-102.8122063742108,28.84640428540685,0.0,-66.47978811079798,0.96861535,-19.97910036863554,-66.47978811079798,-102.8122063742108,10,-2.3363569,-6424.393,-66.47978811079798
0.0,0.0,10,62,24.50736446624348,62,2386227.2,0.0,-76.39369751266292,856000,42253.92,-42.576359418353604,-107.67057139863897,24.50736446624348,0.0,-76.39369751266292,1.1969148,-42.576359418353604,-76.39369751266292,-107.67057139863897,10,-1.9747783,-9003.954,-76.39369751266292
0.0,0.0,10,63,8.450228844803048,63,1590335.6,0.0,-76.88433854952132,868000,16889.951,-61.85137417832978,-93.89992872088703,8.450228844803048,0.0,-76.88433854952132,1.2640071,-61.85137417832978,-76.88433854952132,-93.89992872088703,10,2.3560963,-5028.485,-76.88433854952132
0.0,0.0,10,64,10.039475831206547,64,1568103.6,0.0,-81.39501292415159,880000,5970.8276,-61.27309142423245,-98.74706693037463,10.039475831206547,0.0,-81.39501292415159,1.0103229,-61.27309142423245,-81.39501292415159,-98.74706693037463,10,2.3463578,-3051.1594,-81.39501292415159
0.0,0.1,10,65,745.8501502473415,65,2268087.2,0.0,291.6334415247838,892000,2242.037,2456.6176014802713,-63.73010910629321,745.8501502473415,0.1,291.6334415247836,0.8871634,2456.6176014802713,291.6334415247838,-63.73010910629321,10,0.8432991,-5415.964,291.6334415247836
0.0,0.1,10,66,4353.570592824112,66,3415035.5,0.0,2143.9143901190755,904000,2191.2322,11200.266496812297,-84.30870076067114,4353.570592824112,0.1,2143.9143901190755,0.9363619,11200.266496812297,2143.9143901190755,-84.30870076067114,10,-1.5549682,-10509.082,2143.9143901190755
0.0,0.0,10,67,3833.9418929299754,67,3374482.8,0.0,1220.4356611288574,916000,2844.0454,12721.751948743908,-150.44863501059783,3833.9418929299754,0.0,1220.4356611288579,1.1161394,12721.751948743908,1220.4356611288574,-150.44863501059783,10,-1.332376,-10051.805,1220.4356611288579
0.0,0.1,10,68,6.238519312726739,68,3075531.2,0.0,-30.984017534303387,928000,3686.545,-20.415257256740404,-42.71958774247006,6.238519312726739,0.1,-30.984017534303394,1.1833829,-20.415257256740404,-30.984017534303387,-42.71958774247006,10,0.42082554,-8576.669,-30.984017534303394
0.0,0.2,10,69,6634.521092344224,69,3515364.2,0.0,2176.3352155214675,940000,3449.6433,22079.891292810626,-40.08373488020223,6634.521092344224,0.2,2176.335215521467,1.196753,22079.891292810626,2176.3352155214675,-40.08373488020223,10,-0.8580199,-8626.954,2176.335215521467
0.0,0.0,10,70,12.092982788066632,70,2341878.8,0.0,-61.264348362447286,952000,5778.795,-26.009293221409564,-69.96286838507427,12.092982788066632,0.0,-61.264348362447286,1.1433346,-26.009293221409564,-61.264348362447286,-69.96286838507427,10,1.3947756,-4305.9526,-61.264348362447286
0.0,0.1,10,71,9563.814737435781,71,4078992.8,0.0,3199.813222006841,964000,3644.2,31887.033556385828,-88.19323700599053,9563.814737435781,0.1,3199.8132220068437,1.1361952,31887.033556385828,3199.813222006841,-88.19323700599053,10,-1.3737241,-6892.5,3199.8132220068437
0.0,0.0,10,72,2307.764677183523,72,4750657.0,0.0,922.9297233423358,976000,17721.447,7604.167427814277,-52.68353056624936,2307.764677183523,0.0,922.9297233423355,1.2533448,7604.167427814277,922.9297233423358,-52.68353056624936,10,-1.0832646,-8535.878,922.9297233423355
0.0,0.1,10,73,47980.982911740895,73,6021001.0,0.0,24585.212187856298,988000,7182.1284,152992.3226679811,-38.96882363652741,47980.982911740895,0.1,24585.212187856312,1.4041842,152992.3226679811,24585.212187856298,-38.96882363652741,10,-0.6666268,-12238.294,24585.212187856312
0.0,0.0,10,74,1271.0416970593265,74,6771848.5,0.0,479.3694566137048,1000000,19205.553,4230.2984645254655,-71.1652743227158,1271.0416970593265,0.0,479.3694566137054,1.2808751,4230.2984645254655,479.3694566137048,-71.1652743227158,10,1.0053471,-10096.279,479.3694566137054
0.0,0.1,10,75,5446.7891131258275,75,4024399.8,0.0,2123.043603602172,1012000,4172.7554,18400.092930944236,-49.74012957121625,5446.7891131258275,0.1,2123.043603602173,1.2172015,18400.092930944236,2123.043603602172,-49.74012957121625,10,1.4268699,-7771.4443,2123.043603602173
0.0,0.0,10,76,1077.3649712772472,76,3565708.5,0.0,347.97554272557073,1024000,2432.844,3567.9663411572687,-68.53498033186045,1077.3649712772472,0.0,347.97554272557085,1.058793,3567.9663411572687,347.97554272557073,-68.53498033186045,10,0.7193596,-6200.829,347.97554272557085
0.0,0.0,10,77,1959.6865423967558,77,2939501.0,0.0,820.7456766759833,1036000,4915.677,6636.505746742987,-71.99734410897842,1959.6865423967558,0.0,820.7456766759831,1.013209,6636.505746742987,820.7456766759833,-71.99734410897842,10,0.7798302,-4878.722,820.7456766759831
0.0,0.0,10,78,22.953901181760344,78,1312377.1,0.0,-94.53588791611227,1048000,19709.184,-56.224423495327194,-119.42683753987123,22.953901181760344,0.0,-94.5358879161123,0.80144966,-56.224423495327194,-94.53588791611227,-119.42683753987123,10,2.780034,1473.9172,-94.5358879161123
0.0,0.0,10,79,5.155179772329974,79,786893.8,0.0,-63.287410441724276,1060000,15308.298,-52.92862469179889,-72.49344328468419,5.155179772329974,0.0,-63.287410441724276,0.662292,-52.92862469179889,-63.287410441724276,-72.49344328468419,10,0.7861708,908.3702,-63.287410441724276
0.0,0.0,10,80,8568.281479646328,80,14205235.0,0.0,3076.5891776819963,1072000,15917.233,28741.560098185677,-113.30724238012407,8568.281479646328,0.0,3076.5891776819935,0.7632793,28741.560098185677,3076.5891776819963,-113.30724238012407,10,-7.647724,-21403.371,3076.5891776819935
0.0,0.0,10,81,1221.3860042444844,81,12882840.0,0.0,517.5641037857533,1084000,14975.053,4088.3975691838145,-42.81459784273375,1221.3860042444844,0.0,517.5641037857532,1.1016189,4088.3975691838145,517.5641037857533,-42.81459784273375,10,-10.128229,-30948.852,517.5641037857532
0.0,0.1,10,82,2709.325648767378,82,10974943.0,0.0,876.437932382506,1096000,12728.847,9004.376102241076,-48.208760399588705,2709.325648767378,0.1,876.4379323825067,1.4132795,9004.376102241076,876.437932382506,-48.208760399588705,10,-6.9367676,-28392.04,876.4379323825067
0.0,0.0,10,83,5.610983397374548,83,6784935.0,0.0,-50.995284386677824,1108000,12064.012,-37.53979830321193,-57.76741277501077,5.610983397374548,0.0,-50.99528438667782,1.6812896,-37.53979830321193,-50.995284386677824,-57.76741277501077,10,-1.5701045,-16140.481,-50.99528438667782
0.0,0.0,10,84,9.909150751029307,84,3020657.8,0.0,-72.0261561885621,1120000,15117.831,-49.793190769114986,-83.71711934609523,9.909150751029307,0.0,-72.02615618856214,1.4968588,-49.793190769114986,-72.0261561885621,-83.71711934609523,10,4.652332,-3635.7976,-72.02615618856214
0.0,0.0,10,85,6.836245461080665,85,1593116.9,0.0,-47.943892649561434,1132000,13696.296,-37.078619185910036,-57.98920275394528,6.836245461080665,0.0,-47.94389264956144,1.1635188,-37.078619185910036,-47.943892649561434,-57.98920275394528,10,3.686146,-1412.5083,-47.94389264956144
0.0,0.0,10,86,5.183052239934239,86,266728.6,0.0,-61.59273804475244,1144000,12473.274,-53.32802545253223,-69.72203249498543,5.183052239934239,0.0,-61.59273804475244,0.873023,-53.32802545253223,-61.59273804475244,-69.72203249498543,10,3.493506,1265.1527,-61.59273804475244
0.0,0.0,10,87,11360.083642872289,87,1144502.0,0.0,3760.730956388413,1156000,16728.14,37840.97448625363,-43.96573709608482,11360.083642872289,0.0,3760.7309563884146,0.72015405,37840.97448625363,3760.730956388413,-43.96573709608482,10,1.1869569,407.16513,3760.7309563884146
0.0,0.0,10,88,23.432163770629366,88,1729531.4,0.0,-61.03737320434165,1168000,18143.05,-22.833631312126865,-94.03051473368724,23.432163770629366,0.0,-61.037373204341655,0.63343704,-22.833631312126865,-61.03737320434165,-94.03051473368724,10,0.9453766,-1287.6649,-61.037373204341655
0.0,0.0,10,89,9.52595096233396,89,1891589.6,0.0,-50.05423451121231,1180000,20094.592,-37.260533125320194,-65.10958795644274,9.52595096233396,0.0,-50.05423451121231,0.58908385,-37.260533125320194,-50.05423451121231,-65.10958795644274,10,0.58264804,-347.0461,-50.05423451121231
0.0,0.0,10,90,3.1473070991077665,90,2153840.5,0.0,-61.952143057005586,1192000,12113.758,-55.73443356775736,-66.33723871787403,3.1473070991077665,0.0,-61.952143057005586,0.56971,-55.73443356775736,-61.952143057005586,-66.33723871787403,10,0.07123767,-2035.0754,-61.952143057005586
