MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/Iteration,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/window-open-v1/AverageReturn,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/window-open-v1/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/window-open-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/window-open-v1/StdReturn,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/window-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTrain/Average/ContrastiveLoss
-58.84907229781212,-19.022209782808915,10,0.0,-19.022209782808915,10,-58.84907229781212,-58.84907229781216,66373610.0,-117.72485895153372,34.17217734679001,-101158.4,10,-25.190542,-117.72485895153372,0.0,34.17217734679001,464000,0.0,10,-58.84907229781216,0.0,nan,11091.469
33238.752851268626,119202.41217568342,11,0.4,119202.41217568342,11,33238.752851268626,33238.75285126864,86149260.0,-58.7494007788867,45953.154911659076,-128740.82,10,-28.012821,-58.7494007788867,0.0,45953.154911659076,488000,0.4,10,33238.75285126864,0.0,nan,962.40436
10339.625901396757,64979.58723598591,12,0.2,64979.58723598591,12,10339.625901396757,10339.625901396756,99472560.0,-68.80233092466325,21567.277429222657,-150667.94,10,-28.73949,-68.80233092466325,0.0,21567.277429222657,512000,0.2,10,10339.625901396756,0.0,nan,132.39879
29222.025017908378,126174.68108601573,13,0.3,126174.68108601573,13,29222.025017908378,29222.025017908403,117048110.0,-46.85896908546041,45850.717104953044,-166797.81,10,-30.40347,-46.85896908546041,0.0,45850.717104953044,536000,0.3,10,29222.025017908403,0.0,nan,34.349415
13153.13156251651,130627.76757987948,14,0.1,130627.76757987948,14,13153.13156251651,13153.131562516492,137930720.0,-90.79460237923334,39160.242043462626,-180384.92,10,-31.414629,-90.79460237923334,0.0,39160.242043462626,560000,0.1,10,13153.131562516492,0.0,nan,25.615139
77.59541183281706,1545.7467977935337,15,0.0,1545.7467977935337,15,77.59541183281706,77.59541183281712,156041040.0,-110.15087448036127,489.73985719190875,-182865.5,10,-31.594524,-110.15087448036127,0.0,489.73985719190875,584000,0.0,10,77.59541183281712,0.0,nan,437.07068
24053.155978898714,95186.17317331799,16,0.3,95186.17317331799,16,24053.155978898714,24053.155978898718,176830160.0,-62.89412848001986,38459.28541260385,-190203.17,10,-31.334564,-62.89412848001986,0.0,38459.28541260385,608000,0.3,10,24053.155978898718,0.0,nan,451.4474
-41.98067798452851,-12.659264350041616,17,0.0,-12.659264350041616,17,-41.98067798452851,-41.98067798452851,192229340.0,-62.18543677601338,19.053686055516472,-196961.7,10,-31.045813,-62.18543677601338,0.0,19.053686055516472,632000,0.0,10,-41.98067798452851,0.0,nan,40.558723
2681.9757319902965,25124.648087070706,18,0.2,25124.648087070706,18,2681.9757319902965,2681.975731990297,203889280.0,-61.77418011946343,7506.635375171718,-199280.7,10,-29.709175,-61.77418011946343,0.0,7506.635375171718,656000,0.2,10,2681.975731990297,0.0,nan,35.395527
-47.62157338302352,-17.873268777494054,19,0.0,-17.873268777494054,19,-47.62157338302352,-47.621573383023524,220128110.0,-75.82811619471026,22.467513457386016,-203535.47,10,-24.562946,-75.82811619471026,0.0,22.467513457386016,680000,0.0,10,-47.621573383023524,0.0,nan,36.225834
-2.137362580346,307.1269864609558,20,0.0,307.1269864609558,20,-2.137362580346,-2.137362580346011,229849060.0,-93.17994656754084,116.46362642459167,-209783.23,10,-23.387926,-93.17994656754084,0.0,116.46362642459167,704000,0.0,10,-2.137362580346011,0.0,nan,51.057148
-41.7054481538524,-17.966327695308355,21,0.1,-17.966327695308355,21,-41.7054481538524,-41.70544815385242,235145980.0,-71.66374350903823,16.146006913317724,-214564.83,10,-22.278334,-71.66374350903823,0.0,16.146006913317724,728000,0.1,10,-41.70544815385242,0.0,nan,41.06867
-37.12171744580509,-16.496017945879817,22,0.0,-16.496017945879817,22,-37.12171744580509,-37.12171744580509,241677970.0,-75.62457618711792,21.35103933054436,-213196.83,10,-21.95158,-75.62457618711792,0.0,21.35103933054436,752000,0.0,10,-37.12171744580509,0.0,nan,35.59898
307.2703878865843,3363.5069401791825,23,0.0,3363.5069401791825,23,307.2703878865843,307.27038788658433,1034957630.0,-57.01280606215007,1018.8579271242277,-215534.08,10,-23.734272,-57.01280606215007,0.0,1018.8579271242277,776000,0.0,10,307.27038788658433,0.0,nan,41.441673
-52.945692070039435,-28.58526842735195,24,0.0,-28.58526842735195,24,-52.945692070039435,-52.94569207003942,220375410.0,-95.0715937934964,21.464814713531407,-189534.89,10,-21.712095,-95.0715937934964,0.0,21.464814713531407,800000,0.0,10,-52.94569207003942,0.0,nan,279.75964
31727.212977011124,123195.94149397213,25,0.3,123195.94149397213,25,31727.212977011124,31727.212977011117,211520670.0,-57.271378419801415,49508.679155397156,-170785.69,10,-20.504257,-57.271378419801415,0.0,49508.679155397156,824000,0.3,10,31727.212977011117,0.0,nan,2130.8518
19281.749543289177,124706.29317205615,26,0.2,124706.29317205615,26,19281.749543289177,19281.749543289177,265195650.0,-71.92129861803176,37088.02393562074,-202645.89,10,-22.06696,-71.92129861803176,0.0,37088.02393562074,848000,0.2,10,19281.749543289177,0.0,nan,20.189053
11274.031216792993,86383.67772675678,27,0.1,86383.67772675678,27,11274.031216792993,11274.031216792997,266807950.0,-46.73046046094749,26268.35289701141,-202701.31,10,-21.942234,-46.73046046094749,0.0,26268.35289701141,872000,0.1,10,11274.031216792997,0.0,nan,20.900211
518.838611104336,3353.9245505016142,28,0.0,3353.9245505016142,28,518.838611104336,518.8386111043359,264956350.0,-62.96139290757907,1153.2496725496333,-196714.72,10,-21.274727,-62.96139290757907,0.0,1153.2496725496333,896000,0.0,10,518.8386111043359,0.0,nan,40.81364
9380.859563587404,94182.28696625112,29,0.1,94182.28696625112,29,9380.859563587404,9380.859563587406,246528350.0,-64.64717434813254,28267.145124636518,-190113.39,10,-21.26456,-64.64717434813254,0.0,28267.145124636518,920000,0.1,10,9380.859563587406,0.0,nan,43.2006
12821.785143610952,69584.45950255329,30,0.0,69584.45950255329,30,12821.785143610952,12821.785143610949,246328370.0,-51.23777125079988,22244.416686762677,-186419.19,10,-20.652575,-51.23777125079988,0.0,22244.416686762677,944000,0.0,10,12821.785143610949,0.0,nan,71.311264
22500.838352134688,88743.47475577083,31,0.2,88743.47475577083,31,22500.838352134688,22500.838352134702,251312420.0,-62.507358862763716,31783.620775497133,-185667.05,10,-19.92489,-62.507358862763716,0.0,31783.620775497133,968000,0.2,10,22500.838352134702,0.0,nan,41.324486
-56.17826033926583,-18.423192538171637,32,0.0,-18.423192538171637,32,-56.17826033926583,-56.17826033926583,265071800.0,-72.8421388107408,18.07985983064238,-193336.2,10,-18.674946,-72.8421388107408,0.0,18.07985983064238,992000,0.0,10,-56.17826033926583,0.0,nan,53.559746
30461.91469645821,111326.44491657197,33,0.2,111326.44491657197,33,30461.91469645821,30461.91469645822,239811860.0,-73.33733425038425,46902.63916876285,-183013.92,10,-17.740585,-73.33733425038425,0.0,46902.63916876285,1016000,0.2,10,30461.91469645822,0.0,nan,107.00766
60777.15043314373,146957.68995685782,34,0.5,146957.68995685782,34,60777.15043314373,60777.15043314375,255532340.0,-61.68611177695986,63710.93917698542,-191862.97,10,-17.725054,-61.68611177695986,0.0,63710.93917698542,1040000,0.5,10,60777.15043314375,0.0,nan,34.78938
13445.301710926462,134831.24758806394,35,0.2,134831.24758806394,35,13445.301710926462,13445.301710926467,274953920.0,-65.5988228881984,40461.98450374101,-199259.75,10,-18.0444,-65.5988228881984,0.0,40461.98450374101,1064000,0.2,10,13445.301710926467,0.0,nan,51.31011
12273.314774506902,123025.61689149111,36,0.1,123025.61689149111,36,12273.314774506902,12273.314774506904,293747520.0,-62.66741108358255,36917.44821665785,-207152.22,10,-17.92022,-62.66741108358255,0.0,36917.44821665785,1088000,0.1,10,12273.314774506904,0.0,nan,26.647238
15368.2824415791,154095.06926080014,37,0.3,154095.06926080014,37,15368.2824415791,15368.282441579093,295732860.0,-65.02184556631668,46242.2651744024,-204757.89,10,-17.373114,-65.02184556631668,0.0,46242.2651744024,1112000,0.3,10,15368.282441579093,0.0,nan,77.92626
11394.93951140284,109040.88555449844,38,0.1,109040.88555449844,38,11394.93951140284,11394.939511402832,298596640.0,-85.5051210123804,32588.964967194017,-206954.16,10,-17.263912,-85.5051210123804,0.0,32588.964967194017,1136000,0.1,10,11394.939511402832,0.0,nan,32.681717
45212.4949521881,156608.13774992264,39,0.4,156608.13774992264,39,45212.4949521881,45212.49495218812,318780580.0,-70.9013240418357,65234.64958752029,-213337.3,10,-17.622543,-70.9013240418357,0.0,65234.64958752029,1160000,0.4,10,45212.49495218812,0.0,nan,67.70971
-37.54209073702627,-27.1654763652345,40,0.0,-27.1654763652345,40,-37.54209073702627,-37.54209073702628,340455360.0,-50.69169037483099,8.460655631289775,-226931.58,10,-17.87996,-50.69169037483099,0.0,8.460655631289775,1184000,0.0,10,-37.54209073702628,0.0,nan,29.04965
33121.859531554735,206190.37894275098,41,0.2,206190.37894275098,41,33121.859531554735,33121.85953155476,349696100.0,-55.31592733899047,68749.42657357753,-228722.11,10,-18.004995,-55.31592733899047,0.0,68749.42657357753,1208000,0.2,10,33121.85953155476,0.0,nan,27.114172
37538.43792345937,161558.5032645999,42,0.3,161558.5032645999,42,37538.43792345937,37538.43792345937,334524000.0,-111.85559131422144,59034.52236256365,-225273.7,10,-18.505621,-111.85559131422144,0.0,59034.52236256365,1232000,0.3,10,37538.43792345937,0.0,nan,30.04393
21171.036551031495,107401.77728336916,43,0.2,107401.77728336916,43,21171.036551031495,21171.03655103148,339904350.0,-63.71888349146994,42448.097248437116,-228259.31,10,-18.753544,-63.71888349146994,0.0,42448.097248437116,1256000,0.2,10,21171.03655103148,0.0,nan,30.662199
8248.234763880257,82942.20919378338,44,0.1,82942.20919378338,44,8248.234763880257,8248.23476388025,349888960.0,-70.79693594042311,24897.994978139646,-232449.97,10,-19.381178,-70.79693594042311,0.0,24897.994978139646,1280000,0.1,10,8248.23476388025,0.0,nan,242.25497
22435.27816845489,115782.29563993934,45,0.2,115782.29563993934,45,22435.27816845489,22435.278168454864,355490460.0,-87.80076355853305,44997.490639703814,-235741.72,10,-19.931023,-87.80076355853305,0.0,44997.490639703814,1304000,0.2,10,22435.278168454864,0.0,nan,30.590097
39477.39013753132,148088.1490462797,46,0.4,148088.1490462797,46,39477.39013753132,39477.39013753132,366991300.0,-59.0560424509362,55251.77410016566,-243850.94,10,-20.5145,-59.0560424509362,0.0,55251.77410016566,1328000,0.4,10,39477.39013753132,0.0,nan,27.396034
32846.009816183156,116932.96897642534,47,0.3,116932.96897642534,47,32846.009816183156,32846.00981618315,392063680.0,-55.73680599124306,46834.308162459296,-249296.06,10,-20.856754,-55.73680599124306,0.0,46834.308162459296,1352000,0.3,10,32846.00981618315,0.0,nan,38.07627
27186.227504561517,136232.75240170167,48,0.3,136232.75240170167,48,27186.227504561517,27186.227504561517,404947360.0,-64.95570422985158,54463.15666435555,-249049.5,10,-21.088936,-64.95570422985158,0.0,54463.15666435555,1376000,0.3,10,27186.227504561517,0.0,nan,66.12153
10394.508718496752,104388.76011051665,49,0.1,104388.76011051665,49,10394.508718496752,10394.508718496756,425695780.0,-65.43988046334512,31331.419384349363,-249491.92,10,-20.864487,-65.43988046334512,0.0,31331.419384349363,1400000,0.1,10,10394.508718496756,0.0,nan,481.1277
22612.487529135517,128954.63809376313,50,0.2,128954.63809376313,50,22612.487529135517,22612.48752913552,431718800.0,-60.418103633624504,45613.59241831939,-253685.39,10,-20.854906,-60.418103633624504,0.0,45613.59241831939,1424000,0.2,10,22612.48752913552,0.0,nan,76.91411
20053.271737957344,102709.1511747043,51,0.2,102709.1511747043,51,20053.271737957344,20053.271737957348,413123650.0,-65.45080456942506,39299.9782293224,-256454.94,10,-20.770813,-65.45080456942506,0.0,39299.9782293224,1448000,0.2,10,20053.271737957348,0.0,nan,69.88288
39610.028099700095,119388.55699216932,52,0.4,119388.55699216932,52,39610.028099700095,39610.028099700095,400041700.0,-59.23914044035248,50000.85634337369,-258070.48,10,-21.128416,-59.23914044035248,0.0,50000.85634337369,1472000,0.4,10,39610.028099700095,0.0,nan,38.145454
36204.9586177569,129757.61500129961,53,0.3,129757.61500129961,53,36204.9586177569,36204.95861775691,402885950.0,-56.69964382697536,53008.260535805355,-260366.14,10,-21.04441,-56.69964382697536,0.0,53008.260535805355,1496000,0.3,10,36204.95861775691,0.0,nan,29.45301
42636.114646840426,122425.58269712323,54,0.4,122425.58269712323,54,42636.114646840426,42636.11464684045,413884030.0,-66.77511663047316,52634.79989728877,-267003.62,10,-20.709047,-66.77511663047316,0.0,52634.79989728877,1520000,0.4,10,42636.11464684045,0.0,nan,28.790426
38193.48556539699,137394.90920634914,55,0.3,137394.90920634914,55,38193.48556539699,38193.48556539697,427780740.0,-67.94550280048715,58867.00995551884,-270027.72,10,-20.874056,-67.94550280048715,0.0,58867.00995551884,1544000,0.3,10,38193.48556539697,0.0,nan,31.839148
19655.378944260323,109081.89719990866,56,0.2,109081.89719990866,56,19655.378944260323,19655.378944260312,443119260.0,-61.59514049922775,39687.873229023644,-273993.4,10,-21.22553,-61.59514049922775,0.0,39687.873229023644,1568000,0.2,10,19655.378944260312,0.0,nan,26.239388
28145.922721122646,174626.7004687655,57,0.3,174626.7004687655,57,28145.922721122646,28145.922721122624,447464220.0,-66.73109278413168,57973.016603170945,-273489.9,10,-21.299461,-66.73109278413168,0.0,57973.016603170945,1592000,0.3,10,28145.922721122624,0.0,nan,31.149921
31195.98260405167,183183.125811079,58,0.2,183183.125811079,58,31195.98260405167,31195.982604051667,452565760.0,-73.47172093054823,63640.066693299894,-276653.44,10,-21.234016,-73.47172093054823,0.0,63640.066693299894,1616000,0.2,10,31195.982604051667,0.0,nan,23.197407
67569.39087149598,181766.76350107987,59,0.5,181766.76350107987,59,67569.39087149598,67569.39087149597,428384400.0,-66.07580096225735,70416.37960699893,-273608.06,10,-20.715906,-66.07580096225735,0.0,70416.37960699893,1640000,0.5,10,67569.39087149597,0.0,nan,24.559835
47457.76103948725,161677.5744687211,60,0.3,161677.5744687211,60,47457.76103948725,47457.76103948725,398905440.0,-63.01226918670931,68986.9860828321,-275311.3,10,-20.58815,-63.01226918670931,0.0,68986.9860828321,1664000,0.3,10,47457.76103948725,0.0,nan,118.559
32456.57906567888,178004.65613125297,61,0.2,178004.65613125297,61,32456.57906567888,32456.57906567888,406901900.0,-70.6757302587833,65306.06669249003,-282125.12,10,-20.697136,-70.6757302587833,0.0,65306.06669249003,1688000,0.2,10,32456.57906567888,0.0,nan,25.611012
57668.501801449944,157256.04277955877,62,0.5,157256.04277955877,62,57668.501801449944,57668.501801449944,409561000.0,-63.73854147617384,70717.55519622039,-281117.38,10,-21.061531,-63.73854147617384,0.0,70717.55519622039,1712000,0.5,10,57668.501801449944,0.0,nan,17.192245
27063.718840466598,144173.43840729346,63,0.2,144173.43840729346,63,27063.718840466598,27063.71884046659,427118370.0,-69.57238927164562,54366.963164434484,-281226.97,10,-21.5815,-69.57238927164562,0.0,54366.963164434484,1736000,0.2,10,27063.71884046659,0.0,nan,43.399975
41246.71038134133,143103.28809918606,64,0.4,143103.28809918606,64,41246.71038134133,41246.71038134133,433862000.0,-66.6323282312691,63119.15651232307,-283122.2,10,-21.904707,-66.6323282312691,0.0,63119.15651232307,1760000,0.4,10,41246.71038134133,0.0,nan,21.07812
12900.984941409475,129513.25615801696,65,0.1,129513.25615801696,65,12900.984941409475,12900.984941409475,453181120.0,-67.03710650783844,38870.758365706846,-286352.03,10,-22.392357,-67.03710650783844,0.0,38870.758365706846,1784000,0.1,10,12900.984941409475,0.0,nan,104.66801
34347.39743992486,121270.2178652327,66,0.3,121270.2178652327,66,34347.39743992486,34347.39743992487,448119580.0,-65.27377745072613,51827.42730162564,-286766.56,10,-22.906815,-65.27377745072613,0.0,51827.42730162564,1808000,0.3,10,34347.39743992487,0.0,nan,31.412374
50301.88102066936,146767.85480981038,67,0.4,146767.85480981038,67,50301.88102066936,50301.88102066932,464545380.0,-53.51398915645901,58287.124639888156,-288222.12,10,-22.88595,-53.51398915645901,0.0,58287.124639888156,1832000,0.4,10,50301.88102066932,0.0,nan,143.65625
60493.96532086768,152279.97974422833,68,0.5,152279.97974422833,68,60493.96532086768,60493.965320867675,482779780.0,-60.47076159505436,62290.95022496443,-292848.5,10,-23.337938,-60.47076159505436,0.0,62290.95022496443,1856000,0.5,10,60493.965320867675,0.0,nan,1055.7627
65072.15989711869,141574.15355482858,69,0.5,141574.15355482858,69,65072.15989711869,65072.159897118654,478117800.0,-60.03314118115023,65895.88446056837,-297972.25,10,-23.498547,-60.03314118115023,0.0,65895.88446056837,1880000,0.5,10,65072.159897118654,0.0,nan,243.78082
66784.68432822646,171094.89571931917,70,0.6,171094.89571931917,70,66784.68432822646,66784.68432822646,466593440.0,-63.420538343522196,65984.59491059478,-299326.47,10,-23.61151,-63.420538343522196,0.0,65984.59491059478,1904000,0.6,10,66784.68432822646,0.0,nan,50.79143
12277.758986640785,123078.42622021322,71,0.1,123078.42622021322,71,12277.758986640785,12277.758986640782,477919700.0,-54.49704640113442,36933.569103510454,-302332.53,10,-23.986786,-54.49704640113442,0.0,36933.569103510454,1928000,0.1,10,12277.758986640782,0.0,nan,41.923775
14186.92421736252,142343.9867325517,72,0.1,142343.9867325517,72,14186.92421736252,14186.924217362515,476683800.0,-66.94843395131298,42719.02181664909,-303846.34,10,-24.76331,-66.94843395131298,0.0,42719.02181664909,1952000,0.1,10,14186.924217362515,0.0,nan,48.00085
50161.8879200469,133480.31896321525,73,0.4,133480.31896321525,73,50161.8879200469,50161.88792004691,484770660.0,-66.53486771195597,61636.53416065454,-309130.47,10,-25.289604,-66.53486771195597,0.0,61636.53416065454,1976000,0.4,10,50161.88792004691,0.0,nan,53.36821
30596.670007670695,190015.06040006314,74,0.2,190015.06040006314,74,30596.670007670695,30596.670007670713,484913060.0,-61.83894873781739,63467.40882038245,-313068.53,10,-25.657204,-61.83894873781739,0.0,63467.40882038245,2000000,0.2,10,30596.670007670713,0.0,nan,37.570843
78833.85312997189,179109.09853387775,75,0.6,179109.09853387775,75,78833.85312997189,78833.85312997192,480214180.0,-61.578937382805535,67785.00298121454,-314809.4,10,-25.573664,-61.578937382805535,0.0,67785.00298121454,2024000,0.6,10,78833.85312997192,0.0,nan,34.475536
48273.639031110266,170982.89812222662,76,0.3,170982.89812222662,76,48273.639031110266,48273.63903111028,492877470.0,-58.108712452283875,72293.50591820455,-317672.28,10,-25.687035,-58.108712452283875,0.0,72293.50591820455,2048000,0.3,10,48273.63903111028,0.0,nan,51.747517
37964.005119429436,148688.6222528741,77,0.3,148688.6222528741,77,37964.005119429436,37964.00511942945,497431300.0,-60.96830594572725,59025.401567547255,-321835.53,10,-25.887669,-60.96830594572725,0.0,59025.401567547255,2072000,0.3,10,37964.00511942945,0.0,nan,69.14742
39037.93632839688,123124.61649586259,78,0.4,123124.61649586259,78,39037.93632839688,39037.93632839688,505353570.0,-54.383211569924505,53048.89543622586,-326590.8,10,-25.45812,-54.383211569924505,0.0,53048.89543622586,2096000,0.4,10,39037.93632839688,0.0,nan,60.662975
64080.15826162875,158036.08817228288,79,0.5,158036.08817228288,79,64080.15826162875,64080.15826162875,510205150.0,-62.60462120986234,65491.06272019054,-324037.2,10,-25.119287,-62.60462120986234,0.0,65491.06272019054,2120000,0.5,10,64080.15826162875,0.0,nan,71.14824
73116.3309577775,150444.9106993662,80,0.6,150444.9106993662,80,73116.3309577775,73116.33095777754,517112000.0,-54.7136413180665,63729.83476388165,-320969.22,10,-24.791414,-54.7136413180665,0.0,63729.83476388165,2144000,0.6,10,73116.33095777754,0.0,nan,68.78866
74074.32440009627,156727.96837624442,81,0.6,156727.96837624442,81,74074.32440009627,74074.32440009629,535066980.0,-58.750390105681184,62536.87843505976,-321538.8,10,-24.673317,-58.750390105681184,0.0,62536.87843505976,2168000,0.6,10,74074.32440009629,0.0,nan,69.18442
32143.654877975885,141855.8080727342,82,0.3,141855.8080727342,82,32143.654877975885,32143.654877975874,568214000.0,-62.52913809657302,55574.15628073159,-322601.38,10,-24.449755,-62.52913809657302,0.0,55574.15628073159,2192000,0.3,10,32143.654877975874,0.0,nan,63.631794
15242.274532711996,141181.02006631173,83,0.1,141181.02006631173,83,15242.274532711996,15242.274532712003,581640000.0,-66.04661119804317,42120.650453808325,-321461.0,10,-24.461664,-66.04661119804317,0.0,42120.650453808325,2216000,0.1,10,15242.274532712003,0.0,nan,53.546406
57950.0848363051,162628.30068145893,84,0.4,162628.30068145893,84,57950.0848363051,57950.08483630508,589351500.0,-65.54531891688266,71361.77213744012,-320528.5,10,-24.743113,-65.54531891688266,0.0,71361.77213744012,2240000,0.4,10,57950.08483630508,0.0,nan,57.149166
81736.78035277476,190407.8652343011,85,0.6,190407.8652343011,85,81736.78035277476,81736.78035277475,605861200.0,-63.770117928785474,73016.28207861888,-320474.94,10,-24.92164,-63.770117928785474,0.0,73016.28207861888,2264000,0.6,10,81736.78035277475,0.0,nan,63.477547
68012.07271120777,178970.14706634538,86,0.5,178970.14706634538,86,68012.07271120777,68012.0727112078,605110100.0,-63.18677529959171,69556.64718369835,-322770.88,10,-24.925556,-63.18677529959171,0.0,69556.64718369835,2288000,0.5,10,68012.0727112078,0.0,nan,88.46133
41789.3846723009,145685.40094866947,87,0.3,145685.40094866947,87,41789.3846723009,41789.38467230092,609392000.0,-63.917102281334,63962.620796000054,-322312.5,10,-25.059227,-63.917102281334,0.0,63962.620796000054,2312000,0.3,10,41789.38467230092,0.0,nan,444.36304
30991.785653798062,156058.92517941305,88,0.3,156058.92517941305,88,30991.785653798062,30991.785653798077,622578000.0,-65.02953299806033,60607.80941927109,-327086.5,10,-25.09832,-65.02953299806033,0.0,60607.80941927109,2336000,0.3,10,30991.785653798077,0.0,nan,336.8571
39786.65615861816,139460.73172666787,89,0.3,139460.73172666787,89,39786.65615861816,39786.656158618156,641159900.0,-67.28860840649905,60914.95578999204,-333254.97,10,-25.058561,-67.28860840649905,0.0,60914.95578999204,2360000,0.3,10,39786.656158618156,0.0,nan,171.62987
71511.9963092665,161973.302583757,90,0.5,161973.302583757,90,71511.9963092665,71511.9963092665,645184800.0,-57.26473788008728,72361.9451350326,-333419.44,10,-25.352894,-57.26473788008728,0.0,72361.9451350326,2384000,0.5,10,71511.9963092665,0.0,nan,382.12607
55521.79813512824,161337.94383536527,91,0.5,161337.94383536527,91,55521.79813512824,55521.79813512821,651894340.0,-58.68868486239605,65805.44436684325,-335022.88,10,-25.100903,-58.68868486239605,0.0,65805.44436684325,2408000,0.5,10,55521.79813512821,0.0,nan,87.1466
52305.451715893716,169089.81628667106,92,0.4,169089.81628667106,92,52305.451715893716,52305.451715893716,652042050.0,-63.310204919359116,61875.177006709964,-332902.06,10,-25.530676,-63.310204919359116,0.0,61875.177006709964,2432000,0.4,10,52305.451715893716,0.0,nan,35.65446
63364.4150241698,174172.70586127182,93,0.6,174172.70586127182,93,63364.4150241698,63364.4150241698,994626050.0,-65.37406523784608,65902.57493899575,-331154.4,10,-25.579275,-65.37406523784608,0.0,65902.57493899575,2456000,0.6,10,63364.4150241698,0.0,nan,4571.3735
58590.52388451316,175368.8717227449,94,0.4,175368.8717227449,94,58590.52388451316,58590.523884513146,1627738600.0,-60.93510264812701,72757.20052297984,-331646.47,10,-25.997305,-60.93510264812701,0.0,72757.20052297984,2480000,0.4,10,58590.523884513146,0.0,nan,7714.572
25024.587096581025,160773.91101235826,95,0.2,160773.91101235826,95,25024.587096581025,25024.58709658105,1121697200.0,-132.52740532307644,52655.36870214589,-320585.6,10,-26.333637,-132.52740532307644,0.0,52655.36870214589,2504000,0.2,10,25024.58709658105,0.0,nan,22734.316
