MetaTest/Average/MaxReturn,MetaTest/window-open-v1/NumTrajs,MetaTest/window-open-v1/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/Iteration,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/window-open-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/window-open-v1/AverageReturn,MetaTest/window-open-v1/StdReturn,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/window-open-v1/SuccessRate
173117.38592253733,10,173117.38592253733,10,-76.0684338699271,54,32216.951157830666,1520000,0.0,32216.951157830674,-76.0684338699271,64764.38507245834,0.3,32216.951157830666,64764.38507245834,32216.951157830674,0.0,54,0.3
129091.62286539277,10,129091.62286539277,10,-51.127645196052725,55,32749.354101821424,1544000,0.0,32749.354101821424,-51.127645196052725,52109.32082072942,0.3,32749.354101821424,52109.32082072942,32749.354101821424,0.0,55,0.3
110401.62026655118,10,110401.62026655118,10,-69.07863188655686,56,39310.607446869195,1568000,0.0,39310.60744686919,-69.07863188655686,48725.34091637021,0.5,39310.607446869195,48725.34091637021,39310.60744686919,0.0,56,0.5
143492.46780055627,10,143492.46780055627,10,-59.22732552693132,57,40329.22546370279,1592000,0.0,40329.22546370275,-59.22732552693132,54654.35254975157,0.3,40329.22546370279,54654.35254975157,40329.22546370275,0.0,57,0.3
172886.35856824202,10,172886.35856824202,10,-56.491113592218824,58,46215.7147094327,1616000,0.0,46215.714709432716,-56.491113592218824,63255.18093364463,0.6,46215.7147094327,63255.18093364463,46215.714709432716,0.0,58,0.6
154015.48498370536,10,154015.48498370536,10,-72.92168613810675,59,43373.265461610245,1640000,0.0,43373.26546161023,-72.92168613810675,56084.32990468633,0.4,43373.265461610245,56084.32990468633,43373.26546161023,0.0,59,0.4
71738.41924998113,10,71738.41924998113,10,-62.726007379043764,60,7135.3803272835985,1664000,0.0,7135.380327283599,-62.726007379043764,21534.350000216422,0.2,7135.3803272835985,21534.350000216422,7135.380327283599,0.0,60,0.2
141054.5798429896,10,141054.5798429896,10,-66.26330148648881,61,29309.043304998148,1688000,0.0,29309.04330499813,-66.26330148648881,52978.76534602072,0.3,29309.043304998148,52978.76534602072,29309.04330499813,0.0,61,0.3
89323.34990982828,10,89323.34990982828,10,-64.16934434697507,62,32442.53691397988,1712000,0.0,32442.536913979868,-64.16934434697507,39922.121774238825,0.4,32442.53691397988,39922.121774238825,32442.536913979868,0.0,62,0.4
144756.45781341125,10,144756.45781341125,10,-61.126543551236004,63,48033.864112578376,1736000,0.0,48033.864112578376,-61.126543551236004,59715.50176605564,0.4,48033.864112578376,59715.50176605564,48033.864112578376,0.0,63,0.4
140038.632162574,10,140038.632162574,10,-60.49518849923339,64,14458.088928798728,1760000,0.0,14458.088928798737,-60.49518849923339,41869.42326106446,0.5,14458.088928798728,41869.42326106446,14458.088928798737,0.0,64,0.5
-28.73306607063783,10,-28.73306607063783,10,-60.87104327610075,65,-38.52333384206561,1784000,0.0,-38.523333842065604,-60.87104327610075,9.28302226450657,0.1,-38.52333384206561,9.28302226450657,-38.523333842065604,0.0,65,0.1
2368.8540482408825,10,2368.8540482408825,10,-61.661185104008865,66,195.0849716318802,1808000,0.0,195.0849716318802,-61.661185104008865,724.6987760727186,0.1,195.0849716318802,724.6987760727186,195.0849716318802,0.0,66,0.1
138124.94404708737,10,138124.94404708737,10,-61.10073997585033,67,23380.169430085432,1832000,0.0,23380.169430085436,-61.10073997585033,45906.337515898544,0.3,23380.169430085432,45906.337515898544,23380.169430085436,0.0,67,0.3
138739.76726822456,10,138739.76726822456,10,-56.99417258762527,68,48297.57984334767,1856000,0.0,48297.57984334764,-56.99417258762527,59938.89676083719,0.5,48297.57984334767,59938.89676083719,48297.57984334764,0.0,68,0.5
153214.57201112536,10,153214.57201112536,10,-63.3286567259712,69,28797.996408084226,1880000,0.0,28797.996408084222,-63.3286567259712,57623.55982108916,0.3,28797.996408084226,57623.55982108916,28797.996408084222,0.0,69,0.3
158276.6495913198,10,158276.6495913198,10,-60.236275040538004,70,67824.7403033944,1904000,0.0,67824.74030339438,-60.236275040538004,70636.4404218554,0.5,67824.7403033944,70636.4404218554,67824.74030339438,0.0,70,0.5
116487.77965699811,10,116487.77965699811,10,-67.03368352926651,71,19368.311820333915,1928000,0.0,19368.311820333907,-67.03368352926651,39805.129560685506,0.2,19368.311820333915,39805.129560685506,19368.311820333907,0.0,71,0.2
131195.60550182947,10,131195.60550182947,10,-66.7734288827725,72,44046.75036180886,1952000,0.0,44046.750361808874,-66.7734288827725,48173.51269689499,0.4,44046.75036180886,48173.51269689499,44046.750361808874,0.0,72,0.4
109574.10866493909,10,109574.10866493909,10,-124.15941503924957,73,20318.99584355471,1976000,0.0,20318.995843554716,-124.15941503924957,40946.792057430495,0.2,20318.99584355471,40946.792057430495,20318.995843554716,0.0,73,0.2
-44.78731088019943,10,-44.78731088019943,10,-140.70473735950125,74,-86.60746133309374,2000000,0.0,-86.60746133309374,-140.70473735950125,35.96892826092683,0.0,-86.60746133309374,35.96892826092683,-86.60746133309374,0.0,74,0.0
78844.6945770329,10,78844.6945770329,10,-120.40647359924981,75,12255.622889399618,2024000,0.0,12255.622889399629,-120.40647359924981,25869.669621073743,0.2,12255.622889399618,25869.669621073743,12255.622889399629,0.0,75,0.2
172074.50339249856,10,172074.50339249856,10,-93.40693845262659,76,35981.49338917715,2048000,0.0,35981.49338917718,-93.40693845262659,59000.4654061207,0.3,35981.49338917715,59000.4654061207,35981.49338917718,0.0,76,0.3
112767.83464627067,10,112767.83464627067,10,-91.03516410614131,77,12976.78962874037,2072000,0.0,12976.78962874037,-91.03516410614131,33676.15569894747,0.2,12976.78962874037,33676.15569894747,12976.78962874037,0.0,77,0.2
145652.51410887786,10,145652.51410887786,10,-73.5320829426557,78,46136.57540936432,2096000,0.0,46136.575409364305,-73.5320829426557,53434.568636226424,0.4,46136.57540936432,53434.568636226424,46136.575409364305,0.0,78,0.4
137106.9476802533,10,137106.9476802533,10,-80.25351531529085,79,58703.546126844885,2120000,0.0,58703.546126844885,-80.25351531529085,56772.49071691009,0.7,58703.546126844885,56772.49071691009,58703.546126844885,0.0,79,0.7
140623.12488714606,10,140623.12488714606,10,-56.58814772027197,80,48790.335077307114,2144000,0.0,48790.3350773071,-56.58814772027197,53299.06688162985,0.6,48790.335077307114,53299.06688162985,48790.3350773071,0.0,80,0.6
147722.06158801576,10,147722.06158801576,10,-57.18834622570277,81,66442.03559333565,2168000,0.0,66442.03559333566,-57.18834622570277,53500.13982003377,0.6,66442.03559333565,53500.13982003377,66442.03559333566,0.0,81,0.6
156085.36016765307,10,156085.36016765307,10,-57.599223833054985,82,36304.018813994095,2192000,0.0,36304.01881399409,-57.599223833054985,59627.451061347325,0.3,36304.018813994095,59627.451061347325,36304.01881399409,0.0,82,0.3
129872.19404239266,10,129872.19404239266,10,-71.52134468432352,83,27656.557870030967,2216000,0.0,27656.557870030974,-71.52134468432352,44141.70777989037,0.3,27656.557870030967,44141.70777989037,27656.557870030974,0.0,83,0.3
147394.3014016581,10,147394.3014016581,10,-136.74294178826864,84,34056.693369028304,2240000,0.0,34056.69336902833,-136.74294178826864,54416.37585508906,0.3,34056.693369028304,54416.37585508906,34056.69336902833,0.0,84,0.3
88434.95705941076,10,88434.95705941076,10,-131.7423905150905,85,21702.441794287315,2264000,0.0,21702.441794287308,-131.7423905150905,34729.59189492781,0.2,21702.441794287315,34729.59189492781,21702.441794287308,0.0,85,0.2
102.55644673177316,10,102.55644673177316,10,-130.32965482432851,86,-67.47604862824201,2288000,0.0,-67.47604862824203,-130.32965482432851,64.96561664655783,0.0,-67.47604862824201,64.96561664655783,-67.47604862824203,0.0,86,0.0
127998.72049398029,10,127998.72049398029,10,-60.94727022525762,87,23660.352154277163,2312000,0.0,23660.352154277156,-60.94727022525762,47619.47297987214,0.2,23660.352154277163,47619.47297987214,23660.352154277156,0.0,87,0.2
104143.01052339587,10,104143.01052339587,10,-136.45777775825718,88,23519.814269563467,2336000,0.0,23519.814269563474,-136.45777775825718,37605.37659415927,0.2,23519.814269563467,37605.37659415927,23519.814269563474,0.0,88,0.2
136588.972163063,10,136588.972163063,10,-143.35736545688474,89,31800.61265347283,2360000,0.0,31800.61265347282,-143.35736545688474,50557.42261365983,0.4,31800.61265347283,50557.42261365983,31800.61265347282,0.0,89,0.4
115559.65676278435,10,115559.65676278435,10,-127.38379317279168,90,15309.19078709721,2384000,0.0,15309.19078709721,-127.38379317279168,35319.57727239369,0.1,15309.19078709721,35319.57727239369,15309.19078709721,0.0,90,0.1
135330.79858207295,10,135330.79858207295,10,-63.53433128619066,91,50101.44855443408,2408000,0.0,50101.44855443409,-63.53433128619066,52886.50546943081,0.5,50101.44855443408,52886.50546943081,50101.44855443409,0.0,91,0.5
87918.25166483133,10,87918.25166483133,10,-68.37710118335488,92,34712.98097452251,2432000,0.0,34712.98097452249,-68.37710118335488,40100.701181978926,0.4,34712.98097452251,40100.701181978926,34712.98097452249,0.0,92,0.4
165275.97513359503,10,165275.97513359503,10,-59.07199397816793,93,56242.315664851994,2456000,0.0,56242.315664851994,-59.07199397816793,59572.36001548776,0.6,56242.315664851994,59572.36001548776,56242.315664851994,0.0,93,0.6
174066.24196995317,10,174066.24196995317,10,-62.49623515395887,94,35574.19582173692,2480000,0.0,35574.19582173694,-62.49623515395887,59090.03272088196,0.4,35574.19582173692,59090.03272088196,35574.19582173694,0.0,94,0.4
117263.75328743483,10,117263.75328743483,10,-51.72701915306075,95,33782.31024360123,2504000,0.0,33782.31024360122,-51.72701915306075,40129.9319886828,0.5,33782.31024360123,40129.9319886828,33782.31024360122,0.0,95,0.5
135894.46444854364,10,135894.46444854364,10,-59.284154996025464,96,51130.51406389936,2528000,0.0,51130.51406389936,-59.284154996025464,53258.53449792139,0.5,51130.51406389936,53258.53449792139,51130.51406389936,0.0,96,0.5
158172.65662536668,10,158172.65662536668,10,-44.49440808167784,97,87270.85512758928,2552000,0.0,87270.8551275893,-44.49440808167784,59507.18100678595,0.8,87270.85512758928,59507.18100678595,87270.8551275893,0.0,97,0.8
130464.02909263114,10,130464.02909263114,10,-61.37048789036727,98,51583.5752966643,2576000,0.0,51583.57529666428,-61.37048789036727,53849.00721067627,0.5,51583.5752966643,53849.00721067627,51583.57529666428,0.0,98,0.5
152963.72587167425,10,152963.72587167425,10,-59.27378091319235,99,72024.78695124105,2600000,0.0,72024.78695124103,-59.27378091319235,60045.286410827895,0.7,72024.78695124105,60045.286410827895,72024.78695124103,0.0,99,0.7
149272.19787733327,10,149272.19787733327,10,-54.12272182231959,100,66607.66595227494,2624000,0.0,66607.66595227493,-54.12272182231959,58267.98379328837,0.6,66607.66595227494,58267.98379328837,66607.66595227493,0.0,100,0.6
128246.37068252945,10,128246.37068252945,10,-56.14262464408193,101,48768.424540996966,2648000,0.0,48768.42454099696,-56.14262464408193,52907.4257294466,0.6,48768.424540996966,52907.4257294466,48768.42454099696,0.0,101,0.6
141994.30448861115,10,141994.30448861115,10,-60.87086065116158,102,25873.234516013745,2672000,0.0,25873.23451601373,-60.87086065116158,46504.004205659934,0.7,25873.234516013745,46504.004205659934,25873.23451601373,0.0,102,0.7
146522.5415923793,10,146522.5415923793,10,-60.6198098880852,103,55851.82228635599,2696000,0.0,55851.82228635599,-60.6198098880852,54426.96800974037,0.6,55851.82228635599,54426.96800974037,55851.82228635599,0.0,103,0.6
134716.0910264468,10,134716.0910264468,10,-64.3349862792734,104,40397.03613275752,2720000,0.0,40397.03613275754,-64.3349862792734,52397.195255691404,0.4,40397.03613275752,52397.195255691404,40397.03613275754,0.0,104,0.4
119701.15048374835,10,119701.15048374835,10,-53.00075773529973,105,20073.661737174676,2744000,0.0,20073.66173717466,-53.00075773529973,40934.646561720685,0.5,20073.661737174676,40934.646561720685,20073.66173717466,0.0,105,0.5
143550.39490345065,10,143550.39490345065,10,-64.43467675701767,106,33943.981011956734,2768000,0.0,33943.981011956756,-64.43467675701767,52715.261220227905,0.4,33943.981011956734,52715.261220227905,33943.981011956756,0.0,106,0.4
142670.58792466827,10,142670.58792466827,10,-62.78007938075388,107,60824.972490663255,2792000,0.0,60824.97249066325,-62.78007938075388,55511.00994691037,0.5,60824.972490663255,55511.00994691037,60824.97249066325,0.0,107,0.5
151293.60203299392,10,151293.60203299392,10,-60.56222957741722,108,72374.09665416677,2816000,0.0,72374.09665416677,-60.56222957741722,63855.95554301369,0.6,72374.09665416677,63855.95554301369,72374.09665416677,0.0,108,0.6
161959.73297572415,10,161959.73297572415,10,-67.20226926532828,109,40299.79280040912,2840000,0.0,40299.79280040911,-67.20226926532828,51822.609744498004,0.5,40299.79280040912,51822.609744498004,40299.79280040911,0.0,109,0.5
122623.2852733826,10,122623.2852733826,10,-61.70491848662506,110,57988.36410020501,2864000,0.0,57988.364100205035,-61.70491848662506,52710.65987755777,0.7,57988.36410020501,52710.65987755777,57988.364100205035,0.0,110,0.7
147958.493744526,10,147958.493744526,10,-65.91607114098534,111,33219.59452631494,2888000,0.0,33219.594526314926,-65.91607114098534,52860.45060671615,0.3,33219.59452631494,52860.45060671615,33219.594526314926,0.0,111,0.3
131522.67975208713,10,131522.67975208713,10,-63.950127301082034,112,47744.79805903018,2912000,0.0,47744.79805903017,-63.950127301082034,51482.76441331301,0.6,47744.79805903018,51482.76441331301,47744.79805903017,0.0,112,0.6
120100.93913058737,10,120100.93913058737,10,-49.74071976328879,113,65649.2565278303,2936000,0.0,65649.2565278303,-49.74071976328879,53932.88414238921,0.8,65649.2565278303,53932.88414238921,65649.2565278303,0.0,113,0.8
148798.5748375148,10,148798.5748375148,10,-64.37508681073774,114,57882.291117338136,2960000,0.0,57882.29111733815,-64.37508681073774,61553.82883799004,0.5,57882.291117338136,61553.82883799004,57882.29111733815,0.0,114,0.5
163300.6030001233,10,163300.6030001233,10,-65.26954847774249,115,20227.48288393392,2984000,0.0,20227.48288393393,-65.26954847774249,49112.38097806469,0.4,20227.48288393392,49112.38097806469,20227.48288393393,0.0,115,0.4
79027.64745584516,10,79027.64745584516,10,-134.0150387829518,116,7820.906349572023,3008000,0.0,7820.906349572026,-134.0150387829518,23735.603901918632,0.1,7820.906349572023,23735.603901918632,7820.906349572026,0.0,116,0.1
146049.79848109809,10,146049.79848109809,10,-101.99604654388841,117,36905.5587439596,3032000,0.0,36905.55874395958,-101.99604654388841,58857.132431824866,0.3,36905.5587439596,58857.132431824866,36905.55874395958,0.0,117,0.3
103182.51281415095,10,103182.51281415095,10,-139.3072047306217,118,16902.105436043883,3056000,0.0,16902.10543604389,-139.3072047306217,34962.51133357713,0.1,16902.105436043883,34962.51133357713,16902.10543604389,0.0,118,0.1
118627.08848295927,10,118627.08848295927,10,-76.79198363034588,119,11822.742048662883,3080000,0.0,11822.74204866289,-76.79198363034588,35601.45182674375,0.1,11822.742048662883,35601.45182674375,11822.74204866289,0.0,119,0.1
