MetaTest/Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,MetaTest/push-v1/StdReturn,push-v1/AverageDiscountedReturn,MetaTest/push-v1/AverageDiscountedReturn,Average/SuccessRate,Average/TerminationRate,MetaTest/push-v1/MaxReturn,MetaTest/Average/AverageReturn,push-v1/SuccessRate,MetaTest/push-v1/TerminationRate,MetaTest/Average/SuccessRate,push-v1/AverageReturn,Average/NumEpisodes,Average/MaxReturn,Average/MinReturn,push-v1/StdReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,push-v1/TerminationRate,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,Average/AverageReturn,GaussianMLPPolicy/KLBefore,Average/Iteration,MetaTest/push-v1/Iteration,Iteration,MetaTest/Average/MaxReturn,push-v1/NumEpisodes,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/NumEpisodes,GaussianMLPPolicy/KLAfter,push-v1/MaxReturn,MetaTest/push-v1/MinReturn,push-v1/Iteration,Average/AverageDiscountedReturn,push-v1/MinReturn,GaussianMLPPolicy/LossBefore
,-2.0973311620764434e-06,3.1476088224735577e-07,,1603.2512632816774,,0.065,0.0,,,0.065,,,5764.785681236401,200,67804.65697160656,-41.853222978081845,10469.096941662845,,,2240000,,0.0,10469.096941662845,,,,5764.785681236401,0.0,27,,27,,200,,5.575509071350098,,0.00022047940001357347,67804.65697160656,,27,1603.2512632816774,-41.853222978081845,-1.7825702798290877e-06
,-1.504282352016162e-07,1.1975425451282717e-07,,2255.256461433285,,0.075,0.0,,,0.075,,,8315.671904527415,200,94449.33394526999,-36.268985589270585,16084.6923774732,,,2320000,,0.0,16084.6923774732,,,,8315.671904527415,0.0,28,,28,,200,,5.575469493865967,,8.42146182549186e-05,94449.33394526999,,28,2255.256461433285,-36.268985589270585,-3.0673980688789015e-08
,-1.0413554264232516e-05,1.034513843478635e-07,,2224.508006918788,,0.105,0.0,,,0.105,,,8318.865045488279,200,164918.30718709645,-28.970236901583352,19384.10045622519,,,2400000,,0.0,19384.10045622519,,,,8318.865045488279,0.0,29,,29,,200,,5.561553478240967,,7.28733284631744e-05,164918.30718709645,,29,2224.508006918788,-28.970236901583352,-1.0310102879884653e-05
-23.601558518111663,-2.0653426417993614e-06,9.001678336062469e-08,16446.387991630905,1919.639883209098,8609.345358158409,0.1,0.0,103193.81064176593,8609.345358158409,0.1,0.0,0.08,7459.1818123132225,200,110511.86423792757,-57.32987522375779,14426.98632752958,0.08,16446.387991630905,2480000,50,0.0,14426.98632752958,8609.345358158409,3,0.0,7459.1818123132225,0.0,30,3,30,103193.81064176593,200,8609.345358158409,5.5592851638793945,50,6.348298484226689e-05,110511.86423792757,-23.601558518111663,30,1919.639883209098,-57.32987522375779,-1.9753258584387368e-06
,3.587903393054148e-06,3.25408109347336e-08,,2430.3208678817628,,0.08,0.0,,,0.08,,,9321.816877264948,200,120427.95113152027,-55.70663015047206,16751.707159178768,,,2560000,,0.0,16751.707159178768,,,,9321.816877264948,0.0,31,,31,,200,,5.561668872833252,,2.2998046915745363e-05,120427.95113152027,,31,2430.3208678817628,-55.70663015047206,3.6204442039888818e-06
,-1.8414670194033533e-05,3.014174581039697e-06,,1918.0861516097152,,0.085,0.0,,,0.085,,,7404.204962355167,200,69374.21632926585,-28.14039081669692,14062.944456649962,,,2640000,,0.0,14062.944456649962,,,,7404.204962355167,0.0,32,,32,,200,,5.5417866706848145,,0.0017795428866520524,69374.21632926585,,32,1918.0861516097152,-28.14039081669692,-1.5400495612993836e-05
,-1.3679255062015727e-06,6.262621354835574e-08,,3322.9228595637933,,0.12,0.0,,,0.12,,,12334.648519140537,200,128601.2168920932,-29.64847238736686,21648.029349452638,,,2720000,,0.0,21648.029349452638,,,,12334.648519140537,0.0,33,,33,,200,,5.540163516998291,,4.4176169467391446e-05,128601.2168920932,,33,3322.9228595637933,-29.64847238736686,-1.305299292653217e-06
,-2.8424176434782567e-06,3.082209332205821e-08,,2646.7276480443434,,0.095,0.0,,,0.095,,,10008.50626810099,200,109677.14656358639,-108.600849696431,18396.213136922997,,,2800000,,0.0,18396.213136922997,,,,10008.50626810099,0.0,34,,34,,200,,5.537774085998535,,2.1793330233776942e-05,109677.14656358639,,34,2646.7276480443434,-108.600849696431,-2.8115955501561984e-06
,-1.841806238189747e-06,1.9755702851398382e-08,,2797.9206430774548,,0.095,0.0,,,0.095,,,10054.23817647759,200,169217.04824484355,-32.213644375442925,20616.43094789765,,,2880000,,0.0,20616.43094789765,,,,10054.23817647759,0.0,35,,35,,200,,5.536374568939209,,1.3979110008222051e-05,169217.04824484355,,35,2797.9206430774548,-32.213644375442925,-1.8220505353383487e-06
,-8.716288903087843e-06,8.954702934715897e-08,,2828.6600022602697,,0.1,0.0,,,0.1,,,10977.804302910366,200,122930.71862326094,-61.6469964657968,17956.401621292694,,,2960000,,0.0,17956.401621292694,,,,10977.804302910366,0.0,36,,36,,200,,5.524199962615967,,6.306162686087191e-05,122930.71862326094,,36,2828.6600022602697,-61.6469964657968,-8.626741873740684e-06
,-6.215898793016095e-06,5.893889465369284e-08,,3300.083231831816,,0.13,0.0,,,0.13,,,12754.647058167377,200,160399.1359286334,-29.622210817315032,24579.555025133544,,,3040000,,0.0,24579.555025133544,,,,12754.647058167377,0.0,37,,37,,200,,5.515408992767334,,4.158696174272336e-05,160399.1359286334,,37,3300.083231831816,-29.622210817315032,-6.156959898362402e-06
,-1.438690105715068e-06,1.0660528459993657e-08,,3052.2080345175873,,0.11,0.0,,,0.11,,,11705.961170883107,200,144660.48380787898,-38.177432453932134,23878.60904045419,,,3120000,,0.0,23878.60904045419,,,,11705.961170883107,0.0,38,,38,,200,,5.514975547790527,,7.530324182880577e-06,144660.48380787898,,38,3052.2080345175873,-38.177432453932134,-1.4280295772550744e-06
,-1.2991440598852932e-05,1.6218837117776275e-07,,3294.997686316777,,0.135,0.0,,,0.135,,,12171.681068710843,200,152404.55944681008,-33.32454173429202,21755.148066448222,,,3200000,,0.0,21755.148066448222,,,,12171.681068710843,0.0,39,,39,,200,,5.496853828430176,,0.00011390800500521436,152404.55944681008,,39,3294.997686316777,-33.32454173429202,-1.282925222767517e-05
-28.544263007998506,8.086213938440778e-07,3.1547983780910727e-08,19776.37479291363,3232.4416686645563,13293.081739483872,0.075,0.0,75592.48232132415,13293.081739483874,0.075,0.0,0.1,12020.726934375582,200,123373.30162946573,-32.08768278052142,20908.02766791159,0.1,19776.37479291363,3280000,50,0.0,20908.02766791159,13293.081739483872,4,0.0,12020.726934375582,0.0,40,4,40,75592.48232132415,200,13293.081739483874,5.49741268157959,50,2.2293501388048753e-05,123373.30162946573,-28.544263007998506,40,3232.4416686645563,-32.08768278052142,8.401693776249886e-07
,-3.9912579268275294e-06,3.408013071748428e-08,,3049.2897731557896,,0.135,0.0,,,0.135,,,11636.557698856206,200,110847.57180729911,-37.367105645645815,18431.576661188967,,,3360000,,0.0,18431.576661188967,,,,11636.557698856206,0.0,41,,41,,200,,5.494094371795654,,2.406382918707095e-05,110847.57180729911,,41,3049.2897731557896,-37.367105645645815,-3.957177796110045e-06
,-1.5014181826700224e-06,1.35844402393559e-07,,3310.0460179832053,,0.14,0.0,,,0.14,,,12499.416841422193,200,109060.21495861546,-32.74164595334374,19364.26852115274,,,3440000,,0.0,19364.26852115274,,,,12499.416841422193,0.0,42,,42,,200,,5.492306709289551,,9.5314797363244e-05,109060.21495861546,,42,3310.0460179832053,-32.74164595334374,-1.3655737802764634e-06
,2.5947842914320063e-06,1.7512320482637733e-08,,3510.654874009882,,0.14,0.0,,,0.14,,,13183.207644581638,200,126709.79348730943,-37.40734337161393,23719.990040074823,,,3520000,,0.0,23719.990040074823,,,,13183.207644581638,0.0,43,,43,,200,,5.494640827178955,,1.2366876944724936e-05,126709.79348730943,,43,3510.654874009882,-37.40734337161393,2.612296611914644e-06
,-2.3304748992813984e-06,2.0854713511653244e-08,,3685.9295834413188,,0.14,0.0,,,0.14,,,14296.717047200114,200,153404.3787109477,-43.06892645254207,25994.672227534764,,,3600000,,0.0,25994.672227534764,,,,14296.717047200114,0.0,44,,44,,200,,5.492705821990967,,1.4741273844265379e-05,153404.3787109477,,44,3685.9295834413188,-43.06892645254207,-2.309620185769745e-06
,-4.395588462102751e-07,2.271863763780857e-08,,3895.6621323554373,,0.19,0.0,,,0.19,,,14639.211356382084,200,130596.16144734118,-49.869843279330375,25258.5662190004,,,3680000,,0.0,25258.5662190004,,,,14639.211356382084,0.0,45,,45,,200,,5.4923624992370605,,1.6066098396549933e-05,130596.16144734118,,45,3895.6621323554373,-49.869843279330375,-4.168402085724665e-07
,3.628553315593308e-07,5.926580115556135e-09,,2874.289185930154,,0.085,0.0,,,0.085,,,10925.925928306016,200,115469.41295605208,-28.57784887740369,19880.86417803746,,,3760000,,0.0,19880.86417803746,,,,10925.925928306016,0.0,46,,46,,200,,5.492477893829346,,4.185118086752482e-06,115469.41295605208,,46,2874.289185930154,-28.57784887740369,3.6878191167488694e-07
,-6.171659151732456e-06,3.672175807878375e-08,,3154.878511398774,,0.11,0.0,,,0.11,,,11356.179751057025,200,112435.28881225048,-42.73515004522357,19039.813895129133,,,3840000,,0.0,19039.813895129133,,,,11356.179751057025,0.0,47,,47,,200,,5.485171318054199,,2.5912371711456217e-05,112435.28881225048,,47,3154.878511398774,-42.73515004522357,-6.134937393653672e-06
,1.481260596847278e-06,3.442960405664053e-07,,3142.336401283805,,0.105,0.0,,,0.105,,,11059.386822844357,200,140860.6949260632,-42.267706490799654,19413.286465481888,,,3920000,,0.0,19413.286465481888,,,,11059.386822844357,0.0,48,,48,,200,,5.4875874519348145,,0.00023881946981418878,140860.6949260632,,48,3142.336401283805,-42.267706490799654,1.8255566374136833e-06
,-2.0772229163412703e-06,6.946788744244259e-08,,3006.2659813403,,0.105,0.0,,,0.105,,,11361.462877771108,200,103831.88642205593,-32.04114386504192,19161.010171808546,,,4000000,,0.0,19161.010171808546,,,,11361.462877771108,0.0,49,,49,,200,,5.4854865074157715,,4.902974615106359e-05,103831.88642205593,,49,3006.2659813403,-32.04114386504192,-2.0077550288988277e-06
-27.427256919177147,2.767502792266896e-06,1.836201590776909e-08,15330.77789096181,2985.550085060087,10837.326230370021,0.125,0.0,71369.60958322271,10837.326230370023,0.125,0.0,0.12,11047.601538357876,200,138923.42895471744,-37.01240508193784,21852.63995484215,0.12,15330.77789096181,4080000,50,0.0,21852.63995484215,10837.326230370021,5,0.0,11047.601538357876,0.0,50,5,50,71369.60958322271,200,10837.326230370023,5.487968444824219,50,1.2997623343835585e-05,138923.42895471744,-27.427256919177147,50,2985.550085060087,-37.01240508193784,2.785864808174665e-06
,-3.512023340590531e-06,7.77520199335413e-08,,3207.8672481508133,,0.115,0.0,,,0.115,,,11855.201458069263,200,123051.03449953679,-38.778096587334545,20474.103597737707,,,4160000,,0.0,20474.103597737707,,,,11855.201458069263,0.0,51,,51,,200,,5.484560012817383,,5.489519753609784e-05,123051.03449953679,,51,3207.8672481508133,-38.778096587334545,-3.4342713206569897e-06
,-4.3395749571573106e-07,2.5353443788844743e-08,,2874.1499299958546,,0.095,0.0,,,0.095,,,11281.851389404992,200,101845.47442138448,-32.24431077594055,17511.05192181609,,,4240000,,0.0,17511.05192181609,,,,11281.851389404992,0.0,52,,52,,200,,5.484062194824219,,1.7932736227521673e-05,101845.47442138448,,52,2874.1499299958546,-32.24431077594055,-4.086040519268863e-07
,-1.373553686789819e-06,2.7016653803002555e-08,,3708.164124292323,,0.11,0.0,,,0.11,,,13641.165019327866,200,178837.72255402608,-27.973285899139906,25757.105819595596,,,4320000,,0.0,25757.105819595596,,,,13641.165019327866,0.0,53,,53,,200,,5.4831719398498535,,1.9052651623496786e-05,178837.72255402608,,53,3708.164124292323,-27.973285899139906,-1.3465370329868165e-06
,3.762825429021177e-07,1.8603515172799234e-08,,3304.687894584896,,0.115,0.0,,,0.115,,,13005.275231503887,200,177847.5553761128,-28.288613349559636,24444.821787424367,,,4400000,,0.0,24444.821787424367,,,,13005.275231503887,0.0,54,,54,,200,,5.483627796173096,,1.3163841686036903e-05,177847.5553761128,,54,3304.687894584896,-28.288613349559636,3.9488605807491695e-07
,-2.9421978524624137e-06,2.439583113300614e-08,,2970.1071460266194,,0.125,0.0,,,0.125,,,11078.86603324821,200,107805.2789279439,-29.125429122026475,18948.983148526226,,,4480000,,0.0,18948.983148526226,,,,11078.86603324821,0.0,55,,55,,200,,5.478996753692627,,1.718717612675391e-05,107805.2789279439,,55,2970.1071460266194,-29.125429122026475,-2.9178020213294076e-06
,-2.3231627892528195e-06,2.1777850633952767e-08,,3688.63609751349,,0.13,0.0,,,0.13,,,13888.184055300182,200,183447.0522183233,-75.96485559284204,23443.859686276573,,,4560000,,0.0,23443.859686276573,,,,13888.184055300182,0.0,56,,56,,200,,5.476868152618408,,1.539526056149043e-05,183447.0522183233,,56,3688.63609751349,-75.96485559284204,-2.3013849386188667e-06
,-2.8690792532870546e-06,7.448761607520282e-09,,3411.922096159683,,0.125,0.0,,,0.125,,,12522.406912683982,200,150032.81867358644,-41.00343092387515,23535.524462794343,,,4640000,,0.0,23535.524462794343,,,,12522.406912683982,0.0,57,,57,,200,,5.4749555587768555,,5.262278136797249e-06,150032.81867358644,,57,3411.922096159683,-41.00343092387515,-2.8616304916795343e-06
,1.7975349919652217e-06,2.5202211872965563e-08,,3856.1556821959266,,0.18,0.0,,,0.18,,,15226.07412703199,200,112816.81847165816,-35.39633020421911,24338.03069796545,,,4720000,,0.0,24338.03069796545,,,,15226.07412703199,0.0,58,,58,,200,,5.476693153381348,,1.7828609998105094e-05,112816.81847165816,,58,3856.1556821959266,-35.39633020421911,1.8227372038381873e-06
,-6.08618665864924e-06,3.820605343207717e-08,,3348.9404646530734,,0.12,0.0,,,0.12,,,13000.355727156713,200,144422.0017282543,-36.74206218104313,24874.874628144407,,,4800000,,0.0,24874.874628144407,,,,13000.355727156713,0.0,59,,59,,200,,5.469747066497803,,2.698916068766266e-05,144422.0017282543,,59,3348.9404646530734,-36.74206218104313,-6.0479806052171625e-06
-23.95401968761349,3.7831810004718136e-06,1.8634636944625527e-08,31517.81320621454,3707.6591578137677,16117.152227154182,0.155,0.0,177886.04634611728,16117.152227154183,0.155,0.0,0.16,13983.588309284849,200,152210.89878027694,-37.637733190679945,24985.842832209346,0.16,31517.81320621454,4880000,50,0.0,24985.842832209346,16117.152227154182,6,0.0,13983.588309284849,0.0,60,6,60,177886.04634611728,200,16117.152227154183,5.474997520446777,50,1.3167255019652657e-05,152210.89878027694,-23.95401968761349,60,3707.6591578137677,-37.637733190679945,3.801815637416439e-06
,1.2079698308298248e-06,3.7713334677391686e-09,,3177.1065494712534,,0.12,0.0,,,0.12,,,11818.481203905812,200,133661.52938373206,-42.969601977848306,20048.353175936532,,,4960000,,0.0,20048.353175936532,,,,11818.481203905812,0.0,61,,61,,200,,5.475475788116455,,2.6676648303691763e-06,133661.52938373206,,61,3177.1065494712534,-42.969601977848306,1.211741164297564e-06
,-4.410224391904194e-06,2.2166659618960693e-08,,4857.101920262935,,0.2,0.0,,,0.2,,,18450.726722848984,200,152664.3240641046,-49.97982217557719,30287.94729358017,,,5040000,,0.0,30287.94729358017,,,,18450.726722848984,0.0,62,,62,,200,,5.47288179397583,,1.5676308976253495e-05,152664.3240641046,,62,4857.101920262935,-49.97982217557719,-4.388057732285233e-06
