MetaTest/Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,MetaTest/push-v1/StdReturn,push-v1/AverageDiscountedReturn,MetaTest/push-v1/AverageDiscountedReturn,Average/SuccessRate,Average/TerminationRate,MetaTest/push-v1/MaxReturn,MetaTest/Average/AverageReturn,push-v1/SuccessRate,MetaTest/push-v1/TerminationRate,MetaTest/Average/SuccessRate,push-v1/AverageReturn,Average/NumEpisodes,Average/MaxReturn,Average/MinReturn,push-v1/StdReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,push-v1/TerminationRate,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,Average/AverageReturn,GaussianMLPPolicy/KLBefore,Average/Iteration,MetaTest/push-v1/Iteration,Iteration,MetaTest/Average/MaxReturn,push-v1/NumEpisodes,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/NumEpisodes,GaussianMLPPolicy/KLAfter,push-v1/MaxReturn,MetaTest/push-v1/MinReturn,push-v1/Iteration,Average/AverageDiscountedReturn,push-v1/MinReturn,GaussianMLPPolicy/LossBefore
-42.26348895959703,-0.0028304040897637606,0.0013796560233458877,755.0734148120122,-0.6499130144106227,186.7281853239271,0.0,0.0,3925.3195304695373,186.728185323927,0.0,0.0,0.0,10.245435522378054,200,2530.6403999609483,-63.6338603616168,237.3414668292449,0.0,755.0734148120122,80000,50,0.0,237.3414668292449,186.7281853239271,0,0.0,10.245435522378054,0.0,0,0,0,3925.3195304695373,200,186.728185323927,5.65110969543457,50,0.00991626176983118,2530.6403999609483,-42.26348895959703,0,-0.6499130144106227,-63.6338603616168,-0.001450748066417873
,8.747168067202438e-06,0.0003129253045699443,,22.978213393752196,,0.005,0.0,,,0.005,,,75.14546327251372,200,1973.3482276667285,-50.117707157630335,290.25623795980715,,,160000,,0.0,290.25623795980715,,,,75.14546327251372,0.0,1,,1,,200,,5.667259693145752,,0.007308253087103367,1973.3482276667285,,1,22.978213393752196,-50.117707157630335,0.0003216724726371467
,-0.00024717929773032665,0.0001566918072057888,,130.24687511170504,,0.015,0.0,,,0.015,,,392.1664034364252,200,6898.853331074005,-36.68234862553635,1118.4853019386758,,,240000,,0.0,1118.4853019386758,,,,392.1664034364252,0.0,2,,2,,200,,5.6588311195373535,,0.007812301628291607,6898.853331074005,,2,130.24687511170504,-36.68234862553635,-9.048749052453786e-05
,-0.00011070099571952596,3.283491969341412e-05,,436.45813454941003,,0.0,0.0,,,0.0,,,1371.1440298535008,200,35057.468283982416,-53.057597914426175,4042.7973580163507,,,320000,,0.0,4042.7973580163507,,,,1371.1440298535008,0.0,3,,3,,200,,5.629822254180908,,0.006294769700616598,35057.468283982416,,3,436.45813454941003,-53.057597914426175,-7.786607602611184e-05
,-3.502927938825451e-06,3.309425125053167e-06,,619.9583434200939,,0.04,0.0,,,0.04,,,2029.492229163695,200,53863.91853955715,-38.33853586467422,5464.727171454863,,,400000,,0.0,5464.727171454863,,,,2029.492229163695,0.0,4,,4,,200,,5.629700183868408,,0.0018023119773715734,53863.91853955715,,4,619.9583434200939,-38.33853586467422,-1.9350281377228384e-07
,1.7272093828069046e-05,2.659704477991909e-06,,979.5777402494787,,0.035,0.0,,,0.035,,,3387.919448211249,200,69627.07919587016,-33.722496315029936,8001.4302385573,,,480000,,0.0,8001.4302385573,,,,3387.919448211249,0.0,5,,5,,200,,5.6553473472595215,,0.0015687806298956275,69627.07919587016,,5,979.5777402494787,-33.722496315029936,1.9931798306060955e-05
,-1.5028505004011095e-05,1.4416200428968295e-06,,866.1055245784437,,0.035,0.0,,,0.035,,,3087.3270882692213,200,61166.14991466274,-38.67183790703979,7937.533198294795,,,560000,,0.0,7937.533198294795,,,,3087.3270882692213,0.0,6,,6,,200,,5.635849475860596,,0.000860560336150229,61166.14991466274,,6,866.1055245784437,-38.67183790703979,-1.3586884961114265e-05
,-1.67692887771409e-05,1.8668297343538143e-06,,1093.1595255431455,,0.035,0.0,,,0.035,,,3696.535584875783,200,78807.42821033402,-39.56394274356152,8586.643383797335,,,640000,,0.0,8586.643383797335,,,,3696.535584875783,0.0,7,,7,,200,,5.615199089050293,,0.0010798771400004625,78807.42821033402,,7,1093.1595255431455,-39.56394274356152,-1.4902459042787086e-05
,2.3526340555690695e-06,3.548880158632528e-07,,885.4102427196859,,0.015,0.0,,,0.015,,,3131.568548899024,200,72781.67411866106,-84.88712092076551,6822.734856592628,,,720000,,0.0,6822.734856592628,,,,3131.568548899024,0.0,8,,8,,200,,5.6181817054748535,,0.0002475455403327942,72781.67411866106,,8,885.4102427196859,-84.88712092076551,2.7075220714323223e-06
,-2.5678468773548957e-06,1.1248289411014412e-07,,1560.5118289397838,,0.055,0.0,,,0.055,,,5253.7196134692895,200,103935.31570544567,-42.84127659601897,10668.033601837262,,,800000,,0.0,10668.033601837262,,,,5253.7196134692895,0.0,9,,9,,200,,5.615440368652344,,7.916393951745704e-05,103935.31570544567,,9,1560.5118289397838,-42.84127659601897,-2.4553639832447516e-06
-28.761301223574744,1.3000437775190221e-06,3.019119958480587e-07,12707.559362756689,1402.9938560128621,5969.8216406151105,0.035,0.0,72609.33192383805,5969.821640615111,0.035,0.0,0.04,4930.080329432176,200,54284.78504216267,-31.085966094410722,9645.83497738279,0.04,12707.559362756689,880000,50,0.0,9645.83497738279,5969.8216406151105,1,0.0,4930.080329432176,0.0,10,1,10,72609.33192383805,200,5969.821640615111,5.6167755126953125,50,0.00021085143089294434,54284.78504216267,-28.761301223574744,10,1402.9938560128621,-31.085966094410722,1.6019557733670808e-06
,4.574966624204535e-06,1.5892555893515237e-07,,1597.4172785475573,,0.065,0.0,,,0.065,,,5761.204220674977,200,80739.01160004524,-34.030876989645684,11981.569266010105,,,960000,,0.0,11981.569266010105,,,,5761.204220674977,0.0,11,,11,,200,,5.621711730957031,,0.00011141521099489182,80739.01160004524,,11,1597.4172785475573,-34.030876989645684,4.733892183139687e-06
,-5.158852673048386e-06,4.944513420923613e-08,,1808.0740538630716,,0.045,0.0,,,0.045,,,6395.050454067079,200,66707.7022019084,-31.540461703495648,12091.19687348278,,,1040000,,0.0,12091.19687348278,,,,6395.050454067079,0.0,12,,12,,200,,5.6149373054504395,,3.4894976124633104e-05,66707.7022019084,,12,1808.0740538630716,-31.540461703495648,-5.10940753883915e-06
,-1.703429042265725e-08,6.036516531082725e-08,,1175.3136679746033,,0.025,0.0,,,0.025,,,4088.9231816166243,200,42539.96531378127,-44.290278146442574,8432.664130544252,,,1120000,,0.0,8432.664130544252,,,,4088.9231816166243,0.0,13,,13,,200,,5.614987850189209,,4.258758417563513e-05,42539.96531378127,,13,1175.3136679746033,-44.290278146442574,4.333087488817e-08
,-5.8842833823291585e-06,1.0982057574437931e-07,,983.455135370181,,0.03,0.0,,,0.03,,,3607.385475193737,200,75155.89188248047,-30.471045927713536,7779.046775350202,,,1200000,,0.0,7779.046775350202,,,,3607.385475193737,0.0,14,,14,,200,,5.6069464683532715,,7.724770694039762e-05,75155.89188248047,,14,983.455135370181,-30.471045927713536,-5.774462806584779e-06
,5.011071948501922e-07,6.039772415533662e-08,,1507.5624429195811,,0.04,0.0,,,0.04,,,5341.085072627918,200,75714.80645192784,-27.052432686120753,10858.876695076127,,,1280000,,0.0,10858.876695076127,,,,5341.085072627918,0.0,15,,15,,200,,5.607650279998779,,4.2502164433244616e-05,75714.80645192784,,15,1507.5624429195811,-27.052432686120753,5.615049190055288e-07
,-3.0213486752472818e-05,5.990932550048456e-06,,1184.0643806145315,,0.035,0.0,,,0.035,,,4217.037150537249,200,57081.55037473952,-30.15309630384398,9171.052387991693,,,1360000,,0.0,9171.052387991693,,,,4217.037150537249,0.0,16,,16,,200,,5.578916072845459,,0.0038410320412367582,57081.55037473952,,16,1184.0643806145315,-30.15309630384398,-2.4222554202424362e-05
,-7.512546176258184e-07,2.9486727726180106e-08,,1776.262479920818,,0.085,0.0,,,0.085,,,6673.05376371721,200,75070.76771616777,-42.69772227853549,12023.315476260714,,,1440000,,0.0,12023.315476260714,,,,6673.05376371721,0.0,17,,17,,200,,5.578330993652344,,2.082138780679088e-05,75070.76771616777,,17,1776.262479920818,-42.69772227853549,-7.217678898996382e-07
,-9.844659871305339e-06,1.0048097465187311e-07,,1472.9943175769201,,0.035,0.0,,,0.035,,,5075.71412137978,200,62874.80978361846,-56.44825788382467,9654.733456203663,,,1520000,,0.0,9654.733456203663,,,,5075.71412137978,0.0,18,,18,,200,,5.566409111022949,,7.088880374794826e-05,62874.80978361846,,18,1472.9943175769201,-56.44825788382467,-9.744178896653466e-06
,-9.39125402510399e-06,4.530652859102702e-06,,1977.7652057257046,,0.075,0.0,,,0.075,,,6799.7944242490785,200,58698.038581145505,-34.9868560347095,11221.77227232862,,,1600000,,0.0,11221.77227232862,,,,6799.7944242490785,0.0,19,,19,,200,,5.560718059539795,,0.002663897816091776,58698.038581145505,,19,1977.7652057257046,-34.9868560347095,-4.860601166001288e-06
-36.40220802704233,-1.8329710655962117e-06,8.644133231427986e-08,19165.76262771297,1760.8480848777167,10277.127479094743,0.055,0.0,106595.05285396388,10277.127479094743,0.055,0.0,0.1,6283.678187067829,200,102073.78322415159,-31.451774195056306,11931.166843670888,0.1,19165.76262771297,1680000,50,0.0,11931.166843670888,10277.127479094743,2,0.0,6283.678187067829,0.0,20,2,20,106595.05285396388,200,10277.127479094743,5.559319019317627,50,6.097088771639392e-05,102073.78322415159,-36.40220802704233,20,1760.8480848777167,-31.451774195056306,-1.7465297332819318e-06
,8.037876796151977e-06,1.0680923878680915e-07,,1943.8402915562779,,0.09,0.0,,,0.09,,,6592.663249181311,200,110446.70573559788,-27.706590090389103,13908.131148982393,,,1760000,,0.0,13908.131148982393,,,,6592.663249181311,0.0,21,,21,,200,,5.5679402351379395,,7.525180990342051e-05,110446.70573559788,,21,1943.8402915562779,-27.706590090389103,8.144686034938786e-06
,-2.4287501219077967e-06,8.94151526154019e-08,,1681.4044579779654,,0.04,0.0,,,0.04,,,5569.336898221783,200,66001.81410338276,-28.01039443585094,9527.007080697847,,,1840000,,0.0,9527.007080697847,,,,5569.336898221783,0.0,22,,22,,200,,5.565630912780762,,6.31910006632097e-05,66001.81410338276,,22,1681.4044579779654,-28.01039443585094,-2.339334969292395e-06
,-6.591783403564477e-06,3.7193331081653014e-08,,2208.736032189751,,0.05,0.0,,,0.05,,,7694.144573921981,200,142785.3619550543,-28.672106692529404,16025.038839112209,,,1920000,,0.0,16025.038839112209,,,,7694.144573921981,0.0,23,,23,,200,,5.55626916885376,,2.6247265850543045e-05,142785.3619550543,,23,2208.736032189751,-28.672106692529404,-6.554590072482824e-06
,-9.332505214842968e-06,7.890885171946138e-07,,1610.5759637988979,,0.035,0.0,,,0.035,,,5855.997035521495,200,92595.58153154653,-48.82107830299733,11954.205742804525,,,2000000,,0.0,11954.205742804525,,,,5855.997035521495,0.0,24,,24,,200,,5.544242858886719,,0.0005432091420516372,92595.58153154653,,24,1610.5759637988979,-48.82107830299733,-8.543416697648354e-06
,4.1741151335372706e-07,3.1584363568981644e-08,,1605.7046973477002,,0.03,0.0,,,0.03,,,5425.939869922374,200,65715.37005152329,-27.585197530857922,9965.262277094029,,,2080000,,0.0,9965.262277094029,,,,5425.939869922374,0.0,25,,25,,200,,5.544547080993652,,2.2312713554129004e-05,65715.37005152329,,25,1605.7046973477002,-27.585197530857922,4.489958769227087e-07
,2.3928098016767763e-05,1.549582702864427e-05,,2127.222682093069,,0.07,0.0,,,0.07,,,7536.717702824979,200,95075.64901240473,-59.06641532453646,14883.04819572736,,,2160000,,0.0,14883.04819572736,,,,7536.717702824979,0.0,26,,26,,200,,5.577843189239502,,0.00620980653911829,95075.64901240473,,26,2127.222682093069,-59.06641532453646,3.9423925045412034e-05
