reach-v1/AverageReturn,reach-v1/TerminationRate,Average/Iteration,Average/MinReturn,MetaTest/reach-v1/StdReturn,Average/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/dLoss,reach-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/reach-v1/AverageReturn,TotalEnvSteps,reach-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/reach-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,reach-v1/StdReturn,Average/MaxReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/TerminationRate,reach-v1/NumEpisodes,reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/MaxReturn,GaussianMLPPolicy/LossBefore,MetaTest/reach-v1/MinReturn,MetaTest/reach-v1/TerminationRate,MetaTest/reach-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,Iteration,reach-v1/MaxReturn,reach-v1/Iteration,GaussianMLPPolicy/Entropy,MetaTest/Average/StdReturn,GaussianMLPPolicy/KLBefore,Average/AverageReturn
63890.25741386544,0.0,47,13132.008949155688,0.0,0.16,200,4.120238372706808e-09,0.16,32187.542271604958,32187.542271604958,3840000,13132.008949155688,1,1,0.0,0.0,30244.093516269295,162220.69900057788,23085.498011787757,2.906898089349852e-06,30244.093516269295,47,32187.542271604972,0.0,200,23085.498011787757,47,-9.694598475107341e-07,32187.542271604972,32187.542271604958,-9.653396091380273e-07,32187.542271604958,0.0,0.0,32187.542271604958,32187.542271604958,47,162220.69900057788,47,5.667813301086426,0.0,0.0,63890.25741386544
61633.109112590384,0.0,48,5367.739077325893,0.0,0.17,200,7.003933433225029e-09,0.17,98918.86614331993,98918.86614331993,3920000,5367.739077325893,1,1,1.0,0.0,34072.62328535498,193906.28943231973,22626.91077439485,4.948818968841806e-06,34072.62328535498,48,98918.86614331997,0.0,200,22626.91077439485,48,3.827038597137289e-07,98918.86614331997,98918.86614331993,3.897077931469539e-07,98918.86614331993,0.0,1.0,98918.86614331993,98918.86614331993,48,193906.28943231973,48,5.668209552764893,0.0,0.0,61633.109112590384
64692.408043815376,0.0,49,13933.75161147832,0.0,0.175,200,1.828453832786181e-09,0.175,32274.038454101552,32274.038454101552,4000000,13933.75161147832,1,1,0.0,0.0,31794.75294657843,187282.8016440229,23012.200834588843,1.2823695669794688e-06,31794.75294657843,49,32274.038454101552,0.0,200,23012.200834588843,49,4.719819060028385e-07,32274.038454101552,32274.038454101552,4.738103598356247e-07,32274.038454101552,0.0,0.0,32274.038454101552,32274.038454101552,49,187282.8016440229,49,5.668668270111084,0.0,0.0,64692.408043815376
62899.730300495845,0.0,50,14293.483192902728,0.0,0.155,200,5.198728558752919e-09,0.155,48609.817288054386,48609.817288054386,4080000,14293.483192902728,1,1,0.0,0.0,33783.73180859586,217426.8365439251,22824.2922638923,3.6667588574346155e-06,33783.73180859586,50,48609.8172880544,0.0,200,22824.2922638923,50,1.0152359664061805e-07,48609.8172880544,48609.817288054386,1.0672232519937097e-07,48609.817288054386,0.0,0.0,48609.817288054386,48609.817288054386,50,217426.8365439251,50,5.668759822845459,0.0,0.0,62899.730300495845
65221.27387919657,0.0,51,8704.843233448737,0.0,0.18,200,5.6916604762591305e-09,0.18,26080.58787017405,26080.58787017405,4160000,8704.843233448737,1,1,0.0,0.0,31948.908510776728,153504.97181943036,23470.901087357015,4.011015334981494e-06,31948.908510776728,51,26080.587870174037,0.0,200,23470.901087357015,51,2.2268318389251363e-07,26080.587870174037,26080.58787017405,2.2837484436877276e-07,26080.58787017405,0.0,0.0,26080.58787017405,26080.58787017405,51,153504.97181943036,51,5.668959617614746,0.0,0.0,65221.27387919657
64784.711350859165,0.0,52,15460.112240852655,0.0,0.19,200,5.9513922678888775e-09,0.19,42860.17572668747,42860.17572668747,4240000,15460.112240852655,1,1,0.0,0.0,33606.93182214666,157957.7066579385,22945.262993513225,4.199394879833562e-06,33606.93182214666,52,42860.17572668745,0.0,200,22945.262993513225,52,6.346811574076128e-07,42860.17572668745,42860.17572668747,6.406325496755017e-07,42860.17572668747,0.0,0.0,42860.17572668747,42860.17572668747,52,157957.7066579385,52,5.6695380210876465,0.0,0.0,64784.711350859165
68980.49797011331,0.0,53,13446.70367217639,0.0,0.19,200,4.806537390322774e-09,0.19,19600.14498729124,19600.14498729124,4320000,13446.70367217639,1,1,0.0,0.0,30098.128584701284,162982.04700806356,25050.009202793695,3.390377969481051e-06,30098.128584701284,53,19600.144987291238,0.0,200,25050.009202793695,53,3.200019875748694e-07,19600.144987291238,19600.14498729124,3.248085249651922e-07,19600.14498729124,0.0,0.0,19600.14498729124,19600.14498729124,53,162982.04700806356,53,5.669805526733398,0.0,0.0,68980.49797011331
59593.99727776187,0.0,54,10554.2487908421,0.0,0.145,200,5.866297669854248e-09,0.145,17827.72106071998,17827.72106071998,4400000,10554.2487908421,1,1,0.0,0.0,30904.196263747053,152933.0312143405,22090.787678977984,4.1576463445380796e-06,30904.196263747053,54,17827.721060719978,0.0,200,22090.787678977984,54,-8.830566144979457e-08,17827.721060719978,17827.72106071998,-8.243936377994032e-08,17827.72106071998,0.0,0.0,17827.72106071998,17827.72106071998,54,152933.0312143405,54,5.669715404510498,0.0,0.0,59593.99727776187
63360.04711099429,0.0,55,10809.86303601007,0.0,0.12,200,6.7620931076817214e-09,0.12,75411.73382691205,75411.73382691205,4480000,10809.86303601007,1,1,0.0,0.0,30395.58767923284,165268.54088160448,22438.430302631325,4.7717257984913886e-06,30395.58767923284,55,75411.73382691211,0.0,200,22438.430302631325,55,-5.179070967642474e-07,75411.73382691211,75411.73382691205,-5.111450036565657e-07,75411.73382691205,0.0,0.0,75411.73382691205,75411.73382691205,55,165268.54088160448,55,5.669272422790527,0.0,0.0,63360.04711099429
65787.07882117388,0.0,56,8968.006244925096,0.0,0.215,200,2.69334066160809e-09,0.215,26015.95278494703,26015.95278494703,4560000,8968.006244925096,1,1,0.0,0.0,31264.33660244132,179923.539094613,23891.37962785082,1.897583388199564e-06,31264.33660244132,56,26015.952784947018,0.0,200,23891.37962785082,56,-1.382234700031404e-07,26015.952784947018,26015.95278494703,-1.355301293415323e-07,26015.95278494703,0.0,0.0,26015.95278494703,26015.95278494703,56,179923.539094613,56,5.669135093688965,0.0,0.0,65787.07882117388
62057.957967690796,0.0,57,16291.757465124261,0.0,0.135,200,2.3815118765924126e-09,0.135,48812.12688762447,48812.12688762447,4640000,16291.757465124261,1,1,0.0,0.0,30937.00242119968,157300.65609916378,22618.80441760851,1.682011088632862e-06,30937.00242119968,57,48812.12688762448,0.0,200,22618.80441760851,57,5.65742595881602e-07,48812.12688762448,48812.12688762447,5.681241077581944e-07,48812.12688762447,0.0,0.0,48812.12688762447,48812.12688762447,57,157300.65609916378,57,5.669657230377197,0.0,0.0,62057.957967690796
61399.22000876524,0.0,58,12492.647535614606,0.0,0.13,200,5.5905673423950475e-09,0.13,133304.8727005815,133304.8727005815,4720000,12492.647535614606,1,1,1.0,0.0,27817.624296116497,148789.8152099113,22468.208277676982,3.919575647159945e-06,27817.624296116497,58,133304.8727005816,0.0,200,22468.208277676982,58,-6.908152272444568e-09,133304.8727005816,133304.8727005815,-1.3175849300495202e-09,133304.8727005815,0.0,1.0,133304.8727005815,133304.8727005815,58,148789.8152099113,58,5.669655799865723,0.0,0.0,61399.22000876524
65930.3077911901,0.0,59,10918.80157695398,0.0,0.18,200,4.464169478524127e-09,0.18,131605.11731331787,131605.11731331787,4800000,10918.80157695398,1,1,1.0,0.0,31309.75500851839,181285.26094137502,24019.552674908453,3.156234470225172e-06,31309.75500851839,59,131605.1173133178,0.0,200,24019.552674908453,59,4.5451696450982126e-07,131605.1173133178,131605.11731331787,4.589811339883454e-07,131605.11731331787,0.0,1.0,131605.11731331787,131605.11731331787,59,181285.26094137502,59,5.670097351074219,0.0,0.0,65930.3077911901
66123.48202266303,0.0,60,12232.355474425398,0.0,0.21,200,4.6905199724278646e-09,0.21,73927.23398441562,73927.23398441562,4880000,12232.355474425398,1,1,1.0,0.0,29956.31271241108,153958.35796928636,24494.604149586754,3.321924623378436e-06,29956.31271241108,60,73927.23398441565,0.0,200,24494.604149586754,60,-3.694153178912529e-07,73927.23398441565,73927.23398441562,-3.6472479791882506e-07,73927.23398441562,0.0,1.0,73927.23398441562,73927.23398441562,60,153958.35796928636,60,5.669762134552002,0.0,0.0,66123.48202266303
63248.0173899699,0.0,61,16929.23048210986,0.0,0.155,200,1.5666614672227297e-09,0.155,73440.95252230264,73440.95252230264,4960000,16929.23048210986,1,1,1.0,0.0,33101.454244276836,179320.17850180663,22350.816238952204,1.0734040643001208e-06,33101.454244276836,61,73440.95252230266,0.0,200,22350.816238952204,61,-1.8509504684516287e-07,73440.95252230266,73440.95252230264,-1.8352838537794014e-07,73440.95252230264,0.0,1.0,73440.95252230264,73440.95252230264,61,179320.17850180663,61,5.6695942878723145,0.0,0.0,63248.0173899699
65864.02435416773,0.0,62,12622.03186792512,0.0,0.21,200,5.121364665683359e-09,0.21,148636.95450395936,148636.95450395936,5040000,12622.03186792512,1,1,1.0,0.0,30657.047882968713,155220.87033150805,24069.768909873717,3.598724333642167e-06,30657.047882968713,62,148636.95450395936,0.0,200,24069.768909873717,62,-2.10600910577341e-06,148636.95450395936,148636.95450395936,-2.1008877411077265e-06,148636.95450395936,0.0,1.0,148636.95450395936,148636.95450395936,62,155220.87033150805,62,5.667441368103027,0.0,0.0,65864.02435416773
65208.57730097124,0.0,63,14072.140965043087,0.0,0.195,200,3.76931552636961e-09,0.195,48537.43095382193,48537.43095382193,5120000,14072.140965043087,1,1,0.0,0.0,31393.60706158751,152051.35144269554,24215.59582697637,2.652563352967263e-06,31393.60706158751,63,48537.43095382197,0.0,200,24215.59582697637,63,-3.321474935091828e-07,48537.43095382197,48537.43095382193,-3.283781779828132e-07,48537.43095382193,0.0,0.0,48537.43095382193,48537.43095382193,63,152051.35144269554,63,5.667177677154541,0.0,0.0,65208.57730097124
65250.35702348957,0.0,64,7044.91508981792,0.0,0.15,200,4.7398316382896155e-09,0.15,39861.36257985973,39861.36257985973,5200000,7044.91508981792,1,1,0.0,0.0,30982.095345581776,154873.47538445005,23298.611270619494,3.338853275636211e-06,30982.095345581776,64,39861.36257985977,0.0,200,23298.611270619494,64,-2.4831996370267007e-07,39861.36257985977,39861.36257985973,-2.4358013206438045e-07,39861.36257985973,0.0,0.0,39861.36257985973,39861.36257985973,64,154873.47538445005,64,5.6669464111328125,0.0,0.0,65250.35702348957
66551.35898550531,0.0,65,17514.326749278473,0.0,0.21,200,1.8295622794539668e-09,0.21,99400.59511605008,99400.59511605008,5280000,17514.326749278473,1,1,0.0,0.0,31166.068792026213,165850.91221882403,24094.650971727882,1.2682299939115182e-06,31166.068792026213,65,99400.59511605007,0.0,200,24094.650971727882,65,-6.942065056136926e-07,99400.59511605007,99400.59511605008,-6.923769433342386e-07,99400.59511605008,0.0,0.0,99400.59511605008,99400.59511605008,65,165850.91221882403,65,5.6662068367004395,0.0,0.0,66551.35898550531
64968.91578180879,0.0,66,16614.12199862316,0.0,0.185,200,1.8564207948656986e-09,0.185,46197.15011204146,46197.15011204146,5360000,16614.12199862316,1,1,0.0,0.0,28929.442314217562,138861.03841595727,23500.944222471862,1.3178071185393492e-06,28929.442314217562,66,46197.150112041454,0.0,200,23500.944222471862,66,-3.725904207385611e-07,46197.150112041454,46197.15011204146,-3.707339999436954e-07,46197.15011204146,0.0,0.0,46197.15011204146,46197.15011204146,66,138861.03841595727,66,5.665891170501709,0.0,0.0,64968.91578180879
65704.32043598642,0.0,67,9127.0862509775,0.0,0.2,200,1.7321042378171114e-09,0.2,81411.87151243049,81411.87151243049,5440000,9127.0862509775,1,1,0.0,0.0,32027.909650439648,158957.50135560695,24853.246830164837,1.2194553846711642e-06,32027.909650439648,67,81411.87151243052,0.0,200,24853.246830164837,67,1.221050780486621e-07,81411.87151243052,81411.87151243049,1.2383718228647922e-07,81411.87151243049,0.0,0.0,81411.87151243049,81411.87151243049,67,158957.50135560695,67,5.666015148162842,0.0,0.0,65704.32043598642
69746.61228328459,0.0,68,15651.880535789007,0.0,0.205,200,2.1098003344377503e-09,0.205,99351.72436610673,99351.72436610673,5520000,15651.880535789007,1,1,0.0,0.0,30291.06861269395,150808.0411727609,25537.8971290378,1.4748603689440642e-06,30291.06861269395,68,99351.72436610672,0.0,200,25537.8971290378,68,-1.2421257906680694e-06,99351.72436610672,99351.72436610673,-1.2400159903336316e-06,99351.72436610673,0.0,0.0,99351.72436610673,99351.72436610673,68,150808.0411727609,68,5.664597034454346,0.0,0.0,69746.61228328459
68352.28175140159,0.0,69,15403.864487854564,0.0,0.19,200,1.01232444649213e-09,0.19,48219.140293728466,48219.140293728466,5600000,15403.864487854564,1,1,0.0,0.0,31242.58464674393,155290.70811597526,24050.189165846325,6.85335862726788e-07,31242.58464674393,69,48219.140293728444,0.0,200,24050.189165846325,69,-4.501817443269829e-07,48219.140293728444,48219.140293728466,-4.4916941988049075e-07,48219.140293728466,0.0,0.0,48219.140293728466,48219.140293728466,69,155290.70811597526,69,5.664191246032715,0.0,0.0,68352.28175140159
61641.06191707229,0.0,70,17168.905827044822,0.0,0.16,200,1.3842509360983968e-09,0.16,34743.588243698134,34743.588243698134,5680000,17168.905827044822,1,1,0.0,0.0,31495.952492649845,167494.00928929978,22426.509934000365,9.754619441082468e-07,31495.952492649845,70,34743.58824369815,0.0,200,22426.509934000365,70,3.7967225807733485e-07,34743.58824369815,34743.588243698134,3.8105650901343324e-07,34743.588243698134,0.0,0.0,34743.588243698134,34743.588243698134,70,167494.00928929978,70,5.6645965576171875,0.0,0.0,61641.06191707229
70113.40691465916,0.0,71,13090.49520179668,0.0,0.22,200,2.01902139451704e-09,0.22,83568.29797584281,83568.29797584281,5760000,13090.49520179668,1,1,1.0,0.0,32185.56946983476,172685.77110903026,25901.535657310764,1.4325979691420798e-06,32185.56946983476,71,83568.2979758429,0.0,200,25901.535657310764,71,-3.1681247492088005e-07,83568.2979758429,83568.29797584281,-3.14793453526363e-07,83568.29797584281,0.0,1.0,83568.29797584281,83568.29797584281,71,172685.77110903026,71,5.664315223693848,0.0,0.0,70113.40691465916
69592.0454588789,0.0,72,6748.248055363508,0.0,0.205,200,2.558714129463624e-09,0.205,83592.55203532924,83592.55203532924,5840000,6748.248055363508,1,1,0.0,0.0,30570.117294477248,165106.4039709525,24690.46246854956,1.8034909317066194e-06,30570.117294477248,72,83592.55203532933,0.0,200,24690.46246854956,72,-7.584853989328622e-08,83592.55203532933,83592.55203532924,-7.328982576382259e-08,83592.55203532924,0.0,0.0,83592.55203532924,83592.55203532924,72,165106.4039709525,72,5.6642584800720215,0.0,0.0,69592.0454588789
67190.29090090793,0.0,73,20141.733004862308,0.0,0.2,200,1.5729710867162794e-09,0.2,24839.641222069553,24839.641222069553,5920000,20141.733004862308,1,1,0.0,0.0,31338.377613311895,178741.43762964586,24271.482609438848,1.114260953727353e-06,31338.377613311895,73,24839.641222069542,0.0,200,24271.482609438848,73,-1.0463174930919195e-06,24839.641222069542,24839.641222069553,-1.0447445220052032e-06,24839.641222069553,0.0,0.0,24839.641222069553,24839.641222069553,73,178741.43762964586,73,5.663287162780762,0.0,0.0,67190.29090090793
67487.47892155722,0.0,74,14065.63514955804,0.0,0.21,200,2.1038317754573654e-09,0.21,106660.2834070961,106660.2834070961,6000000,14065.63514955804,1,1,1.0,0.0,32766.40183692538,152688.5974620796,24337.107232988394,1.4915584642949398e-06,32766.40183692538,74,106660.28340709605,0.0,200,24337.107232988394,74,-2.832738914548827e-07,106660.28340709605,106660.2834070961,-2.811700596794253e-07,106660.2834070961,0.0,1.0,106660.2834070961,106660.2834070961,74,152688.5974620796,74,5.663005352020264,0.0,0.0,67487.47892155722
69118.04852652964,0.0,75,12665.352784322635,0.0,0.195,200,2.0117454369028565e-09,0.195,28526.146972948405,28526.146972948405,6080000,12665.352784322635,1,1,0.0,0.0,29367.71074161351,138423.19286196437,25722.81308131938,1.4092502169660293e-06,29367.71074161351,75,28526.146972948412,0.0,200,25722.81308131938,75,-6.852283718217222e-07,28526.146972948412,28526.146972948405,-6.832166263848194e-07,28526.146972948405,0.0,0.0,28526.146972948405,28526.146972948405,75,138423.19286196437,75,5.66237735748291,0.0,0.0,69118.04852652964
65514.94889931628,0.0,76,12399.56121120697,0.0,0.185,200,1.793694082152797e-09,0.185,28562.813980753395,28562.813980753395,6160000,12399.56121120697,1,1,0.0,0.0,31509.797565708897,167492.77893268978,23947.949501765524,1.2788931371687795e-06,31509.797565708897,76,28562.81398075339,0.0,200,23947.949501765524,76,-2.5655663193902e-07,28562.81398075339,28562.813980753395,-2.547629378568672e-07,28562.813980753395,0.0,0.0,28562.813980753395,28562.813980753395,76,167492.77893268978,76,5.6621623039245605,0.0,0.0,65514.94889931628
69195.68924974957,0.0,77,15532.62472583337,0.0,0.21,200,2.8935289719811408e-09,0.21,34631.762612280436,34631.762612280436,6240000,15532.62472583337,1,1,0.0,0.0,30111.382017659187,154694.90342995204,25391.53696101809,2.0117224721616367e-06,30111.382017659187,77,34631.762612280414,0.0,200,25391.53696101809,77,-4.702864373484772e-07,34631.762612280414,34631.762612280436,-4.6739290837649605e-07,34631.762612280436,0.0,0.0,34631.762612280436,34631.762612280436,77,154694.90342995204,77,5.661743640899658,0.0,0.0,69195.68924974957
67701.3500523378,0.0,78,18814.019413040438,0.0,0.19,200,1.9472281564958394e-09,0.19,30539.55621491196,30539.55621491196,6320000,18814.019413040438,1,1,0.0,0.0,28996.991914563565,155103.65745734365,24710.81549444,1.3645037597598275e-06,28996.991914563565,78,30539.556214911965,0.0,200,24710.81549444,78,-1.1667377748381114e-06,30539.556214911965,30539.55621491196,-1.1647905466816155e-06,30539.55621491196,0.0,0.0,30539.55621491196,30539.55621491196,78,155103.65745734365,78,5.660497188568115,0.0,0.0,67701.3500523378
66678.61479874523,0.0,79,12472.505700275853,0.0,0.21,200,4.94344476464903e-09,0.21,64011.71614233984,64011.71614233984,6400000,12472.505700275853,1,1,0.0,0.0,29971.765340130463,147757.47233466382,24591.40728422543,3.5028831462113885e-06,29971.765340130463,79,64011.71614233979,0.0,200,24591.40728422543,79,-1.2427208275767043e-06,64011.71614233979,64011.71614233984,-1.2377773828120553e-06,64011.71614233984,0.0,0.0,64011.71614233984,64011.71614233984,79,147757.47233466382,79,5.659352779388428,0.0,0.0,66678.61479874523
68592.23845786041,0.0,80,14366.2610920942,0.0,0.205,200,1.888679435069207e-09,0.205,46490.68437996411,46490.68437996411,6480000,14366.2610920942,1,1,0.0,0.0,30348.810156781066,165508.06104392614,24888.331888291705,1.3169232033760636e-06,30348.810156781066,80,46490.68437996406,0.0,200,24888.331888291705,80,-7.608330747643777e-07,46490.68437996406,46490.68437996411,-7.589443953293085e-07,46490.68437996411,0.0,0.0,46490.68437996411,46490.68437996411,80,165508.06104392614,80,5.658518314361572,0.0,0.0,68592.23845786041
66469.52626061451,0.0,81,12216.291314047177,0.0,0.2,200,3.95857568946667e-09,0.2,81605.07895534049,81605.07895534049,6560000,12216.291314047177,1,1,0.0,0.0,31531.104246331055,200643.15760904885,24585.53273440347,2.782375986498664e-06,31531.104246331055,81,81605.07895534052,0.0,200,24585.53273440347,81,-6.07207198299875e-07,81605.07895534052,81605.07895534049,-6.032486226104083e-07,81605.07895534049,0.0,0.0,81605.07895534049,81605.07895534049,81,200643.15760904885,81,5.657937049865723,0.0,0.0,66469.52626061451
71038.41522972235,0.0,82,19068.69266536362,0.0,0.205,200,1.94165750144748e-09,0.205,91525.80149725039,91525.80149725039,6640000,19068.69266536362,1,1,0.0,0.0,31104.57991431812,156626.8690639794,26185.918405202385,1.3635566347147687e-06,31104.57991431812,82,91525.80149725033,0.0,200,26185.918405202385,82,-5.594295089395018e-07,91525.80149725033,91525.80149725039,-5.574878514380543e-07,91525.80149725039,0.0,0.0,91525.80149725039,91525.80149725039,82,156626.8690639794,82,5.657409191131592,0.0,0.0,71038.41522972235
64028.56343474203,0.0,83,12529.630736892577,0.0,0.135,200,2.6346356207795907e-09,0.135,32421.65323108983,32421.65323108983,6720000,12529.630736892577,1,1,0.0,0.0,28103.68684551012,146471.8816706157,23842.572099573146,1.8546079445513897e-06,28103.68684551012,83,32421.653231089815,0.0,200,23842.572099573146,83,-5.368007691686216e-07,32421.653231089815,32421.65323108983,-5.34166133547842e-07,32421.65323108983,0.0,0.0,32421.65323108983,32421.65323108983,83,146471.8816706157,83,5.6569366455078125,0.0,0.0,64028.56343474203
69425.68893639465,0.0,84,13613.87156284152,0.0,0.24,200,1.2945520211360417e-09,0.24,112821.04746429989,112821.04746429989,6800000,13613.87156284152,1,1,1.0,0.0,31901.435778579962,167550.30772012312,24851.0190352711,9.130902753895498e-07,31901.435778579962,84,112821.04746429989,0.0,200,24851.0190352711,84,4.349613504928129e-07,112821.04746429989,112821.04746429989,4.3625590251394897e-07,112821.04746429989,0.0,1.0,112821.04746429989,112821.04746429989,84,167550.30772012312,84,5.6573567390441895,0.0,0.0,69425.68893639465
73642.58899072945,0.0,85,16747.110535030457,0.0,0.285,200,2.0256720745237544e-09,0.285,68084.05022320806,68084.05022320806,6880000,16747.110535030457,1,1,0.0,0.0,33989.21850315933,156737.56153277826,27233.890819052616,1.428599830433086e-06,33989.21850315933,85,68084.05022320805,0.0,200,27233.890819052616,85,-5.528935957954673e-07,68084.05022320805,68084.05022320806,-5.508679237209435e-07,68084.05022320806,0.0,0.0,68084.05022320806,68084.05022320806,85,156737.56153277826,85,5.65688419342041,0.0,0.0,73642.58899072945
68264.12774267895,0.0,86,10128.961866125548,0.0,0.18,200,1.7742252111929702e-09,0.18,62798.105721784545,62798.105721784545,6960000,10128.961866125548,1,1,0.0,0.0,30957.333841608448,144747.6264385509,24661.96206261589,1.2552657153719338e-06,30957.333841608448,86,62798.10572178454,0.0,200,24661.96206261589,86,1.6737374153308338e-07,62798.10572178454,62798.105721784545,1.6914796674427635e-07,62798.105721784545,0.0,0.0,62798.105721784545,62798.105721784545,86,144747.6264385509,86,5.657027721405029,0.0,0.0,68264.12774267895
67883.16218584213,0.0,87,12570.042065558331,0.0,0.225,200,2.689517941689701e-09,0.225,42843.14197603157,42843.14197603157,7040000,12570.042065558331,1,1,0.0,0.0,31412.1784914725,149736.90055353695,25724.572709382293,1.9007754872291116e-06,31412.1784914725,87,42843.14197603156,0.0,200,25724.572709382293,87,2.0451466298254672e-07,42843.14197603156,42843.14197603157,2.0720418092423643e-07,42843.14197603157,0.0,0.0,42843.14197603157,42843.14197603157,87,149736.90055353695,87,5.657225608825684,0.0,0.0,67883.16218584213
68673.49241749189,0.0,88,18429.36918680016,0.0,0.205,200,9.48034539760556e-10,0.205,52580.29005589943,52580.29005589943,7120000,18429.36918680016,1,1,0.0,0.0,31487.3731681017,178708.34937675114,25139.184462422123,6.683403057650139e-07,31487.3731681017,88,52580.29005589949,0.0,200,25139.184462422123,88,-6.360560291795991e-07,52580.29005589949,52580.29005589943,-6.351079946398386e-07,52580.29005589943,0.0,0.0,52580.29005589943,52580.29005589943,88,178708.34937675114,88,5.656708717346191,0.0,0.0,68673.49241749189
69620.85738310478,0.0,89,15626.996359561974,0.0,0.22,200,3.600973741413327e-09,0.22,42928.24531113572,42928.24531113572,7200000,15626.996359561974,1,1,0.0,0.0,31858.29099216314,153614.09846112248,25547.654493605205,2.5386859761056257e-06,31858.29099216314,89,42928.24531113571,0.0,200,25547.654493605205,89,3.352228645780997e-07,42928.24531113571,42928.24531113572,3.38823838319513e-07,42928.24531113572,0.0,0.0,42928.24531113572,42928.24531113572,89,153614.09846112248,89,5.6570000648498535,0.0,0.0,69620.85738310478
71000.75511609252,0.0,90,11800.621789809236,0.0,0.26,200,1.1220606666029198e-09,0.26,68871.45001508883,68871.45001508883,7280000,11800.621789809236,1,1,0.0,0.0,29665.82961958396,198006.30883470934,26478.387102698925,8.248027256740897e-07,29665.82961958396,90,68871.45001508883,0.0,200,26478.387102698925,90,-1.4945909754260356e-07,68871.45001508883,68871.45001508883,-1.4833703687600064e-07,68871.45001508883,0.0,0.0,68871.45001508883,68871.45001508883,90,198006.30883470934,90,5.6568756103515625,0.0,0.0,71000.75511609252
67897.09395540119,0.0,91,17970.641068463705,0.0,0.2,200,1.161254203907447e-09,0.2,68526.21659389588,68526.21659389588,7360000,17970.641068463705,1,1,0.0,0.0,29893.74786099098,142900.89333771053,24413.59816449348,8.400837714361842e-07,29893.74786099098,91,68526.21659389594,0.0,200,24413.59816449348,91,-4.151056600676384e-07,68526.21659389594,68526.21659389588,-4.1394440586373094e-07,68526.21659389588,0.0,0.0,68526.21659389588,68526.21659389588,91,142900.89333771053,91,5.65651798248291,0.0,0.0,67897.09395540119
68460.10084764686,0.0,92,17813.217426858384,0.0,0.185,200,2.084249217659817e-09,0.185,59068.823821731676,59068.823821731676,7440000,17813.217426858384,1,1,0.0,0.0,31657.688795538666,185827.4340271335,25080.558958084872,1.4576218063666602e-06,31657.688795538666,92,59068.82382173166,0.0,200,25080.558958084872,92,-3.098783736277255e-07,59068.82382173166,59068.823821731676,-3.077941244100657e-07,59068.823821731676,0.0,0.0,59068.823821731676,59068.823821731676,92,185827.4340271335,92,5.65623140335083,0.0,0.0,68460.10084764686
64081.74590128879,0.0,93,13012.021535338527,0.0,0.18,200,1.427736151526915e-09,0.18,33376.36940191249,33376.36940191249,7520000,13012.021535338527,1,1,0.0,0.0,28388.493263024902,156907.3628609534,24760.926085570183,1.0057262898044428e-06,28388.493263024902,93,33376.369401912496,0.0,200,24760.926085570183,93,3.5038249279750744e-07,33376.369401912496,33376.36940191249,3.5181022894903435e-07,33376.36940191249,0.0,0.0,33376.36940191249,33376.36940191249,93,156907.3628609534,93,5.656542778015137,0.0,0.0,64081.74590128879
75452.97391911858,0.0,94,18063.793833543004,0.0,0.29,200,1.797786808310775e-09,0.29,85327.29911790366,85327.29911790366,7600000,18063.793833543004,1,1,1.0,0.0,32728.728546730777,168613.03895491976,26675.99429662346,1.2711221870631562e-06,32728.728546730777,94,85327.29911790368,0.0,200,26675.99429662346,94,4.876258685726498e-07,85327.29911790368,85327.29911790366,4.894236553809606e-07,85327.29911790366,0.0,1.0,85327.29911790366,85327.29911790366,94,168613.03895491976,94,5.656944274902344,0.0,0.0,75452.97391911858
68851.63535890802,0.0,95,19299.54228819053,0.0,0.2,200,1.266926119569689e-09,0.2,34937.282788448116,34937.282788448116,7680000,19299.54228819053,1,1,0.0,0.0,28601.630745139126,146469.9123950931,25096.618469252036,8.858007163325965e-07,28601.630745139126,95,34937.282788448094,0.0,200,25096.618469252036,95,-6.11953396401077e-07,34937.282788448094,34937.282788448116,-6.106864702815074e-07,34937.282788448116,0.0,0.0,34937.282788448116,34937.282788448116,95,146469.9123950931,95,5.6564412117004395,0.0,0.0,68851.63535890802
65944.43970797704,0.0,96,9244.301454466116,0.0,0.215,200,1.5781296269778977e-09,0.215,67183.74184010379,67183.74184010379,7760000,9244.301454466116,1,1,0.0,0.0,31540.157121810753,150130.20234130742,25004.426652893937,1.123488686971541e-06,31540.157121810753,96,67183.74184010374,0.0,200,25004.426652893937,96,-2.1633908886542486e-07,67183.74184010374,67183.74184010379,-2.1476095923844696e-07,67183.74184010379,0.0,0.0,67183.74184010379,67183.74184010379,96,150130.20234130742,96,5.656250476837158,0.0,0.0,65944.43970797704
