reach-v1/AverageReturn,reach-v1/TerminationRate,Average/Iteration,Average/MinReturn,MetaTest/reach-v1/StdReturn,Average/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/dLoss,reach-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/reach-v1/AverageReturn,TotalEnvSteps,reach-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/reach-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,reach-v1/StdReturn,Average/MaxReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,Average/TerminationRate,reach-v1/NumEpisodes,reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/MaxReturn,GaussianMLPPolicy/LossBefore,MetaTest/reach-v1/MinReturn,MetaTest/reach-v1/TerminationRate,MetaTest/reach-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,Iteration,reach-v1/MaxReturn,reach-v1/Iteration,GaussianMLPPolicy/Entropy,MetaTest/Average/StdReturn,GaussianMLPPolicy/KLBefore,Average/AverageReturn
32238.58070809467,0.0,10,3370.7236559068892,0.0,0.035,200,1.0899901781158405e-07,0.035,21649.104318924466,21649.104318924466,880000,3370.7236559068892,1,1,0.0,0.0,22659.23788243698,125672.92799375347,12956.912572338311,7.648746395716444e-05,22659.23788243698,10,21649.104318924485,0.0,200,12956.912572338311,10,-6.448265139624709e-07,21649.104318924485,21649.104318924466,-5.358274961508869e-07,21649.104318924466,0.0,0.0,21649.104318924466,21649.104318924466,10,125672.92799375347,10,5.6726813316345215,0.0,0.0,32238.58070809467
26616.71784351349,0.0,11,2810.7957756829974,0.0,0.01,200,1.0878989087359514e-07,0.01,42938.88608624614,42938.88608624614,960000,2810.7957756829974,1,1,0.0,0.0,17747.744060528054,106408.5952713142,11223.280353163942,7.62235140427947e-05,17747.744060528054,11,42938.88608624614,0.0,200,11223.280353163942,11,-3.0112939839455066e-06,42938.88608624614,42938.88608624614,-2.9025040930719115e-06,42938.88608624614,0.0,0.0,42938.88608624614,42938.88608624614,11,106408.5952713142,11,5.670011520385742,0.0,0.0,26616.71784351349
33499.38041951957,0.0,12,3216.2032437306307,0.0,0.045,200,7.905168786237482e-08,0.045,31488.16321221583,31488.16321221583,1040000,3216.2032437306307,1,1,0.0,0.0,23531.77542806685,138032.74632951114,13490.162011643928,5.554110248340294e-05,23531.77542806685,12,31488.163212215837,0.0,200,13490.162011643928,12,-1.093376681637892e-06,31488.163212215837,31488.16321221583,-1.0143249937755172e-06,31488.16321221583,0.0,0.0,31488.16321221583,31488.16321221583,12,138032.74632951114,12,5.669140815734863,0.0,0.0,33499.38041951957
31073.594742063247,0.0,13,5228.204854429629,0.0,0.02,200,9.522437949271989e-08,0.02,17548.16850742997,17548.16850742997,1120000,5228.204854429629,1,1,0.0,0.0,18686.393883276378,108586.67343092526,12804.424484682919,6.686469714622945e-05,18686.393883276378,13,17548.168507429964,0.0,200,12804.424484682919,13,7.423273018503096e-07,17548.168507429964,17548.16850742997,8.375516813430295e-07,17548.16850742997,0.0,0.0,17548.16850742997,17548.16850742997,13,108586.67343092526,13,5.669890403747559,0.0,0.0,31073.594742063247
38307.330345797294,0.0,14,4892.789421788186,0.0,0.05,200,4.986638657555886e-08,0.05,7352.775854770256,7352.775854770256,1200000,4892.789421788186,1,1,0.0,0.0,26043.658116751572,128053.74998650985,14905.419524059123,3.5092354664811864e-05,26043.658116751572,14,7352.775854770255,0.0,200,14905.419524059123,14,3.2121647564054e-08,7352.775854770255,7352.775854770256,8.198803413961286e-08,7352.775854770256,0.0,0.0,7352.775854770256,7352.775854770256,14,128053.74998650985,14,5.669968128204346,0.0,0.0,38307.330345797294
36277.57797045833,0.0,15,5833.945490103878,0.0,0.06,200,4.565328026728821e-08,0.06,31980.091156305993,31980.091156305993,1280000,5833.945490103878,1,1,0.0,0.0,25211.82704035438,133302.1039998571,14007.644986745981,3.213976742699742e-05,25211.82704035438,15,31980.091156305996,0.0,200,14007.644986745981,15,-9.503002047495102e-07,31980.091156305996,31980.091156305993,-9.04646924482222e-07,31980.091156305993,0.0,0.0,31980.091156305993,31980.091156305993,15,133302.1039998571,15,5.669084548950195,0.0,0.0,36277.57797045833
38529.371891792885,0.0,16,4382.120387064394,0.0,0.025,200,5.1584834181994665e-08,0.025,22055.59994890973,22055.59994890973,1360000,4382.120387064394,1,1,0.0,0.0,25165.335481629274,148505.1379699566,15145.607232668446,3.630748688010499e-05,25165.335481629274,16,22055.599948909734,0.0,200,15145.607232668446,16,9.992935474656406e-07,22055.599948909734,22055.59994890973,1.0508783816476353e-06,22055.59994890973,0.0,0.0,22055.59994890973,22055.59994890973,16,148505.1379699566,16,5.670021057128906,0.0,0.0,38529.371891792885
40311.26137793168,0.0,17,5569.420140436337,0.0,0.055,200,3.6704093986372754e-08,0.055,13659.008963402126,13659.008963402126,1440000,5569.420140436337,1,1,0.0,0.0,24086.13476172294,133203.89400385696,15583.141772425328,2.584464346000459e-05,24086.13476172294,17,13659.00896340213,0.0,200,15583.141772425328,17,1.709189945131584e-07,13659.00896340213,13659.008963402126,2.0762308849953115e-07,13659.008963402126,0.0,0.0,13659.008963402126,13659.008963402126,17,133203.89400385696,17,5.6702094078063965,0.0,0.0,40311.26137793168
41882.01062393605,0.0,18,7640.330100184115,0.0,0.085,200,3.8506129840243375e-08,0.085,20573.182247956396,20573.182247956396,1520000,7640.330100184115,1,1,0.0,0.0,27312.52671941365,160047.1285259339,15746.072600461068,2.7111664167023264e-05,27312.52671941365,18,20573.1822479564,0.0,200,15746.072600461068,18,-1.5034864020435634e-07,20573.1822479564,20573.182247956396,-1.1184251036411297e-07,20573.182247956396,0.0,0.0,20573.182247956396,20573.182247956396,18,160047.1285259339,18,5.670105934143066,0.0,0.0,41882.01062393605
40259.21570165045,0.0,19,3123.4120407152477,0.0,0.065,200,5.2689244967041304e-08,0.065,14201.30498260753,14201.30498260753,1600000,3123.4120407152477,1,1,0.0,0.0,25747.575515207922,151258.983987475,15479.546224790965,3.709150405484252e-05,25747.575515207922,19,14201.304982607537,0.0,200,15479.546224790965,19,-6.411472952549957e-08,14201.304982607537,14201.30498260753,-1.1425484558458265e-08,14201.30498260753,0.0,0.0,14201.30498260753,14201.30498260753,19,151258.983987475,19,5.6700968742370605,0.0,0.0,40259.21570165045
42976.69481845698,0.0,20,9099.912898842002,0.0,0.065,200,3.213339994090347e-08,0.065,81893.52020132654,81893.52020132654,1680000,9099.912898842002,1,1,1.0,0.0,25582.296902032216,134461.02857199387,16254.573465444553,2.264153226860799e-05,25582.296902032216,20,81893.52020132665,0.0,200,16254.573465444553,20,2.3206102639505843e-07,81893.52020132665,81893.52020132654,2.641944263359619e-07,81893.52020132654,0.0,1.0,81893.52020132654,81893.52020132654,20,134461.02857199387,20,5.670336723327637,0.0,0.0,42976.69481845698
46362.18757198112,0.0,21,2261.484678022358,0.0,0.065,200,3.7498399052537934e-08,0.065,66180.4544509269,66180.4544509269,1760000,2261.484678022358,1,1,0.0,0.0,27189.24452951416,134748.74890842,17491.067566925663,2.641738137754146e-05,27189.24452951416,21,66180.45445092689,0.0,200,17491.067566925663,21,4.5202181553349874e-08,66180.45445092689,66180.4544509269,8.270058060588781e-08,66180.4544509269,0.0,0.0,66180.4544509269,66180.4544509269,21,134748.74890842,21,5.670412540435791,0.0,0.0,46362.18757198112
47523.69845589034,0.0,22,6019.844491482018,0.0,0.08,200,2.6799256147569395e-08,0.08,17813.652060807923,17813.652060807923,1840000,6019.844491482018,1,1,0.0,0.0,26694.599845851924,159916.68106001214,17633.079808310096,1.887970938696526e-05,26694.599845851924,22,17813.652060807923,0.0,200,17633.079808310096,22,-4.170386489477096e-07,17813.652060807923,17813.652060807923,-3.902393928001402e-07,17813.652060807923,0.0,0.0,17813.652060807923,17813.652060807923,22,159916.68106001214,22,5.670050621032715,0.0,0.0,47523.69845589034
48130.36240324026,0.0,23,8198.892566706516,0.0,0.105,200,1.729682708173641e-08,0.105,26282.942487969147,26282.942487969147,1920000,8198.892566706516,1,1,0.0,0.0,28407.815103435853,153966.414053349,18275.2704893836,1.2196050192869734e-05,28407.815103435853,23,26282.942487969118,0.0,200,18275.2704893836,23,-3.8501875110341643e-07,26282.942487969118,26282.942487969147,-3.6772192402168e-07,26282.942487969147,0.0,0.0,26282.942487969147,26282.942487969147,23,153966.414053349,23,5.669721603393555,0.0,0.0,48130.36240324026
43010.571924659984,0.0,24,2024.3371107640405,0.0,0.08,200,2.6784562123793876e-08,0.08,39720.730197778816,39720.730197778816,2000000,2024.3371107640405,1,1,0.0,0.0,28339.686376329668,182998.7886145355,16828.93733623503,1.886222162283957e-05,28339.686376329668,24,39720.7301977788,0.0,200,16828.93733623503,24,3.839116402559739e-07,39720.7301977788,39720.730197778816,4.106962023797678e-07,39720.730197778816,0.0,0.0,39720.730197778816,39720.730197778816,24,182998.7886145355,24,5.6700873374938965,0.0,0.0,43010.571924659984
47830.14122055646,0.0,25,6776.813955317428,0.0,0.1,200,2.0170432435406838e-08,0.1,87112.89258192298,87112.89258192298,2080000,6776.813955317428,1,1,0.0,0.0,30608.16227866676,201941.5290188801,18072.683782980766,1.420153694198234e-05,30608.16227866676,25,87112.89258192304,0.0,200,18072.683782980766,25,1.0867294122363091e-06,87112.89258192304,87112.89258192298,1.106899844671716e-06,87112.89258192298,0.0,0.0,87112.89258192298,87112.89258192298,25,201941.5290188801,25,5.671140193939209,0.0,0.0,47830.14122055646
51357.223088916966,0.0,26,2919.276622751486,0.0,0.12,200,2.171339019696461e-08,0.12,55287.67304181842,55287.67304181842,2160000,2919.276622751486,1,1,0.0,0.0,29163.204897089756,150543.89617103848,18656.474373818055,1.5309424270526506e-05,29163.204897089756,26,55287.67304181853,0.0,200,18656.474373818055,26,6.283501647885714e-07,55287.67304181853,55287.67304181842,6.50063554985536e-07,55287.67304181842,0.0,0.0,55287.67304181842,55287.67304181842,26,150543.89617103848,26,5.671719551086426,0.0,0.0,51357.223088916966
47189.98895032451,0.0,27,4511.489112010683,0.0,0.105,200,5.523793333850335e-08,0.105,126733.60462599332,126733.60462599332,2240000,4511.489112010683,1,1,1.0,0.0,28797.026218597723,137483.0626479339,17706.60249913964,3.884561738232151e-05,28797.026218597723,27,126733.6046259932,0.0,200,17706.60249913964,27,-1.3732887964579277e-06,126733.6046259932,126733.60462599332,-1.3180508631194243e-06,126733.60462599332,0.0,1.0,126733.60462599332,126733.60462599332,27,137483.0626479339,27,5.670481204986572,0.0,0.0,47189.98895032451
57971.25028966962,0.0,28,6066.434369519049,0.0,0.195,200,1.3867932580069464e-08,0.195,33750.19493534511,33750.19493534511,2320000,6066.434369519049,1,1,0.0,0.0,32305.13223442222,155320.64054716902,21569.629993625786,9.776005754247308e-06,32305.13223442222,28,33750.19493534512,0.0,200,21569.629993625786,28,1.2835846519010374e-07,33750.19493534512,33750.19493534511,1.422263977701732e-07,33750.19493534511,0.0,0.0,33750.19493534511,33750.19493534511,28,155320.64054716902,28,5.67061185836792,0.0,0.0,57971.25028966962
53294.91949718164,0.0,29,14656.043677546935,0.0,0.1,200,1.8245643218506302e-08,0.1,45655.275618718406,45655.275618718406,2400000,14656.043677546935,1,1,0.0,0.0,27052.873011463904,146509.74675176496,19208.628458331175,1.2866272300016135e-05,27052.873011463904,29,45655.275618718406,0.0,200,19208.628458331175,29,8.712024879287128e-08,45655.275618718406,45655.275618718406,1.0536589201137758e-07,45655.275618718406,0.0,0.0,45655.275618718406,45655.275618718406,29,146509.74675176496,29,5.670708656311035,0.0,0.0,53294.91949718164
49421.18550219376,0.0,30,8567.29233189846,0.0,0.075,200,2.3958079964359058e-08,0.075,28226.407462235373,28226.407462235373,2480000,8567.29233189846,1,1,0.0,0.0,28503.521417882697,142924.08860734408,18694.94787212098,1.6875024812179618e-05,28503.521417882697,30,28226.40746223534,0.0,200,18694.94787212098,30,8.91006152414775e-07,28226.40746223534,28226.407462235373,9.14964232379134e-07,28226.407462235373,0.0,0.0,28226.407462235373,28226.407462235373,30,142924.08860734408,30,5.6715312004089355,0.0,0.0,49421.18550219376
59069.12611835364,0.0,31,10191.409086506772,0.0,0.16,200,8.915044702462183e-09,0.16,45262.63042503229,45262.63042503229,2560000,10191.409086506772,1,1,0.0,0.0,31132.398932076427,152437.63026019387,21166.242431271257,6.27545432507759e-06,31132.398932076427,31,45262.630425032294,0.0,200,21166.242431271257,31,6.553629106065273e-08,45262.630425032294,45262.63042503229,7.445133576311491e-08,45262.63042503229,0.0,0.0,45262.63042503229,45262.63042503229,31,152437.63026019387,31,5.671593189239502,0.0,0.0,59069.12611835364
51636.87646238126,0.0,32,8529.80385059345,0.0,0.115,200,1.605922506087154e-08,0.115,32198.861152597605,32198.861152597605,2640000,8529.80385059345,1,1,0.0,0.0,26994.194896663626,137882.81475620324,19084.850619581433,1.1315982192172669e-05,26994.194896663626,32,32198.861152597627,0.0,200,19084.850619581433,32,-9.335390416254086e-08,32198.861152597627,32198.861152597605,-7.729467910166932e-08,32198.861152597605,0.0,0.0,32198.861152597605,32198.861152597605,32,137882.81475620324,32,5.6715216636657715,0.0,0.0,51636.87646238126
58147.97114320239,0.0,33,12015.808396446715,0.0,0.195,200,8.861547939886805e-09,0.195,18591.64322529446,18591.64322529446,2720000,12015.808396446715,1,1,0.0,0.0,30908.840804081035,160056.14489334356,21270.65510691882,6.247818419069517e-06,30908.840804081035,33,18591.643225294465,0.0,200,21270.65510691882,33,-8.203187462640926e-07,18591.643225294465,18591.64322529446,-8.114571983242058e-07,18591.64322529446,0.0,0.0,18591.64322529446,18591.64322529446,33,160056.14489334356,33,5.6708221435546875,0.0,0.0,58147.97114320239
56048.86501710364,0.0,34,5943.168382106285,0.0,0.115,200,2.0699253866496292e-08,0.115,57418.82894143907,57418.82894143907,2800000,5943.168382106285,1,1,0.0,0.0,28974.575187825587,159621.08654801652,19860.523323638303,1.4590700629923958e-05,28974.575187825587,34,57418.82894143901,0.0,200,19860.523323638303,34,-1.3805387766296917e-07,57418.82894143901,57418.82894143907,-1.1735462379647288e-07,57418.82894143907,0.0,0.0,57418.82894143907,57418.82894143907,34,159621.08654801652,34,5.67071533203125,0.0,0.0,56048.86501710364
55260.29696349133,0.0,35,9477.118820775084,0.0,0.115,200,1.2863552001363132e-08,0.115,73410.12129129647,73410.12129129647,2880000,9477.118820775084,1,1,0.0,0.0,29618.65042412965,152187.73294092473,20302.31587265794,9.078799848794006e-06,29618.65042412965,35,73410.12129129643,0.0,200,20302.31587265794,35,9.807878313949914e-07,73410.12129129643,73410.12129129647,9.936513833963545e-07,73410.12129129647,0.0,0.0,73410.12129129647,73410.12129129647,35,152187.73294092473,35,5.671569347381592,0.0,0.0,55260.29696349133
57286.447976651965,0.0,36,5477.765862787103,0.0,0.17,200,1.3085625027997594e-08,0.17,33319.98122669831,33319.98122669831,2960000,5477.765862787103,1,1,0.0,0.0,31548.147168277254,181181.11035163412,20808.259961974385,9.227949703927152e-06,31548.147168277254,36,33319.98122669831,0.0,200,20808.259961974385,36,-2.1829237084602937e-07,33319.98122669831,33319.98122669831,-2.0520674581803178e-07,33319.98122669831,0.0,0.0,33319.98122669831,33319.98122669831,36,181181.11035163412,36,5.671387195587158,0.0,0.0,57286.447976651965
58513.871160660645,0.0,37,9616.099822316399,0.0,0.165,200,1.5138766684685834e-08,0.165,75391.6214625317,75391.6214625317,3040000,9616.099822316399,1,1,0.0,0.0,30578.074781025865,152036.6832376232,21190.58034753995,1.064967000274919e-05,30578.074781025865,37,75391.6214625317,0.0,200,21190.58034753995,37,-1.1387035101506626e-06,75391.6214625317,75391.6214625317,-1.1235647434659768e-06,75391.6214625317,0.0,0.0,75391.6214625317,75391.6214625317,37,152036.6832376232,37,5.6703596115112305,0.0,0.0,58513.871160660645
55182.941029189926,0.0,38,8787.002281522966,0.0,0.135,200,1.4137299331196118e-08,0.135,108141.60748566761,108141.60748566761,3120000,8787.002281522966,1,1,1.0,0.0,28961.569771760704,151820.99035693996,20339.786496338573,9.946239515556954e-06,28961.569771760704,38,108141.60748566757,0.0,200,20339.786496338573,38,-6.537322292388126e-07,108141.60748566757,108141.60748566761,-6.395949299076165e-07,108141.60748566761,0.0,1.0,108141.60748566761,108141.60748566761,38,151820.99035693996,38,5.669705867767334,0.0,0.0,55182.941029189926
61559.450314798094,0.0,39,11963.250695135084,0.0,0.19,200,8.555048225389328e-09,0.19,92954.36291347805,92954.36291347805,3200000,11963.250695135084,1,1,1.0,0.0,30542.454447035107,141326.91600056243,21888.001363201554,6.0153734011691995e-06,30542.454447035107,39,92954.362913478,0.0,200,21888.001363201554,39,-1.1751386637115502e-06,92954.362913478,92954.36291347805,-1.1665836154861609e-06,92954.36291347805,0.0,1.0,92954.36291347805,92954.36291347805,39,141326.91600056243,39,5.66864013671875,0.0,0.0,61559.450314798094
63751.011510017,0.0,40,4994.383313932695,0.0,0.175,200,5.893241450394271e-09,0.175,90113.37997772929,90113.37997772929,3280000,4994.383313932695,1,1,0.0,0.0,30149.152388783183,165108.3280209648,22871.847496654587,4.156214799877489e-06,30149.152388783183,40,90113.37997772926,0.0,200,22871.847496654587,40,7.906002110757981e-07,90113.37997772926,90113.37997772929,7.964934525261924e-07,90113.37997772929,0.0,0.0,90113.37997772929,90113.37997772929,40,165108.3280209648,40,5.669367790222168,0.0,0.0,63751.011510017
59933.16239833038,0.0,41,5435.128283992513,0.0,0.17,200,1.1899999208253575e-08,0.17,95738.60266816261,95738.60266816261,3360000,5435.128283992513,1,1,1.0,0.0,29277.27340268285,151844.25768511722,21961.761343967602,8.388433343498036e-06,29277.27340268285,41,95738.6026681627,0.0,200,21961.761343967602,41,3.9105853488763387e-07,95738.6026681627,95738.60266816261,4.0295853409588744e-07,95738.60266816261,0.0,1.0,95738.60266816261,95738.60266816261,41,151844.25768511722,41,5.6697306632995605,0.0,0.0,59933.16239833038
57068.28910214892,0.0,42,12211.523773974677,0.0,0.095,200,8.166779252860579e-09,0.095,78520.35059514306,78520.35059514306,3440000,12211.523773974677,1,1,0.0,0.0,28997.989877727006,163934.49032596286,20373.364058528514,5.751711796619929e-06,28997.989877727006,42,78520.35059514304,0.0,200,20373.364058528514,42,-2.8933698104083305e-07,78520.35059514304,78520.35059514306,-2.811702017879725e-07,78520.35059514306,0.0,0.0,78520.35059514306,78520.35059514306,42,163934.49032596286,42,5.669465065002441,0.0,0.0,57068.28910214892
60790.74595133949,0.0,43,13612.968061325302,0.0,0.165,200,4.783544227393577e-09,0.165,35641.19149937124,35641.19149937124,3520000,13612.968061325302,1,1,0.0,0.0,30238.74828566085,170259.78805623867,21989.45494861601,3.3590986276976764e-06,30238.74828566085,43,35641.19149937125,0.0,200,21989.45494861601,43,-1.8047674643639766e-07,35641.19149937125,35641.19149937124,-1.7569320220900408e-07,35641.19149937124,0.0,0.0,35641.19149937124,35641.19149937124,43,170259.78805623867,43,5.6693115234375,0.0,0.0,60790.74595133949
63896.35799150742,0.0,44,14378.650863697248,0.0,0.195,200,6.788424045112151e-09,0.195,105603.88240710276,105603.88240710276,3600000,14378.650863697248,1,1,0.0,0.0,31743.587121821754,173199.80385976273,22832.330229610987,4.776781679538544e-06,31743.587121821754,44,105603.8824071028,0.0,200,22832.330229610987,44,2.5218445998120842e-08,105603.8824071028,105603.88240710276,3.2006870043232993e-08,105603.88240710276,0.0,0.0,105603.88240710276,105603.88240710276,44,173199.80385976273,44,5.669341087341309,0.0,0.0,63896.35799150742
63858.04803785217,0.0,45,15687.358386809381,0.0,0.19,200,3.1333229344454594e-09,0.19,31032.083511280354,31032.083511280354,3680000,15687.358386809381,1,1,0.0,0.0,31177.10632967913,177848.64366732346,22968.629064754212,2.218621375504881e-06,31177.10632967913,45,31032.08351128035,0.0,200,22968.629064754212,45,-1.4068999689698103e-06,31032.08351128035,31032.083511280354,-1.4037666460353648e-06,31032.083511280354,0.0,0.0,31032.083511280354,31032.083511280354,45,177848.64366732346,45,5.66796350479126,0.0,0.0,63858.04803785217
59431.044884868024,0.0,46,2511.2490732106808,0.0,0.135,200,7.967003057274269e-09,0.135,117188.29989599527,117188.29989599527,3760000,2511.2490732106808,1,1,1.0,0.0,30665.916308033156,160209.31803734438,22014.677672512684,5.617224360321416e-06,30665.916308033156,46,117188.29989599527,0.0,200,22014.677672512684,46,8.953284122981131e-07,117188.29989599527,117188.29989599527,9.032954153553874e-07,117188.29989599527,0.0,1.0,117188.29989599527,117188.29989599527,46,160209.31803734438,46,5.668816089630127,0.0,0.0,59431.044884868024
