MetaTest/Average/StdReturn,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTrain/Average/Alpha,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/button-press-topdown-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/StdReturn,MetaTest/button-press-topdown-v1/Iteration,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/button-press-topdown-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-v1/MinReturn
43040.286265422976,0.0,0.0,nan,279903.25829987094,340950.29955245834,222297.2918971985,10,-520566.47,279903.25829987094,43040.286265422976,20,704000,0.6,0.6,20,-31.766207,279903.25829987094,279903.25829987094,2732.5034,10,75730850.0,340950.29955245834,222297.2918971985
68766.3892635666,0.0,0.0,nan,231120.64980627518,314777.6771269335,57283.05719883236,10,-550297.94,231120.64980627512,68766.3892635666,21,728000,0.5,0.5,21,-31.106031,231120.64980627512,231120.64980627518,2162.8325,10,88664220.0,314777.6771269335,57283.05719883236
56286.5568298159,0.0,0.0,nan,245701.45448681823,320637.67349850596,162389.01517245424,10,-636655.75,245701.45448681823,56286.5568298159,22,752000,0.6,0.6,22,-30.146303,245701.45448681823,245701.45448681823,1042.7235,10,115318490.0,320637.67349850596,162389.01517245424
37128.894071498806,0.0,0.0,nan,282048.4672311603,325307.72938475024,222293.86816785083,10,-666265.6,282048.4672311602,37128.894071498806,23,776000,0.8,0.8,23,-29.88617,282048.4672311602,282048.4672311603,1163.4857,10,120278960.0,325307.72938475024,222293.86816785083
7.948822211842688,0.0,0.0,nan,-75.14427901779081,-64.79089915008743,-91.5518656680129,10,-483820.03,-75.14427901779081,7.948822211842688,24,800000,0.0,0.0,24,-33.02412,-75.14427901779081,-75.14427901779081,39968.23,10,547169000.0,-64.79089915008743,-91.5518656680129
125015.55702054885,0.0,0.0,nan,62313.14711710696,332573.58483865,-20.69281323145502,10,-261386.31,62313.147117106906,125015.55702054885,25,824000,0.3,0.3,25,-34.67773,62313.147117106906,62313.14711710696,11621.175,10,79353250.0,332573.58483865,-20.69281323145502
123969.29194281122,0.0,0.0,nan,241525.97845603115,332642.1437917495,-38.12016733275249,10,-560102.2,241525.97845603115,123969.29194281122,26,848000,0.7,0.7,26,-28.876867,241525.97845603115,241525.97845603115,1323.8347,10,111912900.0,332642.1437917495,-38.12016733275249
94202.93354754779,0.0,0.0,nan,246811.4665506839,329194.7754675482,62548.76793808023,10,-656568.3,246811.46655068384,94202.93354754779,27,872000,0.9,0.9,27,-28.473965,246811.46655068384,246811.4665506839,1232.2195,10,135422400.0,329194.7754675482,62548.76793808023
134579.10943691683,0.0,0.0,nan,240761.95831056172,341652.46465510153,-19.515155194389887,10,-379122.5,240761.95831056163,134579.10943691683,28,896000,0.8,0.8,28,-32.705284,240761.95831056163,240761.95831056172,10984.566,10,159397620.0,341652.46465510153,-19.515155194389887
109777.62640443291,0.0,0.0,nan,96538.3970755361,262063.76123145816,-64.3384794206691,10,-431642.25,96538.39707553612,109777.62640443291,29,920000,0.2,0.2,29,-28.896461,96538.39707553612,96538.3970755361,84709.12,10,145154960.0,262063.76123145816,-64.3384794206691
129540.00454278199,0.0,0.0,nan,102716.85522863944,316247.0715832416,-101.12899343984358,10,-554309.25,102716.85522863946,129540.00454278199,30,944000,0.3,0.3,30,-29.795898,102716.85522863946,102716.85522863944,33839.895,10,155209840.0,316247.0715832416,-101.12899343984358
139504.77586957478,0.0,0.0,nan,90108.21519870567,330215.1054448733,-27.706676081170606,10,-656387.56,90108.21519870569,139504.77586957478,31,968000,0.2,0.2,31,-28.590425,90108.21519870569,90108.21519870567,5313.46,10,172118610.0,330215.1054448733,-27.706676081170606
162514.1044391304,0.0,0.0,nan,162259.2520356972,339212.7595579696,-44.62000115770241,10,-693167.6,162259.25203569717,162514.1044391304,32,992000,0.5,0.5,32,-28.508366,162259.25203569717,162259.2520356972,57531.72,10,179673920.0,339212.7595579696,-44.62000115770241
145319.3660660032,0.0,0.0,nan,130281.44923789628,331898.28819887235,-38.575561261856315,10,-747388.56,130281.44923789622,145319.3660660032,33,1016000,0.3,0.3,33,-28.723015,130281.44923789622,130281.44923789628,1722.332,10,194803490.0,331898.28819887235,-38.575561261856315
152272.11537782828,0.0,0.0,nan,128801.4225336246,339651.81765825505,-19.342444032242067,10,-790761.9,128801.42253362462,152272.11537782828,34,1040000,0.7,0.7,34,-27.57382,128801.42253362462,128801.4225336246,1054.1372,10,218346960.0,339651.81765825505,-19.342444032242067
41119.40458835446,0.0,0.0,nan,294478.47444247344,339984.64880708477,235980.37678319172,10,-922892.25,294478.4744424735,41119.40458835446,35,1064000,0.8,0.8,35,-27.288527,294478.4744424735,294478.47444247344,737.20685,10,246991800.0,339984.64880708477,235980.37678319172
154003.47983457608,0.0,0.0,nan,153260.95544670272,321236.70520655694,-85.56817100652437,10,-905676.7,153260.95544670272,154003.47983457608,36,1088000,0.5,0.5,36,-28.293352,153260.95544670272,153260.95544670272,98378.59,10,242384430.0,321236.70520655694,-85.56817100652437
42167.296041202324,0.0,0.0,nan,306942.6070934144,338737.7858098992,219657.17621563823,10,-847728.06,306942.6070934144,42167.296041202324,37,1112000,0.8,0.8,37,-29.558023,306942.6070934144,306942.6070934144,11070.45,10,238188370.0,338737.7858098992,219657.17621563823
34936.44944385893,0.0,0.0,nan,292908.53525931353,330231.87388835364,233829.4545448538,10,-1051416.5,292908.53525931353,34936.44944385893,38,1136000,0.9,0.9,38,-27.404888,292908.53525931353,292908.53525931353,574.66925,10,277099520.0,330231.87388835364,233829.4545448538
19921.865540091298,0.0,0.0,nan,313102.7138512839,340958.2046794423,275450.5545980991,10,-1068947.4,313102.7138512839,19921.865540091298,39,1160000,1.0,1.0,39,-27.352058,313102.7138512839,313102.7138512839,1279.7032,10,282057250.0,340958.2046794423,275450.5545980991
19315.49868775211,0.0,0.0,nan,323742.3447057287,341009.53253627656,276880.42761144723,10,-1116511.8,323742.3447057288,19315.49868775211,40,1184000,1.0,1.0,40,-27.2033,323742.3447057288,323742.3447057287,1814.5953,10,300385060.0,341009.53253627656,276880.42761144723
14179.577941493728,0.0,0.0,nan,323461.6959903699,340087.4958738683,293745.9548095328,10,-1159924.5,323461.6959903699,14179.577941493728,41,1208000,1.0,1.0,41,-26.837418,323461.6959903699,323461.6959903699,701.0788,10,315597200.0,340087.4958738683,293745.9548095328
21623.962071276575,0.0,0.0,nan,292478.452022898,337590.16286570963,255901.43824204695,10,-1178100.4,292478.45202289807,21623.962071276575,42,1232000,1.0,1.0,42,-26.990097,292478.45202289807,292478.452022898,503.63422,10,327454270.0,337590.16286570963,255901.43824204695
39487.023584863804,0.0,0.0,nan,281867.3180120591,339374.6505613603,226262.64174803378,10,-1201095.1,281867.31801205914,39487.023584863804,43,1256000,0.8,0.8,43,-27.260567,281867.31801205914,281867.3180120591,377.91995,10,351207600.0,339374.6505613603,226262.64174803378
27306.411128088675,0.0,0.0,nan,320273.0124164064,343960.1348130075,259471.82855165526,10,-1221022.0,320273.0124164065,27306.411128088675,44,1280000,1.0,1.0,44,-27.58,320273.0124164065,320273.0124164064,352.64496,10,365501300.0,343960.1348130075,259471.82855165526
18352.814073616206,0.0,0.0,nan,328432.8121601454,343344.8573616764,290097.4949117155,10,-1238979.8,328432.8121601454,18352.814073616206,45,1304000,1.0,1.0,45,-27.72271,328432.8121601454,328432.8121601454,555.8096,10,389757470.0,343344.8573616764,290097.4949117155
33975.55333152659,0.0,0.0,nan,281141.2821852312,338689.82321777317,225914.6053362667,10,-1252277.8,281141.2821852312,33975.55333152659,46,1328000,1.0,1.0,46,-27.788712,281141.2821852312,281141.2821852312,527.5517,10,412106800.0,338689.82321777317,225914.6053362667
21255.568182672945,0.0,0.0,nan,324974.14576909464,342170.585322977,271135.22605134913,10,-1265701.6,324974.1457690945,21255.568182672945,47,1352000,1.0,1.0,47,-27.457163,324974.1457690945,324974.14576909464,377.07465,10,439335070.0,342170.585322977,271135.22605134913
13133.478554334488,0.0,0.0,nan,329590.8757050872,342443.4399668515,299873.44674606016,10,-1273669.9,329590.87570508727,13133.478554334488,48,1376000,1.0,1.0,48,-27.318838,329590.87570508727,329590.8757050872,373.1726,10,458570300.0,342443.4399668515,299873.44674606016
16261.859482779892,0.0,0.0,nan,328964.9729470579,344348.0885120143,288293.0678883318,10,-1258419.8,328964.97294705786,16261.859482779892,49,1400000,1.0,1.0,49,-27.824516,328964.97294705786,328964.9729470579,2372.593,10,503971330.0,344348.0885120143,288293.0678883318
15017.692779201474,0.0,0.0,nan,314736.52455461165,335208.0426550848,287380.87251260964,10,-1231629.1,314736.5245546117,15017.692779201474,50,1424000,1.0,1.0,50,-28.367565,314736.5245546117,314736.52455461165,11319.355,10,485791170.0,335208.0426550848,287380.87251260964
101482.91596051729,0.0,0.0,nan,247303.02938760817,341120.74421007483,-16.279435341024225,10,-1246302.2,247303.02938760808,101482.91596051729,51,1448000,0.9,0.9,51,-28.233067,247303.02938760808,247303.02938760817,7022.8726,10,478436400.0,341120.74421007483,-16.279435341024225
13019.404030587624,0.0,0.0,nan,332450.8949202127,345304.3037819148,298662.4428772477,10,-1261508.6,332450.8949202128,13019.404030587624,52,1472000,1.0,1.0,52,-27.86095,332450.8949202128,332450.8949202127,691.12585,10,484708060.0,345304.3037819148,298662.4428772477
86836.13297311371,0.0,0.0,nan,301624.91982387786,342183.04237207724,44237.80760985327,10,-1280931.1,301624.91982387786,86836.13297311371,53,1496000,0.9,0.9,53,-27.76009,301624.91982387786,301624.91982387786,395.11246,10,492587260.0,342183.04237207724,44237.80760985327
124426.04368016914,0.0,0.0,nan,260911.5956939534,339574.4863274702,10136.335638124754,10,-1281490.1,260911.59569395334,124426.04368016914,54,1520000,0.9,0.9,54,-27.578634,260911.59569395334,260911.5956939534,450.5137,10,515394240.0,339574.4863274702,10136.335638124754
34413.96778908403,0.0,0.0,nan,296398.93210587016,343585.12841159076,224200.92599747953,10,-1298268.5,296398.9321058701,34413.96778908403,55,1544000,1.0,1.0,55,-27.652227,296398.9321058701,296398.93210587016,527.46814,10,531420200.0,343585.12841159076,224200.92599747953
69989.84043420355,0.0,0.0,nan,306284.39915870747,340312.94796874246,98273.43064198978,10,-1306263.1,306284.39915870747,69989.84043420355,56,1568000,1.0,1.0,56,-27.17534,306284.39915870747,306284.39915870747,618.3812,10,519668100.0,340312.94796874246,98273.43064198978
50200.81395435065,0.0,0.0,nan,310187.2012888036,331531.1579996578,159956.5934390704,10,-1314086.8,310187.2012888036,50200.81395435065,57,1592000,1.0,1.0,57,-26.889212,310187.2012888036,310187.2012888036,571.6059,10,500498940.0,331531.1579996578,159956.5934390704
137746.77071910843,0.0,0.0,nan,90962.97961576101,335832.50978038326,-84.29000879984233,10,-847838.3,90962.97961576104,137746.77071910843,58,1616000,0.2,0.2,58,-31.013178,90962.97961576104,90962.97961576101,41287.703,10,425184800.0,335832.50978038326,-84.29000879984233
50684.53598620996,0.0,0.0,nan,290247.6321470286,336450.0419504925,172101.34384605338,10,-996332.8,290247.6321470286,50684.53598620996,59,1640000,1.0,1.0,59,-29.050737,290247.6321470286,290247.6321470286,11754.435,10,432064480.0,336450.0419504925,172101.34384605338
20374.894560186083,0.0,0.0,nan,301485.66372769093,343800.2719242637,274127.4762435708,10,-1230923.0,301485.6637276909,20374.894560186083,60,1664000,1.0,1.0,60,-27.761013,301485.6637276909,301485.66372769093,2348.6025,10,504696320.0,343800.2719242637,274127.4762435708
28830.360806217523,0.0,0.0,nan,289174.9547356876,333781.8164751012,244742.68112464403,10,-1313867.2,289174.9547356876,28830.360806217523,61,1688000,1.0,1.0,61,-28.3633,289174.9547356876,289174.9547356876,1325.4431,10,519244450.0,333781.8164751012,244742.68112464403
23489.962508180754,0.0,0.0,nan,264226.0131800926,315372.52841885464,221975.4343802925,10,-1328645.8,264226.0131800926,23489.962508180754,62,1712000,0.7,0.7,62,-28.98366,264226.0131800926,264226.0131800926,1000.57495,10,517491600.0,315372.52841885464,221975.4343802925
101927.97423093746,0.0,0.0,nan,255717.20747069007,330443.3538809391,12045.466146672428,10,-1336463.1,255717.20747069005,101927.97423093746,63,1736000,0.8,0.8,63,-29.520344,255717.20747069005,255717.20747069007,889.7792,10,526653300.0,330443.3538809391,12045.466146672428
91308.07154747058,0.0,0.0,nan,282184.61405240843,338920.23376776325,82237.6065538662,10,-1357542.6,282184.61405240843,91308.07154747058,64,1760000,1.0,1.0,64,-29.647465,282184.61405240843,282184.61405240843,519.67053,10,545477100.0,338920.23376776325,82237.6065538662
100069.27527901574,0.0,0.0,nan,278081.08615639445,337745.6350248239,74044.3296802353,10,-1358495.8,278081.08615639433,100069.27527901574,65,1784000,1.0,1.0,65,-30.043901,278081.08615639433,278081.08615639445,435.83096,10,554103000.0,337745.6350248239,74044.3296802353
110864.31869035102,0.0,0.0,nan,237527.6019252091,342938.9018842095,39712.4957213355,10,-1359904.5,237527.6019252091,110864.31869035102,66,1808000,1.0,1.0,66,-29.864424,237527.6019252091,237527.6019252091,313.10614,10,550088300.0,342938.9018842095,39712.4957213355
30834.686804305285,0.0,0.0,nan,305152.6105375802,335604.6856564096,249413.4447351221,10,-1352949.5,305152.6105375802,30834.686804305285,67,1832000,1.0,1.0,67,-29.590656,305152.6105375802,305152.6105375802,313.1701,10,536743780.0,335604.6856564096,249413.4447351221
87854.25550154362,0.0,0.0,nan,294229.91523928626,340862.54409738333,46084.60618829276,10,-1348123.2,294229.91523928626,87854.25550154362,68,1856000,1.0,1.0,68,-29.59284,294229.91523928626,294229.91523928626,315.83392,10,530303300.0,340862.54409738333,46084.60618829276
93954.07536365362,0.0,0.0,nan,287454.57930143573,339354.78299889737,38313.019423309524,10,-1341019.4,287454.5793014358,93954.07536365362,69,1880000,1.0,1.0,69,-29.468243,287454.5793014358,287454.57930143573,327.86737,10,527943500.0,339354.78299889737,38313.019423309524
147682.2134064422,0.0,0.0,nan,131127.78518310472,340332.248895409,-80.91985651463762,10,-1031145.6,131127.78518310474,147682.2134064422,70,1904000,0.4,0.4,70,-31.998222,131127.78518310474,131127.78518310472,1250.8518,10,422239260.0,340332.248895409,-80.91985651463762
134875.2478203802,0.0,0.0,nan,243433.1069432824,335070.6317571431,-51.01550996859254,10,-731158.8,243433.1069432824,134875.2478203802,71,1928000,0.8,0.8,71,-30.479797,243433.1069432824,243433.1069432824,1982.9785,10,314813500.0,335070.6317571431,-51.01550996859254
79657.44517943749,0.0,0.0,nan,292971.7376812105,340412.5907227038,72788.65962174204,10,-1079248.9,292971.7376812104,79657.44517943749,72,1952000,1.0,1.0,72,-30.243294,292971.7376812104,292971.7376812105,879.71954,10,471122560.0,340412.5907227038,72788.65962174204
120262.6050919686,0.0,0.0,nan,237310.88137745648,348211.3307258501,-65.36224376445162,10,-917455.7,237310.88137745642,120262.6050919686,73,1976000,0.7,0.7,73,-32.981613,237310.88137745642,237310.88137745648,1379.435,10,428542620.0,348211.3307258501,-65.36224376445162
23373.0815709451,0.0,0.0,nan,320642.0137826336,341199.07829590753,257988.60565192247,10,-945212.8,320642.0137826336,23373.0815709451,74,2000000,1.0,1.0,74,-31.4531,320642.0137826336,320642.0137826336,1413.54,10,452232800.0,341199.07829590753,257988.60565192247
61385.925193785726,0.0,0.0,nan,296490.33891738986,336527.86277233454,117270.84344681968,10,-1233424.9,296490.3389173898,61385.925193785726,75,2024000,1.0,1.0,75,-30.77286,296490.3389173898,296490.33891738986,604.86926,10,580150200.0,336527.86277233454,117270.84344681968
25515.59147178053,0.0,0.0,nan,314353.0398910515,342561.1386379837,253796.86440482116,10,-1317949.1,314353.0398910515,25515.59147178053,76,2048000,1.0,1.0,76,-31.117966,314353.0398910515,314353.0398910515,638.078,10,593436800.0,342561.1386379837,253796.86440482116
9268.731213614315,0.0,0.0,nan,330888.570114148,341387.6413744615,316590.30992029264,10,-1328231.1,330888.5701141481,9268.731213614315,77,2072000,1.0,1.0,77,-31.126328,330888.5701141481,330888.570114148,388.00122,10,571342340.0,341387.6413744615,316590.30992029264
86781.96722328229,0.0,0.0,nan,286135.7458372798,337346.9572474632,71823.84645039513,10,-1353561.9,286135.74583727994,86781.96722328229,78,2096000,1.0,1.0,78,-30.917622,286135.74583727994,286135.7458372798,374.538,10,572797760.0,337346.9572474632,71823.84645039513
19684.328090114614,0.0,0.0,nan,320282.13501170673,336420.2828412554,269739.11237453454,10,-1348630.5,320282.13501170673,19684.328090114614,79,2120000,1.0,1.0,79,-30.75513,320282.13501170673,320282.13501170673,306.35382,10,563541760.0,336420.2828412554,269739.11237453454
28454.547688124796,0.0,0.0,nan,306775.2133230047,330168.6076928399,234118.13258809797,10,-1342161.8,306775.2133230047,28454.547688124796,80,2144000,1.0,1.0,80,-30.353304,306775.2133230047,306775.2133230047,434.22372,10,564998500.0,330168.6076928399,234118.13258809797
52556.79107404826,0.0,0.0,nan,293601.12483403983,333636.40699533274,185381.94276113051,10,-1347441.5,293601.1248340399,52556.79107404826,81,2168000,1.0,1.0,81,-29.980724,293601.1248340399,293601.12483403983,444.53198,10,563226240.0,333636.40699533274,185381.94276113051
26912.61358458683,0.0,0.0,nan,296274.7063821251,337158.6877764821,250298.12200319592,10,-1356474.5,296274.706382125,26912.61358458683,82,2192000,1.0,1.0,82,-29.60962,296274.706382125,296274.7063821251,381.647,10,563605250.0,337158.6877764821,250298.12200319592
40071.59651373137,0.0,0.0,nan,292823.51703571394,337817.13617857796,207524.0547136004,10,-1341993.5,292823.5170357139,40071.59651373137,83,2216000,1.0,1.0,83,-28.994318,292823.5170357139,292823.51703571394,394.64444,10,567181800.0,337817.13617857796,207524.0547136004
48680.408323487514,0.0,0.0,nan,299163.73218169843,338803.1044399649,208222.55719812683,10,-1361921.5,299163.7321816985,48680.408323487514,84,2240000,1.0,1.0,84,-29.675722,299163.7321816985,299163.73218169843,250.42798,10,577899300.0,338803.1044399649,208222.55719812683
37553.96833162483,0.0,0.0,nan,303363.55289649,339063.05006527604,235369.28148115752,10,-1363157.8,303363.55289649,37553.96833162483,85,2264000,1.0,1.0,85,-29.71864,303363.55289649,303363.55289649,229.63553,10,592093500.0,339063.05006527604,235369.28148115752
30613.09210445499,0.0,0.0,nan,313765.67003268935,342020.1568764508,243298.16124946548,10,-1357520.8,313765.67003268923,30613.09210445499,86,2288000,1.0,1.0,86,-29.675539,313765.67003268923,313765.67003268935,186.9722,10,597148350.0,342020.1568764508,243298.16124946548
23722.24259834502,0.0,0.0,nan,322753.4252694213,342766.7656997699,260558.42542854784,10,-1306559.8,322753.4252694213,23722.24259834502,87,2312000,1.0,1.0,87,-29.916859,322753.4252694213,322753.4252694213,702.504,10,595560000.0,342766.7656997699,260558.42542854784
68822.065439,0.0,0.0,nan,295429.4224454239,343659.3815380258,132188.47140823124,10,-1327508.4,295429.4224454239,68822.065439,88,2336000,1.0,1.0,88,-30.134129,295429.4224454239,295429.4224454239,745.82904,10,607869060.0,343659.3815380258,132188.47140823124
98619.4158469657,0.0,0.0,nan,274946.6515431856,343579.82443487947,2680.1212011666908,10,-1234533.9,274946.6515431857,98619.4158469657,89,2360000,0.9,0.9,89,-30.770435,274946.6515431857,274946.6515431856,3567.129,10,833916860.0,343579.82443487947,2680.1212011666908
35913.11982412837,0.0,0.0,nan,307363.65048167534,338087.5782651868,211933.38158664387,10,-1323280.1,307363.6504816753,35913.11982412837,90,2384000,1.0,1.0,90,-30.343716,307363.6504816753,307363.65048167534,1005.44867,10,610732500.0,338087.5782651868,211933.38158664387
94967.16518624872,0.0,0.0,nan,206393.4407865326,336907.9095333239,101952.55087519936,10,-1339775.5,206393.44078653253,94967.16518624872,91,2408000,1.0,1.0,91,-30.119484,206393.44078653253,206393.4407865326,445.83337,10,627989570.0,336907.9095333239,101952.55087519936
98793.07444379655,0.0,0.0,nan,216459.51568849283,327104.7858342665,62765.23940728701,10,-1328429.0,216459.51568849286,98793.07444379655,92,2432000,1.0,1.0,92,-29.943789,216459.51568849286,216459.51568849283,1129.099,10,620773800.0,327104.7858342665,62765.23940728701
