MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/QfLoss,MetaTest/window-close-v1/MaxReturn,MetaTest/window-close-v1/Iteration,MetaTest/window-close-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/window-close-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/window-close-v1/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTrain/Average/AlphaLoss,MetaTest/window-close-v1/StdReturn,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/window-close-v1/SuccessRate,MetaTest/window-close-v1/NumTrajs,MetaTest/window-close-v1/AverageReturn,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/Average/TerminationRate
66.89897,-24.31553660851386,0.0,-32.0228758581352,23430962.0,-15.703652194526475,16,-32.0228758581352,-15.703652194526475,-24.31553660851386,-24.31553660851386,0.0,-90242.63,-15.384259,4.7696563654841135,608000,10,4.7696563654841135,0.0,10,-24.31553660851386,16,nan,0.0
48.916664,-39.65522701498726,0.0,-54.60472093940701,34730376.0,-28.749311468219524,17,-54.60472093940701,-28.749311468219524,-39.65522701498726,-39.65522701498726,0.0,-97756.32,-15.86772,9.537348590659018,632000,10,9.537348590659018,0.0,10,-39.65522701498726,17,nan,0.0
101.90203,-33.061215521567945,0.0,-47.83182190763163,41054732.0,-24.608508898683752,18,-47.83182190763163,-24.608508898683752,-33.061215521567945,-33.06121552156794,0.0,-105105.56,-15.74367,6.795720198309621,656000,10,6.795720198309621,0.0,10,-33.06121552156794,18,nan,0.0
323.03436,-30.61317822065761,0.0,-36.58573827502389,44270620.0,-24.461728153554052,19,-36.58573827502389,-24.461728153554052,-30.61317822065761,-30.61317822065761,0.0,-109913.945,-15.405762,3.786830369528461,680000,10,3.786830369528461,0.0,10,-30.61317822065761,19,nan,0.0
78.09005,13329.35261101594,0.2,-56.10355529219914,45225788.0,116474.45733172497,20,-56.10355529219914,116474.45733172497,13329.35261101594,13329.352611015947,0.0,-109786.96,-16.567488,34758.154658540145,704000,10,34758.154658540145,0.2,10,13329.352611015947,20,nan,0.0
72.45075,29823.76679956487,0.3,-82.16084098535607,49626004.0,109921.1968094504,21,-82.16084098535607,109921.1968094504,29823.76679956487,29823.766799564863,0.0,-115754.266,-16.80964,45873.85830358431,728000,10,45873.85830358431,0.3,10,29823.766799564863,21,nan,0.0
172.15096,25555.77418749965,0.0,-26.511752088942796,64262184.0,71500.81981109211,22,-26.511752088942796,71500.81981109211,25555.77418749965,25555.77418749964,0.0,-137149.73,-17.378391,28975.247378573247,752000,10,28975.247378573247,0.0,10,25555.77418749964,22,nan,0.0
39.28169,85119.1842406794,1.0,65399.87048440159,69521340.0,100600.8922187289,23,65399.87048440159,100600.8922187289,85119.1842406794,85119.1842406794,0.0,-160632.17,-17.971308,9462.832937679637,776000,10,9462.832937679637,1.0,10,85119.1842406794,23,nan,0.0
28.85542,50668.79490336219,0.6,5108.423053649416,72230210.0,84845.74718702688,24,5108.423053649416,84845.74718702688,50668.79490336219,50668.794903362184,0.0,-186181.44,-19.24565,32946.09497157116,800000,10,32946.09497157116,0.6,10,50668.794903362184,24,nan,0.0
1867.3242,25320.35582838585,0.3,-90.19078318904373,97699864.0,86077.45870813231,25,-90.19078318904373,86077.45870813231,25320.35582838585,25320.355828385844,0.0,-171026.27,-27.895184,37717.36045585561,824000,10,37717.36045585561,0.3,10,25320.355828385844,25,nan,0.0
72.29501,29018.878748463478,0.0,1821.343839603978,73098744.0,64792.60532221565,26,1821.343839603978,64792.60532221565,29018.878748463478,29018.878748463474,0.0,-224388.34,-27.935402,15315.091204367287,848000,10,15315.091204367287,0.0,10,29018.878748463474,26,nan,0.0
69.7282,106282.70564257698,0.9,57853.44342672507,68067790.0,172632.8741920469,27,57853.44342672507,172632.8741920469,106282.70564257698,106282.70564257698,0.0,-235040.52,-27.661036,30217.52217669847,872000,10,30217.52217669847,0.9,10,106282.70564257698,27,nan,0.0
150.62202,130737.0864925833,0.9,1398.3741342738304,61996344.0,161977.71955660146,28,1398.3741342738304,161977.71955660146,130737.0864925833,130737.08649258327,0.0,-239684.92,-27.629503,44867.99351666555,896000,10,44867.99351666555,0.9,10,130737.08649258327,28,nan,0.0
83.55103,139788.6180825257,1.0,84575.46042831472,107479760.0,161743.34031251303,29,84575.46042831472,161743.34031251303,139788.6180825257,139788.6180825257,0.0,-239920.78,-28.243828,22058.23488596788,920000,10,22058.23488596788,1.0,10,139788.6180825257,29,nan,0.0
1066.8158,106672.99954057392,0.9,1227.903358154506,62002480.0,167183.30581753424,30,1227.903358154506,167183.30581753424,106672.99954057392,106672.99954057395,0.0,-241733.95,-27.28056,46129.54096418187,944000,10,46129.54096418187,0.9,10,106672.99954057395,30,nan,0.0
134.63977,99403.86953254699,0.9,365.96236743595176,65611704.0,133023.56945241586,31,365.96236743595176,133023.56945241586,99403.86953254699,99403.869532547,0.0,-261136.8,-25.930773,37236.19764549633,968000,10,37236.19764549633,0.9,10,99403.869532547,31,nan,0.0
173.98805,95916.91209064382,0.9,10136.046307797196,68703130.0,136947.11081515887,32,10136.046307797196,136947.11081515887,95916.91209064382,95916.9120906438,0.0,-271548.7,-26.01746,33138.25748248754,992000,10,33138.25748248754,0.9,10,95916.9120906438,32,nan,0.0
260.0123,85178.45538051099,0.7,700.6570870392584,72369304.0,155497.313533858,33,700.6570870392584,155497.313533858,85178.45538051099,85178.45538051102,0.0,-286345.16,-26.262074,55932.14012387381,1016000,10,55932.14012387381,0.7,10,85178.45538051102,33,nan,0.0
182.73808,68166.23885184861,0.7,1477.5614388417737,78532030.0,141714.17591086635,34,1477.5614388417737,141714.17591086635,68166.23885184861,68166.23885184864,0.0,-304695.6,-26.363535,48358.68113338486,1040000,10,48358.68113338486,0.7,10,68166.23885184864,34,nan,0.0
145.68698,80951.90358578003,0.6,14250.608590441658,84780270.0,164119.29166298237,35,14250.608590441658,164119.29166298237,80951.90358578003,80951.90358578006,0.0,-319425.47,-26.377705,49728.16535477733,1064000,10,49728.16535477733,0.6,10,80951.90358578006,35,nan,0.0
111.498566,74488.84572653526,0.6,4621.5707441114355,92236010.0,174092.5008910906,36,4621.5707441114355,174092.5008910906,74488.84572653526,74488.84572653525,0.0,-328984.2,-26.436321,44811.32273198374,1088000,10,44811.32273198374,0.6,10,74488.84572653525,36,nan,0.0
1064.9067,120587.03417785659,0.9,41536.60583528627,104543790.0,163257.14615094927,37,41536.60583528627,163257.14615094927,120587.03417785659,120587.03417785656,0.0,-344904.6,-26.485407,35050.785787798806,1112000,10,35050.785787798806,0.9,10,120587.03417785656,37,nan,0.0
1760.4315,104374.03267422343,0.8,816.2369897907354,108422370.0,161656.260837851,38,816.2369897907354,161656.260837851,104374.03267422343,104374.03267422348,0.0,-358432.28,-26.303188,54292.50469376578,1136000,10,54292.50469376578,0.8,10,104374.03267422348,38,nan,0.0
154.26024,138660.87908910715,1.0,75770.76419554657,113756700.0,161641.69868504463,39,75770.76419554657,161641.69868504463,138660.87908910715,138660.8790891072,0.0,-372715.9,-26.384308,23324.42661176589,1160000,10,23324.42661176589,1.0,10,138660.8790891072,39,nan,0.0
92.877945,141589.4740126367,1.0,107712.93591291274,121220296.0,182133.29664065316,40,107712.93591291274,182133.29664065316,141589.4740126367,141589.47401263675,0.0,-388802.5,-26.565735,26237.9560571098,1184000,10,26237.9560571098,1.0,10,141589.47401263675,40,nan,0.0
190.14555,80812.48299364469,0.8,5645.442915307192,132254750.0,124050.04589021175,41,5645.442915307192,124050.04589021175,80812.48299364469,80812.48299364469,0.0,-399237.56,-26.505533,35332.50465301847,1208000,10,35332.50465301847,0.8,10,80812.48299364469,41,nan,0.0
62.388123,107182.63873903957,0.8,4864.4129321028895,133520820.0,168278.1987615648,42,4864.4129321028895,168278.1987615648,107182.63873903957,107182.6387390395,0.0,-410274.25,-26.645664,56899.99155528808,1232000,10,56899.99155528808,0.8,10,107182.6387390395,42,nan,0.0
705.49774,63976.55577092853,0.8,3559.9888226945022,139687650.0,84980.4166409877,43,3559.9888226945022,84980.4166409877,63976.55577092853,63976.55577092853,0.0,-423742.9,-27.647976,22345.11184405154,1256000,10,22345.11184405154,0.8,10,63976.55577092853,43,nan,0.0
98.00571,92251.41268358348,0.7,5743.647376449735,139416400.0,151974.0829767875,44,5743.647376449735,151974.0829767875,92251.41268358348,92251.41268358346,0.0,-439215.5,-27.714466,57305.359395534986,1280000,10,57305.359395534986,0.7,10,92251.41268358346,44,nan,0.0
85.320076,92450.30778415516,0.9,3167.3517070955704,143686750.0,130462.99548692834,45,3167.3517070955704,130462.99548692834,92450.30778415516,92450.30778415519,0.0,-452603.84,-27.095629,39583.441788661585,1304000,10,39583.441788661585,0.9,10,92450.30778415519,45,nan,0.0
99.63927,92916.17026155027,0.7,43.72362159549307,143176080.0,163123.51943125573,46,43.72362159549307,163123.51943125573,92916.17026155027,92916.17026155026,0.0,-458924.6,-26.322588,62183.439947356106,1328000,10,62183.439947356106,0.7,10,92916.17026155026,46,nan,0.0
96.38658,131105.65027178221,1.0,5419.367050714207,144037580.0,171745.987206702,47,5419.367050714207,171745.987206702,131105.65027178221,131105.65027178224,0.0,-463745.9,-25.905329,44914.486224681896,1352000,10,44914.486224681896,1.0,10,131105.65027178224,47,nan,0.0
65.49751,126491.34442988245,1.0,120494.46691171106,148663230.0,131442.90968500735,48,120494.46691171106,131442.90968500735,126491.34442988245,126491.34442988248,0.0,-472792.34,-25.938679,3431.9037267479266,1376000,10,3431.9037267479266,1.0,10,126491.34442988248,48,nan,0.0
57.378616,109876.45049740751,1.0,49994.406398426254,153024370.0,131219.52637305154,49,49994.406398426254,131219.52637305154,109876.45049740751,109876.45049740754,0.0,-482334.84,-26.302023,27926.871063944734,1400000,10,27926.871063944734,1.0,10,109876.45049740754,49,nan,0.0
67.29688,130763.12888729098,1.0,114488.11273574724,162325950.0,179487.1864004335,50,114488.11273574724,179487.1864004335,130763.12888729098,130763.1288872909,0.0,-491798.53,-26.462097,17194.258294527,1424000,10,17194.258294527,1.0,10,130763.1288872909,50,nan,0.0
65.55559,133484.19233131415,1.0,116109.58511696952,174377070.0,165922.36592904624,51,116109.58511696952,165922.36592904624,133484.19233131415,133484.19233131417,0.0,-501374.84,-26.279715,16021.351802933797,1448000,10,16021.351802933797,1.0,10,133484.19233131417,51,nan,0.0
12020.796,124755.42442246946,1.0,109908.25224343981,222037600.0,131865.4914307407,52,109908.25224343981,131865.4914307407,124755.42442246946,124755.42442246946,0.0,-511123.78,-28.088346,6052.982528497479,1472000,10,6052.982528497479,1.0,10,124755.42442246946,52,nan,0.0
9359.131,53808.686321417976,0.5,-68.42791087372797,211369260.0,118200.29082074766,53,-68.42791087372797,118200.29082074766,53808.686321417976,53808.68632141796,0.0,-524612.2,-27.154495,54218.860204205936,1496000,10,54218.860204205936,0.5,10,53808.68632141796,53,nan,0.0
146.35335,108684.4517434699,0.8,1354.8390982533256,189695550.0,156303.66645671762,54,1354.8390982533256,156303.66645671762,108684.4517434699,108684.4517434699,0.0,-517502.62,-27.047598,55093.73186775659,1520000,10,55093.73186775659,0.8,10,108684.4517434699,54,nan,0.0
78.33375,103668.21063846929,0.8,939.4129855402942,191370820.0,158098.96501979622,55,939.4129855402942,158098.96501979622,103668.21063846929,103668.21063846933,0.0,-544392.2,-26.346426,53314.68105652114,1544000,10,53314.68105652114,0.8,10,103668.21063846933,55,nan,0.0
181.15125,83081.53520316453,0.6,12976.13779092213,197110640.0,157632.7458842731,56,12976.13779092213,157632.7458842731,83081.53520316453,83081.53520316452,0.0,-550782.1,-26.532923,58860.08037980425,1568000,10,58860.08037980425,0.6,10,83081.53520316452,56,nan,0.0
698.1886,107390.27169015631,0.9,-13.751240994257778,196651220.0,166803.56478390482,57,-13.751240994257778,166803.56478390482,107390.27169015631,107390.27169015634,0.0,-549565.3,-27.207363,44118.28998389081,1592000,10,44118.28998389081,0.9,10,107390.27169015634,57,nan,0.0
554.409,129983.10763848608,1.0,112738.61088875549,195749900.0,165668.37585279768,58,112738.61088875549,165668.37585279768,129983.10763848608,129983.10763848608,0.0,-564745.5,-26.81702,16782.576091722673,1616000,10,16782.576091722673,1.0,10,129983.10763848608,58,nan,0.0
491.3997,117469.38371260816,0.9,120.37792992543196,198804260.0,161022.7992869544,59,120.37792992543196,161022.7992869544,117469.38371260816,117469.38371260816,0.0,-576839.5,-26.696512,48556.51443405768,1640000,10,48556.51443405768,0.9,10,117469.38371260816,59,nan,0.0
123.10021,128840.05469383602,1.0,101720.98729099437,195372600.0,168302.27809869748,60,101720.98729099437,168302.27809869748,128840.05469383602,128840.05469383602,0.0,-583352.2,-27.089691,22712.80599749569,1664000,10,22712.80599749569,1.0,10,128840.05469383602,60,nan,0.0
199.18037,113967.03444728717,0.8,4858.453656313664,199746380.0,168160.5141276317,61,4858.453656313664,168160.5141276317,113967.03444728717,113967.03444728721,0.0,-580962.75,-26.951262,55636.98416727188,1688000,10,55636.98416727188,0.8,10,113967.03444728721,61,nan,0.0
296.93832,122475.91898206789,1.0,94517.44963502625,262274320.0,157745.37183060398,62,94517.44963502625,157745.37183060398,122475.91898206789,122475.91898206789,0.0,-580338.8,-27.962824,23510.865407566384,1712000,10,23510.865407566384,1.0,10,122475.91898206789,62,nan,0.0
1291.2136,115625.44776156521,1.0,85728.92954581826,259043620.0,140123.70539771172,63,85728.92954581826,140123.70539771172,115625.44776156521,115625.44776156518,0.0,-577810.56,-28.832195,15310.27343834964,1736000,10,15310.27343834964,1.0,10,115625.44776156518,63,nan,0.0
3926.4536,107791.39756430448,0.9,-22.48696936146663,216282930.0,154491.8528599184,64,-22.48696936146663,154491.8528599184,107791.39756430448,107791.39756430444,0.0,-520066.56,-29.824688,39950.72535010674,1760000,10,39950.72535010674,0.9,10,107791.39756430444,64,nan,0.0
5646.615,122112.5041817502,1.0,84663.67386650233,215219410.0,163722.3549461827,65,84663.67386650233,163722.3549461827,122112.5041817502,122112.50418175019,0.0,-558771.06,-29.586601,24455.149369149876,1784000,10,24455.149369149876,1.0,10,122112.50418175019,65,nan,0.0
6761.313,113712.9271374641,1.0,-26.468878079208434,225550480.0,149130.84346194455,66,-26.468878079208434,149130.84346194455,113712.9271374641,113712.9271374641,0.0,-581003.4,-29.474495,39487.36202962262,1808000,10,39487.36202962262,1.0,10,113712.9271374641,66,nan,0.0
6882.623,104161.12080170975,1.0,59958.44710318224,233279310.0,131874.77736136666,67,59958.44710318224,131874.77736136666,104161.12080170975,104161.12080170974,0.0,-603562.75,-29.173746,24638.384559092035,1832000,10,24638.384559092035,1.0,10,104161.12080170974,67,nan,0.0
3134.9065,95234.73825474671,0.8,1460.4488550861888,231275860.0,158884.4360987845,68,1460.4488550861888,158884.4360987845,95234.73825474671,95234.73825474673,0.0,-540870.0,-29.948101,52541.7784058354,1856000,10,52541.7784058354,0.8,10,95234.73825474673,68,nan,0.0
3452.688,85072.91236662625,0.7,2800.706611290757,248750000.0,165745.66406369657,69,2800.706611290757,165745.66406369657,85072.91236662625,85072.91236662623,0.0,-525759.7,-29.30015,52104.26734897124,1880000,10,52104.26734897124,0.7,10,85072.91236662623,69,nan,0.0
1783.2473,81544.31932637558,0.6,42.38587689564352,251863310.0,139423.72396253105,70,42.38587689564352,139423.72396253105,81544.31932637558,81544.3193263756,0.0,-599966.3,-28.408344,60346.56265945706,1904000,10,60346.56265945706,0.6,10,81544.3193263756,70,nan,0.0
923.063,130082.46165503837,1.0,113450.79336066895,247120880.0,157768.50866529145,71,113450.79336066895,157768.50866529145,130082.46165503837,130082.46165503841,0.0,-610642.5,-27.778902,12930.034951146263,1928000,10,12930.034951146263,1.0,10,130082.46165503841,71,nan,0.0
436.41644,94472.14579419019,0.9,4664.971275917579,246501280.0,145206.08529415514,72,4664.971275917579,145206.08529415514,94472.14579419019,94472.14579419018,0.0,-629245.9,-27.230074,39335.281549003455,1952000,10,39335.281549003455,0.9,10,94472.14579419018,72,nan,0.0
488.50388,101890.15891630486,1.0,51830.60311814819,242844110.0,180229.00309740377,73,51830.60311814819,180229.00309740377,101890.15891630486,101890.15891630486,0.0,-635421.8,-26.63105,34088.68897532854,1976000,10,34088.68897532854,1.0,10,101890.15891630486,73,nan,0.0
214.91966,102541.26850255192,0.9,925.4731820795973,254935940.0,125813.68095660603,74,925.4731820795973,125813.68095660603,102541.26850255192,102541.26850255186,0.0,-638557.44,-26.469719,36874.805570370285,2000000,10,36874.805570370285,0.9,10,102541.26850255186,74,nan,0.0
312.0718,128106.08940633724,1.0,74363.36385762272,256043090.0,160699.8695218693,75,74363.36385762272,160699.8695218693,128106.08940633724,128106.08940633727,0.0,-642591.25,-26.4703,26108.50043907374,2024000,10,26108.50043907374,1.0,10,128106.08940633727,75,nan,0.0
226.15094,119958.70478422832,0.9,58892.29589325014,279448600.0,171069.84586902842,76,58892.29589325014,171069.84586902842,119958.70478422832,119958.70478422835,0.0,-641611.25,-26.672895,28966.620820136475,2048000,10,28966.620820136475,0.9,10,119958.70478422835,76,nan,0.0
89.37306,115274.7131765846,1.0,93522.04705235122,284632670.0,145322.59486184974,77,93522.04705235122,145322.59486184974,115274.7131765846,115274.7131765846,0.0,-645133.25,-26.578636,14064.21290105073,2072000,10,14064.21290105073,1.0,10,115274.7131765846,77,nan,0.0
63.313797,86184.46295127596,0.9,12324.940006387656,267291460.0,149860.0575092251,78,12324.940006387656,149860.0575092251,86184.46295127596,86184.46295127596,0.0,-646624.1,-26.587475,33688.162771657466,2096000,10,33688.162771657466,0.9,10,86184.46295127596,78,nan,0.0
93.05914,104114.12711757058,1.0,77802.51513728935,281189950.0,132281.27173922502,79,77802.51513728935,132281.27173922502,104114.12711757058,104114.12711757058,0.0,-644796.44,-26.120441,19307.713841045967,2120000,10,19307.713841045967,1.0,10,104114.12711757058,79,nan,0.0
87.329765,49790.9622984399,0.4,3216.1235940176352,295357860.0,145836.92967915055,80,3216.1235940176352,145836.92967915055,49790.9622984399,49790.96229843989,0.0,-656862.1,-25.811691,52298.95046724563,2144000,10,52298.95046724563,0.4,10,49790.96229843989,80,nan,0.0
104.9694,116082.58949335743,0.9,36824.685934740635,290715800.0,150881.43033932862,81,36824.685934740635,150881.43033932862,116082.58949335743,116082.58949335743,0.0,-650222.06,-25.772524,32976.24845296419,2168000,10,32976.24845296419,0.9,10,116082.58949335743,81,nan,0.0
112.56861,132132.8943260535,1.0,104443.39339199322,304192930.0,153301.56980022334,82,104443.39339199322,153301.56980022334,132132.8943260535,132132.8943260535,0.0,-652872.56,-25.653458,17415.334089902855,2192000,10,17415.334089902855,1.0,10,132132.8943260535,82,nan,0.0
179.35431,119061.37196661183,1.0,65442.655812112476,307026200.0,159852.28375521346,83,65442.655812112476,159852.28375521346,119061.37196661183,119061.37196661183,0.0,-662270.1,-25.41713,23121.21022316394,2216000,10,23121.21022316394,1.0,10,119061.37196661183,83,nan,0.0
67.06077,123385.6804952746,1.0,68193.33148026903,309904400.0,158161.35324460568,84,68193.33148026903,158161.35324460568,123385.6804952746,123385.68049527457,0.0,-669456.94,-25.760733,23217.517842377532,2240000,10,23217.517842377532,1.0,10,123385.68049527457,84,nan,0.0
58.70308,121036.93414779117,0.9,33307.98755336081,315284900.0,160804.1215235433,85,33307.98755336081,160804.1215235433,121036.93414779117,121036.93414779117,0.0,-673282.3,-25.796194,36200.97720825774,2264000,10,36200.97720825774,0.9,10,121036.93414779117,85,nan,0.0
25.146276,119750.89628265516,1.0,102703.26907813818,307978430.0,155051.5999281483,86,102703.26907813818,155051.5999281483,119750.89628265516,119750.89628265516,0.0,-675552.75,-25.412657,15164.221004036706,2288000,10,15164.221004036706,1.0,10,119750.89628265516,86,nan,0.0
116.06068,122771.17089553252,1.0,102219.41494721784,306153800.0,154328.98040106558,87,102219.41494721784,154328.98040106558,122771.17089553252,122771.17089553254,0.0,-678131.75,-25.507023,13210.46294306064,2312000,10,13210.46294306064,1.0,10,122771.17089553254,87,nan,0.0
27.580894,85150.93468092514,0.7,7287.954073048641,321802340.0,164418.20667578257,88,7287.954073048641,164418.20667578257,85150.93468092514,85150.9346809251,0.0,-686627.2,-25.309862,54023.05638526724,2336000,10,54023.05638526724,0.7,10,85150.9346809251,88,nan,0.0
25.788141,115456.62729199308,1.0,57775.50055201141,325167940.0,151444.85261253375,89,57775.50055201141,151444.85261253375,115456.62729199308,115456.62729199309,0.0,-692025.5,-25.05182,24053.372711488046,2360000,10,24053.372711488046,1.0,10,115456.62729199309,89,nan,0.0
31.856285,130627.45302984437,1.0,61120.818243851354,318262000.0,160938.07840325465,90,61120.818243851354,160938.07840325465,130627.45302984437,130627.45302984437,0.0,-696392.5,-24.558159,26846.310316160947,2384000,10,26846.310316160947,1.0,10,130627.45302984437,90,nan,0.0
45.187366,122077.72974971212,1.0,82877.8878045803,333490880.0,148380.90108460316,91,82877.8878045803,148380.90108460316,122077.72974971212,122077.72974971213,0.0,-700387.7,-24.457973,18830.288500342736,2408000,10,18830.288500342736,1.0,10,122077.72974971213,91,nan,0.0
40.477142,122102.92065243384,1.0,68721.77034218478,326085570.0,159987.0459447987,92,68721.77034218478,159987.0459447987,122102.92065243384,122102.92065243384,0.0,-703923.44,-24.417088,24459.389806922925,2432000,10,24459.389806922925,1.0,10,122102.92065243384,92,nan,0.0
26.60835,99909.61971978203,1.0,67758.09461240661,333161950.0,153686.1480416833,93,67758.09461240661,153686.1480416833,99909.61971978203,99909.61971978207,0.0,-709431.2,-24.860924,24467.00452993158,2456000,10,24467.00452993158,1.0,10,99909.61971978207,93,nan,0.0
26.27362,96010.28651345422,0.8,18291.953089964263,346444670.0,149294.36381870456,94,18291.953089964263,149294.36381870456,96010.28651345422,96010.28651345424,0.0,-714334.5,-24.840858,40882.98898106726,2480000,10,40882.98898106726,0.8,10,96010.28651345424,94,nan,0.0
38.56332,110855.71062750233,0.9,40842.21674332832,346358700.0,151345.84422929742,95,40842.21674332832,151345.84422929742,110855.71062750233,110855.71062750233,0.0,-719519.8,-24.720446,28211.670681900083,2504000,10,28211.670681900083,0.9,10,110855.71062750233,95,nan,0.0
41.782333,116390.40178627206,1.0,68780.49508400068,344515040.0,147845.47269151043,96,68780.49508400068,147845.47269151043,116390.40178627206,116390.40178627206,0.0,-725161.25,-24.292566,25037.055602087286,2528000,10,25037.055602087286,1.0,10,116390.40178627206,96,nan,0.0
