MetaTrain/Average/QfLoss,MetaTest/push-back-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/push-back-v1/MaxReturn,MetaTest/push-back-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/push-back-v1/AverageReturn,MetaTest/push-back-v1/Iteration,MetaTest/push-back-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/push-back-v1/TerminationRate,TotalEnvSteps,MetaTest/Average/StdReturn,MetaTest/push-back-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/push-back-v1/NumEpisodes,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha
16.059814,-31.325394284318246,-29.072865082642654,7.6946945,124.25656,-26.8378610607763,0.0,-31.325394284318246,-29.072865082642643,10,1.1545235832455008,0.0,0.0,0.19289963,0.0,232000,1.1545235832455008,-29.072865082642654,-26.8378610607763,10,10,10,-29.072865082642643,0.0739877
16.540634,-33.77945384223952,-28.29894557545857,7.6793623,128.53539,-22.869020119916133,0.0,-33.77945384223952,-28.298945575458568,11,3.37123786088052,0.0,0.0,0.11986435,0.0,244000,3.37123786088052,-28.29894557545857,-22.869020119916133,11,10,10,-28.298945575458568,0.059362248
16.568497,-35.34943315858378,-27.184216557420292,7.6969275,132.08475,-20.664311231154365,0.0,-35.34943315858378,-27.184216557420292,12,3.9070978918892014,0.0,0.0,0.076919496,0.0,256000,3.9070978918892014,-27.184216557420292,-20.664311231154365,12,10,10,-27.184216557420292,0.047786407
16.357658,-30.383450609073268,-26.263446119967135,7.6950197,135.17146,-20.10322999152855,0.0,-30.383450609073268,-26.263446119967135,13,3.271568351763776,0.0,0.0,0.053797457,0.0,268000,3.271568351763776,-26.263446119967135,-20.10322999152855,13,10,10,-26.263446119967135,0.0381184
15.386094,-24.116517905460007,-22.001267102427526,7.6916547,137.65634,-18.432393199512227,0.0,-24.116517905460007,-22.00126710242753,14,1.788707093463627,0.0,0.0,0.030815711,0.0,280000,1.788707093463627,-22.001267102427526,-18.432393199512227,14,10,10,-22.00126710242753,0.03077087
14.923573,-26.97285852067539,-25.598624659847744,7.6949124,139.67744,-22.78507549180212,0.0,-26.97285852067539,-25.598624659847736,15,1.2298658890455672,0.0,0.0,0.015519718,0.0,292000,1.2298658890455672,-25.598624659847744,-22.78507549180212,15,10,10,-25.598624659847736,0.025498806
15.255166,-28.295476727602363,-26.98363820677863,7.7229886,142.46318,-25.281734779442772,0.0,-28.295476727602363,-26.983638206778625,16,0.9281397735800402,0.0,0.0,0.0050687264,0.0,304000,0.9281397735800402,-26.98363820677863,-25.281734779442772,16,10,10,-26.983638206778625,0.02212919
14.252246,-22.400583419109513,-20.600881283643776,7.6571503,144.76472,-18.351727716102285,0.0,-22.400583419109513,-20.600881283643783,17,1.1971841604203106,0.0,0.0,0.0005223935,0.0,316000,1.1971841604203106,-20.600881283643776,-18.351727716102285,17,10,10,-20.600881283643783,0.021275464
14.829347,-30.477349178316636,-24.844378639538984,7.695135,145.7897,-20.686565353932984,0.0,-30.477349178316636,-24.84437863953898,18,3.2714098735401715,0.0,0.0,-0.00032739338,0.0,328000,3.2714098735401715,-24.844378639538984,-20.686565353932984,18,10,10,-24.84437863953898,0.021177562
13.835154,-23.53593573018228,-21.137559818072106,7.685554,146.16653,-18.493464481487493,0.0,-23.53593573018228,-21.137559818072102,19,1.5948361680801568,0.0,0.0,-0.0006974455,0.0,340000,1.5948361680801568,-21.137559818072106,-18.493464481487493,19,10,10,-21.137559818072102,0.021518573
12.82366,-23.827164717964877,-22.247709855120213,7.664791,146.46095,-19.768096778634348,0.0,-23.827164717964877,-22.247709855120213,20,1.144448343759709,0.0,0.0,-0.0025841577,0.0,352000,1.144448343759709,-22.247709855120213,-19.768096778634348,20,10,10,-22.247709855120213,0.02293442
12.500532,-22.5661414002584,-20.63088414952233,7.6457324,147.1405,-18.684040497849857,0.0,-22.5661414002584,-20.63088414952233,21,1.3739414054357877,0.0,0.0,-0.00069677504,0.0,364000,1.3739414054357877,-20.63088414952233,-18.684040497849857,21,10,10,-20.63088414952233,0.024614554
12.372063,-24.37777785250323,-21.274411096416735,7.6500463,146.74193,-18.275958493939576,0.0,-24.37777785250323,-21.27441109641674,22,1.7769107655697867,0.0,0.0,-0.0023110772,0.0,376000,1.7769107655697867,-21.274411096416735,-18.275958493939576,22,10,10,-21.27441109641674,0.026124794
12.413047,-20.69674668960295,-19.075601586567778,7.6799083,146.40561,-18.013285784710316,0.0,-20.69674668960295,-19.075601586567775,23,0.8202387448896233,0.0,0.0,-0.0007858571,0.0,388000,0.8202387448896233,-19.075601586567778,-18.013285784710316,23,10,10,-19.075601586567775,0.027338615
11.32377,-23.67990339718128,-21.23039105893059,7.634683,145.60045,-18.573846899754486,0.0,-23.67990339718128,-21.230391058930593,24,1.3187769863220746,0.0,0.0,0.0008184424,0.0,400000,1.3187769863220746,-21.23039105893059,-18.573846899754486,24,10,10,-21.230391058930593,0.027414646
11.616871,-22.482080842668037,-20.4704536568403,7.6525187,145.0912,-19.406812616306407,0.0,-22.482080842668037,-20.470453656840302,25,0.8793826540177833,0.0,0.0,0.00024125427,0.0,412000,0.8793826540177833,-20.4704536568403,-19.406812616306407,25,10,10,-20.470453656840302,0.026942352
11.098876,-19.94073771286166,-18.94933942280911,7.6392426,144.36504,-16.972972219980235,0.0,-19.94073771286166,-18.94933942280911,26,0.7868001249829355,0.0,0.0,-0.0003236286,0.0,424000,0.7868001249829355,-18.94933942280911,-16.972972219980235,26,10,10,-18.94933942280911,0.027171161
11.190207,-22.82541656511606,-21.492222243608055,7.643026,143.3548,-19.888504167377118,0.0,-22.82541656511606,-21.49222224360805,27,0.9879917397158171,0.0,0.0,0.0009846581,0.0,436000,0.9879917397158171,-21.492222243608055,-19.888504167377118,27,10,10,-21.49222224360805,0.02678008
10.67137,-25.14850485654507,-19.620350303803217,7.6444445,142.44812,-17.50390153752487,0.0,-25.14850485654507,-19.620350303803214,28,2.1702740154630926,0.0,0.0,0.00042587036,0.0,448000,2.1702740154630926,-19.620350303803217,-17.50390153752487,28,10,10,-19.620350303803214,0.026121078
10.855787,-23.68599581184898,-21.91481697923553,7.641675,141.6807,-20.288454639699257,0.0,-23.68599581184898,-21.914816979235518,29,0.9903871747475542,0.0,0.0,0.0005908702,0.0,460000,0.9903871747475542,-21.91481697923553,-20.288454639699257,29,10,10,-21.914816979235518,0.025758762
10.389699,-22.43876760207761,-20.34792888189859,7.638462,140.69092,-18.91374455854968,0.0,-22.43876760207761,-20.34792888189859,30,1.1716497898068285,0.0,0.0,6.8303954e-05,0.0,472000,1.1716497898068285,-20.34792888189859,-18.91374455854968,30,10,10,-20.34792888189859,0.024896527
10.592986,-21.395284781116814,-19.37648412302756,7.655851,139.78,-17.846646784900642,0.0,-21.395284781116814,-19.376484123027563,31,1.2431805657765251,0.0,0.0,0.0008956958,0.0,484000,1.2431805657765251,-19.37648412302756,-17.846646784900642,31,10,10,-19.376484123027563,0.02459988
9.913245,-20.08213348128294,-18.86159405697934,7.639871,138.52783,-16.895625765264906,0.0,-20.08213348128294,-18.861594056979346,32,0.8910061828940764,0.0,0.0,0.0003484364,0.0,496000,0.8910061828940764,-18.86159405697934,-16.895625765264906,32,10,10,-18.861594056979346,0.024148086
9.967967,-20.297744172334824,-18.937674438692955,7.62068,137.47983,-17.768858142147675,0.0,-20.297744172334824,-18.937674438692948,33,0.8223462876194007,0.0,0.0,0.0004605188,0.0,508000,0.8223462876194007,-18.937674438692955,-17.768858142147675,33,10,10,-18.937674438692948,0.024041438
9.453313,-21.432172659117295,-20.231336911345274,7.628581,136.1795,-19.291413306905923,0.0,-21.432172659117295,-20.23133691134528,34,0.6650416084590764,0.0,0.0,0.0004002735,0.0,520000,0.6650416084590764,-20.231336911345274,-19.291413306905923,34,10,10,-20.23133691134528,0.02341433
9.454957,-21.491834496991554,-19.745938283526183,7.6253543,135.15141,-18.349391595500666,0.0,-21.491834496991554,-19.74593828352618,35,0.9938292967693714,0.0,0.0,-0.00033246298,0.0,532000,0.9938292967693714,-19.745938283526183,-18.349391595500666,35,10,10,-19.74593828352618,0.023275979
9.15989,-20.257594137606276,-18.876207843160678,7.631184,133.98099,-17.676782229483685,0.0,-20.257594137606276,-18.876207843160678,36,0.8268167543157006,0.0,0.0,0.00030660018,0.0,544000,0.8268167543157006,-18.876207843160678,-17.676782229483685,36,10,10,-18.876207843160678,0.02333697
9.033587,-20.83918836576406,-19.00108096361652,7.6287384,132.94302,-17.962000071907983,0.0,-20.83918836576406,-19.001080963616523,37,0.9341401723076251,0.0,0.0,0.00010696812,0.0,556000,0.9341401723076251,-19.00108096361652,-17.962000071907983,37,10,10,-19.001080963616523,0.02317682
9.296148,-20.959981137248867,-20.186247410058286,7.633059,132.07834,-19.29280232511878,0.0,-20.959981137248867,-20.186247410058282,38,0.5385099331250174,0.0,0.0,-2.1381318e-05,0.0,568000,0.5385099331250174,-20.186247410058286,-19.29280232511878,38,10,10,-20.186247410058282,0.022994362
8.732058,-20.654356704727082,-19.93592369687886,7.6321983,131.04744,-19.055997625380144,0.0,-20.654356704727082,-19.935923696878863,39,0.460831922134675,0.0,0.0,0.00010931132,0.0,580000,0.460831922134675,-19.93592369687886,-19.055997625380144,39,10,10,-19.935923696878863,0.0230216
8.869426,-20.444572656041007,-19.035026103217582,7.634503,130.05441,-17.621214705914017,0.0,-20.444572656041007,-19.03502610321758,40,0.7650720402855979,0.0,0.0,0.00070576346,0.0,592000,0.7650720402855979,-19.035026103217582,-17.621214705914017,40,10,10,-19.03502610321758,0.022942267
8.719546,-21.084413833418658,-19.289570386617257,7.630498,128.87741,-17.79601985847092,0.0,-21.084413833418658,-19.28957038661726,41,1.004474161038266,0.0,0.0,0.0006703577,0.0,604000,1.004474161038266,-19.289570386617257,-17.79601985847092,41,10,10,-19.28957038661726,0.022729713
8.20322,-20.532943977166923,-19.23089362114427,7.624847,127.77858,-17.85734898311334,0.0,-20.532943977166923,-19.230893621144272,42,0.9522867964249857,0.0,0.0,7.5493124e-05,0.0,616000,0.9522867964249857,-19.23089362114427,-17.85734898311334,42,10,10,-19.230893621144272,0.022059187
8.095986,-19.801644374276123,-18.860222512978776,7.6254153,126.96884,-17.51601397192065,0.0,-19.801644374276123,-18.860222512978783,43,0.7321261892324076,0.0,0.0,0.000374152,0.0,628000,0.7321261892324076,-18.860222512978776,-17.51601397192065,43,10,10,-18.860222512978783,0.021698212
8.138092,-21.25969442249736,-18.961243872877226,7.6251564,126.318665,-17.59277818081028,0.0,-21.25969442249736,-18.96124387287722,44,1.0777311103735716,0.0,0.0,0.0007748761,0.0,640000,1.0777311103735716,-18.961243872877226,-17.59277818081028,44,10,10,-18.96124387287722,0.021370845
7.955627,-21.24361290874875,-19.625853687108012,7.6273155,125.52014,-18.6342246288448,0.0,-21.24361290874875,-19.625853687108012,45,0.7324667151386367,0.0,0.0,0.00018465852,0.0,652000,0.7324667151386367,-19.625853687108012,-18.6342246288448,45,10,10,-19.625853687108012,0.020881502
8.086142,-21.42159649705022,-19.394211343262032,7.625739,124.78136,-17.748436209043376,0.0,-21.42159649705022,-19.39421134326203,46,1.1608743406305202,0.0,0.0,2.85331e-05,0.0,664000,1.1608743406305202,-19.394211343262032,-17.748436209043376,46,10,10,-19.39421134326203,0.021091092
7.651126,-25.349856426244838,-21.124019372911654,7.625209,124.143906,-18.947341287289703,0.0,-25.349856426244838,-21.124019372911647,47,2.358530331917873,0.0,0.0,0.0005725752,0.0,676000,2.358530331917873,-21.124019372911654,-18.947341287289703,47,10,10,-21.124019372911647,0.02049675
7.6475177,-22.358313913680806,-20.267723667731225,7.624918,123.24636,-18.321954494011557,0.0,-22.358313913680806,-20.26772366773123,48,1.396350168121481,0.0,0.0,0.0010288875,0.0,688000,1.396350168121481,-20.267723667731225,-18.321954494011557,48,10,10,-20.26772366773123,0.020495065
7.574844,-21.896091820738555,-19.408377352509078,7.625298,122.8713,-17.960747293106728,0.0,-21.896091820738555,-19.408377352509078,49,1.0441180809191462,0.0,0.0,0.00034878863,0.0,700000,1.0441180809191462,-19.408377352509078,-17.960747293106728,49,10,10,-19.408377352509078,0.020122902
7.4237494,-22.324205889858867,-20.148760504066182,7.624854,122.11936,-19.007832456874336,0.0,-22.324205889858867,-20.14876050406618,50,1.1424690786150786,0.0,0.0,4.7703794e-05,0.0,712000,1.1424690786150786,-20.148760504066182,-19.007832456874336,50,10,10,-20.14876050406618,0.019380448
7.2381577,-20.620800758071844,-19.526434638658202,7.6252303,121.42137,-17.944691208013364,0.0,-20.620800758071844,-19.526434638658195,51,0.8827224428269689,0.0,0.0,0.00015108699,0.0,724000,0.8827224428269689,-19.526434638658202,-17.944691208013364,51,10,10,-19.526434638658195,0.01926964
7.2290697,-22.304506661004396,-20.219382617255732,7.624915,121.01729,-18.051953718294076,0.0,-22.304506661004396,-20.219382617255736,52,1.3593135522252888,0.0,0.0,0.00075165747,0.0,736000,1.3593135522252888,-20.219382617255732,-18.051953718294076,52,10,10,-20.219382617255736,0.019202722
7.2026916,-21.275224187505405,-19.60711465985974,7.6248927,120.35443,-18.443921249894775,0.0,-21.275224187505405,-19.607114659859736,53,0.8112461824351487,0.0,0.0,0.00035471635,0.0,748000,0.8112461824351487,-19.60711465985974,-18.443921249894775,53,10,10,-19.607114659859736,0.019092193
7.0806365,-21.251451858210885,-19.43872682116564,7.6249905,119.84018,-17.924755623660086,0.0,-21.251451858210885,-19.438726821165645,54,1.0465306212839613,0.0,0.0,-0.00032153315,0.0,760000,1.0465306212839613,-19.43872682116564,-17.924755623660086,54,10,10,-19.438726821165645,0.018815653
6.941367,-22.73313445064927,-19.752205581022412,7.624717,119.39399,-18.151012803431048,0.0,-22.73313445064927,-19.752205581022405,55,1.4746473749282418,0.0,0.0,0.0014004034,0.0,772000,1.4746473749282418,-19.752205581022412,-18.151012803431048,55,10,10,-19.752205581022405,0.019022873
6.849861,-20.819872071765896,-19.546247264028704,7.625245,118.78228,-18.133648553153265,0.0,-20.819872071765896,-19.54624726402871,56,0.9524714691767935,0.0,0.0,-4.7904254e-05,0.0,784000,0.9524714691767935,-19.546247264028704,-18.133648553153265,56,10,10,-19.54624726402871,0.017813504
6.8337374,-21.60579118358595,-19.985038878831713,7.624817,118.505165,-18.399755373675625,0.0,-21.60579118358595,-19.985038878831716,57,1.0478717878763677,0.0,0.0,0.00038318807,0.0,796000,1.0478717878763677,-19.985038878831713,-18.399755373675625,57,10,10,-19.985038878831716,0.017881583
6.7126846,-21.295328626819924,-19.408138974543988,7.6246924,117.95985,-18.375797193615817,0.0,-21.295328626819924,-19.408138974543995,58,0.8654847828172962,0.0,0.0,0.0002603817,0.0,808000,0.8654847828172962,-19.408138974543988,-18.375797193615817,58,10,10,-19.408138974543995,0.017662616
6.6542683,-21.4155302096973,-19.36059907515013,7.6246996,117.73447,-17.788545312690097,0.0,-21.4155302096973,-19.36059907515013,59,1.3421118786037418,0.0,0.0,0.0011973627,0.0,820000,1.3421118786037418,-19.36059907515013,-17.788545312690097,59,10,10,-19.36059907515013,0.01797426
6.498101,-22.476280258086668,-19.79424168982771,7.62476,117.18619,-18.03135682784174,0.0,-22.476280258086668,-19.79424168982772,60,1.5801931878012334,0.0,0.0,-0.00088777445,0.0,832000,1.5801931878012334,-19.79424168982771,-18.03135682784174,60,10,10,-19.79424168982772,0.017230503
6.4291587,-21.162807565089256,-19.89640689769384,7.6247377,116.86485,-17.764215893743444,0.0,-21.162807565089256,-19.896406897693836,61,1.2088009314351813,0.0,0.0,-0.00038566,0.0,844000,1.2088009314351813,-19.89640689769384,-17.764215893743444,61,10,10,-19.896406897693836,0.017430454
6.3709044,-21.075077351850652,-19.40624183249269,7.6246805,116.48145,-17.859015297642436,0.0,-21.075077351850652,-19.40624183249269,62,0.9312426949411551,0.0,0.0,0.00053357065,0.0,856000,0.9312426949411551,-19.40624183249269,-17.859015297642436,62,10,10,-19.40624183249269,0.017523292
6.3180556,-21.447730698170727,-19.702290449642994,7.62468,116.12861,-18.42800684086029,0.0,-21.447730698170727,-19.70229044964299,63,0.8795371800024289,0.0,0.0,-4.7597707e-05,0.0,868000,0.8795371800024289,-19.702290449642994,-18.42800684086029,63,10,10,-19.70229044964299,0.016995823
6.4066253,-20.19767020712102,-19.12990110052833,7.6246347,115.853455,-18.44623452143444,0.0,-20.19767020712102,-19.129901100528325,64,0.5812226600505318,0.0,0.0,-0.0007201439,0.0,880000,0.5812226600505318,-19.12990110052833,-18.44623452143444,64,10,10,-19.129901100528325,0.017153803
6.3524957,-21.271231496403665,-19.575753076769622,7.624632,115.61662,-18.057837429841076,0.0,-21.271231496403665,-19.57575307676962,65,0.9821493951423234,0.0,0.0,0.0007760681,0.0,892000,0.9821493951423234,-19.575753076769622,-18.057837429841076,65,10,10,-19.57575307676962,0.01753466
6.2978578,-21.354563030411118,-19.950671673553806,7.624632,115.39317,-18.779791842486883,0.0,-21.354563030411118,-19.950671673553803,66,0.8064594043929566,0.0,0.0,0.0022172336,0.0,904000,0.8064594043929566,-19.950671673553806,-18.779791842486883,66,10,10,-19.950671673553803,0.01762768
6.2316356,-22.01706381222862,-19.547498495154088,7.624632,114.94285,-18.1928615574756,0.0,-22.01706381222862,-19.547498495154088,67,1.1484758387600564,0.0,0.0,-0.0006799936,0.0,916000,1.1484758387600564,-19.547498495154088,-18.1928615574756,67,10,10,-19.547498495154088,0.016402606
6.223513,-21.225688232212146,-19.48662666573834,7.624632,114.67665,-18.381876980658443,0.0,-21.225688232212146,-19.48662666573834,68,0.9090075492374319,0.0,0.0,-0.000595819,0.0,928000,0.9090075492374319,-19.48662666573834,-18.381876980658443,68,10,10,-19.48662666573834,0.016774513
6.3542013,-23.577718549006207,-19.61518540995297,7.624632,114.46122,-18.278608595188693,0.0,-23.577718549006207,-19.615185409952968,69,1.535385049034273,0.0,0.0,5.797356e-06,0.0,940000,1.535385049034273,-19.61518540995297,-18.278608595188693,69,10,10,-19.615185409952968,0.01699837
6.2782435,-21.85357353551385,-19.829660409920116,7.624632,114.08054,-18.03423138574348,0.0,-21.85357353551385,-19.829660409920116,70,1.2382376125626855,0.0,0.0,1.9213498e-05,0.0,952000,1.2382376125626855,-19.829660409920116,-18.03423138574348,70,10,10,-19.829660409920116,0.017043186
6.188215,-22.16029037216845,-19.188089038800296,7.624632,113.76253,-17.807454122644977,0.0,-22.16029037216845,-19.188089038800292,71,1.1834100144036919,0.0,0.0,0.0010921351,0.0,964000,1.1834100144036919,-19.188089038800296,-17.807454122644977,71,10,10,-19.188089038800292,0.016819378
6.169293,-21.12261313312973,-19.8129002808706,7.624632,113.45308,-18.926530285363068,0.0,-21.12261313312973,-19.812900280870604,72,0.7613000378486336,0.0,0.0,-0.0011785578,0.0,976000,0.7613000378486336,-19.8129002808706,-18.926530285363068,72,10,10,-19.812900280870604,0.016080763
6.1608295,-21.8316435223292,-19.608161917547708,7.624632,113.27811,-18.866631361273395,0.0,-21.8316435223292,-19.608161917547704,73,0.8152928546302161,0.0,0.0,0.0012529704,0.0,988000,0.8152928546302161,-19.608161917547708,-18.866631361273395,73,10,10,-19.608161917547704,0.016827645
6.246093,-21.030938886509126,-19.5761765698939,7.624632,113.074295,-18.380758697652915,0.0,-21.030938886509126,-19.576176569893907,74,0.9086276648281794,0.0,0.0,-0.00044903776,0.0,1000000,0.9086276648281794,-19.5761765698939,-18.380758697652915,74,10,10,-19.576176569893907,0.01656709
6.2803254,-22.180958546066375,-19.458943803619327,7.624632,112.76597,-17.735015866289924,0.0,-22.180958546066375,-19.45894380361933,75,1.3467588770440087,0.0,0.0,-0.00084933086,0.0,1012000,1.3467588770440087,-19.458943803619327,-17.735015866289924,75,10,10,-19.45894380361933,0.01653342
6.1833625,-23.476868908044697,-20.724981089237556,7.624632,112.45907,-18.255422379487737,0.0,-23.476868908044697,-20.724981089237563,76,1.4893580378419573,0.0,0.0,0.0014561082,0.0,1024000,1.4893580378419573,-20.724981089237556,-18.255422379487737,76,10,10,-20.724981089237563,0.016795326
6.16404,-20.695657569349436,-19.48286894775881,7.624632,112.34076,-17.370432308247345,0.0,-20.695657569349436,-19.48286894775881,77,0.883219808962255,0.0,0.0,-2.4341167e-05,0.0,1036000,0.883219808962255,-19.48286894775881,-17.370432308247345,77,10,10,-19.48286894775881,0.016603962
