MetaTest/Average/MaxReturn,MetaTest/drawer-close-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/drawer-close-v1/MaxReturn,MetaTrain/Average/Alpha,MetaTest/drawer-close-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTest/drawer-close-v1/AverageDiscountedReturn,MetaTest/drawer-close-v1/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/drawer-close-v1/AverageReturn,MetaTest/drawer-close-v1/StdReturn,MetaTest/drawer-close-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/drawer-close-v1/SuccessRate
2190.894077383088,-14.846258500824112,948.3755787961206,0.0,699.9031092097058,10,116000,760.6737,699.9031092097063,0.116257675,-248.40797,2190.894077383088,0.3475235,10,-14.846258500824112,10,699.9031092097058,10,7.624632,699.9031092097063,948.3755787961206,0.0,0.0,0.0
3102.51740589407,-36.21977276210229,1229.445777578552,0.2,597.4643448038677,10,122000,554195.5,597.4643448038672,-1.0443197,-367.7623,3102.51740589407,0.37186292,10,-36.21977276210229,11,597.4643448038677,11,1372.0698,597.4643448038672,1229.445777578552,0.0,0.0,0.2
-67.64292897597245,-99.0511936324937,10.05315803466004,0.0,-85.44284957958214,10,128000,315010.94,-85.44284957958214,0.7270174,-55.503708,-67.64292897597245,0.39076337,10,-99.0511936324937,12,-85.44284957958214,12,322.7476,-85.44284957958214,10.05315803466004,0.0,0.0,0.0
-61.902548637598244,-79.20452687762882,5.55831090712709,0.0,-71.84457194468584,10,134000,270742.28,-71.84457194468584,0.73510396,-115.96641,-61.902548637598244,0.34834,10,-79.20452687762882,13,-71.84457194468584,13,219.42038,-71.84457194468584,5.55831090712709,0.0,0.0,0.0
-15.089286471024112,-110.25710644378007,37.299361308647285,0.0,-50.55653017170524,10,140000,447599.4,-50.55653017170525,-1.473572,-1985.525,-15.089286471024112,0.34925395,10,-110.25710644378007,14,-50.55653017170524,14,2914.1404,-50.55653017170525,37.299361308647285,0.0,0.0,0.0
-16.65435154203437,-54.961330821733014,15.146146269091652,0.0,-32.250738721241376,10,146000,304070.16,-32.250738721241376,-1.7906449,-585.43524,-16.65435154203437,0.41471002,10,-54.961330821733014,15,-32.250738721241376,15,490.14026,-32.250738721241376,15.146146269091652,0.0,0.0,0.0
-16.627844195372735,-50.55216941028988,14.737773322794274,0.0,-32.25293819174152,10,152000,386481.0,-32.25293819174153,-1.3000121,-678.7973,-16.627844195372735,0.47005394,10,-50.55216941028988,16,-32.25293819174152,16,1396.5148,-32.25293819174153,14.737773322794274,0.0,0.0,0.0
-15.370224059125649,-69.7113934178102,21.09636125401287,0.0,-32.17485100424637,10,158000,369857.53,-32.17485100424638,-1.6432781,-1051.0931,-15.370224059125649,0.50837755,10,-69.7113934178102,17,-32.17485100424637,17,768.2088,-32.17485100424638,21.09636125401287,0.0,0.0,0.0
-13.040433344079474,-86.41988984545151,30.351960113667946,0.1,-36.969153947140136,10,164000,423864.12,-36.96915394714013,-2.3920302,-1317.6948,-13.040433344079474,0.593214,10,-86.41988984545151,18,-36.969153947140136,18,314.93787,-36.96915394714013,30.351960113667946,0.0,0.0,0.1
-39.39394876980706,-66.05316160758863,9.582047470034007,0.4,-54.57181042925047,10,170000,550541.6,-54.57181042925047,-1.3291055,-1510.8373,-39.39394876980706,0.67032695,10,-66.05316160758863,19,-54.57181042925047,19,361.33282,-54.57181042925047,9.582047470034007,0.0,0.0,0.4
-18.368955643390372,-61.176843230711235,11.497506642162644,0.9,-28.5343756327678,10,176000,517677.25,-28.534375632767798,-1.2480354,-1844.496,-18.368955643390372,0.719151,10,-61.176843230711235,20,-28.5343756327678,20,201.21902,-28.534375632767798,11.497506642162644,0.0,0.0,0.9
-14.454327958427534,-108.57980939989682,32.94121310853588,0.0,-79.80817874469068,10,182000,2861054.0,-79.8081787446907,-26.164225,-65318.355,-14.454327958427534,0.90199524,10,-108.57980939989682,21,-79.80817874469068,21,359.2602,-79.8081787446907,32.94121310853588,0.0,0.0,0.0
-22.352417879310767,-114.7949520486515,35.44566091994548,0.6,-75.05812540739387,10,188000,1950913.1,-75.05812540739387,-31.10763,-72415.16,-22.352417879310767,1.1125692,10,-114.7949520486515,22,-75.05812540739387,22,438.95917,-75.05812540739387,35.44566091994548,0.0,0.0,0.6
-20.082792324360216,-115.20266669419233,34.855100988606736,0.6,-69.99842506886122,10,194000,1776383.6,-69.99842506886125,-35.55247,-73896.58,-20.082792324360216,1.3251946,10,-115.20266669419233,23,-69.99842506886122,23,320.6816,-69.99842506886125,34.855100988606736,0.0,0.0,0.6
-13.843132889291129,-83.73869280827245,18.268035531629415,0.8,-30.734618756729862,10,200000,1814000.9,-30.734618756729862,-41.734806,-76201.12,-13.843132889291129,1.5710442,10,-83.73869280827245,24,-30.734618756729862,24,407.6963,-30.734618756729862,18.268035531629415,0.0,0.0,0.8
-15.820651579960678,-83.54727321247977,27.045153268785512,0.1,-39.0997369330586,10,206000,1861417.8,-39.09973693305861,-51.904163,-78368.336,-15.820651579960678,1.8700671,10,-83.54727321247977,25,-39.0997369330586,25,305.63782,-39.09973693305861,27.045153268785512,0.0,0.0,0.1
-16.420775802792086,-113.51380443060127,32.97336416626469,0.4,-47.4911487324199,10,212000,2493036.0,-47.4911487324199,-68.076935,-77992.09,-16.420775802792086,2.2409399,10,-113.51380443060127,26,-47.4911487324199,26,1412.1672,-47.4911487324199,32.97336416626469,0.0,0.0,0.4
-15.417942042701391,-103.18095886994476,40.23289699133574,0.0,-48.13910790913407,10,218000,2154425.8,-48.13910790913407,-76.04343,-62599.344,-15.417942042701391,2.6543078,10,-103.18095886994476,27,-48.13910790913407,27,1699.3972,-48.13910790913407,40.23289699133574,0.0,0.0,0.0
-13.484323621409684,-103.32011807335984,35.76985351953262,0.0,-58.261678813808885,10,224000,1099912.4,-58.26167881380887,-55.602505,-2982.2644,-13.484323621409684,3.1140425,10,-103.32011807335984,28,-58.261678813808885,28,2027.0302,-58.26167881380887,35.76985351953262,0.0,0.0,0.0
-14.575627161980785,-105.75307183041217,34.902404908163135,0.0,-67.138226290338,10,230000,556624.75,-67.138226290338,-21.734726,-8677.309,-14.575627161980785,3.3510532,10,-105.75307183041217,29,-67.138226290338,29,1124.1272,-67.138226290338,34.902404908163135,0.0,0.0,0.0
3027.382706066264,-63.10369111349483,916.2464873914047,0.0,279.2048760604305,10,236000,476547.72,279.2048760604304,-0.59138584,-5538.9175,3027.382706066264,3.4334643,10,-63.10369111349483,30,279.2048760604305,30,1075.1979,279.2048760604304,916.2464873914047,0.0,0.0,0.0
-19.722374508506686,-98.83647193088805,22.507900103108735,0.9,-36.24762861138238,10,242000,471377.5,-36.247628611382375,2.2100062,-4095.345,-19.722374508506686,3.405377,10,-98.83647193088805,31,-36.24762861138238,31,1522.8109,-36.247628611382375,22.507900103108735,0.0,0.0,0.9
-23.5453065772544,-95.52970390805085,23.1704492092695,0.4,-40.770019962879175,10,248000,289016.7,-40.77001996287919,12.9374,2706.0974,-23.5453065772544,3.1962671,10,-95.52970390805085,32,-40.770019962879175,32,5070.0044,-40.77001996287919,23.1704492092695,0.0,0.0,0.4
-105.0096075696937,-118.64786988164362,4.576026565953797,0.0,-112.67869688616983,10,254000,296583.44,-112.67869688616986,12.465023,3403.716,-105.0096075696937,2.7946215,10,-118.64786988164362,33,-112.67869688616983,33,1280.0205,-112.67869688616986,4.576026565953797,0.0,0.0,0.0
-16.117854615812202,-114.74859180827764,33.61872268281181,0.0,-79.97025131922257,10,260000,273112.6,-79.97025131922256,8.254967,2000.5808,-16.117854615812202,2.479129,10,-114.74859180827764,34,-79.97025131922257,34,862.8787,-79.97025131922256,33.61872268281181,0.0,0.0,0.0
-71.46006262217907,-100.96400465774177,9.441973942454768,0.0,-88.71042918709921,10,266000,218484.19,-88.7104291870992,4.560762,485.6724,-71.46006262217907,2.2877836,10,-100.96400465774177,35,-88.71042918709921,35,603.148,-88.7104291870992,9.441973942454768,0.0,0.0,0.0
-24.852847517969288,-80.64439300104226,15.31769887644099,0.1,-52.891261162982914,10,272000,269453.97,-52.89126116298293,4.035499,910.67664,-24.852847517969288,2.1322799,10,-80.64439300104226,36,-52.891261162982914,36,4633.0186,-52.89126116298293,15.31769887644099,0.0,0.0,0.1
-38.502840728817965,-101.29141949724433,20.8400830793008,0.0,-76.95623947911815,10,278000,194172.16,-76.95623947911812,4.0608597,1069.3235,-38.502840728817965,1.9325635,10,-101.29141949724433,37,-76.95623947911815,37,2827.193,-76.95623947911812,20.8400830793008,0.0,0.0,0.0
35.23175123213607,-65.28470648715273,27.028725194876603,0.0,-31.13634598320433,10,284000,314502.4,-31.136345983204315,-3.3376894,1448.0883,35.23175123213607,1.904446,10,-65.28470648715273,38,-31.13634598320433,38,7195.893,-31.136345983204315,27.028725194876603,0.0,0.0,0.0
-16.17523460050495,-79.93548862096296,24.17159278288516,0.0,-35.511903333345565,10,290000,1167774.5,-35.51190333334557,-10.93938,-6635.172,-16.17523460050495,2.190604,10,-79.93548862096296,39,-35.511903333345565,39,7941.012,-35.51190333334557,24.17159278288516,0.0,0.0,0.0
-15.112588288972058,-95.10861812340269,27.51145121098095,0.2,-40.50844733419645,10,296000,1869677.1,-40.50844733419643,-17.55919,-23628.455,-15.112588288972058,2.6857693,10,-95.10861812340269,40,-40.50844733419645,40,7089.26,-40.50844733419643,27.51145121098095,0.0,0.0,0.2
-15.577004742973658,-98.4186355161348,30.69854688729851,0.0,-56.73112994793202,10,302000,1822800.6,-56.73112994793199,-27.642588,-43947.527,-15.577004742973658,3.2114077,10,-98.4186355161348,41,-56.73112994793202,41,1857.9716,-56.73112994793199,30.69854688729851,0.0,0.0,0.0
-22.053428890114336,-96.3410018070027,23.967515641994794,0.0,-67.60828241082044,10,308000,1360180.8,-67.60828241082044,-29.042492,-42046.04,-22.053428890114336,3.8519518,10,-96.3410018070027,42,-67.60828241082044,42,1159.6377,-67.60828241082044,23.967515641994794,0.0,0.0,0.0
-13.095704807145761,-104.73276246534098,34.93367640842152,0.0,-69.57062343430857,10,314000,1035266.5,-69.57062343430859,-36.536434,-35105.65,-13.095704807145761,4.508548,10,-104.73276246534098,43,-69.57062343430857,43,1638.2216,-69.57062343430859,34.93367640842152,0.0,0.0,0.0
-13.036995570081157,-103.85151051628742,34.853405423678616,0.0,-65.5849142303329,10,320000,1103974.1,-65.58491423033288,-51.13817,-51562.496,-13.036995570081157,5.4588614,10,-103.85151051628742,44,-65.5849142303329,44,1625.1113,-65.58491423033288,34.853405423678616,0.0,0.0,0.0
-20.048707874581797,-125.64187214147273,36.85733393435345,0.2,-92.99194407275101,10,326000,1156085.2,-92.99194407275098,-56.85518,-47104.703,-20.048707874581797,6.474293,10,-125.64187214147273,45,-92.99194407275101,45,4441.218,-92.99194407275098,36.85733393435345,0.0,0.0,0.2
-90.75046230638395,-111.60594820566392,7.556557289871325,0.0,-101.65977848483774,10,332000,1810168.8,-101.65977848483774,-49.73857,-44108.77,-90.75046230638395,7.47962,10,-111.60594820566392,46,-101.65977848483774,46,2984.976,-101.65977848483774,7.556557289871325,0.0,0.0,0.0
-14.139030506972171,-94.98045047305735,22.243476816227336,0.0,-74.96649445382876,10,338000,1742420.8,-74.96649445382876,-75.928,-74668.0,-14.139030506972171,8.86418,10,-94.98045047305735,47,-74.96649445382876,47,2196.3298,-74.96649445382876,22.243476816227336,0.0,0.0,0.0
-65.55272137257548,-94.5498213315943,9.918503713753546,0.0,-78.47516686651034,10,344000,1676938.5,-78.47516686651036,-80.810356,-82765.3,-65.55272137257548,10.476649,10,-94.5498213315943,48,-78.47516686651034,48,5610.9004,-78.47516686651036,9.918503713753546,0.0,0.0,0.0
-65.68045601157947,-100.10309694994045,10.375252596679148,0.0,-76.75840195448447,10,350000,1782493.5,-76.75840195448447,-84.064445,-97495.64,-65.68045601157947,12.241348,10,-100.10309694994045,49,-76.75840195448447,49,2120.7944,-76.75840195448447,10.375252596679148,0.0,0.0,0.0
-52.767362008855464,-78.75717596180777,7.2750489530019555,0.0,-65.79015834311193,10,356000,1987370.5,-65.79015834311193,-91.02409,-120790.695,-52.767362008855464,14.444619,10,-78.75717596180777,50,-65.79015834311193,50,2949.5002,-65.79015834311193,7.2750489530019555,0.0,0.0,0.0
-12.988948798350538,-78.25944482040742,22.424144120380117,0.0,-57.001387203325635,10,362000,1395039.2,-57.001387203325635,-71.72513,-99813.63,-12.988948798350538,16.097979,10,-78.25944482040742,51,-57.001387203325635,51,2676.843,-57.001387203325635,22.424144120380117,0.0,0.0,0.0
-50.139068768119124,-77.23750735762289,9.09790029878374,0.0,-66.63436028731961,10,368000,1869630.8,-66.6343602873196,-123.99615,-143409.81,-50.139068768119124,19.08175,10,-77.23750735762289,52,-66.63436028731961,52,801.78687,-66.6343602873196,9.09790029878374,0.0,0.0,0.0
-13.390138882310351,-84.658038530663,20.382436787502172,0.0,-70.02337570460408,10,374000,1610727.2,-70.02337570460406,-134.39328,-138222.11,-13.390138882310351,22.643814,10,-84.658038530663,53,-70.02337570460408,53,773.0701,-70.02337570460406,20.382436787502172,0.0,0.0,0.0
-23.87685232681019,-96.47005397941808,21.434851383078744,0.0,-81.0919113184401,10,380000,2320455.8,-81.09191131844011,-101.35292,-113891.91,-23.87685232681019,26.054472,10,-96.47005397941808,54,-81.0919113184401,54,2748.6243,-81.09191131844011,21.434851383078744,0.0,0.0,0.0
-19.692312815217036,-63.50292360708103,12.120409209870585,0.4,-28.720916802702174,10,386000,1446155.8,-28.720916802702174,-25.709854,-82485.01,-19.692312815217036,28.232172,10,-63.50292360708103,55,-28.720916802702174,55,3372.6472,-28.720916802702174,12.120409209870585,0.0,0.0,0.4
-34.52799100654055,-85.86553262426348,14.54131664628142,0.0,-66.74441895445666,10,392000,889116.25,-66.74441895445663,-25.149954,-85385.2,-34.52799100654055,29.498539,10,-85.86553262426348,56,-66.74441895445666,56,7137.9893,-66.74441895445663,14.54131664628142,0.0,0.0,0.0
-67.09107086386403,-88.30426542749287,6.006875793780147,0.1,-73.06359269248148,10,398000,597761.0,-73.06359269248146,45.356735,-54437.438,-67.09107086386403,29.617609,10,-88.30426542749287,57,-73.06359269248148,57,17384.518,-73.06359269248146,6.006875793780147,0.0,0.0,0.1
-24.366387980059468,-63.95920063149109,13.258861417676227,0.2,-41.09283344574273,10,404000,391226.7,-41.09283344574274,135.28185,-5895.511,-24.366387980059468,24.624516,10,-63.95920063149109,58,-41.09283344574273,58,9907.418,-41.09283344574274,13.258861417676227,0.0,0.0,0.2
-27.580695017333195,-67.84586110845903,10.677286436913292,0.0,-44.54263563894592,10,410000,380619.12,-44.54263563894591,113.60967,-6085.418,-27.580695017333195,20.9124,10,-67.84586110845903,59,-44.54263563894592,59,10874.647,-44.54263563894591,10.677286436913292,0.0,0.0,0.0
-25.14568587175989,-76.5849347329125,14.908262273805404,0.3,-50.816652660697805,10,416000,984448.0,-50.81665266069781,87.1619,-12682.177,-25.14568587175989,18.353157,10,-76.5849347329125,60,-50.816652660697805,60,13002.466,-50.81665266069781,14.908262273805404,0.0,0.0,0.3
-21.520226097331843,-50.80313217614554,8.274023851608911,0.5,-27.4261351566823,10,422000,395914.78,-27.426135156682307,65.02255,-11634.716,-21.520226097331843,16.25954,10,-50.80313217614554,61,-27.4261351566823,61,18849.719,-27.426135156682307,8.274023851608911,0.0,0.0,0.5
-15.819157089029602,-87.22444871831887,27.96705978660507,0.0,-42.58354367041882,10,428000,243017.97,-42.583543670418806,52.641685,-13226.171,-15.819157089029602,14.683807,10,-87.22444871831887,62,-42.58354367041882,62,28645.365,-42.583543670418806,27.96705978660507,0.0,0.0,0.0
-14.937286426989433,-105.48760053416053,26.432664143713673,0.0,-38.0207383341831,10,434000,360997.8,-38.02073833418309,41.871975,-13132.374,-14.937286426989433,13.192199,10,-105.48760053416053,63,-38.0207383341831,63,21258.531,-38.02073833418309,26.432664143713673,0.0,0.0,0.0
-14.660785718794711,-69.45678320808709,19.934865904331442,0.0,-35.153375806153576,10,440000,400644.1,-35.15337580615356,18.82741,-25246.312,-14.660785718794711,12.123357,10,-69.45678320808709,64,-35.153375806153576,64,11088.318,-35.15337580615356,19.934865904331442,0.0,0.0,0.0
-16.644875870742794,-80.1517481117181,22.56527565016784,0.2,-33.05736987082218,10,446000,549518.1,-33.05736987082218,-4.03707,-44218.566,-16.644875870742794,11.708229,10,-80.1517481117181,65,-33.05736987082218,65,4105.648,-33.05736987082218,22.56527565016784,0.0,0.0,0.2
-20.688323812098602,-29.46527344293289,2.793380021329738,0.1,-24.047811988660367,10,452000,559392.4,-24.047811988660364,-16.509003,-56823.844,-20.688323812098602,12.564867,10,-29.46527344293289,66,-24.047811988660367,66,2970.698,-24.047811988660364,2.793380021329738,0.0,0.0,0.1
-16.685642570001995,-31.58088991479777,3.9046438294779495,0.1,-27.024467049927615,10,458000,451410.28,-27.024467049927615,-16.749414,-54728.207,-16.685642570001995,13.675787,10,-31.58088991479777,67,-27.024467049927615,67,3204.0571,-27.024467049927615,3.9046438294779495,0.0,0.0,0.1
-15.149816932619947,-42.38028156598619,8.914038781690365,0.0,-23.081938556930304,10,464000,483980.47,-23.081938556930304,-24.533953,-60003.098,-15.149816932619947,15.545426,10,-42.38028156598619,68,-23.081938556930304,68,2939.468,-23.081938556930304,8.914038781690365,0.0,0.0,0.0
-17.328315546103678,-65.36242734732947,13.47349933936724,0.1,-26.57110689938864,10,470000,586268.44,-26.57110689938864,-0.23253052,-47959.72,-17.328315546103678,16.813528,10,-65.36242734732947,69,-26.57110689938864,69,7008.6177,-26.57110689938864,13.47349933936724,0.0,0.0,0.1
-25.60260002316211,-74.27389135151452,15.596606696072136,0.3,-42.052732107965184,10,476000,487722.06,-42.05273210796519,6.682655,-45481.4,-25.60260002316211,16.14746,10,-74.27389135151452,70,-42.052732107965184,70,3109.948,-42.05273210796519,15.596606696072136,0.0,0.0,0.3
770.7769474271536,-58.657071829288356,303.97819826612005,0.0,119.69755079358274,10,482000,336915.06,119.69755079358283,8.314519,-42348.004,770.7769474271536,15.608839,10,-58.657071829288356,71,119.69755079358274,71,2755.3345,119.69755079358283,303.97819826612005,0.0,0.0,0.0
-30.650162886756622,-74.96879998509111,14.555884893437767,0.2,-51.20741135757912,10,488000,240571.6,-51.20741135757913,6.1188836,-39293.266,-30.650162886756622,14.660922,10,-74.96879998509111,72,-51.20741135757912,72,2233.9573,-51.20741135757913,14.555884893437767,0.0,0.0,0.2
-19.768327810438095,-89.6736408685766,27.794536254313236,0.0,-49.59629103502325,10,494000,230707.27,-49.59629103502326,8.030907,-38450.24,-19.768327810438095,13.846369,10,-89.6736408685766,73,-49.59629103502325,73,2144.9075,-49.59629103502326,27.794536254313236,0.0,0.0,0.0
-12.164315199714583,-49.75528277707713,11.404897712489634,0.0,-19.673627054853462,10,500000,635141.6,-19.673627054853466,25.360586,-30544.148,-12.164315199714583,12.135694,10,-49.75528277707713,74,-19.673627054853462,74,4216.586,-19.673627054853466,11.404897712489634,0.0,0.0,0.0
-14.206848574043109,-101.12506897740138,26.985571847128703,0.0,-40.90220359811785,10,506000,1059561.9,-40.90220359811787,-21.546625,-59869.266,-14.206848574043109,12.039744,10,-101.12506897740138,75,-40.90220359811785,75,5651.6616,-40.90220359811787,26.985571847128703,0.0,0.0,0.0
-20.006530240379256,-92.1363728991836,25.072281737000278,0.4,-42.13817247708714,10,512000,215497.4,-42.13817247708714,-15.285138,-46086.883,-20.006530240379256,13.436927,10,-92.1363728991836,76,-42.13817247708714,76,524.871,-42.13817247708714,25.072281737000278,0.0,0.0,0.4
-24.364844369674994,-105.72068328126971,21.900624467875186,0.0,-72.07415992001317,10,518000,182129.77,-72.0741599200132,-8.740725,-43519.727,-24.364844369674994,14.576761,10,-105.72068328126971,77,-72.07415992001317,77,215.59068,-72.0741599200132,21.900624467875186,0.0,0.0,0.0
-14.477346891771683,-83.52749765417144,24.128926233833383,0.0,-37.48055677151343,10,524000,337717.62,-37.48055677151344,8.942275,-40556.38,-14.477346891771683,14.505099,10,-83.52749765417144,78,-37.48055677151343,78,469.61508,-37.48055677151344,24.128926233833383,0.0,0.0,0.0
-13.485116437749726,-89.7930063254763,23.90830830380223,0.0,-58.50260752271248,10,530000,152085.62,-58.50260752271247,17.353035,-32036.031,-13.485116437749726,12.827405,10,-89.7930063254763,79,-58.50260752271248,79,1166.5842,-58.50260752271247,23.90830830380223,0.0,0.0,0.0
-15.226864851311705,-45.815159306895374,8.551708203879725,0.0,-22.78386375020496,10,536000,201606.48,-22.783863750204965,21.390543,-24208.951,-15.226864851311705,11.082613,10,-45.815159306895374,80,-22.78386375020496,80,858.767,-22.783863750204965,8.551708203879725,0.0,0.0,0.0
-12.998231097080449,-66.6338114343998,15.214911350878522,0.0,-24.759810780219592,10,542000,159521.66,-24.7598107802196,6.882867,-27723.59,-12.998231097080449,9.963621,10,-66.6338114343998,81,-24.759810780219592,81,592.8584,-24.7598107802196,15.214911350878522,0.0,0.0,0.0
-15.839195701673278,-54.23143008159154,10.143705119148235,0.2,-27.309383241516894,10,548000,173115.27,-27.309383241516883,7.7405486,-29292.186,-15.839195701673278,9.352652,10,-54.23143008159154,82,-27.309383241516894,82,1039.7454,-27.309383241516883,10.143705119148235,0.0,0.0,0.2
-14.794683383853945,-50.16339733780839,9.86412935295844,0.1,-24.314449163611034,10,554000,227881.36,-24.314449163611044,5.6281223,-28514.148,-14.794683383853945,8.646191,10,-50.16339733780839,83,-24.314449163611034,83,875.7152,-24.314449163611044,9.86412935295844,0.0,0.0,0.1
