MetaTest/door-lock-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/door-lock-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-lock-v1/NumEpisodes,MetaTest/door-lock-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/SuccessRate,MetaTest/door-lock-v1/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/door-lock-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,TotalEnvSteps,MetaTest/Average/StdReturn,MetaTest/door-lock-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/door-lock-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/door-lock-v1/MinReturn,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss
0.0,5798.833,-48.14069543014381,-68.23168961883006,10,19.761741348658788,7.5402303,0.0,10,-16817.916,0.0,0.0,989493.3,464000,19.761741348658788,-68.23168961883006,-68.23168961883005,-122.22842804891357,-48.14069543014381,-68.23168961883005,10,-122.22842804891357,10,6.900549
0.0,1876.2063,-57.56992113527393,-80.59970769448594,10,9.322934242159569,5.8939786,0.0,11,-12828.733,0.0,0.0,830957.1,488000,9.322934242159569,-80.59970769448594,-80.59970769448594,-90.68999759419091,-57.56992113527393,-80.59970769448594,10,-90.68999759419091,11,4.073116
0.1,3656.528,29977.640276239978,6330.252502021427,10,10012.334862347336,5.603865,0.1,12,-21354.068,0.0,0.0,1151324.2,512000,10012.334862347336,6330.252502021427,6330.252502021425,-39.15288802782547,29977.640276239978,6330.252502021425,10,-39.15288802782547,12,-7.8812423
0.0,5696.1323,12966.150373042798,1486.3600923800745,10,3852.68260180799,9.515174,0.0,13,-50219.688,0.0,0.0,2762024.5,536000,3852.68260180799,1486.3600923800745,1486.3600923800745,-32.39292235595357,12966.150373042798,1486.3600923800745,10,-32.39292235595357,13,-47.491913
0.0,3106.3892,-32.81619283607981,-53.640655067494,10,14.042282470911935,16.344296,0.0,14,-68584.48,0.0,0.0,4065102.8,560000,14.042282470911935,-53.640655067494,-53.640655067493995,-83.38204882361391,-32.81619283607981,-53.640655067493995,10,-83.38204882361391,14,-38.140766
0.1,2608.707,5116.696324951354,482.28888256157524,10,1544.8087424433693,27.191313,0.1,15,-82158.39,0.0,0.0,5642231.5,584000,1544.8087424433693,482.28888256157524,482.28888256157506,-40.42468803912052,5116.696324951354,482.28888256157506,10,-40.42468803912052,15,-30.343401
0.0,2133.585,139767.58593316172,50222.4725612775,10,39046.60492890569,36.630306,0.0,16,-90183.516,0.0,0.0,7776190.5,608000,39046.60492890569,50222.4725612775,50222.47256127751,-12.92029956660357,139767.58593316172,50222.47256127751,10,-12.92029956660357,16,-10.146779
0.3,524.211,23064.899940879033,8617.180631593681,10,8629.93011526753,45.02536,0.3,17,-98435.86,0.0,0.0,9808566.0,632000,8629.93011526753,8617.180631593681,8617.18063159368,-28.63986294831842,23064.899940879033,8617.18063159368,10,-28.63986294831842,17,-3.8000295
0.1,609.0711,108266.44724229992,40922.46351668796,10,37319.806106967495,42.621838,0.1,18,-94430.516,0.0,0.0,13803754.0,656000,37319.806106967495,40922.46351668796,40922.46351668796,-25.443288662943957,108266.44724229992,40922.46351668796,10,-25.443288662943957,18,4.4653325
0.0,288.82043,4294.720435093053,613.4297717145972,10,1369.3789894254517,42.769928,0.0,19,-92694.15,0.0,0.0,17690660.0,680000,1369.3789894254517,613.4297717145972,613.4297717145969,-27.084421441224094,4294.720435093053,613.4297717145969,10,-27.084421441224094,19,-2.610017
0.3,322.0038,170561.69579498324,31744.53323313034,10,51588.18349903043,45.949142,0.3,20,-89108.234,0.0,0.0,21944808.0,704000,51588.18349903043,31744.53323313034,31744.53323313034,-30.443715446138498,170561.69579498324,31744.53323313034,10,-30.443715446138498,20,-0.6788723
0.1,467.80322,102176.63036276177,49594.00339973195,10,35494.17369053953,46.5919,0.1,21,-88876.83,0.0,0.0,28195938.0,728000,35494.17369053953,49594.00339973195,49594.003399731955,-88.97848531458561,102176.63036276177,49594.003399731955,10,-88.97848531458561,21,-1.4507964
0.5,903.64026,97995.10489502539,12774.60922612461,10,29167.956918551736,48.24583,0.5,22,-93037.62,0.0,0.0,34818636.0,752000,29167.956918551736,12774.60922612461,12774.609226124607,-32.42063718034238,97995.10489502539,12774.609226124607,10,-32.42063718034238,22,0.2130072
0.1,12639.898,81034.50301277336,26629.966803314797,10,32874.469001515645,46.190243,0.1,23,-89730.42,0.0,0.0,39032292.0,776000,32874.469001515645,26629.966803314797,26629.966803314794,-31.434372759270826,81034.50301277336,26629.966803314794,10,-31.434372759270826,23,1.020672
0.1,13448.143,71788.23068390058,14103.36805410026,10,28265.400765959686,45.589455,0.1,24,-87401.31,0.0,0.0,44397750.0,800000,28265.400765959686,14103.36805410026,14103.368054100254,-48.314491078649866,71788.23068390058,14103.368054100254,10,-48.314491078649866,24,0.92071533
0.8,11700.45,92546.72188397966,26016.972539355516,10,33629.622464107575,43.997677,0.8,25,-87934.18,0.0,0.0,48775756.0,824000,33629.622464107575,26016.972539355516,26016.972539355535,-41.24789486063322,92546.72188397966,26016.972539355535,10,-41.24789486063322,25,1.2350053
0.4,11141.533,132083.13135084946,17720.67882014048,10,39060.41170657637,41.860546,0.4,26,-90101.37,0.0,0.0,56045452.0,848000,39060.41170657637,17720.67882014048,17720.678820140492,-27.16673476820755,132083.13135084946,17720.678820140492,10,-27.16673476820755,26,1.5811211
0.0,4226.908,32143.822031103977,6061.23458497179,10,9588.880056942884,40.853916,0.0,27,-88819.51,0.0,0.0,59628464.0,872000,9588.880056942884,6061.23458497179,6061.234584971789,-33.479072766076925,32143.822031103977,6061.234584971789,10,-33.479072766076925,27,0.503155
0.3,688.6164,121126.03065582097,38377.01772798925,10,49069.64451192114,40.949673,0.3,28,-88709.25,0.0,0.0,66821044.0,896000,49069.64451192114,38377.01772798925,38377.01772798925,-28.65509722282519,121126.03065582097,38377.01772798925,10,-28.65509722282519,28,1.1746323
0.2,870.5175,209523.5328318011,32561.639269292682,10,68424.88884521966,37.96214,0.2,29,-83243.96,0.0,0.0,67595880.0,920000,68424.88884521966,32561.639269292682,32561.639269292667,-48.81836524448256,209523.5328318011,32561.639269292667,10,-48.81836524448256,29,1.2892112
0.1,2063.7659,118875.7714693308,11857.94835668908,10,35672.61049726033,37.267345,0.1,30,-80428.06,0.0,0.0,67047240.0,944000,35672.61049726033,11857.94835668908,11857.94835668908,-57.68575079137036,118875.7714693308,11857.94835668908,10,-57.68575079137036,30,2.74216
0.2,7713.18,110773.82601301066,35381.465103236274,10,39334.81789486638,32.035793,0.2,31,-71482.195,0.0,0.0,61123170.0,968000,39334.81789486638,35381.465103236274,35381.465103236274,-62.951631350799495,110773.82601301066,35381.465103236274,10,-62.951631350799495,31,1.1479875
0.3,3369.0332,92517.41861893232,25946.666165037772,10,36313.103877075664,34.122448,0.3,32,-75370.266,0.0,0.0,66204836.0,992000,36313.103877075664,25946.666165037772,25946.66616503777,-52.76632323079937,92517.41861893232,25946.66616503777,10,-52.76632323079937,32,-2.5473275
0.4,1296.5577,85580.93040879731,21126.22020312401,10,31416.277986901856,38.706387,0.4,33,-81902.21,0.0,0.0,72107940.0,1016000,31416.277986901856,21126.22020312401,21126.220203124016,-56.92744814200776,85580.93040879731,21126.220203124016,10,-56.92744814200776,33,-4.198675
0.3,6154.5923,110148.42109669486,33645.62964015744,10,42596.82941672015,43.904137,0.3,34,-88031.9,0.0,0.0,78409336.0,1040000,42596.82941672015,33645.62964015744,33645.62964015745,-65.42131657748548,110148.42109669486,33645.62964015745,10,-65.42131657748548,34,-3.3769674
0.5,2360.3684,217822.9390881621,65523.12663291814,10,71977.69827530796,46.262928,0.5,35,-94122.73,0.0,0.0,83100960.0,1064000,71977.69827530796,65523.12663291814,65523.126632918094,-24.608913292875478,217822.9390881621,65523.126632918094,10,-24.608913292875478,35,-4.197533
0.6,698.6579,237841.1880484687,44344.5558127762,10,72620.23126049338,53.49768,0.6,36,-103229.445,0.0,0.0,91083170.0,1088000,72620.23126049338,44344.5558127762,44344.55581277619,-77.46852908318752,237841.1880484687,44344.55581277619,10,-77.46852908318752,36,-4.313371
0.2,847.5617,92423.01647185526,20902.120732749157,10,33975.684710026726,57.078827,0.2,37,-109037.734,0.0,0.0,92594780.0,1112000,33975.684710026726,20902.120732749157,20902.12073274915,-24.502394174649098,92423.01647185526,20902.12073274915,10,-24.502394174649098,37,-0.59899914
0.4,1577.418,142604.26102481564,38326.2653282883,10,48805.04974619499,59.0936,0.4,38,-117345.445,0.0,0.0,95505140.0,1136000,48805.04974619499,38326.2653282883,38326.2653282883,-25.847905536378896,142604.26102481564,38326.2653282883,10,-25.847905536378896,38,0.16274023
0.7,2686.9995,174987.0141556564,73544.81956638063,10,57425.013176984685,60.473583,0.7,39,-120576.84,0.0,0.0,98284984.0,1160000,57425.013176984685,73544.81956638063,73544.81956638065,-17.75089716828521,174987.0141556564,73544.81956638065,10,-17.75089716828521,39,-0.8920823
0.6,3332.6868,158091.56358523935,47198.4305571828,10,51091.981581069165,63.990654,0.6,40,-128060.38,0.0,0.0,104660210.0,1184000,51091.981581069165,47198.4305571828,47198.4305571828,-30.313312203807396,158091.56358523935,47198.4305571828,10,-30.313312203807396,40,-2.511142
0.5,2671.182,89852.91744129341,40002.21763424528,10,34722.66999788947,67.4378,0.5,41,-134803.53,0.0,0.0,107940430.0,1208000,34722.66999788947,40002.21763424528,40002.217634245295,-18.820371664791406,89852.91744129341,40002.217634245295,10,-18.820371664791406,41,-1.7223331
0.7,2514.821,161830.52335740282,46815.74215567978,10,53231.6574734777,69.5002,0.7,42,-142598.89,0.0,0.0,110906690.0,1232000,53231.6574734777,46815.74215567978,46815.74215567978,46.25907817860864,161830.52335740282,46815.74215567978,10,46.25907817860864,42,0.21443042
0.5,1946.0745,232613.93148857108,80798.30520125401,10,76682.2103239992,67.573166,0.5,43,-143103.61,0.0,0.0,110517070.0,1256000,76682.2103239992,80798.30520125401,80798.30520125401,-20.659173073850393,232613.93148857108,80798.30520125401,10,-20.659173073850393,43,-0.12934034
0.4,1938.3618,118531.4855964947,47505.41113030444,10,46833.25529680563,71.90102,0.4,44,-146648.1,0.0,0.0,111744560.0,1280000,46833.25529680563,47505.41113030444,47505.411130304434,-31.768024189236744,118531.4855964947,47505.411130304434,10,-31.768024189236744,44,-0.9999468
0.6,2117.1602,198650.13968150466,107469.46938827072,10,66776.78060084578,71.0102,0.6,45,-147707.42,0.0,0.0,111514980.0,1304000,66776.78060084578,107469.46938827072,107469.46938827072,1017.8058134953066,198650.13968150466,107469.46938827072,10,1017.8058134953066,45,-0.90505326
0.5,2137.1882,137129.10927113515,47200.09749098717,10,51370.61702669181,75.30707,0.5,46,-153420.16,0.0,0.0,113692920.0,1328000,51370.61702669181,47200.09749098717,47200.09749098719,1457.6485735632627,137129.10927113515,47200.09749098719,10,1457.6485735632627,46,-1.257826
0.7,2315.9836,200716.51010986627,86792.61841396711,10,72411.92220709402,74.7918,0.7,47,-155159.58,0.0,0.0,114743490.0,1352000,72411.92220709402,86792.61841396711,86792.61841396711,318.174176543359,200716.51010986627,86792.61841396711,10,318.174176543359,47,0.6608661
0.3,4039.748,120875.15628617156,67285.7165977032,10,39064.65199940808,76.092766,0.3,48,-159071.98,0.0,0.0,120681700.0,1376000,39064.65199940808,67285.7165977032,67285.71659770321,-17.142339955290037,120875.15628617156,67285.71659770321,10,-17.142339955290037,48,-1.6615903
0.7,3200.5479,99780.91598909063,26588.812557778623,10,35540.61614635006,76.27022,0.7,49,-161013.31,0.0,0.0,126343450.0,1400000,35540.61614635006,26588.812557778623,26588.812557778623,-32.98275919195963,99780.91598909063,26588.812557778623,10,-32.98275919195963,49,0.82652456
