MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTest/button-press-topdown-wall-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-wall-v1/NumTrajs
0.0,-73.25565890784759,-30001.986,nan,-73.25565890784756,11,0.0,-73.25565890784756,-89.05514365644791,488000,-9.868289,-89.05514365644791,-42.02295777793128,0.0,0.0,10,16.76652234003614,-42.02295777793128,38285.137,28293036.0,11,16.76652234003614,-73.25565890784759,10
0.0,-51.11634894853347,3135.9592,nan,-51.11634894853347,12,0.0,-51.11634894853347,-71.18877702004846,512000,-5.361699,-71.18877702004846,-27.063660272311104,0.0,0.0,10,12.831366596389762,-27.063660272311104,169284.8,11381273.0,12,12.831366596389762,-51.11634894853347,10
0.3,65122.16259021153,-122145.625,nan,65122.16259021153,13,0.0,65122.16259021153,-60.54203503524263,536000,-17.509422,-60.54203503524263,330884.4644710456,0.0,0.3,10,129850.75739664449,330884.4644710456,17087.578,26166280.0,13,129850.75739664449,65122.16259021153,10
0.8,265076.6362254006,-308060.56,nan,265076.63622540055,14,0.0,265076.63622540055,52589.828260736824,560000,-20.892963,52589.828260736824,321636.30610841606,0.0,0.8,10,90757.25875110367,321636.30610841606,11170.237,52263436.0,14,90757.25875110367,265076.6362254006,10
0.3,87268.96996860826,-393532.25,nan,87268.96996860826,15,0.0,87268.96996860826,-92.45167932549681,584000,-27.009024,-92.45167932549681,298093.62133718625,0.0,0.3,10,131907.4139292972,298093.62133718625,6114.0645,75233350.0,15,131907.4139292972,87268.96996860826,10
0.6,240702.57065134455,-535220.2,nan,240702.57065134458,16,0.0,240702.57065134458,93990.85856729452,608000,-27.431187,93990.85856729452,319813.4875938444,0.0,0.6,10,83414.85540931403,319813.4875938444,34118.246,83277416.0,16,83414.85540931403,240702.57065134455,10
0.1,113894.08862668008,-653625.9,nan,113894.08862668011,17,0.0,113894.08862668011,-90.40828230910103,632000,-26.795792,-90.40828230910103,332817.59165449016,0.0,0.1,10,124016.7629209412,332817.59165449016,25588.645,96943260.0,17,124016.7629209412,113894.08862668008,10
0.4,123403.58399700532,-367430.03,nan,123403.58399700532,18,0.0,123403.58399700532,6033.032922141858,656000,-29.453121,6033.032922141858,241288.24170384405,0.0,0.4,10,67496.33287764598,241288.24170384405,46518.777,71797470.0,18,67496.33287764598,123403.58399700532,10
0.0,9750.25135228331,-358321.7,nan,9750.251352283305,19,0.0,9750.251352283305,-54.47813463576749,680000,-27.069546,-54.47813463576749,97808.34679167237,0.0,0.0,10,29352.70181112351,97808.34679167237,93570.19,81530000.0,19,29352.70181112351,9750.25135228331,10
0.3,94441.65705499615,-476009.28,nan,94441.65705499615,20,0.0,94441.65705499615,-22.136105578870545,704000,-26.28194,-22.136105578870545,343113.23588515,0.0,0.3,10,130662.28907974834,343113.23588515,2322.6401,96129290.0,20,130662.28907974834,94441.65705499615,10
0.2,-53.03982713145806,-493279.38,nan,-53.03982713145805,21,0.0,-53.03982713145805,-94.48027852673673,728000,-24.624517,-94.48027852673673,-17.556836629230236,0.0,0.2,10,33.76315203541701,-17.556836629230236,879.62396,109914390.0,21,33.76315203541701,-53.03982713145806,10
0.8,176064.13564620793,-506617.16,nan,176064.13564620796,22,0.0,176064.13564620796,-46.209392229036766,752000,-28.305008,-46.209392229036766,336501.03698907123,0.0,0.8,10,150629.88530388143,336501.03698907123,28769.62,127740130.0,22,150629.88530388143,176064.13564620793,10
0.7,237770.1098905162,-708616.44,nan,237770.1098905162,23,0.0,237770.1098905162,-20.349070636166477,776000,-26.53157,-20.349070636166477,341790.3968743394,0.0,0.7,10,131005.6205922759,341790.3968743394,137.18903,165099250.0,23,131005.6205922759,237770.1098905162,10
1.0,281531.37779574806,-713488.6,nan,281531.37779574806,24,0.0,281531.37779574806,-17.393416555290006,800000,-26.757866,-17.393416555290006,338253.66374319175,0.0,1.0,10,96180.6227071872,338253.66374319175,103.62837,174762780.0,24,96180.6227071872,281531.37779574806,10
0.9,258756.7767081842,-704156.4,nan,258756.77670818422,25,0.0,258756.77670818422,-18.1868556904506,824000,-26.230913,-18.1868556904506,333835.1698106409,0.0,0.9,10,125955.37268032132,333835.1698106409,73.11708,192515120.0,25,125955.37268032132,258756.7767081842,10
0.7,270136.57555849076,-699386.5,nan,270136.57555849076,26,0.0,270136.57555849076,15622.73913853941,848000,-25.46582,15622.73913853941,335538.3248130592,0.0,0.7,10,89759.68845779802,335538.3248130592,48.430077,207000600.0,26,89759.68845779802,270136.57555849076,10
0.8,209901.33152637663,-687910.25,nan,209901.3315263766,27,0.0,209901.3315263766,53069.98788993456,872000,-25.806902,53069.98788993456,320170.0701875906,0.0,0.8,10,79604.61051481873,320170.0701875906,36.549408,218864940.0,27,79604.61051481873,209901.33152637663,10
0.9,128600.92244520136,-658373.75,nan,128600.9224452014,28,0.0,128600.9224452014,-19.093595490886855,896000,-26.541948,-19.093595490886855,336748.1610480426,0.0,0.9,10,137694.43778376534,336748.1610480426,50.066265,233753570.0,28,137694.43778376534,128600.92244520136,10
0.8,177925.30294479628,-661793.25,nan,177925.30294479628,29,0.0,177925.30294479628,-18.118578273955688,920000,-26.690098,-18.118578273955688,334791.8465762661,0.0,0.8,10,148595.8585454269,334791.8465762661,69.3187,249280820.0,29,148595.8585454269,177925.30294479628,10
0.7,265442.3353089789,-730121.5,nan,265442.33530897886,30,0.0,265442.33530897886,46790.45108236481,944000,-26.984344,46790.45108236481,336051.23868940334,0.0,0.7,10,94495.68720872876,336051.23868940334,145.59923,283822300.0,30,94495.68720872876,265442.3353089789,10
0.4,97569.68767369991,-689585.06,nan,97569.68767369991,31,0.0,97569.68767369991,-52.31235368767515,968000,-28.22095,-52.31235368767515,341255.52763235476,0.0,0.4,10,149506.9741037337,341255.52763235476,1544.9054,262530900.0,31,149506.9741037337,97569.68767369991,10
0.8,77151.24558750333,-812247.8,nan,77151.24558750332,32,0.0,77151.24558750332,-21.968794325538294,992000,-28.565285,-21.968794325538294,322600.6187716135,0.0,0.8,10,106572.97553868657,322600.6187716135,104.17742,284424300.0,32,106572.97553868657,77151.24558750333,10
0.4,89840.87322614758,-823753.06,nan,89840.87322614758,33,0.0,89840.87322614758,-44.1501413191747,1016000,-27.884632,-44.1501413191747,337647.83217057446,0.0,0.4,10,121900.16045449491,337647.83217057446,46.36291,283792770.0,33,121900.16045449491,89840.87322614758,10
0.5,107147.22691789964,-811418.25,nan,107147.22691789964,34,0.0,107147.22691789964,-49.12364594642242,1040000,-27.148191,-49.12364594642242,339353.15877274756,0.0,0.5,10,143938.71005725296,339353.15877274756,453.93274,283586660.0,34,143938.71005725296,107147.22691789964,10
0.6,71810.52577358254,-785808.75,nan,71810.52577358254,35,0.0,71810.52577358254,-62.34352712228179,1064000,-29.202744,-62.34352712228179,329540.5652454932,0.0,0.6,10,128869.77518238932,329540.5652454932,779.36725,282594000.0,35,128869.77518238932,71810.52577358254,10
0.9,260101.8945409737,-829252.9,nan,260101.8945409738,36,0.0,260101.8945409738,19001.108746372396,1088000,-27.990831,19001.108746372396,341652.8140831863,0.0,0.9,10,116657.7960942708,341652.8140831863,288.7439,279989730.0,36,116657.7960942708,260101.8945409737,10
0.5,82188.42152322947,-849539.56,nan,82188.42152322948,37,0.0,82188.42152322948,-30.930493750227864,1112000,-27.00598,-30.930493750227864,331971.9403625185,0.0,0.5,10,112635.04980080623,331971.9403625185,180.14752,285138880.0,37,112635.04980080623,82188.42152322947,10
0.5,114983.71319809747,-867559.1,nan,114983.71319809747,38,0.0,114983.71319809747,-34.95962155692191,1136000,-28.134977,-34.95962155692191,320286.76668538497,0.0,0.5,10,111983.5537542785,320286.76668538497,330.2622,302541800.0,38,111983.5537542785,114983.71319809747,10
0.7,183165.57683684502,-875077.75,nan,183165.576836845,39,0.0,183165.576836845,-23.110381005679265,1160000,-28.49836,-23.110381005679265,308812.5153146659,0.0,0.7,10,84126.60389559674,308812.5153146659,429.38937,308370980.0,39,84126.60389559674,183165.57683684502,10
0.0,-60.021101831937585,-843331.44,nan,-60.02110183193757,40,0.0,-60.02110183193757,-89.2253027002952,1184000,-29.731586,-89.2253027002952,-28.1162744360621,0.0,0.0,10,19.8800040682198,-28.1162744360621,746.95215,296454600.0,40,19.8800040682198,-60.021101831937585,10
0.7,206192.77450100752,-681341.2,nan,206192.77450100763,41,0.0,206192.77450100763,-19.24526967316445,1208000,-30.337751,-19.24526967316445,336375.63665349246,0.0,0.7,10,125673.51718770411,336375.63665349246,1432.7761,221470610.0,41,125673.51718770411,206192.77450100752,10
0.7,263074.6825862293,-755770.6,nan,263074.6825862293,42,0.0,263074.6825862293,-18.182695503756346,1232000,-27.40825,-18.182695503756346,342008.84271043463,0.0,0.7,10,114785.66010310664,342008.84271043463,1609.7333,243592720.0,42,114785.66010310664,263074.6825862293,10
0.4,109498.18992502699,-737157.7,nan,109498.18992502699,43,0.0,109498.18992502699,-29.448110997762967,1256000,-25.634216,-29.448110997762967,329343.3001885137,0.0,0.4,10,129266.70283274034,329343.3001885137,1528.3936,258513700.0,43,129266.70283274034,109498.18992502699,10
0.7,251442.38328202209,-647286.25,nan,251442.383282022,44,0.0,251442.383282022,-20.331995363913975,1280000,-27.262539,-20.331995363913975,337691.93168877705,0.0,0.7,10,106992.7790046629,337691.93168877705,1226.7562,255648370.0,44,106992.7790046629,251442.38328202209,10
0.7,217336.30220639077,-753444.56,nan,217336.30220639083,45,0.0,217336.30220639083,-94.39388230824432,1304000,-25.2412,-94.39388230824432,328190.28093596705,0.0,0.7,10,105407.70948101736,328190.28093596705,634.0764,327384220.0,45,105407.70948101736,217336.30220639077,10
0.7,241875.832325494,-804295.8,nan,241875.832325494,46,0.0,241875.832325494,96401.41865116626,1328000,-25.370588,96401.41865116626,324217.6772169219,0.0,0.7,10,79793.27285946671,324217.6772169219,444.151,359195200.0,46,79793.27285946671,241875.832325494,10
0.5,160104.43044800468,-802383.1,nan,160104.43044800468,47,0.0,160104.43044800468,-17.824016681352138,1352000,-26.421532,-17.824016681352138,344474.6992877676,0.0,0.5,10,113914.65611586078,344474.6992877676,329.91763,352226000.0,47,113914.65611586078,160104.43044800468,10
0.6,220080.178319405,-771769.5,nan,220080.17831940507,48,0.0,220080.17831940507,7110.927923795703,1376000,-28.194862,7110.927923795703,345086.8851345504,0.0,0.6,10,111954.36708926958,345086.8851345504,557.5498,345726050.0,48,111954.36708926958,220080.178319405,10
0.2,59505.35763161224,-683313.0,nan,59505.357631612256,49,0.0,59505.357631612256,-91.58691685286084,1400000,-31.80431,-91.58691685286084,342692.1241684663,0.0,0.2,10,119336.36226360535,342692.1241684663,208709.92,600067400.0,49,119336.36226360535,59505.35763161224,10
0.5,169404.9494276834,-795262.44,nan,169404.94942768343,50,0.0,169404.94942768343,-91.54540500476541,1424000,-30.596594,-91.54540500476541,342883.47011216567,0.0,0.5,10,169513.57134085865,342883.47011216567,48782.574,372884900.0,50,169513.57134085865,169404.9494276834,10
0.4,140839.83716031647,-837542.6,nan,140839.83716031647,51,0.0,140839.83716031647,-61.38548430460032,1448000,-32.52226,-61.38548430460032,329037.6111227194,0.0,0.4,10,149171.2657191788,329037.6111227194,8326.916,479212480.0,51,149171.2657191788,140839.83716031647,10
0.3,83727.64715433739,-658847.0,nan,83727.64715433736,52,0.0,83727.64715433736,-52.32031601389591,1472000,-31.783136,-52.32031601389591,345446.8115757844,0.0,0.3,10,137612.47137447866,345446.8115757844,4393.874,326123460.0,52,137612.47137447866,83727.64715433739,10
0.6,204485.2103433762,-478123.12,nan,204485.2103433762,53,0.0,204485.2103433762,-37.18112623205479,1496000,-29.947002,-37.18112623205479,339891.42960556014,0.0,0.6,10,148255.98623465514,339891.42960556014,1830.3114,258179940.0,53,148255.98623465514,204485.2103433762,10
0.6,148628.5658911122,-629984.3,nan,148628.56589111217,54,0.0,148628.56589111217,-63.46201382913711,1520000,-30.4102,-63.46201382913711,331024.5950266243,0.0,0.6,10,152489.57330997539,331024.5950266243,3721.458,321403870.0,54,152489.57330997539,148628.5658911122,10
0.2,62889.302771503026,-73657.21,nan,62889.302771503004,55,0.0,62889.302771503004,-87.27672707178654,1544000,-31.787945,-87.27672707178654,275353.43145061116,0.0,0.2,10,90372.4421984269,275353.43145061116,416463.44,286469860.0,55,90372.4421984269,62889.302771503026,10
0.9,296996.92467225523,-606427.9,nan,296996.9246722552,56,0.0,296996.9246722552,122670.46177891744,1568000,-31.307676,122670.46177891744,344443.58549768006,0.0,0.9,10,65291.77887438548,344443.58549768006,47854.066,377087520.0,56,65291.77887438548,296996.92467225523,10
0.0,40299.277632390425,-831212.8,nan,40299.27763239043,57,0.0,40299.27763239043,-90.84799533985469,1592000,-30.794569,-90.84799533985469,146031.62728696692,0.0,0.0,10,62158.30910129856,146031.62728696692,5398.93,467622660.0,57,62158.30910129856,40299.277632390425,10
0.8,212398.6577881972,-870437.1,nan,212398.65778819722,58,0.0,212398.65778819722,44647.771906756876,1616000,-31.266533,44647.771906756876,328703.2483656716,0.0,0.8,10,115284.80231829402,328703.2483656716,8430.219,473827740.0,58,115284.80231829402,212398.6577881972,10
0.9,270190.3341819068,-900088.3,nan,270190.3341819068,59,0.0,270190.3341819068,-17.44818688585157,1640000,-31.123837,-17.44818688585157,338050.2425953807,0.0,0.9,10,108559.48938769735,338050.2425953807,1513.8722,475633900.0,59,108559.48938769735,270190.3341819068,10
1.0,292556.28109551995,-916489.1,nan,292556.28109551995,60,0.0,292556.28109551995,-17.47128147412062,1664000,-30.128246,-17.47128147412062,338713.8718803327,0.0,1.0,10,97905.24636969932,338713.8718803327,1160.5698,468835460.0,60,97905.24636969932,292556.28109551995,10
0.9,271310.6590212565,-962197.25,nan,271310.6590212565,61,0.0,271310.6590212565,48627.65389112539,1688000,-29.375477,48627.65389112539,332673.5866688221,0.0,0.9,10,87747.12047688825,332673.5866688221,444.2943,458256100.0,61,87747.12047688825,271310.6590212565,10
1.0,271613.5500936167,-951373.9,nan,271613.5500936167,62,0.0,271613.5500936167,-17.648660446030497,1712000,-29.05458,-17.648660446030497,340451.33804638346,0.0,1.0,10,100579.60521594295,340451.33804638346,277.24664,449245280.0,62,100579.60521594295,271613.5500936167,10
0.5,209152.22937436664,-994251.25,nan,209152.2293743666,63,0.0,209152.2293743666,34038.20753903529,1736000,-28.642244,34038.20753903529,329826.8546031579,0.0,0.5,10,120012.31116236394,329826.8546031579,357.35254,493082430.0,63,120012.31116236394,209152.22937436664,10
0.9,267728.40463485784,-993572.6,nan,267728.4046348579,64,0.0,267728.4046348579,-17.414425742878716,1760000,-29.907347,-17.414425742878716,342533.13848985935,0.0,0.9,10,107312.4556206323,342533.13848985935,355.87457,492236100.0,64,107312.4556206323,267728.40463485784,10
0.9,182680.84712775008,-1017463.56,nan,182680.84712775002,65,0.0,182680.84712775002,-19.950800310105514,1784000,-30.43384,-19.950800310105514,345120.1264856543,0.0,0.9,10,146102.8860545,345120.1264856543,225.51353,497830270.0,65,146102.8860545,182680.84712775008,10
0.8,269143.82571284956,-1029474.94,nan,269143.8257128495,66,0.0,269143.8257128495,88421.94984963608,1808000,-31.19903,88421.94984963608,343407.973880094,0.0,0.8,10,97085.25633645157,343407.973880094,268.89493,503574700.0,66,97085.25633645157,269143.82571284956,10
0.7,144993.9897862624,-1037221.75,nan,144993.9897862624,67,0.0,144993.9897862624,-19.094646935412268,1832000,-31.872551,-19.094646935412268,340282.4682832641,0.0,0.7,10,158574.90795676815,340282.4682832641,487.41653,506819170.0,67,158574.90795676815,144993.9897862624,10
0.8,229859.73367171563,-1071072.2,nan,229859.73367171572,68,0.0,229859.73367171572,32665.90056268551,1856000,-31.163605,32665.90056268551,341710.3725678545,0.0,0.8,10,117564.00558737502,341710.3725678545,178.75041,514191800.0,68,117564.00558737502,229859.73367171563,10
1.0,288692.1511068783,-1092263.4,nan,288692.1511068783,69,0.0,288692.1511068783,23134.30866935837,1880000,-30.684978,23134.30866935837,344066.2007720445,0.0,1.0,10,93985.27234604003,344066.2007720445,77.8356,521760160.0,69,93985.27234604003,288692.1511068783,10
0.9,220636.7430622973,-1075466.4,nan,220636.74306229735,70,0.0,220636.74306229735,-17.698968921119206,1904000,-31.241434,-17.698968921119206,333629.8239424469,0.0,0.9,10,136287.2838743821,333629.8239424469,651.79553,513249000.0,70,136287.2838743821,220636.7430622973,10
0.8,271408.04691000597,-1115325.8,nan,271408.0469100059,71,0.0,271408.0469100059,25103.114004654908,1928000,-31.799706,25103.114004654908,327229.9620238003,0.0,0.8,10,95311.19883374633,327229.9620238003,220.30841,525234080.0,71,95311.19883374633,271408.04691000597,10
0.8,222014.5169771233,-1119235.0,nan,222014.5169771233,72,0.0,222014.5169771233,6873.817605570204,1952000,-32.89325,6873.817605570204,340521.29679003364,0.0,0.8,10,139552.570637803,340521.29679003364,150.07181,523540960.0,72,139552.570637803,222014.5169771233,10
1.0,254272.49864976163,-1125834.5,nan,254272.4986497617,73,0.0,254272.4986497617,39716.42795294183,1976000,-33.844616,39716.42795294183,333446.6164947178,0.0,1.0,10,107032.78314774639,333446.6164947178,635.742,517705250.0,73,107032.78314774639,254272.49864976163,10
0.9,136242.4112859722,-1156142.5,nan,136242.41128597225,74,0.0,136242.41128597225,38280.37658232972,2000000,-32.370953,38280.37658232972,271961.9623097605,0.0,0.9,10,81950.13621665025,271961.9623097605,139.20766,513575680.0,74,81950.13621665025,136242.4112859722,10
1.0,253503.0062426581,-1070107.9,nan,253503.0062426581,75,0.0,253503.0062426581,10330.277246937585,2024000,-33.67628,10330.277246937585,335506.6505712778,0.0,1.0,10,104084.25142570928,335506.6505712778,3347.9827,500313630.0,75,104084.25142570928,253503.0062426581,10
0.8,212035.03929878346,-1113051.4,nan,212035.03929878335,76,0.0,212035.03929878335,6582.7278217289195,2048000,-33.476593,6582.7278217289195,338679.9825004663,0.0,0.8,10,136460.85821202974,338679.9825004663,693.53925,537040100.0,76,136460.85821202974,212035.03929878346,10
1.0,276469.77947797225,-1161860.6,nan,276469.77947797225,77,0.0,276469.77947797225,11330.653215942382,2072000,-32.282883,11330.653215942382,335990.10098668333,0.0,1.0,10,96721.50975989933,335990.10098668333,40.962,521306100.0,77,96721.50975989933,276469.77947797225,10
0.5,140232.65512139822,-789000.75,nan,140232.65512139816,78,0.0,140232.65512139816,-93.43389717150181,2096000,-35.102314,-93.43389717150181,308560.35886208614,0.0,0.5,10,141336.37267922255,308560.35886208614,41302.723,692770100.0,78,141336.37267922255,140232.65512139822,10
0.3,108811.49393779287,-561948.7,nan,108811.49393779281,79,0.0,108811.49393779281,-87.34162358218653,2120000,-38.623093,-87.34162358218653,309104.8270301378,0.0,0.3,10,120664.73497406342,309104.8270301378,25207.293,319314140.0,79,120664.73497406342,108811.49393779287,10
0.0,-60.740304911352005,-571779.25,nan,-60.740304911352005,80,0.0,-60.740304911352005,-66.2689578274218,2144000,-39.98142,-66.2689578274218,-58.57580303281671,0.0,0.0,10,2.2832138341138863,-58.57580303281671,8990.588,371685060.0,80,2.2832138341138863,-60.740304911352005,10
0.7,211157.74688472768,-609442.94,nan,211157.74688472768,81,0.0,211157.74688472768,-20.198899083122065,2168000,-40.13331,-20.198899083122065,335411.09724006976,0.0,0.7,10,117056.53989501217,335411.09724006976,8022.556,378443460.0,81,117056.53989501217,211157.74688472768,10
1.0,297648.94711901934,-835547.4,nan,297648.94711901934,82,0.0,297648.94711901934,194296.67405608733,2192000,-39.441265,194296.67405608733,337776.93141427997,0.0,1.0,10,37841.580604651856,337776.93141427997,1937.4558,506447260.0,82,37841.580604651856,297648.94711901934,10
0.7,188948.9419213987,-916256.75,nan,188948.94192139874,83,0.0,188948.94192139874,54552.57711100846,2216000,-37.28969,54552.57711100846,328699.39479404775,0.0,0.7,10,85983.13474820867,328699.39479404775,4308.1377,621535300.0,83,85983.13474820867,188948.9419213987,10
0.9,180568.27133690214,-939824.9,nan,180568.27133690217,84,0.0,180568.27133690217,6086.993998573843,2240000,-36.163326,6086.993998573843,330404.4147881822,0.0,0.9,10,130630.09736722072,330404.4147881822,3213.7424,637808200.0,84,130630.09736722072,180568.27133690214,10
0.3,77818.59119665934,-975422.06,nan,77818.59119665938,85,0.0,77818.59119665938,-60.124005653435134,2264000,-35.440235,-60.124005653435134,343061.50629379076,0.0,0.3,10,123592.09877349695,343061.50629379076,6425.95,663780800.0,85,123592.09877349695,77818.59119665934,10
0.8,230018.61248832563,-867063.8,nan,230018.61248832569,86,0.0,230018.61248832569,6702.80934753805,2288000,-38.16308,6702.80934753805,318713.3073597671,0.0,0.8,10,107641.4532406459,318713.3073597671,3230.6445,547347700.0,86,107641.4532406459,230018.61248832563,10
0.9,180338.08995977705,-868261.0,nan,180338.08995977708,87,0.0,180338.08995977708,-17.76821063008424,2312000,-37.98908,-17.76821063008424,340897.9439383055,0.0,0.9,10,123906.96886062113,340897.9439383055,909.8951,558633700.0,87,123906.96886062113,180338.08995977705,10
1.0,46087.42872925198,-977092.94,nan,46087.42872925197,88,0.0,46087.42872925197,38521.05941512355,2336000,-36.111523,38521.05941512355,63987.92445398965,0.0,1.0,10,7196.627450883447,63987.92445398965,427.82544,626172860.0,88,7196.627450883447,46087.42872925198,10
0.6,73414.59427781751,-1013642.44,nan,73414.59427781751,89,0.0,73414.59427781751,-20.10610122754163,2360000,-35.92576,-20.10610122754163,240855.01030240516,0.0,0.6,10,81192.70873603606,240855.01030240516,545.17786,633134850.0,89,81192.70873603606,73414.59427781751,10
0.8,161181.39322557196,-1072996.1,nan,161181.393225572,90,0.0,161181.393225572,-19.738223034527127,2384000,-35.82512,-19.738223034527127,329584.47217858926,0.0,0.8,10,140028.03346047897,329584.47217858926,610.34955,613176960.0,90,140028.03346047897,161181.39322557196,10
1.0,297490.2581570348,-1135262.0,nan,297490.25815703475,91,0.0,297490.25815703475,-17.247425196045363,2408000,-34.06315,-17.247425196045363,342764.8664078735,0.0,1.0,10,99654.53506338123,342764.8664078735,243.76831,561588100.0,91,99654.53506338123,297490.2581570348,10
0.9,228658.45106754085,-1132824.6,nan,228658.45106754085,92,0.0,228658.45106754085,51864.486843156665,2432000,-32.94239,51864.486843156665,335957.71333675546,0.0,0.9,10,103452.19946129434,335957.71333675546,146.77068,510942880.0,92,103452.19946129434,228658.45106754085,10
1.0,208063.83524828166,-1115922.2,nan,208063.83524828166,93,0.0,208063.83524828166,11455.692217654929,2456000,-33.407883,11455.692217654929,331637.82701076276,0.0,1.0,10,100945.78002869485,331637.82701076276,101.96936,497308670.0,93,100945.78002869485,208063.83524828166,10
1.0,165984.099537757,-1104596.9,nan,165984.09953775693,94,0.0,165984.09953775693,26567.93594410918,2480000,-34.876686,26567.93594410918,324487.32987004484,0.0,1.0,10,92437.50682167195,324487.32987004484,88.80953,494933000.0,94,92437.50682167195,165984.099537757,10
