GaussianMLPPolicy/KLBefore,Iteration,coffee-button-v1/AverageDiscountedReturn,GaussianMLPPolicy/Entropy,coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTest/coffee-button-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,coffee-button-v1/TerminationRate,Average/AverageReturn,MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,Average/Iteration,Average/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/KLAfter,MetaTest/coffee-button-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/dLoss,MetaTest/Average/NumEpisodes,TotalEnvSteps,coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/Average/StdReturn,Average/MaxReturn,Average/SuccessRate,coffee-button-v1/StdReturn,MetaTest/Average/MaxReturn,coffee-button-v1/NumEpisodes,Average/NumEpisodes,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/Iteration,coffee-button-v1/AverageReturn,coffee-button-v1/SuccessRate,MetaTest/Average/MinReturn,Average/TerminationRate,MetaTest/coffee-button-v1/TerminationRate,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/AverageReturn,Average/StdReturn
0.0,63,8530.648433300701,5.529428482055664,271114.29014768347,,,,,0.0,21012.04528495867,,,,,8530.648433300701,63,-51.898085441980506,-1.2959804962520138e-06,1.864938212747802e-06,,-1.2933503512613242e-06,2.630144990689587e-09,,5120000,-51.898085441980506,,,271114.29014768347,0.195,35342.11562277834,,200,200,,,21012.04528495867,0.195,,0.0,,63,,35342.11562277834
0.0,64,8662.115498323836,5.526359558105469,205723.84288343397,,,,,0.0,19708.646452461133,,,,,8662.115498323836,64,-48.04813606641867,-3.7207730656518834e-06,1.727242488414049e-05,,-3.6963126603950514e-06,2.446040525683202e-08,,5200000,-48.04813606641867,,,205723.84288343397,0.19,36944.60350289809,,200,200,,,19708.646452461133,0.19,,0.0,,64,,36944.60350289809
0.0,65,8684.46568266108,5.5258402824401855,217798.9305167288,,,,,0.0,19681.497449357743,,,,,8684.46568266108,65,-46.264512204746744,-9.592582728146226e-07,1.4717082876813947e-06,,-9.57159841163957e-07,2.0984316506655887e-09,,5280000,-46.264512204746744,,,217798.9305167288,0.2,30382.722308326436,,200,200,,,19681.497449357743,0.2,,0.0,,65,,30382.722308326436
0.0,66,5853.807088514712,5.522169589996338,168178.32010309398,,,,,0.0,13504.972105447547,,,,,5853.807088514712,66,-58.896785152561215,-4.209154667478288e-06,8.565059943066444e-06,,-4.197041562292725e-06,1.2113105185562745e-08,,5360000,-58.896785152561215,,,168178.32010309398,0.14,24597.000540439174,,200,200,,,13504.972105447547,0.14,,0.0,,66,,24597.000540439174
0.0,67,8290.67014658375,5.522537708282471,175508.02543467772,,,,,0.0,20509.371661398596,,,,,8290.67014658375,67,-49.63160820790937,9.314014164374385e-07,6.522400326502975e-06,,9.40633071877528e-07,9.231655440089526e-09,,5440000,-49.63160820790937,,,175508.02543467772,0.165,34006.550732956755,,200,200,,,20509.371661398596,0.165,,0.0,,67,,34006.550732956755
0.0,68,8150.267602156037,5.521668434143066,129688.13486103246,,,,,0.0,17681.386748259483,,,,,8150.267602156037,68,-49.148732891878865,-1.6471861954414635e-06,1.4618639170294045e-06,,-1.6451007240902982e-06,2.0854713511653244e-09,,5520000,-49.148732891878865,,,129688.13486103246,0.16,26829.626533487015,,200,200,,,17681.386748259483,0.16,,0.0,,68,,26829.626533487015
0.0,69,7610.139268431708,5.521514892578125,201198.10691621967,,,,,0.0,17490.37148226418,,,,,7610.139268431708,69,-52.54992659813223,-3.3353074968545116e-07,1.2779396456608083e-06,,-3.317090317978e-07,1.8217178876511753e-09,,5600000,-52.54992659813223,,,201198.10691621967,0.19,30246.91909929072,,200,200,,,17490.37148226418,0.19,,0.0,,69,,30246.91909929072
0.0,70,7794.478665873068,5.521105766296387,220462.24164632565,19041.250601037555,0.24,0.0,19041.250601037555,0.0,18436.939692080767,27910.314394742683,0.24,19041.250601037555,7,7794.478665873068,70,-48.287859935825274,-8.834135769575369e-07,3.7298730148904724e-06,50,-8.781319706940849e-07,5.281606263451977e-09,50,5680000,-48.287859935825274,119590.43373502526,27910.314394742683,220462.24164632565,0.165,32032.44245500736,119590.43373502526,200,200,-37.13593930333865,7,18436.939692080767,0.165,-37.13593930333865,0.0,0.0,70,19041.250601037555,32032.44245500736
0.0,71,7522.226759452485,5.520841121673584,299079.010076476,,,,,0.0,19779.099284355445,,,,,7522.226759452485,71,-42.91217739263212,-5.7580513157518e-07,3.939546786568826e-07,,-5.752851848228602e-07,5.199467523198109e-10,,5760000,-42.91217739263212,,,299079.010076476,0.215,37858.05575076419,,200,200,,,19779.099284355445,0.215,,0.0,,71,,37858.05575076419
0.0,72,8541.666078134189,5.520484447479248,320820.1384020438,,,,,0.0,19104.630181436012,,,,,8541.666078134189,72,-51.41237757712592,-8.604991990068811e-07,2.0515694814093877e-06,,-8.575676702093915e-07,2.931528797489591e-09,,5840000,-51.41237757712592,,,320820.1384020438,0.17,35584.75796281878,,200,200,,,19104.630181436012,0.17,,0.0,,72,,35584.75796281878
0.0,73,7492.288633802752,5.519850730895996,174201.8129113801,,,,,0.0,18381.103925250503,,,,,7492.288633802752,73,-45.171875007982436,-1.0603156397337443e-06,1.5742996311018942e-06,,-1.0580772595858434e-06,2.238380147900898e-09,,5920000,-45.171875007982436,,,174201.8129113801,0.215,29406.630918520044,,200,200,,,18381.103925250503,0.215,,0.0,,73,,29406.630918520044
0.0,74,7495.121459632946,5.5215840339660645,202027.20154601271,,,,,0.0,16838.14364016006,,,,,7495.121459632946,74,-48.36571791403186,2.6123559564439347e-06,7.034270765871042e-06,,2.622313786559971e-06,9.957830116036348e-09,,6000000,-48.36571791403186,,,202027.20154601271,0.18,29234.383961779717,,200,200,,,16838.14364016006,0.18,,0.0,,74,,29234.383961779717
0.0,75,7267.619295685091,5.521797180175781,257402.03215414868,,,,,0.0,17658.052795599935,,,,,7267.619295685091,75,-50.02122778172827,3.0309396947814093e-07,2.644502046678099e-06,,3.0682579676977184e-07,3.731827291630907e-09,,6080000,-50.02122778172827,,,257402.03215414868,0.195,32331.749138345083,,200,200,,,17658.052795599935,0.195,,0.0,,75,,32331.749138345083
0.0,76,7205.571854163131,5.522774696350098,142938.81935694662,,,,,0.0,16475.428939343496,,,,,7205.571854163131,76,-48.41893757182068,1.4678047364213853e-06,4.215366971038748e-06,,1.4737626088390243e-06,5.95787241763901e-09,,6160000,-48.41893757182068,,,142938.81935694662,0.15,25835.58511242651,,200,200,,,16475.428939343496,0.15,,0.0,,76,,25835.58511242651
0.0,77,6959.994228505858,5.523678779602051,201133.96223061738,,,,,0.0,17348.28633314503,,,,,6959.994228505858,77,-45.9600669864502,1.8810633264365606e-06,5.055289875599556e-05,,1.9527510630723555e-06,7.168773663579486e-08,,6240000,-45.9600669864502,,,201133.96223061738,0.25,35201.13948021499,,200,200,,,17348.28633314503,0.25,,0.0,,77,,35201.13948021499
0.0,78,8143.7486006941335,5.522909164428711,306998.107781909,,,,,0.0,19400.76375164253,,,,,8143.7486006941335,78,-47.72323929138644,-1.3650233086082153e-06,1.1357179801052553e-06,,-1.363420096822665e-06,1.6032117855502293e-09,,6320000,-47.72323929138644,,,306998.107781909,0.19,37782.614565992575,,200,200,,,19400.76375164253,0.19,,0.0,,78,,37782.614565992575
0.0,79,7150.224887142489,5.522994041442871,158727.23199540612,,,,,0.0,17361.466554159546,,,,,7150.224887142489,79,-55.066554218063786,1.4996211916695756e-07,7.832326218704111e-07,,1.5106124351405015e-07,1.0991243470925838e-09,,6400000,-55.066554218063786,,,158727.23199540612,0.22,31970.596390679253,,200,200,,,17361.466554159546,0.22,,0.0,,79,,31970.596390679253
0.0,80,7397.115757832746,5.523584842681885,277049.6343290897,23967.932494626137,0.24,0.0,23967.932494626133,0.0,17337.173181200047,49997.9706891708,0.24,23967.932494626137,8,7397.115757832746,80,-48.47243890129439,9.398642077940167e-07,1.77898948550137e-06,50,9.423850428902369e-07,2.520835096220253e-09,50,6480000,-48.47243890129439,204440.14025925842,49997.9706891708,277049.6343290897,0.215,32804.48330101752,204440.14025925842,200,200,-55.986181496659405,8,17337.173181200047,0.215,-55.986181496659405,0.0,0.0,80,23967.932494626133,32804.48330101752
0.0,81,7350.956794313112,5.521624565124512,243839.32937708095,,,,,0.0,18775.463012943674,,,,,7350.956794313112,81,-49.44439356511864,-2.1413256945379544e-06,2.8157123779237736e-06,,-2.13732209886075e-06,4.00359567720443e-09,,6560000,-49.44439356511864,,,243839.32937708095,0.215,37604.64889569163,,200,200,,,18775.463012943674,0.215,,0.0,,81,,37604.64889569163
0.0,82,8033.794097895867,5.5238213539123535,281769.78074918396,,,,,0.0,19397.002792441126,,,,,8033.794097895867,82,-45.70714819594445,1.954563686012989e-06,4.0647166315466166e-05,,2.012172444665339e-06,5.7608758652349934e-08,,6640000,-45.70714819594445,,,281769.78074918396,0.245,37945.630399654045,,200,200,,,19397.002792441126,0.245,,0.0,,82,,37945.630399654045
0.0,83,9883.143495876067,5.5232086181640625,293909.70179424505,,,,,0.0,23339.795001378367,,,,,9883.143495876067,83,-47.63505134926997,-1.4912280903445208e-06,2.837225792973186e-06,,-1.487168674429995e-06,4.0594159145257436e-09,,6720000,-47.63505134926997,,,293909.70179424505,0.175,43701.24874136382,,200,200,,,23339.795001378367,0.175,,0.0,,83,,43701.24874136382
0.0,84,7640.696500142254,5.522693157196045,145665.18294650124,,,,,0.0,17344.856468215607,,,,,7640.696500142254,84,-49.1817546332194,-1.022817741613835e-06,8.720137998352584e-07,,-1.0215549082204234e-06,1.2628333934117109e-09,,6800000,-49.1817546332194,,,145665.18294650124,0.245,25199.92501354351,,200,200,,,17344.856468215607,0.245,,0.0,,84,,25199.92501354351
0.0,85,7880.989444942444,5.523035049438477,222132.62740614792,,,,,0.0,18242.018660252485,,,,,7880.989444942444,85,-45.44565665829324,6.670193783975265e-07,2.263190481244237e-06,,6.702195491925522e-07,3.2001707950257696e-09,,6880000,-45.44565665829324,,,222132.62740614792,0.195,31121.294091466305,,200,200,,,18242.018660252485,0.195,,0.0,,85,,31121.294091466305
0.0,86,9548.820402763395,5.522994041442871,211403.846635914,,,,,0.0,22676.961854642137,,,,,9548.820402763395,86,-55.87590780365276,-1.1926321974442544e-07,2.874198116842308e-06,,-1.1518577736069346e-07,4.077442383731977e-09,,6960000,-55.87590780365276,,,211403.846635914,0.195,34952.16557407849,,200,200,,,22676.961854642137,0.195,,0.0,,86,,34952.16557407849
0.0,87,7895.332970512219,5.5219502449035645,308501.8736676678,,,,,0.0,18272.852179564412,,,,,7895.332970512219,87,-45.198931548762026,-1.6116155165946111e-06,1.5523313550147577e-06,,-1.6094484180939617e-06,2.1670985006494448e-09,,7040000,-45.198931548762026,,,308501.8736676678,0.155,39610.38746851208,,200,200,,,18272.852179564412,0.155,,0.0,,87,,39610.38746851208
0.0,88,7711.504745437852,5.5219035148620605,276008.20912440313,,,,,0.0,17347.36404288633,,,,,7711.504745437852,88,-47.296154441346765,-8.008068874687524e-08,1.9716876522579696e-06,,-7.72753097066925e-08,2.8053790401827428e-09,,7120000,-47.296154441346765,,,276008.20912440313,0.19,34427.945635610944,,200,200,,,17347.36404288633,0.19,,0.0,,88,,34427.945635610944
0.0,89,7018.852099863726,5.521627426147461,248567.92482409414,,,,,0.0,16186.79541684762,,,,,7018.852099863726,89,-43.01457857090665,-7.326132163143484e-07,7.352689863182604e-06,,-7.222154181363294e-07,1.0397798178019002e-08,,7200000,-43.01457857090665,,,248567.92482409414,0.21,32810.16862283079,,200,200,,,16186.79541684762,0.21,,0.0,,89,,32810.16862283079
0.0,90,8119.184148279202,5.521087169647217,186354.5412444259,26538.653868576064,0.24,0.0,26538.65386857606,0.0,19242.890264076028,50346.78812704237,0.24,26538.653868576064,9,8119.184148279202,90,-58.128419861710896,-1.0809652621901478e-06,9.779440688362229e-07,50,-1.0795945399877382e-06,1.3707222024095245e-09,50,7280000,-58.128419861710896,245253.23729069243,50346.78812704237,186354.5412444259,0.15,33417.74402298176,245253.23729069243,200,200,-46.0483940549848,9,19242.890264076028,0.15,-46.0483940549848,0.0,0.0,90,26538.65386857606,33417.74402298176
0.0,91,8170.133855904046,5.52044677734375,225031.0686400487,,,,,0.0,18971.183471327215,,,,,8170.133855904046,91,-50.56959822868206,-7.701854087827087e-07,2.255121671623783e-06,,-7.669897286177729e-07,3.1956801649357658e-09,,7360000,-50.56959822868206,,,225031.0686400487,0.27,36056.39085351952,,200,200,,,18971.183471327215,0.27,,0.0,,91,,36056.39085351952
0.0,92,8041.404712416744,5.527961730957031,199896.6927933473,,,,,0.0,18646.904424174525,,,,,8041.404712416744,92,-46.491230376917954,-8.34170168673154e-06,0.008227353915572166,,1.6633663108223118e-05,2.4975364794954658e-05,,7440000,-46.491230376917954,,,199896.6927933473,0.205,31153.31576918184,,200,200,,,18646.904424174525,0.205,,0.0,,92,,31153.31576918184
0.0,93,9331.585021984574,5.528228282928467,239859.4613457054,,,,,0.0,21740.981530343426,,,,,9331.585021984574,93,-53.426707859685244,7.733124220976606e-07,1.4506033494399162e-06,,7.753685054012749e-07,2.0560833036142867e-09,,7520000,-53.426707859685244,,,239859.4613457054,0.195,36362.92226119676,,200,200,,,21740.981530343426,0.195,,0.0,,93,,36362.92226119676
0.0,94,6536.085698491542,5.5280866622924805,160545.64397072702,,,,,0.0,14730.92546659411,,,,,6536.085698491542,94,-48.018778234095244,-3.3242122299270704e-07,8.036209692363627e-06,,-3.210515444607154e-07,1.1369678531991667e-08,,7600000,-48.018778234095244,,,160545.64397072702,0.165,24885.430239669306,,200,200,,,14730.92546659411,0.165,,0.0,,94,,24885.430239669306
0.0,95,7869.383227630611,5.526911735534668,268027.6048121328,,,,,0.0,16534.61964013576,,,,,7869.383227630611,95,-48.938877101699106,-1.8634018488228321e-06,2.4280466277559754e-06,,-1.8599752138470649e-06,3.4266349757672288e-09,,7680000,-48.938877101699106,,,268027.6048121328,0.13,28120.201924507437,,200,200,,,16534.61964013576,0.13,,0.0,,95,,28120.201924507437
0.0,96,7613.456604211412,5.526519298553467,198048.3052948961,,,,,0.0,17684.110647791145,,,,,7613.456604211412,96,-52.9577676610808,-1.0036141020464129e-06,4.48086120741209e-06,,-9.972566203941824e-07,6.35748165223049e-09,,7760000,-52.9577676610808,,,198048.3052948961,0.17,28979.17594889205,,200,200,,,17684.110647791145,0.17,,0.0,,96,,28979.17594889205
0.0,97,6935.227034230146,5.526278018951416,255463.12570146727,,,,,0.0,15647.498855199274,,,,,6935.227034230146,97,-46.563434967135684,-6.449599823099561e-07,5.316668193700025e-06,,-6.37437210571079e-07,7.522771738877054e-09,,7840000,-46.563434967135684,,,255463.12570146727,0.175,32096.512386375252,,200,200,,,15647.498855199274,0.175,,0.0,,97,,32096.512386375252
0.0,98,7127.232147984046,5.524927616119385,199607.77931689657,,,,,0.0,15973.118704343748,,,,,7127.232147984046,98,-50.61282325883227,-2.4931200641731266e-06,8.68465122039197e-06,,-2.480826879036613e-06,1.2293185136513785e-08,,7920000,-50.61282325883227,,,199607.77931689657,0.25,27059.612401795406,,200,200,,,15973.118704343748,0.25,,0.0,,98,,27059.612401795406
0.0,99,6966.954192077542,5.525550842285156,202503.51680321878,,,,,0.0,16007.238525221957,,,,,6966.954192077542,99,-50.34305599298263,1.802279030016507e-06,3.562414349289611e-06,,1.8073320688927197e-06,5.053038876212668e-09,,8000000,-50.34305599298263,,,202503.51680321878,0.125,27925.89438812215,,200,200,,,16007.238525221957,0.125,,0.0,,99,,27925.89438812215
0.0,100,8285.284192995656,5.524902820587158,233705.87539115665,19717.08624647681,0.34,0.0,19717.086246476803,0.0,18333.474929987686,43917.32068039096,0.34,19717.08624647681,10,8285.284192995656,100,-51.68351023537368,-8.133139317578753e-07,1.2977041023987113e-06,50,-8.114863021546626e-07,1.8276296032126993e-09,50,8080000,-51.68351023537368,284055.1373509732,43917.32068039096,233705.87539115665,0.165,30032.161950671674,284055.1373509732,200,200,-44.56574702145228,10,18333.474929987686,0.165,-44.56574702145228,0.0,0.0,100,19717.086246476803,30032.161950671674
0.0,101,9609.481008452607,5.524918079376221,187638.19426372068,,,,,0.0,20003.191699263858,,,,,9609.481008452607,101,-39.35984495139747,2.8924523221007803e-08,2.4949545149866026e-06,,3.244795010459711e-08,3.523426883589309e-09,,8160000,-39.35984495139747,,,187638.19426372068,0.255,27785.597911081204,,200,200,,,20003.191699263858,0.255,,0.0,,101,,27785.597911081204
0.0,102,8679.386303579633,5.525155544281006,282338.5064795425,,,,,0.0,21647.89489921064,,,,,8679.386303579633,102,-38.578844613923785,5.004156378163316e-07,1.922258405784305e-07,,5.007105983168003e-07,2.949605004687328e-10,,8240000,-38.578844613923785,,,282338.5064795425,0.22,36494.39458836786,,200,200,,,21647.89489921064,0.22,,0.0,,102,,36494.39458836786
0.0,103,8383.608524008248,5.52496337890625,218588.71404195882,,,,,0.0,18869.354806766434,,,,,8383.608524008248,103,-50.61944024999364,-3.193430302417255e-07,3.769580189327826e-06,,-3.139654722872365e-07,5.377557954489021e-09,,8320000,-50.61944024999364,,,218588.71404195882,0.185,35325.560695112836,,200,200,,,18869.354806766434,0.185,,0.0,,103,,35325.560695112836
0.0,104,9380.99928560804,5.524794578552246,278137.99285224534,,,,,0.0,22450.76136948499,,,,,9380.99928560804,104,-47.201044560353935,-4.5704820195169304e-07,1.970021685337997e-06,,-4.5425650796460104e-07,2.7916939870920032e-09,,8400000,-47.201044560353935,,,278137.99285224534,0.185,34586.185938046154,,200,200,,,22450.76136948499,0.185,,0.0,,104,,34586.185938046154
0.0,105,9613.69006524401,5.524268627166748,187963.2998288428,,,,,0.0,22163.97823468334,,,,,9613.69006524401,105,-39.412439742504866,-1.2049147244397318e-06,2.4821958959364565e-06,,-1.201395207317546e-06,3.519517122185789e-09,,8480000,-39.412439742504866,,,187963.2998288428,0.24,30206.80691909737,,200,200,,,22163.97823468334,0.24,,0.0,,105,,30206.80691909737
0.0,106,8593.428881891918,5.523965835571289,280048.3437936284,,,,,0.0,18833.00520340993,,,,,8593.428881891918,106,-49.22929952810239,-9.005350989355065e-07,3.3042590530385496e-06,,-8.95863024652499e-07,4.672074283007532e-09,,8560000,-49.22929952810239,,,280048.3437936284,0.18,35302.20346323186,,200,200,,,18833.00520340993,0.18,,0.0,,106,,35302.20346323186
0.0,107,6803.435467083248,5.523766040802002,228477.70174966624,,,,,0.0,16120.007278239756,,,,,6803.435467083248,107,-45.024206330157426,-2.8029745635649306e-07,3.2711400876905827e-07,,-2.798256275582389e-07,4.718287982541369e-10,,8640000,-45.024206330157426,,,228477.70174966624,0.23,27061.263592941552,,200,200,,,16120.007278239756,0.23,,0.0,,107,,27061.263592941552
0.0,108,7241.623282558655,5.52380895614624,145018.04716328904,,,,,0.0,15012.19354359596,,,,,7241.623282558655,108,-54.29623485219121,1.167998817663829e-07,1.0965729870804353e-06,,1.1836307578505512e-07,1.5631940186722204e-09,,8720000,-54.29623485219121,,,145018.04716328904,0.135,23406.94968740732,,200,200,,,15012.19354359596,0.135,,0.0,,108,,23406.94968740732
0.0,109,8016.58032291285,5.524218559265137,236724.07060672017,,,,,0.0,20125.310444446644,,,,,8016.58032291285,109,-45.32315787094181,9.891251693261438e-07,2.5998469936894253e-06,,9.928032795869512e-07,3.6781102608074434e-09,,8800000,-45.32315787094181,,,236724.07060672017,0.21,36784.2539644884,,200,200,,,20125.310444446644,0.21,,0.0,,109,,36784.2539644884
0.0,110,7358.091715961362,5.524131774902344,312964.55154167354,19087.910262364592,0.2,0.0,19087.910262364585,0.0,16503.95659432404,37520.543798894294,0.2,19087.910262364592,11,7358.091715961362,110,-50.00005832778366,-2.39618202613201e-07,6.765047260159918e-07,50,-2.386995561209915e-07,9.186464922095183e-10,50,8880000,-50.00005832778366,236420.45711222128,37520.543798894294,312964.55154167354,0.195,33042.62859238138,236420.45711222128,200,200,-43.22208385400312,11,16503.95659432404,0.195,-43.22208385400312,0.0,0.0,110,19087.910262364585,33042.62859238138
0.0,111,9214.820460536554,5.524603843688965,263778.1515733959,,,,,0.0,21498.680279419023,,,,,9214.820460536554,111,-47.58416794502538,1.242864300365909e-06,1.2160943470007624e-06,,1.2445869970179047e-06,1.7226966519956477e-09,,8960000,-47.58416794502538,,,263778.1515733959,0.225,36641.262203366576,,200,200,,,21498.680279419023,0.225,,0.0,,111,,36641.262203366576
0.0,112,7832.568535490628,5.526800632476807,145607.9191081263,,,,,0.0,16881.432926164805,,,,,7832.568535490628,112,-46.604195393439575,2.8121110062784282e-06,1.1087185157521162e-05,,2.827810476446757e-06,1.5699470168328844e-08,,9040000,-46.604195393439575,,,145607.9191081263,0.185,28580.850903584233,,200,200,,,16881.432926164805,0.185,,0.0,,112,,28580.850903584233
0.0,113,8132.694302652373,5.52637243270874,311683.7717100196,,,,,0.0,18887.831962040767,,,,,8132.694302652373,113,-51.3189473985883,-1.0706174862207263e-06,1.2673410310526378e-05,,-1.0526489404583117e-06,1.796854576241458e-08,,9120000,-51.3189473985883,,,311683.7717100196,0.195,36686.17031006182,,200,200,,,18887.831962040767,0.195,,0.0,,113,,36686.17031006182
0.0,114,8072.170039438116,5.526257038116455,184653.0058276197,,,,,0.0,19069.27867509864,,,,,8072.170039438116,114,-55.154062718612835,-3.3702718837957946e-07,2.349435362702934e-06,,-3.3371844665452954e-07,3.308741725049913e-09,,9200000,-55.154062718612835,,,184653.0058276197,0.24,31286.728817478357,,200,200,,,19069.27867509864,0.24,,0.0,,114,,31286.728817478357
0.0,115,9179.031885245326,5.524871349334717,290742.01209785003,,,,,0.0,20603.55240967191,,,,,9179.031885245326,115,-43.85183148338326,-2.206825001849211e-06,2.494617092452245e-06,,-2.2032954802853055e-06,3.5295215639052913e-09,,9280000,-43.85183148338326,,,290742.01209785003,0.23,36916.045422716255,,200,200,,,20603.55240967191,0.23,,0.0,,115,,36916.045422716255
0.0,116,8801.584894341651,5.5252838134765625,210454.68204004716,,,,,0.0,20119.664339972693,,,,,8801.584894341651,116,-41.61890229824547,1.0666187790775439e-06,9.259586590815161e-07,,1.0679171964511625e-06,1.2984173736185767e-09,,9360000,-41.61890229824547,,,210454.68204004716,0.22,31468.695412325396,,200,200,,,20119.664339972693,0.22,,0.0,,116,,31468.695412325396
0.0,117,7772.821921505814,5.5248026847839355,135001.02674741895,,,,,0.0,15449.845827040856,,,,,7772.821921505814,117,-47.16728825632699,-1.0808778370119398e-06,4.057491423736792e-06,,-1.0751357422122965e-06,5.7420947996433824e-09,,9440000,-47.16728825632699,,,135001.02674741895,0.14,22724.76061209181,,200,200,,,15449.845827040856,0.14,,0.0,,117,,22724.76061209181
0.0,118,8830.178567733248,5.525205612182617,235290.68037231293,,,,,0.0,19993.221676010955,,,,,8830.178567733248,118,-44.84924760339995,5.711198127755779e-07,4.2934707380481996e-06,,5.772000122306054e-07,6.0801994550274685e-09,,9520000,-44.84924760339995,,,235290.68037231293,0.24,34645.560737849795,,200,200,,,19993.221676010955,0.24,,0.0,,118,,34645.560737849795
0.0,119,8148.90319800332,5.524747371673584,321128.5527045301,,,,,0.0,17207.550409245527,,,,,8148.90319800332,119,-49.857751004160185,-1.2210626891828724e-06,2.248081273137359e-06,,-1.2178450106148375e-06,3.2176785680348985e-09,,9600000,-49.857751004160185,,,321128.5527045301,0.175,33922.84360929625,,200,200,,,17207.550409245527,0.175,,0.0,,119,,33922.84360929625
0.0,120,8267.230879497856,5.525111675262451,268696.05917034246,18539.344784844743,0.26,0.0,18539.34478484474,0.0,18017.523153260645,39072.25973381425,0.26,18539.344784844743,12,8267.230879497856,120,-51.05877909676797,9.818483022172586e-07,3.4584973036544397e-06,50,9.86736040431424e-07,4.887738214165438e-09,50,9680000,-51.05877909676797,243791.9144205552,39072.25973381425,268696.05917034246,0.15,32021.442544473288,243791.9144205552,200,200,-41.041154466874346,12,18017.523153260645,0.15,-41.041154466874346,0.0,0.0,120,18539.34478484474,32021.442544473288
0.0,121,7462.7519076470835,5.525413513183594,186692.333573742,,,,,0.0,16435.87928498362,,,,,7462.7519076470835,121,-46.68379745937072,4.349129198999435e-07,2.8654778816417092e-06,,4.3896579882130027e-07,4.052878921356751e-09,,9760000,-46.68379745937072,,,186692.333573742,0.21,28774.721696400487,,200,200,,,16435.87928498362,0.21,,0.0,,121,,28774.721696400487
0.0,122,8059.362201524686,5.525955677032471,196929.99244129067,,,,,0.0,17056.41045379954,,,,,8059.362201524686,122,-45.35392424939042,1.409732249157969e-06,1.8682892459764844e-06,,1.4123776281849132e-06,2.6453790269442834e-09,,9840000,-45.35392424939042,,,196929.99244129067,0.115,27277.449846899814,,200,200,,,17056.41045379954,0.115,,0.0,,122,,27277.449846899814
0.0,123,10107.692314187363,5.525561809539795,256394.87318072355,,,,,0.0,24403.838718317777,,,,,10107.692314187363,123,-45.219904862887276,-9.923600146066747e-07,1.8072074681185768e-06,,-9.897812560666353e-07,2.5787585400394164e-09,,9920000,-45.219904862887276,,,256394.87318072355,0.255,41476.39874274825,,200,200,,,24403.838718317777,0.255,,0.0,,123,,41476.39874274825
0.0,124,9420.61750708699,5.52593469619751,246597.2699069551,,,,,0.0,21452.010894882522,,,,,9420.61750708699,124,-51.45776014019035,7.86557279752742e-07,1.219424802911817e-06,,7.882927093305625e-07,1.7354295778204687e-09,,10000000,-51.45776014019035,,,246597.2699069551,0.225,33712.97142942831,,200,200,,,21452.010894882522,0.225,,0.0,,124,,33712.97142942831
0.0,125,8846.735002732494,5.52534294128418,182778.56967411737,,,,,0.0,18328.97576288156,,,,,8846.735002732494,125,-47.45558606669488,-1.2890411653643241e-06,3.0024934858374763e-06,,-1.2847718835473643e-06,4.269281816959847e-09,,10080000,-47.45558606669488,,,182778.56967411737,0.14,26665.197803968662,,200,200,,,18328.97576288156,0.14,,0.0,,125,,26665.197803968662
0.0,126,10119.393201476087,5.5264787673950195,206097.91799342434,,,,,0.0,23862.762000944655,,,,,10119.393201476087,126,-44.73762103676348,2.0245472569513367e-06,1.5865347222643322e-06,,2.0267930267436896e-06,2.245769792352803e-09,,10160000,-44.73762103676348,,,206097.91799342434,0.23,38669.96624886347,,200,200,,,23862.762000944655,0.23,,0.0,,126,,38669.96624886347
0.0,127,8218.522673400072,5.526064872741699,262443.44143751304,,,,,0.0,19315.60537621732,,,,,8218.522673400072,127,-47.562266960554574,-9.507181744083937e-07,2.3658606096432777e-06,,-9.473467912357592e-07,3.3713831726345234e-09,,10240000,-47.562266960554574,,,262443.44143751304,0.26,35466.239124161315,,200,200,,,19315.60537621732,0.26,,0.0,,127,,35466.239124161315
0.0,128,7612.955753440201,5.5258026123046875,282068.97215027007,,,,,0.0,16268.050424820907,,,,,7612.955753440201,128,-54.04362324645104,-5.181944402465888e-07,3.4392209613542946e-07,,-5.17729631610564e-07,4.6480863602482714e-10,,10320000,-54.04362324645104,,,282068.97215027007,0.215,30369.764474429678,,200,200,,,16268.050424820907,0.215,,0.0,,128,,30369.764474429678
0.0,129,7939.779137069034,5.525609493255615,198932.589172507,,,,,0.0,17207.443730270097,,,,,7939.779137069034,129,-51.29953213347502,-3.7741173741778766e-07,4.925036023450957e-07,,-3.767449072711315e-07,6.668301466561388e-10,,10400000,-51.29953213347502,,,198932.589172507,0.14,28445.29177573364,,200,200,,,17207.443730270097,0.14,,0.0,,129,,28445.29177573364
