MetaTest/Average/MinReturn,MetaTest/faucet-open-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/faucet-open-v1/SuccessRate,MetaTest/faucet-open-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/faucet-open-v1/AverageDiscountedReturn,MetaTest/faucet-open-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-open-v1/Iteration,MetaTest/faucet-open-v1/MaxReturn,MetaTest/Average/NumTrajs,TotalEnvSteps
-96.28559150738893,9328.580311954593,23,0.0,-96.28559150738893,26977.227678986575,0.0,0.0,6203.400200328174,0.0,6203.400200328169,9328.580311954593,6203.400200328169,10,6203.400200328174,23,26977.227678986575,10,776000
-102.37189287547282,6851.6255438101925,24,0.0,-102.37189287547282,17244.956547457274,0.0,0.0,5772.88040303764,0.0,5772.88040303764,6851.6255438101925,5772.88040303764,10,5772.88040303764,24,17244.956547457274,10,800000
-19.25770318590628,9166.304763272898,25,0.0,-19.25770318590628,23702.0565821797,0.0,0.0,12889.645651547073,0.0,12889.645651547067,9166.304763272898,12889.645651547067,10,12889.645651547073,25,23702.0565821797,10,824000
-44.02787935853806,8276.038561897583,26,0.2,-44.02787935853806,22180.59320393165,0.0,0.2,13605.28411706925,0.0,13605.284117069246,8276.038561897583,13605.284117069246,10,13605.28411706925,26,22180.59320393165,10,848000
-12.73272182295752,32057.331124301698,27,0.2,-12.73272182295752,122462.61623811103,0.0,0.2,28332.044702384756,0.0,28332.044702384737,32057.331124301698,28332.044702384737,10,28332.044702384756,27,122462.61623811103,10,872000
-52.9277438318345,11940.00652053584,28,0.3,-52.9277438318345,38515.417226437035,0.0,0.3,17281.72916397288,0.0,17281.729163972886,11940.00652053584,17281.729163972886,10,17281.72916397288,28,38515.417226437035,10,896000
-49.68325892834406,30351.96744540611,29,0.2,-49.68325892834406,84735.18218266641,0.0,0.2,29358.442282677668,0.0,29358.44228267765,30351.96744540611,29358.44228267765,10,29358.442282677668,29,84735.18218266641,10,920000
-47.36755850192965,58040.47066581484,30,0.8,-47.36755850192965,159988.15488822016,0.0,0.8,70853.99153499154,0.0,70853.99153499154,58040.47066581484,70853.99153499154,10,70853.99153499154,30,159988.15488822016,10,944000
-44.49684128182742,9285.913050869567,31,0.3,-44.49684128182742,26729.931953855306,0.0,0.3,7698.165696736267,0.0,7698.165696736268,9285.913050869567,7698.165696736268,10,7698.165696736267,31,26729.931953855306,10,968000
-64.70413011562903,60548.190992006115,32,0.4,-64.70413011562903,160626.75450745752,0.0,0.4,38160.80482226233,0.0,38160.80482226233,60548.190992006115,38160.80482226233,10,38160.80482226233,32,160626.75450745752,10,992000
2389.5997706154735,42708.965527372624,33,0.5,2389.5997706154735,157124.2478099855,0.0,0.5,35095.60544909616,0.0,35095.60544909617,42708.965527372624,35095.60544909617,10,35095.60544909616,33,157124.2478099855,10,1016000
-48.737790087369525,31689.215374726322,34,0.4,-48.737790087369525,106412.62247637023,0.0,0.4,18698.545099130337,0.0,18698.545099130344,31689.215374726322,18698.545099130344,10,18698.545099130337,34,106412.62247637023,10,1040000
-29.354266928120104,25938.347456160947,35,0.2,-29.354266928120104,84425.03868574584,0.0,0.2,11439.635425053242,0.0,11439.635425053242,25938.347456160947,11439.635425053242,10,11439.635425053242,35,84425.03868574584,10,1064000
-66.76736795604396,14136.245365401179,36,0.3,-66.76736795604396,44001.31220536194,0.0,0.3,11386.414810302382,0.0,11386.414810302376,14136.245365401179,11386.414810302376,10,11386.414810302382,36,44001.31220536194,10,1088000
-92.86521047892751,29249.731487515677,37,0.3,-92.86521047892751,96913.01347251331,0.0,0.3,15651.293732821432,0.0,15651.293732821428,29249.731487515677,15651.293732821428,10,15651.293732821432,37,96913.01347251331,10,1112000
-95.88441160343113,27854.455706047353,38,0.1,-95.88441160343113,92764.97343557648,0.0,0.1,9201.60915558235,0.0,9201.60915558235,27854.455706047353,9201.60915558235,10,9201.60915558235,38,92764.97343557648,10,1136000
-84.95364103563418,11316.34513844703,39,0.3,-84.95364103563418,30499.136695482546,0.0,0.3,6900.625442812768,0.0,6900.625442812768,11316.34513844703,6900.625442812768,10,6900.625442812768,39,30499.136695482546,10,1160000
-78.86919696450498,13843.213117563033,40,0.1,-78.86919696450498,45432.53404124967,0.0,0.1,5899.889861472059,0.0,5899.889861472064,13843.213117563033,5899.889861472064,10,5899.889861472059,40,45432.53404124967,10,1184000
-91.12521725173771,39684.58046877828,41,0.3,-91.12521725173771,107687.78041129967,0.0,0.3,21822.797503566933,0.0,21822.79750356692,39684.58046877828,21822.79750356692,10,21822.797503566933,41,107687.78041129967,10,1208000
-76.90698001586445,8975.997453598939,42,0.3,-76.90698001586445,28042.935624627138,0.0,0.3,6602.462420459396,0.0,6602.462420459395,8975.997453598939,6602.462420459395,10,6602.462420459396,42,28042.935624627138,10,1232000
-65.16627810433401,53824.343612849414,43,0.4,-65.16627810433401,127709.63415308142,0.0,0.4,39075.34228383626,0.0,39075.34228383626,53824.343612849414,39075.34228383626,10,39075.34228383626,43,127709.63415308142,10,1256000
-76.03866602192915,35664.36942449747,44,0.1,-76.03866602192915,119983.63703145919,0.0,0.1,13271.91369083965,0.0,13271.913690839656,35664.36942449747,13271.913690839656,10,13271.91369083965,44,119983.63703145919,10,1280000
-61.740616279810894,19187.157767980603,45,0.1,-61.740616279810894,64625.08417153497,0.0,0.1,7989.995724039567,0.0,7989.995724039565,19187.157767980603,7989.995724039565,10,7989.995724039567,45,64625.08417153497,10,1304000
-64.5934038425159,10712.097013779838,46,0.1,-64.5934038425159,36016.98371476577,0.0,0.1,4701.915718036793,0.0,4701.915718036792,10712.097013779838,4701.915718036792,10,4701.915718036793,46,36016.98371476577,10,1328000
-124.70926901458459,59511.55484525683,47,0.2,-124.70926901458459,161737.33595710475,0.0,0.2,29496.63465069047,0.0,29496.63465069046,59511.55484525683,29496.63465069046,10,29496.63465069047,47,161737.33595710475,10,1352000
-64.16410910138607,52072.53564903415,48,0.6,-64.16410910138607,178046.9204062857,0.0,0.6,36778.71445963209,0.0,36778.71445963211,52072.53564903415,36778.71445963211,10,36778.71445963209,48,178046.9204062857,10,1376000
-48.74850647584944,48421.57274920643,49,0.3,-48.74850647584944,139316.18026058137,0.0,0.3,35983.6979682212,0.0,35983.69796822121,48421.57274920643,35983.69796822121,10,35983.6979682212,49,139316.18026058137,10,1400000
-66.15026477754776,33559.1677371276,50,0.3,-66.15026477754776,108226.30083507542,0.0,0.3,19442.798646796018,0.0,19442.798646796015,33559.1677371276,19442.798646796015,10,19442.798646796018,50,108226.30083507542,10,1424000
-45.313252841666795,21861.64539942023,51,0.6,-45.313252841666795,54116.782758450165,0.0,0.6,28091.821020508058,0.0,28091.82102050805,21861.64539942023,28091.82102050805,10,28091.821020508058,51,54116.782758450165,10,1448000
-47.31582025950342,8922.902139396701,52,0.0,-47.31582025950342,19660.305657830522,0.0,0.0,7222.413177410259,0.0,7222.413177410257,8922.902139396701,7222.413177410257,10,7222.413177410259,52,19660.305657830522,10,1472000
-67.40184943931654,13547.460541014441,53,0.1,-67.40184943931654,42179.68132705399,0.0,0.1,11610.664042991042,0.0,11610.664042991046,13547.460541014441,11610.664042991046,10,11610.664042991042,53,42179.68132705399,10,1496000
-48.61144675289394,23507.2828775662,54,0.4,-48.61144675289394,71851.96552386132,0.0,0.4,28515.73280012451,0.0,28515.732800124504,23507.2828775662,28515.732800124504,10,28515.73280012451,54,71851.96552386132,10,1520000
-63.26295201508587,12881.53621759282,55,0.1,-63.26295201508587,36341.78167670776,0.0,0.1,9872.969448867303,0.0,9872.969448867305,12881.53621759282,9872.969448867305,10,9872.969448867303,55,36341.78167670776,10,1544000
-48.57015879092274,14967.837302813343,56,0.2,-48.57015879092274,44022.824820345166,0.0,0.2,14970.778546615198,0.0,14970.778546615202,14967.837302813343,14970.778546615202,10,14970.778546615198,56,44022.824820345166,10,1568000
-47.25960283378162,14923.672560370185,57,0.3,-47.25960283378162,48480.83822094672,0.0,0.3,9481.381594539149,0.0,9481.381594539147,14923.672560370185,9481.381594539147,10,9481.381594539149,57,48480.83822094672,10,1592000
-53.57921214979196,16696.43677744035,58,0.4,-53.57921214979196,48378.99324261677,0.0,0.4,14409.01945484726,0.0,14409.01945484725,16696.43677744035,14409.01945484725,10,14409.01945484726,58,48378.99324261677,10,1616000
-51.182818030141895,23023.662778640537,59,0.3,-51.182818030141895,77618.42686617434,0.0,0.3,12990.56495562251,0.0,12990.5649556225,23023.662778640537,12990.5649556225,10,12990.56495562251,59,77618.42686617434,10,1640000
-54.54632791248321,16527.838731153293,60,0.2,-54.54632791248321,47363.34922584225,0.0,0.2,8071.5739153154955,0.0,8071.573915315499,16527.838731153293,8071.573915315499,10,8071.5739153154955,60,47363.34922584225,10,1664000
-48.22715586859041,44609.100317422526,61,0.2,-48.22715586859041,154007.40731395243,0.0,0.2,23933.973955074285,0.0,23933.973955074267,44609.100317422526,23933.973955074267,10,23933.973955074285,61,154007.40731395243,10,1688000
-45.07534086033346,22027.388257467333,62,0.3,-45.07534086033346,62250.67155072434,0.0,0.3,15416.289670349117,0.0,15416.289670349113,22027.388257467333,15416.289670349113,10,15416.289670349117,62,62250.67155072434,10,1712000
-50.88054476756822,13686.099238230985,63,0.1,-50.88054476756822,38884.89310384471,0.0,0.1,17280.800719230312,0.0,17280.800719230312,13686.099238230985,17280.800719230312,10,17280.800719230312,63,38884.89310384471,10,1736000
-47.89632025194195,26544.658592806925,64,0.5,-47.89632025194195,69261.18519769139,0.0,0.5,33602.540668669535,0.0,33602.54066866955,26544.658592806925,33602.54066866955,10,33602.540668669535,64,69261.18519769139,10,1760000
-35.685857623463306,16119.76910567838,65,0.4,-35.685857623463306,51109.31002282229,0.0,0.4,27590.845487815524,0.0,27590.84548781553,16119.76910567838,27590.84548781553,10,27590.845487815524,65,51109.31002282229,10,1784000
-102.21572239828036,48507.26299408032,66,0.2,-102.21572239828036,143969.41841483678,0.0,0.2,23445.66003425016,0.0,23445.66003425017,48507.26299408032,23445.66003425017,10,23445.66003425016,66,143969.41841483678,10,1808000
-84.9747672803158,11244.107457676735,67,0.1,-84.9747672803158,29251.008682599113,0.0,0.1,7178.00739371569,0.0,7178.007393715688,11244.107457676735,7178.007393715688,10,7178.00739371569,67,29251.008682599113,10,1832000
-104.76117691848859,12811.733152586328,68,0.1,-104.76117691848859,36654.07071871727,0.0,0.1,6222.388954866759,0.0,6222.388954866761,12811.733152586328,6222.388954866761,10,6222.388954866759,68,36654.07071871727,10,1856000
-102.14231998344512,42328.177959341796,69,0.3,-102.14231998344512,142526.3777636388,0.0,0.3,19439.667532847532,0.0,19439.66753284753,42328.177959341796,19439.66753284753,10,19439.667532847532,69,142526.3777636388,10,1880000
-90.60856159768828,21426.405385918628,70,0.5,-90.60856159768828,58596.82147697568,0.0,0.5,20268.778355018832,0.0,20268.778355018825,21426.405385918628,20268.778355018825,10,20268.778355018832,70,58596.82147697568,10,1904000
-42.470168999443196,8320.673921640497,71,0.3,-42.470168999443196,28048.318501679623,0.0,0.3,3704.170208874862,0.0,3704.1702088748657,8320.673921640497,3704.1702088748657,10,3704.170208874862,71,28048.318501679623,10,1928000
-16.4927642580553,7433.745671490372,72,0.0,-16.4927642580553,20897.288059383918,0.0,0.0,4341.075371282301,0.0,4341.0753712823,7433.745671490372,4341.0753712823,10,4341.075371282301,72,20897.288059383918,10,1952000
-66.94221427368541,68.6745851360536,73,0.0,-66.94221427368541,151.919031524856,0.0,0.0,-30.21791589522973,0.0,-30.217915895229744,68.6745851360536,-30.217915895229744,10,-30.21791589522973,73,151.919031524856,10,1976000
-34.59819470688922,6020.37206283525,74,0.0,-34.59819470688922,20472.138222583162,0.0,0.0,2435.207479381749,0.0,2435.2074793817487,6020.37206283525,2435.2074793817487,10,2435.207479381749,74,20472.138222583162,10,2000000
-66.1206654211294,252.48445762867698,75,0.0,-66.1206654211294,576.9548744024924,0.0,0.0,170.48734831159035,0.0,170.48734831159044,252.48445762867698,170.48734831159044,10,170.48734831159035,75,576.9548744024924,10,2024000
-48.32219088928894,9470.292380959068,76,0.2,-48.32219088928894,22404.529532613557,0.0,0.2,6162.233554739991,0.0,6162.233554739989,9470.292380959068,6162.233554739989,10,6162.233554739991,76,22404.529532613557,10,2048000
-64.72546569916173,15595.31399084664,77,0.1,-64.72546569916173,53062.243800459735,0.0,0.1,8052.084772568193,0.0,8052.084772568196,15595.31399084664,8052.084772568196,10,8052.084772568193,77,53062.243800459735,10,2072000
-46.59159633153271,5707.179098988042,78,0.0,-46.59159633153271,19422.720379737297,0.0,0.0,2363.418851332834,0.0,2363.4188513328345,5707.179098988042,2363.4188513328345,10,2363.418851332834,78,19422.720379737297,10,2096000
-53.85364856445893,10901.42803010602,79,0.2,-53.85364856445893,30520.92319019732,0.0,0.2,7175.766873249318,0.0,7175.766873249318,10901.42803010602,7175.766873249318,10,7175.766873249318,79,30520.92319019732,10,2120000
-34.263879037253076,18068.813316420106,80,0.4,-34.263879037253076,47227.46105994598,0.0,0.4,13048.57737281777,0.0,13048.577372817765,18068.813316420106,13048.577372817765,10,13048.57737281777,80,47227.46105994598,10,2144000
-56.10573665648981,5808.828902316933,81,0.2,-56.10573665648981,16433.88872672219,0.0,0.2,5765.9633688049935,0.0,5765.9633688049935,5808.828902316933,5765.9633688049935,10,5765.9633688049935,81,16433.88872672219,10,2168000
-58.678565411403454,3254.2354628296453,82,0.0,-58.678565411403454,11893.414025133323,0.0,0.0,2880.9288440505047,0.0,2880.9288440505065,3254.2354628296453,2880.9288440505065,10,2880.9288440505047,82,11893.414025133323,10,2192000
-48.15499081081726,57080.995914063795,83,0.2,-48.15499081081726,190346.9656123583,0.0,0.2,23133.144377997152,0.0,23133.144377997156,57080.995914063795,23133.144377997156,10,23133.144377997152,83,190346.9656123583,10,2216000
-25.070977665403326,14024.348432465436,84,0.2,-25.070977665403326,48191.53793324437,0.0,0.2,17095.566165234155,0.0,17095.566165234155,14024.348432465436,17095.566165234155,10,17095.566165234155,84,48191.53793324437,10,2240000
-25.781509201119306,5729.405433080158,85,0.0,-25.781509201119306,18956.502609583542,0.0,0.0,3999.253552876527,0.0,3999.2535528765284,5729.405433080158,3999.2535528765284,10,3999.253552876527,85,18956.502609583542,10,2264000
-19.870456341734723,17601.82645784461,86,0.2,-19.870456341734723,56387.87649419852,0.0,0.2,7983.206932473094,0.0,7983.206932473096,17601.82645784461,7983.206932473096,10,7983.206932473094,86,56387.87649419852,10,2288000
-76.90626601477098,23296.076271698923,87,0.2,-76.90626601477098,72341.4170637439,0.0,0.2,13566.927967054993,0.0,13566.927967054997,23296.076271698923,13566.927967054997,10,13566.927967054993,87,72341.4170637439,10,2312000
-47.927093035303265,51830.72586667472,88,0.4,-47.927093035303265,161478.52431419666,0.0,0.4,33833.095814070606,0.0,33833.095814070584,51830.72586667472,33833.095814070584,10,33833.095814070606,88,161478.52431419666,10,2336000
-31.608862485356298,11305.449038741823,89,0.2,-31.608862485356298,38074.518584734236,0.0,0.2,5063.797246848544,0.0,5063.797246848544,11305.449038741823,5063.797246848544,10,5063.797246848544,89,38074.518584734236,10,2360000
13123.229970850427,31469.062221707136,90,0.6,13123.229970850427,105770.92908358322,0.0,0.6,48229.42159647429,0.0,48229.421596474276,31469.062221707136,48229.421596474276,10,48229.42159647429,90,105770.92908358322,10,2384000
-41.210396520397516,21201.38890315144,91,0.5,-41.210396520397516,73903.10909067461,0.0,0.5,28202.967184209374,0.0,28202.96718420937,21201.38890315144,28202.96718420937,10,28202.967184209374,91,73903.10909067461,10,2408000
-45.73957331606155,23754.721263004132,92,0.8,-45.73957331606155,94760.06365750029,0.0,0.8,38460.3323878314,0.0,38460.33238783139,23754.721263004132,38460.33238783139,10,38460.3323878314,92,94760.06365750029,10,2432000
-62.70092671037008,34668.77564987255,93,0.5,-62.70092671037008,104846.5239487212,0.0,0.5,27816.64518613962,0.0,27816.645186139638,34668.77564987255,27816.645186139638,10,27816.64518613962,93,104846.5239487212,10,2456000
-55.934960980348464,14705.39135177679,94,0.5,-55.934960980348464,50998.22906997203,0.0,0.5,7560.025917785702,0.0,7560.025917785695,14705.39135177679,7560.025917785695,10,7560.025917785702,94,50998.22906997203,10,2480000
-47.40708529461631,32795.29943641046,95,0.7,-47.40708529461631,124796.61093268274,0.0,0.7,37224.03272428811,0.0,37224.03272428811,32795.29943641046,37224.03272428811,10,37224.03272428811,95,124796.61093268274,10,2504000
-47.84141566787644,29307.792971159677,96,0.7,-47.84141566787644,95140.44983682147,0.0,0.7,32464.469695858763,0.0,32464.469695858752,29307.792971159677,32464.469695858752,10,32464.469695858763,96,95140.44983682147,10,2528000
-45.94231921567965,41558.69390773197,97,0.9,-45.94231921567965,145019.98746358,0.0,0.9,60124.92473325097,0.0,60124.924733251,41558.69390773197,60124.924733251,10,60124.92473325097,97,145019.98746358,10,2552000
-43.15111081710443,60203.89475635967,98,0.9,-43.15111081710443,162855.87897583598,0.0,0.9,64273.137294672815,0.0,64273.13729467279,60203.89475635967,64273.13729467279,10,64273.137294672815,98,162855.87897583598,10,2576000
-45.79581450401204,47562.61194778493,99,0.7,-45.79581450401204,148478.77226235883,0.0,0.7,51655.725338975775,0.0,51655.725338975746,47562.61194778493,51655.725338975746,10,51655.725338975775,99,148478.77226235883,10,2600000
