MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss,MetaTest/button-press-topdown-v1/StdReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/button-press-topdown-v1/Iteration,TotalEnvSteps
0.0,13,nan,0.2,317919.38774376235,7.624632,10,84581.56715400392,84581.56715400392,84581.56715400392,0.0,114270.68254503945,-237910.17,10,0.2,84581.56715400392,-28.44360487471564,-18.424854,25967192.0,114270.68254503945,317919.38774376235,-28.44360487471564,13,536000
0.0,14,nan,0.2,340067.7776166152,7.624632,10,117023.76707492287,117023.76707492287,117023.76707492287,0.0,127015.0609668557,-289175.9,10,0.2,117023.76707492287,-21.26132199495502,-18.626297,35720500.0,127015.0609668557,340067.7776166152,-21.26132199495502,14,560000
0.0,15,nan,0.7,342849.8659150803,7.624632,10,150179.7215046577,150179.72150465773,150179.7215046577,0.0,154609.31696645255,-330462.1,10,0.7,150179.72150465773,-20.565489400642065,-19.183613,43906556.0,154609.31696645255,342849.8659150803,-20.565489400642065,15,584000
0.0,16,nan,0.3,334083.85801658727,7.624632,10,98315.4406049572,98315.44060495714,98315.4406049572,0.0,139844.43123253263,-367819.84,10,0.3,98315.44060495714,-22.787039655107417,-19.611782,50012300.0,139844.43123253263,334083.85801658727,-22.787039655107417,16,608000
0.0,17,nan,0.5,339247.42457716377,7.600971,10,174051.56073774255,174051.56073774255,174051.56073774255,0.0,149475.63193397864,-391012.03,10,0.5,174051.56073774255,-19.781273098781252,-21.68186,52378876.0,149475.63193397864,339247.42457716377,-19.781273098781252,17,632000
0.0,18,nan,0.3,338089.41594104766,915.6568,10,133020.4408291215,133020.44082912148,133020.4408291215,0.0,142115.76635781897,-396311.12,10,0.3,133020.44082912148,-19.981741125805527,-20.998707,75635620.0,142115.76635781897,338089.41594104766,-19.981741125805527,18,656000
0.0,19,nan,0.3,306096.0539351145,7.6077566,10,50463.19839645946,50463.198396459455,50463.19839645946,0.0,101586.21776860177,-415420.7,10,0.3,50463.198396459455,-20.75497916474371,-20.293758,58047308.0,101586.21776860177,306096.0539351145,-20.75497916474371,19,680000
0.0,20,nan,0.4,343759.5445356101,7.6121044,10,124331.03020662503,124331.03020662497,124331.03020662503,0.0,134459.89693807682,-417963.84,10,0.4,124331.03020662497,-21.474559168725865,-19.783506,60998576.0,134459.89693807682,343759.5445356101,-21.474559168725865,20,704000
0.0,21,nan,0.5,342726.0159426309,7.608225,10,99954.26617775786,99954.26617775786,99954.26617775786,0.0,136074.88371198115,-428626.3,10,0.5,99954.26617775786,-29.25582602728931,-19.44098,65017308.0,136074.88371198115,342726.0159426309,-29.25582602728931,21,728000
0.0,22,nan,0.2,332482.87501852773,7.6219797,10,212996.47216651743,212996.47216651734,212996.47216651743,0.0,89537.47395909659,-439693.2,10,0.2,212996.47216651734,-18.516004686483594,-19.522512,69747950.0,89537.47395909659,332482.87501852773,-18.516004686483594,22,752000
0.0,23,nan,0.0,-80.64017364345294,6008015000.0,10,-93.77939479297552,-93.77939479297552,-93.77939479297552,0.0,8.406631716858872,-10002592.0,10,0.0,-93.77939479297552,-109.84805329032659,-20.74363,1709173400000000.0,8.406631716858872,-80.64017364345294,-109.84805329032659,23,776000
0.0,24,nan,0.0,-69.07170739351962,808496330000.0,10,-83.04917615498739,-83.04917615498739,-83.04917615498739,0.0,10.789318796879279,-236229260.0,10,0.0,-83.04917615498739,-102.64309902812852,-37.618374,1654614400000.0,10.789318796879279,-69.07170739351962,-102.64309902812852,24,800000
0.0,25,nan,0.0,-130.91446147226864,8812259.0,10,-136.14581570413162,-136.14581570413162,-136.14581570413162,0.0,4.206230997837635,-794379.2,10,0.0,-136.14581570413162,-145.56583954691953,-38.121212,2895007000.0,4.206230997837635,-130.91446147226864,-145.56583954691953,25,824000
0.0,26,nan,0.0,-128.07428821756932,695602.75,10,-139.23067176427162,-139.23067176427162,-139.23067176427162,0.0,7.272222788029976,-52389.957,10,0.0,-139.23067176427162,-151.2031934579045,-37.586536,36584076.0,7.272222788029976,-128.07428821756932,-151.2031934579045,26,848000
0.0,27,nan,0.0,-136.67803801760581,566252.1,10,-142.69831325328445,-142.69831325328445,-142.69831325328445,0.0,5.406494819568014,-24772.527,10,0.0,-142.69831325328445,-153.0862371254592,-37.58608,30985696.0,5.406494819568014,-136.67803801760581,-153.0862371254592,27,872000
0.0,28,nan,0.0,-124.58345989177872,160429.98,10,-138.48616291875882,-138.48616291875882,-138.48616291875882,0.0,8.570980101771614,6252.042,10,0.0,-138.48616291875882,-152.80195815527514,-37.586315,29090144.0,8.570980101771614,-124.58345989177872,-152.80195815527514,28,896000
0.0,29,nan,0.0,-40.31711877954669,199006.77,10,-48.34201708997506,-48.34201708997506,-48.34201708997506,0.0,17.975080611664076,-16213.72,10,0.0,-48.34201708997506,-102.01469225573254,-34.66671,59348948.0,17.975080611664076,-40.31711877954669,-102.01469225573254,29,920000
0.0,30,nan,0.1,329139.2190660374,22363.56,10,34056.1986185045,34056.1986185045,34056.1986185045,0.0,98425.74287793801,-93901.82,10,0.1,34056.1986185045,-99.8087205486631,-23.293747,25819320.0,98425.74287793801,329139.2190660374,-99.8087205486631,30,944000
0.0,31,nan,0.2,335474.7911544318,3792.56,10,36792.282696572875,36792.28269657285,36792.282696572875,0.0,100045.54340921543,-151744.72,10,0.2,36792.28269657285,-93.99076517467628,-24.307812,22178054.0,100045.54340921543,335474.7911544318,-93.99076517467628,31,968000
0.0,32,nan,0.4,306961.298374294,3763.4827,10,101903.82609909875,101903.8260990987,101903.82609909875,0.0,130198.68301243092,-182805.23,10,0.4,101903.8260990987,-97.38291254725864,-26.096146,28586826.0,130198.68301243092,306961.298374294,-97.38291254725864,32,992000
0.0,33,nan,0.1,291910.05735980696,2957.2456,10,116390.59744713781,116390.59744713781,116390.59744713781,0.0,118409.56091098917,-230810.94,10,0.1,116390.59744713781,-98.71677455054805,-27.97452,45573772.0,118409.56091098917,291910.05735980696,-98.71677455054805,33,1016000
0.0,34,nan,0.2,326878.35383487114,1274.7423,10,94373.77316807696,94373.77316807696,94373.77316807696,0.0,133058.17147397532,-327159.7,10,0.2,94373.77316807696,-95.13412201048806,-30.824383,76832984.0,133058.17147397532,326878.35383487114,-95.13412201048806,34,1040000
0.0,35,nan,0.0,-19.102259282540697,7848.732,10,-30.591429923881584,-30.591429923881577,-30.591429923881584,0.0,9.697733341349895,-377325.72,10,0.0,-30.591429923881577,-49.40712428346492,-30.581882,149913330.0,9.697733341349895,-19.102259282540697,-49.40712428346492,35,1064000
0.0,36,nan,0.0,130037.36508739722,12178.401,10,14822.192280854262,14822.192280854259,14822.192280854262,0.0,38800.97293125495,-426284.53,10,0.0,14822.192280854259,-51.84849057866717,-29.156252,76149100.0,38800.97293125495,130037.36508739722,-51.84849057866717,36,1088000
0.0,37,nan,0.0,220977.64328171773,15331.547,10,43356.17131071386,43356.17131071388,43356.17131071386,0.0,86844.95123052521,-428543.78,10,0.0,43356.17131071388,-93.763424174171,-30.316841,80279864.0,86844.95123052521,220977.64328171773,-93.763424174171,37,1112000
0.0,38,nan,0.1,338930.2712804025,4487.317,10,36490.87548059689,36490.87548059691,36490.87548059689,0.0,101122.43627495026,-459398.38,10,0.1,36490.87548059691,-101.04080991285888,-30.70387,77166696.0,101122.43627495026,338930.2712804025,-101.04080991285888,38,1136000
0.0,39,nan,0.0,230244.95103205717,4946.42,10,42033.5965003544,42033.59650035438,42033.5965003544,0.0,73294.29698602435,-471809.1,10,0.0,42033.59650035438,-87.70100670633232,-30.028656,78398580.0,73294.29698602435,230244.95103205717,-87.70100670633232,39,1160000
0.0,40,nan,0.0,-40.0065892230959,10222.215,10,-41.42292706078605,-41.42292706078605,-41.42292706078605,0.0,0.9211859203947209,-492300.28,10,0.0,-41.42292706078605,-42.629950257157795,-32.850414,209595410.0,0.9211859203947209,-40.0065892230959,-42.629950257157795,40,1184000
0.0,41,nan,0.0,-40.26647125081182,6947.381,10,-41.39418044344832,-41.39418044344832,-41.39418044344832,0.0,0.9548682612001153,-370087.56,10,0.0,-41.39418044344832,-43.83122505701893,-37.880695,77472300.0,0.9548682612001153,-40.26647125081182,-43.83122505701893,41,1208000
0.0,42,nan,0.0,-40.37233879493498,9323.212,10,-42.27828868142064,-42.27828868142064,-42.27828868142064,0.0,0.827902684269401,-300314.88,10,0.0,-42.27828868142064,-43.20021134997754,-36.14448,48446984.0,0.827902684269401,-40.37233879493498,-43.20021134997754,42,1232000
0.0,43,nan,0.0,-41.18470034370944,4706.973,10,-43.28018203382459,-43.28018203382457,-43.28018203382459,0.0,1.5529919791760876,-265489.03,10,0.0,-43.28018203382457,-45.253544168085604,-34.050095,50802920.0,1.5529919791760876,-41.18470034370944,-45.253544168085604,43,1256000
0.0,44,nan,0.0,-41.439914413289515,4065.3467,10,-43.46901444713884,-43.46901444713884,-43.46901444713884,0.0,0.9968366560982005,-242757.16,10,0.0,-43.46901444713884,-44.65363829535976,-33.370167,60102670.0,0.9968366560982005,-41.439914413289515,-44.65363829535976,44,1280000
0.0,45,nan,0.2,339275.72742523276,1493.0414,10,82629.72573966405,82629.72573966408,82629.72573966405,0.0,130527.73048948204,-234856.78,10,0.2,82629.72573966408,-86.62924969814736,-32.846657,69194560.0,130527.73048948204,339275.72742523276,-86.62924969814736,45,1304000
0.0,46,nan,0.3,325819.0732474147,1412.2283,10,72022.94830463476,72022.94830463472,72022.94830463476,0.0,117168.62857157679,-227753.38,10,0.3,72022.94830463472,-90.01932442420629,-31.400505,79195620.0,117168.62857157679,325819.0732474147,-90.01932442420629,46,1328000
0.0,47,nan,0.3,293839.0870106205,1616.5847,10,59670.80696244206,59670.80696244202,59670.80696244206,0.0,101480.85907999752,-359414.16,10,0.3,59670.80696244202,-93.82558898318166,-30.631771,119054760.0,101480.85907999752,293839.0870106205,-93.82558898318166,47,1352000
0.0,48,nan,0.4,344236.27388915577,1437.223,10,156708.21279425683,156708.21279425683,156708.21279425683,0.0,159859.69227940222,-433892.44,10,0.4,156708.21279425683,-96.5610623409846,-29.843992,123533750.0,159859.69227940222,344236.27388915577,-96.5610623409846,48,1376000
0.0,49,nan,0.5,333727.9243189616,949.7218,10,160032.47044507848,160032.47044507854,160032.47044507848,0.0,160751.82574139695,-493566.5,10,0.5,160032.47044507854,-99.02394300703303,-29.630775,134133090.0,160751.82574139695,333727.9243189616,-99.02394300703303,49,1400000
0.0,50,nan,0.4,338690.4842125942,1154.619,10,153877.20090772427,153877.20090772424,153877.20090772427,0.0,156081.49856304072,-520614.25,10,0.4,153877.20090772424,-90.2542138144445,-29.560707,132009440.0,156081.49856304072,338690.4842125942,-90.2542138144445,50,1424000
0.0,51,nan,0.1,319422.60934778483,104.58377,10,121898.611014199,121898.61101419898,121898.611014199,0.0,125109.82603089741,-547390.44,10,0.1,121898.61101419898,-90.04656922837104,-29.353222,132084740.0,125109.82603089741,319422.60934778483,-90.04656922837104,51,1448000
0.0,52,nan,0.4,338531.1324022419,133.22293,10,142656.3430867254,142656.34308672542,142656.3430867254,0.0,149537.72144899913,-548098.7,10,0.4,142656.34308672542,-84.84030003997198,-28.783195,132865300.0,149537.72144899913,338531.1324022419,-84.84030003997198,52,1472000
0.0,53,nan,0.2,327388.779259585,133.76404,10,112395.64004015915,112395.64004015918,112395.64004015915,0.0,121324.24030376061,-581804.3,10,0.2,112395.64004015918,-98.31402122010924,-28.76155,141057620.0,121324.24030376061,327388.779259585,-98.31402122010924,53,1496000
0.0,54,nan,0.5,335194.53305584827,132.862,10,156210.75981510076,156210.75981510073,156210.75981510076,0.0,157159.75736740063,-615336.3,10,0.5,156210.75981510073,-103.1667281490562,-28.916386,160583650.0,157159.75736740063,335194.53305584827,-103.1667281490562,54,1520000
0.0,55,nan,0.4,278884.0519181162,81.988914,10,210294.57465672796,210294.57465672796,210294.57465672796,0.0,61558.59900641352,-633628.1,10,0.4,210294.57465672796,69874.68197510843,-29.034452,175141710.0,61558.59900641352,278884.0519181162,69874.68197510843,55,1544000
0.0,56,nan,0.7,339193.85282405,58.63033,10,267327.97612892033,267327.9761289204,267327.97612892033,0.0,54186.73632681643,-641150.2,10,0.7,267327.9761289204,144537.05228865877,-28.782763,191270530.0,54186.73632681643,339193.85282405,144537.05228865877,56,1568000
0.0,57,nan,0.3,298945.3141372897,651.1428,10,115319.73465182586,115319.73465182593,115319.73465182586,0.0,120662.0982849833,-648066.7,10,0.3,115319.73465182593,-95.62251140083137,-28.617868,209477630.0,120662.0982849833,298945.3141372897,-95.62251140083137,57,1592000
0.0,58,nan,0.5,333313.2147782178,837.4435,10,155957.34615261055,155957.34615261055,155957.34615261055,0.0,156721.83921624758,-660053.75,10,0.5,155957.34615261055,-97.55206522036872,-28.316263,226121650.0,156721.83921624758,333313.2147782178,-97.55206522036872,58,1616000
0.0,59,nan,0.4,334704.327081233,421.09726,10,117104.12457921592,117104.12457921592,117104.12457921592,0.0,128655.18113438487,-672005.9,10,0.4,117104.12457921592,-98.49173776508299,-27.704096,245798720.0,128655.18113438487,334704.327081233,-98.49173776508299,59,1640000
0.0,60,nan,0.1,305060.41673069657,1319.6957,10,120851.88036848069,120851.88036848072,120851.88036848069,0.0,123121.8043890631,-676258.56,10,0.1,120851.88036848072,-82.50315183418128,-27.85732,262367440.0,123121.8043890631,305060.41673069657,-82.50315183418128,60,1664000
0.0,61,nan,0.1,252652.15590915273,2765.8435,10,101342.5571678833,101342.55716788331,101342.5571678833,0.0,109103.92697928831,-679659.56,10,0.1,101342.55716788331,-93.67280974664742,-27.917126,270730050.0,109103.92697928831,252652.15590915273,-93.67280974664742,61,1688000
0.0,62,nan,0.1,313580.34456331143,5721.749,10,113619.14822837451,113619.1482283745,113619.14822837451,0.0,118575.01489552173,-680339.3,10,0.1,113619.1482283745,-96.90386028160458,-27.846478,271438620.0,118575.01489552173,313580.34456331143,-96.90386028160458,62,1712000
0.0,63,nan,0.3,328631.0052660971,6180.204,10,135841.71864415312,135841.71864415318,135841.71864415312,0.0,138433.8404065573,-676375.44,10,0.3,135841.71864415318,-100.56237720370045,-28.306421,268919300.0,138433.8404065573,328631.0052660971,-100.56237720370045,63,1736000
0.0,64,nan,0.1,265407.59966255346,5139.836,10,115019.79573133409,115019.7957313341,115019.79573133409,0.0,115822.60879280497,-643807.9,10,0.1,115019.7957313341,-88.80371920897922,-29.015953,250590300.0,115822.60879280497,265407.59966255346,-88.80371920897922,64,1760000
0.0,65,nan,0.2,321622.448478639,4504.6484,10,121751.30511537702,121751.30511537699,121751.30511537702,0.0,127451.90021946424,-650011.8,10,0.2,121751.30511537699,-97.31755319072516,-28.748205,250180110.0,127451.90021946424,321622.448478639,-97.31755319072516,65,1784000
0.0,66,nan,0.4,334207.1926419109,5430.136,10,128044.02452050635,128044.02452050638,128044.02452050635,0.0,137118.0250871659,-647091.94,10,0.4,128044.02452050638,-101.8288262941585,-29.021942,257526690.0,137118.0250871659,334207.1926419109,-101.8288262941585,66,1808000
0.0,67,nan,0.3,320673.3941964307,2136.4412,10,122125.10209241563,122125.1020924156,122125.10209241563,0.0,132837.67585197624,-654603.1,10,0.3,122125.1020924156,-108.96897320587487,-28.959421,259329920.0,132837.67585197624,320673.3941964307,-108.96897320587487,67,1832000
0.0,68,nan,0.4,320885.9808546552,1967.5498,10,124638.68428377721,124638.68428377723,124638.68428377721,0.0,134218.36488530829,-629403.4,10,0.4,124638.68428377723,-101.98719102941861,-29.289192,249921840.0,134218.36488530829,320885.9808546552,-101.98719102941861,68,1856000
0.0,69,nan,0.4,339720.43369669066,3553.159,10,157675.09660270077,157675.09660270083,157675.09660270077,0.0,159938.28328876145,-640905.6,10,0.4,157675.09660270083,-95.7769124528278,-28.941435,253971340.0,159938.28328876145,339720.43369669066,-95.7769124528278,69,1880000
0.0,70,nan,0.4,335671.52431724453,4908.8433,10,145190.75264427636,145190.7526442763,145190.75264427636,0.0,153229.50847487253,-625976.5,10,0.4,145190.7526442763,-103.62335712646664,-28.560892,252361220.0,153229.50847487253,335671.52431724453,-103.62335712646664,70,1904000
0.0,71,nan,0.3,321135.6378724881,2238.309,10,127904.85058551421,127904.85058551426,127904.85058551421,0.0,132124.8047079943,-632406.6,10,0.3,127904.85058551426,-110.57519899860603,-27.997972,264938880.0,132124.8047079943,321135.6378724881,-110.57519899860603,71,1928000
0.0,72,nan,0.2,333152.1216057624,1481.0256,10,124591.85251673867,124591.85251673867,124591.85251673867,0.0,129558.57237121479,-603563.9,10,0.2,124591.85251673867,-107.31990021628633,-27.922861,256589140.0,129558.57237121479,333152.1216057624,-107.31990021628633,72,1952000
0.0,73,nan,0.1,301167.74319871387,2128.2893,10,116743.96248929994,116743.96248929985,116743.96248929994,0.0,119281.92351473973,-604462.0,10,0.1,116743.96248929985,-106.58347630988033,-27.84505,262695760.0,119281.92351473973,301167.74319871387,-106.58347630988033,73,1976000
0.0,74,nan,0.4,333638.6872609445,1295.7711,10,120364.19368053759,120364.1936805376,120364.19368053759,0.0,149121.74491040802,-604119.06,10,0.4,120364.1936805376,-95.70807346531966,-28.193657,276697060.0,149121.74491040802,333638.6872609445,-95.70807346531966,74,2000000
0.0,75,nan,0.4,340453.6634602535,122.338936,10,114336.61628739722,114336.6162873973,114336.61628739722,0.0,131705.93807703003,-621519.0,10,0.4,114336.6162873973,-78.28916359832145,-28.245964,283595100.0,131705.93807703003,340453.6634602535,-78.28916359832145,75,2024000
0.0,76,nan,0.5,334956.9753698129,310.29013,10,116365.6535293888,116365.65352938879,116365.6535293888,0.0,147972.18625500592,-631938.44,10,0.5,116365.65352938879,-70.9544017308605,-27.278347,291189630.0,147972.18625500592,334956.9753698129,-70.9544017308605,76,2048000
0.0,77,nan,0.5,343085.2484326632,114.46787,10,111980.52328277142,111980.52328277139,111980.52328277142,0.0,151777.7866632438,-637109.94,10,0.5,111980.52328277139,-60.85643736215097,-27.694887,306387680.0,151777.7866632438,343085.2484326632,-60.85643736215097,77,2072000
0.0,78,nan,0.5,338333.8675051296,120.91512,10,167262.9864033765,167262.9864033765,167262.9864033765,0.0,167380.27867662816,-660261.4,10,0.5,167262.9864033765,-101.18159963502113,-27.491386,319717570.0,167380.27867662816,338333.8675051296,-101.18159963502113,78,2096000
0.0,79,nan,0.5,299743.9295521891,179.35078,10,82516.88361714082,82516.88361714082,82516.88361714082,0.0,113103.26548616099,-654191.9,10,0.5,82516.88361714082,-39.208918415267874,-26.963484,311652030.0,113103.26548616099,299743.9295521891,-39.208918415267874,79,2120000
0.0,80,nan,0.3,175313.97342525466,160.6139,10,53801.072772622654,53801.07277262267,53801.072772622654,0.0,67388.7848436611,-657984.5,10,0.3,53801.07277262267,-39.29085738985841,-26.593245,318739600.0,67388.7848436611,175313.97342525466,-39.29085738985841,80,2144000
0.0,81,nan,0.4,345071.9202323622,2171.842,10,73949.72865154585,73949.72865154584,73949.72865154585,0.0,112844.5788975336,-594403.06,10,0.4,73949.72865154584,-24.27991092923528,-27.705502,304408500.0,112844.5788975336,345071.9202323622,-24.27991092923528,81,2168000
0.0,82,nan,0.7,342053.77464777866,131.27359,10,293425.17604139034,293425.1760413904,293425.17604139034,0.0,41683.843092369156,-664261.9,10,0.7,293425.1760413904,231333.60334470437,-25.945965,329365800.0,41683.843092369156,342053.77464777866,231333.60334470437,82,2192000
0.0,83,nan,0.4,304675.1101850813,348.32416,10,133656.5273601308,133656.52736013086,133656.5273601308,0.0,135834.38794871542,-673283.0,10,0.4,133656.52736013086,-91.27381982186678,-26.085514,345678080.0,135834.38794871542,304675.1101850813,-91.27381982186678,83,2216000
0.0,84,nan,0.5,333912.50840755174,1974.5333,10,192050.42785497656,192050.42785497662,192050.42785497656,0.0,120230.96309031665,-676540.7,10,0.5,192050.42785497662,-17.585442037988578,-26.99004,335546340.0,120230.96309031665,333912.50840755174,-17.585442037988578,84,2240000
0.0,85,nan,0.6,341679.25918332057,91.433334,10,184257.34563570362,184257.34563570356,184257.34563570362,0.0,147789.35242905878,-704527.6,10,0.6,184257.34563570356,-19.99456597236242,-26.208681,349945920.0,147789.35242905878,341679.25918332057,-19.99456597236242,85,2264000
0.0,86,nan,1.0,343748.6254161215,142.19316,10,295662.2260175335,295662.22601753345,295662.2260175335,0.0,99263.64883219403,-711160.3,10,1.0,295662.22601753345,-17.75131015138077,-26.08357,363077120.0,99263.64883219403,343748.6254161215,-17.75131015138077,86,2288000
0.0,87,nan,1.0,339773.3993716217,102.320564,10,302960.286951797,302960.28695179714,302960.286951797,0.0,64445.142141192664,-743537.94,10,1.0,302960.28695179714,117307.2212131122,-24.348944,369400900.0,64445.142141192664,339773.3993716217,117307.2212131122,87,2312000
0.0,88,nan,0.2,326780.111371697,424332.16,10,130761.92905423515,130761.92905423514,130761.92905423515,0.0,134572.15643264476,-929590.94,10,0.2,130761.92905423514,-84.93389931479085,-27.193485,570479740.0,134572.15643264476,326780.111371697,-84.93389931479085,88,2336000
0.0,89,nan,0.8,334586.8960590478,40065.188,10,214920.967834459,214920.96783445906,214920.967834459,0.0,121786.29194834009,-857118.75,10,0.8,214920.96783445906,-19.238918547575548,-25.850681,354133100.0,121786.29194834009,334586.8960590478,-19.238918547575548,89,2360000
0.0,90,nan,1.0,332959.26494312007,194.90141,10,235325.1433992209,235325.1433992209,235325.1433992209,0.0,113142.4550784815,-872580.6,10,1.0,235325.1433992209,11873.921056432464,-24.948488,319930000.0,113142.4550784815,332959.26494312007,11873.921056432464,90,2384000
0.0,91,nan,0.3,323486.19558874256,106.67897,10,235317.7005168566,235317.7005168566,235317.7005168566,0.0,38997.599245816775,-846499.8,10,0.3,235317.7005168566,188674.7302211539,-26.11268,308961470.0,38997.599245816775,323486.19558874256,188674.7302211539,91,2408000
0.0,92,nan,0.6,331316.6998421011,41.20083,10,226972.3565917553,226972.3565917553,226972.3565917553,0.0,66645.6446781522,-904717.06,10,0.6,226972.3565917553,130234.55657232978,-27.134844,320119520.0,66645.6446781522,331316.6998421011,130234.55657232978,92,2432000
0.0,93,nan,0.7,334581.19342827686,35.17833,10,266528.5149200648,266528.5149200647,266528.5149200648,0.0,56778.42997697151,-915417.2,10,0.7,266528.5149200647,179099.4342849646,-27.035631,299465630.0,56778.42997697151,334581.19342827686,179099.4342849646,93,2456000
0.0,94,nan,0.5,326634.92570084083,950.44995,10,113346.92320151662,113346.92320151658,113346.92320151662,0.0,140193.61294237833,-875523.44,10,0.5,113346.92320151658,-109.01160390519989,-27.153671,285535650.0,140193.61294237833,326634.92570084083,-109.01160390519989,94,2480000
