MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/door-open-v1/MinReturn,MetaTest/door-open-v1/StdReturn,MetaTest/door-open-v1/Iteration,MetaTest/door-open-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/door-open-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/door-open-v1/TerminationRate,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/door-open-v1/AverageReturn,MetaTest/door-open-v1/MaxReturn,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn
13.21292884300015,455.22214,10,6.573501,nan,0,9.17601,-71.80857001178832,13.21292884300015,0,10,-14.5117655,-30.823922391268447,0.0,0.0,0.0,0.0,-71.80857001178832,224000,-46.76674327771157,-46.76674327771157,-30.823922391268447,-46.76674327771156,-46.76674327771156
21.227520886164232,667.33014,10,3.7017832,nan,1,7.6540937,-91.4860624669148,21.227520886164232,1,10,-98.19327,-32.91235316965588,0.0,0.0,0.0,0.0,-91.4860624669148,248000,-62.69515162480335,-62.69515162480335,-32.91235316965588,-62.69515162480334,-62.69515162480334
23.338615433146533,1638.975,10,3.342015,nan,2,9.085418,-86.40054738030798,23.338615433146533,2,10,-252.05513,-17.44132320326845,0.2,0.2,0.0,0.0,-86.40054738030798,272000,-37.324351694965586,-37.324351694965586,-17.44132320326845,-37.32435169496559,-37.32435169496559
15.00242858663358,3892.2495,10,2.158889,nan,3,13.08489,-63.830955515962124,15.00242858663358,3,10,-454.6157,-19.225021687905848,0.2,0.2,0.0,0.0,-63.830955515962124,296000,-33.22880406967227,-33.22880406967227,-19.225021687905848,-33.22880406967227,-33.22880406967227
8.84907829029216,6633.926,10,-1.6930102,nan,4,37.565063,-46.03740982081092,8.84907829029216,4,10,-784.6785,-21.229045357878512,0.2,0.2,0.0,0.0,-46.03740982081092,320000,-36.03623338505628,-36.03623338505628,-21.229045357878512,-36.03623338505628,-36.03623338505628
945.4935623081,8434.038,10,-0.8305515,nan,5,23.313242,-43.30570769699548,945.4935623081,5,10,-1023.69995,2616.2667067167504,0.3,0.3,0.0,0.0,-43.30570769699548,344000,506.0599055494425,506.0599055494425,2616.2667067167504,506.05990554944276,506.05990554944276
21.08446416127329,12280.424,10,-1.7579546,nan,6,63.17942,-73.94463709680765,21.08446416127329,6,10,-1376.8115,-8.39211107350869,0.2,0.2,0.0,0.0,-73.94463709680765,368000,-31.318107116714298,-31.318107116714298,-8.39211107350869,-31.318107116714295,-31.318107116714295
91.84694128523267,15059.517,10,-3.8019128,nan,7,158.10295,-80.5644901735198,91.84694128523267,7,10,-2219.6584,210.5196744590617,0.4,0.4,0.0,0.0,-80.5644901735198,392000,-1.8290022124212277,-1.8290022124212277,210.5196744590617,-1.8290022124212286,-1.8290022124212286
3498.7390256641056,16419.818,10,-6.4035187,nan,8,276.67578,-78.64937402091648,3498.7390256641056,8,10,-3724.384,11778.268382308926,0.1,0.1,0.0,0.0,-78.64937402091648,416000,1336.2752972631401,1336.2752972631401,11778.268382308926,1336.2752972631413,1336.2752972631413
3921.009463906096,19753.96,10,-5.2438974,nan,9,357.3857,-70.56515080901809,3921.009463906096,9,10,-4171.3315,11278.89213926442,0.2,0.2,0.0,0.0,-70.56515080901809,440000,1953.8898028753417,1953.8898028753417,11278.89213926442,1953.889802875341,1953.889802875341
2.813591019807699,36713.81,10,-6.976281,nan,10,277.65338,-33.665316529200304,2.813591019807699,10,10,-5436.81,-24.589675603371067,0.0,0.0,0.0,0.0,-33.665316529200304,464000,-29.59106984317999,-29.59106984317999,-24.589675603371067,-29.59106984317999,-29.59106984317999
2205.7274119714325,55448.953,10,-7.5916724,nan,11,296.81644,-120.8098684153311,2205.7274119714325,11,10,-6545.572,7292.727086123442,0.0,0.0,0.0,0.0,-120.8098684153311,488000,676.4638723944482,676.4638723944482,7292.727086123442,676.4638723944478,676.4638723944478
4547.548073029534,70749.82,10,-7.1221924,nan,12,301.92194,-141.85248792352124,4547.548073029534,12,10,-7254.042,10471.01138531838,0.0,0.0,0.0,0.0,-141.85248792352124,512000,2890.769293480753,2890.769293480753,10471.01138531838,2890.769293480753,2890.769293480753
466.68858165161066,87344.414,10,-6.594027,nan,13,427.55576,-27.278133678078547,466.68858165161066,13,10,-7249.975,1470.0999550433182,0.0,0.0,0.0,0.0,-27.278133678078547,536000,321.3487633262764,321.3487633262764,1470.0999550433182,321.3487633262762,321.3487633262762
2008.4609188583086,106406.32,10,-6.757706,nan,14,527.78613,-28.33261532827725,2008.4609188583086,14,10,-7721.711,6923.024327148209,0.0,0.0,0.0,0.0,-28.33261532827725,560000,1158.0155710180547,1158.0155710180547,6923.024327148209,1158.0155710180557,1158.0155710180557
4069.5493553191236,116794.4,10,-7.1575594,nan,15,344.00656,-58.0153869301413,4069.5493553191236,15,10,-7007.506,10222.602599190725,0.0,0.0,0.0,0.0,-58.0153869301413,584000,3303.7050125524192,3303.7050125524192,10222.602599190725,3303.7050125524192,3303.7050125524192
3327.641186979796,122867.875,10,-7.1701894,nan,16,322.81244,-78.90861626309129,3327.641186979796,16,10,-6032.4336,9208.731643056584,0.0,0.0,0.0,0.0,-78.90861626309129,608000,2330.074180478286,2330.074180478286,9208.731643056584,2330.074180478286,2330.074180478286
3374.4202037800987,240876.94,10,-6.828405,nan,17,529.73724,-50.64351612619766,3374.4202037800987,17,10,-4566.119,8729.977866586265,0.4,0.4,0.0,0.0,-50.64351612619766,632000,2695.089498358136,2695.089498358136,8729.977866586265,2695.089498358136,2695.089498358136
3285.561761940488,157067.97,10,-7.094078,nan,18,306.667,-19.967557706908277,3285.561761940488,18,10,-4480.553,11055.317195014786,0.0,0.0,0.0,0.0,-19.967557706908277,656000,1878.3756377462705,1878.3756377462705,11055.317195014786,1878.3756377462698,1878.3756377462698
4945.600004705177,249529.6,10,-8.070419,nan,19,450.415,58.5324948066939,4945.600004705177,19,10,-5908.728,19818.150628902877,0.3,0.3,0.0,0.0,58.5324948066939,680000,7410.496122177754,7410.496122177754,19818.150628902877,7410.496122177754,7410.496122177754
22020.541514635108,278099.75,10,-7.3640313,nan,20,807.4778,-98.2707276101826,22020.541514635108,20,10,-5152.749,56875.67915807231,0.0,0.0,0.0,0.0,-98.2707276101826,704000,17238.76834792978,17238.76834792978,56875.67915807231,17238.768347929778,17238.768347929778
1847.7045613453263,659459.5,10,-11.484398,nan,21,1817.306,-72.52742455899926,1847.7045613453263,21,10,-10929.698,4405.9324611446655,0.5,0.5,0.0,0.0,-72.52742455899926,728000,1557.3077936736877,1557.3077936736877,4405.9324611446655,1557.3077936736872,1557.3077936736872
4104.654473414009,364065.28,10,-4.627488,nan,22,10501.525,-109.22309566546552,4104.654473414009,22,10,-1346.4795,12101.89572604201,0.1,0.1,0.0,0.0,-109.22309566546552,752000,2100.693644875273,2100.693644875273,12101.89572604201,2100.6936448752735,2100.6936448752735
50534.69445491326,926996.5,10,-11.894078,nan,23,2464.5544,2370.5524113582287,50534.69445491326,23,10,-11270.963,178354.18832197497,1.0,1.0,0.0,0.0,2370.5524113582287,776000,36045.968501833915,36045.968501833915,178354.18832197497,36045.96850183393,36045.96850183393
11622.77129201166,2772181.0,10,-17.055334,nan,24,829.16974,-65.99225245971675,11622.77129201166,24,10,-25949.203,38568.3483043113,0.7,0.7,0.0,0.0,-65.99225245971675,800000,13609.736647055523,13609.736647055523,38568.3483043113,13609.736647055519,13609.736647055519
